date,PBR
2020-11-03,4.93665
2020-11-04,4.54933
2020-11-05,5.53403
2020-11-06,5.0745
2020-11-07,3.84034
2020-11-08,4.12262
2020-11-09,6.53187
2020-11-10,7.39184
2020-11-11,8.89516
2020-11-12,8.59318
2020-11-13,7.03078
2020-11-14,4.77909
2020-11-15,5.45526
2020-11-16,8.56036
2020-11-17,8.78356
2020-11-18,8.74417
2020-11-19,8.08113
2020-11-20,7.37871
2020-11-21,4.72001
2020-11-22,5.17954
2020-11-23,7.02422
2020-11-24,8.58662
2020-11-25,8.00892
2020-11-26,8.48815
2020-11-27,7.24742
2020-11-28,6.11829
2020-11-29,6.0986
2020-11-30,8.22556
2020-12-01,8.38968
2020-12-02,10.17527
2020-12-03,11.13372
2020-12-04,9.95864
2020-12-05,7.27368
2020-12-06,9.60414
2020-12-07,11.7508
2020-12-08,12.90619
2020-12-09,12.87993
2020-12-10,11.46852
2020-12-11,10.76609
2020-12-12,7.60848
2020-12-13,8.02205
2020-12-14,9.38094
2020-12-15,9.97833
2020-12-16,11.25188
2020-12-17,10.858
2020-12-18,9.84704
2020-12-19,8.56692
2020-12-20,9.95864
2020-12-21,10.78579
2020-12-22,9.44003
2020-12-23,9.4269
2020-12-24,9.63697
2020-12-25,7.49031
2020-12-26,7.39841
2020-12-27,8.21899
2020-12-28,11.40287
2020-12-29,11.27158
2020-12-30,11.64576
2020-12-31,10.81205
2021-01-01,10.42473
2021-01-02,10.46412
2021-01-03,11.35035
2021-01-04,14.69835
2021-01-05,17.34392
2021-01-06,16.3067
2021-01-07,19.5234
2021-01-08,19.94354
2021-01-09,15.53206
2021-01-10,18.19733
2021-01-11,20.53436
2021-01-12,19.83194
2021-01-13,20.34399
2021-01-14,18.87349
2021-01-15,15.21696
2021-01-16,10.49694
2021-01-17,12.19063
2021-01-18,13.12282
2021-01-19,13.95654
2021-01-20,15.45985
2021-01-21,16.09006
2021-01-22,15.36795
2021-01-23,11.70485
2021-01-24,12.55826
2021-01-25,15.00689
2021-01-26,14.71148
2021-01-27,14.75743
2021-01-28,12.52543
2021-01-29,9.70261
2021-01-30,7.43123
2021-01-31,8.82951
2021-02-01,10.70701
2021-02-02,12.70268
2021-02-03,13.19503
2021-02-04,13.5167
2021-02-05,11.94118
2021-02-06,9.34156
2021-02-07,9.37438
2021-02-08,11.44882
2021-02-09,10.32626
2021-02-10,9.79452
2021-02-11,7.77259
2021-02-12,7.31307
2021-02-13,7.47718
2021-02-14,9.38751
2021-02-15,12.50574
2021-02-16,12.91931
2021-02-17,12.34819
2021-02-18,11.06151
2021-02-19,9.30873
2021-02-20,6.66973
2021-02-21,7.35245
2021-02-22,8.47502
2021-02-23,9.02645
2021-02-24,9.45316
2021-02-25,9.72231
2021-02-26,8.75073
2021-02-27,6.44653
2021-02-28,6.50561
2021-03-01,7.89732
2021-03-02,8.38311
2021-03-03,9.06584
2021-03-04,8.06144
2021-03-05,8.19273
2021-03-06,7.27368
2021-03-07,6.53187
2021-03-08,7.79885
2021-03-09,7.92358
2021-03-10,8.16648
2021-03-11,8.04175
2021-03-12,8.46845
2021-03-13,6.77476
2021-03-14,7.61504
2021-03-15,9.56476
2021-03-16,8.24525
2021-03-17,8.09426
2021-03-18,8.24525
2021-03-19,7.35245
2021-03-20,5.86227
2021-03-21,5.84914
2021-03-22,8.2912
2021-03-23,7.47062
2021-03-24,8.54723
2021-03-25,7.88419
2021-03-26,8.29777
2021-03-27,6.01326
2021-03-28,6.4137
2021-03-29,8.71135
2021-03-30,8.17304
2021-03-31,7.77259
2021-04-01,7.6413
2021-04-02,6.58438
2021-04-03,5.0942
2021-04-04,5.60624
2021-04-05,7.06361
2021-04-06,8.23212
2021-04-07,7.60848
2021-04-08,8.25838
2021-04-09,7.18834
2021-04-10,5.12046
2021-04-11,5.21236
2021-04-12,7.96953
2021-04-13,8.54066
2021-04-14,8.61944
2021-04-15,9.47285
2021-04-16,8.12709
2021-04-17,6.4334
2021-04-18,6.9717
2021-04-19,9.3153
2021-04-20,8.6457
2021-04-21,10.11619
2021-04-22,8.94767
2021-04-23,8.94767
2021-04-24,6.47278
2021-04-25,6.3021
2021-04-26,9.32843
2021-04-27,9.87986
2021-04-28,9.24309
2021-04-29,9.00019
2021-04-30,7.90389
2021-05-01,5.62594
2021-05-02,5.57999
2021-05-03,7.83168
2021-05-04,8.05488
2021-05-05,6.22333
2021-05-06,10.24092
2021-05-07,9.90612
2021-05-08,5.83601
2021-05-09,7.42467
2021-05-10,10.44442
2021-05-11,9.28904
2021-05-12,9.08553
2021-05-13,8.06801
2021-05-14,7.10956
2021-05-15,5.42243
2021-05-16,5.82944
2021-05-17,6.77476
2021-05-18,7.45092
2021-05-19,5.80975
2021-05-20,7.48375
2021-05-21,6.2102
2021-05-22,4.18827
2021-05-23,5.04168
2021-05-24,7.13582
2021-05-25,8.45532
2021-05-26,8.48815
2021-05-27,7.62817
2021-05-28,7.17521
2021-05-29,4.89726
2021-05-30,4.56246
2021-05-31,7.35902
2021-06-01,7.20803
2021-06-02,8.24525
2021-06-03,7.98266
2021-06-04,7.18834
2021-06-05,4.71345
2021-06-06,5.32396
2021-06-07,7.70038
2021-06-08,7.44436
2021-06-09,8.88859
2021-06-10,6.89292
2021-06-11,6.79445
2021-06-12,4.77909
2021-06-13,5.05481
2021-06-14,6.45965
2021-06-15,7.39184
2021-06-16,7.51001
2021-06-17,6.70911
2021-06-18,6.39401
2021-06-19,3.97164
2021-06-20,4.10949
2021-06-21,5.86227
2021-06-22,6.26271
2021-06-23,7.55596
2021-06-24,6.78133
2021-06-25,6.97827
2021-06-26,4.57559
2021-06-27,4.0898
2021-06-28,6.70911
2021-06-29,7.35902
2021-06-30,8.08113
2021-07-01,6.64347
2021-07-02,6.11173
2021-07-03,3.85347
2021-07-04,4.34582
2021-07-05,5.90166
2021-07-06,6.28897
2021-07-07,6.66316
2021-07-08,4.91695
2021-07-09,4.34582
2021-07-10,4.78566
2021-07-11,5.31083
2021-07-12,5.43556
2021-07-13,5.92135
2021-07-14,5.90166
2021-07-15,6.29554
2021-07-16,5.64563
2021-07-17,3.4399
2021-07-18,3.94538
2021-07-19,5.69159
2021-07-20,6.06577
2021-07-21,5.92135
2021-07-22,6.65003
2021-07-23,5.67846
2021-07-24,3.77469
2021-07-25,3.65653
2021-07-26,5.79006
2021-07-27,6.50561
2021-07-28,5.44869
2021-07-29,5.31083
2021-07-30,4.12919
2021-07-31,2.80312
2021-08-01,4.35239
2021-08-02,4.18171
2021-08-03,5.49464
2021-08-04,5.86227
2021-08-05,5.15328
2021-08-06,6.50561
2021-08-07,3.78782
2021-08-08,3.51867
2021-08-09,6.46622
2021-08-10,6.5253
2021-08-11,5.96074
2021-08-12,8.59318
2021-08-13,6.89292
2021-08-14,4.19484
2021-08-15,4.11606
2021-08-16,4.43116
2021-08-17,5.88196
2021-08-18,6.49248
2021-08-19,6.25615
2021-08-20,5.65876
2021-08-21,3.26921
2021-08-22,3.81408
2021-08-23,4.97603
2021-08-24,5.5209
2021-08-25,5.32396
2021-08-26,4.84474
2021-08-27,4.80535
2021-08-28,2.86877
2021-08-29,3.05914
2021-08-30,4.39178
2021-08-31,4.85787
2021-09-01,4.94321
2021-09-02,5.66533
2021-09-03,4.7594
2021-09-04,3.24952
2021-09-05,3.80095
2021-09-06,4.83161
2021-09-07,5.48152
2021-09-08,5.25175
2021-09-09,4.91695
2021-09-10,4.37865
2021-09-11,3.05258
2021-09-12,3.16418
2021-09-13,4.10949
2021-09-14,4.28018
2021-09-15,4.72001
2021-09-16,4.79222
2021-09-17,5.1861
2021-09-18,2.61274
2021-09-19,2.57336
2021-09-20,2.77686
2021-09-21,2.38954
2021-09-22,3.26265
2021-09-23,5.08763
2021-09-24,4.39834
2021-09-25,3.4202
2021-09-26,3.45302
2021-09-27,4.09636
2021-09-28,4.75283
2021-09-29,5.35679
2021-09-30,4.67406
2021-10-01,4.51651
2021-10-02,2.81625
2021-10-03,2.83594
2021-10-04,2.95411
2021-10-05,4.78566
2021-10-06,5.38304
2021-10-07,4.45086
2021-10-08,4.23422
2021-10-09,2.61931
2021-10-10,2.92785
2021-10-11,3.66966
2021-10-12,5.67846
2021-10-13,5.94104
2021-10-14,5.04825
2021-10-15,4.59528
2021-10-16,3.89942
2021-10-17,3.92568
2021-10-18,5.15328
2021-10-19,5.34366
2021-10-20,4.9629
2021-10-21,4.27361
2021-10-22,4.12262
2021-10-23,2.8622
2021-10-24,3.93881
2021-10-25,4.89726
2021-10-26,5.29114
2021-10-27,5.46839
2021-10-28,4.89069
2021-10-29,4.56246
2021-10-30,3.24295
2021-10-31,3.02632
2021-11-01,3.88629
2021-11-02,4.22766
2021-11-03,4.63467
2021-11-04,5.1861
2021-11-05,4.14232
2021-11-06,2.69152
2021-11-07,2.9738
2021-11-08,4.44429
2021-11-09,5.27145
2021-11-10,5.10076
2021-11-11,4.22109
2021-11-12,4.39834
2021-11-13,2.98693
2021-11-14,3.62371
2021-11-15,5.43556
2021-11-16,5.63907
2021-11-17,5.39617
2021-11-18,4.59528
2021-11-19,4.91695
2021-11-20,3.02632
2021-11-21,3.45959
2021-11-22,4.82505
2021-11-23,5.26488
2021-11-24,5.4093
2021-11-25,4.75283
2021-11-26,4.15545
2021-11-27,2.70465
2021-11-28,2.67183
2021-11-29,3.74844
2021-11-30,5.00229
2021-12-01,4.89726
2021-12-02,4.25392
2021-12-03,3.45302
2021-12-04,3.35455
2021-12-05,3.2167
2021-12-06,4.72658
2021-12-07,4.94978
2021-12-08,5.51434
2021-12-09,5.00886
2021-12-10,4.09636
2021-12-11,2.78343
2021-12-12,3.33486
2021-12-13,4.60841
2021-12-14,4.18171
2021-12-15,5.44869
2021-12-16,4.49025
2021-12-17,4.12919
2021-12-18,2.8819
2021-12-19,3.03288
2021-12-20,3.92568
2021-12-21,4.25392
2021-12-22,4.09636
2021-12-23,4.43773
2021-12-24,3.27578
2021-12-25,2.26481
2021-12-26,2.92785
2021-12-27,4.25392
2021-12-28,4.05698
2021-12-29,4.16201
2021-12-30,3.68279
2021-12-31,2.67839
2022-01-01,2.03505
2022-01-02,3.04601
2022-01-03,3.89942
2022-01-04,4.89069
2022-01-05,4.47055
2022-01-06,4.12919
2022-01-07,4.15545
2022-01-08,3.4399
2022-01-09,3.36112
2022-01-10,5.16641
2022-01-11,5.06794
2022-01-12,4.9826
2022-01-13,4.72001
2022-01-14,4.12919
2022-01-15,2.80312
2022-01-16,2.73747
2022-01-17,3.81408
2022-01-18,4.19484
2022-01-19,4.34582
2022-01-20,4.45742
2022-01-21,3.99789
2022-01-22,3.00006
2022-01-23,3.53837
2022-01-24,4.96947
2022-01-25,6.53843
2022-01-26,6.1905
2022-01-27,7.44436
2022-01-28,5.43556
2022-01-29,3.51211
2022-01-30,3.68935
2022-01-31,2.9935
2022-02-01,3.2167
2022-02-02,3.81408
2022-02-03,4.56246
2022-02-04,4.64123
2022-02-05,3.44646
2022-02-06,3.67622
2022-02-07,4.85787
2022-02-08,4.47712
2022-02-09,4.33269
2022-02-10,5.03512
2022-02-11,4.313
2022-02-12,2.95411
2022-02-13,3.19044
2022-02-14,3.755
2022-02-15,3.82721
2022-02-16,4.02415
2022-02-17,3.93881
2022-02-18,3.82065
2022-02-19,2.60618
2022-02-20,2.49458
2022-02-21,3.63027
2022-02-22,3.87973
2022-02-23,3.59088
2022-02-24,3.54493
2022-02-25,3.55806
2022-02-26,2.75717
2022-02-27,2.58648
2022-02-28,3.2167
2022-03-01,3.03288
2022-03-02,3.80752
2022-03-03,3.49241
2022-03-04,3.66966
2022-03-05,2.91472
2022-03-06,3.76813
2022-03-07,4.34582
2022-03-08,5.21236
2022-03-09,3.35455
2022-03-10,3.99133
2022-03-11,4.81848
2022-03-12,3.47928
2022-03-13,3.82721
2022-03-14,5.33709
2022-03-15,5.42243
2022-03-16,5.62594
2022-03-17,4.64123
2022-03-18,5.04168
2022-03-19,3.51867
2022-03-20,3.25608
2022-03-21,4.29987
2022-03-22,4.81192
2022-03-23,5.19267
2022-03-24,4.39178
2022-03-25,3.8666
2022-03-26,3.4202
2022-03-27,2.98693
2022-03-28,3.99789
2022-03-29,4.12919
2022-03-30,3.95851
2022-03-31,4.40491
2022-04-01,3.68279
2022-04-02,2.36985
2022-04-03,2.92128
2022-04-04,4.09636
2022-04-05,3.8666
2022-04-06,4.22766
2022-04-07,4.03728
2022-04-08,3.78126
2022-04-09,2.48145
2022-04-10,2.68496
2022-04-11,4.18827
2022-04-12,4.39834
2022-04-13,4.01759
2022-04-14,4.22109
2022-04-15,4.01759
2022-04-16,2.77686
2022-04-17,2.85564
2022-04-18,4.11606
2022-04-19,4.76596
2022-04-20,4.81848
2022-04-21,4.8513
2022-04-22,4.18171
2022-04-23,2.9738
2022-04-24,2.639
2022-04-25,3.95851
2022-04-26,4.24079
2022-04-27,4.15545
2022-04-28,4.81848
2022-04-29,4.11606
2022-04-30,2.61274
2022-05-01,2.19917
2022-05-02,4.05041
2022-05-03,4.16201
2022-05-04,3.72218
2022-05-05,2.21886
2022-05-06,3.21013
2022-05-07,2.27794
2022-05-08,2.44863
2022-05-09,3.99133
2022-05-10,4.70032
2022-05-11,4.0898
2022-05-12,4.49681
2022-05-13,3.80752
2022-05-14,2.38298
2022-05-15,2.71778
2022-05-16,3.95194
2022-05-17,4.77909
2022-05-18,4.31956
2022-05-19,4.18827
2022-05-20,3.74844
2022-05-21,2.44206
2022-05-22,2.64557
2022-05-23,3.78782
2022-05-24,4.12919
2022-05-25,3.89942
2022-05-26,3.97164
2022-05-27,3.59088
2022-05-28,2.39611
2022-05-29,2.61931
2022-05-30,3.57775
2022-05-31,3.79439
2022-06-01,2.7506
2022-06-02,3.59088
2022-06-03,3.50554
2022-06-04,2.61931
2022-06-05,2.42237
2022-06-06,2.86877
2022-06-07,4.07667
2022-06-08,4.35895
2022-06-09,4.10293
2022-06-10,4.01759
2022-06-11,3.23639
2022-06-12,3.15105
2022-06-13,5.56029
2022-06-14,6.6369
2022-06-15,6.89292
2022-06-16,5.69159
2022-06-17,5.79006
2022-06-18,3.68279
2022-06-19,3.31517
2022-06-20,8.39624
2022-06-21,6.01982
2022-06-22,7.4181
2022-06-23,8.22556
2022-06-24,5.02855
2022-06-25,3.24295
2022-06-26,3.07884
2022-06-27,4.49025
2022-06-28,4.93665
2022-06-29,5.4093
2022-06-30,4.79879
2022-07-01,4.52963
2022-07-02,2.40924
2022-07-03,3.24952
2022-07-04,4.00446
2022-07-05,4.05041
2022-07-06,4.7397
2022-07-07,4.18171
2022-07-08,3.62371
2022-07-09,2.57336
2022-07-10,2.25825
2022-07-11,3.12479
2022-07-12,3.18387
2022-07-13,2.84907
2022-07-14,3.61058
2022-07-15,3.04601
2022-07-16,1.87093
2022-07-17,2.1007
2022-07-18,3.01319
2022-07-19,2.61274
2022-07-20,2.98037
2022-07-21,3.00006
2022-07-22,3.18387
2022-07-23,2.1926
2022-07-24,2.19917
2022-07-25,3.4202
2022-07-26,3.11166
2022-07-27,2.96067
2022-07-28,3.29547
2022-07-29,3.18387
2022-07-30,1.9694
2022-07-31,2.29107
2022-08-01,2.5274
2022-08-02,2.96067
2022-08-03,3.55806
2022-08-04,3.87973
2022-08-05,3.66966
2022-08-06,2.42893
2022-08-07,2.14009
2022-08-08,3.25608
2022-08-09,3.59745
2022-08-10,3.98476
2022-08-11,3.91912
2022-08-12,3.69592
2022-08-13,2.36985
2022-08-14,2.38298
2022-08-15,2.56023
2022-08-16,3.89942
2022-08-17,3.72874
2022-08-18,3.25608
2022-08-19,3.32173
2022-08-20,2.51427
2022-08-21,2.56023
2022-08-22,3.25608
2022-08-23,3.76813
2022-08-24,4.02415
2022-08-25,4.00446
2022-08-26,3.36768
2022-08-27,2.14665
2022-08-28,1.91689
2022-08-29,3.29547
2022-08-30,3.66966
2022-08-31,3.197
2022-09-01,3.01975
2022-09-02,3.32173
2022-09-03,2.3239
2022-09-04,2.17291
2022-09-05,3.4202
2022-09-06,3.33486
2022-09-07,3.5318
2022-09-08,3.11823
2022-09-09,1.95627
2022-09-10,1.9694
2022-09-11,2.12696
2022-09-12,2.55366
2022-09-13,4.22109
2022-09-14,4.09636
2022-09-15,4.36552
2022-09-16,4.08324
2022-09-17,2.8819
2022-09-18,2.57336
2022-09-19,4.34582
2022-09-20,4.7397
2022-09-21,4.48368
2022-09-22,4.64123
2022-09-23,4.37865
2022-09-24,2.42893
2022-09-25,2.50771
2022-09-26,5.14015
2022-09-27,5.51434
2022-09-28,7.15551
2022-09-29,5.67189
2022-09-30,7.0833
2022-10-01,5.06794
2022-10-02,4.63467
2022-10-03,4.96947
2022-10-04,7.36558
2022-10-05,8.91485
2022-10-06,6.63034
2022-10-07,6.92575
2022-10-08,4.12919
2022-10-09,4.73314
2022-10-10,5.29114
2022-10-11,8.25838
2022-10-12,8.3109
2022-10-13,8.29777
2022-10-14,6.4334
2022-10-15,4.64123
2022-10-16,5.41587
2022-10-17,7.75946
2022-10-18,6.6369
2022-10-19,6.84697
2022-10-20,6.40714
2022-10-21,6.28241
2022-10-22,4.29331
2022-10-23,4.49681
2022-10-24,6.03951
2022-10-25,6.79445
2022-10-26,5.98043
2022-10-27,5.68502
2022-10-28,5.60624
2022-10-29,3.3086
2022-10-30,3.2167
2022-10-31,5.27145
2022-11-01,5.0942
2022-11-02,5.8754
2022-11-03,5.52747
2022-11-04,5.16641
2022-11-05,3.47272
2022-11-06,4.5362
2022-11-07,6.09203
2022-11-08,6.03951
2022-11-09,5.69815
2022-11-10,6.27584
2022-11-11,6.04608
2022-11-12,4.05041
2022-11-13,4.51651
2022-11-14,6.64347
2022-11-15,7.64786
2022-11-16,7.24742
2022-11-17,6.69598
2022-11-18,5.42243
2022-11-19,5.28457
2022-11-20,5.9673
2022-11-21,7.49031
2022-11-22,7.12269
2022-11-23,6.43996
2022-11-24,5.6522
2022-11-25,5.14672
2022-11-26,4.01102
2022-11-27,3.53837
2022-11-28,4.54276
2022-11-29,5.26488
2022-11-30,6.18394
2022-12-01,5.28457
2022-12-02,4.81848
2022-12-03,2.94098
2022-12-04,3.64997
2022-12-05,4.64123
2022-12-06,4.50994
2022-12-07,5.27145
2022-12-08,4.7397
2022-12-09,4.66749
2022-12-10,3.18387
2022-12-11,3.49898
2022-12-12,5.25175
2022-12-13,5.97387
2022-12-14,5.33709
2022-12-15,5.57999
2022-12-16,4.49025
2022-12-17,3.74187
2022-12-18,3.07227
2022-12-19,4.63467
2022-12-20,5.06137
2022-12-21,4.72001
2022-12-22,4.41803
2022-12-23,4.55589
2022-12-24,2.81625
2022-12-25,2.67839
2022-12-26,4.51651
2022-12-27,4.54933
2022-12-28,5.36992
2022-12-29,5.19923
2022-12-30,3.46615
2022-12-31,2.4158
2023-01-01,2.73091
2023-01-02,4.87756
2023-01-03,5.94761
2023-01-04,6.16424
2023-01-05,5.44869
2023-01-06,6.3021
2023-01-07,4.59528
2023-01-08,4.51651
2023-01-09,6.17737
2023-01-10,6.28241
2023-01-11,6.53843
2023-01-12,6.00013
2023-01-13,8.11396
2023-01-14,6.40057
2023-01-15,6.53843
2023-01-16,6.51217
2023-01-17,6.72881
2023-01-18,6.7485
2023-01-19,6.70911
2023-01-20,4.9629
2023-01-21,3.68279
2023-01-22,3.05914
2023-01-23,3.71561
2023-01-24,4.43116
2023-01-25,6.08547
2023-01-26,6.37431
2023-01-27,6.14455
2023-01-28,5.17297
2023-01-29,5.25175
2023-01-30,6.3021
2023-01-31,7.75946
2023-02-01,6.93231
2023-02-02,6.88636
2023-02-03,6.91918
2023-02-04,4.93665
2023-02-05,4.9629
2023-02-06,6.19707
2023-02-07,6.9717
2023-02-08,7.54939
2023-02-09,7.0833
2023-02-10,6.16424
2023-02-11,5.11389
2023-02-12,4.9826
2023-02-13,6.49248
2023-02-14,7.14895
2023-02-15,7.22116
2023-02-16,7.24085
2023-02-17,6.75507
2023-02-18,5.17954
2023-02-19,11.04838
2023-02-20,9.07897
2023-02-21,7.6413
2023-02-22,6.71568
2023-02-23,7.01109
2023-02-24,7.01109
2023-02-25,5.33053
2023-02-26,5.67189
2023-02-27,4.96947
2023-02-28,5.00886
2023-03-01,4.02415
2023-03-02,4.96947
2023-03-03,4.99573
2023-03-04,3.45959
2023-03-05,3.42677
2023-03-06,4.65436
2023-03-07,5.0745
2023-03-08,5.08763
2023-03-09,4.56246
2023-03-10,4.34582
2023-03-11,2.639
2023-03-12,3.63684
2023-03-13,4.871
2023-03-14,4.93665
2023-03-15,5.35022
2023-03-16,5.04825
2023-03-17,5.38961
2023-03-18,3.3086
2023-03-19,3.67622
2023-03-20,5.82288
2023-03-21,5.62594
2023-03-22,5.41587
2023-03-23,5.61281
2023-03-24,4.86443
2023-03-25,3.43333
2023-03-26,3.4399
2023-03-27,5.15328
2023-03-28,5.10733
2023-03-29,5.34366
2023-03-30,6.15111
2023-03-31,5.10733
2023-04-01,3.63684
2023-04-02,4.83161
2023-04-03,5.84257
2023-04-04,5.77036
2023-04-05,6.1905
2023-04-06,5.90822
2023-04-07,5.2977
2023-04-08,4.2014
2023-04-09,3.97164
2023-04-10,6.30867
2023-04-11,6.545
2023-04-12,6.7682
2023-04-13,5.99356
2023-04-14,6.37431
2023-04-15,4.24079
2023-04-16,4.45742
2023-04-17,5.9673
2023-04-18,5.73754
2023-04-19,6.24958
2023-04-20,5.86883
2023-04-21,4.69375
2023-04-22,3.89286
2023-04-23,3.85347
2023-04-24,4.98916
2023-04-25,5.82944
2023-04-26,5.82288
2023-04-27,5.95417
2023-04-28,5.67189
2023-04-29,3.72874
2023-04-30,3.14448
2023-05-01,3.63027
2023-05-02,4.93665
2023-05-03,5.39617
2023-05-04,4.78566
2023-05-05,3.4202
2023-05-06,3.09853
2023-05-07,3.29547
2023-05-08,4.93665
2023-05-09,5.15985
2023-05-10,4.98916
2023-05-11,5.11389
2023-05-12,5.04168
2023-05-13,2.78343
2023-05-14,3.26921
2023-05-15,4.58872
2023-05-16,5.02199
2023-05-17,4.79222
2023-05-18,4.9826
2023-05-19,4.77909
2023-05-20,2.77686
2023-05-21,3.2167
2023-05-22,4.27361
2023-05-23,4.91039
2023-05-24,4.66749
2023-05-25,4.21453
2023-05-26,3.99789
2023-05-27,2.49458
2023-05-28,2.50771
2023-05-29,3.07227
