date,삼성SDI주가
2023-05-29,2.65358
2023-05-30,21.51254
2023-05-31,18.85895
2023-06-01,16.35039
2023-06-02,17.50131
2023-06-03,2.53016
2023-06-04,1.71711
2023-06-05,16.09738
2023-06-06,2.5533
2023-06-07,20.40482
2023-06-08,16.32262
2023-06-09,17.72347
2023-06-10,2.28485
2023-06-11,1.83899
2023-06-12,17.06316
2023-06-13,18.1755
2023-06-14,17.94254
2023-06-15,15.28742
2023-06-16,14.92332
2023-06-17,2.08275
2023-06-18,1.47489
2023-06-19,14.52837
2023-06-20,15.48952
2023-06-21,14.54379
2023-06-22,14.33398
2023-06-23,13.69526
2023-06-24,1.95778
2023-06-25,1.52272
2023-06-26,14.74281
2023-06-27,14.13187
2023-06-28,16.78391
2023-06-29,17.02767
2023-06-30,16.4553
2023-07-01,2.34194
2023-07-02,1.95161
2023-07-03,25.85701
2023-07-04,20.0361
2023-07-05,17.09401
2023-07-06,15.63454
2023-07-07,14.94492
2023-07-08,2.12749
2023-07-09,1.59369
2023-07-10,15.46638
2023-07-11,16.79317
2023-07-12,16.50776
2023-07-13,20.04998
2023-07-14,18.05362
2023-07-15,2.71683
2023-07-16,2.59804
2023-07-17,17.50439
2023-07-18,18.57971
2023-07-19,18.60902
2023-07-20,16.60649
2023-07-21,17.09555
2023-07-22,2.80014
2023-07-23,2.50239
2023-07-24,24.10287
2023-07-25,21.36597
2023-07-26,25.7413
2023-07-27,26.8629
2023-07-28,23.04452
2023-07-29,3.28612
2023-07-30,2.40828
2023-07-31,21.69613
2023-08-01,21.53414
2023-08-02,20.47887
2023-08-03,20.02684
2023-08-04,17.2992
2023-08-05,2.48079
2023-08-06,2.16143
2023-08-07,19.30327
2023-08-08,18.28658
2023-08-09,19.14128
2023-08-10,16.2532
2023-08-11,17.62781
2023-08-12,2.308
2023-08-13,1.82356
2023-08-14,16.92276
2023-08-15,2.88654
2023-08-16,16.59878
2023-08-17,17.1511
2023-08-18,15.21182
2023-08-19,2.12749
2023-08-20,1.70631
2023-08-21,16.16217
2023-08-22,15.96161
2023-08-23,14.29541
2023-08-24,16.31336
2023-08-25,14.15347
2023-08-26,1.89762
2023-08-27,1.46255
2023-08-28,15.04828
2023-08-29,13.65052
2023-08-30,15.30439
2023-08-31,13.99765
2023-09-01,14.32009
2023-09-02,2.02412
2023-09-03,1.63689
2023-09-04,16.37816
2023-09-05,15.687
2023-09-06,13.1954
2023-09-07,13.4731
2023-09-08,12.78657
2023-09-09,1.77882
2023-09-10,1.31907
2023-09-11,13.96371
2023-09-12,16.10972
2023-09-13,14.69344
2023-09-14,15.94773
2023-09-15,15.76722
2023-09-16,1.9547
2023-09-17,1.61992
2023-09-18,13.51784
2023-09-19,13.22934
2023-09-20,13.32963
2023-09-21,14.7459
2023-09-22,13.41911
2023-09-23,1.80505
2023-09-24,1.40084
2023-09-25,14.75361
2023-09-26,13.45613
2023-09-27,13.14758
2023-09-28,1.76957
2023-09-29,1.47644
2023-09-30,1.50884
2023-10-01,1.20799
2023-10-02,1.677
2023-10-03,1.4533
2023-10-04,17.61547
2023-10-05,15.93075
2023-10-06,15.26582
2023-10-07,2.2864
2023-10-08,1.64614
2023-10-09,2.15526
2023-10-10,16.69289
2023-10-11,16.8086
2023-10-12,18.58588
2023-10-13,14.3386
2023-10-14,1.71711
2023-10-15,1.43632
2023-10-16,12.82514
2023-10-17,14.96806
2023-10-18,13.29106
2023-10-19,14.31238
2023-10-20,14.85698
2023-10-21,2.32188
2023-10-22,1.67237
2023-10-23,16.44142
2023-10-24,17.12795
2023-10-25,25.10413
2023-10-26,21.96457
2023-10-27,23.84368
2023-10-28,3.29846
2023-10-29,2.38359
2023-10-30,16.86877
2023-10-31,18.56891
2023-11-01,17.95951
2023-11-02,18.34829
2023-11-03,17.18349
2023-11-04,2.48233
2023-11-05,2.20309
2023-11-06,30.90962
2023-11-07,23.96556
2023-11-08,18.79107
2023-11-09,16.85025
2023-11-10,16.59107
2023-11-11,2.41908
2023-11-12,1.731
2023-11-13,16.65123
2023-11-14,18.4748
2023-11-15,19.51001
2023-11-16,17.82375
2023-11-17,14.59471
2023-11-18,2.03955
2023-11-19,1.78808
2023-11-20,18.45012
2023-11-21,18.33749
2023-11-22,16.87648
2023-11-23,16.22851
2023-11-24,14.31238
2023-11-25,2.03338
2023-11-26,1.80813
2023-11-27,14.69962
2023-11-28,15.12542
2023-11-29,16.84871
2023-11-30,15.9647
2023-12-01,16.70215
2023-12-02,3.40337
2023-12-03,2.40056
2023-12-04,19.24002
2023-12-05,16.81631
2023-12-06,16.89654
2023-12-07,17.07396
2023-12-08,17.23286
2023-12-09,2.38668
2023-12-10,1.88373
2023-12-11,16.20537
2023-12-12,15.13622
2023-12-13,15.43552
2023-12-14,18.82038
2023-12-15,18.91295
2023-12-16,2.52399
2023-12-17,1.88065
2023-12-18,16.56792
2023-12-19,14.49905
2023-12-20,18.2295
2023-12-21,15.77493
2023-12-22,15.25347
2023-12-23,2.27868
2023-12-24,1.72328
2023-12-25,1.74025
2023-12-26,14.6919
2023-12-27,15.82122
2023-12-28,18.65685
2023-12-29,7.36678
2023-12-30,2.41445
2023-12-31,1.99173
2024-01-01,2.22469
2024-01-02,17.09555
2024-01-03,16.88265
2024-01-04,15.69625
2024-01-05,14.97269
2024-01-06,2.10589
2024-01-07,1.80042
2024-01-08,14.17661
2024-01-09,15.12697
2024-01-10,20.34465
2024-01-11,18.30664
2024-01-12,18.73707
2024-01-13,3.02385
2024-01-14,2.53633
2024-01-15,21.61899
2024-01-16,19.40818
2024-01-17,22.55392
2024-01-18,22.99824
2024-01-19,20.88154
2024-01-20,3.67027
2024-01-21,2.70912
2024-01-22,24.22475
2024-01-23,21.53414
2024-01-24,21.76247
2024-01-25,22.55083
2024-01-26,24.29417
2024-01-27,4.04208
2024-01-28,3.1843
2024-01-29,28.0601
2024-01-30,26.9817
2024-01-31,23.87454
2024-02-01,22.39964
2024-02-02,26.31522
2024-02-03,4.14082
2024-02-04,3.21978
2024-02-05,21.91212
2024-02-06,20.53133
2024-02-07,22.81773
2024-02-08,21.93989
2024-02-09,3.02385
2024-02-10,2.07195
2024-02-11,2.18766
2024-02-12,2.99299
2024-02-13,22.11885
2024-02-14,17.9518
2024-02-15,18.63834
2024-02-16,25.61017
2024-02-17,3.83843
2024-02-18,3.29538
2024-02-19,21.81338
2024-02-20,19.13974
2024-02-21,18.39458
2024-02-22,18.55657
2024-02-23,17.76821
2024-02-24,2.96522
2024-02-25,2.48387
2024-02-26,17.34549
2024-02-27,16.86105
2024-02-28,16.81323
2024-02-29,15.83819
2024-03-01,3.10561
2024-03-02,2.28177
2024-03-03,2.08121
2024-03-04,18.7093
2024-03-05,19.06877
2024-03-06,18.98083
2024-03-07,68.11533
2024-03-08,57.48248
2024-03-09,6.34237
2024-03-10,4.98935
2024-03-11,28.24369
2024-03-12,66.80705
2024-03-13,45.21583
2024-03-14,34.56601
2024-03-15,31.60696
2024-03-16,4.30127
2024-03-17,3.48822
2024-03-18,31.86769
2024-03-19,30.32953
2024-03-20,36.01931
