date,KB라이프
2024-01-19,26.79245
2024-01-20,8.67924
2024-01-21,7.42138
2024-01-22,34.4654
2024-01-23,41.38364
2024-01-24,35.72327
2024-01-25,43.14465
2024-01-26,34.4654
2024-01-27,8.1761
2024-01-28,9.68553
2024-01-29,39.62264
2024-01-30,37.98742
2024-01-31,44.65408
2024-02-01,32.95597
2024-02-02,31.82389
2024-02-03,6.79245
2024-02-04,11.69811
2024-02-05,28.1761
2024-02-06,30.31446
2024-02-07,32.95597
2024-02-08,24.40251
2024-02-09,6.66666
2024-02-10,5.53459
2024-02-11,4.27672
2024-02-12,9.81132
2024-02-13,31.57232
2024-02-14,31.57232
2024-02-15,36.98113
2024-02-16,32.95597
2024-02-17,11.19496
2024-02-18,8.30188
2024-02-19,38.23899
2024-02-20,31.57232
2024-02-21,38.99371
2024-02-22,32.32704
2024-02-23,32.57861
2024-02-24,7.67295
2024-02-25,8.93081
2024-02-26,35.84905
2024-02-27,37.10691
2024-02-28,35.59748
2024-02-29,51.32075
2024-03-01,25.03144
2024-03-02,18.23899
2024-03-03,14.4654
2024-03-04,81.761
2024-03-05,58.99371
2024-03-06,55.22012
2024-03-07,52.83018
2024-03-08,40.12578
2024-03-09,12.32704
2024-03-10,9.9371
2024-03-11,49.9371
2024-03-12,46.16352
2024-03-13,43.64779
2024-03-14,41.13207
2024-03-15,42.6415
2024-03-16,7.54716
2024-03-17,8.67924
2024-03-18,49.68553
2024-03-19,37.2327
2024-03-20,45.91194
