date,AI관련주
2020-09-07,7.7112
2020-09-08,7.12614
2020-09-09,7.2724
2020-09-10,7.51228
2020-09-11,7.91013
2020-09-12,4.97893
2020-09-13,6.69318
2020-09-14,8.51275
2020-09-15,7.95108
2020-09-16,6.71074
2020-09-17,6.57617
2020-09-18,4.78586
2020-09-19,3.0482
2020-09-20,3.24713
2020-09-21,3.62742
2020-09-22,3.54551
2020-09-23,5.63421
2020-09-24,4.11888
2020-09-25,3.21787
2020-09-26,3.59232
2020-09-27,3.13597
2020-09-28,3.10671
2020-09-29,3.8556
2020-09-30,2.194
2020-10-01,2.5977
2020-10-02,1.96583
2020-10-03,2.18815
2020-10-04,3.4285
2020-10-05,4.59864
2020-10-06,5.03744
2020-10-07,4.10133
2020-10-08,4.99063
2020-10-09,3.53966
2020-10-10,2.98385
2020-10-11,3.14182
2020-10-12,10.84717
2020-10-13,17.21858
2020-10-14,6.29534
2020-10-15,3.69178
2020-10-16,3.18862
2020-10-17,2.5743
2020-10-18,6.26608
2020-10-19,5.5172
2020-10-20,3.4285
2020-10-21,4.62789
2020-10-22,3.49286
2020-10-23,3.87315
2020-10-24,3.4168
2020-10-25,13.97144
2020-10-26,10.92323
2020-10-27,5.10765
2020-10-28,6.88626
2020-10-29,5.16615
2020-10-30,3.28223
2020-10-31,2.34027
2020-11-01,2.69131
2020-11-02,6.24268
2020-11-03,5.87409
2020-11-04,4.33536
2020-11-05,4.66885
2020-11-06,5.04329
2020-11-07,3.91996
2020-11-08,6.0028
2020-11-09,6.69904
2020-11-10,8.60636
2020-11-11,11.39714
2020-11-12,9.51907
2020-11-13,4.97308
2020-11-14,7.83407
2020-11-15,8.14416
2020-11-16,6.66393
2020-11-17,5.5523
2020-11-18,8.43084
2020-11-19,10.41422
2020-11-20,7.03838
2020-11-21,4.56353
2020-11-22,9.64778
2020-11-23,9.8233
2020-11-24,7.30751
2020-11-25,31.79265
2020-11-26,23.33255
2020-11-27,8.64732
2020-11-28,100.0
2020-11-29,65.79686
2020-11-30,46.91083
2020-12-01,14.69693
2020-12-02,32.64685
2020-12-03,15.59794
2020-12-04,8.32553
2020-12-05,24.04633
2020-12-06,23.21553
2020-12-07,29.34706
2020-12-08,32.51228
2020-12-09,35.43178
2020-12-10,21.28481
2020-12-11,19.79873
2020-12-12,17.67493
2020-12-13,20.8109
2020-12-14,22.85864
2020-12-15,13.72571
2020-12-16,19.05569
2020-12-17,13.2167
2020-12-18,8.24362
2020-12-19,11.42054
2020-12-20,12.79545
2020-12-21,13.45658
2020-12-22,14.65597
2020-12-23,15.2703
2020-12-24,11.07535
2020-12-25,10.39667
2020-12-26,11.54926
2020-12-27,16.50479
2020-12-28,14.55066
2020-12-29,10.75356
2020-12-30,11.97051
2020-12-31,7.60589
2021-01-01,8.20851
2021-01-02,9.94032
2021-01-03,12.90662
2021-01-04,17.78609
2021-01-05,15.53358
2021-01-06,21.03908
2021-01-07,17.58132
2021-01-08,17.05476
2021-01-09,17.26538
2021-01-10,21.32576
2021-01-11,22.41984
2021-01-12,21.64755
2021-01-13,16.99625
2021-01-14,22.54271
2021-01-15,16.07184
2021-01-16,11.36204
2021-01-17,10.60145
2021-01-18,10.15094
2021-01-19,10.41422
2021-01-20,15.97823
2021-01-21,17.83875
2021-01-22,14.95436
2021-01-23,16.07769
2021-01-24,14.18207
2021-01-25,18.21319
2021-01-26,14.65597
2021-01-27,13.67891
2021-01-28,9.96372
2021-01-29,15.19424
2021-01-30,16.77978
2021-01-31,13.56775
2021-02-01,12.3391
2021-02-02,10.89398
2021-02-03,10.28551
2021-02-04,14.60332
2021-02-05,16.13035
2021-02-06,35.81207
2021-02-07,23.82401
2021-02-08,12.70769
2021-02-09,11.95881
2021-02-10,9.84086
2021-02-11,8.61221
2021-02-12,8.00959
2021-02-13,8.88134
2021-02-14,21.43692
2021-02-15,32.40697
2021-02-16,16.37023
2021-02-17,16.90849
2021-02-18,14.50971
2021-02-19,8.71752
2021-02-20,6.62883
2021-02-21,7.6644
2021-02-22,8.55956
2021-02-23,9.44886
2021-02-24,8.33138
2021-02-25,8.27872
2021-02-26,5.61666
2021-02-27,4.90287
2021-02-28,41.84413
2021-03-01,14.8315
2021-03-02,10.28551
2021-03-03,9.17973
2021-03-04,7.94523
2021-03-05,6.47086
2021-03-06,5.71612
2021-03-07,22.41984
2021-03-08,9.51907
2021-03-09,7.96864
2021-03-10,9.20313
2021-03-11,13.74327
2021-03-12,9.98127
2021-03-13,5.69857
2021-03-14,6.93306
2021-03-15,9.71214
2021-03-16,8.36648
2021-03-17,7.17294
2021-03-18,7.98034
2021-03-19,5.97355
2021-03-20,5.0901
2021-03-21,9.06271
2021-03-22,6.66393
2021-03-23,5.31242
2021-03-24,4.82681
2021-03-25,4.65714
2021-03-26,4.68055
2021-03-27,3.47531
2021-03-28,3.28808
2021-03-29,4.02527
2021-03-30,4.16569
2021-03-31,3.66253
2021-04-01,4.14228
2021-04-02,4.15984
2021-04-03,3.65668
2021-04-04,3.32319
2021-04-05,4.6981
2021-04-06,4.49333
2021-04-07,4.2827
2021-04-08,4.06037
2021-04-09,3.879
2021-04-10,3.48701
2021-04-11,3.04235
2021-04-12,5.50549
2021-04-13,6.40065
2021-04-14,5.49964
2021-04-15,4.51088
2021-04-16,4.23589
2021-04-17,2.978
2021-04-18,3.10671
2021-04-19,3.97846
2021-04-20,4.22419
2021-04-21,3.66253
2021-04-22,4.23589
2021-04-23,4.83267
2021-04-24,2.54505
2021-04-25,3.0365
2021-04-26,3.65083
2021-04-27,4.271
2021-04-28,3.11256
2021-04-29,2.70886
2021-04-30,5.50549
2021-05-01,2.07114
2021-05-02,2.48654
2021-05-03,2.03018
2021-05-04,2.07114
2021-05-05,2.41048
2021-05-06,2.30517
2021-05-07,2.39293
2021-05-08,1.44512
2021-05-09,1.66744
2021-05-10,2.1355
2021-05-11,1.99508
2021-05-12,2.194
2021-05-13,1.81956
2021-05-14,1.79031
2021-05-15,2.34612
2021-05-16,2.1472
2021-05-17,7.82822
2021-05-18,5.53475
2021-05-19,2.68546
2021-05-20,4.17739
2021-05-21,2.96044
2021-05-22,6.13737
2021-05-23,2.70301
2021-05-24,5.14275
2021-05-25,9.09197
2021-05-26,5.46454
2021-05-27,4.15984
2021-05-28,3.70348
2021-05-29,2.5626
2021-05-30,3.05991
2021-05-31,3.81465
2021-06-01,3.49286
2021-06-02,3.81465
2021-06-03,6.55277
2021-06-04,3.4168
2021-06-05,3.34659
2021-06-06,3.80294
2021-06-07,4.04867
2021-06-08,4.56353
2021-06-09,3.80294
2021-06-10,3.57477
2021-06-11,3.79709
2021-06-12,2.1823
2021-06-13,3.06576
2021-06-14,3.32904
2021-06-15,3.39925
2021-06-16,5.37093
2021-06-17,4.80341
2021-06-18,4.41727
2021-06-19,3.38754
2021-06-20,3.64498
2021-06-21,3.31149
2021-06-22,3.55721
2021-06-23,5.36508
2021-06-24,3.92581
2021-06-25,3.36999
2021-06-26,2.1472
2021-06-27,3.23543
2021-06-28,3.14182
2021-06-29,3.23543
2021-06-30,3.20617
2021-07-01,3.16522
2021-07-02,3.38169
2021-07-03,2.43388
2021-07-04,3.22373
2021-07-05,2.93704
2021-07-06,9.01006
2021-07-07,6.58202
2021-07-08,4.2944
2021-07-09,2.71472
2021-07-10,2.41048
2021-07-11,3.58647
2021-07-12,2.86683
2021-07-13,3.57477
2021-07-14,4.10133
2021-07-15,8.73508
2021-07-16,3.41095
2021-07-17,2.76737
2021-07-18,4.21249
2021-07-19,3.32319
2021-07-20,3.68008
2021-07-21,9.73554
2021-07-22,6.04961
2021-07-23,4.6747
2021-07-24,3.45775
2021-07-25,3.0365
2021-07-26,3.23543
2021-07-27,3.4519
2021-07-28,2.70301
2021-07-29,4.2827
2021-07-30,3.28223
2021-07-31,2.63281
2021-08-01,2.14135
2021-08-02,2.97215
2021-08-03,3.98432
2021-08-04,4.00772
2021-08-05,3.98432
2021-08-06,3.69178
2021-08-07,3.56307
2021-08-08,3.53381
2021-08-09,4.79171
2021-08-10,4.28855
2021-08-11,3.35829
2021-08-12,5.1486
2021-08-13,3.15937
2021-08-14,1.91902
2021-08-15,2.6211
2021-08-16,2.79077
2021-08-17,2.51579
2021-08-18,2.86098
2021-08-19,2.87268
2021-08-20,3.12426
2021-08-21,1.89562
2021-08-22,1.99508
2021-08-23,3.52211
2021-08-24,5.90919
2021-08-25,6.03791
2021-08-26,3.54551
2021-08-27,3.44605
2021-08-28,2.79663
2021-08-29,3.21787
2021-08-30,3.0482
2021-08-31,3.0248
2021-09-01,3.879
2021-09-02,3.31734
2021-09-03,3.58062
2021-09-04,2.62695
2021-09-05,2.67376
2021-09-06,3.13597
2021-09-07,4.35291
2021-09-08,4.03697
2021-09-09,2.73812
2021-09-10,1.86051
2021-09-11,2.64451
2021-09-12,2.32857
2021-09-13,2.586
2021-09-14,2.6211
2021-09-15,2.51579
2021-09-16,5.32412
2021-09-17,3.45775
2021-09-18,2.25836
2021-09-19,1.98923
2021-09-20,1.94827
2021-09-21,2.17645
2021-09-22,2.21156
2021-09-23,2.68546
2021-09-24,3.8907
2021-09-25,2.91364
2021-09-26,2.23496
2021-09-27,2.5977
2021-09-28,2.69716
2021-09-29,2.56845
2021-09-30,2.52164
2021-10-01,2.16475
2021-10-02,1.46267
2021-10-03,1.46852
2021-10-04,1.7669
2021-10-05,1.60893
2021-10-06,1.79031
2021-10-07,1.88977
2021-10-08,1.66744
2021-10-09,1.39246
2021-10-10,1.36321
2021-10-11,1.7786
2021-10-12,2.08284
2021-10-13,1.91902
2021-10-14,2.01263
2021-10-15,1.99508
2021-10-16,1.88977
2021-10-17,1.85466
2021-10-18,1.7786
2021-10-19,1.91902
2021-10-20,1.92487
2021-10-21,2.43973
2021-10-22,1.88977
2021-10-23,1.53873
2021-10-24,1.43926
2021-10-25,2.23496
2021-10-26,3.32904
2021-10-27,3.24713
2021-10-28,2.25251
2021-10-29,1.7669
2021-10-30,1.71425
2021-10-31,2.36367
2021-11-01,2.05359
2021-11-02,3.93751
2021-11-03,3.17692
2021-11-04,2.69131
2021-11-05,3.76784
2021-11-06,1.57383
2021-11-07,2.1589
2021-11-08,2.82003
2021-11-09,6.14907
2021-11-10,6.95647
2021-11-11,4.70395
2021-11-12,3.26468
2021-11-13,2.93704
2021-11-14,5.27147
2021-11-15,6.8336
2021-11-16,6.20758
2021-11-17,7.24315
2021-11-18,10.13924
2021-11-19,5.95015
2021-11-20,6.13152
2021-11-21,6.55862
2021-11-22,5.49379
2021-11-23,4.52258
2021-11-24,4.52843
2021-11-25,3.8205
2021-11-26,2.73812
2021-11-27,2.04774
2021-11-28,1.7552
2021-11-29,2.31687
2021-11-30,2.62695
2021-12-01,3.28223
2021-12-02,2.49824
2021-12-03,2.11209
2021-12-04,2.07114
2021-12-05,4.93798
2021-12-06,5.47039
2021-12-07,6.15492
2021-12-08,3.92581
2021-12-09,3.60402
2021-12-10,2.73227
2021-12-11,5.15445
2021-12-12,6.54692
2021-12-13,9.13877
2021-12-14,6.05546
2021-12-15,4.84437
2021-12-16,5.71612
2021-12-17,3.8322
2021-12-18,10.87058
2021-12-19,11.84764
2021-12-20,6.7868
2021-12-21,6.44746
2021-12-22,6.93306
2021-12-23,5.75122
2021-12-24,4.46407
2021-12-25,3.39925
2021-12-26,7.97449
2021-12-27,7.36601
2021-12-28,6.31289
2021-12-29,8.46594
2021-12-30,7.32506
2021-12-31,4.99648
2022-01-01,5.35338
2022-01-02,6.20758
2022-01-03,7.71706
2022-01-04,8.17926
2022-01-05,5.9911
2022-01-06,4.84437
2022-01-07,5.85069
2022-01-08,4.86777
2022-01-09,4.87362
2022-01-10,4.37046
2022-01-11,4.271
2022-01-12,4.32951
2022-01-13,4.49918
2022-01-14,2.72642
2022-01-15,3.12426
2022-01-16,2.60355
2022-01-17,2.24666
2022-01-18,2.74397
2022-01-19,3.28808
2022-01-20,2.91949
2022-01-21,2.22326
2022-01-22,1.94242
2022-01-23,2.09454
2022-01-24,1.88392
2022-01-25,1.91317
2022-01-26,1.86637
2022-01-27,1.67914
2022-01-28,2.39293
2022-01-29,1.52117
2022-01-30,1.83126
2022-01-31,1.38661
2022-02-01,1.63234
2022-02-02,2.30517
2022-02-03,2.60355
2022-02-04,3.59232
2022-02-05,2.11209
2022-02-06,2.52164
2022-02-07,2.70886
2022-02-08,2.65036
2022-02-09,1.87222
2022-02-10,2.08284
2022-02-11,1.49192
2022-02-12,0.97706
2022-02-13,0.96536
2022-02-14,1.45097
2022-02-15,1.53873
2022-02-16,1.76105
2022-02-17,1.39831
2022-02-18,1.35736
2022-02-19,1.43926
2022-02-20,1.21109
2022-02-21,2.93704
2022-02-22,3.14182
2022-02-23,2.16475
2022-02-24,1.69084
2022-02-25,1.46267
2022-02-26,1.74935
2022-02-27,3.12426
2022-02-28,2.1823
2022-03-01,1.52117
2022-03-02,1.38076
2022-03-03,1.60893
2022-03-04,1.38076
2022-03-05,0.83664
2022-03-06,1.04727
2022-03-07,1.11748
2022-03-08,0.88345
2022-03-09,1.01216
2022-03-10,6.29534
2022-03-11,3.18862
2022-03-12,2.38708
2022-03-13,2.98385
2022-03-14,3.67423
2022-03-15,6.41235
2022-03-16,4.91457
2022-03-17,7.60004
2022-03-18,6.37725
2022-03-19,4.6864
2022-03-20,4.69225
2022-03-21,3.52211
2022-03-22,3.04235
2022-03-23,4.12473
2022-03-24,3.33489
2022-03-25,3.52211
2022-03-26,2.81418
2022-03-27,4.38801
2022-03-28,3.0131
2022-03-29,2.52164
2022-03-30,3.0482
2022-03-31,2.72642
2022-04-01,1.71425
2022-04-02,1.64989
2022-04-03,1.63234
2022-04-04,2.68546
2022-04-05,2.42218
2022-04-06,1.90732
2022-04-07,1.7435
2022-04-08,1.65574
2022-04-09,1.81371
2022-04-10,2.46314
2022-04-11,2.05359
2022-04-12,1.46267
2022-04-13,1.62649
2022-04-14,2.09454
2022-04-15,2.76152
2022-04-16,1.33395
2022-04-17,1.26374
2022-04-18,1.23449
2022-04-19,1.33395
2022-04-20,1.6967
2022-04-21,2.17645
2022-04-22,1.80786
2022-04-23,0.94196
2022-04-24,1.07652
2022-04-25,1.55628
2022-04-26,2.36367
2022-04-27,1.293
2022-04-28,1.59723
2022-04-29,1.23449
2022-04-30,0.80154
2022-05-01,1.05897
2022-05-02,1.16428
2022-05-03,2.5626
2022-05-04,2.39293
2022-05-05,1.7786
2022-05-06,1.09407
2022-05-07,0.96536
2022-05-08,0.89515
2022-05-09,1.00046
2022-05-10,0.8542
2022-05-11,1.04142
2022-05-12,1.14673
2022-05-13,0.81909
2022-05-14,0.56166
2022-05-15,1.48022
2022-05-16,1.3398
2022-05-17,1.28715
2022-05-18,2.77322
2022-05-19,2.25836
2022-05-20,1.7435
2022-05-21,1.79616
2022-05-22,2.17645
2022-05-23,2.15305
2022-05-24,2.34027
2022-05-25,1.96583
2022-05-26,1.70255
2022-05-27,1.3281
2022-05-28,1.05312
2022-05-29,0.71963
2022-05-30,0.901
2022-05-31,1.05897
2022-06-01,0.75473
2022-06-02,1.19939
2022-06-03,1.04142
2022-06-04,0.59091
2022-06-05,1.08237
2022-06-06,1.04142
2022-06-07,0.70208
2022-06-08,0.81324
2022-06-09,0.89515
2022-06-10,0.80739
2022-06-11,0.62602
2022-06-12,0.94781
2022-06-13,0.99461
2022-06-14,0.80739
2022-06-15,0.95951
2022-06-16,0.73718
2022-06-17,0.70208
2022-06-18,0.4856
2022-06-19,0.78399
2022-06-20,0.80739
2022-06-21,0.71378
2022-06-22,0.53826
2022-06-23,0.84835
2022-06-24,0.71378
2022-06-25,0.4973
2022-06-26,0.55581
2022-06-27,1.45682
2022-06-28,1.86637
2022-06-29,0.94196
2022-06-30,0.97706
2022-07-01,0.73718
2022-07-02,0.40369
2022-07-03,0.62602
2022-07-04,0.50315
2022-07-05,0.71378
2022-07-06,0.76644
2022-07-07,1.00631
2022-07-08,0.66112
2022-07-09,0.55581
2022-07-10,0.64942
2022-07-11,0.62017
2022-07-12,0.67282
2022-07-13,0.60262
2022-07-14,0.50315
2022-07-15,0.53826
2022-07-16,0.57921
2022-07-17,0.62017
2022-07-18,0.57336
2022-07-19,0.61432
2022-07-20,0.88345
2022-07-21,0.76058
2022-07-22,0.83079
2022-07-23,0.40369
2022-07-24,0.50315
2022-07-25,0.54996
2022-07-26,0.67868
2022-07-27,0.51486
2022-07-28,0.57336
2022-07-29,0.49145
2022-07-30,0.4505
2022-07-31,0.44465
2022-08-01,0.77229
2022-08-02,1.05897
2022-08-03,0.8893
2022-08-04,0.91855
2022-08-05,0.73133
2022-08-06,0.62602
2022-08-07,0.57921
2022-08-08,1.11163
2022-08-09,0.65527
2022-08-10,0.56166
2022-08-11,0.67282
2022-08-12,0.73133
2022-08-13,0.8893
2022-08-14,1.01216
2022-08-15,0.98876
2022-08-16,1.19939
2022-08-17,0.8659
2022-08-18,1.13503
2022-08-19,1.15258
2022-08-20,0.62017
2022-08-21,0.56166
2022-08-22,0.69623
2022-08-23,0.72548
2022-08-24,0.98291
2022-08-25,1.01802
2022-08-26,0.73718
2022-08-27,0.4856
2022-08-28,0.40954
2022-08-29,0.55581
2022-08-30,0.64357
2022-08-31,0.71963
2022-09-01,0.50901
2022-09-02,0.58506
2022-09-03,0.4973
2022-09-04,0.72548
2022-09-05,0.57921
2022-09-06,0.4739
2022-09-07,0.56166
2022-09-08,0.4856
2022-09-09,0.4271
2022-09-10,0.4739
2022-09-11,1.21694
2022-09-12,0.90685
2022-09-13,1.3398
2022-09-14,0.72548
2022-09-15,1.03557
2022-09-16,1.07652
2022-09-17,0.60262
2022-09-18,1.34565
2022-09-19,0.8659
2022-09-20,0.84249
2022-09-21,1.05312
2022-09-22,0.76644
2022-09-23,1.26374
2022-09-24,1.26959
2022-09-25,1.55628
2022-09-26,1.55628
2022-09-27,1.20524
2022-09-28,2.76152
2022-09-29,3.23543
2022-09-30,1.36321
2022-10-01,0.94196
2022-10-02,0.81324
2022-10-03,1.15258
2022-10-04,2.01848
2022-10-05,1.63234
2022-10-06,1.22279
2022-10-07,1.00046
2022-10-08,0.57336
2022-10-09,1.24619
2022-10-10,0.93025
2022-10-11,0.9244
2022-10-12,1.09992
2022-10-13,0.90685
2022-10-14,0.81909
2022-10-15,0.60262
2022-10-16,0.71378
2022-10-17,0.9244
2022-10-18,1.53873
2022-10-19,1.65574
2022-10-20,1.24034
2022-10-21,0.9127
2022-10-22,0.64357
2022-10-23,1.07067
2022-10-24,0.9127
2022-10-25,0.8542
2022-10-26,0.77814
2022-10-27,1.97753
2022-10-28,2.194
2022-10-29,0.8542
2022-10-30,0.82494
2022-10-31,1.7201
2022-11-01,1.19939
2022-11-02,0.90685
2022-11-03,1.29885
2022-11-04,0.95366
2022-11-05,1.69084
2022-11-06,1.293
2022-11-07,1.55628
2022-11-08,1.37491
2022-11-09,1.12333
2022-11-10,1.50947
2022-11-11,1.72595
2022-11-12,0.88345
2022-11-13,1.2813
2022-11-14,1.33395
2022-11-15,1.80786
2022-11-16,2.14135
2022-11-17,1.81956
2022-11-18,1.45097
2022-11-19,1.02972
2022-11-20,1.19939
2022-11-21,1.22279
2022-11-22,1.05897
2022-11-23,1.32225
2022-11-24,1.07067
2022-11-25,0.70208
2022-11-26,1.05897
2022-11-27,1.95413
2022-11-28,1.36321
2022-11-29,0.98291
2022-11-30,1.26374
2022-12-01,1.08237
2022-12-02,0.94781
2022-12-03,0.66697
2022-12-04,1.48022
2022-12-05,2.80248
2022-12-06,1.47437
2022-12-07,1.09407
2022-12-08,1.39246
2022-12-09,1.06482
2022-12-10,0.70793
2022-12-11,1.78446
2022-12-12,2.03018
2022-12-13,2.12965
2022-12-14,1.92487
2022-12-15,1.20524
2022-12-16,0.98291
2022-12-17,1.17013
2022-12-18,1.01216
2022-12-19,3.56892
2022-12-20,2.53919
2022-12-21,1.54458
2022-12-22,1.62649
2022-12-23,1.17013
2022-12-24,1.12918
2022-12-25,1.93072
2022-12-26,1.44512
2022-12-27,1.23449
2022-12-28,1.41001
2022-12-29,1.25789
2022-12-30,1.17013
2022-12-31,0.70793
2023-01-01,1.59723
2023-01-02,1.79616
2023-01-03,1.80201
2023-01-04,2.25836
2023-01-05,2.07699
2023-01-06,2.21156
2023-01-07,2.43388
2023-01-08,1.98923
2023-01-09,4.96723
2023-01-10,6.26608
2023-01-11,4.58109
2023-01-12,2.82003
2023-01-13,8.0564
2023-01-14,6.47671
2023-01-15,6.17247
2023-01-16,8.38403
2023-01-17,9.09197
2023-01-18,13.33957
2023-01-19,9.26164
2023-01-20,8.27872
2023-01-21,6.07886
2023-01-22,6.16662
2023-01-23,5.62836
2023-01-24,9.19728
2023-01-25,22.31453
2023-01-26,18.31851
2023-01-27,22.23262
2023-01-28,17.4058
2023-01-29,16.5984
2023-01-30,25.74888
2023-01-31,25.40954
2023-02-01,17.74514
2023-02-02,15.02457
2023-02-03,17.75099
2023-02-04,15.73835
2023-02-05,16.20641
2023-02-06,23.58413
2023-02-07,34.86426
2023-02-08,47.78258
2023-02-09,32.79311
2023-02-10,18.96793
2023-02-11,12.80131
2023-02-12,16.22396
2023-02-13,31.91551
2023-02-14,28.08916
2023-02-15,20.95717
2023-02-16,15.62719
2023-02-17,16.05429
2023-02-18,11.0578
2023-02-19,10.24455
2023-02-20,20.38965
2023-02-21,18.57009
2023-02-22,15.41656
2023-02-23,30.55815
2023-02-24,36.82424
2023-02-25,15.20009
2023-02-26,17.16592
2023-02-27,25.0
2023-02-28,18.42382
2023-03-01,12.66674
2023-03-02,15.99578
2023-03-03,12.13433
2023-03-04,13.79007
2023-03-05,12.21039
2023-03-06,16.89679
2023-03-07,15.85537
2023-03-08,13.5736
2023-03-09,12.23379
2023-03-10,9.62438
2023-03-11,6.71659
2023-03-12,6.27779
2023-03-13,8.9808
2023-03-14,8.18511
2023-03-15,10.13339
2023-03-16,12.7428
2023-03-17,17.25368
2023-03-18,9.97542
2023-03-19,9.50737
2023-03-20,13.59115
2023-03-21,12.36835
2023-03-22,14.65597
2023-03-23,17.53451
2023-03-24,13.49169
2023-03-25,9.09197
2023-03-26,10.50198
2023-03-27,13.45658
2023-03-28,11.83594
2023-03-29,12.85981
2023-03-30,12.71355
2023-03-31,11.61362
2023-04-01,9.02761
2023-04-02,8.0681
2023-04-03,10.2387
2023-04-04,11.72478
2023-04-05,10.39667
2023-04-06,9.05686
2023-04-07,10.1919
2023-04-08,5.9326
2023-04-09,6.16077
2023-04-10,11.73063
2023-04-11,10.95249
2023-04-12,10.32061
2023-04-13,8.93985
2023-04-14,14.53896
2023-04-15,15.65059
2023-04-16,8.88719
2023-04-17,13.07629
2023-04-18,12.43271
2023-04-19,11.65457
2023-04-20,10.16849
2023-04-21,9.98127
2023-04-22,4.80341
2023-04-23,7.61174
2023-04-24,7.62344
2023-04-25,8.0798
2023-04-26,8.84039
2023-04-27,9.08612
2023-04-28,7.15539
2023-04-29,4.23589
2023-04-30,3.90826
2023-05-01,3.99017
2023-05-02,7.51813
2023-05-03,7.02082
2023-05-04,5.83313
2023-05-05,4.21249
2023-05-06,5.99695
2023-05-07,4.61619
2023-05-08,6.68733
2023-05-09,7.67025
2023-05-10,7.50643
2023-05-11,10.48443
2023-05-12,6.42405
2023-05-13,4.18909
2023-05-14,7.19049
2023-05-15,6.06716
2023-05-16,7.56494
2023-05-17,7.69365
2023-05-18,11.95296
2023-05-19,18.96208
2023-05-20,9.81745
2023-05-21,7.72876
2023-05-22,10.82962
2023-05-23,15.58038
2023-05-24,12.43856
2023-05-25,31.31874
2023-05-26,39.0475
2023-05-27,15.91387
2023-05-28,11.13971
2023-05-29,12.7896
