date,코인사이트
2020-12-18,4.54545
2020-12-19,4.92424
2020-12-20,3.78787
2020-12-21,5.30303
2020-12-22,1.89393
2020-12-23,1.89393
2020-12-24,6.81818
2020-12-25,2.65151
2020-12-26,5.30303
2020-12-27,10.98484
2020-12-28,6.43939
2020-12-29,2.27272
2020-12-30,13.63636
2020-12-31,10.22727
2021-01-01,9.0909
2021-01-02,6.43939
2021-01-03,20.45454
2021-01-04,20.45454
2021-01-05,7.19696
2021-01-06,15.5303
2021-01-07,23.10606
2021-01-08,22.34848
2021-01-09,15.5303
2021-01-10,13.25757
2021-01-11,18.18181
2021-01-12,12.5
2021-01-13,9.0909
2021-01-14,14.39393
2021-01-15,13.63636
2021-01-16,11.74242
2021-01-17,10.98484
2021-01-18,3.40909
2021-01-19,7.95454
2021-01-20,7.19696
2021-01-21,9.84848
2021-01-22,8.71212
2021-01-23,4.54545
2021-01-24,6.0606
2021-01-25,7.19696
2021-01-26,7.57575
2021-01-27,6.0606
2021-01-28,4.16666
2021-01-29,7.95454
2021-01-30,8.71212
2021-01-31,15.15151
2021-02-01,17.04545
2021-02-02,12.5
2021-02-03,10.60606
2021-02-04,12.12121
2021-02-05,10.22727
2021-02-06,9.46969
2021-02-07,6.0606
2021-02-08,7.57575
2021-02-09,25.75757
2021-02-10,15.15151
2021-02-11,17.04545
2021-02-12,18.18181
2021-02-13,22.72727
2021-02-14,14.77272
2021-02-15,22.34848
2021-02-16,20.07575
2021-02-17,49.24242
2021-02-18,74.24242
2021-02-19,49.24242
2021-02-20,63.63636
2021-02-21,48.86363
2021-02-22,55.30303
2021-02-23,39.77272
2021-02-24,37.12121
2021-02-25,39.01515
2021-02-26,25.75757
2021-02-27,26.13636
2021-02-28,16.66666
2021-03-01,14.39393
2021-03-02,18.18181
2021-03-03,22.72727
2021-03-04,17.42424
2021-03-05,17.04545
2021-03-06,15.15151
2021-03-07,10.98484
2021-03-08,18.93939
2021-03-09,24.62121
2021-03-10,26.51515
2021-03-11,33.71212
2021-03-12,29.54545
2021-03-13,43.18181
2021-03-14,46.5909
2021-03-15,49.62121
2021-03-16,50.75757
2021-03-17,46.21212
2021-03-18,50.0
2021-03-19,46.96969
2021-03-20,43.18181
2021-03-21,37.12121
2021-03-22,46.21212
2021-03-23,46.5909
2021-03-24,41.28787
2021-03-25,45.07575
2021-03-26,26.13636
2021-03-27,24.62121
2021-03-28,19.69696
2021-03-29,37.12121
2021-03-30,45.83333
2021-03-31,53.0303
2021-04-01,62.12121
2021-04-02,93.5606
2021-04-03,74.24242
2021-04-04,55.68181
2021-04-05,88.25757
2021-04-06,83.33333
2021-04-07,82.19696
2021-04-08,51.89393
2021-04-09,55.68181
2021-04-10,43.18181
2021-04-11,41.66666
2021-04-12,59.46969
2021-04-13,45.45454
2021-04-14,62.12121
2021-04-15,53.0303
2021-04-16,75.75757
2021-04-17,74.24242
2021-04-18,63.63636
2021-04-19,100.0
2021-04-20,95.45454
2021-04-21,76.51515
2021-04-22,57.95454
2021-04-23,48.10606
2021-04-24,26.13636
2021-04-25,32.19696
2021-04-26,32.19696
2021-04-27,26.89393
2021-04-28,32.95454
2021-04-29,34.84848
2021-04-30,22.72727
2021-05-01,25.75757
2021-05-02,22.72727
2021-05-03,31.43939
2021-05-04,39.77272
2021-05-05,53.40909
2021-05-06,46.96969
2021-05-07,61.36363
2021-05-08,46.96969
2021-05-09,45.07575
2021-05-10,53.78787
2021-05-11,44.69696
2021-05-12,44.69696
2021-05-13,37.12121
2021-05-14,31.81818
2021-05-15,26.51515
2021-05-16,29.54545
2021-05-17,22.34848
2021-05-18,26.51515
2021-05-19,29.16666
2021-05-20,33.33333
2021-05-21,25.37878
2021-05-22,22.34848
2021-05-23,20.07575
2021-05-24,26.89393
2021-05-25,25.0
2021-05-26,22.72727
2021-05-27,20.45454
2021-05-28,18.18181
2021-05-29,11.36363
2021-05-30,7.95454
2021-05-31,12.87878
2021-06-01,14.01515
2021-06-02,12.12121
2021-06-03,14.01515
2021-06-04,15.5303
2021-06-05,12.12121
2021-06-06,10.60606
2021-06-07,10.22727
2021-06-08,15.90909
2021-06-09,10.22727
2021-06-10,16.66666
2021-06-11,11.36363
2021-06-12,8.71212
2021-06-13,9.46969
2021-06-14,9.46969
2021-06-15,10.98484
2021-06-16,12.5
2021-06-17,6.43939
2021-06-18,8.71212
2021-06-19,3.78787
2021-06-20,10.22727
2021-06-21,10.60606
2021-06-22,11.74242
2021-06-23,12.12121
2021-06-24,9.0909
2021-06-25,12.5
2021-06-26,9.46969
2021-06-27,6.43939
2021-06-28,12.12121
2021-06-29,17.80303
2021-06-30,10.22727
2021-07-01,14.77272
2021-07-02,2.65151
2021-07-03,3.0303
2021-07-04,12.87878
2021-07-05,10.22727
2021-07-06,9.0909
2021-07-07,10.22727
2021-07-08,11.36363
2021-07-09,6.0606
2021-07-10,3.78787
2021-07-11,6.81818
2021-07-12,6.0606
2021-07-13,5.30303
2021-07-14,6.0606
2021-07-15,7.57575
2021-07-16,11.36363
2021-07-17,5.30303
2021-07-18,5.30303
2021-07-19,2.65151
2021-07-20,6.43939
2021-07-21,9.0909
2021-07-22,10.60606
2021-07-23,10.22727
2021-07-24,8.33333
2021-07-25,7.57575
2021-07-26,12.12121
2021-07-27,6.81818
2021-07-28,9.84848
2021-07-29,10.98484
2021-07-30,6.81818
2021-07-31,7.95454
2021-08-01,8.33333
2021-08-02,14.77272
2021-08-03,11.74242
2021-08-04,10.98484
2021-08-05,14.39393
2021-08-06,12.87878
2021-08-07,10.60606
2021-08-08,11.74242
2021-08-09,5.68181
2021-08-10,10.22727
2021-08-11,16.28787
2021-08-12,21.5909
2021-08-13,16.28787
2021-08-14,13.63636
2021-08-15,21.21212
2021-08-16,12.5
2021-08-17,21.96969
2021-08-18,14.01515
2021-08-19,20.45454
2021-08-20,13.63636
2021-08-21,9.84848
2021-08-22,13.25757
2021-08-23,15.15151
2021-08-24,17.80303
2021-08-25,12.5
2021-08-26,13.63636
2021-08-27,8.33333
2021-08-28,11.74242
2021-08-29,9.0909
2021-08-30,14.01515
2021-08-31,11.36363
2021-09-01,12.12121
2021-09-02,16.28787
2021-09-03,12.5
2021-09-04,17.42424
2021-09-05,18.93939
2021-09-06,17.42424
2021-09-07,15.5303
2021-09-08,23.86363
2021-09-09,10.98484
2021-09-10,11.36363
2021-09-11,8.33333
2021-09-12,9.46969
2021-09-13,14.77272
2021-09-14,8.71212
2021-09-15,13.63636
2021-09-16,6.81818
2021-09-17,12.5
2021-09-18,9.84848
2021-09-19,8.71212
2021-09-20,7.57575
2021-09-21,10.98484
2021-09-22,4.54545
2021-09-23,10.98484
2021-09-24,12.12121
2021-09-25,14.77272
2021-09-26,8.71212
2021-09-27,5.68181
2021-09-28,7.57575
2021-09-29,10.22727
2021-09-30,4.54545
2021-10-01,7.57575
2021-10-02,9.0909
2021-10-03,4.16666
2021-10-04,9.84848
2021-10-05,10.98484
2021-10-06,15.15151
2021-10-07,17.04545
2021-10-08,10.98484
2021-10-09,9.46969
2021-10-10,14.39393
2021-10-11,8.71212
2021-10-12,17.04545
2021-10-13,13.63636
2021-10-14,17.42424
2021-10-15,16.66666
2021-10-16,14.01515
2021-10-17,11.74242
2021-10-18,10.22727
2021-10-19,9.46969
2021-10-20,12.87878
2021-10-21,12.87878
2021-10-22,12.12121
2021-10-23,6.43939
2021-10-24,7.95454
2021-10-25,10.60606
2021-10-26,9.46969
2021-10-27,15.15151
2021-10-28,13.63636
2021-10-29,14.01515
2021-10-30,14.39393
2021-10-31,14.39393
2021-11-01,18.18181
2021-11-02,18.5606
2021-11-03,19.31818
2021-11-04,15.5303
2021-11-05,15.90909
2021-11-06,13.25757
2021-11-07,7.57575
2021-11-08,13.63636
2021-11-09,18.18181
2021-11-10,15.90909
2021-11-11,13.25757
2021-11-12,14.77272
2021-11-13,13.63636
2021-11-14,14.01515
2021-11-15,15.5303
2021-11-16,15.5303
2021-11-17,19.69696
2021-11-18,29.16666
2021-11-19,16.66666
2021-11-20,15.90909
2021-11-21,11.36363
2021-11-22,15.15151
2021-11-23,20.45454
2021-11-24,20.07575
2021-11-25,20.83333
2021-11-26,26.51515
2021-11-27,18.93939
2021-11-28,19.69696
2021-11-29,15.5303
2021-11-30,15.5303
2021-12-01,22.34848
2021-12-02,23.10606
2021-12-03,18.18181
2021-12-04,23.10606
2021-12-05,17.04545
2021-12-06,20.07575
2021-12-07,17.80303
2021-12-08,15.5303
2021-12-09,16.28787
2021-12-10,13.63636
2021-12-11,10.22727
2021-12-12,9.46969
2021-12-13,12.87878
2021-12-14,13.63636
2021-12-15,17.04545
2021-12-16,13.63636
2021-12-17,10.98484
2021-12-18,8.33333
2021-12-19,4.16666
2021-12-20,11.36363
2021-12-21,12.5
2021-12-22,12.12121
2021-12-23,10.22727
2021-12-24,8.71212
2021-12-25,10.22727
2021-12-26,11.36363
2021-12-27,14.01515
2021-12-28,14.01515
2021-12-29,12.5
2021-12-30,9.46969
2021-12-31,13.63636
2022-01-01,12.87878
2022-01-02,10.98484
2022-01-03,13.63636
2022-01-04,14.39393
2022-01-05,10.98484
2022-01-06,12.87878
2022-01-07,11.74242
2022-01-08,9.46969
2022-01-09,9.46969
2022-01-10,12.12121
2022-01-11,15.5303
2022-01-12,14.01515
2022-01-13,8.71212
2022-01-14,7.95454
2022-01-15,11.36363
2022-01-16,7.57575
2022-01-17,10.60606
2022-01-18,10.60606
2022-01-19,9.46969
2022-01-20,6.43939
2022-01-21,9.0909
2022-01-22,20.45454
2022-01-23,8.71212
2022-01-24,10.98484
2022-01-25,10.60606
2022-01-26,11.36363
2022-01-27,13.25757
2022-01-28,12.87878
2022-01-29,9.46969
2022-01-30,7.19696
2022-01-31,7.95454
2022-02-01,3.78787
2022-02-02,6.81818
2022-02-03,10.98484
2022-02-04,10.22727
2022-02-05,10.98484
2022-02-06,12.5
2022-02-07,9.46969
2022-02-08,16.28787
2022-02-09,12.5
2022-02-10,14.39393
2022-02-11,8.33333
2022-02-12,6.0606
2022-02-13,8.71212
2022-02-14,8.33333
2022-02-15,7.19696
2022-02-16,7.95454
2022-02-17,10.22727
2022-02-18,8.33333
2022-02-19,6.81818
2022-02-20,9.84848
2022-02-21,14.77272
2022-02-22,10.98484
2022-02-23,12.87878
2022-02-24,6.81818
2022-02-25,10.22727
2022-02-26,6.81818
2022-02-27,9.0909
2022-02-28,7.57575
2022-03-01,12.5
2022-03-02,9.84848
2022-03-03,7.95454
2022-03-04,3.78787
2022-03-05,2.65151
2022-03-06,5.30303
2022-03-07,10.98484
2022-03-08,8.71212
2022-03-09,3.78787
2022-03-10,8.33333
2022-03-11,6.81818
2022-03-12,4.54545
2022-03-13,7.19696
2022-03-14,10.60606
2022-03-15,9.84848
2022-03-16,9.0909
2022-03-17,7.57575
2022-03-18,7.57575
2022-03-19,13.63636
2022-03-20,8.71212
2022-03-21,11.36363
2022-03-22,14.39393
2022-03-23,14.77272
2022-03-24,11.74242
2022-03-25,11.36363
2022-03-26,12.5
2022-03-27,20.45454
2022-03-28,15.15151
2022-03-29,11.36363
2022-03-30,12.5
2022-03-31,17.04545
2022-04-01,11.36363
2022-04-02,11.36363
2022-04-03,12.5
2022-04-04,10.60606
2022-04-05,10.60606
2022-04-06,16.28787
2022-04-07,8.71212
2022-04-08,9.84848
2022-04-09,3.78787
2022-04-10,6.81818
2022-04-11,9.46969
2022-04-12,11.74242
2022-04-13,10.22727
2022-04-14,10.98484
2022-04-15,2.27272
2022-04-16,5.68181
2022-04-17,4.92424
2022-04-18,9.0909
2022-04-19,9.46969
2022-04-20,12.12121
2022-04-21,9.46969
2022-04-22,7.57575
2022-04-23,9.0909
2022-04-24,3.78787
2022-04-25,9.46969
2022-04-26,12.12121
2022-04-27,7.95454
2022-04-28,10.98484
2022-04-29,2.65151
2022-04-30,3.78787
2022-05-01,7.19696
2022-05-02,8.33333
2022-05-03,8.71212
2022-05-04,7.57575
2022-05-05,7.57575
2022-05-06,8.71212
2022-05-07,6.0606
2022-05-08,6.0606
2022-05-09,8.71212
2022-05-10,14.77272
2022-05-11,21.5909
2022-05-12,30.68181
2022-05-13,36.36363
2022-05-14,26.13636
2022-05-15,14.77272
2022-05-16,15.90909
2022-05-17,13.63636
2022-05-18,13.63636
2022-05-19,13.63636
2022-05-20,9.46969
2022-05-21,9.0909
2022-05-22,7.95454
2022-05-23,6.81818
2022-05-24,8.33333
2022-05-25,6.81818
2022-05-26,8.33333
2022-05-27,6.43939
2022-05-28,4.92424
2022-05-29,5.30303
2022-05-30,8.33333
2022-05-31,8.71212
2022-06-01,4.54545
2022-06-02,4.92424
2022-06-03,6.43939
2022-06-04,6.81818
2022-06-05,7.95454
2022-06-06,4.16666
2022-06-07,3.78787
2022-06-08,7.57575
2022-06-09,7.19696
2022-06-10,5.30303
2022-06-11,5.30303
2022-06-12,10.22727
2022-06-13,10.98484
2022-06-14,10.60606
2022-06-15,9.0909
2022-06-16,7.19696
2022-06-17,9.84848
2022-06-18,6.0606
2022-06-19,9.46969
2022-06-20,8.71212
2022-06-21,7.19696
2022-06-22,6.0606
2022-06-23,5.30303
2022-06-24,7.19696
2022-06-25,6.43939
2022-06-26,5.30303
2022-06-27,7.57575
2022-06-28,7.19696
2022-06-29,11.74242
2022-06-30,9.84848
2022-07-01,6.81818
2022-07-02,1.89393
2022-07-03,3.78787
2022-07-04,7.95454
2022-07-05,8.71212
2022-07-06,6.0606
2022-07-07,6.43939
2022-07-08,5.30303
2022-07-09,5.68181
2022-07-10,2.65151
2022-07-11,3.78787
2022-07-12,5.30303
2022-07-13,4.92424
2022-07-14,5.68181
2022-07-15,4.54545
2022-07-16,5.68181
2022-07-17,7.57575
2022-07-18,5.30303
2022-07-19,7.19696
2022-07-20,10.98484
2022-07-21,8.33333
2022-07-22,2.65151
2022-07-23,2.65151
2022-07-24,2.65151
2022-07-25,7.95454
2022-07-26,6.81818
2022-07-27,2.65151
2022-07-28,5.68181
2022-07-29,10.60606
2022-07-30,5.68181
2022-07-31,7.19696
2022-08-01,9.0909
2022-08-02,9.46969
2022-08-03,7.57575
2022-08-04,7.57575
2022-08-05,4.92424
2022-08-06,2.65151
2022-08-07,6.43939
2022-08-08,7.57575
2022-08-09,10.22727
2022-08-10,10.22727
2022-08-11,9.0909
2022-08-12,7.95454
2022-08-13,8.33333
2022-08-14,6.43939
2022-08-15,6.81818
2022-08-16,6.81818
2022-08-17,6.81818
2022-08-18,5.30303
2022-08-19,9.84848
2022-08-20,6.43939
2022-08-21,3.40909
2022-08-22,6.0606
2022-08-23,3.40909
2022-08-24,6.0606
2022-08-25,7.57575
2022-08-26,7.57575
2022-08-27,6.81818
2022-08-28,3.78787
2022-08-29,7.95454
2022-08-30,7.57575
2022-08-31,5.68181
2022-09-01,6.43939
2022-09-02,7.19696
2022-09-03,4.54545
2022-09-04,2.65151
2022-09-05,7.57575
2022-09-06,4.16666
2022-09-07,6.0606
2022-09-08,8.71212
2022-09-10,6.0606
2022-09-11,5.68181
2022-09-12,8.71212
2022-09-13,6.81818
2022-09-14,9.46969
2022-09-15,7.95454
2022-09-16,7.95454
2022-09-17,3.0303
2022-09-18,4.92424
2022-09-19,5.68181
2022-09-20,7.57575
2022-09-21,10.98484
2022-09-22,8.71212
2022-09-23,9.0909
2022-09-24,1.89393
2022-09-25,6.0606
2022-09-26,9.0909
2022-09-27,8.71212
2022-09-28,7.19696
2022-09-29,3.0303
2022-09-30,4.92424
2022-10-01,8.33333
2022-10-02,3.78787
2022-10-03,3.40909
2022-10-04,3.78787
2022-10-05,9.84848
2022-10-06,6.81818
2022-10-07,9.0909
2022-10-08,3.40909
2022-10-09,2.27272
2022-10-10,12.12121
2022-10-11,7.95454
2022-10-12,6.0606
2022-10-13,6.43939
2022-10-14,5.68181
2022-10-15,6.0606
2022-10-16,5.30303
2022-10-17,2.65151
2022-10-18,6.0606
2022-10-19,9.0909
2022-10-20,6.81818
2022-10-21,6.0606
2022-10-22,4.92424
2022-10-24,5.68181
2022-10-25,6.43939
2022-10-26,8.71212
2022-10-27,9.0909
2022-10-28,6.81818
2022-10-29,4.92424
2022-10-30,9.46969
2022-10-31,4.54545
2022-11-01,14.39393
2022-11-02,6.81818
2022-11-03,9.84848
2022-11-04,5.68181
2022-11-05,5.68181
2022-11-06,2.27272
2022-11-07,9.46969
2022-11-08,9.84848
2022-11-09,15.5303
2022-11-10,11.36363
2022-11-11,7.95454
2022-11-12,7.95454
2022-11-13,5.68181
2022-11-14,7.95454
2022-11-15,7.95454
2022-11-16,4.92424
2022-11-17,7.57575
2022-11-18,7.95454
2022-11-19,4.16666
2022-11-20,8.33333
2022-11-21,5.30303
2022-11-22,6.43939
2022-11-23,3.40909
2022-11-24,7.95454
2022-11-25,6.0606
2022-11-26,1.89393
2022-11-28,7.57575
2022-11-29,5.30303
2022-11-30,5.68181
2022-12-01,6.0606
2022-12-02,5.30303
2022-12-03,3.0303
2022-12-04,6.0606
2022-12-05,5.68181
2022-12-06,6.43939
2022-12-07,3.0303
2022-12-08,6.0606
2022-12-09,5.68181
2022-12-10,2.27272
2022-12-12,2.27272
2022-12-13,6.43939
2022-12-14,7.57575
2022-12-15,8.71212
2022-12-16,7.19696
2022-12-17,6.0606
2022-12-18,2.27272
2022-12-19,1.89393
2022-12-20,6.0606
2022-12-21,2.27272
2022-12-22,6.43939
2022-12-23,2.65151
2022-12-24,2.27272
2022-12-26,1.89393
2022-12-27,3.40909
2022-12-28,6.43939
2022-12-29,4.92424
2022-12-31,7.19696
2023-01-01,7.19696
2023-01-02,4.92424
2023-01-03,2.27272
2023-01-04,2.27272
2023-01-05,7.19696
2023-01-06,4.54545
2023-01-07,4.92424
2023-01-09,1.89393
2023-01-10,2.65151
2023-01-11,4.92424
2023-01-12,6.81818
2023-01-13,1.89393
2023-01-14,9.46969
2023-01-15,9.0909
2023-01-16,3.40909
2023-01-17,6.43939
2023-01-18,5.68181
2023-01-19,6.81818
2023-01-20,7.19696
2023-01-21,4.92424
2023-01-22,7.57575
2023-01-23,6.43939
2023-01-24,8.33333
2023-01-25,7.19696
2023-01-26,10.60606
2023-01-27,3.40909
2023-01-28,4.54545
2023-01-29,6.81818
2023-01-30,5.30303
2023-01-31,8.71212
2023-02-01,7.95454
2023-02-02,11.36363
2023-02-03,7.19696
2023-02-04,7.57575
2023-02-05,10.22727
2023-02-06,10.22727
2023-02-07,11.74242
2023-02-08,8.71212
2023-02-09,7.95454
2023-02-10,4.92424
2023-02-11,6.0606
2023-02-12,7.19696
2023-02-13,7.95454
2023-02-14,8.71212
2023-02-15,6.0606
2023-02-16,10.60606
2023-02-17,10.22727
2023-02-18,7.57575
2023-02-19,6.81818
2023-02-20,9.0909
2023-02-21,10.98484
2023-02-22,10.60606
2023-02-23,9.84848
2023-02-24,8.71212
2023-02-25,5.68181
2023-02-26,6.43939
2023-02-27,3.0303
2023-02-28,8.33333
2023-03-01,5.30303
2023-03-02,7.95454
2023-03-03,6.81818
2023-03-04,4.92424
2023-03-05,4.54545
2023-03-06,9.46969
2023-03-07,7.57575
2023-03-08,7.95454
2023-03-09,4.16666
2023-03-10,5.68181
2023-03-11,2.27272
2023-03-12,4.54545
2023-03-13,2.27272
2023-03-14,8.33333
2023-03-15,6.81818
2023-03-16,10.22727
2023-03-17,5.30303
2023-03-18,5.30303
2023-03-19,6.43939
2023-03-20,8.33333
2023-03-21,8.33333
2023-03-22,9.84848
2023-03-23,3.40909
2023-03-24,6.43939
2023-03-25,7.19696
2023-03-26,8.71212
2023-03-27,9.0909
2023-03-28,7.57575
2023-03-29,11.74242
2023-03-30,9.84848
2023-03-31,6.43939
2023-04-01,5.68181
2023-04-02,11.36363
2023-04-03,7.95454
2023-04-04,14.77272
2023-04-05,11.36363
2023-04-06,10.60606
2023-04-07,8.33333
2023-04-08,2.65151
2023-04-09,2.65151
2023-04-10,10.22727
2023-04-11,10.60606
2023-04-12,9.46969
2023-04-13,8.33333
2023-04-14,10.60606
2023-04-15,6.81818
2023-04-16,3.0303
2023-04-17,5.68181
2023-04-18,9.84848
2023-04-19,7.95454
2023-04-20,14.39393
2023-04-21,2.65151
2023-04-22,8.33333
2023-04-23,8.71212
2023-04-24,4.16666
2023-04-25,6.0606
2023-04-26,6.43939
2023-04-27,10.98484
2023-04-28,5.68181
2023-04-29,6.43939
2023-04-30,6.0606
2023-05-02,3.78787
2023-05-03,3.0303
2023-05-04,6.0606
2023-05-05,7.57575
2023-05-06,8.71212
2023-05-07,4.92424
2023-05-08,6.81818
2023-05-09,6.0606
2023-05-10,7.95454
2023-05-11,6.81818
2023-05-12,6.81818
2023-05-13,7.19696
2023-05-14,6.43939
2023-05-15,9.0909
2023-05-16,6.0606
2023-05-17,7.57575
2023-05-19,8.71212
2023-05-20,6.81818
2023-05-21,2.65151
2023-05-22,6.81818
2023-05-23,7.57575
2023-05-24,7.19696
2023-05-25,3.78787
2023-05-26,6.81818
2023-05-28,5.68181
2023-05-29,2.65151
2023-05-30,6.43939
2023-05-31,3.78787
2023-06-01,4.16666
2023-06-02,6.81818
2023-06-04,1.89393
2023-06-05,3.78787
2023-06-06,3.78787
2023-06-07,5.68181
2023-06-08,5.30303
2023-06-09,7.95454
2023-06-10,10.60606
2023-06-11,4.92424
2023-06-12,5.68181
2023-06-13,4.16666
2023-06-14,3.0303
2023-06-15,5.68181
2023-06-16,5.30303
2023-06-18,3.0303
2023-06-19,4.92424
2023-06-20,6.0606
2023-06-21,6.0606
2023-06-22,7.95454
2023-06-23,6.81818
2023-06-24,3.40909
2023-06-25,3.78787
2023-06-26,6.81818
2023-06-27,2.65151
2023-06-28,6.0606
2023-06-29,6.81818
2023-06-30,4.92424
2023-07-01,6.0606
2023-07-02,5.68181
2023-07-03,9.0909
2023-07-04,8.33333
2023-07-05,9.0909
2023-07-06,3.78787
2023-07-07,4.16666
2023-07-08,1.89393
2023-07-09,2.65151
2023-07-10,1.89393
2023-07-11,5.30303
2023-07-12,3.0303
2023-07-13,6.81818
2023-07-14,19.31818
2023-07-15,6.43939
2023-07-16,6.43939
2023-07-17,6.0606
2023-07-18,9.0909
2023-07-19,10.98484
2023-07-20,4.54545
2023-07-21,6.0606
2023-07-22,4.16666
2023-07-23,6.0606
2023-07-24,6.0606
2023-07-25,9.0909
2023-07-26,1.89393
2023-07-27,6.81818
2023-07-28,10.22727
2023-07-29,7.57575
2023-07-30,3.40909
2023-07-31,6.0606
2023-08-01,9.84848
2023-08-02,5.30303
2023-08-03,4.54545
2023-08-04,6.81818
2023-08-05,3.40909
2023-08-06,6.0606
2023-08-07,3.78787
2023-08-08,6.0606
2023-08-09,9.0909
2023-08-10,4.16666
2023-08-11,6.43939
2023-08-12,3.78787
2023-08-13,3.78787
2023-08-14,9.0909
2023-08-15,7.19696
2023-08-16,7.19696
2023-08-17,7.57575
2023-08-18,6.81818
2023-08-19,1.89393
2023-08-20,2.27272
2023-08-21,7.57575
2023-08-22,4.16666
2023-08-23,4.92424
2023-08-24,2.65151
2023-08-25,3.0303
2023-08-26,3.0303
2023-08-27,4.54545
2023-08-28,3.40909
2023-08-29,6.81818
2023-08-30,6.81818
2023-08-31,6.81818
2023-09-01,6.81818
2023-09-02,2.65151
2023-09-03,3.0303
2023-09-04,7.57575
2023-09-06,5.68181
2023-09-07,3.0303
2023-09-08,5.30303
2023-09-10,2.65151
2023-09-11,5.68181
2023-09-12,6.81818
2023-09-13,2.65151
2023-09-14,6.43939
2023-09-15,2.65151
2023-09-16,6.43939
2023-09-17,5.68181
2023-09-18,7.19696
2023-09-19,7.95454
2023-09-20,4.54545
2023-09-21,8.33333
2023-09-22,6.81818
2023-09-23,4.54545
2023-09-24,6.81818
2023-09-25,8.71212
2023-09-26,6.43939
2023-09-27,4.54545
2023-09-28,4.54545
2023-09-29,1.89393
2023-09-30,4.16666
2023-10-01,3.78787
2023-10-02,2.65151
2023-10-03,4.16666
2023-10-04,9.0909
2023-10-05,5.68181
2023-10-06,5.30303
2023-10-07,1.89393
2023-10-08,2.65151
2023-10-09,3.0303
2023-10-10,3.40909
2023-10-11,6.0606
2023-10-12,4.54545
2023-10-14,3.0303
2023-10-15,1.89393
2023-10-16,5.30303
2023-10-17,8.33333
2023-10-18,6.0606
2023-10-19,6.43939
2023-10-20,5.30303
2023-10-21,4.54545
2023-10-22,2.27272
2023-10-23,9.0909
2023-10-24,18.5606
2023-10-25,11.36363
2023-10-26,7.95454
2023-10-27,12.87878
2023-10-29,7.19696
2023-10-30,6.43939
2023-10-31,8.71212
2023-11-01,9.84848
2023-11-02,7.95454
2023-11-03,9.0909
2023-11-04,5.30303
2023-11-05,9.46969
2023-11-06,10.60606
2023-11-07,8.71212
2023-11-08,7.19696
2023-11-09,8.71212
2023-11-10,16.28787
2023-11-11,9.0909
2023-11-12,8.71212
2023-11-13,12.87878
2023-11-14,14.77272
2023-11-15,12.12121
2023-11-16,9.46969
2023-11-17,14.39393
2023-11-18,10.60606
2023-11-19,5.30303
2023-11-20,9.84848
2023-11-21,5.68181
2023-11-22,7.19696
2023-11-23,7.19696
