date,삼성카드홈페이지
2020-06-20,0.12581
2020-06-21,0.10212
2020-06-22,0.25754
2020-06-23,0.21017
2020-06-24,0.19537
2020-06-25,0.28122
2020-06-26,0.22941
2020-06-27,0.15393
2020-06-28,0.12137
2020-06-29,0.2753
2020-06-30,0.23681
2020-07-01,0.24718
2020-07-02,0.20573
2020-07-03,0.21165
2020-07-04,0.09916
2020-07-05,0.1036
2020-07-06,0.21757
2020-07-07,0.21461
2020-07-08,0.24274
2020-07-09,0.21757
2020-07-10,0.22793
2020-07-11,0.13765
2020-07-12,0.12729
2020-07-13,0.25754
2020-07-14,0.24422
2020-07-15,0.20573
2020-07-16,0.19981
2020-07-17,0.22053
2020-07-18,0.10952
2020-07-19,0.10508
2020-07-20,0.23977
2020-07-21,0.21609
2020-07-22,0.18205
2020-07-23,0.19833
2020-07-24,0.19685
2020-07-25,0.13765
2020-07-26,0.07992
2020-07-27,0.17613
2020-07-28,0.19833
2020-07-29,0.19685
2020-07-30,0.17613
2020-07-31,0.14061
2020-08-01,0.10508
2020-08-02,0.06364
2020-08-03,0.20129
2020-08-04,0.23385
2020-08-05,0.18797
2020-08-06,0.15985
2020-08-07,0.14949
2020-08-08,0.09916
2020-08-09,0.09324
2020-08-10,0.19537
2020-08-11,0.17317
2020-08-12,0.15985
2020-08-13,0.29898
2020-08-14,0.3419
2020-08-15,0.17169
2020-08-16,0.1036
2020-08-17,0.14357
2020-08-18,0.19981
2020-08-19,0.18057
2020-08-20,0.18797
2020-08-21,0.15393
2020-08-22,0.10212
2020-08-23,0.09028
2020-08-24,0.29898
2020-08-25,0.3271
2020-08-26,0.25754
2020-08-27,0.25014
2020-08-28,0.22645
2020-08-29,0.12729
2020-08-30,0.16725
2020-08-31,0.69269
2020-09-01,0.37003
2020-09-02,0.29454
2020-09-03,0.22497
2020-09-04,0.19981
2020-09-05,0.10952
2020-09-06,0.07992
2020-09-07,0.21905
2020-09-08,0.18797
2020-09-09,0.16577
2020-09-10,0.21609
2020-09-11,0.17761
2020-09-12,0.09028
2020-09-13,0.0814
2020-09-14,0.18649
2020-09-15,0.19093
2020-09-16,0.19093
2020-09-17,0.15541
2020-09-18,0.18057
2020-09-19,0.0962
2020-09-20,0.07844
2020-09-21,0.21017
2020-09-22,0.21165
2020-09-23,0.12877
2020-09-24,0.16281
2020-09-25,0.16429
2020-09-26,0.10656
2020-09-27,0.05328
2020-09-28,0.13765
2020-09-29,0.18057
2020-09-30,0.07548
2020-10-01,0.06956
2020-10-02,0.06808
2020-10-03,0.0444
2020-10-04,0.0518
2020-10-05,0.21609
2020-10-06,0.16133
2020-10-07,0.15837
2020-10-08,0.16725
2020-10-09,0.06956
2020-10-10,0.08436
2020-10-11,0.04144
2020-10-12,0.18501
2020-10-13,0.19389
2020-10-14,0.16429
2020-10-15,0.14357
2020-10-16,0.15393
2020-10-17,0.09472
2020-10-18,0.08288
2020-10-19,0.14357
2020-10-20,0.15985
2020-10-21,0.14061
2020-10-22,0.17761
2020-10-23,0.17761
2020-10-24,0.07252
2020-10-25,0.09916
2020-10-26,0.16429
2020-10-27,0.17613
2020-10-28,0.16725
2020-10-29,0.15097
2020-10-30,0.22349
2020-10-31,0.15393
2020-11-01,0.08584
2020-11-02,0.51804
2020-11-03,0.69417
2020-11-04,0.76226
2020-11-05,0.89251
2020-11-06,0.93247
2020-11-07,0.44403
2020-11-08,0.18797
2020-11-09,0.38631
2020-11-10,0.46327
2020-11-11,0.46623
2020-11-12,0.558
2020-11-13,0.61721
2020-11-14,0.36707
2020-11-15,0.2753
2020-11-16,0.54468
2020-11-17,0.74006
2020-11-18,0.98724
2020-11-19,1.05976
2020-11-20,0.96059
2020-11-21,0.70749
2020-11-22,0.54616
2020-11-23,1.15597
2020-11-24,1.11009
2020-11-25,1.44903
2020-11-26,2.00408
2020-11-27,2.07957
2020-11-28,0.99316
2020-11-29,0.60388
2020-11-30,1.27438
2020-12-01,1.80722
2020-12-02,1.61777
2020-12-03,1.50232
2020-12-04,1.77466
2020-12-05,0.96503
2020-12-06,0.81998
2020-12-07,1.43275
2020-12-08,1.83387
2020-12-09,1.72878
2020-12-10,1.79834
2020-12-11,1.70806
2020-12-12,0.7593
2020-12-13,0.57428
2020-12-14,1.16041
2020-12-15,1.34691
2020-12-16,1.98188
2020-12-17,1.78798
2020-12-18,1.71842
2020-12-19,1.03904
2020-12-20,0.70305
2020-12-21,1.31878
2020-12-22,1.50676
2020-12-23,1.57781
2020-12-24,2.07513
2020-12-25,1.60889
2020-12-26,1.26402
2020-12-27,1.0272
2020-12-28,2.81075
2020-12-29,4.78375
2020-12-30,3.17042
2020-12-31,2.87439
2021-01-01,1.72582
2021-01-02,1.3173
2021-01-03,1.20629
2021-01-04,1.91083
2021-01-05,2.74858
2021-01-06,2.49844
2021-01-07,2.29566
2021-01-08,2.40815
2021-01-09,1.59705
2021-01-10,1.20185
2021-01-11,2.48512
2021-01-12,2.9484
2021-01-13,2.25274
2021-01-14,2.15949
2021-01-15,3.36727
2021-01-16,2.02332
2021-01-17,1.43127
2021-01-18,2.89067
2021-01-19,2.7767
2021-01-20,3.06385
2021-01-21,3.09641
2021-01-22,2.94396
2021-01-23,1.61481
2021-01-24,1.44015
2021-01-25,3.87051
2021-01-26,3.32287
2021-01-27,2.86107
2021-01-28,2.52508
2021-01-29,2.48956
2021-01-30,1.60001
2021-01-31,2.20094
2021-02-01,12.10591
2021-02-02,10.85669
2021-02-03,8.66611
2021-02-04,8.62615
2021-02-05,8.50034
2021-02-06,9.95382
2021-02-07,8.96509
2021-02-08,8.74604
2021-02-09,5.06497
2021-02-10,3.6559
2021-02-11,1.74358
2021-02-12,0.98724
2021-02-13,2.00556
2021-02-14,2.94692
2021-02-15,6.23575
2021-02-16,5.43204
2021-02-17,5.19374
2021-02-18,2.83295
2021-02-19,2.92324
2021-02-20,1.62517
2021-02-21,1.40167
2021-02-22,2.9558
2021-02-23,3.48272
2021-02-24,3.35691
2021-02-25,3.58929
2021-02-26,3.23554
2021-02-27,1.66513
2021-02-28,1.35283
2021-03-01,1.89751
2021-03-02,3.71214
2021-03-03,2.83147
2021-03-04,2.65829
2021-03-05,2.27198
2021-03-06,1.38835
2021-03-07,1.12341
2021-03-08,2.02628
2021-03-09,2.18317
2021-03-10,2.59317
2021-03-11,2.51028
2021-03-12,2.12841
2021-03-13,1.26698
2021-03-14,0.89843
2021-03-15,1.95228
2021-03-16,2.66569
2021-03-17,2.44072
2021-03-18,2.49696
2021-03-19,2.10769
2021-03-20,1.16337
2021-03-21,1.06124
2021-03-22,2.31195
2021-03-23,2.46736
2021-03-24,2.13581
2021-03-25,2.51324
2021-03-26,2.37559
2021-03-27,1.20777
2021-03-28,0.91471
2021-03-29,2.25718
2021-03-30,1.92859
2021-03-31,2.19946
2021-04-01,2.17133
2021-04-02,1.89751
2021-04-03,1.19001
2021-04-04,0.95171
2021-04-05,2.57985
2021-04-06,2.08253
2021-04-07,2.04552
2021-04-08,1.70954
2021-04-09,1.91675
2021-04-10,1.16929
2021-04-11,1.10121
2021-04-12,2.59021
2021-04-13,2.36967
2021-04-14,2.35931
2021-04-15,2.29566
2021-04-16,2.35931
2021-04-17,1.09381
2021-04-18,0.94135
2021-04-19,2.36967
2021-04-20,1.55708
2021-04-21,1.11453
2021-04-22,1.41943
2021-04-23,1.50972
2021-04-24,1.04644
2021-04-25,0.82886
2021-04-26,1.62813
2021-04-27,1.81906
2021-04-28,2.03664
2021-04-29,2.13729
2021-04-30,2.13285
2021-05-01,1.18853
2021-05-02,1.0568
2021-05-03,2.92916
2021-05-04,2.67014
2021-05-05,1.35283
2021-05-06,3.02092
2021-05-07,2.457
2021-05-08,1.2433
2021-05-09,1.03756
2021-05-10,3.20002
2021-05-11,3.16302
2021-05-12,2.99872
2021-05-13,2.60797
2021-05-14,2.60205
2021-05-15,1.26994
2021-05-16,1.27438
2021-05-17,3.51676
2021-05-18,2.87883
2021-05-19,1.38687
2021-05-20,2.941
2021-05-21,2.7249
2021-05-22,1.24478
2021-05-23,1.20185
2021-05-24,3.79651
2021-05-25,3.55081
2021-05-26,2.77966
2021-05-27,2.69086
2021-05-28,2.33119
2021-05-29,1.05236
2021-05-30,1.03608
2021-05-31,2.59021
2021-06-01,2.28234
2021-06-02,2.07217
2021-06-03,1.88715
2021-06-04,1.84867
2021-06-05,0.95763
2021-06-06,0.8259
2021-06-07,2.06773
2021-06-08,2.01148
2021-06-09,1.81462
2021-06-10,1.96116
2021-06-11,1.7791
2021-06-12,0.96059
2021-06-13,0.62757
2021-06-14,1.63553
2021-06-15,1.76282
2021-06-16,2.27938
2021-06-17,1.95968
2021-06-18,1.83979
2021-06-19,0.94727
2021-06-20,0.88807
2021-06-21,2.29418
2021-06-22,2.22906
2021-06-23,2.12693
2021-06-24,1.99076
2021-06-25,2.28234
2021-06-26,1.15005
2021-06-27,0.90879
2021-06-28,2.49548
2021-06-29,1.92859
2021-06-30,2.08105
2021-07-01,1.95524
2021-07-02,1.66513
2021-07-03,0.88067
2021-07-04,0.84662
2021-07-05,2.12101
2021-07-06,2.12101
2021-07-07,1.11453
2021-07-08,1.06864
2021-07-09,0.99316
2021-07-10,0.82146
2021-07-11,0.66605
2021-07-12,1.34987
2021-07-13,1.37651
2021-07-14,1.5038
2021-07-15,2.09437
2021-07-16,2.19206
2021-07-17,1.10417
2021-07-18,0.88215
2021-07-19,2.53396
2021-07-20,2.26754
2021-07-21,2.531
2021-07-22,2.49992
2021-07-23,2.75302
2021-07-24,1.24034
2021-07-25,1.19149
2021-07-26,3.33175
2021-07-27,2.40075
2021-07-28,2.43776
2021-07-29,2.2039
2021-07-30,2.21278
2021-07-31,0.94283
2021-08-01,1.42091
2021-08-02,2.62425
2021-08-03,1.86051
2021-08-04,1.60889
2021-08-05,2.03664
2021-08-06,1.90343
2021-08-07,0.95615
2021-08-08,0.77114
2021-08-09,2.0544
2021-08-10,2.25866
2021-08-11,1.98928
2021-08-12,2.34303
2021-08-13,2.2705
2021-08-14,1.10713
2021-08-15,0.93987
2021-08-16,1.36023
2021-08-17,3.38207
2021-08-18,3.07273
2021-08-19,2.88327
2021-08-20,2.7397
2021-08-21,1.34839
2021-08-22,1.09973
2021-08-23,3.38059
2021-08-24,3.07273
2021-08-25,3.39836
2021-08-26,2.9262
2021-08-27,2.4718
2021-08-28,1.10565
2021-08-29,0.91471
2021-08-30,3.84979
2021-08-31,3.45312
2021-09-01,3.2237
2021-09-02,3.24886
2021-09-03,3.49604
2021-09-04,4.70974
2021-09-05,11.14975
2021-09-06,100.0
2021-09-07,66.54776
2021-09-08,46.97315
2021-09-09,30.33805
2021-09-10,25.25088
2021-09-11,12.46854
2021-09-12,5.3758
2021-09-13,9.68443
2021-09-14,7.13418
2021-09-15,6.70051
2021-09-16,5.82427
2021-09-17,4.58985
2021-09-18,2.66273
2021-09-19,1.93155
2021-09-20,1.65625
2021-09-21,1.44311
2021-09-22,2.45256
2021-09-23,6.05665
2021-09-24,5.74287
2021-09-25,2.7767
2021-09-26,2.63905
2021-09-27,6.74491
2021-09-28,4.26275
2021-09-29,4.15766
2021-09-30,6.61762
2021-10-01,15.48651
2021-10-02,5.19966
2021-10-03,3.85719
2021-10-04,4.38856
2021-10-05,9.16195
2021-10-06,7.52938
2021-10-07,7.32808
2021-10-08,6.00633
2021-10-09,3.29475
2021-10-10,2.86995
2021-10-11,3.22222
2021-10-12,4.81335
2021-10-13,4.26719
2021-10-14,3.41908
2021-10-15,3.50492
2021-10-16,1.46236
2021-10-17,1.35579
2021-10-18,3.27254
2021-10-19,2.73082
2021-10-20,2.7249
2021-10-21,2.71602
2021-10-22,2.66421
2021-10-23,1.34395
2021-10-24,1.36911
2021-10-25,3.6781
2021-10-26,3.13785
2021-10-27,2.65533
2021-10-28,2.40371
2021-10-29,2.35487
2021-10-30,1.28918
2021-10-31,1.33655
2021-11-01,3.1867
2021-11-02,2.46884
2021-11-03,2.30158
2021-11-04,2.06032
2021-11-05,2.04848
2021-11-06,1.10565
2021-11-07,0.91619
2021-11-08,2.35635
2021-11-09,1.97744
2021-11-10,2.53396
2021-11-11,2.09141
2021-11-12,1.90343
2021-11-13,1.08048
2021-11-14,1.06124
2021-11-15,4.17838
2021-11-16,1.87235
2021-11-17,1.7051
2021-11-18,2.42443
2021-11-19,2.03664
2021-11-20,1.21962
2021-11-21,1.00056
2021-11-22,2.54877
2021-11-23,2.63017
2021-11-24,2.71454
2021-11-25,2.86255
2021-11-26,2.69382
2021-11-27,1.24626
2021-11-28,1.11157
2021-11-29,2.58281
2021-11-30,2.89659
2021-12-01,2.34007
2021-12-02,2.07069
2021-12-03,1.93747
2021-12-04,0.97688
2021-12-05,0.91619
2021-12-06,2.20242
2021-12-07,2.39335
2021-12-08,1.99816
2021-12-09,2.05736
2021-12-10,2.41407
2021-12-11,1.27438
2021-12-12,1.02424
2021-12-13,3.0224
2021-12-14,2.80483
2021-12-15,3.4546
2021-12-16,3.00612
2021-12-17,2.5088
2021-12-18,1.21814
2021-12-19,1.12193
2021-12-20,2.98244
2021-12-21,2.71158
2021-12-22,2.52952
2021-12-23,2.61389
2021-12-24,2.7027
2021-12-25,1.27586
2021-12-26,1.25218
2021-12-27,3.45756
2021-12-28,2.90843
2021-12-29,2.53248
2021-12-30,2.65977
2021-12-31,2.59613
2022-01-01,1.19001
2022-01-02,1.17521
2022-01-03,3.29475
2022-01-04,2.91139
2022-01-05,2.88919
2022-01-06,2.64201
2022-01-07,2.4348
2022-01-08,1.28622
2022-01-09,1.28178
2022-01-10,3.462
2022-01-11,3.02832
2022-01-12,2.83295
2022-01-13,2.88623
2022-01-14,3.07865
2022-01-15,1.53044
2022-01-16,1.43423
2022-01-17,3.92972
2022-01-18,3.57005
2022-01-19,2.978
2022-01-20,3.0002
2022-01-21,3.2089
2022-01-22,1.64737
2022-01-23,1.57188
2022-01-24,4.02001
2022-01-25,4.09105
2022-01-26,3.30659
2022-01-27,3.00908
2022-01-28,2.57541
2022-01-29,1.23146
2022-01-30,1.01684
2022-01-31,0.94283
2022-02-01,0.8407
2022-02-02,1.22998
2022-02-03,3.48568
2022-02-04,2.91139
2022-02-05,1.34247
2022-02-06,1.29362
2022-02-07,3.29475
2022-02-08,2.58725
2022-02-09,2.34599
2022-02-10,3.04905
2022-02-11,2.90547
2022-02-12,1.35431
2022-02-13,1.23442
2022-02-14,3.54341
2022-02-15,3.32583
2022-02-16,3.02684
2022-02-17,3.0076
2022-02-18,2.85663
2022-02-19,1.44311
2022-02-20,1.18705
2022-02-21,3.78911
2022-02-22,3.11417
2022-02-23,2.92768
2022-02-24,2.88623
2022-02-25,2.98392
2022-02-26,1.56596
2022-02-27,1.22998
2022-02-28,3.58485
2022-03-01,1.89159
2022-03-02,3.25478
2022-03-03,2.54432
2022-03-04,2.50584
2022-03-05,1.10121
2022-03-06,1.14413
2022-03-07,2.77522
2022-03-08,2.37411
2022-03-09,1.07012
2022-03-10,2.7767
2022-03-11,2.80631
2022-03-12,1.3173
2022-03-13,1.12785
2022-03-14,3.14229
2022-03-15,2.78706
2022-03-16,2.69382
2022-03-17,2.60501
2022-03-18,2.31195
2022-03-19,1.09381
2022-03-20,1.08936
2022-03-21,2.79891
2022-03-22,2.64497
2022-03-23,2.64941
2022-03-24,2.35339
2022-03-25,2.72194
2022-03-26,1.32026
2022-03-27,1.06272
2022-03-28,2.87587
2022-03-29,2.22462
2022-03-30,2.23646
2022-03-31,2.44664
2022-04-01,2.14913
2022-04-02,1.00796
2022-04-03,1.01092
2022-04-04,2.31491
2022-04-05,2.494
2022-04-06,2.16393
2022-04-07,1.85755
2022-04-08,1.9508
2022-04-09,1.042
2022-04-10,1.00944
2022-04-11,2.64793
2022-04-12,2.39927
2022-04-13,2.51916
2022-04-14,2.51176
2022-04-15,2.68494
2022-04-16,1.30842
2022-04-17,1.20333
2022-04-18,3.02684
2022-04-19,2.531
2022-04-20,2.60501
2022-04-21,2.61093
2022-04-22,2.58281
2022-04-23,1.25662
2022-04-24,1.15893
2022-04-25,3.57153
2022-04-26,3.19706
2022-04-27,2.54432
2022-04-28,2.22906
2022-04-29,2.34007
2022-04-30,1.21221
2022-05-01,1.14857
2022-05-02,2.70418
2022-05-03,2.69678
2022-05-04,2.80927
2022-05-05,1.33655
2022-05-06,2.61389
2022-05-07,1.2285
2022-05-08,0.92507
2022-05-09,3.29623
2022-05-10,3.02684
2022-05-11,2.95284
2022-05-12,3.0002
2022-05-13,2.61241
2022-05-14,1.36319
2022-05-15,1.34691
2022-05-16,3.9312
2022-05-17,3.425
2022-05-18,3.00464
2022-05-19,2.65681
2022-05-20,2.64497
2022-05-21,1.33358
2022-05-22,1.2581
2022-05-23,3.14821
2022-05-24,3.29919
2022-05-25,3.48716
2022-05-26,3.13489
2022-05-27,2.72194
2022-05-28,1.20185
2022-05-29,1.14561
2022-05-30,2.85071
2022-05-31,2.78558
2022-06-01,1.69177
2022-06-02,2.40667
2022-06-03,2.18021
2022-06-04,1.20185
2022-06-05,0.90731
2022-06-06,1.22702
2022-06-07,2.82851
2022-06-08,2.52952
2022-06-09,2.45848
2022-06-10,2.28382
2022-06-11,1.16633
2022-06-12,1.05828
2022-06-13,3.08161
2022-06-14,2.80039
2022-06-15,2.91288
2022-06-16,2.37263
2022-06-17,2.28826
2022-06-18,1.06272
2022-06-19,0.94135
2022-06-20,3.04165
2022-06-21,2.72342
2022-06-22,2.44664
2022-06-23,2.39335
2022-06-24,2.32971
2022-06-25,1.17225
2022-06-26,1.05236
2022-06-27,3.31991
2022-06-28,2.7249
2022-06-29,2.59021
2022-06-30,2.74858
2022-07-01,2.51028
2022-07-02,1.21518
2022-07-03,1.09529
2022-07-04,2.70714
2022-07-05,2.99576
2022-07-06,2.45108
2022-07-07,2.39039
2022-07-08,2.34451
2022-07-09,1.2211
2022-07-10,1.16041
2022-07-11,2.84775
2022-07-12,2.75302
2022-07-13,2.94248
2022-07-14,2.84479
2022-07-15,2.80335
2022-07-16,1.13969
2022-07-17,1.2581
2022-07-18,3.12157
2022-07-19,2.86847
2022-07-20,3.07125
2022-07-21,2.91732
2022-07-22,2.6953
2022-07-23,1.39427
2022-07-24,1.43127
2022-07-25,4.07921
2022-07-26,3.27254
2022-07-27,2.72786
2022-07-28,2.33563
2022-07-29,2.26606
2022-07-30,1.34987
2022-07-31,1.21518
2022-08-01,3.15413
2022-08-02,2.61981
2022-08-03,2.28974
2022-08-04,2.01888
2022-08-05,2.30306
2022-08-06,1.29362
2022-08-07,1.05828
2022-08-08,2.29122
2022-08-09,2.20094
2022-08-10,2.65089
2022-08-11,2.29714
2022-08-12,2.2705
2022-08-13,2.75746
2022-08-14,4.38856
2022-08-15,3.37467
2022-08-16,13.65708
2022-08-17,6.48885
2022-08-18,5.19966
2022-08-19,4.91844
2022-08-20,2.38595
2022-08-21,2.17873
2022-08-22,5.54601
2022-08-23,4.99245
2022-08-24,4.57653
2022-08-25,5.3906
2022-08-26,4.22426
2022-08-27,1.83979
2022-08-28,1.7125
2022-08-29,3.57745
2022-08-30,3.15413
2022-08-31,3.4324
2022-09-01,3.30511
2022-09-02,2.78114
2022-09-03,1.52452
2022-09-04,1.25514
2022-09-05,3.57449
2022-09-06,3.24738
2022-09-07,2.60945
2022-09-08,2.73674
2022-09-09,1.09973
2022-09-10,0.8259
2022-09-11,0.96651
2022-09-12,1.48308
2022-09-13,4.1473
2022-09-14,3.73286
2022-09-15,3.43092
2022-09-16,2.97356
2022-09-17,1.46236
2022-09-18,1.27882
2022-09-19,3.49604
2022-09-20,3.52269
2022-09-21,3.29327
2022-09-22,2.9854
2022-09-23,3.0224
2022-09-24,1.65773
2022-09-25,1.53784
2022-09-26,4.07625
2022-09-27,3.47088
2022-09-28,2.74858
2022-09-29,2.5384
2022-09-30,2.64793
2022-10-01,1.12933
2022-10-02,0.90731
2022-10-03,1.30842
2022-10-04,2.85811
2022-10-05,2.38447
2022-10-06,2.08105
2022-10-07,2.09141
2022-10-08,0.98872
2022-10-09,0.88067
2022-10-10,1.079
2022-10-11,2.5014
2022-10-12,2.58577
2022-10-13,2.17133
2022-10-14,1.98928
2022-10-15,1.51564
2022-10-16,1.14709
2022-10-17,2.77078
2022-10-18,2.09881
2022-10-19,1.87679
2022-10-20,1.92267
2022-10-21,1.83831
2022-10-22,1.03164
2022-10-23,0.91175
2022-10-24,2.48512
2022-10-25,2.95432
2022-10-26,2.25866
2022-10-27,1.96412
2022-10-28,1.7199
2022-10-29,0.90879
2022-10-30,0.74894
2022-10-31,2.15357
2022-11-01,2.2409
2022-11-02,1.83683
2022-11-03,1.8161
2022-11-04,1.47272
2022-11-05,0.88807
2022-11-06,0.89991
2022-11-07,1.86051
2022-11-08,1.8013
2022-11-09,1.68733
2022-11-10,1.7939
2022-11-11,1.61925
2022-11-12,0.89547
2022-11-13,0.83034
2022-11-14,1.88567
2022-11-15,2.43924
2022-11-16,2.14173
2022-11-17,1.93155
2022-11-18,1.70214
2022-11-19,0.96651
2022-11-20,0.79334
2022-11-21,2.17133
2022-11-22,2.0174
2022-11-23,1.66365
2022-11-24,1.86643
2022-11-25,2.11065
2022-11-26,0.94579
2022-11-27,0.83034
2022-11-28,2.17577
2022-11-29,2.11361
2022-11-30,1.89603
2022-12-01,1.99816
2022-12-02,1.68733
2022-12-03,0.8333
2022-12-04,0.80222
2022-12-05,2.38003
2022-12-06,1.81758
2022-12-07,1.75542
2022-12-08,1.78354
2022-12-09,1.65625
2022-12-10,1.06568
2022-12-11,0.95319
2022-12-12,2.37559
2022-12-13,2.26162
2022-12-14,1.95968
2022-12-15,2.0544
2022-12-16,1.80426
2022-12-17,0.89991
2022-12-18,0.88067
2022-12-19,1.99964
2022-12-20,2.00408
2022-12-21,1.75394
2022-12-22,1.82647
2022-12-23,1.81462
2022-12-24,1.0272
2022-12-25,0.99908
2022-12-26,2.5014
2022-12-27,2.34747
2022-12-28,1.62665
2022-12-29,1.62961
2022-12-30,1.51268
2022-12-31,1.02424
2023-01-01,0.92359
2023-01-02,2.46736
2023-01-03,2.33563
2023-01-04,2.42295
2023-01-05,2.02924
2023-01-06,1.81314
2023-01-07,0.91471
2023-01-08,0.94875
2023-01-09,2.17133
2023-01-10,2.5014
2023-01-11,2.66569
2023-01-12,2.16689
2023-01-13,2.24534
2023-01-14,1.26994
2023-01-15,1.27142
2023-01-16,3.04757
2023-01-17,2.7323
2023-01-18,2.45552
2023-01-19,1.9878
2023-01-20,1.97448
2023-01-21,0.86143
2023-01-22,0.595
2023-01-23,0.92655
2023-01-24,1.21666
2023-01-25,3.68846
2023-01-26,3.19854
2023-01-27,2.69678
2023-01-28,1.22998
2023-01-29,1.0864
2023-01-30,2.21722
2023-01-31,2.50436
2023-02-01,2.28086
2023-02-02,1.82943
2023-02-03,1.91971
2023-02-04,1.08344
2023-02-05,0.93395
2023-02-06,2.13433
2023-02-07,2.26162
2023-02-08,1.81166
2023-02-09,1.84423
2023-02-10,2.12989
2023-02-11,1.17965
2023-02-12,0.9976
2023-02-13,2.4644
2023-02-14,2.40667
2023-02-15,2.10325
2023-02-16,1.96412
2023-02-17,1.84423
2023-02-18,1.03608
2023-02-19,0.88807
2023-02-20,2.29862
2023-02-21,2.5014
2023-02-22,2.04552
2023-02-23,1.91231
2023-02-24,1.89307
2023-02-25,1.0494
2023-02-26,0.99168
2023-02-27,2.69678
2023-02-28,2.58133
2023-03-01,1.41795
2023-03-02,2.26902
2023-03-03,1.70658
2023-03-04,0.93543
2023-03-05,0.90583
2023-03-06,2.18614
2023-03-07,1.95968
2023-03-08,1.71694
2023-03-09,1.53636
2023-03-10,1.62813
2023-03-11,0.92063
2023-03-12,0.85255
2023-03-13,1.97448
2023-03-14,1.82943
2023-03-15,1.72138
2023-03-16,1.74654
2023-03-17,1.55708
2023-03-18,0.76374
2023-03-19,0.83182
2023-03-20,1.95376
2023-03-21,1.75394
2023-03-22,1.72286
2023-03-23,1.57336
2023-03-24,1.50528
2023-03-25,0.87031
2023-03-26,0.8481
2023-03-27,2.12989
2023-03-28,1.7051
2023-03-29,1.43423
2023-03-30,1.40611
2023-03-31,1.4742
2023-04-01,0.9754
2023-04-02,0.85847
2023-04-03,1.91675
2023-04-04,1.47124
2023-04-05,1.64441
2023-04-06,1.49788
2023-04-07,1.28622
2023-04-08,0.79482
2023-04-09,0.77706
2023-04-10,1.8087
2023-04-11,1.69621
2023-04-12,1.59557
2023-04-13,1.40315
2023-04-14,1.62073
2023-04-15,0.90731
2023-04-16,0.79778
2023-04-17,1.89455
2023-04-18,1.9508
2023-04-19,1.45347
2023-04-20,1.48308
2023-04-21,1.66513
2023-04-22,0.79926
2023-04-23,0.72081
2023-04-24,1.94932
2023-04-25,2.22314
2023-04-26,1.9434
2023-04-27,1.65477
2023-04-28,1.45051
2023-04-29,0.84959
2023-04-30,0.8481
2023-05-01,1.37207
2023-05-02,2.11065
2023-05-03,1.87087
2023-05-04,1.76134
2023-05-05,1.03312
2023-05-06,0.82294
2023-05-07,0.85107
2023-05-08,2.20686
2023-05-09,2.80927
2023-05-10,2.23498
2023-05-11,2.05736
2023-05-12,1.63997
2023-05-13,0.80962
2023-05-14,0.8037
2023-05-15,2.31639
2023-05-16,2.26754
2023-05-17,1.93599
2023-05-18,1.90639
2023-05-19,1.7347
2023-05-20,0.89103
2023-05-21,0.71785
2023-05-22,2.20834
2023-05-23,1.86051
2023-05-24,1.86495
2023-05-25,2.12545
2023-05-26,1.87679
2023-05-27,0.92063
2023-05-28,0.77854
