date,미래에셋ETF
2023-06-12,17.5862
2023-06-13,16.03448
2023-06-14,12.75862
2023-06-15,6.89655
2023-06-16,8.27586
2023-06-17,6.03448
2023-06-18,4.48275
2023-06-19,8.96551
2023-06-20,16.20689
2023-06-21,14.13793
2023-06-22,6.55172
2023-06-23,6.89655
2023-06-24,3.44827
2023-06-25,5.86206
2023-06-26,13.10344
2023-06-27,8.44827
2023-06-28,12.41379
2023-06-29,15.86206
2023-06-30,15.0
2023-07-01,11.55172
2023-07-02,10.0
2023-07-03,16.55172
2023-07-04,22.5862
2023-07-05,26.03448
2023-07-06,16.20689
2023-07-07,11.55172
2023-07-08,9.82758
2023-07-09,17.41379
2023-07-10,27.41379
2023-07-11,34.82758
2023-07-12,37.24137
2023-07-13,76.37931
2023-07-14,37.5862
2023-07-15,13.62068
2023-07-16,18.27586
2023-07-17,21.55172
2023-07-18,27.24137
2023-07-19,24.31034
2023-07-20,26.55172
2023-07-21,23.96551
2023-07-22,17.24137
2023-07-23,23.96551
2023-07-24,27.75862
2023-07-25,31.89655
2023-07-26,29.82758
2023-07-27,19.48275
2023-07-28,21.03448
2023-07-29,17.93103
2023-07-30,11.20689
2023-07-31,17.41379
2023-08-01,24.65517
2023-08-02,24.31034
2023-08-03,17.41379
2023-08-04,13.10344
2023-08-05,24.13793
2023-08-06,20.0
2023-08-07,16.72413
2023-08-08,15.17241
2023-08-09,17.75862
2023-08-10,60.86206
2023-08-11,35.68965
2023-08-12,21.89655
2023-08-13,19.48275
2023-08-14,20.68965
2023-08-15,10.86206
2023-08-16,12.93103
2023-08-17,14.31034
2023-08-18,9.48275
2023-08-19,6.37931
2023-08-20,7.41379
2023-08-21,10.0
2023-08-22,13.44827
2023-08-23,12.41379
2023-08-24,9.82758
2023-08-25,12.06896
2023-08-26,6.20689
2023-08-27,5.17241
2023-08-28,9.82758
2023-08-29,15.68965
2023-08-30,15.68965
2023-08-31,16.37931
2023-09-01,11.20689
2023-09-02,5.0
2023-09-03,4.65517
2023-09-04,10.34482
2023-09-05,13.62068
2023-09-06,9.65517
2023-09-07,8.96551
2023-09-08,9.13793
2023-09-09,4.65517
2023-09-10,5.34482
2023-09-11,12.06896
2023-09-12,9.48275
2023-09-13,10.17241
2023-09-14,8.27586
2023-09-15,9.65517
2023-09-16,4.82758
2023-09-17,5.51724
2023-09-18,8.44827
2023-09-19,8.7931
2023-09-20,8.96551
2023-09-21,6.89655
2023-09-22,7.75862
2023-09-23,2.41379
2023-09-24,2.06896
2023-09-25,8.44827
2023-09-26,6.89655
2023-09-27,6.89655
2023-09-28,1.03448
2023-09-29,1.37931
2023-09-30,2.06896
2023-10-01,2.41379
2023-10-02,3.96551
2023-10-03,1.37931
2023-10-04,5.34482
2023-10-05,7.06896
2023-10-06,5.86206
2023-10-07,1.89655
2023-10-08,0.86206
2023-10-09,3.44827
2023-10-10,5.17241
2023-10-11,4.82758
2023-10-12,5.51724
2023-10-13,3.44827
2023-10-14,1.89655
2023-10-15,1.20689
2023-10-16,5.68965
2023-10-17,5.68965
2023-10-18,5.51724
2023-10-19,6.03448
2023-10-20,6.37931
2023-10-21,3.10344
2023-10-22,3.10344
2023-10-23,5.17241
2023-10-24,5.17241
2023-10-25,4.31034
2023-10-26,5.34482
2023-10-27,6.20689
2023-10-28,2.06896
2023-10-29,2.06896
2023-10-30,5.86206
2023-10-31,5.34482
2023-11-01,7.24137
2023-11-02,7.93103
2023-11-03,4.48275
2023-11-04,1.20689
2023-11-05,2.41379
2023-11-06,6.03448
2023-11-07,8.62068
2023-11-08,6.55172
2023-11-09,4.48275
2023-11-10,5.17241
2023-11-11,2.75862
2023-11-12,4.48275
2023-11-13,4.13793
2023-11-14,5.34482
2023-11-15,5.86206
2023-11-16,5.0
2023-11-17,7.75862
2023-11-18,3.44827
2023-11-19,4.65517
2023-11-20,6.03448
2023-11-21,8.96551
2023-11-22,7.93103
2023-11-23,7.06896
2023-11-24,4.13793
2023-11-25,2.93103
2023-11-26,2.75862
2023-11-27,4.82758
2023-11-28,11.55172
2023-11-29,7.41379
2023-11-30,9.31034
2023-12-01,6.55172
2023-12-02,3.44827
2023-12-03,5.0
2023-12-04,10.86206
2023-12-05,6.37931
2023-12-06,5.86206
2023-12-07,8.10344
2023-12-08,9.13793
2023-12-09,4.82758
2023-12-10,4.48275
2023-12-11,6.37931
2023-12-12,10.0
2023-12-13,7.41379
2023-12-14,6.89655
2023-12-15,10.17241
2023-12-16,3.44827
2023-12-17,5.17241
2023-12-18,7.41379
2023-12-19,8.62068
2023-12-20,9.82758
2023-12-21,7.5862
2023-12-22,9.48275
2023-12-23,3.27586
2023-12-24,4.65517
2023-12-25,6.03448
2023-12-26,10.51724
2023-12-27,12.93103
2023-12-28,11.55172
2023-12-29,8.7931
2023-12-30,4.48275
2023-12-31,5.17241
2024-01-01,7.41379
2024-01-02,13.10344
2024-01-03,12.06896
2024-01-04,10.86206
2024-01-05,8.7931
2024-01-06,5.86206
2024-01-07,5.34482
2024-01-08,8.7931
2024-01-09,11.89655
2024-01-10,10.51724
2024-01-11,10.68965
2024-01-12,11.37931
2024-01-13,5.51724
2024-01-14,8.62068
2024-01-15,14.48275
2024-01-16,14.31034
2024-01-17,11.03448
2024-01-18,12.24137
2024-01-19,11.03448
2024-01-20,8.10344
2024-01-21,8.27586
2024-01-22,14.82758
2024-01-23,16.89655
2024-01-24,20.0
2024-01-25,12.5862
2024-01-26,10.34482
2024-01-27,8.44827
2024-01-28,8.7931
2024-01-29,11.55172
2024-01-30,12.75862
2024-01-31,11.37931
2024-02-01,15.34482
2024-02-02,19.31034
2024-02-03,8.44827
2024-02-04,8.44827
2024-02-05,14.82758
2024-02-06,13.27586
2024-02-07,16.55172
2024-02-08,12.93103
2024-02-09,7.24137
2024-02-10,6.20689
2024-02-11,4.65517
2024-02-12,8.10344
2024-02-13,19.65517
2024-02-14,13.10344
2024-02-15,16.72413
2024-02-16,13.10344
2024-02-17,4.82758
2024-02-18,8.27586
2024-02-19,13.27586
2024-02-20,16.55172
2024-02-21,12.75862
2024-02-22,15.34482
2024-02-23,17.75862
2024-02-24,8.27586
2024-02-25,11.55172
2024-02-26,14.13793
2024-02-27,19.31034
2024-02-28,18.96551
2024-02-29,17.5862
2024-03-01,12.41379
2024-03-02,8.7931
2024-03-03,9.13793
2024-03-04,17.24137
2024-03-05,19.31034
2024-03-06,15.34482
2024-03-07,12.24137
2024-03-08,17.06896
2024-03-09,8.27586
2024-03-10,8.10344
2024-03-11,15.0
2024-03-12,14.65517
2024-03-13,13.27586
2024-03-14,17.5862
2024-03-15,10.51724
2024-03-16,4.82758
2024-03-17,7.24137
2024-03-18,16.37931
2024-03-19,12.93103
2024-03-20,13.10344
