date,환전수수료무료
2022-08-30,1.53374
2022-09-02,1.53374
2022-09-05,1.84049
2022-09-07,1.53374
2022-09-12,1.53374
2022-09-14,1.53374
2022-09-15,1.53374
2022-09-16,2.76073
2022-09-18,1.53374
2022-09-19,1.53374
2022-09-20,2.14723
2022-09-22,1.53374
2022-09-25,3.06748
2022-09-26,6.44171
2022-09-27,2.76073
2022-09-28,3.98773
2022-09-29,4.29447
2022-10-04,1.53374
2022-10-05,5.52147
2022-10-06,2.76073
2022-10-07,2.14723
2022-10-11,3.06748
2022-10-12,2.76073
2022-10-13,1.84049
2022-10-14,7.97546
2022-10-15,3.98773
2022-10-16,4.29447
2022-10-17,3.37423
2022-10-19,16.56441
2022-10-20,18.4049
2022-10-21,18.4049
2022-10-22,7.66871
2022-10-23,1.84049
2022-10-24,7.66871
2022-10-25,19.93865
2022-10-26,16.25766
2022-10-27,15.03067
2022-10-28,16.25766
2022-10-29,7.05521
2022-10-30,5.52147
2022-10-31,21.16564
2022-11-01,15.64417
2022-11-02,8.8957
2022-11-03,16.87116
2022-11-04,18.71165
2022-11-05,3.68098
2022-11-06,4.60122
2022-11-07,13.19018
2022-11-08,37.42331
2022-11-09,47.23926
2022-11-10,23.61963
2022-11-11,12.26993
2022-11-12,4.60122
2022-11-13,6.44171
2022-11-14,13.19018
2022-11-15,12.88343
2022-11-16,13.19018
2022-11-17,12.57668
2022-11-18,16.87116
2022-11-19,5.52147
2022-11-20,7.36196
2022-11-21,18.09815
2022-11-22,17.48466
2022-11-23,17.17791
2022-11-24,23.00613
2022-11-25,16.87116
2022-11-26,4.60122
2022-11-27,12.26993
2022-11-28,15.33742
2022-11-29,16.87116
2022-11-30,23.31288
2022-12-01,22.08588
2022-12-02,23.31288
2022-12-03,7.36196
2022-12-04,15.03067
2022-12-05,27.91411
2022-12-06,16.25766
2022-12-07,23.00613
2022-12-08,8.58895
2022-12-09,19.93865
2022-12-10,10.42944
2022-12-11,21.77914
2022-12-12,26.99386
2022-12-13,30.67484
2022-12-14,25.76687
2022-12-15,24.84662
2022-12-16,25.15337
2022-12-17,14.11042
2022-12-18,20.55214
2022-12-19,31.90184
2022-12-20,43.55828
2022-12-21,45.39877
2022-12-22,38.34355
2022-12-23,33.74233
2022-12-24,15.03067
2022-12-25,18.09815
2022-12-26,37.73006
2022-12-27,42.63803
2022-12-28,45.39877
2022-12-29,35.88957
2022-12-30,34.35582
2022-12-31,15.03067
2023-01-01,16.25766
2023-01-02,45.09202
2023-01-03,44.17177
2023-01-04,46.62576
2023-01-05,42.33128
2023-01-06,50.0
2023-01-07,28.22085
2023-01-08,24.53987
2023-01-09,56.44171
2023-01-10,66.56441
2023-01-11,50.92024
2023-01-12,33.12883
2023-01-13,40.18404
2023-01-14,19.32515
2023-01-15,30.67484
2023-01-16,39.8773
2023-01-17,43.86503
2023-01-18,50.30674
2023-01-19,44.17177
2023-01-20,33.43558
2023-01-21,22.08588
2023-01-22,19.93865
2023-01-23,26.99386
2023-01-24,36.80981
2023-01-25,53.98773
2023-01-26,46.93251
2023-01-27,39.2638
2023-01-28,23.92638
2023-01-29,25.46012
2023-01-30,47.23926
2023-01-31,47.23926
2023-02-01,48.1595
2023-02-02,36.80981
2023-02-03,35.58282
2023-02-04,22.39263
2023-02-05,26.38036
2023-02-06,50.61349
2023-02-07,37.73006
2023-02-08,43.55828
2023-02-09,38.0368
2023-02-10,35.88957
2023-02-11,19.93865
2023-02-12,25.46012
2023-02-13,39.2638
2023-02-14,36.50306
2023-02-15,36.50306
2023-02-16,40.18404
2023-02-17,36.80981
2023-02-18,15.95092
2023-02-19,21.16564
2023-02-20,31.59509
2023-02-21,32.20858
2023-02-22,30.98159
2023-02-23,36.50306
2023-02-24,28.22085
2023-02-25,11.04294
2023-02-26,23.00613
2023-02-27,29.7546
2023-02-28,24.53987
2023-03-01,19.32515
2023-03-02,24.53987
2023-03-03,26.07361
2023-03-04,19.6319
2023-03-05,17.17791
2023-03-06,20.24539
2023-03-07,25.76687
2023-03-08,24.84662
2023-03-09,23.31288
2023-03-10,24.84662
2023-03-11,9.5092
2023-03-12,16.56441
2023-03-13,40.18404
2023-03-14,29.7546
2023-03-15,21.47239
2023-03-16,20.85889
2023-03-17,18.4049
2023-03-18,7.97546
2023-03-19,11.65644
2023-03-20,24.53987
2023-03-21,23.92638
2023-03-22,29.7546
2023-03-23,31.59509
2023-03-24,24.23312
2023-03-25,6.74846
2023-03-26,12.26993
2023-03-27,24.53987
2023-03-28,22.69938
2023-03-29,24.23312
2023-03-30,18.4049
2023-03-31,23.92638
2023-04-01,12.88343
2023-04-02,10.73619
2023-04-03,28.5276
2023-04-04,23.61963
2023-04-05,26.68711
2023-04-06,25.76687
2023-04-07,16.56441
2023-04-08,7.36196
2023-04-09,12.57668
2023-04-10,30.36809
2023-04-11,36.19631
2023-04-12,23.00613
2023-04-13,30.67484
2023-04-14,25.15337
2023-04-15,9.20245
2023-04-16,13.49693
2023-04-17,31.59509
2023-04-18,28.83435
2023-04-19,21.77914
2023-04-20,19.32515
2023-04-21,15.03067
2023-04-22,9.81595
2023-04-23,11.04294
2023-04-24,23.61963
2023-04-25,28.5276
2023-04-26,22.69938
2023-04-27,20.55214
2023-04-28,22.08588
2023-04-29,11.96319
2023-04-30,12.26993
2023-05-01,23.61963
2023-05-02,21.77914
2023-05-03,24.84662
2023-05-04,23.61963
2023-05-05,11.65644
2023-05-06,8.58895
2023-05-07,19.93865
2023-05-08,27.91411
2023-05-09,23.31288
2023-05-10,25.76687
2023-05-11,24.53987
2023-05-12,21.77914
2023-05-13,11.34969
2023-05-14,11.34969
2023-05-15,27.60736
2023-05-16,22.69938
2023-05-17,25.76687
2023-05-18,27.91411
2023-05-19,24.84662
2023-05-20,13.49693
2023-05-21,14.72392
2023-05-22,43.55828
2023-05-23,37.73006
2023-05-24,29.7546
2023-05-25,28.22085
2023-05-26,26.38036
2023-05-27,13.80368
2023-05-28,14.41717
2023-05-29,19.6319
2023-05-30,38.95705
2023-05-31,30.67484
2023-06-01,27.60736
2023-06-02,25.76687
2023-06-03,15.33742
2023-06-04,19.0184
2023-06-05,42.63803
2023-06-06,22.69938
2023-06-07,38.95705
2023-06-08,57.66871
2023-06-09,59.20245
2023-06-10,28.83435
2023-06-11,27.30061
2023-06-12,57.66871
2023-06-13,71.16564
2023-06-14,69.93865
2023-06-15,65.95092
2023-06-16,71.16564
2023-06-17,31.59509
2023-06-18,43.86503
2023-06-19,84.04907
2023-06-20,86.19631
2023-06-21,55.52147
2023-06-22,56.13496
2023-06-23,42.94478
2023-06-24,20.85889
2023-06-25,26.38036
2023-06-26,56.44171
2023-06-27,54.29447
2023-06-28,36.80981
2023-06-29,39.8773
2023-06-30,31.59509
2023-07-01,11.96319
2023-07-02,24.23312
2023-07-03,47.54601
2023-07-04,70.55214
2023-07-05,55.21472
2023-07-06,41.71779
2023-07-07,28.83435
2023-07-08,15.64417
2023-07-09,23.92638
2023-07-10,39.57055
2023-07-11,33.74233
2023-07-12,37.42331
2023-07-13,49.3865
2023-07-14,36.80981
2023-07-15,26.07361
2023-07-16,31.28834
2023-07-17,42.94478
2023-07-18,35.58282
2023-07-19,37.73006
2023-07-20,42.94478
2023-07-21,32.82208
2023-07-22,17.79141
2023-07-23,20.55214
2023-07-24,41.41104
2023-07-25,38.0368
2023-07-26,27.30061
2023-07-27,34.35582
2023-07-28,24.84662
2023-07-29,18.09815
2023-07-30,18.09815
2023-07-31,69.93865
2023-08-01,42.33128
2023-08-02,36.80981
2023-08-03,27.60736
2023-08-04,22.69938
2023-08-05,16.56441
2023-08-06,16.87116
2023-08-07,26.99386
2023-08-08,27.60736
2023-08-09,29.7546
2023-08-10,31.28834
2023-08-11,22.39263
2023-08-12,17.48466
2023-08-13,20.24539
2023-08-14,37.11656
2023-08-15,19.93865
2023-08-16,32.20858
2023-08-17,26.07361
2023-08-18,26.38036
2023-08-19,12.88343
2023-08-20,10.12269
2023-08-21,28.22085
2023-08-22,24.23312
2023-08-23,23.61963
2023-08-24,31.59509
2023-08-25,26.38036
2023-08-26,13.80368
2023-08-27,19.93865
2023-08-28,31.90184
2023-08-29,29.7546
2023-08-30,28.22085
2023-08-31,28.5276
2023-09-01,21.77914
2023-09-02,11.65644
2023-09-03,15.64417
2023-09-04,37.42331
2023-09-05,35.27607
2023-09-06,30.06134
2023-09-07,26.07361
2023-09-08,26.38036
2023-09-09,14.11042
2023-09-10,16.25766
2023-09-11,32.20858
2023-09-12,28.83435
2023-09-13,30.67484
2023-09-14,28.22085
2023-09-15,29.1411
2023-09-16,15.33742
2023-09-17,18.09815
2023-09-18,46.01226
2023-09-19,50.30674
2023-09-20,45.70552
2023-09-21,30.67484
2023-09-22,29.44785
2023-09-23,18.71165
2023-09-24,18.71165
2023-09-25,45.70552
2023-09-26,25.46012
2023-09-27,23.92638
2023-09-28,11.65644
2023-09-29,11.04294
2023-09-30,15.64417
2023-10-01,11.96319
2023-10-02,17.17791
2023-10-03,24.23312
2023-10-04,33.12883
2023-10-05,29.44785
2023-10-06,24.53987
2023-10-07,13.19018
2023-10-08,6.74846
2023-10-09,13.19018
2023-10-10,32.82208
2023-10-11,34.04907
2023-10-12,39.2638
2023-10-13,24.23312
2023-10-14,12.88343
2023-10-15,21.16564
2023-10-16,35.88957
2023-10-17,30.06134
2023-10-18,29.44785
2023-10-19,31.90184
2023-10-20,23.61963
2023-10-21,10.73619
2023-10-22,15.03067
2023-10-23,35.58282
2023-10-24,34.96932
2023-10-25,32.20858
2023-10-26,26.68711
2023-10-27,19.0184
2023-10-28,12.88343
2023-10-29,14.72392
2023-10-30,34.35582
2023-10-31,27.30061
2023-11-01,29.7546
2023-11-02,47.23926
2023-11-03,68.09815
2023-11-04,27.91411
2023-11-05,36.19631
2023-11-06,68.4049
2023-11-07,62.88343
2023-11-08,49.3865
2023-11-09,57.36196
2023-11-10,42.33128
2023-11-11,16.87116
2023-11-12,28.22085
2023-11-13,34.96932
2023-11-14,39.2638
2023-11-15,61.04294
2023-11-16,65.64417
2023-11-17,47.23926
2023-11-18,18.71165
2023-11-19,29.1411
2023-11-20,54.60122
2023-11-21,38.6503
2023-11-22,37.73006
2023-11-23,32.82208
2023-11-24,37.11656
2023-11-25,11.96319
2023-11-26,14.72392
2023-11-27,38.6503
2023-11-28,38.0368
2023-11-29,29.1411
2023-11-30,26.99386
2023-12-01,26.38036
2023-12-02,15.03067
2023-12-03,18.4049
2023-12-04,39.57055
2023-12-05,37.42331
2023-12-06,30.36809
2023-12-07,39.57055
2023-12-08,38.6503
2023-12-09,21.47239
2023-12-10,23.61963
2023-12-11,42.02453
2023-12-12,37.11656
2023-12-13,29.7546
2023-12-14,41.71779
2023-12-15,29.7546
2023-12-16,20.85889
2023-12-17,19.93865
2023-12-18,34.04907
2023-12-19,34.66257
2023-12-20,31.59509
2023-12-21,22.69938
2023-12-22,21.47239
2023-12-23,11.96319
2023-12-24,13.19018
2023-12-25,19.93865
2023-12-26,35.88957
2023-12-27,34.66257
2023-12-28,37.11656
2023-12-29,34.04907
2023-12-30,14.72392
2023-12-31,10.42944
2024-01-01,13.80368
2024-01-02,37.11656
2024-01-03,27.30061
2024-01-04,35.58282
2024-01-05,29.44785
2024-01-06,11.96319
2024-01-07,16.87116
2024-01-08,33.43558
2024-01-09,25.46012
2024-01-10,28.5276
2024-01-11,30.06134
2024-01-12,24.84662
2024-01-13,15.03067
2024-01-14,23.61963
2024-01-15,37.42331
2024-01-16,28.83435
2024-01-17,30.36809
2024-01-18,43.86503
2024-01-19,52.45398
2024-01-20,25.76687
2024-01-21,32.82208
2024-01-22,37.73006
2024-01-23,36.80981
2024-01-24,31.59509
2024-01-25,33.74233
2024-01-26,35.58282
2024-01-27,22.08588
2024-01-28,23.31288
2024-01-29,40.18404
2024-01-30,60.42944
2024-01-31,57.97546
2024-02-01,53.68098
2024-02-02,49.69325
2024-02-03,26.38036
2024-02-04,36.19631
2024-02-05,59.81595
2024-02-06,82.20858
2024-02-07,57.66871
2024-02-08,54.60122
2024-02-09,30.36809
2024-02-10,33.74233
2024-02-11,34.96932
2024-02-12,43.55828
2024-02-13,100.0
2024-02-14,91.71779
2024-02-15,69.32515
2024-02-16,60.42944
2024-02-17,33.12883
2024-02-18,40.18404
2024-02-19,69.0184
2024-02-20,56.13496
2024-02-21,59.20245
2024-02-22,64.72392
2024-02-23,54.60122
2024-02-24,26.68711
2024-02-25,38.0368
2024-02-26,76.68711
2024-02-27,61.65644
2024-02-28,53.68098
2024-02-29,45.39877
2024-03-01,25.76687
2024-03-02,23.31288
2024-03-03,31.28834
2024-03-04,44.47852
2024-03-05,48.773
2024-03-06,43.25153
2024-03-07,47.54601
2024-03-08,43.86503
2024-03-09,24.84662
2024-03-10,26.38036
2024-03-11,53.06748
2024-03-12,49.07975
2024-03-13,48.773
2024-03-14,36.50306
2024-03-15,34.35582
2024-03-16,17.79141
2024-03-17,26.07361
2024-03-18,44.47852
2024-03-19,63.19018
2024-03-20,56.13496
