date,천지창조그림
2021-02-07,3.26086
2021-02-08,2.71739
2021-02-20,3.26086
2021-02-21,3.80434
2021-02-24,2.71739
2021-02-25,5.43478
2021-03-02,3.80434
2021-03-03,3.80434
2021-03-05,2.71739
2021-03-08,3.80434
2021-03-14,3.26086
2021-03-16,2.71739
2021-03-19,3.80434
2021-03-20,5.97826
2021-03-22,4.34782
2021-03-29,2.71739
2021-03-31,3.80434
2021-04-02,2.71739
2021-04-06,2.71739
2021-04-07,3.26086
2021-04-08,5.43478
2021-04-11,3.26086
2021-04-14,5.43478
2021-04-15,2.71739
2021-04-16,3.26086
2021-04-19,2.71739
2021-04-20,7.06521
2021-04-21,2.71739
2021-04-25,7.06521
2021-04-30,2.71739
2021-05-06,3.80434
2021-05-07,5.97826
2021-05-13,4.34782
2021-05-18,4.34782
2021-05-24,7.06521
2021-05-27,3.26086
2021-05-31,6.52173
2021-06-08,4.8913
2021-06-15,4.34782
2021-06-22,2.71739
2021-06-25,3.80434
2021-06-27,2.71739
2021-07-01,3.26086
2021-07-04,3.26086
2021-07-06,3.26086
2021-07-07,3.26086
2021-07-08,3.26086
2021-07-17,5.97826
2021-07-19,3.80434
2021-07-25,2.71739
2021-08-15,3.26086
2021-08-19,3.26086
2021-08-21,3.80434
2021-08-23,2.71739
2021-08-30,4.8913
2021-09-03,3.80434
2021-09-05,2.71739
2021-09-06,3.80434
2021-09-08,4.34782
2021-09-09,2.71739
2021-09-14,3.26086
2021-09-24,4.34782
2021-09-26,3.26086
2021-09-27,5.97826
2021-09-29,3.26086
2021-10-03,3.80434
2021-10-05,3.26086
2021-10-06,3.26086
2021-10-07,2.71739
2021-10-14,10.32608
2021-10-18,3.80434
2021-10-24,2.71739
2021-10-25,2.71739
2021-10-29,2.71739
2021-11-01,3.26086
2021-11-03,2.71739
2021-11-04,2.71739
2021-11-08,2.71739
2021-11-10,2.71739
2021-11-11,2.71739
2021-11-12,2.71739
2021-11-15,2.71739
2021-11-16,2.71739
2021-11-19,2.71739
2021-11-23,4.8913
2021-11-24,3.26086
2021-11-26,4.34782
2021-11-30,3.26086
2021-12-02,5.43478
2021-12-03,2.71739
2021-12-06,3.80434
2021-12-11,3.26086
2021-12-12,2.71739
2021-12-21,3.26086
2021-12-23,2.71739
2021-12-26,2.71739
2021-12-28,3.26086
2022-01-01,4.8913
2022-01-02,4.34782
2022-01-06,5.43478
2022-01-07,7.06521
2022-01-08,7.60869
2022-01-09,3.26086
2022-01-10,4.34782
2022-01-12,3.26086
2022-01-13,2.71739
2022-01-17,3.80434
2022-01-18,7.60869
2022-01-27,2.71739
2022-01-28,3.26086
2022-01-29,3.26086
2022-02-01,2.71739
2022-02-04,3.80434
2022-02-05,3.26086
2022-02-06,2.71739
2022-02-11,4.34782
2022-02-12,3.26086
2022-02-14,3.26086
2022-02-16,3.26086
2022-02-19,2.71739
2022-02-20,3.26086
2022-02-21,4.34782
2022-02-23,3.26086
2022-02-24,3.26086
2022-02-26,2.71739
2022-03-01,4.34782
2022-03-05,3.26086
2022-03-06,5.97826
2022-03-08,4.8913
2022-03-12,3.80434
2022-03-13,5.97826
2022-03-14,3.80434
2022-03-20,3.26086
2022-03-22,4.34782
2022-03-23,11.41304
2022-03-24,3.26086
2022-03-26,3.26086
2022-03-29,3.80434
2022-03-30,2.71739
2022-03-31,7.06521
2022-04-01,3.26086
2022-04-04,4.8913
2022-04-05,2.71739
2022-04-06,3.80434
2022-04-07,4.8913
2022-04-08,2.71739
2022-04-10,3.80434
2022-04-11,2.71739
2022-04-14,7.06521
2022-04-16,2.71739
2022-04-18,3.26086
2022-04-20,4.8913
2022-04-23,5.97826
2022-04-24,4.8913
2022-04-26,6.52173
2022-04-29,2.71739
2022-05-01,3.26086
2022-05-02,4.8913
2022-05-03,2.71739
2022-05-07,5.43478
2022-05-09,4.34782
2022-05-10,3.80434
2022-05-11,4.8913
2022-05-13,5.43478
2022-05-15,3.26086
2022-05-17,9.7826
2022-05-18,9.23913
2022-05-19,3.26086
2022-05-20,6.52173
2022-05-23,3.80434
2022-05-24,4.34782
2022-05-25,3.26086
2022-05-26,4.34782
2022-05-28,5.43478
2022-05-30,2.71739
2022-05-31,2.71739
2022-06-02,5.43478
2022-06-04,4.34782
2022-06-09,7.60869
2022-06-10,7.06521
2022-06-11,3.80434
2022-06-13,2.71739
2022-06-14,2.71739
2022-06-17,3.26086
2022-06-19,4.34782
2022-06-20,4.34782
2022-06-21,3.26086
2022-06-24,3.26086
2022-06-26,4.34782
2022-06-27,2.71739
2022-06-30,3.80434
2022-07-01,9.7826
2022-07-03,5.43478
2022-07-04,5.97826
2022-07-05,2.71739
2022-07-07,2.71739
2022-07-08,7.06521
2022-07-09,6.52173
2022-07-10,4.34782
2022-07-12,4.8913
2022-07-13,2.71739
2022-07-14,2.71739
2022-07-16,3.26086
2022-07-21,2.71739
2022-07-22,5.97826
2022-07-24,2.71739
2022-07-27,4.34782
2022-07-29,3.80434
2022-07-30,6.52173
2022-08-01,2.71739
2022-08-02,5.43478
2022-08-03,4.34782
2022-08-06,2.71739
2022-08-09,2.71739
2022-08-13,2.71739
2022-08-14,4.8913
2022-08-15,3.26086
2022-08-16,5.43478
2022-08-17,2.71739
2022-08-18,5.43478
2022-08-20,4.34782
2022-08-22,2.71739
2022-08-23,6.52173
2022-08-24,7.60869
2022-08-25,3.80434
2022-08-26,3.80434
2022-08-27,5.43478
2022-08-28,2.71739
2022-08-30,7.06521
2022-08-31,4.8913
2022-09-01,4.34782
2022-09-02,10.32608
2022-09-03,5.43478
2022-09-05,2.71739
2022-09-06,3.80434
2022-09-08,2.71739
2022-09-09,3.26086
2022-09-13,4.34782
2022-09-19,3.26086
2022-09-20,3.26086
2022-09-21,2.71739
2022-09-23,3.26086
2022-09-24,7.06521
2022-09-25,2.71739
2022-09-26,3.26086
2022-09-27,10.32608
2022-09-28,6.52173
2022-09-29,4.8913
2022-09-30,18.47826
2022-10-01,14.13043
2022-10-02,37.5
2022-10-03,38.04347
2022-10-04,35.32608
2022-10-05,39.13043
2022-10-06,33.69565
2022-10-07,30.97826
2022-10-08,42.93478
2022-10-09,47.2826
2022-10-10,43.47826
2022-10-11,41.30434
2022-10-12,41.30434
2022-10-13,32.60869
2022-10-14,32.06521
2022-10-15,45.10869
2022-10-16,36.95652
2022-10-17,36.41304
2022-10-18,37.5
2022-10-19,38.58695
2022-10-20,35.86956
2022-10-21,42.93478
2022-10-22,45.10869
2022-10-23,46.19565
2022-10-24,33.69565
2022-10-25,50.0
2022-10-26,43.47826
2022-10-27,46.73913
2022-10-28,36.41304
2022-10-29,30.43478
2022-10-30,39.67391
2022-10-31,33.69565
2022-11-01,43.47826
2022-11-02,35.86956
2022-11-03,48.91304
2022-11-04,40.21739
2022-11-05,60.86956
2022-11-06,60.86956
2022-11-07,41.30434
2022-11-08,41.30434
2022-11-09,41.84782
2022-11-10,38.04347
2022-11-11,34.7826
2022-11-12,35.86956
2022-11-13,41.84782
2022-11-14,39.13043
2022-11-15,48.36956
2022-11-16,36.95652
2022-11-17,38.04347
2022-11-18,45.65217
2022-11-19,34.23913
2022-11-20,62.5
2022-11-21,32.60869
2022-11-22,35.86956
2022-11-23,44.02173
2022-11-24,28.26086
2022-11-25,38.04347
2022-11-26,25.0
2022-11-27,40.21739
2022-11-28,36.95652
2022-11-29,31.52173
2022-11-30,31.52173
2022-12-01,30.43478
2022-12-02,28.80434
2022-12-03,29.8913
2022-12-04,33.69565
2022-12-05,29.8913
2022-12-06,29.8913
2022-12-07,39.67391
2022-12-08,35.32608
2022-12-09,29.8913
2022-12-10,35.86956
2022-12-11,31.52173
2022-12-12,33.15217
2022-12-13,24.45652
2022-12-14,21.19565
2022-12-15,28.80434
2022-12-16,29.34782
2022-12-17,27.71739
2022-12-18,26.08695
2022-12-19,28.80434
2022-12-20,36.41304
2022-12-21,25.0
2022-12-22,25.0
2022-12-23,30.97826
2022-12-24,30.43478
2022-12-25,42.93478
2022-12-26,27.17391
2022-12-27,26.63043
2022-12-28,36.95652
2022-12-29,31.52173
2022-12-30,30.97826
2022-12-31,30.43478
2023-01-01,44.02173
2023-01-02,45.65217
2023-01-03,34.7826
2023-01-04,44.56521
2023-01-05,40.76086
2023-01-06,37.5
2023-01-07,36.41304
2023-01-08,41.30434
2023-01-09,30.97826
2023-01-10,33.15217
2023-01-11,29.8913
2023-01-12,32.06521
2023-01-13,29.34782
2023-01-14,48.91304
2023-01-15,36.95652
2023-01-16,14.13043
2023-01-17,23.91304
2023-01-18,20.65217
2023-01-19,17.3913
2023-01-20,22.2826
2023-01-21,27.71739
2023-01-22,16.30434
2023-01-23,33.69565
2023-01-24,35.32608
2023-01-25,16.84782
2023-01-26,25.0
2023-01-27,26.08695
2023-01-28,35.86956
2023-01-29,34.23913
2023-01-30,23.36956
2023-01-31,27.71739
2023-02-01,20.10869
2023-02-02,29.34782
2023-02-03,29.8913
2023-02-04,35.86956
2023-02-05,40.76086
2023-02-06,27.71739
2023-02-07,27.17391
2023-02-08,30.43478
2023-02-09,23.36956
2023-02-10,23.36956
2023-02-11,39.13043
2023-02-12,35.86956
2023-02-13,32.06521
2023-02-14,22.2826
2023-02-15,34.23913
2023-02-16,29.34782
2023-02-17,35.32608
2023-02-18,26.63043
2023-02-19,34.23913
2023-02-20,28.26086
2023-02-21,31.52173
2023-02-22,29.34782
2023-02-23,19.02173
2023-02-24,20.65217
2023-02-25,30.97826
2023-02-26,28.26086
2023-02-27,27.17391
2023-02-28,27.71739
2023-03-01,28.80434
2023-03-02,27.17391
2023-03-03,15.76086
2023-03-04,30.97826
2023-03-05,28.80434
2023-03-06,31.52173
2023-03-07,24.45652
2023-03-08,29.34782
2023-03-09,44.56521
2023-03-10,38.58695
2023-03-11,44.02173
2023-03-12,39.13043
2023-03-13,47.2826
2023-03-14,50.0
2023-03-15,44.02173
2023-03-16,59.7826
2023-03-17,43.47826
2023-03-18,41.84782
2023-03-19,54.8913
2023-03-20,37.5
2023-03-21,51.63043
2023-03-22,40.76086
2023-03-23,34.7826
2023-03-24,35.32608
2023-03-25,42.93478
2023-03-26,52.71739
2023-03-27,36.95652
2023-03-28,53.26086
2023-03-29,65.76086
2023-03-30,60.86956
2023-03-31,53.80434
2023-04-01,47.82608
2023-04-02,44.02173
2023-04-03,57.06521
2023-04-04,49.45652
2023-04-05,62.5
2023-04-06,58.15217
2023-04-07,57.60869
2023-04-08,48.91304
2023-04-09,51.08695
2023-04-10,63.04347
2023-04-11,60.86956
2023-04-12,52.71739
2023-04-13,64.67391
2023-04-14,65.76086
2023-04-15,67.93478
2023-04-16,63.58695
2023-04-17,53.26086
2023-04-18,54.8913
2023-04-19,60.32608
2023-04-20,63.04347
2023-04-21,51.63043
2023-04-22,53.80434
2023-04-23,58.15217
2023-04-24,61.95652
2023-04-25,68.47826
2023-04-26,65.76086
2023-04-27,59.23913
2023-04-28,57.06521
2023-04-29,55.43478
2023-04-30,60.86956
2023-05-01,58.15217
2023-05-02,61.95652
2023-05-03,61.41304
2023-05-04,65.21739
2023-05-05,78.80434
2023-05-06,98.91304
2023-05-07,99.45652
2023-05-08,70.65217
2023-05-09,75.0
2023-05-10,76.08695
2023-05-11,84.7826
2023-05-12,80.43478
2023-05-13,91.84782
2023-05-14,80.43478
2023-05-15,70.10869
2023-05-16,66.30434
2023-05-17,80.43478
2023-05-18,51.63043
2023-05-19,71.73913
2023-05-20,71.19565
2023-05-21,72.82608
2023-05-22,63.58695
2023-05-23,78.80434
2023-05-24,78.80434
2023-05-25,51.63043
2023-05-26,61.41304
2023-05-27,67.3913
2023-05-28,83.69565
2023-05-29,73.91304
2023-05-30,86.41304
2023-05-31,66.84782
2023-06-01,58.15217
2023-06-02,66.30434
2023-06-03,72.82608
2023-06-04,66.30434
2023-06-05,72.82608
2023-06-06,74.45652
2023-06-07,64.67391
2023-06-08,73.91304
2023-06-09,64.67391
2023-06-10,77.17391
2023-06-11,100.0
2023-06-12,88.58695
2023-06-13,67.93478
2023-06-14,63.04347
2023-06-15,65.21739
2023-06-16,50.54347
2023-06-17,66.84782
2023-06-18,50.0
2023-06-19,61.41304
2023-06-20,84.23913
2023-06-21,77.71739
2023-06-22,51.08695
2023-06-23,55.43478
2023-06-24,60.32608
2023-06-25,62.5
2023-06-26,49.45652
2023-06-27,55.43478
2023-06-28,85.86956
2023-06-29,55.97826
2023-06-30,48.36956
2023-07-01,55.43478
2023-07-02,67.93478
2023-07-03,57.06521
2023-07-04,61.41304
2023-07-05,55.97826
2023-07-06,44.56521
2023-07-07,48.36956
2023-07-08,60.86956
2023-07-09,67.93478
2023-07-10,54.34782
2023-07-11,59.23913
2023-07-12,60.86956
2023-07-13,55.43478
2023-07-14,59.23913
2023-07-15,71.73913
2023-07-16,71.73913
2023-07-17,63.04347
2023-07-18,69.02173
2023-07-19,45.65217
2023-07-20,59.7826
2023-07-21,59.7826
2023-07-22,58.15217
2023-07-23,69.56521
2023-07-24,63.04347
2023-07-25,62.5
2023-07-26,82.60869
2023-07-27,59.23913
2023-07-28,60.86956
2023-07-29,60.86956
2023-07-30,62.5
2023-07-31,70.10869
2023-08-01,65.76086
2023-08-02,58.15217
2023-08-03,59.7826
2023-08-04,47.82608
2023-08-05,58.15217
2023-08-06,80.43478
2023-08-07,65.76086
2023-08-08,82.60869
2023-08-09,63.04347
2023-08-10,46.73913
2023-08-11,69.02173
2023-08-12,85.86956
2023-08-13,64.13043
2023-08-14,77.17391
2023-08-15,58.15217
2023-08-16,66.30434
2023-08-17,71.19565
2023-08-18,61.95652
2023-08-19,63.04347
2023-08-20,74.45652
2023-08-21,64.13043
2023-08-22,78.80434
2023-08-23,63.04347
2023-08-24,76.08695
2023-08-25,77.71739
2023-08-26,46.73913
2023-08-27,72.2826
2023-08-28,53.26086
2023-08-29,70.10869
2023-08-30,60.86956
2023-08-31,63.58695
2023-09-01,65.76086
2023-09-02,70.10869
2023-09-03,71.73913
2023-09-04,53.80434
2023-09-05,78.80434
2023-09-06,64.67391
2023-09-07,64.67391
2023-09-08,49.45652
2023-09-09,54.8913
2023-09-10,58.15217
2023-09-11,57.06521
2023-09-12,50.54347
2023-09-13,57.60869
2023-09-14,64.67391
2023-09-15,59.7826
2023-09-16,58.69565
2023-09-17,78.26086
2023-09-18,57.60869
2023-09-19,53.80434
2023-09-20,52.71739
2023-09-21,52.71739
2023-09-22,52.17391
2023-09-23,41.30434
2023-09-24,45.10869
2023-09-25,47.82608
2023-09-26,41.30434
2023-09-27,70.65217
2023-09-28,64.13043
2023-09-29,49.45652
2023-09-30,79.8913
2023-10-01,48.91304
2023-10-02,43.47826
2023-10-03,81.52173
2023-10-04,44.56521
2023-10-05,52.17391
2023-10-06,66.30434
2023-10-07,36.41304
2023-10-08,45.65217
2023-10-09,57.60869
2023-10-10,57.60869
2023-10-11,53.26086
2023-10-12,65.21739
2023-10-13,65.76086
2023-10-14,54.34782
2023-10-15,64.67391
2023-10-16,56.52173
2023-10-17,61.95652
2023-10-18,46.73913
2023-10-19,42.3913
2023-10-20,51.63043
2023-10-21,47.2826
2023-10-22,39.67391
2023-10-23,48.36956
2023-10-24,49.45652
2023-10-25,41.84782
2023-10-26,54.34782
2023-10-27,52.17391
2023-10-28,41.84782
2023-10-29,40.76086
2023-10-30,55.43478
2023-10-31,57.06521
2023-11-01,47.82608
2023-11-02,59.23913
2023-11-03,51.08695
2023-11-04,42.93478
2023-11-05,50.0
2023-11-06,53.80434
2023-11-07,45.10869
2023-11-08,50.54347
2023-11-09,51.08695
2023-11-10,42.93478
2023-11-11,33.69565
2023-11-12,41.30434
2023-11-13,25.54347
2023-11-14,34.7826
2023-11-15,40.21739
2023-11-16,35.86956
2023-11-17,35.86956
2023-11-18,44.02173
2023-11-19,44.02173
2023-11-20,34.23913
2023-11-21,31.52173
2023-11-22,38.58695
2023-11-23,47.2826
2023-11-24,33.69565
2023-11-25,30.43478
2023-11-26,36.41304
2023-11-27,29.8913
2023-11-28,35.86956
2023-11-29,39.13043
2023-11-30,42.3913
2023-12-01,27.17391
2023-12-02,40.21739
2023-12-03,46.19565
2023-12-04,29.8913
2023-12-05,37.5
2023-12-06,37.5
2023-12-07,35.32608
2023-12-08,46.73913
2023-12-09,32.60869
2023-12-10,44.56521
2023-12-11,42.93478
2023-12-12,39.67391
2023-12-13,32.60869
2023-12-14,36.41304
2023-12-15,42.93478
2023-12-16,29.8913
2023-12-17,45.65217
2023-12-18,36.41304
2023-12-19,30.43478
2023-12-20,37.5
2023-12-21,38.58695
2023-12-22,30.97826
2023-12-23,36.95652
2023-12-24,57.06521
2023-12-25,57.60869
2023-12-26,37.5
2023-12-27,38.58695
2023-12-28,47.2826
2023-12-29,40.21739
2023-12-30,56.52173
2023-12-31,50.54347
2024-01-01,46.73913
2024-01-02,41.84782
2024-01-03,39.67391
2024-01-04,40.76086
2024-01-05,61.41304
2024-01-06,64.67391
2024-01-07,59.7826
2024-01-08,55.97826
2024-01-09,53.26086
2024-01-10,58.69565
2024-01-11,48.91304
2024-01-12,61.95652
2024-01-13,86.41304
2024-01-14,90.76086
2024-01-15,48.36956
2024-01-16,48.91304
2024-01-17,41.30434
2024-01-18,41.84782
2024-01-19,52.71739
2024-01-20,52.17391
2024-01-21,57.06521
2024-01-22,44.02173
2024-01-23,54.34782
2024-01-24,50.0
2024-01-25,38.58695
2024-01-26,62.5
2024-01-27,67.3913
2024-01-28,63.58695
2024-01-29,50.54347
2024-01-30,65.21739
2024-01-31,46.19565
2024-02-01,57.60869
2024-02-02,53.26086
2024-02-03,71.73913
2024-02-04,72.82608
2024-02-05,58.15217
2024-02-06,59.23913
2024-02-07,45.10869
2024-02-08,47.82608
2024-02-09,48.91304
2024-02-10,44.02173
2024-02-11,47.2826
2024-02-12,51.08695
2024-02-13,35.32608
2024-02-14,51.63043
2024-02-15,44.56521
2024-02-16,55.43478
2024-02-17,57.60869
2024-02-18,45.10869
2024-02-19,46.73913
2024-02-20,39.67391
2024-02-21,43.47826
2024-02-22,47.82608
2024-02-23,34.23913
2024-02-24,58.69565
2024-02-25,60.86956
2024-02-26,41.30434
2024-02-27,44.56521
2024-02-28,55.43478
2024-02-29,54.8913
2024-03-01,54.34782
2024-03-02,44.02173
2024-03-03,48.91304
2024-03-04,35.32608
2024-03-05,44.56521
2024-03-06,49.45652
2024-03-07,57.06521
2024-03-08,50.54347
2024-03-09,63.04347
2024-03-10,52.71739
2024-03-11,56.52173
2024-03-12,60.86956
2024-03-13,54.34782
2024-03-14,52.71739
2024-03-15,58.15217
2024-03-16,71.73913
2024-03-17,51.63043
2024-03-18,61.41304
2024-03-19,53.26086
2024-03-20,62.5
