date,AR
2020-06-15,51.84672
2020-06-16,58.77192
2020-06-17,55.771
2020-06-18,50.23084
2020-06-19,61.68051
2020-06-20,44.506
2020-06-21,40.53554
2020-06-22,60.61865
2020-06-23,60.57248
2020-06-24,58.26408
2020-06-25,56.69436
2020-06-26,57.34072
2020-06-27,34.34903
2020-06-28,37.07294
2020-06-29,57.84856
2020-06-30,52.07756
2020-07-01,51.98522
2020-07-02,53.6011
2020-07-03,45.52169
2020-07-04,29.27054
2020-07-05,34.5337
2020-07-06,46.49122
2020-07-07,45.56786
2020-07-08,48.70729
2020-07-09,54.80147
2020-07-10,44.13665
2020-07-11,29.22437
2020-07-12,31.53277
2020-07-13,46.9529
2020-07-14,50.277
2020-07-15,49.07663
2020-07-16,46.39889
2020-07-17,41.73591
2020-07-18,23.86888
2020-07-19,29.13204
2020-07-20,44.506
2020-07-21,48.33795
2020-07-22,49.30747
2020-07-23,41.04339
2020-07-24,39.88919
2020-07-25,28.39335
2020-07-26,28.99353
2020-07-27,60.80332
2020-07-28,71.46814
2020-07-29,60.15697
2020-07-30,47.55309
2020-07-31,42.19759
2020-08-01,27.51615
2020-08-02,30.42474
2020-08-03,78.94736
2020-08-04,59.04893
2020-08-05,45.01385
2020-08-06,46.90674
2020-08-07,40.58171
2020-08-08,31.16343
2020-08-09,33.70267
2020-08-10,45.19852
2020-08-11,46.58356
2020-08-12,53.4626
2020-08-13,47.41458
2020-08-14,40.07386
2020-08-15,30.00923
2020-08-16,28.76269
2020-08-17,29.59372
2020-08-18,43.3518
2020-08-19,40.53554
2020-08-20,40.72022
2020-08-21,40.44321
2020-08-22,30.74792
2020-08-23,35.96491
2020-08-24,39.10433
2020-08-25,44.59833
2020-08-26,48.56879
2020-08-27,46.26038
2020-08-28,40.39704
2020-08-29,31.25577
2020-08-30,30.74792
2020-08-31,51.1542
2020-09-01,52.35457
2020-09-02,54.20129
2020-09-03,52.35457
2020-09-04,44.09048
2020-09-05,33.10249
2020-09-06,36.51892
2020-09-07,51.56971
2020-09-08,57.61772
2020-09-09,59.69529
2020-09-10,62.46537
2020-09-11,52.81625
2020-09-12,36.24192
2020-09-13,39.70452
2020-09-14,57.47922
2020-09-15,56.69436
2020-09-16,50.87719
2020-09-17,57.38688
2020-09-18,52.12373
2020-09-19,33.56417
2020-09-20,45.06001
2020-09-21,53.04709
2020-09-22,53.41643
2020-09-23,55.54016
2020-09-24,51.01569
2020-09-25,48.15327
2020-09-26,31.62511
2020-09-27,37.30378
2020-09-28,48.43028
2020-09-29,43.07479
2020-09-30,26.08494
2020-10-01,25.06925
2020-10-02,24.5614
2020-10-03,27.05447
2020-10-04,32.59464
2020-10-05,48.1071
2020-10-06,56.50969
2020-10-07,49.07663
2020-10-08,59.60295
2020-10-09,34.44136
2020-10-10,36.05724
2020-10-11,36.42659
2020-10-12,61.95752
2020-10-13,62.37303
2020-10-14,56.50969
2020-10-15,57.34072
2020-10-16,48.84579
2020-10-17,32.68698
2020-10-18,39.05817
2020-10-19,53.78578
2020-10-20,56.04801
2020-10-21,61.17266
2020-10-22,55.90951
2020-10-23,52.90858
2020-10-24,40.44321
2020-10-25,40.35087
2020-10-26,55.771
2020-10-27,55.17082
2020-10-28,57.43305
2020-10-29,53.87811
2020-10-30,53.37026
2020-10-31,39.56602
2020-11-01,37.67313
2020-11-02,52.03139
2020-11-03,50.46168
2020-11-04,54.10895
2020-11-05,48.70729
2020-11-06,46.72206
2020-11-07,34.34903
2020-11-08,36.8421
2020-11-09,53.87811
2020-11-10,57.06371
2020-11-11,48.61495
2020-11-12,50.277
2020-11-13,48.15327
2020-11-14,34.6722
2020-11-15,35.64173
2020-11-16,50.92336
2020-11-17,58.31024
2020-11-18,52.12373
2020-11-19,53.32409
2020-11-20,51.38504
2020-11-21,32.13296
2020-11-22,36.28808
2020-11-23,51.1542
2020-11-24,50.04616
2020-11-25,53.13942
2020-11-26,52.86241
2020-11-27,48.15327
2020-11-28,42.24376
2020-11-29,35.73407
2020-11-30,51.80055
2020-12-01,55.21698
2020-12-02,48.29178
2020-12-03,48.38411
2020-12-04,43.21329
2020-12-05,36.88827
2020-12-06,48.47645
2020-12-07,75.99261
2020-12-08,62.69621
2020-12-09,61.68051
2020-12-10,64.03508
2020-12-11,58.67959
2020-12-12,43.12096
2020-12-13,42.65927
2020-12-14,57.20221
2020-12-15,51.75438
2020-12-16,54.10895
2020-12-17,50.277
2020-12-18,50.46168
2020-12-19,38.55032
2020-12-20,33.93351
2020-12-21,47.22991
2020-12-22,47.64542
2020-12-23,45.89104
2020-12-24,40.85872
2020-12-25,36.38042
2020-12-26,31.02493
2020-12-27,32.54847
2020-12-28,46.90674
2020-12-29,45.47553
2020-12-30,41.08956
2020-12-31,42.70544
2021-01-01,30.60941
2021-01-02,30.84025
2021-01-03,35.8264
2021-01-04,48.15327
2021-01-05,50.83102
2021-01-06,46.99907
2021-01-07,46.72206
2021-01-08,40.25854
2021-01-09,33.61034
2021-01-10,34.6722
2021-01-11,43.90581
2021-01-12,43.3518
2021-01-13,48.56879
2021-01-14,46.99907
2021-01-15,45.10618
2021-01-16,32.2253
2021-01-17,33.74884
2021-01-18,43.95198
2021-01-19,43.25946
2021-01-20,46.86057
2021-01-21,53.09325
2021-01-22,47.69159
2021-01-23,37.21144
2021-01-24,37.11911
2021-01-25,43.39796
2021-01-26,46.16805
2021-01-27,44.78301
2021-01-28,54.98614
2021-01-29,52.07756
2021-01-30,33.88734
2021-01-31,38.96583
2021-02-01,98.93813
2021-02-02,67.82086
2021-02-03,46.30655
2021-02-04,48.75346
2021-02-05,45.42936
2021-02-06,42.84395
2021-02-07,40.90489
2021-02-08,46.53739
2021-02-09,45.52169
2021-02-10,48.38411
2021-02-11,33.05632
2021-02-12,28.71652
2021-02-13,30.97876
2021-02-14,33.56417
2021-02-15,58.40258
2021-02-16,56.69436
2021-02-17,48.93813
2021-02-18,46.49122
2021-02-19,39.51985
2021-02-20,31.76361
2021-02-21,31.2096
2021-02-22,46.02954
2021-02-23,48.24561
2021-02-24,47.04524
2021-02-25,46.53739
2021-02-26,39.1505
2021-02-27,29.08587
2021-02-28,30.42474
2021-03-01,32.59464
2021-03-02,44.82917
2021-03-03,60.57248
2021-03-04,59.41828
2021-03-05,48.06094
2021-03-06,34.48753
2021-03-07,37.62696
2021-03-08,59.41828
2021-03-09,63.94275
2021-03-10,66.71283
2021-03-11,63.85041
2021-03-12,58.26408
2021-03-13,33.56417
2021-03-14,42.05909
2021-03-15,56.37119
2021-03-16,58.54108
2021-03-17,56.41735
2021-03-18,59.46445
2021-03-19,46.9529
2021-03-20,38.45798
2021-03-21,45.84487
2021-03-22,71.00646
2021-03-23,58.12557
2021-03-24,60.20313
2021-03-25,53.23176
2021-03-26,46.90674
2021-03-27,44.59833
2021-03-28,48.84579
2021-03-29,58.86426
2021-03-30,58.49492
2021-03-31,59.69529
2021-04-01,60.94182
2021-04-02,46.44506
2021-04-03,36.61126
2021-04-04,38.08864
2021-04-05,51.56971
2021-04-06,61.03416
2021-04-07,69.52908
2021-04-08,54.38596
2021-04-09,46.44506
2021-04-10,37.67313
2021-04-11,34.07202
2021-04-12,57.10987
2021-04-13,58.9566
2021-04-14,59.74145
2021-04-15,55.6325
2021-04-16,48.79963
2021-04-17,36.88827
2021-04-18,38.08864
2021-04-19,48.84579
2021-04-20,54.57063
2021-04-21,61.03416
2021-04-22,60.75715
2021-04-23,50.73868
2021-04-24,35.8264
2021-04-25,34.44136
2021-04-26,49.58448
2021-04-27,50.46168
2021-04-28,48.24561
2021-04-29,47.69159
2021-04-30,39.28901
2021-05-01,29.63988
2021-05-02,29.50138
2021-05-03,39.88919
2021-05-04,41.96675
2021-05-05,28.024
2021-05-06,41.08956
2021-05-07,36.7036
2021-05-08,23.17636
2021-05-09,28.85503
2021-05-10,44.73684
2021-05-11,49.49215
2021-05-12,41.1819
2021-05-13,47.87626
2021-05-14,39.70452
2021-05-15,28.80886
2021-05-16,36.79593
2021-05-17,43.90581
2021-05-18,47.04524
2021-05-19,35.18005
2021-05-20,49.35364
2021-05-21,49.26131
2021-05-22,30.74792
2021-05-23,35.45706
2021-05-24,51.06186
2021-05-25,53.4626
2021-05-26,59.87996
2021-05-27,48.01477
2021-05-28,46.12188
2021-05-29,34.44136
2021-05-30,35.08771
2021-05-31,49.1228
2021-06-01,44.59833
2021-06-02,49.30747
2021-06-03,52.58541
2021-06-04,48.33795
2021-06-05,31.30193
2021-06-06,37.30378
2021-06-07,53.37026
2021-06-08,47.50692
2021-06-09,50.50784
2021-06-10,51.1542
2021-06-11,50.0
2021-06-12,32.27146
2021-06-13,41.1819
2021-06-14,51.98522
2021-06-15,63.52723
2021-06-16,49.95383
2021-06-17,46.72206
2021-06-18,42.98245
2021-06-19,28.99353
2021-06-20,44.82917
2021-06-21,41.78208
2021-06-22,43.25946
2021-06-23,43.16712
2021-06-24,47.41458
2021-06-25,38.55032
2021-06-26,26.13111
2021-06-27,25.11542
2021-06-28,38.13481
2021-06-29,39.75069
2021-06-30,38.96583
2021-07-01,37.30378
2021-07-02,35.13388
2021-07-03,27.74699
2021-07-04,25.43859
2021-07-05,38.08864
2021-07-06,40.07386
2021-07-07,40.67405
2021-07-08,45.61403
2021-07-09,37.53462
2021-07-10,25.99261
2021-07-11,26.54662
2021-07-12,42.38227
2021-07-13,47.50692
2021-07-14,44.41366
2021-07-15,46.58356
2021-07-16,40.58171
2021-07-17,27.83933
2021-07-18,28.71652
2021-07-19,39.19667
2021-07-20,44.87534
2021-07-21,38.82733
2021-07-22,41.73591
2021-07-23,35.45706
2021-07-24,29.40904
2021-07-25,27.05447
2021-07-26,33.05632
2021-07-27,42.98245
2021-07-28,45.84487
2021-07-29,49.21514
2021-07-30,39.38134
2021-07-31,24.33056
2021-08-01,26.50046
2021-08-02,30.79409
2021-08-03,41.04339
2021-08-04,41.13573
2021-08-05,44.18282
2021-08-06,39.10433
2021-08-07,29.27054
2021-08-08,43.90581
2021-08-09,42.01292
2021-08-10,38.04247
2021-08-11,39.75069
2021-08-12,36.24192
2021-08-13,33.24099
2021-08-14,23.17636
2021-08-15,22.76084
2021-08-16,28.80886
2021-08-17,40.39704
2021-08-18,40.99722
2021-08-19,39.51985
2021-08-20,39.51985
2021-08-21,24.51523
2021-08-22,27.70083
2021-08-23,45.7987
2021-08-24,44.82917
2021-08-25,41.82825
2021-08-26,41.82825
2021-08-27,40.53554
2021-08-28,28.53185
2021-08-29,29.22437
2021-08-30,43.25946
2021-08-31,44.27516
2021-09-01,43.44413
2021-09-02,45.19852
2021-09-03,41.82825
2021-09-04,31.48661
2021-09-05,27.79316
2021-09-06,40.90489
2021-09-07,48.89196
2021-09-08,50.41551
2021-09-09,55.07848
2021-09-10,45.06001
2021-09-11,31.85595
2021-09-12,31.30193
2021-09-13,51.01569
2021-09-14,50.92336
2021-09-15,51.56971
2021-09-16,48.43028
2021-09-17,38.08864
2021-09-18,25.66943
2021-09-19,26.40812
2021-09-20,21.83748
2021-09-21,23.91505
2021-09-22,25.20775
2021-09-23,47.55309
2021-09-24,38.64265
2021-09-25,30.65558
2021-09-26,36.42659
2021-09-27,44.69067
2021-09-28,48.19944
2021-09-29,44.78301
2021-09-30,45.33702
2021-10-01,39.93536
2021-10-02,29.50138
2021-10-03,27.60849
2021-10-04,34.44136
2021-10-05,44.59833
2021-10-06,48.43028
2021-10-07,45.6602
2021-10-08,42.24376
2021-10-09,31.80978
2021-10-10,27.46999
2021-10-11,34.94921
2021-10-12,52.12373
2021-10-13,47.18374
2021-10-14,48.29178
2021-10-15,42.4746
2021-10-16,29.77839
2021-10-17,34.25669
2021-10-18,45.98337
2021-10-19,48.93813
2021-10-20,50.0
2021-10-21,50.96952
2021-10-22,45.89104
2021-10-23,32.96398
2021-10-24,34.48753
2021-10-25,46.86057
2021-10-26,49.53831
2021-10-27,49.95383
2021-10-28,49.90766
2021-10-29,47.36842
2021-10-30,29.45521
2021-10-31,34.21052
2021-11-01,47.41458
2021-11-02,51.70821
2021-11-03,49.07663
2021-11-04,50.18467
2021-11-05,45.47553
2021-11-06,30.93259
2021-11-07,31.90212
2021-11-08,50.73868
2021-11-09,53.23176
2021-11-10,47.59926
2021-11-11,51.2927
2021-11-12,41.41274
2021-11-13,34.02585
2021-11-14,33.61034
2021-11-15,50.96952
2021-11-16,55.35549
2021-11-17,62.00369
2021-11-18,53.04709
2021-11-19,49.1228
2021-11-20,38.41181
2021-11-21,40.72022
2021-11-22,54.29362
2021-11-23,59.27977
2021-11-24,54.57063
2021-11-25,55.95567
2021-11-26,50.78485
2021-11-27,34.99538
2021-11-28,36.28808
2021-11-29,51.75438
2021-11-30,52.63157
2021-12-01,48.52262
2021-12-02,45.93721
2021-12-03,43.72114
2021-12-04,37.81163
2021-12-05,37.62696
2021-12-06,50.18467
2021-12-07,56.18651
2021-12-08,50.83102
2021-12-09,49.76915
2021-12-10,45.7987
2021-12-11,35.78024
2021-12-12,41.68975
2021-12-13,50.83102
2021-12-14,48.06094
2021-12-15,50.1385
2021-12-16,49.30747
2021-12-17,47.87626
2021-12-18,35.8264
2021-12-19,35.73407
2021-12-20,45.42936
2021-12-21,44.09048
2021-12-22,40.72022
2021-12-23,42.98245
2021-12-24,32.08679
2021-12-25,26.68513
2021-12-26,41.41274
2021-12-27,39.79686
2021-12-28,42.56694
2021-12-29,41.45891
2021-12-30,36.38042
2021-12-31,31.2096
2022-01-01,37.07294
2022-01-02,32.91782
2022-01-03,44.92151
2022-01-04,48.1071
2022-01-05,48.1071
2022-01-06,53.4626
2022-01-07,45.42936
2022-01-08,35.22622
2022-01-09,34.21052
2022-01-10,46.90674
2022-01-11,47.69159
2022-01-12,43.30563
2022-01-13,40.95106
2022-01-14,41.13573
2022-01-15,29.36288
2022-01-16,28.57802
2022-01-17,39.65835
2022-01-18,34.71837
2022-01-19,39.61218
2022-01-20,45.84487
2022-01-21,37.39612
2022-01-22,28.024
2022-01-23,28.34718
2022-01-24,40.07386
2022-01-25,37.48845
2022-01-26,37.81163
2022-01-27,37.02677
2022-01-28,32.45614
2022-01-29,24.83841
2022-01-30,28.99353
2022-01-31,22.94552
2022-02-01,24.28439
2022-02-02,26.08494
2022-02-03,36.47276
2022-02-04,37.95013
2022-02-05,29.50138
2022-02-06,27.70083
2022-02-07,37.25761
2022-02-08,40.44321
2022-02-09,40.25854
2022-02-10,35.96491
2022-02-11,35.41089
2022-02-12,26.59279
2022-02-13,27.37765
2022-02-14,39.51985
2022-02-15,39.51985
2022-02-16,32.96398
2022-02-17,35.31855
2022-02-18,35.73407
2022-02-19,24.74607
2022-02-20,27.70083
2022-02-21,37.58079
2022-02-22,36.47276
2022-02-23,36.74976
2022-02-24,36.79593
2022-02-25,31.57894
2022-02-26,24.5614
2022-02-27,23.03785
2022-02-28,29.27054
2022-03-01,26.68513
2022-03-02,37.8578
2022-03-03,40.81255
2022-03-04,35.59556
2022-03-05,24.93074
2022-03-06,27.93167
2022-03-07,41.13573
2022-03-08,39.98153
2022-03-09,29.31671
2022-03-10,43.30563
2022-03-11,52.72391
2022-03-12,27.79316
2022-03-13,28.25484
2022-03-14,48.1071
2022-03-15,45.47553
2022-03-16,48.56879
2022-03-17,48.56879
2022-03-18,44.6445
2022-03-19,35.96491
2022-03-20,40.39704
2022-03-21,47.18374
2022-03-22,46.12188
2022-03-23,46.58356
2022-03-24,41.82825
2022-03-25,41.73591
2022-03-26,28.39335
2022-03-27,29.96306
2022-03-28,41.82825
2022-03-29,46.62973
2022-03-30,44.41366
2022-03-31,43.12096
2022-04-01,33.56417
2022-04-02,27.33148
2022-04-03,28.39335
2022-04-04,43.58264
2022-04-05,44.87534
2022-04-06,42.05909
2022-04-07,41.59741
2022-04-08,41.04339
2022-04-09,30.00923
2022-04-10,28.71652
2022-04-11,39.98153
2022-04-12,42.56694
2022-04-13,45.29085
2022-04-14,39.24284
2022-04-15,38.08864
2022-04-16,27.65466
2022-04-17,26.8698
2022-04-18,44.45983
2022-04-19,42.65927
2022-04-20,44.92151
2022-04-21,42.05909
2022-04-22,39.61218
2022-04-23,26.36195
2022-04-24,28.30101
2022-04-25,41.45891
2022-04-26,45.38319
2022-04-27,38.27331
2022-04-28,39.33518
2022-04-29,34.30286
2022-04-30,24.19205
2022-05-01,24.83841
2022-05-02,38.13481
2022-05-03,38.41181
2022-05-04,37.11911
2022-05-05,23.08402
2022-05-06,29.45521
2022-05-07,22.11449
2022-05-08,23.49953
2022-05-09,37.67313
2022-05-10,40.3047
2022-05-11,41.1819
2022-05-12,37.02677
2022-05-13,31.90212
2022-05-14,27.05447
2022-05-15,26.31578
2022-05-16,38.13481
2022-05-17,39.05817
2022-05-18,41.27423
2022-05-19,37.48845
2022-05-20,43.30563
2022-05-21,26.54662
2022-05-22,26.22345
2022-05-23,39.79686
2022-05-24,44.41366
2022-05-25,36.19575
2022-05-26,41.73591
2022-05-27,38.50415
2022-05-28,26.36195
2022-05-29,26.40812
2022-05-30,41.13573
2022-05-31,41.45891
2022-06-01,31.39427
2022-06-02,40.3047
2022-06-03,36.01108
2022-06-04,24.88457
2022-06-05,23.96121
2022-06-06,28.99353
2022-06-07,42.15143
2022-06-08,43.25946
2022-06-09,41.36657
2022-06-10,36.8421
2022-06-11,26.59279
2022-06-12,28.20867
2022-06-13,42.24376
2022-06-14,47.55309
2022-06-15,47.55309
2022-06-16,42.19759
2022-06-17,38.82733
2022-06-18,24.5614
2022-06-19,24.46906
2022-06-20,38.78116
2022-06-21,37.81163
2022-06-22,39.70452
2022-06-23,38.04247
2022-06-24,30.79409
2022-06-25,21.14496
2022-06-26,22.06832
2022-06-27,33.93351
2022-06-28,39.012
2022-06-29,36.05724
2022-06-30,40.95106
2022-07-01,37.53462
2022-07-02,25.76177
2022-07-03,28.11634
2022-07-04,36.61126
2022-07-05,41.1819
2022-07-06,40.21237
2022-07-07,37.90397
2022-07-08,36.14958
2022-07-09,24.37673
2022-07-10,24.97691
2022-07-11,35.54939
2022-07-12,38.59649
2022-07-13,37.9963
2022-07-14,36.93444
2022-07-15,32.68698
2022-07-16,23.17636
2022-07-17,20.68328
2022-07-18,35.50323
2022-07-19,35.45706
2022-07-20,31.94829
2022-07-21,34.94921
2022-07-22,32.31763
2022-07-23,23.26869
2022-07-24,23.77654
2022-07-25,33.70267
2022-07-26,32.91782
2022-07-27,33.01015
2022-07-28,28.85503
2022-07-29,26.82363
2022-07-30,19.57525
2022-07-31,25.90027
2022-08-01,32.13296
2022-08-02,33.79501
2022-08-03,32.68698
2022-08-04,29.08587
2022-08-05,27.65466
2022-08-06,22.11449
2022-08-07,22.34533
2022-08-08,32.13296
2022-08-09,33.10249
2022-08-10,33.84118
2022-08-11,31.07109
2022-08-12,28.71652
2022-08-13,23.22253
2022-08-14,19.99076
2022-08-15,22.29916
2022-08-16,33.56417
2022-08-17,34.6722
2022-08-18,32.82548
2022-08-19,29.73222
2022-08-20,24.6999
2022-08-21,23.86888
2022-08-22,36.10341
2022-08-23,37.62696
2022-08-24,36.61126
2022-08-25,35.59556
2022-08-26,36.19575
2022-08-27,21.69898
2022-08-28,23.5457
2022-08-29,38.50415
2022-08-30,39.47368
2022-08-31,37.81163
2022-09-01,41.45891
2022-09-02,33.05632
2022-09-03,21.92982
2022-09-04,22.53
2022-09-05,34.16435
2022-09-06,33.79501
2022-09-07,35.45706
2022-09-08,29.63988
2022-09-09,16.02031
2022-09-10,16.66666
2022-09-11,19.2059
2022-09-12,25.66943
2022-09-13,36.88827
2022-09-14,42.98245
2022-09-15,40.0277
2022-09-16,35.41089
2022-09-17,25.66943
2022-09-18,32.87165
2022-09-19,38.82733
2022-09-20,37.34995
2022-09-21,36.56509
2022-09-22,36.61126
2022-09-23,33.33333
2022-09-24,21.79132
2022-09-25,27.65466
2022-09-26,36.65743
2022-09-27,39.93536
2022-09-28,38.55032
2022-09-29,35.87257
2022-09-30,36.47276
2022-10-01,24.23822
2022-10-02,21.56048
2022-10-03,25.30009
2022-10-04,45.7987
2022-10-05,40.39704
2022-10-06,40.81255
2022-10-07,37.30378
2022-10-08,25.25392
2022-10-09,23.08402
2022-10-10,26.59279
2022-10-11,39.51985
2022-10-12,37.95013
2022-10-13,41.27423
2022-10-14,36.8421
2022-10-15,26.26962
2022-10-16,27.51615
2022-10-17,43.3518
2022-10-18,41.1819
2022-10-19,42.79778
2022-10-20,39.98153
2022-10-21,37.39612
2022-10-22,24.93074
2022-10-23,26.96214
2022-10-24,38.82733
2022-10-25,40.12003
2022-10-26,39.75069
2022-10-27,34.76454
2022-10-28,36.9806
2022-10-29,24.14589
2022-10-30,22.34533
2022-10-31,35.54939
2022-11-01,37.34995
2022-11-02,37.76546
2022-11-03,39.93536
2022-11-04,35.31855
2022-11-05,20.77562
2022-11-06,25.20775
2022-11-07,38.45798
2022-11-08,37.95013
2022-11-09,40.1662
2022-11-10,39.38134
2022-11-11,34.30286
2022-11-12,26.54662
2022-11-13,24.42289
2022-11-14,38.36565
2022-11-15,45.75253
2022-11-16,39.88919
2022-11-17,36.51892
2022-11-18,33.3795
2022-11-19,24.42289
2022-11-20,24.14589
2022-11-21,37.34995
2022-11-22,41.22807
2022-11-23,41.41274
2022-11-24,39.38134
2022-11-25,36.47276
2022-11-26,32.5023
2022-11-27,30.0554
2022-11-28,42.19759
2022-11-29,38.82733
2022-11-30,41.22807
2022-12-01,39.24284
2022-12-02,37.30378
2022-12-03,29.63988
2022-12-04,27.97783
2022-12-05,42.75161
2022-12-06,44.32132
2022-12-07,43.95198
2022-12-08,42.65927
2022-12-09,37.21144
2022-12-10,28.07017
2022-12-11,25.39242
2022-12-12,39.79686
2022-12-13,42.24376
2022-12-14,43.58264
2022-12-15,41.08956
2022-12-16,35.91874
2022-12-17,25.7156
2022-12-18,28.62419
2022-12-19,39.84302
2022-12-20,42.05909
2022-12-21,40.07386
2022-12-22,36.93444
2022-12-23,33.74884
2022-12-24,28.30101
2022-12-25,21.65281
2022-12-26,36.65743
2022-12-27,37.02677
2022-12-28,36.10341
2022-12-29,35.91874
2022-12-30,30.37857
2022-12-31,23.22253
2023-01-01,22.76084
2023-01-02,35.78024
2023-01-03,38.22714
2023-01-04,37.02677
2023-01-05,38.59649
2023-01-06,36.05724
2023-01-07,28.48568
2023-01-08,25.43859
2023-01-09,38.41181
2023-01-10,38.78116
2023-01-11,38.13481
2023-01-12,38.45798
2023-01-13,35.41089
2023-01-14,25.06925
2023-01-15,23.49953
2023-01-16,36.88827
2023-01-17,37.95013
2023-01-18,34.62603
2023-01-19,36.19575
2023-01-20,27.00831
2023-01-21,19.99076
2023-01-22,17.35918
2023-01-23,20.54478
2023-01-24,22.85318
2023-01-25,34.30286
2023-01-26,33.61034
2023-01-27,33.93351
2023-01-28,24.46906
2023-01-29,23.73037
2023-01-30,35.08771
2023-01-31,32.27146
2023-02-01,34.81071
2023-02-02,39.33518
2023-02-03,38.08864
2023-02-04,24.51523
2023-02-05,24.60757
2023-02-06,35.08771
2023-02-07,36.8421
2023-02-08,34.21052
2023-02-09,35.50323
2023-02-10,30.97876
2023-02-11,20.82179
2023-02-12,26.22345
2023-02-13,35.27239
2023-02-14,34.07202
2023-02-15,33.518
2023-02-16,31.48661
2023-02-17,33.28716
2023-02-18,25.90027
2023-02-19,25.62326
2023-02-20,32.13296
2023-02-21,34.07202
2023-02-22,33.42566
2023-02-23,33.33333
2023-02-24,33.61034
2023-02-25,24.46906
2023-02-26,20.68328
2023-02-27,31.39427
2023-02-28,30.84025
2023-03-01,22.80701
2023-03-02,28.71652
2023-03-03,29.0397
2023-03-04,22.06832
2023-03-05,21.3758
2023-03-06,35.78024
2023-03-07,33.97968
2023-03-08,39.75069
2023-03-09,37.11911
2023-03-10,34.99538
2023-03-11,24.05355
2023-03-12,26.96214
2023-03-13,40.81255
2023-03-14,42.84395
2023-03-15,44.506
2023-03-16,39.79686
2023-03-17,37.25761
2023-03-18,26.13111
2023-03-19,29.0397
2023-03-20,42.65927
2023-03-21,43.67497
2023-03-22,39.84302
2023-03-23,39.28901
2023-03-24,35.59556
2023-03-25,22.48384
2023-03-26,28.53185
2023-03-27,36.33425
2023-03-28,40.53554
2023-03-29,37.25761
2023-03-30,40.44321
2023-03-31,35.6879
2023-04-01,23.5457
2023-04-02,26.63896
2023-04-03,38.18097
2023-04-04,38.08864
2023-04-05,37.21144
2023-04-06,39.05817
2023-04-07,32.31763
2023-04-08,24.46906
2023-04-09,27.83933
2023-04-10,35.8264
2023-04-11,38.27331
2023-04-12,42.75161
2023-04-13,37.30378
2023-04-14,32.5023
2023-04-15,25.5771
2023-04-16,78.94736
2023-04-17,57.06371
2023-04-18,53.92428
2023-04-19,47.9686
2023-04-20,41.78208
2023-04-21,38.59649
2023-04-22,42.93628
2023-04-23,33.70267
2023-04-24,40.44321
2023-04-25,41.73591
2023-04-26,40.95106
2023-04-27,41.08956
2023-04-28,31.99445
2023-04-29,25.94644
2023-04-30,24.93074
2023-05-01,29.36288
2023-05-02,35.6879
2023-05-03,36.10341
2023-05-04,33.47183
2023-05-05,24.65373
2023-05-06,24.79224
2023-05-07,34.39519
2023-05-08,37.34995
2023-05-09,39.24284
2023-05-10,36.65743
2023-05-11,38.87349
2023-05-12,32.91782
2023-05-13,22.80701
2023-05-14,24.5614
2023-05-15,37.62696
2023-05-16,38.87349
2023-05-17,38.36565
2023-05-18,39.28901
2023-05-19,32.87165
2023-05-20,24.09972
2023-05-21,26.45429
2023-05-22,36.61126
2023-05-23,37.07294
2023-05-24,37.53462
2023-05-25,33.70267
2023-05-26,31.85595
2023-05-27,24.23822
2023-05-28,23.26869
2023-05-29,23.4072
2023-05-30,39.1505
