date,데이트앱
2020-07-04,12.61261
2020-07-05,17.41741
2020-07-06,14.71471
2020-07-07,13.81381
2020-07-08,15.01501
2020-07-09,9.009
2020-07-10,10.81081
2020-07-11,10.21021
2020-07-12,18.31831
2020-07-13,13.51351
2020-07-14,15.61561
2020-07-15,10.81081
2020-07-16,11.41141
2020-07-17,11.11111
2020-07-18,11.41141
2020-07-19,12.91291
2020-07-20,15.91591
2020-07-21,20.42042
2020-07-22,17.41741
2020-07-23,13.21321
2020-07-24,12.01201
2020-07-25,11.11111
2020-07-26,20.72072
2020-07-27,10.21021
2020-07-28,14.11411
2020-07-29,10.51051
2020-07-30,12.91291
2020-07-31,10.51051
2020-08-01,13.51351
2020-08-02,14.11411
2020-08-03,11.11111
2020-08-04,9.6096
2020-08-05,13.81381
2020-08-06,14.41441
2020-08-07,7.5075
2020-08-08,14.41441
2020-08-09,14.71471
2020-08-10,14.11411
2020-08-11,18.61861
2020-08-12,13.21321
2020-08-13,7.2072
2020-08-14,11.41141
2020-08-15,15.31531
2020-08-16,13.81381
2020-08-17,15.01501
2020-08-18,6.6066
2020-08-19,11.41141
2020-08-20,15.61561
2020-08-21,14.41441
2020-08-22,19.21921
2020-08-23,13.51351
2020-08-24,15.01501
2020-08-25,12.31231
2020-08-26,14.41441
2020-08-27,17.71771
2020-08-28,24.32432
2020-08-29,39.93993
2020-08-30,36.33633
2020-08-31,46.54654
2020-09-01,45.34534
2020-09-02,51.95195
2020-09-03,44.14414
2020-09-04,41.74174
2020-09-05,29.42942
2020-09-06,42.34234
2020-09-07,35.73573
2020-09-08,33.33333
2020-09-09,33.33333
2020-09-10,27.32732
2020-09-11,27.62762
2020-09-12,24.02402
2020-09-13,19.81981
2020-09-14,23.12312
2020-09-15,25.52552
2020-09-16,24.62462
2020-09-17,18.31831
2020-09-18,25.52552
2020-09-19,21.32132
2020-09-20,26.42642
2020-09-21,19.51951
2020-09-22,16.51651
2020-09-23,24.92492
2020-09-24,20.42042
2020-09-25,18.91891
2020-09-26,21.32132
2020-09-27,45.34534
2020-09-28,41.74174
2020-09-29,37.53753
2020-09-30,36.03603
2020-10-01,29.12912
2020-10-02,39.93993
2020-10-03,38.13813
2020-10-04,36.03603
2020-10-05,42.94294
2020-10-06,34.53453
2020-10-07,32.43243
2020-10-08,31.83183
2020-10-09,33.03303
2020-10-10,37.23723
2020-10-11,37.23723
2020-10-12,30.03003
2020-10-13,21.02102
2020-10-14,18.91891
2020-10-15,20.12012
2020-10-16,17.71771
2020-10-17,18.31831
2020-10-18,20.12012
2020-10-19,16.81681
2020-10-20,18.61861
2020-10-21,21.92192
2020-10-22,18.01801
2020-10-23,25.52552
2020-10-24,37.83783
2020-10-25,40.84084
2020-10-26,34.53453
2020-10-27,32.43243
2020-10-28,28.52852
2020-10-29,35.13513
2020-10-30,30.93093
2020-10-31,32.43243
2020-11-01,38.13813
2020-11-02,36.33633
2020-11-03,46.84684
2020-11-04,44.74474
2020-11-05,41.74174
2020-11-06,43.54354
2020-11-07,37.83783
2020-11-08,42.94294
2020-11-09,35.13513
2020-11-10,24.02402
2020-11-11,18.61861
2020-11-12,19.51951
2020-11-13,26.42642
2020-11-14,20.72072
2020-11-15,26.42642
2020-11-16,28.22822
2020-11-17,39.33933
2020-11-18,39.33933
2020-11-19,49.84984
2020-11-20,45.04504
2020-11-21,25.52552
2020-11-22,27.02702
2020-11-23,41.14114
2020-11-24,44.44444
2020-11-25,51.35135
2020-11-26,45.34534
2020-11-27,44.14414
2020-11-28,38.43843
2020-11-29,36.63663
2020-11-30,48.94894
2020-12-01,50.15015
2020-12-02,49.24924
2020-12-03,45.64564
2020-12-04,38.13813
2020-12-05,34.83483
2020-12-06,31.53153
2020-12-07,40.54054
2020-12-08,49.84984
2020-12-09,42.04204
2020-12-10,46.24624
2020-12-11,43.24324
2020-12-12,43.84384
2020-12-13,35.43543
2020-12-14,42.04204
2020-12-15,41.14114
2020-12-16,45.94594
2020-12-17,45.34534
2020-12-18,38.13813
2020-12-19,24.62462
2020-12-20,27.32732
2020-12-21,50.75075
2020-12-22,38.73873
2020-12-23,42.94294
2020-12-24,34.23423
2020-12-25,30.93093
2020-12-26,30.03003
2020-12-27,29.42942
2020-12-28,46.84684
2020-12-29,42.34234
2020-12-30,42.34234
2020-12-31,28.82882
2021-01-01,43.84384
2021-01-02,34.53453
2021-01-03,43.24324
2021-01-04,48.04804
2021-01-05,38.13813
2021-01-06,40.84084
2021-01-07,50.45045
2021-01-08,52.55255
2021-01-09,44.44444
2021-01-10,39.93993
2021-01-11,50.45045
2021-01-12,47.14714
2021-01-13,41.44144
2021-01-14,21.62162
2021-01-15,17.41741
2021-01-16,21.62162
2021-01-17,16.81681
2021-01-18,20.72072
2021-01-19,14.71471
2021-01-20,16.21621
2021-01-21,13.21321
2021-01-22,17.11711
2021-01-23,9.6096
2021-01-24,13.21321
2021-01-25,7.5075
2021-01-26,14.11411
2021-01-27,15.31531
2021-01-28,8.7087
2021-01-29,12.61261
2021-01-30,8.7087
2021-01-31,10.81081
2021-02-01,8.1081
2021-02-02,16.21621
2021-02-03,9.009
2021-02-04,13.51351
2021-02-05,8.1081
2021-02-06,12.01201
2021-02-07,15.01501
2021-02-08,11.11111
2021-02-09,9.6096
2021-02-10,14.71471
2021-02-11,12.91291
2021-02-12,12.31231
2021-02-13,57.95795
2021-02-14,33.93393
2021-02-15,26.12612
2021-02-16,14.11411
2021-02-17,12.61261
2021-02-18,15.01501
2021-02-19,22.52252
2021-02-20,22.82282
2021-02-21,31.83183
2021-02-22,22.22222
2021-02-23,11.41141
2021-02-24,13.51351
2021-02-25,12.61261
2021-02-26,9.9099
2021-02-27,15.01501
2021-02-28,18.31831
2021-03-01,15.91591
2021-03-02,14.71471
2021-03-03,12.91291
2021-03-04,14.71471
2021-03-05,18.61861
2021-03-06,11.11111
2021-03-07,13.81381
2021-03-08,12.31231
2021-03-09,17.71771
2021-03-10,15.91591
2021-03-11,14.11411
2021-03-12,15.61561
2021-03-13,13.21321
2021-03-14,14.41441
2021-03-15,12.61261
2021-03-16,13.81381
2021-03-17,13.21321
2021-03-18,12.31231
2021-03-19,15.91591
2021-03-20,14.11411
2021-03-21,14.41441
2021-03-22,16.81681
2021-03-23,19.21921
2021-03-24,21.32132
2021-03-25,13.51351
2021-03-26,19.21921
2021-03-27,15.91591
2021-03-28,16.21621
2021-03-29,20.42042
2021-03-30,15.61561
2021-03-31,16.21621
2021-04-01,11.41141
2021-04-02,11.11111
2021-04-03,12.91291
2021-04-04,13.81381
2021-04-05,14.11411
2021-04-06,16.81681
2021-04-07,9.009
2021-04-08,9.9099
2021-04-09,10.81081
2021-04-10,8.1081
2021-04-11,13.51351
2021-04-12,16.51651
2021-04-13,15.61561
2021-04-14,11.11111
2021-04-15,15.31531
2021-04-16,16.51651
2021-04-17,14.41441
2021-04-18,12.61261
2021-04-19,13.51351
2021-04-20,13.21321
2021-04-21,18.31831
2021-04-22,18.01801
2021-04-23,27.92792
2021-04-24,32.43243
2021-04-25,19.81981
2021-04-26,17.11711
2021-04-27,17.41741
2021-04-28,19.81981
2021-04-29,14.41441
2021-04-30,13.51351
2021-05-01,9.9099
2021-05-02,15.31531
2021-05-03,12.91291
2021-05-04,12.91291
2021-05-05,12.91291
2021-05-06,12.01201
2021-05-07,11.11111
2021-05-08,12.01201
2021-05-09,9.3093
2021-05-10,15.31531
2021-05-11,14.71471
2021-05-12,11.41141
2021-05-13,6.9069
2021-05-14,8.4084
2021-05-15,15.61561
2021-05-16,14.71471
2021-05-17,16.21621
2021-05-18,16.21621
2021-05-19,19.81981
2021-05-20,14.11411
2021-05-21,11.41141
2021-05-22,12.01201
2021-05-23,12.61261
2021-05-24,12.91291
2021-05-25,12.91291
2021-05-26,12.01201
2021-05-27,14.41441
2021-05-28,11.41141
2021-05-29,14.41441
2021-05-30,12.01201
2021-05-31,22.22222
2021-06-01,11.11111
2021-06-02,17.41741
2021-06-03,15.61561
2021-06-04,13.21321
2021-06-05,12.61261
2021-06-06,9.9099
2021-06-07,14.41441
2021-06-08,11.71171
2021-06-09,10.81081
2021-06-10,8.4084
2021-06-11,13.81381
2021-06-12,11.11111
2021-06-13,12.61261
2021-06-14,13.21321
2021-06-15,7.2072
2021-06-16,10.21021
2021-06-17,10.81081
2021-06-18,9.3093
2021-06-19,19.21921
2021-06-20,12.01201
2021-06-21,17.71771
2021-06-22,11.71171
2021-06-23,11.41141
2021-06-24,9.009
2021-06-25,13.81381
2021-06-26,11.41141
2021-06-27,13.81381
2021-06-28,10.21021
2021-06-29,5.4054
2021-06-30,7.8078
2021-07-01,7.2072
2021-07-02,14.11411
2021-07-03,12.91291
2021-07-04,44.14414
2021-07-05,11.71171
2021-07-06,12.01201
2021-07-07,6.6066
2021-07-08,6.006
2021-07-09,11.41141
2021-07-10,10.81081
2021-07-11,14.11411
2021-07-12,14.41441
2021-07-13,13.81381
2021-07-14,15.91591
2021-07-15,14.41441
2021-07-16,9.009
2021-07-17,11.41141
2021-07-18,15.01501
2021-07-19,21.02102
2021-07-20,16.81681
2021-07-21,17.71771
2021-07-22,11.71171
2021-07-23,11.71171
2021-07-24,12.91291
2021-07-25,13.81381
2021-07-26,10.51051
2021-07-27,12.61261
2021-07-28,13.51351
2021-07-29,16.51651
2021-07-30,15.61561
2021-07-31,12.31231
2021-08-01,17.41741
2021-08-02,15.61561
2021-08-03,12.31231
2021-08-04,16.81681
2021-08-05,14.11411
2021-08-06,14.41441
2021-08-07,12.31231
2021-08-08,12.91291
2021-08-09,15.61561
2021-08-10,12.01201
2021-08-11,15.01501
2021-08-12,12.31231
2021-08-13,13.51351
2021-08-14,11.11111
2021-08-15,10.51051
2021-08-16,12.61261
2021-08-17,16.21621
2021-08-18,14.41441
2021-08-19,11.71171
2021-08-20,12.91291
2021-08-21,12.61261
2021-08-22,12.01201
2021-08-23,18.01801
2021-08-24,17.71771
2021-08-25,19.21921
2021-08-26,9.6096
2021-08-27,16.81681
2021-08-28,15.91591
2021-08-29,17.11711
2021-08-30,14.71471
2021-08-31,19.51951
2021-09-01,12.61261
2021-09-02,14.11411
2021-09-03,13.51351
2021-09-04,13.81381
2021-09-05,11.11111
2021-09-06,19.51951
2021-09-07,21.02102
2021-09-08,14.71471
2021-09-09,16.21621
2021-09-10,13.21321
2021-09-11,14.41441
2021-09-12,36.63663
2021-09-13,24.92492
2021-09-14,16.21621
2021-09-15,11.11111
2021-09-16,14.11411
2021-09-17,7.5075
2021-09-18,14.71471
2021-09-19,14.71471
2021-09-20,17.71771
2021-09-21,16.21621
2021-09-22,16.21621
2021-09-23,16.51651
2021-09-24,15.31531
2021-09-25,13.21321
2021-09-26,12.91291
2021-09-27,13.51351
2021-09-28,12.31231
2021-09-29,16.51651
2021-09-30,12.61261
2021-10-01,14.71471
2021-10-02,9.3093
2021-10-03,20.42042
2021-10-04,16.51651
2021-10-05,12.31231
2021-10-06,10.51051
2021-10-07,17.71771
2021-10-08,19.51951
2021-10-09,21.92192
2021-10-10,17.41741
2021-10-11,16.81681
2021-10-12,15.31531
2021-10-13,18.91891
2021-10-14,13.51351
2021-10-15,32.13213
2021-10-16,22.82282
2021-10-17,17.41741
2021-10-18,14.41441
2021-10-19,16.21621
2021-10-20,13.21321
2021-10-21,17.11711
2021-10-22,25.22522
2021-10-23,12.61261
2021-10-24,16.51651
2021-10-25,11.41141
2021-10-26,9.6096
2021-10-27,11.41141
2021-10-28,13.21321
2021-10-29,16.81681
2021-10-30,16.21621
2021-10-31,20.42042
2021-11-01,23.42342
2021-11-02,11.41141
2021-11-03,18.01801
2021-11-04,13.21321
2021-11-05,14.11411
2021-11-06,21.62162
2021-11-07,12.31231
2021-11-08,15.61561
2021-11-09,12.61261
2021-11-10,10.81081
2021-11-11,17.11711
2021-11-12,9.009
2021-11-13,14.11411
2021-11-14,17.71771
2021-11-15,13.21321
2021-11-16,10.51051
2021-11-17,11.41141
2021-11-18,12.61261
2021-11-19,14.11411
2021-11-20,16.21621
2021-11-21,17.11711
2021-11-22,15.61561
2021-11-23,17.41741
2021-11-24,14.71471
2021-11-25,21.32132
2021-11-26,20.72072
2021-11-27,22.52252
2021-11-28,17.41741
2021-11-29,13.81381
2021-11-30,11.41141
2021-12-01,12.91291
2021-12-02,14.41441
2021-12-03,15.61561
2021-12-04,15.31531
2021-12-05,21.92192
2021-12-06,12.61261
2021-12-07,19.81981
2021-12-08,12.91291
2021-12-09,15.61561
2021-12-10,13.51351
2021-12-11,15.31531
2021-12-12,12.91291
2021-12-13,16.81681
2021-12-14,11.41141
2021-12-15,12.61261
2021-12-16,12.31231
2021-12-17,18.01801
2021-12-18,13.81381
2021-12-19,24.02402
2021-12-20,13.21321
2021-12-21,15.61561
2021-12-22,18.91891
2021-12-23,8.7087
2021-12-24,14.41441
2021-12-25,16.21621
2021-12-26,15.91591
2021-12-27,20.72072
2021-12-28,14.41441
2021-12-29,15.91591
2021-12-30,18.61861
2021-12-31,13.81381
2022-01-01,15.01501
2022-01-02,21.62162
2022-01-03,16.21621
2022-01-04,13.51351
2022-01-05,13.81381
2022-01-06,8.7087
2022-01-07,9.6096
2022-01-08,17.41741
2022-01-09,27.32732
2022-01-10,17.41741
2022-01-11,9.009
2022-01-12,12.01201
2022-01-13,14.41441
2022-01-14,15.31531
2022-01-15,15.91591
2022-01-16,16.51651
2022-01-17,14.11411
2022-01-18,15.31531
2022-01-19,21.62162
2022-01-20,15.01501
2022-01-21,19.21921
2022-01-22,18.01801
2022-01-23,12.91291
2022-01-24,11.71171
2022-01-25,12.91291
2022-01-26,13.21321
2022-01-27,12.01201
2022-01-28,8.1081
2022-01-29,11.11111
2022-01-30,15.01501
2022-01-31,30.03003
2022-02-01,20.42042
2022-02-02,27.62762
2022-02-03,31.53153
2022-02-04,25.52552
2022-02-05,30.33033
2022-02-06,41.14114
2022-02-07,37.23723
2022-02-08,33.63363
2022-02-09,20.42042
2022-02-10,20.42042
2022-02-11,21.62162
2022-02-12,32.43243
2022-02-13,26.42642
2022-02-14,21.32132
2022-02-15,20.72072
2022-02-16,17.11711
2022-02-17,18.61861
2022-02-18,21.32132
2022-02-19,54.65465
2022-02-20,28.52852
2022-02-21,17.11711
2022-02-22,15.91591
2022-02-23,18.91891
2022-02-24,17.71771
2022-02-25,13.51351
2022-02-26,22.22222
2022-02-27,19.51951
2022-02-28,17.11711
2022-03-01,22.22222
2022-03-02,16.21621
2022-03-03,12.91291
2022-03-04,17.71771
2022-03-05,21.92192
2022-03-06,15.61561
2022-03-07,16.81681
2022-03-08,12.91291
2022-03-09,9.9099
2022-03-10,14.71471
2022-03-11,14.71471
2022-03-12,17.11711
2022-03-13,20.12012
2022-03-14,18.61861
2022-03-15,15.91591
2022-03-16,12.01201
2022-03-17,21.62162
2022-03-18,22.22222
2022-03-19,15.91591
2022-03-20,20.72072
2022-03-21,16.51651
2022-03-22,14.71471
2022-03-23,11.41141
2022-03-24,14.41441
2022-03-25,15.91591
2022-03-26,16.81681
2022-03-27,15.91591
2022-03-28,15.01501
2022-03-29,15.31531
2022-03-30,11.71171
2022-03-31,13.81381
2022-04-01,14.41441
2022-04-02,14.11411
2022-04-03,18.31831
2022-04-04,12.01201
2022-04-05,15.91591
2022-04-06,11.11111
2022-04-07,18.61861
2022-04-08,14.71471
2022-04-09,50.45045
2022-04-10,34.53453
2022-04-11,21.32132
2022-04-12,21.62162
2022-04-13,16.21621
2022-04-14,28.22822
2022-04-15,27.02702
2022-04-16,19.21921
2022-04-17,18.01801
2022-04-18,16.21621
2022-04-19,11.71171
2022-04-20,13.51351
2022-04-21,24.32432
2022-04-22,19.21921
2022-04-23,16.81681
2022-04-24,16.81681
2022-04-25,14.11411
2022-04-26,18.01801
2022-04-27,14.11411
2022-04-28,28.52852
2022-04-29,24.02402
2022-04-30,34.53453
2022-05-01,21.62162
2022-05-02,23.12312
2022-05-03,27.92792
2022-05-04,17.11711
2022-05-05,23.12312
2022-05-06,25.22522
2022-05-07,19.21921
2022-05-08,25.22522
2022-05-09,16.81681
2022-05-10,15.31531
2022-05-11,13.81381
2022-05-12,12.91291
2022-05-13,14.41441
2022-05-14,13.81381
2022-05-15,15.61561
2022-05-16,14.11411
2022-05-17,15.31531
2022-05-18,16.81681
2022-05-19,22.22222
2022-05-20,21.32132
2022-05-21,16.51651
2022-05-22,15.01501
2022-05-23,19.21921
2022-05-24,19.51951
2022-05-25,15.91591
2022-05-26,17.41741
2022-05-27,17.71771
2022-05-28,14.11411
2022-05-29,18.61861
2022-05-30,11.71171
2022-05-31,18.61861
2022-06-01,14.71471
2022-06-02,15.61561
2022-06-03,16.21621
2022-06-04,16.21621
2022-06-05,18.91891
2022-06-06,15.31531
2022-06-07,14.11411
2022-06-08,11.41141
2022-06-09,14.11411
2022-06-10,14.41441
2022-06-11,15.91591
2022-06-12,20.12012
2022-06-13,11.41141
2022-06-14,15.01501
2022-06-15,12.61261
2022-06-16,15.61561
2022-06-17,15.01501
2022-06-18,8.7087
2022-06-19,12.31231
2022-06-20,14.11411
2022-06-21,13.81381
2022-06-22,10.81081
2022-06-23,12.01201
2022-06-24,11.41141
2022-06-25,12.31231
2022-06-26,11.41141
2022-06-27,8.7087
2022-06-28,13.81381
2022-06-29,13.21321
2022-06-30,15.61561
2022-07-01,11.11111
2022-07-02,11.71171
2022-07-03,17.11711
2022-07-04,11.41141
2022-07-05,12.61261
2022-07-06,12.91291
2022-07-07,15.61561
2022-07-08,9.9099
2022-07-09,16.81681
2022-07-10,21.02102
2022-07-11,12.61261
2022-07-12,11.71171
2022-07-13,10.21021
2022-07-14,14.71471
2022-07-15,16.21621
2022-07-16,15.31531
2022-07-17,14.71471
2022-07-18,13.81381
2022-07-19,10.51051
2022-07-20,15.31531
2022-07-21,11.71171
2022-07-22,9.3093
2022-07-23,45.04504
2022-07-24,21.02102
2022-07-25,19.21921
2022-07-26,16.21621
2022-07-27,12.31231
2022-07-28,10.21021
2022-07-29,15.31531
2022-07-30,15.61561
2022-07-31,20.12012
2022-08-01,15.91591
2022-08-02,15.01501
2022-08-03,17.41741
2022-08-04,19.51951
2022-08-05,13.81381
2022-08-06,18.31831
2022-08-07,18.31831
2022-08-08,16.51651
2022-08-09,15.01501
2022-08-10,12.01201
2022-08-11,14.71471
2022-08-12,31.23123
2022-08-13,12.91291
2022-08-14,18.31831
2022-08-15,20.12012
2022-08-16,20.12012
2022-08-17,12.91291
2022-08-18,12.61261
2022-08-19,17.41741
2022-08-20,12.61261
2022-08-21,16.81681
2022-08-22,15.01501
2022-08-23,13.21321
2022-08-24,14.71471
2022-08-25,17.41741
2022-08-26,13.51351
2022-08-27,10.81081
2022-08-28,13.51351
2022-08-29,16.81681
2022-08-30,18.01801
2022-08-31,14.11411
2022-09-01,12.01201
2022-09-02,12.61261
2022-09-03,15.31531
2022-09-04,21.02102
2022-09-05,23.12312
2022-09-06,33.93393
2022-09-07,18.31831
2022-09-08,21.32132
2022-09-09,13.51351
2022-09-10,17.11711
2022-09-11,20.42042
2022-09-12,27.32732
2022-09-13,19.21921
2022-09-14,18.01801
2022-09-15,12.01201
2022-09-16,14.71471
2022-09-17,19.81981
2022-09-18,17.71771
2022-09-19,18.61861
2022-09-20,22.82282
2022-09-21,19.21921
2022-09-22,14.41441
2022-09-23,16.81681
2022-09-24,13.51351
2022-09-25,13.51351
2022-09-26,12.91291
2022-09-27,16.21621
2022-09-28,13.51351
2022-09-29,15.01501
2022-09-30,12.61261
2022-10-01,11.71171
2022-10-02,18.01801
2022-10-03,13.81381
2022-10-04,15.91591
2022-10-05,9.9099
2022-10-06,13.81381
2022-10-07,11.41141
2022-10-08,9.009
2022-10-09,13.51351
2022-10-10,18.61861
2022-10-11,17.41741
2022-10-12,12.31231
2022-10-13,12.61261
2022-10-14,9.6096
2022-10-15,20.42042
2022-10-16,15.91591
2022-10-17,26.12612
2022-10-18,18.91891
2022-10-19,10.51051
2022-10-20,14.71471
2022-10-21,19.21921
2022-10-22,15.31531
2022-10-23,21.32132
2022-10-24,15.91591
2022-10-25,8.7087
2022-10-26,12.91291
2022-10-27,13.51351
2022-10-28,15.01501
2022-10-29,17.41741
2022-10-30,9.9099
2022-10-31,12.31231
2022-11-01,9.009
2022-11-02,18.01801
2022-11-03,15.61561
2022-11-04,12.31231
2022-11-05,22.52252
2022-11-06,13.81381
2022-11-07,12.91291
2022-11-08,14.71471
2022-11-09,9.3093
2022-11-10,27.62762
2022-11-11,10.81081
2022-11-12,16.81681
2022-11-13,15.01501
2022-11-14,8.4084
2022-11-15,17.11711
2022-11-16,13.81381
2022-11-17,14.41441
2022-11-18,12.31231
2022-11-19,24.02402
2022-11-20,23.72372
2022-11-21,25.22522
2022-11-22,28.52852
2022-11-23,23.12312
2022-11-24,18.61861
2022-11-25,18.61861
2022-11-26,15.31531
2022-11-27,15.91591
2022-11-28,12.31231
2022-11-29,17.71771
2022-11-30,17.71771
2022-12-01,15.31531
2022-12-02,23.42342
2022-12-03,17.41741
2022-12-04,22.22222
2022-12-05,20.72072
2022-12-06,12.31231
2022-12-07,17.11711
2022-12-08,16.51651
2022-12-09,12.61261
2022-12-10,15.91591
2022-12-11,20.72072
2022-12-12,19.81981
2022-12-13,16.81681
2022-12-14,13.51351
2022-12-15,15.61561
2022-12-16,13.81381
2022-12-17,14.11411
2022-12-18,16.21621
2022-12-19,14.41441
2022-12-20,15.61561
2022-12-21,6.006
2022-12-22,15.91591
2022-12-23,18.31831
2022-12-24,15.01501
2022-12-25,17.71771
2022-12-26,16.21621
2022-12-27,19.21921
2022-12-28,15.31531
2022-12-29,16.21621
2022-12-30,15.01501
2022-12-31,22.22222
2023-01-01,13.21321
2023-01-02,15.01501
2023-01-03,15.01501
2023-01-04,12.91291
2023-01-05,15.01501
2023-01-06,14.71471
2023-01-07,21.62162
2023-01-08,25.52552
2023-01-09,18.91891
2023-01-10,14.41441
2023-01-11,14.71471
2023-01-12,10.21021
2023-01-13,12.61261
2023-01-14,17.71771
2023-01-15,15.91591
2023-01-16,18.61861
2023-01-17,9.9099
2023-01-18,10.21021
2023-01-19,7.5075
2023-01-20,15.91591
2023-01-21,11.11111
2023-01-22,11.11111
2023-01-23,15.01501
2023-01-24,18.61861
2023-01-25,13.51351
2023-01-26,15.91591
2023-01-27,17.11711
2023-01-28,15.01501
2023-01-29,18.61861
2023-01-30,11.11111
2023-01-31,14.11411
2023-02-01,10.21021
2023-02-02,7.8078
2023-02-03,11.11111
2023-02-04,17.71771
2023-02-05,21.62162
2023-02-06,16.21621
2023-02-07,14.71471
2023-02-08,10.51051
2023-02-09,17.71771
2023-02-10,9.009
2023-02-11,14.11411
2023-02-12,18.01801
2023-02-13,14.41441
2023-02-14,16.51651
2023-02-15,17.41741
2023-02-16,15.01501
2023-02-17,14.71471
2023-02-18,15.91591
2023-02-19,19.51951
2023-02-20,29.42942
2023-02-21,100.0
2023-02-22,43.84384
2023-02-23,19.21921
2023-02-24,14.41441
2023-02-25,21.02102
2023-02-26,22.22222
2023-02-27,18.61861
2023-02-28,19.21921
2023-03-01,18.61861
2023-03-02,12.01201
2023-03-03,8.1081
2023-03-04,14.11411
2023-03-05,18.01801
2023-03-06,17.11711
2023-03-07,17.41741
2023-03-08,17.11711
2023-03-09,12.31231
2023-03-10,13.21321
2023-03-11,12.61261
2023-03-12,15.31531
2023-03-13,17.71771
2023-03-14,17.71771
2023-03-15,12.91291
2023-03-16,16.51651
2023-03-17,15.31531
2023-03-18,21.32132
2023-03-19,18.31831
2023-03-20,17.41741
2023-03-21,20.12012
2023-03-22,17.71771
2023-03-23,14.41441
2023-03-24,17.71771
2023-03-25,14.41441
2023-03-26,14.71471
2023-03-27,15.31531
2023-03-28,20.42042
2023-03-29,12.31231
2023-03-30,20.42042
2023-03-31,17.71771
2023-04-01,14.71471
2023-04-02,20.42042
2023-04-03,16.51651
2023-04-04,11.41141
2023-04-05,16.21621
2023-04-06,17.41741
2023-04-07,14.41441
2023-04-08,15.31531
2023-04-09,15.31531
2023-04-10,13.81381
2023-04-11,15.61561
2023-04-12,14.41441
2023-04-13,16.81681
2023-04-14,15.31531
2023-04-15,20.12012
2023-04-16,17.11711
2023-04-17,16.51651
2023-04-18,11.71171
2023-04-19,11.71171
2023-04-20,13.21321
2023-04-21,9.6096
2023-04-22,9.3093
2023-04-23,15.01501
2023-04-24,16.81681
2023-04-25,11.71171
2023-04-26,9.6096
2023-04-27,12.91291
2023-04-28,12.01201
2023-04-29,6.9069
2023-04-30,10.51051
2023-05-01,12.31231
2023-05-02,15.31531
2023-05-03,13.51351
2023-05-04,13.21321
2023-05-05,16.21621
2023-05-06,18.91891
2023-05-07,20.72072
2023-05-08,14.71471
2023-05-09,14.71471
2023-05-10,18.91891
2023-05-11,15.31531
2023-05-12,17.11711
2023-05-13,16.81681
2023-05-14,20.42042
2023-05-15,14.11411
2023-05-16,15.91591
2023-05-17,16.21621
2023-05-18,14.41441
2023-05-19,9.9099
2023-05-20,11.41141
2023-05-21,13.51351
2023-05-22,14.11411
2023-05-23,16.81681
2023-05-24,12.01201
2023-05-25,15.01501
2023-05-26,13.81381
2023-05-27,12.91291
2023-05-28,32.73273
2023-05-29,26.12612
