date,앱테크
2023-05-29,21.77684
2023-05-30,21.00328
2023-05-31,21.23769
2023-06-01,28.41068
2023-06-02,20.76887
2023-06-03,17.69807
2023-06-04,20.79231
2023-06-05,20.06563
2023-06-06,19.15142
2023-06-07,19.62025
2023-06-08,19.69057
2023-06-09,17.69807
2023-06-10,15.4946
2023-06-11,17.46366
2023-06-12,24.94139
2023-06-13,22.73792
2023-06-14,20.51101
2023-06-15,21.02672
2023-06-16,18.47163
2023-06-17,15.3774
2023-06-18,15.42428
2023-06-19,19.10454
2023-06-20,22.19878
2023-06-21,21.12048
2023-06-22,18.9639
2023-06-23,17.81528
2023-06-24,16.36193
2023-06-25,17.8856
2023-06-26,22.87857
2023-06-27,21.72995
2023-06-28,20.13595
2023-06-29,20.18284
2023-06-30,20.32348
2023-07-01,22.87857
2023-07-02,18.58884
2023-07-03,19.19831
2023-07-04,20.53445
2023-07-05,18.9639
2023-07-06,18.70604
2023-07-07,17.55743
2023-07-08,14.15846
2023-07-09,17.18237
2023-07-10,17.46366
2023-07-11,17.74496
2023-07-12,19.10454
2023-07-13,17.60431
2023-07-14,16.33849
2023-07-15,14.39287
2023-07-16,16.05719
2023-07-17,18.9639
2023-07-18,18.35443
2023-07-19,15.7759
2023-07-20,19.05766
2023-07-21,14.93202
2023-07-22,12.96296
2023-07-23,14.39287
2023-07-24,17.62775
2023-07-25,15.75246
2023-07-26,18.65916
2023-07-27,15.93999
2023-07-28,16.99484
2023-07-29,12.30661
2023-07-30,13.99437
2023-07-31,19.03422
2023-08-01,25.43366
2023-08-02,18.42475
2023-08-03,18.87013
2023-08-04,16.36193
2023-08-05,14.9789
2023-08-06,14.20534
2023-08-07,16.59634
2023-08-08,18.63572
2023-08-09,16.83075
2023-08-10,20.2766
2023-08-11,16.45569
2023-08-12,14.36943
2023-08-13,16.71354
2023-08-14,17.8856
2023-08-15,17.72151
2023-08-16,19.80778
2023-08-17,19.17487
2023-08-18,17.39334
2023-08-19,15.65869
2023-08-20,15.72902
2023-08-21,18.75293
2023-08-22,21.21425
2023-08-23,19.71401
2023-08-24,19.73745
2023-08-25,17.81528
2023-08-26,14.01781
2023-08-27,15.21331
2023-08-28,18.2841
2023-08-29,20.08907
2023-08-30,18.5654
2023-08-31,18.00281
2023-09-01,21.09704
2023-09-02,15.3774
2023-09-03,17.15893
2023-09-04,18.70604
2023-09-05,21.00328
2023-09-06,17.53398
2023-09-07,16.33849
2023-09-08,16.45569
2023-09-09,13.1036
2023-09-10,15.86966
2023-09-11,15.54149
2023-09-12,16.99484
2023-09-13,18.44819
2023-09-14,17.41678
2023-09-15,17.72151
2023-09-16,16.05719
2023-09-17,14.51007
2023-09-18,19.10454
2023-09-19,20.58134
2023-09-20,22.57383
2023-09-21,21.68307
2023-09-22,19.03422
2023-09-23,19.0811
2023-09-24,19.38584
2023-09-25,21.96436
2023-09-26,19.52648
2023-09-27,18.61228
2023-09-28,16.6901
2023-09-29,17.29957
2023-09-30,18.63572
2023-10-01,24.23816
2023-10-02,22.57383
2023-10-03,23.30051
2023-10-04,23.83966
2023-10-05,20.30004
2023-10-06,16.99484
2023-10-07,12.93952
2023-10-08,28.27004
2023-10-09,21.72995
2023-10-10,20.11251
2023-10-11,21.58931
2023-10-12,22.15189
2023-10-13,19.24519
2023-10-14,18.94045
2023-10-15,20.76887
2023-10-16,23.81622
2023-10-17,27.09798
2023-10-18,24.51945
2023-10-19,22.78481
2023-10-20,20.44069
2023-10-21,15.98687
2023-10-22,17.22925
2023-10-23,20.25316
2023-10-24,21.40178
2023-10-25,21.28457
2023-10-26,18.26066
2023-10-27,19.64369
2023-10-28,16.5729
2023-10-29,18.58884
2023-10-30,22.55039
2023-10-31,23.48804
2023-11-01,26.11345
2023-11-02,20.25316
2023-11-03,17.51054
2023-11-04,38.23253
2023-11-05,29.0436
2023-11-06,24.7773
2023-11-07,26.88701
2023-11-08,21.37834
2023-11-09,21.00328
2023-11-10,16.1744
2023-11-11,12.49413
2023-11-12,13.68963
2023-11-13,15.98687
2023-11-14,16.15096
2023-11-15,16.83075
2023-11-16,15.4946
2023-11-17,13.33802
2023-11-18,11.13455
2023-11-19,12.5879
2023-11-20,16.36193
2023-11-21,16.80731
2023-11-22,17.62775
2023-11-23,17.13548
2023-11-24,14.65072
2023-11-25,12.70511
2023-11-26,15.70557
2023-11-27,17.79184
2023-11-28,16.64322
2023-11-29,16.24472
2023-11-30,16.61978
2023-12-01,21.65963
2023-12-02,16.47913
2023-12-03,17.22925
2023-12-04,17.3699
2023-12-05,19.10454
2023-12-06,20.22972
2023-12-07,20.06563
2023-12-08,15.33052
2023-12-09,12.02531
2023-12-10,15.82278
2023-12-11,17.25269
2023-12-12,19.54992
2023-12-13,21.4721
2023-12-14,17.69807
2023-12-15,14.11157
2023-12-16,15.4946
2023-12-17,18.02625
2023-12-18,21.70651
2023-12-19,19.92498
2023-12-20,20.22972
2023-12-21,19.94842
2023-12-22,15.07266
2023-12-23,12.14252
2023-12-24,13.66619
2023-12-25,14.53352
2023-12-26,21.94092
2023-12-27,19.92498
2023-12-28,19.69057
2023-12-29,17.51054
2023-12-30,18.19034
2023-12-31,19.97187
2024-01-01,26.6526
2024-01-02,25.66807
2024-01-03,24.73042
2024-01-04,27.73089
2024-01-05,18.33098
2024-01-06,18.47163
2024-01-07,18.87013
2024-01-08,17.7684
2024-01-09,24.84763
2024-01-10,23.11298
2024-01-11,24.68354
2024-01-12,23.53492
2024-01-13,23.20675
2024-01-14,21.75339
2024-01-15,23.44116
2024-01-16,23.39428
2024-01-17,23.79278
2024-01-18,20.76887
2024-01-19,23.69901
2024-01-20,20.37037
2024-01-21,36.61509
2024-01-22,26.98077
2024-01-23,21.65963
2024-01-24,22.78481
2024-01-25,19.01078
2024-01-26,18.49507
2024-01-27,19.33895
2024-01-28,21.0736
2024-01-29,21.82372
2024-01-30,21.96436
2024-01-31,20.97984
2024-02-01,24.73042
2024-02-02,18.58884
2024-02-03,18.87013
2024-02-04,20.53445
2024-02-05,21.51898
2024-02-06,19.66713
2024-02-07,15.68213
2024-02-08,14.2991
2024-02-09,12.16596
2024-02-10,12.63478
2024-02-11,18.72948
2024-02-12,22.2691
2024-02-13,21.54242
2024-02-14,23.81622
2024-02-15,22.57383
2024-02-16,21.02672
2024-02-17,20.53445
2024-02-18,22.59728
2024-02-19,23.55836
2024-02-20,21.61275
2024-02-21,19.90154
2024-02-22,20.2766
2024-02-23,18.87013
2024-02-24,17.67463
2024-02-25,16.45569
2024-02-26,17.7684
2024-02-27,19.94842
2024-02-28,21.09704
2024-02-29,21.72995
2024-03-01,25.29301
2024-03-02,20.06563
2024-03-03,20.01875
2024-03-04,19.50304
2024-03-05,22.83169
2024-03-06,18.61228
2024-03-07,19.05766
2024-03-08,16.2916
2024-03-09,18.07313
2024-03-10,17.72151
2024-03-11,29.1608
2024-03-12,26.84013
2024-03-13,22.83169
2024-03-14,19.01078
2024-03-15,17.55743
2024-03-16,15.02578
2024-03-17,22.48007
2024-03-18,22.40975
2024-03-19,22.78481
2024-03-20,21.33145
