date,코인거래방법
2021-11-28,12.74131
2021-11-29,16.21621
2021-11-30,13.89961
2021-12-01,23.55212
2021-12-02,16.98841
2021-12-03,12.74131
2021-12-04,22.39382
2021-12-05,22.39382
2021-12-06,27.41312
2021-12-07,25.48262
2021-12-08,5.4054
2021-12-09,18.14671
2021-12-10,4.6332
2021-12-11,6.5637
2021-12-12,6.1776
2021-12-13,5.0193
2021-12-14,5.4054
2021-12-15,5.7915
2021-12-16,6.5637
2021-12-17,9.2664
2021-12-18,5.4054
2021-12-20,5.4054
2021-12-21,4.2471
2021-12-22,3.0888
2021-12-24,6.9498
2021-12-25,4.2471
2021-12-26,3.861
2021-12-27,8.8803
2021-12-28,5.7915
2021-12-29,15.83011
2021-12-30,3.861
2021-12-31,6.9498
2022-01-01,5.7915
2022-01-02,6.9498
2022-01-03,11.58301
2022-01-04,8.4942
2022-01-05,8.1081
2022-01-06,8.8803
2022-01-07,7.3359
2022-01-08,2.7027
2022-01-09,5.4054
2022-01-10,8.1081
2022-01-11,8.8803
2022-01-12,10.03861
2022-01-13,8.8803
2022-01-14,7.722
2022-01-15,8.8803
2022-01-16,4.6332
2022-01-17,9.6525
2022-01-18,7.722
2022-01-19,8.4942
2022-01-20,8.8803
2022-01-21,1.9305
2022-01-22,9.6525
2022-01-23,10.81081
2022-01-24,7.3359
2022-01-25,4.2471
2022-01-27,3.0888
2022-01-28,2.7027
2022-01-29,6.5637
2022-01-30,1.9305
2022-01-31,4.2471
2022-02-01,5.4054
2022-02-02,3.4749
2022-02-03,3.861
2022-02-04,4.2471
2022-02-05,5.4054
2022-02-06,5.0193
2022-02-07,9.2664
2022-02-08,7.3359
2022-02-09,1.9305
2022-02-10,5.4054
2022-02-11,2.3166
2022-02-12,3.0888
2022-02-13,2.7027
2022-02-15,7.3359
2022-02-16,3.0888
2022-02-17,3.4749
2022-02-19,5.0193
2022-02-21,4.6332
2022-02-22,7.3359
2022-02-23,2.3166
2022-02-24,8.1081
2022-02-26,5.4054
2022-02-27,2.3166
2022-02-28,2.7027
2022-03-01,5.0193
2022-03-02,1.9305
2022-03-03,2.3166
2022-03-04,1.9305
2022-03-07,1.9305
2022-03-08,5.0193
2022-03-09,2.3166
2022-03-10,1.9305
2022-03-14,1.9305
2022-03-16,1.9305
2022-03-17,2.7027
2022-03-18,6.1776
2022-03-19,2.7027
2022-03-20,5.0193
2022-03-21,5.4054
2022-03-22,6.9498
2022-03-23,6.5637
2022-03-24,5.0193
2022-03-25,3.0888
2022-03-26,3.4749
2022-03-27,4.2471
2022-03-28,7.3359
2022-03-29,3.861
2022-03-30,7.3359
2022-03-31,8.4942
2022-04-01,3.4749
2022-04-02,4.6332
2022-04-03,3.861
2022-04-04,4.6332
2022-04-05,4.6332
2022-04-06,1.9305
2022-04-07,7.722
2022-04-08,4.2471
2022-04-09,5.4054
2022-04-10,8.4942
2022-04-11,10.03861
2022-04-12,8.8803
2022-04-13,5.7915
2022-04-14,9.6525
2022-04-15,5.0193
2022-04-16,4.6332
2022-04-17,5.7915
2022-04-18,5.4054
2022-04-19,5.4054
2022-04-20,11.96911
2022-04-21,7.722
2022-04-22,5.4054
2022-04-23,6.1776
2022-04-24,3.4749
2022-04-25,8.4942
2022-04-26,10.03861
2022-04-27,5.7915
2022-04-28,8.4942
2022-04-29,9.2664
2022-04-30,5.4054
2022-05-01,4.2471
2022-05-03,7.722
2022-05-04,3.4749
2022-05-05,5.4054
2022-05-06,4.6332
2022-05-08,7.3359
2022-05-09,3.861
2022-05-10,6.5637
2022-05-11,5.4054
2022-05-12,18.91891
2022-05-13,24.32432
2022-05-14,9.6525
2022-05-15,7.3359
2022-05-16,10.42471
2022-05-17,15.44401
2022-05-18,12.35521
2022-05-19,12.74131
2022-05-20,9.6525
2022-05-21,6.5637
2022-05-22,13.89961
2022-05-23,2.7027
2022-05-24,8.1081
2022-05-25,4.6332
2022-05-26,6.1776
2022-05-27,4.2471
2022-05-28,2.3166
2022-05-29,3.0888
2022-05-30,6.9498
2022-05-31,6.9498
2022-06-01,1.9305
2022-06-02,2.3166
2022-06-04,1.9305
2022-06-05,1.9305
2022-06-06,3.861
2022-06-07,2.3166
2022-06-08,5.7915
2022-06-09,2.3166
2022-06-10,2.3166
2022-06-11,1.9305
2022-06-12,5.7915
2022-06-13,3.861
2022-06-14,8.4942
2022-06-15,6.5637
2022-06-16,4.6332
2022-06-17,3.0888
2022-06-18,5.7915
2022-06-19,6.9498
2022-06-20,3.861
2022-06-21,5.0193
2022-06-22,2.3166
2022-06-23,2.3166
2022-06-25,5.7915
2022-06-26,3.0888
2022-06-27,2.7027
2022-06-28,6.5637
2022-06-29,2.7027
2022-06-30,7.3359
2022-07-02,3.0888
2022-07-03,2.7027
2022-07-04,5.4054
2022-07-05,6.1776
2022-07-06,9.6525
2022-07-07,1.9305
2022-07-08,1.9305
2022-07-09,3.861
2022-07-10,2.3166
2022-07-11,8.1081
2022-07-12,3.861
2022-07-13,1.9305
2022-07-16,4.2471
2022-07-17,1.9305
2022-07-18,1.9305
2022-07-19,1.9305
2022-07-20,3.0888
2022-07-21,6.1776
2022-07-23,2.3166
2022-07-24,1.9305
2022-07-25,2.7027
2022-07-28,4.2471
2022-07-29,3.0888
2022-07-30,3.0888
2022-07-31,2.7027
2022-08-02,2.7027
2022-08-03,2.3166
2022-08-04,3.4749
2022-08-05,1.9305
2022-08-06,2.7027
2022-08-07,1.9305
2022-08-08,2.3166
2022-08-09,4.2471
2022-08-10,3.0888
2022-08-11,3.4749
2022-08-12,5.0193
2022-08-13,3.861
2022-08-14,1.9305
2022-08-15,1.9305
2022-08-16,2.7027
2022-08-17,2.7027
2022-08-18,2.7027
2022-08-19,3.4749
2022-08-21,3.0888
2022-08-22,3.861
2022-08-23,1.9305
2022-08-24,1.9305
2022-08-25,7.3359
2022-08-28,1.9305
2022-09-01,2.3166
2022-09-02,1.9305
2022-09-03,3.4749
2022-09-04,1.9305
2022-09-06,2.3166
2022-09-08,1.9305
2022-09-09,2.7027
2022-09-12,2.3166
2022-09-13,2.3166
2022-09-14,5.0193
2022-09-15,3.4749
2022-09-16,4.2471
2022-09-17,1.9305
2022-09-20,4.2471
2022-09-22,2.3166
2022-09-23,3.861
2022-09-26,2.7027
2022-09-27,3.4749
2022-09-28,2.7027
2022-09-29,5.0193
2022-09-30,3.861
2022-10-01,3.861
2022-10-02,4.6332
2022-10-03,3.861
2022-10-04,10.03861
2022-10-05,4.2471
2022-10-06,3.0888
2022-10-07,3.0888
2022-10-08,3.861
2022-10-09,4.6332
2022-10-11,3.861
2022-10-12,9.6525
2022-10-13,5.4054
2022-10-14,9.2664
2022-10-15,5.4054
2022-10-16,6.9498
2022-10-17,9.6525
2022-10-18,3.861
2022-10-19,8.4942
2022-10-20,14.67181
2022-10-21,12.35521
2022-10-22,6.1776
2022-10-23,3.4749
2022-10-24,6.9498
2022-10-25,2.3166
2022-10-26,7.722
2022-10-27,7.722
2022-10-28,5.7915
2022-10-29,9.2664
2022-10-30,9.6525
2022-10-31,8.8803
2022-11-01,10.42471
2022-11-02,6.5637
2022-11-03,13.51351
2022-11-04,8.1081
2022-11-05,6.5637
2022-11-06,10.81081
2022-11-07,13.12741
2022-11-08,4.6332
2022-11-09,9.6525
2022-11-10,22.39382
2022-11-11,18.14671
2022-11-12,15.83011
2022-11-13,11.58301
2022-11-14,14.67181
2022-11-15,10.03861
2022-11-16,8.4942
2022-11-17,5.7915
2022-11-18,4.2471
2022-11-19,5.4054
2022-11-20,3.0888
2022-11-21,4.6332
2022-11-22,8.1081
2022-11-23,5.7915
2022-11-24,2.7027
2022-11-25,4.2471
2022-11-26,7.3359
2022-11-27,3.0888
2022-11-28,4.6332
2022-11-29,3.0888
2022-11-30,1.9305
2022-12-01,2.3166
2022-12-02,1.9305
2022-12-03,1.9305
2022-12-04,8.1081
2022-12-05,6.5637
2022-12-06,4.2471
2022-12-07,2.7027
2022-12-08,3.861
2022-12-09,8.1081
2022-12-12,4.2471
2022-12-13,2.7027
2022-12-14,1.9305
2022-12-15,3.0888
2022-12-16,3.4749
2022-12-17,4.2471
2022-12-19,6.1776
2022-12-20,3.0888
2022-12-21,3.4749
2022-12-22,5.0193
2022-12-23,5.4054
2022-12-25,3.0888
2022-12-26,5.0193
2022-12-27,1.9305
2022-12-28,5.7915
2022-12-29,4.2471
2022-12-30,2.3166
2022-12-31,2.3166
2023-01-01,3.0888
2023-01-02,3.0888
2023-01-03,1.9305
2023-01-05,1.9305
2023-01-07,2.3166
2023-01-10,3.4749
2023-01-11,2.7027
2023-01-13,1.9305
2023-01-14,2.3166
2023-01-15,1.9305
2023-01-17,3.0888
2023-01-18,5.0193
2023-01-19,7.722
2023-01-20,6.5637
2023-01-21,2.7027
2023-01-22,7.722
2023-01-23,1.9305
2023-01-24,2.3166
2023-01-25,5.4054
2023-01-26,1.9305
2023-01-27,2.3166
2023-01-29,6.5637
2023-01-30,6.5637
2023-01-31,7.3359
2023-02-01,10.42471
2023-02-02,6.9498
2023-02-03,9.2664
2023-02-04,5.7915
2023-02-05,4.6332
2023-02-06,6.9498
2023-02-07,2.3166
2023-02-08,5.7915
2023-02-09,8.4942
2023-02-10,5.4054
2023-02-11,3.861
2023-02-12,6.9498
2023-02-13,4.6332
2023-02-14,3.861
2023-02-15,6.5637
2023-02-16,9.2664
2023-02-17,16.60231
2023-02-18,10.81081
2023-02-19,5.7915
2023-02-20,5.4054
2023-02-21,3.0888
2023-02-22,6.1776
2023-02-23,2.7027
2023-02-24,4.2471
2023-02-27,4.6332
2023-03-02,6.5637
2023-03-03,6.5637
2023-03-04,2.7027
2023-03-05,1.9305
2023-03-06,5.7915
2023-03-07,3.0888
2023-03-08,5.0193
2023-03-09,5.4054
2023-03-10,5.0193
2023-03-11,3.0888
2023-03-13,4.6332
2023-03-14,3.4749
2023-03-15,5.4054
2023-03-16,3.0888
2023-03-17,4.6332
2023-03-18,5.0193
2023-03-19,10.81081
2023-03-20,3.0888
2023-03-21,3.4749
2023-03-22,5.0193
2023-03-23,3.861
2023-03-24,6.9498
2023-03-25,4.6332
2023-03-26,3.861
2023-03-27,10.03861
2023-03-28,6.1776
2023-03-29,4.6332
2023-03-30,10.03861
2023-03-31,9.2664
2023-04-01,4.6332
2023-04-02,3.861
2023-04-03,4.2471
2023-04-04,5.0193
2023-04-05,12.74131
2023-04-06,6.5637
2023-04-07,11.19691
2023-04-08,5.0193
2023-04-09,2.3166
2023-04-10,2.7027
2023-04-11,3.4749
2023-04-13,1.9305
2023-04-14,2.3166
2023-04-18,3.861
2023-04-20,1.9305
2023-04-21,3.4749
2023-04-23,1.9305
2023-04-24,6.1776
2023-04-25,8.1081
2023-04-26,6.9498
2023-04-27,4.2471
2023-04-28,3.4749
2023-04-29,5.4054
2023-04-30,2.7027
2023-05-01,7.3359
2023-05-02,3.861
2023-05-03,3.0888
2023-05-04,5.4054
2023-05-05,13.89961
2023-05-06,24.32432
2023-05-07,16.21621
2023-05-08,16.98841
2023-05-09,15.83011
2023-05-10,25.09652
2023-05-11,17.37451
2023-05-12,32.04633
2023-05-13,29.34362
2023-05-14,25.48262
2023-05-15,34.74903
2023-05-16,39.76833
2023-05-17,25.86872
2023-05-18,23.93822
2023-05-19,20.46332
2023-05-20,17.37451
2023-05-21,13.51351
2023-05-22,22.77992
2023-05-23,21.62162
2023-05-24,13.51351
2023-05-25,14.28571
2023-05-26,9.6525
2023-05-27,4.6332
2023-05-28,10.42471
2023-05-29,7.722
2023-05-30,10.03861
2023-05-31,14.28571
2023-06-01,7.3359
2023-06-02,8.4942
2023-06-03,6.9498
2023-06-04,10.81081
2023-06-05,7.722
2023-06-06,8.4942
2023-06-07,6.9498
2023-06-08,5.4054
2023-06-09,5.4054
2023-06-10,4.6332
2023-06-11,8.4942
2023-06-12,7.3359
2023-06-13,4.6332
2023-06-14,3.4749
2023-06-15,5.7915
2023-06-16,5.7915
2023-06-17,6.5637
2023-06-18,4.2471
2023-06-19,3.4749
2023-06-20,3.4749
2023-06-21,10.81081
2023-06-22,7.3359
2023-06-23,6.5637
2023-06-24,5.0193
2023-06-25,8.8803
2023-06-26,9.2664
2023-06-27,8.1081
2023-06-28,6.5637
2023-06-29,7.3359
2023-06-30,6.1776
2023-07-01,8.4942
2023-07-02,6.1776
2023-07-03,9.6525
2023-07-04,3.4749
2023-07-05,10.03861
2023-07-06,8.4942
2023-07-07,6.5637
2023-07-08,10.03861
2023-07-09,9.6525
2023-07-10,8.4942
2023-07-11,10.81081
2023-07-12,7.722
2023-07-13,5.7915
2023-07-14,18.14671
2023-07-15,10.81081
2023-07-16,10.81081
2023-07-17,12.74131
2023-07-18,8.8803
2023-07-19,12.35521
2023-07-20,20.46332
2023-07-21,17.37451
2023-07-22,12.35521
2023-07-23,14.67181
2023-07-24,18.14671
2023-07-25,11.19691
2023-07-26,10.42471
2023-07-27,6.1776
2023-07-28,7.722
2023-07-29,9.2664
2023-07-30,10.42471
2023-07-31,8.1081
2023-08-01,13.12741
2023-08-02,15.44401
2023-08-03,11.19691
2023-08-04,6.1776
2023-08-05,9.6525
2023-08-06,9.6525
2023-08-07,6.9498
2023-08-08,7.722
2023-08-09,9.6525
2023-08-10,9.2664
2023-08-11,13.89961
2023-08-12,10.81081
2023-08-13,8.8803
2023-08-14,13.89961
2023-08-15,8.1081
2023-08-16,14.28571
2023-08-17,12.74131
2023-08-18,12.35521
2023-08-19,9.2664
2023-08-20,9.6525
2023-08-21,5.0193
2023-08-22,10.42471
2023-08-23,9.6525
2023-08-24,6.5637
2023-08-25,7.722
2023-08-26,3.4749
2023-08-27,3.4749
2023-08-28,9.2664
2023-08-29,10.03861
2023-08-30,10.42471
2023-08-31,5.7915
2023-09-01,3.0888
2023-09-02,5.7915
2023-09-03,11.19691
2023-09-04,11.58301
2023-09-05,6.9498
2023-09-06,5.0193
2023-09-07,5.0193
2023-09-08,4.2471
2023-09-09,5.4054
2023-09-10,4.6332
2023-09-11,5.0193
2023-09-12,12.35521
2023-09-13,5.0193
2023-09-14,6.9498
2023-09-15,11.19691
2023-09-16,9.6525
2023-09-17,4.2471
2023-09-18,6.1776
2023-09-19,3.4749
2023-09-20,3.4749
2023-09-21,8.1081
2023-09-22,2.7027
2023-09-23,4.2471
2023-09-24,2.3166
2023-09-25,5.0193
2023-09-26,7.3359
2023-09-27,4.6332
2023-09-28,2.7027
2023-09-29,3.0888
2023-09-30,5.0193
2023-10-01,4.6332
2023-10-02,5.4054
2023-10-03,5.0193
2023-10-04,1.9305
2023-10-05,4.2471
2023-10-06,6.5637
2023-10-09,4.2471
2023-10-10,2.3166
2023-10-11,6.5637
2023-10-12,5.0193
2023-10-13,3.0888
2023-10-14,4.2471
2023-10-15,3.0888
2023-10-16,8.1081
2023-10-17,3.861
2023-10-18,3.4749
2023-10-19,4.2471
2023-10-20,4.2471
2023-10-21,3.861
2023-10-22,1.9305
2023-10-23,4.2471
2023-10-24,13.12741
2023-10-25,10.03861
2023-10-26,11.96911
2023-10-27,6.5637
2023-10-28,5.7915
2023-10-29,6.9498
2023-10-30,7.722
2023-10-31,7.3359
2023-11-01,9.6525
2023-11-02,9.2664
2023-11-03,8.1081
2023-11-04,5.4054
2023-11-05,5.0193
2023-11-06,13.89961
2023-11-07,9.2664
2023-11-08,10.42471
2023-11-09,10.03861
2023-11-10,15.44401
2023-11-11,8.4942
2023-11-12,8.1081
2023-11-13,10.42471
2023-11-14,7.722
2023-11-15,10.42471
2023-11-16,9.6525
2023-11-17,10.42471
2023-11-18,4.2471
2023-11-19,6.9498
2023-11-20,8.8803
2023-11-21,7.722
2023-11-22,7.3359
2023-11-23,7.722
2023-11-24,4.2471
2023-11-25,5.4054
2023-11-26,5.7915
2023-11-27,9.6525
2023-11-28,10.42471
2023-11-29,10.03861
2023-11-30,5.0193
2023-12-01,5.7915
2023-12-02,4.2471
2023-12-03,9.6525
2023-12-04,11.19691
2023-12-05,14.67181
2023-12-06,25.48262
2023-12-07,20.07722
2023-12-08,20.46332
2023-12-09,21.23552
2023-12-10,17.76061
2023-12-11,20.46332
2023-12-12,18.91891
2023-12-13,20.84942
2023-12-14,20.46332
2023-12-15,11.19691
2023-12-16,13.12741
2023-12-17,11.19691
2023-12-18,7.3359
2023-12-19,13.51351
2023-12-20,11.19691
2023-12-21,14.67181
2023-12-22,11.96911
2023-12-23,10.03861
2023-12-24,6.5637
2023-12-25,13.51351
2023-12-26,16.98841
2023-12-27,15.83011
2023-12-28,18.53281
2023-12-29,27.41312
2023-12-30,18.91891
2023-12-31,13.12741
2024-01-01,13.12741
2024-01-02,22.00772
2024-01-03,16.98841
2024-01-04,8.1081
2024-01-05,6.1776
2024-01-06,6.5637
2024-01-07,5.7915
2024-01-08,6.5637
2024-01-09,13.89961
2024-01-10,24.32432
2024-01-11,49.03474
2024-01-12,36.67953
2024-01-13,18.91891
2024-01-14,20.46332
2024-01-15,17.76061
2024-01-16,14.28571
2024-01-17,15.83011
2024-01-18,21.62162
2024-01-19,13.89961
2024-01-20,9.6525
2024-01-21,13.12741
2024-01-22,9.6525
2024-01-23,11.58301
2024-01-24,7.3359
2024-01-25,6.5637
2024-01-26,12.35521
2024-01-27,5.0193
2024-01-28,11.58301
2024-01-29,9.6525
2024-01-30,10.81081
2024-01-31,3.861
2024-02-01,6.1776
2024-02-02,5.4054
2024-02-03,2.7027
2024-02-04,2.3166
2024-02-05,3.0888
2024-02-06,3.0888
2024-02-07,3.4749
2024-02-08,3.0888
2024-02-09,9.2664
2024-02-10,6.1776
2024-02-11,8.8803
2024-02-12,4.6332
2024-02-13,11.58301
2024-02-14,12.74131
2024-02-15,22.39382
2024-02-16,18.53281
2024-02-17,10.03861
2024-02-18,15.05791
2024-02-19,24.71042
2024-02-20,13.12741
2024-02-21,14.28571
2024-02-22,11.96911
2024-02-23,14.28571
2024-02-24,10.03861
2024-02-25,10.81081
2024-02-26,14.67181
2024-02-27,23.55212
2024-02-28,25.48262
2024-02-29,49.42084
2024-03-01,31.66023
2024-03-02,43.62934
2024-03-03,32.81853
2024-03-04,35.13513
2024-03-05,85.71428
2024-03-06,59.07335
2024-03-07,46.71814
2024-03-08,44.01544
2024-03-09,44.40154
2024-03-10,52.12355
2024-03-11,74.51737
2024-03-12,83.78378
2024-03-13,100.0
2024-03-14,94.20849
2024-03-15,75.28957
2024-03-16,41.69884
2024-03-17,44.01544
2024-03-18,45.55984
2024-03-19,45.55984
2024-03-20,44.01544
