date,청년보험
2021-10-05,1.90114
2021-10-07,2.28136
2021-10-15,2.28136
2021-10-26,1.90114
2021-11-06,1.90114
2021-11-09,1.90114
2021-11-11,1.90114
2021-11-20,2.28136
2021-11-22,2.66159
2021-12-11,1.90114
2021-12-12,3.42205
2021-12-14,3.42205
2021-12-17,3.04182
2021-12-27,2.28136
2021-12-30,1.90114
2022-01-03,2.28136
2022-01-05,2.28136
2022-01-06,3.04182
2022-01-07,3.42205
2022-01-17,1.90114
2022-01-19,1.90114
2022-01-20,1.90114
2022-01-21,2.28136
2022-01-25,1.90114
2022-01-27,2.28136
2022-02-05,1.90114
2022-02-06,2.28136
2022-02-08,1.90114
2022-02-09,2.66159
2022-02-11,2.66159
2022-02-12,2.28136
2022-02-13,2.28136
2022-02-14,4.1825
2022-02-15,3.04182
2022-02-18,1.90114
2022-02-21,12.1673
2022-02-22,12.1673
2022-02-23,7.22433
2022-02-24,10.26615
2022-02-25,5.70342
2022-02-26,3.80228
2022-02-27,3.42205
2022-03-01,2.66159
2022-03-03,2.66159
2022-03-07,1.90114
2022-03-11,3.80228
2022-03-14,6.46387
2022-03-15,1.90114
2022-03-16,1.90114
2022-03-17,4.56273
2022-03-18,3.80228
2022-03-21,2.28136
2022-03-23,2.28136
2022-03-26,1.90114
2022-03-27,3.04182
2022-03-31,3.04182
2022-04-06,3.04182
2022-04-08,1.90114
2022-04-14,2.28136
2022-04-17,1.90114
2022-04-19,1.90114
2022-04-20,1.90114
2022-04-21,2.66159
2022-04-24,1.90114
2022-04-26,3.04182
2022-04-28,2.28136
2022-05-03,2.66159
2022-05-06,1.90114
2022-05-14,1.90114
2022-05-18,2.66159
2022-05-19,2.28136
2022-05-25,3.80228
2022-05-30,2.28136
2022-06-01,2.66159
2022-06-02,3.04182
2022-06-05,2.28136
2022-06-07,5.32319
2022-06-08,1.90114
2022-06-09,3.42205
2022-06-11,1.90114
2022-06-12,2.28136
2022-06-16,3.04182
2022-06-21,1.90114
2022-06-23,1.90114
2022-07-01,1.90114
2022-07-03,2.28136
2022-07-07,2.66159
2022-07-11,1.90114
2022-07-12,3.80228
2022-07-13,1.90114
2022-07-14,2.28136
2022-07-18,4.56273
2022-07-19,3.04182
2022-07-21,1.90114
2022-07-27,1.90114
2022-07-30,2.28136
2022-08-01,2.28136
2022-08-03,3.42205
2022-08-07,1.90114
2022-08-09,1.90114
2022-08-12,2.66159
2022-08-14,2.66159
2022-08-22,2.28136
2022-08-23,1.90114
2022-08-24,3.42205
2022-08-25,1.90114
2022-08-29,1.90114
2022-09-01,1.90114
2022-09-04,1.90114
2022-09-08,1.90114
2022-09-13,1.90114
2022-09-26,1.90114
2022-09-28,1.90114
2022-10-05,3.04182
2022-10-07,1.90114
2022-10-11,1.90114
2022-10-12,1.90114
2022-10-18,2.28136
2022-10-25,2.66159
2022-10-28,3.42205
2022-10-31,3.42205
2022-11-01,1.90114
2022-11-03,2.28136
2022-11-07,1.90114
2022-11-08,6.46387
2022-11-09,8.74524
2022-11-21,2.66159
2022-11-22,1.90114
2022-11-23,1.90114
2022-11-25,1.90114
2022-11-30,1.90114
2022-12-05,3.04182
2022-12-07,2.28136
2022-12-12,5.32319
2022-12-14,1.90114
2022-12-16,3.04182
2022-12-19,1.90114
2022-12-21,3.04182
2022-12-26,1.90114
2022-12-28,1.90114
2022-12-30,2.28136
2023-01-04,2.66159
2023-01-06,1.90114
2023-01-09,2.28136
2023-01-10,1.90114
2023-01-12,3.80228
2023-01-16,1.90114
2023-01-23,3.04182
2023-01-25,2.28136
2023-01-27,1.90114
2023-01-30,1.90114
2023-02-01,1.90114
2023-02-03,1.90114
2023-02-07,1.90114
2023-02-08,3.04182
2023-02-10,1.90114
2023-02-14,3.42205
2023-02-19,1.90114
2023-02-20,3.80228
2023-02-22,1.90114
2023-02-23,3.80228
2023-02-24,3.04182
2023-02-25,1.90114
2023-02-27,2.66159
2023-02-28,1.90114
2023-03-02,2.28136
2023-03-08,2.28136
2023-03-09,2.28136
2023-03-10,2.66159
2023-03-11,1.90114
2023-03-15,3.04182
2023-03-16,1.90114
2023-03-17,1.90114
2023-03-19,2.28136
2023-03-21,2.28136
2023-03-23,2.28136
2023-03-29,1.90114
2023-03-31,1.90114
2023-04-10,3.04182
2023-04-12,1.90114
2023-04-18,1.90114
2023-04-19,2.28136
2023-04-24,1.90114
2023-04-25,1.90114
2023-04-26,2.28136
2023-04-27,3.04182
2023-04-30,4.1825
2023-05-02,1.90114
2023-05-10,4.94296
2023-05-11,1.90114
2023-05-15,2.28136
2023-05-17,3.42205
2023-05-22,2.28136
2023-05-23,3.04182
2023-05-25,2.66159
2023-05-29,1.90114
2023-05-30,1.90114
2023-05-31,4.1825
2023-06-04,2.28136
2023-06-08,2.66159
2023-06-09,3.04182
2023-06-10,2.28136
2023-06-14,1.90114
2023-06-15,3.04182
2023-06-16,3.04182
2023-06-18,2.66159
2023-06-19,1.90114
2023-06-20,2.28136
2023-06-21,4.56273
2023-06-24,1.90114
2023-06-26,2.28136
2023-06-27,1.90114
2023-06-28,2.28136
2023-06-29,2.28136
2023-06-30,2.66159
2023-07-03,2.66159
2023-07-05,4.1825
2023-07-06,2.66159
2023-07-07,1.90114
2023-07-08,1.90114
2023-07-10,2.66159
2023-07-11,4.94296
2023-07-12,3.04182
2023-07-13,1.90114
2023-07-14,2.28136
2023-07-15,3.04182
2023-07-17,2.66159
2023-07-18,1.90114
2023-07-19,1.90114
2023-07-21,2.66159
2023-07-24,2.28136
2023-07-25,4.94296
2023-07-28,1.90114
2023-07-29,1.90114
2023-07-31,5.70342
2023-08-02,5.32319
2023-08-09,8.74524
2023-08-10,3.42205
2023-08-11,4.56273
2023-08-13,2.28136
2023-08-14,2.66159
2023-08-15,2.28136
2023-08-16,6.46387
2023-08-17,3.04182
2023-08-18,3.42205
2023-08-19,1.90114
2023-08-20,1.90114
2023-08-21,6.46387
2023-08-22,4.56273
2023-08-23,3.04182
2023-08-24,3.80228
2023-08-25,4.94296
2023-08-27,1.90114
2023-08-29,6.8441
2023-08-30,5.32319
2023-08-31,7.98479
2023-09-01,5.32319
2023-09-03,2.28136
2023-09-04,12.1673
2023-09-05,9.12547
2023-09-06,18.25095
2023-09-07,10.26615
2023-09-08,12.92775
2023-09-09,1.90114
2023-09-10,3.80228
2023-09-11,52.09125
2023-09-12,9.5057
2023-09-13,9.5057
2023-09-14,11.02661
2023-09-15,12.54752
2023-09-16,3.80228
2023-09-17,6.8441
2023-09-18,10.64638
2023-09-19,8.74524
2023-09-20,14.44866
2023-09-21,14.44866
2023-09-22,13.68821
2023-09-23,3.04182
2023-09-24,3.80228
2023-09-25,8.74524
2023-09-26,16.3498
2023-09-27,7.60456
2023-09-30,3.80228
2023-10-01,4.1825
2023-10-02,3.42205
2023-10-03,8.36501
2023-10-04,11.78707
2023-10-05,9.88593
2023-10-06,18.25095
2023-10-07,1.90114
2023-10-08,4.1825
2023-10-09,1.90114
2023-10-10,14.44866
2023-10-11,11.02661
2023-10-12,12.92775
2023-10-13,8.74524
2023-10-14,5.70342
2023-10-15,3.80228
2023-10-16,9.12547
2023-10-17,17.49049
2023-10-18,15.20912
2023-10-19,13.68821
2023-10-20,10.26615
2023-10-21,5.32319
2023-10-22,8.74524
2023-10-23,15.58935
2023-10-24,15.96958
2023-10-25,20.15209
2023-10-26,23.95437
2023-10-27,12.1673
2023-10-28,4.94296
2023-10-29,4.56273
2023-10-30,22.81368
2023-10-31,14.44866
2023-11-01,22.43346
2023-11-02,16.3498
2023-11-03,19.77186
2023-11-04,9.12547
2023-11-05,7.22433
2023-11-06,20.91254
2023-11-07,20.15209
2023-11-08,20.15209
2023-11-09,20.91254
2023-11-10,17.49049
2023-11-11,3.04182
2023-11-12,11.02661
2023-11-13,17.49049
2023-11-14,26.23574
2023-11-15,18.63117
2023-11-16,15.20912
2023-11-17,17.11026
2023-11-18,14.44866
2023-11-19,12.1673
2023-11-20,28.13688
2023-11-21,23.19391
2023-11-22,26.23574
2023-11-23,23.19391
2023-11-24,21.673
2023-11-25,11.78707
2023-11-26,14.44866
2023-11-27,31.1787
2023-11-28,42.58555
2023-11-29,40.30418
2023-11-30,21.29277
2023-12-01,24.3346
2023-12-02,16.3498
2023-12-03,17.49049
2023-12-04,30.41825
2023-12-05,25.85551
2023-12-06,36.12167
2023-12-07,24.71482
2023-12-08,18.25095
2023-12-09,9.5057
2023-12-10,7.60456
2023-12-11,25.09505
2023-12-12,23.19391
2023-12-13,20.15209
2023-12-14,21.29277
2023-12-15,22.43346
2023-12-16,11.40684
2023-12-17,11.40684
2023-12-18,24.71482
2023-12-19,22.05323
2023-12-20,27.37642
2023-12-21,28.51711
2023-12-22,22.05323
2023-12-23,11.78707
2023-12-24,16.3498
2023-12-25,10.64638
2023-12-26,26.23574
2023-12-27,25.09505
2023-12-28,24.71482
2023-12-29,25.47528
2023-12-30,15.96958
2023-12-31,16.3498
2024-01-01,13.30798
2024-01-02,29.65779
2024-01-03,26.61596
2024-01-04,36.12167
2024-01-05,39.92395
2024-01-06,23.19391
2024-01-07,23.95437
2024-01-08,36.88212
2024-01-09,39.54372
2024-01-10,30.79847
2024-01-11,36.88212
2024-01-12,37.26235
2024-01-13,17.11026
2024-01-14,23.19391
2024-01-15,37.26235
2024-01-16,38.78326
2024-01-17,37.64258
2024-01-18,38.78326
2024-01-19,37.26235
2024-01-20,14.82889
2024-01-21,11.02661
2024-01-22,35.36121
2024-01-23,36.88212
2024-01-24,32.31939
2024-01-25,29.27756
2024-01-26,26.61596
2024-01-27,15.96958
2024-01-28,13.68821
2024-01-29,30.41825
2024-01-30,38.78326
2024-01-31,28.51711
2024-02-01,36.12167
2024-02-02,38.78326
2024-02-03,18.25095
2024-02-04,13.68821
2024-02-05,45.62737
2024-02-06,29.65779
2024-02-07,39.92395
2024-02-08,23.95437
2024-02-09,20.91254
2024-02-10,20.91254
2024-02-11,17.87072
2024-02-12,22.43346
2024-02-13,44.48669
2024-02-14,39.92395
2024-02-15,42.96577
2024-02-16,35.74144
2024-02-17,21.673
2024-02-18,28.89733
2024-02-19,40.68441
2024-02-20,45.62737
2024-02-21,57.41444
2024-02-22,50.19011
2024-02-23,44.86692
2024-02-24,23.19391
2024-02-25,31.55893
2024-02-26,51.33079
2024-02-27,44.10646
2024-02-28,42.96577
2024-02-29,30.79847
2024-03-01,28.51711
2024-03-02,23.95437
2024-03-03,25.85551
2024-03-04,38.78326
2024-03-05,35.36121
2024-03-06,33.07984
2024-03-07,34.22053
2024-03-08,37.64258
2024-03-09,13.68821
2024-03-10,18.25095
2024-03-11,41.06463
2024-03-12,46.76806
2024-03-13,38.40304
2024-03-14,28.89733
2024-03-15,100.0
2024-03-16,19.0114
2024-03-17,15.96958
2024-03-18,34.98098
2024-03-19,38.02281
2024-03-20,29.27756
