date,E러닝
2020-09-27,12.36702
2020-09-28,33.1117
2020-09-29,23.40425
2020-09-30,7.31382
2020-10-01,10.37234
2020-10-02,8.77659
2020-10-03,8.24468
2020-10-04,13.96276
2020-10-05,48.40425
2020-10-06,45.6117
2020-10-07,30.05319
2020-10-08,20.6117
2020-10-09,11.8351
2020-10-10,12.76595
2020-10-11,12.5
2020-10-12,34.57446
2020-10-13,35.10638
2020-10-14,28.85638
2020-10-15,24.73404
2020-10-16,22.07446
2020-10-17,9.17553
2020-10-18,7.71276
2020-10-19,35.63829
2020-10-20,32.04787
2020-10-21,31.91489
2020-10-22,26.99468
2020-10-23,22.07446
2020-10-24,9.17553
2020-10-25,9.57446
2020-10-26,34.57446
2020-10-27,32.71276
2020-10-28,27.65957
2020-10-29,24.86702
2020-10-30,23.13829
2020-10-31,11.8351
2020-11-01,13.03191
2020-11-02,40.15957
2020-11-03,37.76595
2020-11-04,36.70212
2020-11-05,32.4468
2020-11-06,30.05319
2020-11-07,9.84042
2020-11-08,11.43617
2020-11-09,37.89893
2020-11-10,45.47872
2020-11-11,29.52127
2020-11-12,36.43617
2020-11-13,23.40425
2020-11-14,8.51063
2020-11-15,11.43617
2020-11-16,38.6968
2020-11-17,30.31914
2020-11-18,37.10106
2020-11-19,35.37234
2020-11-20,31.64893
2020-11-21,8.77659
2020-11-22,12.23404
2020-11-23,42.95212
2020-11-24,32.31382
2020-11-25,32.4468
2020-11-26,43.21808
2020-11-27,25.53191
2020-11-28,9.30851
2020-11-29,9.70744
2020-11-30,46.27659
2020-12-01,39.62765
2020-12-02,39.22872
2020-12-03,37.23404
2020-12-04,31.64893
2020-12-05,12.23404
2020-12-06,11.96808
2020-12-07,35.50531
2020-12-08,27.52659
2020-12-09,29.38829
2020-12-10,24.73404
2020-12-11,27.92553
2020-12-12,15.15957
2020-12-13,14.09574
2020-12-14,30.98404
2020-12-15,29.25531
2020-12-16,29.78723
2020-12-17,28.7234
2020-12-18,23.67021
2020-12-19,9.30851
2020-12-20,6.91489
2020-12-21,32.71276
2020-12-22,35.37234
2020-12-23,29.38829
2020-12-24,23.93617
2020-12-25,5.45212
2020-12-26,8.24468
2020-12-27,8.64361
2020-12-28,31.64893
2020-12-29,21.27659
2020-12-30,16.2234
2020-12-31,18.0851
2021-01-01,5.05319
2021-01-02,4.78723
2021-01-03,6.11702
2021-01-04,30.98404
2021-01-05,26.8617
2021-01-06,23.53723
2021-01-07,22.87234
2021-01-08,16.88829
2021-01-09,10.77127
2021-01-10,7.04787
2021-01-11,26.46276
2021-01-12,21.94148
2021-01-13,26.99468
2021-01-14,18.61702
2021-01-15,18.48404
2021-01-16,7.04787
2021-01-17,7.04787
2021-01-18,22.4734
2021-01-19,18.0851
2021-01-20,20.87765
2021-01-21,22.87234
2021-01-22,22.73936
2021-01-23,8.77659
2021-01-24,9.44148
2021-01-25,25.26595
2021-01-26,23.93617
2021-01-27,21.01063
2021-01-28,20.87765
2021-01-29,21.54255
2021-01-30,9.70744
2021-01-31,8.51063
2021-02-01,45.07978
2021-02-02,46.67553
2021-02-03,43.35106
2021-02-04,36.8351
2021-02-05,20.21276
2021-02-06,7.57978
2021-02-07,8.1117
2021-02-08,40.02659
2021-02-09,30.5851
2021-02-10,21.27659
2021-02-11,7.04787
2021-02-12,4.52127
2021-02-13,6.64893
2021-02-14,9.44148
2021-02-15,33.24468
2021-02-16,32.04787
2021-02-17,30.5851
2021-02-18,26.72872
2021-02-19,22.34042
2021-02-20,12.89893
2021-02-21,17.42021
2021-02-22,44.14893
2021-02-23,40.55851
2021-02-24,35.63829
2021-02-25,32.04787
2021-02-26,30.98404
2021-02-27,16.2234
2021-02-28,13.96276
2021-03-01,38.03191
2021-03-02,71.67553
2021-03-03,63.43085
2021-03-04,55.71808
2021-03-05,37.5
2021-03-06,19.68085
2021-03-07,22.34042
2021-03-08,50.66489
2021-03-09,45.34574
2021-03-10,50.39893
2021-03-11,39.09574
2021-03-12,33.64361
2021-03-13,16.2234
2021-03-14,18.0851
2021-03-15,35.77127
2021-03-16,50.53191
2021-03-17,40.02659
2021-03-18,42.81914
2021-03-19,28.45744
2021-03-20,14.22872
2021-03-21,16.2234
2021-03-22,43.0851
2021-03-23,32.71276
2021-03-24,29.38829
2021-03-25,29.38829
2021-03-26,35.10638
2021-03-27,21.27659
2021-03-28,21.54255
2021-03-29,58.51063
2021-03-30,48.93617
2021-03-31,44.01595
2021-04-01,50.39893
2021-04-02,36.17021
2021-04-03,17.68617
2021-04-04,23.80319
2021-04-05,49.46808
2021-04-06,51.1968
2021-04-07,37.5
2021-04-08,45.34574
2021-04-09,36.03723
2021-04-10,18.88297
2021-04-11,18.48404
2021-04-12,45.21276
2021-04-13,39.3617
2021-04-14,35.37234
2021-04-15,30.31914
2021-04-16,30.5851
2021-04-17,9.9734
2021-04-18,12.63297
2021-04-19,39.3617
2021-04-20,37.10106
2021-04-21,29.52127
2021-04-22,29.38829
2021-04-23,21.27659
2021-04-24,11.43617
2021-04-25,14.3617
2021-04-26,47.34042
2021-04-27,43.61702
2021-04-28,34.84042
2021-04-29,35.77127
2021-04-30,21.27659
2021-05-01,12.10106
2021-05-02,14.62765
2021-05-03,47.34042
2021-05-04,34.57446
2021-05-05,10.37234
2021-05-06,27.26063
2021-05-07,25.53191
2021-05-08,8.1117
2021-05-09,8.77659
2021-05-10,40.69148
2021-05-11,35.50531
2021-05-12,32.04787
2021-05-13,25.93085
2021-05-14,15.55851
2021-05-15,8.77659
2021-05-16,9.04255
2021-05-17,32.04787
2021-05-18,20.87765
2021-05-19,9.04255
2021-05-20,24.46808
2021-05-21,26.59574
2021-05-22,9.04255
2021-05-23,8.51063
2021-05-24,31.38297
2021-05-25,35.77127
2021-05-26,31.78191
2021-05-27,38.29787
2021-05-28,24.86702
2021-05-29,12.89893
2021-05-30,10.23936
2021-05-31,41.09042
2021-06-01,48.00531
2021-06-02,42.02127
2021-06-03,41.48936
2021-06-04,26.8617
2021-06-05,20.07978
2021-06-06,17.55319
2021-06-07,48.80319
2021-06-08,39.49468
2021-06-09,35.77127
2021-06-10,41.35638
2021-06-11,32.84574
2021-06-12,13.56382
2021-06-13,10.37234
2021-06-14,42.42021
2021-06-15,34.17553
2021-06-16,33.77659
2021-06-17,31.11702
2021-06-18,25.79787
2021-06-19,6.11702
2021-06-20,10.77127
2021-06-21,40.02659
2021-06-22,30.98404
2021-06-23,32.71276
2021-06-24,29.92021
2021-06-25,26.32978
2021-06-26,10.77127
2021-06-27,10.10638
2021-06-28,37.63297
2021-06-29,40.82446
2021-06-30,28.32446
2021-07-01,41.2234
2021-07-02,25.53191
2021-07-03,11.30319
2021-07-04,9.04255
2021-07-05,32.18085
2021-07-06,30.18617
2021-07-07,25.39893
2021-07-08,24.86702
2021-07-09,22.34042
2021-07-10,6.11702
2021-07-11,9.30851
2021-07-12,30.31914
2021-07-13,24.3351
2021-07-14,29.25531
2021-07-15,29.25531
2021-07-16,18.75
2021-07-17,7.31382
2021-07-18,7.04787
2021-07-19,32.57978
2021-07-20,20.87765
2021-07-21,21.80851
2021-07-22,19.81382
2021-07-23,17.28723
2021-07-24,7.31382
2021-07-25,7.4468
2021-07-26,20.47872
2021-07-27,24.3351
2021-07-28,16.35638
2021-07-29,19.9468
2021-07-30,20.34574
2021-07-31,7.57978
2021-08-01,9.04255
2021-08-02,33.77659
2021-08-03,24.3351
2021-08-04,25.66489
2021-08-05,25.39893
2021-08-06,20.07978
2021-08-07,7.84574
2021-08-08,7.97872
2021-08-09,27.52659
2021-08-10,29.25531
2021-08-11,44.9468
2021-08-12,44.81382
2021-08-13,20.34574
2021-08-14,9.17553
2021-08-15,6.51595
2021-08-16,11.17021
2021-08-17,39.62765
2021-08-18,36.56914
2021-08-19,32.84574
2021-08-20,18.88297
2021-08-21,9.04255
2021-08-22,10.63829
2021-08-23,29.52127
2021-08-24,32.71276
2021-08-25,30.98404
2021-08-26,30.45212
2021-08-27,22.4734
2021-08-28,10.10638
2021-08-29,9.04255
2021-08-30,31.64893
2021-08-31,30.05319
2021-09-01,33.24468
2021-09-02,29.78723
2021-09-03,25.26595
2021-09-04,10.63829
2021-09-05,13.29787
2021-09-06,36.70212
2021-09-07,33.90957
2021-09-08,25.53191
2021-09-09,24.73404
2021-09-10,21.94148
2021-09-11,9.84042
2021-09-12,12.23404
2021-09-13,25.39893
2021-09-14,23.27127
2021-09-15,20.34574
2021-09-16,21.40957
2021-09-17,15.02659
2021-09-18,6.78191
2021-09-19,4.25531
2021-09-20,4.38829
2021-09-21,5.45212
2021-09-22,7.57978
2021-09-23,24.60106
2021-09-24,22.20744
2021-09-25,7.71276
2021-09-26,9.84042
2021-09-27,32.57978
2021-09-28,31.38297
2021-09-29,46.40957
2021-09-30,36.70212
2021-10-01,29.65425
2021-10-02,8.51063
2021-10-03,10.63829
2021-10-04,13.43085
2021-10-05,41.75531
2021-10-06,26.99468
2021-10-07,30.71808
2021-10-08,20.07978
2021-10-09,11.8351
2021-10-10,9.70744
2021-10-11,10.77127
2021-10-12,29.12234
2021-10-13,28.98936
2021-10-14,27.39361
2021-10-15,19.14893
2021-10-16,7.84574
2021-10-17,7.71276
2021-10-18,32.84574
2021-10-19,26.99468
2021-10-20,25.39893
2021-10-21,21.27659
2021-10-22,17.68617
2021-10-23,8.24468
2021-10-24,6.11702
2021-10-25,27.12765
2021-10-26,24.20212
2021-10-27,20.07978
2021-10-28,24.60106
2021-10-29,18.48404
2021-10-30,6.25
2021-10-31,7.31382
2021-11-01,27.39361
2021-11-02,27.12765
2021-11-03,24.73404
2021-11-04,30.5851
2021-11-05,19.9468
2021-11-06,7.71276
2021-11-07,9.57446
2021-11-08,31.38297
2021-11-09,26.99468
2021-11-10,22.87234
2021-11-11,19.68085
2021-11-12,17.55319
2021-11-13,5.05319
2021-11-14,8.24468
2021-11-15,27.92553
2021-11-16,26.72872
2021-11-17,19.9468
2021-11-18,24.46808
2021-11-19,19.81382
2021-11-20,7.4468
2021-11-21,7.97872
2021-11-22,26.59574
2021-11-23,31.91489
2021-11-24,29.12234
2021-11-25,23.13829
2021-11-26,17.81914
2021-11-27,8.37765
2021-11-28,7.4468
2021-11-29,21.54255
2021-11-30,25.0
2021-12-01,23.53723
2021-12-02,24.86702
2021-12-03,25.26595
2021-12-04,14.3617
2021-12-05,15.02659
2021-12-06,28.45744
2021-12-07,25.0
2021-12-08,28.32446
2021-12-09,26.46276
2021-12-10,31.11702
2021-12-11,8.64361
2021-12-12,8.37765
2021-12-13,33.90957
2021-12-14,31.64893
2021-12-15,28.59042
2021-12-16,27.12765
2021-12-17,42.95212
2021-12-18,8.90957
2021-12-19,8.1117
2021-12-20,31.78191
2021-12-21,26.46276
2021-12-22,19.81382
2021-12-23,20.07978
2021-12-24,11.03723
2021-12-25,6.11702
2021-12-26,5.98404
2021-12-27,21.54255
2021-12-28,16.35638
2021-12-29,21.94148
2021-12-30,19.9468
2021-12-31,9.57446
2022-01-01,4.52127
2022-01-02,6.38297
2022-01-03,17.68617
2022-01-04,17.81914
2022-01-05,15.29255
2022-01-06,17.28723
2022-01-07,14.76063
2022-01-08,6.11702
2022-01-09,6.91489
2022-01-10,23.00531
2022-01-11,24.73404
2022-01-12,19.28191
2022-01-13,25.13297
2022-01-14,20.21276
2022-01-15,6.78191
2022-01-16,6.64893
2022-01-17,17.15425
2022-01-18,17.95212
2022-01-19,18.35106
2022-01-20,18.35106
2022-01-21,17.28723
2022-01-22,6.78191
2022-01-23,8.37765
2022-01-24,18.0851
2022-01-25,19.28191
2022-01-26,15.82446
2022-01-27,16.62234
2022-01-28,13.6968
2022-01-29,5.31914
2022-01-30,3.32446
2022-01-31,5.18617
2022-02-01,6.11702
2022-02-02,9.44148
2022-02-03,39.62765
2022-02-04,34.9734
2022-02-05,12.63297
2022-02-06,11.03723
2022-02-07,33.77659
2022-02-08,39.76063
2022-02-09,28.7234
2022-02-10,28.19148
2022-02-11,36.17021
2022-02-12,7.97872
2022-02-13,12.23404
2022-02-14,37.76595
2022-02-15,41.2234
2022-02-16,39.49468
2022-02-17,40.95744
2022-02-18,30.5851
2022-02-19,13.03191
2022-02-20,11.17021
2022-02-21,37.10106
2022-02-22,38.43085
2022-02-23,38.16489
2022-02-24,42.15425
2022-02-25,32.84574
2022-02-26,15.55851
2022-02-27,16.35638
2022-02-28,44.14893
2022-03-01,29.92021
2022-03-02,75.66489
2022-03-03,64.09574
2022-03-04,46.54255
2022-03-05,23.93617
2022-03-06,26.99468
2022-03-07,70.21276
2022-03-08,55.45212
2022-03-09,24.60106
2022-03-10,55.85106
2022-03-11,43.35106
2022-03-12,17.42021
2022-03-13,19.68085
2022-03-14,62.23404
2022-03-15,52.65957
2022-03-16,49.06914
2022-03-17,42.81914
2022-03-18,31.11702
2022-03-19,15.95744
2022-03-20,18.35106
2022-03-21,57.4468
2022-03-22,50.13297
2022-03-23,40.69148
2022-03-24,38.82978
2022-03-25,41.48936
2022-03-26,14.76063
2022-03-27,17.95212
2022-03-28,64.22872
2022-03-29,53.59042
2022-03-30,55.98404
2022-03-31,50.79787
2022-04-01,52.39361
2022-04-02,15.02659
2022-04-03,13.56382
2022-04-04,45.07978
2022-04-05,46.01063
2022-04-06,35.50531
2022-04-07,34.84042
2022-04-08,28.32446
2022-04-09,16.48936
2022-04-10,15.42553
2022-04-11,43.75
2022-04-12,36.17021
2022-04-13,29.52127
2022-04-14,25.66489
2022-04-15,22.87234
2022-04-16,8.64361
2022-04-17,10.23936
2022-04-18,28.45744
2022-04-19,30.85106
2022-04-20,37.5
2022-04-21,34.57446
2022-04-22,28.45744
2022-04-23,9.44148
2022-04-24,10.77127
2022-04-25,44.68085
2022-04-26,50.53191
2022-04-27,56.11702
2022-04-28,46.01063
2022-04-29,41.35638
2022-04-30,11.96808
2022-05-01,13.29787
2022-05-02,47.34042
2022-05-03,39.89361
2022-05-04,32.04787
2022-05-05,14.09574
2022-05-06,31.64893
2022-05-07,8.90957
2022-05-08,13.16489
2022-05-09,55.18617
2022-05-10,63.82978
2022-05-11,43.48404
2022-05-12,35.23936
2022-05-13,27.65957
2022-05-14,10.23936
2022-05-15,10.90425
2022-05-16,40.15957
2022-05-17,40.02659
2022-05-18,35.23936
2022-05-19,35.63829
2022-05-20,36.96808
2022-05-21,12.5
2022-05-22,12.23404
2022-05-23,59.04255
2022-05-24,56.25
2022-05-25,44.41489
2022-05-26,36.96808
2022-05-27,41.2234
2022-05-28,14.62765
2022-05-29,16.75531
2022-05-30,57.84574
2022-05-31,36.96808
2022-06-01,17.15425
2022-06-02,44.68085
2022-06-03,37.63297
2022-06-04,16.88829
2022-06-05,13.56382
2022-06-06,16.75531
2022-06-07,39.3617
2022-06-08,36.8351
2022-06-09,46.27659
2022-06-10,37.5
2022-06-11,12.5
2022-06-12,12.76595
2022-06-13,38.82978
2022-06-14,47.60638
2022-06-15,43.21808
2022-06-16,37.23404
2022-06-17,28.05851
2022-06-18,11.03723
2022-06-19,9.44148
2022-06-20,46.40957
2022-06-21,44.81382
2022-06-22,39.76063
2022-06-23,38.56382
2022-06-24,32.97872
2022-06-25,10.23936
2022-06-26,11.56914
2022-06-27,38.29787
2022-06-28,55.18617
2022-06-29,44.9468
2022-06-30,35.63829
2022-07-01,34.9734
2022-07-02,11.43617
2022-07-03,14.22872
2022-07-04,44.01595
2022-07-05,41.88829
2022-07-06,38.56382
2022-07-07,44.81382
2022-07-08,30.85106
2022-07-09,10.23936
2022-07-10,9.17553
2022-07-11,36.30319
2022-07-12,27.92553
2022-07-13,27.65957
2022-07-14,26.8617
2022-07-15,20.21276
2022-07-16,7.18085
2022-07-17,9.30851
2022-07-18,35.10638
2022-07-19,30.5851
2022-07-20,22.87234
2022-07-21,27.39361
2022-07-22,19.54787
2022-07-23,9.70744
2022-07-24,9.30851
2022-07-25,25.53191
2022-07-26,24.46808
2022-07-27,19.54787
2022-07-28,16.48936
2022-07-29,13.56382
2022-07-30,7.71276
2022-07-31,5.5851
2022-08-01,25.79787
2022-08-02,25.39893
2022-08-03,23.80319
2022-08-04,31.51595
2022-08-05,25.66489
2022-08-06,7.84574
2022-08-07,12.76595
2022-08-08,40.42553
2022-08-09,39.22872
2022-08-10,33.24468
2022-08-11,28.59042
2022-08-12,24.60106
2022-08-13,8.90957
2022-08-14,6.78191
2022-08-15,10.77127
2022-08-16,33.24468
2022-08-17,33.77659
2022-08-18,30.85106
2022-08-19,40.95744
2022-08-20,9.04255
2022-08-21,8.37765
2022-08-22,47.07446
2022-08-23,37.10106
2022-08-24,30.31914
2022-08-25,26.46276
2022-08-26,23.27127
2022-08-27,10.90425
2022-08-28,9.57446
2022-08-29,40.29255
2022-08-30,37.23404
2022-08-31,48.80319
2022-09-01,49.73404
2022-09-02,36.96808
2022-09-03,15.29255
2022-09-04,13.6968
2022-09-05,44.54787
2022-09-06,51.59574
2022-09-07,40.02659
2022-09-08,26.32978
2022-09-09,7.4468
2022-09-10,8.37765
2022-09-11,11.17021
2022-09-12,12.5
2022-09-13,53.98936
2022-09-14,45.21276
2022-09-15,34.30851
2022-09-16,33.24468
2022-09-17,12.5
2022-09-18,14.76063
2022-09-19,42.42021
2022-09-20,39.09574
2022-09-21,30.5851
2022-09-22,27.92553
2022-09-23,29.92021
2022-09-24,11.03723
2022-09-25,12.63297
2022-09-26,34.84042
2022-09-27,35.77127
2022-09-28,37.23404
2022-09-29,33.1117
2022-09-30,30.05319
2022-10-01,12.10106
2022-10-02,12.10106
2022-10-03,22.34042
2022-10-04,46.94148
2022-10-05,35.10638
2022-10-06,30.85106
2022-10-07,39.09574
2022-10-08,25.79787
2022-10-09,16.75531
2022-10-10,14.09574
2022-10-11,45.21276
2022-10-12,37.10106
2022-10-13,33.37765
2022-10-14,23.00531
2022-10-15,13.16489
2022-10-16,10.63829
2022-10-17,36.96808
2022-10-18,32.4468
2022-10-19,27.92553
2022-10-20,27.26063
2022-10-21,23.27127
2022-10-22,7.71276
2022-10-23,13.16489
2022-10-24,42.68617
2022-10-25,33.77659
2022-10-26,28.98936
2022-10-27,21.80851
2022-10-28,18.61702
2022-10-29,7.57978
2022-10-30,11.17021
2022-10-31,26.72872
2022-11-01,29.78723
2022-11-02,27.79255
2022-11-03,24.73404
2022-11-04,18.75
2022-11-05,8.64361
2022-11-06,8.51063
2022-11-07,30.18617
2022-11-08,27.12765
2022-11-09,22.34042
2022-11-10,18.75
2022-11-11,17.15425
2022-11-12,8.51063
2022-11-13,10.23936
2022-11-14,27.39361
2022-11-15,27.65957
2022-11-16,27.79255
2022-11-17,17.42021
2022-11-18,22.73936
2022-11-19,7.84574
2022-11-20,8.24468
2022-11-21,31.78191
2022-11-22,34.9734
2022-11-23,21.80851
2022-11-24,18.35106
2022-11-25,15.95744
2022-11-26,7.4468
2022-11-27,8.77659
2022-11-28,32.31382
2022-11-29,45.21276
2022-11-30,35.90425
2022-12-01,26.8617
2022-12-02,26.1968
2022-12-03,20.74468
2022-12-04,17.15425
2022-12-05,26.8617
2022-12-06,38.29787
2022-12-07,26.8617
2022-12-08,31.11702
2022-12-09,23.13829
2022-12-10,8.77659
2022-12-11,10.37234
2022-12-12,34.84042
2022-12-13,25.0
2022-12-14,32.4468
2022-12-15,32.4468
2022-12-16,23.53723
2022-12-17,7.18085
2022-12-18,6.64893
2022-12-19,26.32978
2022-12-20,26.06382
2022-12-21,24.20212
2022-12-22,24.46808
2022-12-23,17.42021
2022-12-24,5.71808
2022-12-25,7.71276
2022-12-26,27.52659
2022-12-27,33.37765
2022-12-28,30.05319
2022-12-29,24.60106
2022-12-30,20.47872
2022-12-31,6.64893
2023-01-01,6.91489
2023-01-02,18.35106
2023-01-03,19.68085
2023-01-04,18.0851
2023-01-05,15.55851
2023-01-06,17.15425
2023-01-07,6.78191
2023-01-08,8.24468
2023-01-09,20.47872
2023-01-10,15.82446
2023-01-11,13.16489
2023-01-12,16.48936
2023-01-13,10.23936
2023-01-14,4.38829
2023-01-15,5.18617
2023-01-16,19.81382
2023-01-17,13.82978
2023-01-18,12.10106
2023-01-19,9.70744
2023-01-20,10.50531
2023-01-21,1.99468
2023-01-22,2.92553
2023-01-23,2.12765
2023-01-24,7.57978
2023-01-25,14.76063
2023-01-26,15.42553
2023-01-27,12.23404
2023-01-28,7.04787
2023-01-29,5.31914
2023-01-30,16.2234
2023-01-31,15.29255
2023-02-01,17.55319
2023-02-02,17.42021
2023-02-03,14.89361
2023-02-04,6.78191
2023-02-05,7.97872
2023-02-06,18.88297
2023-02-07,21.67553
2023-02-08,20.47872
2023-02-09,19.54787
2023-02-10,16.2234
2023-02-11,8.37765
2023-02-12,11.43617
2023-02-13,35.63829
2023-02-14,24.60106
2023-02-15,24.46808
2023-02-16,23.40425
2023-02-17,25.66489
2023-02-18,9.84042
2023-02-19,10.23936
2023-02-20,32.84574
2023-02-21,26.99468
2023-02-22,23.93617
2023-02-23,24.73404
2023-02-24,24.06914
2023-02-25,7.4468
2023-02-26,9.70744
2023-02-27,33.90957
2023-02-28,32.04787
2023-03-01,22.4734
2023-03-02,58.77659
2023-03-03,47.34042
2023-03-04,28.19148
2023-03-05,24.73404
2023-03-06,83.77659
2023-03-07,73.13829
2023-03-08,81.25
2023-03-09,73.53723
2023-03-10,54.52127
2023-03-11,26.46276
2023-03-12,27.12765
2023-03-13,75.66489
2023-03-14,74.60106
2023-03-15,66.2234
2023-03-16,50.26595
2023-03-17,38.43085
2023-03-18,19.9468
2023-03-19,23.27127
2023-03-20,70.21276
2023-03-21,63.56382
2023-03-22,49.73404
2023-03-23,45.21276
2023-03-24,37.5
2023-03-25,16.88829
2023-03-26,20.87765
2023-03-27,63.29787
2023-03-28,60.50531
2023-03-29,47.34042
2023-03-30,46.54255
2023-03-31,41.75531
2023-04-01,24.06914
2023-04-02,22.20744
2023-04-03,67.55319
2023-04-04,79.25531
2023-04-05,51.32978
2023-04-06,42.81914
2023-04-07,42.02127
2023-04-08,32.84574
2023-04-09,27.12765
2023-04-10,56.11702
2023-04-11,46.54255
2023-04-12,46.01063
2023-04-13,40.82446
2023-04-14,28.59042
2023-04-15,12.63297
2023-04-16,15.42553
2023-04-17,51.72872
2023-04-18,42.42021
2023-04-19,41.62234
2023-04-20,40.02659
2023-04-21,36.8351
2023-04-22,16.75531
2023-04-23,16.48936
2023-04-24,45.34574
2023-04-25,46.01063
2023-04-26,39.22872
2023-04-27,53.45744
2023-04-28,58.77659
2023-04-29,15.02659
2023-04-30,13.29787
2023-05-01,21.01063
2023-05-02,62.23404
2023-05-03,50.66489
2023-05-04,66.35638
2023-05-05,13.6968
2023-05-06,13.16489
2023-05-07,19.14893
2023-05-08,72.20744
2023-05-09,77.92553
2023-05-10,57.31382
2023-05-11,46.14361
2023-05-12,40.69148
2023-05-13,14.3617
2023-05-14,15.69148
2023-05-15,45.87765
2023-05-16,51.32978
2023-05-17,49.60106
2023-05-18,48.40425
2023-05-19,36.30319
2023-05-20,14.49468
2023-05-21,15.29255
2023-05-22,50.26595
2023-05-23,53.98936
2023-05-24,41.88829
2023-05-25,46.27659
2023-05-26,32.97872
2023-05-27,13.56382
2023-05-28,13.82978
2023-05-29,28.05851
2023-05-30,63.03191
2023-05-31,47.4734
