date,JEPI주가
2022-06-28,6.47482
2022-06-29,5.9952
2022-06-30,5.27577
2022-07-01,7.91366
2022-07-02,3.35731
2022-07-03,2.39808
2022-07-04,3.83693
2022-07-05,5.27577
2022-07-06,5.51558
2022-07-07,6.23501
2022-07-08,10.07194
2022-07-09,4.07673
2022-07-10,2.39808
2022-07-11,5.03597
2022-07-12,5.9952
2022-07-13,3.59712
2022-07-14,6.23501
2022-07-15,5.03597
2022-07-16,5.03597
2022-07-17,1.67865
2022-07-18,3.83693
2022-07-19,9.83213
2022-07-20,8.63309
2022-07-21,8.8729
2022-07-22,7.43405
2022-07-23,5.27577
2022-07-24,3.1175
2022-07-25,5.9952
2022-07-26,6.47482
2022-07-27,9.59232
2022-07-28,9.35251
2022-07-29,11.75059
2022-07-30,7.19424
2022-08-01,3.1175
2022-08-02,8.15347
2022-08-03,6.95443
2022-08-04,10.79136
2022-08-05,10.55155
2022-08-06,6.47482
2022-08-07,1.19904
2022-08-08,6.23501
2022-08-09,9.35251
2022-08-10,12.23021
2022-08-11,9.35251
2022-08-12,11.03117
2022-08-13,11.03117
2022-08-14,3.59712
2022-08-15,5.27577
2022-08-16,12.47002
2022-08-17,8.63309
2022-08-18,8.63309
2022-08-19,8.8729
2022-08-20,4.55635
2022-08-21,3.1175
2022-08-22,1.43884
2022-08-23,12.23021
2022-08-24,13.42925
2022-08-25,11.9904
2022-08-26,17.7458
2022-08-27,19.42446
2022-08-28,6.47482
2022-08-29,14.14868
2022-08-30,15.82733
2022-08-31,17.50599
2022-09-01,22.54196
2022-09-02,16.78657
2022-09-03,11.27098
2022-09-04,6.23501
2022-09-05,6.95443
2022-09-06,11.27098
2022-09-07,24.46043
2022-09-08,21.34292
2022-09-09,15.82733
2022-09-10,16.54676
2022-09-11,4.79616
2022-09-12,9.1127
2022-09-13,28.77697
2022-09-14,33.09352
2022-09-15,26.37889
2022-09-16,24.94004
2022-09-17,14.8681
2022-09-18,8.15347
2022-09-19,16.06714
2022-09-20,21.58273
2022-09-21,17.7458
2022-09-22,23.50119
2022-09-23,16.06714
2022-09-24,13.90887
2022-09-25,8.39328
2022-09-26,17.02637
2022-09-27,25.89928
2022-09-28,27.81774
2022-09-29,29.01678
2022-09-30,34.29256
2022-10-01,19.18465
2022-10-02,6.47482
2022-10-03,17.7458
2022-10-04,32.85371
2022-10-05,19.18465
2022-10-06,28.05755
2022-10-07,31.65467
2022-10-08,24.46043
2022-10-09,6.95443
2022-10-10,10.31175
2022-10-11,18.22541
2022-10-12,27.81774
2022-10-13,22.30215
2022-10-14,24.46043
2022-10-15,17.02637
2022-10-16,7.67386
2022-10-17,13.42925
2022-10-18,23.26139
2022-10-19,25.89928
2022-10-20,25.41966
2022-10-21,19.18465
2022-10-22,14.8681
2022-10-23,5.51558
2022-10-24,12.47002
2022-10-25,21.34292
2022-10-26,22.30215
2022-10-27,18.46522
2022-10-28,19.90407
2022-10-29,16.06714
2022-10-30,4.55635
2022-10-31,16.06714
2022-11-01,23.50119
2022-11-02,22.30215
2022-11-03,23.98081
2022-11-04,22.78177
2022-11-05,17.50599
2022-11-06,7.91366
2022-11-07,12.94964
2022-11-08,21.58273
2022-11-09,22.54196
2022-11-10,20.8633
2022-11-11,27.33812
2022-11-12,15.10791
2022-11-13,7.91366
2022-11-14,12.70983
2022-11-15,23.26139
2022-11-16,23.26139
2022-11-17,17.7458
2022-11-18,21.10311
2022-11-19,9.83213
2022-11-20,5.27577
2022-11-21,9.59232
2022-11-22,16.54676
2022-11-23,18.22541
2022-11-24,19.42446
2022-11-25,10.31175
2022-11-26,11.03117
2022-11-27,5.9952
2022-11-28,8.39328
2022-11-29,16.30695
2022-11-30,20.14388
2022-12-01,25.65947
2022-12-02,17.26618
2022-12-03,11.75059
2022-12-04,9.1127
2022-12-05,13.18944
2022-12-06,23.26139
2022-12-07,21.34292
2022-12-08,20.38369
2022-12-09,20.38369
2022-12-10,10.79136
2022-12-11,8.63309
2022-12-12,7.91366
2022-12-13,18.70503
2022-12-14,22.54196
2022-12-15,20.14388
2022-12-16,23.26139
2022-12-17,16.54676
2022-12-18,7.19424
2022-12-19,11.27098
2022-12-20,21.34292
2022-12-21,21.82254
2022-12-22,23.741
2022-12-23,20.8633
2022-12-24,15.58752
2022-12-25,12.94964
2022-12-26,14.8681
2022-12-27,16.78657
2022-12-28,24.70023
2022-12-29,19.18465
2022-12-30,21.34292
2022-12-31,20.6235
2023-01-01,9.83213
2023-01-02,10.55155
2023-01-03,12.94964
2023-01-04,31.89448
2023-01-05,38.84892
2023-01-06,30.45563
2023-01-07,26.37889
2023-01-08,11.27098
2023-01-09,21.58273
2023-01-10,30.21582
2023-01-11,23.98081
2023-01-12,32.6139
2023-01-13,29.4964
2023-01-14,32.6139
2023-01-15,9.83213
2023-01-16,14.8681
2023-01-17,19.66426
2023-01-18,30.93525
2023-01-19,33.81294
2023-01-20,32.13429
2023-01-21,27.81774
2023-01-22,10.31175
2023-01-23,21.34292
2023-01-24,41.247
2023-01-25,33.57314
2023-01-26,40.52757
2023-01-27,40.76738
2023-01-28,34.29256
2023-01-29,21.10311
2023-01-30,38.84892
2023-01-31,63.06954
2023-02-01,66.90647
2023-02-02,61.8705
2023-02-03,61.39088
2023-02-04,58.03357
2023-02-05,44.1247
2023-02-06,52.51798
2023-02-07,77.45803
2023-02-08,79.37649
2023-02-09,63.54916
2023-02-10,82.73381
2023-02-11,68.34532
2023-02-12,50.1199
2023-02-13,60.19184
2023-02-14,89.44844
2023-02-15,79.6163
2023-02-16,67.14628
2023-02-17,64.988
2023-02-18,46.04316
2023-02-19,30.21582
2023-02-20,36.45083
2023-02-21,53.47721
2023-02-22,69.54436
2023-02-23,59.71223
2023-02-24,59.95203
2023-02-25,47.48201
2023-02-26,28.29736
2023-02-27,37.41007
2023-02-28,57.55395
2023-03-01,69.30455
2023-03-02,64.988
2023-03-03,60.91127
2023-03-04,52.51798
2023-03-05,26.85851
2023-03-06,50.35971
2023-03-07,54.67625
2023-03-08,73.6211
2023-03-09,70.50359
2023-03-10,60.67146
2023-03-11,57.55395
2023-03-12,32.13429
2023-03-13,48.68105
2023-03-14,69.78417
2023-03-15,66.66666
2023-03-16,64.02877
2023-03-17,75.29976
2023-03-18,49.88009
2023-03-19,23.98081
2023-03-20,45.32374
2023-03-21,62.82973
2023-03-22,61.63069
2023-03-23,76.4988
2023-03-24,70.26378
2023-03-25,47.72182
2023-03-26,23.741
2023-03-27,47.48201
2023-03-28,69.78417
2023-03-29,73.14148
2023-03-30,70.50359
2023-03-31,60.91127
2023-04-01,57.79376
2023-04-02,32.3741
2023-04-03,53.95683
2023-04-04,68.82494
2023-04-05,76.25899
2023-04-06,67.38609
2023-04-07,59.23261
2023-04-08,27.33812
2023-04-09,22.54196
2023-04-10,48.20143
2023-04-11,68.34532
2023-04-12,65.46762
2023-04-13,77.69784
2023-04-14,70.02398
2023-04-15,43.64508
2023-04-16,25.65947
2023-04-17,54.67625
2023-04-18,71.70263
2023-04-19,70.7434
2023-04-20,68.34532
2023-04-21,68.58513
2023-04-22,47.72182
2023-04-23,20.6235
2023-04-24,45.08393
2023-04-25,62.82973
2023-04-26,71.70263
2023-04-27,62.11031
2023-04-28,66.90647
2023-04-29,48.44124
2023-04-30,19.90407
2023-05-01,39.08872
2023-05-02,72.18225
2023-05-03,68.34532
2023-05-04,77.69784
2023-05-05,76.97841
2023-05-06,54.67625
2023-05-07,34.77218
2023-05-08,46.28297
2023-05-09,67.38609
2023-05-10,68.58513
2023-05-11,76.7386
2023-05-12,64.7482
2023-05-13,40.52757
2023-05-14,26.6187
2023-05-15,59.95203
2023-05-16,78.89688
2023-05-17,82.73381
2023-05-18,85.3717
2023-05-19,82.25419
2023-05-20,49.88009
2023-05-21,45.56354
2023-05-22,62.82973
2023-05-23,90.88729
2023-05-24,92.80575
2023-05-25,100.0
2023-05-26,96.88249
2023-05-27,59.23261
2023-05-28,37.64988
2023-05-29,44.1247
2023-05-30,66.18705
2023-05-31,84.17266
2023-06-01,95.20383
2023-06-02,88.00959
2023-06-03,64.26858
2023-06-04,34.05275
2023-06-05,53.71702
2023-06-06,68.34532
2023-06-07,94.00479
2023-06-08,85.85131
2023-06-09,81.29496
2023-06-10,44.3645
2023-06-11,28.29736
2023-06-12,47.96163
2023-06-13,82.25419
2023-06-14,63.30935
2023-06-15,68.82494
2023-06-16,66.66666
2023-06-17,47.48201
2023-06-18,19.66426
2023-06-19,33.81294
2023-06-20,57.79376
2023-06-21,80.33573
2023-06-22,70.98321
2023-06-23,69.06474
2023-06-24,37.17026
2023-06-25,14.62829
2023-06-26,53.95683
2023-06-27,80.09592
2023-06-28,72.66187
2023-06-29,83.45323
2023-06-30,77.21822
2023-07-01,55.15587
2023-07-02,26.6187
2023-07-03,60.19184
2023-07-04,60.67146
2023-07-05,64.26858
2023-07-06,70.26378
2023-07-07,72.42206
2023-07-08,39.80815
2023-07-09,18.94484
2023-07-10,53.71702
2023-07-11,64.02877
2023-07-12,66.66666
2023-07-13,69.78417
2023-07-14,69.78417
2023-07-15,41.72661
2023-07-16,20.8633
2023-07-17,47.72182
2023-07-18,65.22781
2023-07-19,74.10071
2023-07-20,66.42685
2023-07-21,61.8705
2023-07-22,34.05275
2023-07-23,18.70503
2023-07-24,36.21103
2023-07-25,48.68105
2023-07-26,55.39568
2023-07-27,58.27338
2023-07-28,46.28297
2023-07-29,29.01678
2023-07-30,14.8681
2023-07-31,28.05755
2023-08-01,48.68105
2023-08-02,52.51798
2023-08-03,43.40527
2023-08-04,45.08393
2023-08-05,31.17505
2023-08-06,17.98561
2023-08-07,26.6187
2023-08-08,46.04316
2023-08-09,40.28776
2023-08-10,34.77218
2023-08-11,32.85371
2023-08-12,24.94004
2023-08-13,17.02637
2023-08-14,30.69544
2023-08-15,30.69544
2023-08-16,38.3693
2023-08-17,45.56354
2023-08-18,42.92565
2023-08-19,24.94004
2023-08-20,14.38848
2023-08-21,19.18465
2023-08-22,40.52757
2023-08-23,36.21103
2023-08-24,39.80815
2023-08-25,28.77697
2023-08-26,25.65947
2023-08-27,13.42925
2023-08-28,31.65467
2023-08-29,38.60911
2023-08-30,43.88489
2023-08-31,34.05275
2023-09-01,36.69064
2023-09-02,25.41966
2023-09-03,20.38369
2023-09-04,21.58273
2023-09-05,35.4916
2023-09-06,36.93045
2023-09-07,47.00239
2023-09-08,33.81294
2023-09-09,23.98081
2023-09-10,22.30215
2023-09-11,22.54196
2023-09-12,30.45563
2023-09-13,29.25659
2023-09-14,28.77697
2023-09-15,30.45563
2023-09-16,21.58273
2023-09-17,15.10791
2023-09-18,21.34292
2023-09-19,29.73621
2023-09-20,30.45563
2023-09-21,34.05275
2023-09-22,31.65467
2023-09-23,20.8633
2023-09-24,14.38848
2023-09-25,24.70023
2023-09-26,34.05275
2023-09-27,30.93525
2023-09-28,19.42446
2023-09-29,23.50119
2023-09-30,23.741
2023-10-01,18.22541
2023-10-02,25.65947
2023-10-03,36.93045
2023-10-04,38.84892
2023-10-05,36.45083
2023-10-06,36.21103
2023-10-07,32.3741
2023-10-08,15.10791
2023-10-09,17.50599
2023-10-10,40.04796
2023-10-11,37.88968
2023-10-12,32.13429
2023-10-13,26.6187
2023-10-14,24.22062
2023-10-15,18.94484
2023-10-16,26.37889
2023-10-17,27.09832
2023-10-18,33.81294
2023-10-19,40.76738
2023-10-20,21.10311
2023-10-21,21.82254
2023-10-22,15.10791
2023-10-23,19.18465
2023-10-24,26.13908
2023-10-25,23.741
2023-10-26,36.93045
2023-10-27,33.81294
2023-10-28,29.97601
2023-10-29,15.34772
2023-10-30,28.05755
2023-10-31,40.52757
2023-11-01,48.44124
2023-11-02,35.01199
2023-11-03,29.97601
2023-11-04,31.41486
2023-11-05,19.18465
2023-11-06,24.94004
2023-11-07,37.17026
2023-11-08,33.33333
2023-11-09,28.05755
2023-11-10,25.65947
2023-11-11,19.90407
2023-11-12,14.14868
2023-11-13,21.58273
2023-11-14,25.89928
2023-11-15,41.48681
2023-11-16,41.96642
2023-11-17,33.57314
2023-11-18,24.70023
2023-11-19,21.58273
2023-11-20,28.77697
2023-11-21,38.3693
2023-11-22,40.28776
2023-11-23,37.41007
2023-11-24,25.65947
2023-11-25,20.6235
2023-11-26,17.7458
2023-11-27,21.58273
2023-11-28,29.97601
2023-11-29,34.53237
2023-11-30,37.88968
2023-12-01,30.21582
2023-12-02,25.65947
2023-12-03,17.50599
2023-12-04,21.58273
2023-12-05,38.60911
2023-12-06,44.1247
2023-12-07,42.44604
2023-12-08,39.56834
2023-12-09,27.81774
2023-12-10,24.70023
2023-12-11,31.89448
2023-12-12,45.32374
2023-12-13,40.52757
2023-12-14,53.95683
2023-12-15,56.1151
2023-12-16,35.4916
2023-12-17,26.85851
2023-12-18,27.57793
2023-12-19,46.52278
2023-12-20,46.04316
2023-12-21,37.41007
2023-12-22,39.32853
2023-12-23,35.25179
2023-12-24,20.38369
2023-12-25,16.78657
2023-12-26,34.77218
2023-12-27,44.3645
2023-12-28,42.20623
2023-12-29,42.92565
2023-12-30,28.53717
2023-12-31,18.94484
2024-01-01,20.8633
2024-01-02,36.69064
2024-01-03,55.87529
2024-01-04,62.11031
2024-01-05,44.84412
2024-01-06,32.3741
2024-01-07,27.33812
2024-01-08,35.01199
2024-01-09,47.96163
2024-01-10,46.52278
2024-01-11,39.80815
2024-01-12,44.84412
2024-01-13,34.77218
2024-01-14,22.30215
2024-01-15,29.97601
2024-01-16,29.97601
2024-01-17,40.52757
2024-01-18,43.16546
2024-01-19,42.68585
2024-01-20,37.17026
2024-01-21,24.22062
2024-01-22,39.32853
2024-01-23,47.96163
2024-01-24,51.55875
2024-01-25,57.79376
2024-01-26,47.72182
2024-01-27,39.80815
2024-01-28,28.05755
2024-01-29,34.53237
2024-01-30,60.91127
2024-01-31,51.55875
2024-02-01,62.11031
2024-02-02,63.54916
2024-02-03,43.40527
2024-02-04,25.41966
2024-02-05,45.80335
2024-02-06,62.11031
2024-02-07,42.20623
2024-02-08,46.52278
2024-02-09,37.88968
2024-02-10,36.45083
2024-02-11,23.50119
2024-02-12,47.2422
2024-02-13,58.27338
2024-02-14,47.00239
2024-02-15,47.48201
2024-02-16,43.64508
2024-02-17,39.80815
2024-02-18,26.85851
2024-02-19,33.33333
2024-02-20,44.1247
2024-02-21,50.35971
2024-02-22,52.03836
2024-02-23,51.07913
2024-02-24,34.53237
2024-02-25,24.94004
2024-02-26,32.85371
2024-02-27,48.92086
2024-02-28,50.1199
2024-02-29,51.55875
2024-03-01,53.47721
2024-03-02,38.3693
2024-03-03,23.98081
2024-03-04,35.25179
2024-03-05,53.23741
2024-03-06,51.07913
2024-03-07,46.28297
2024-03-08,40.52757
2024-03-09,32.6139
2024-03-10,24.70023
2024-03-11,32.3741
2024-03-12,36.69064
2024-03-13,46.28297
2024-03-14,45.80335
2024-03-15,39.80815
2024-03-16,29.73621
2024-03-17,21.34292
2024-03-18,30.21582
2024-03-19,43.16546
2024-03-20,40.76738
