date,QLD주가
2021-07-13,2.7027
2021-07-14,1.6632
2021-07-15,2.079
2021-07-16,1.8711
2021-07-17,2.9106
2021-07-20,6.0291
2021-07-21,3.1185
2021-07-22,2.7027
2021-07-23,3.9501
2021-07-24,1.6632
2021-07-26,1.0395
2021-07-27,2.4948
2021-07-28,3.3264
2021-07-29,2.079
2021-07-30,3.9501
2021-07-31,2.079
2021-08-01,1.8711
2021-08-02,3.5343
2021-08-03,2.2869
2021-08-04,2.079
2021-08-05,3.5343
2021-08-06,4.3659
2021-08-07,1.2474
2021-08-09,1.4553
2021-08-10,4.7817
2021-08-11,2.2869
2021-08-12,4.158
2021-08-13,4.158
2021-08-14,2.2869
2021-08-17,3.1185
2021-08-18,1.6632
2021-08-19,4.5738
2021-08-20,3.1185
2021-08-21,1.4553
2021-08-23,2.079
2021-08-24,5.8212
2021-08-25,4.5738
2021-08-26,3.1185
2021-08-27,2.2869
2021-08-28,3.5343
2021-08-29,4.158
2021-08-30,6.0291
2021-08-31,6.8607
2021-09-01,6.4449
2021-09-02,5.6133
2021-09-03,3.9501
2021-09-04,4.3659
2021-09-06,1.0395
2021-09-07,2.2869
2021-09-08,4.9896
2021-09-09,3.9501
2021-09-10,4.7817
2021-09-11,3.9501
2021-09-12,2.7027
2021-09-13,1.2474
2021-09-14,4.9896
2021-09-15,5.1975
2021-09-16,3.1185
2021-09-17,4.7817
2021-09-18,2.9106
2021-09-19,1.4553
2021-09-20,4.3659
2021-09-21,6.4449
2021-09-22,9.5634
2021-09-23,10.18711
2021-09-24,10.18711
2021-09-25,6.0291
2021-09-26,3.9501
2021-09-27,7.4844
2021-09-28,6.0291
2021-09-29,13.09771
2021-09-30,8.5239
2021-10-01,11.85031
2021-10-02,8.9397
2021-10-03,4.5738
2021-10-04,8.7318
2021-10-05,17.25571
2021-10-06,10.18711
2021-10-07,11.01871
2021-10-08,10.18711
2021-10-09,5.8212
2021-10-10,7.6923
2021-10-11,11.64241
2021-10-12,16.21621
2021-10-13,17.04781
2021-10-14,17.25571
2021-10-15,16.63201
2021-10-16,13.92931
2021-10-17,7.2765
2021-10-18,12.68191
2021-10-19,18.29521
2021-10-20,14.34511
2021-10-21,14.76091
2021-10-22,12.88981
2021-10-23,11.64241
2021-10-24,7.4844
2021-10-25,9.5634
2021-10-26,13.72141
2021-10-27,14.96881
2021-10-28,17.25571
2021-10-29,24.53222
2021-10-30,16.21621
2021-10-31,12.68191
2021-11-01,13.30561
2021-11-02,19.12681
2021-11-03,25.57172
2021-11-04,38.25363
2021-11-05,37.83783
2021-11-06,33.05613
2021-11-07,22.45322
2021-11-08,26.81912
2021-11-09,37.62993
2021-11-10,39.29313
2021-11-11,40.12474
2021-11-12,30.35343
2021-11-13,32.01663
2021-11-14,24.11642
2021-11-15,29.31392
2021-11-16,37.83783
2021-11-17,40.74844
2021-11-18,33.26403
2021-11-19,47.81704
2021-11-20,33.67983
2021-11-21,26.81912
2021-11-22,43.86694
2021-11-23,56.34095
2021-11-24,48.64864
2021-11-25,39.50103
2021-11-26,29.10602
2021-11-27,37.42203
2021-11-28,14.34511
2021-11-29,32.84823
2021-11-30,45.53014
2021-12-01,46.98544
2021-12-02,58.62785
2021-12-03,49.89604
2021-12-04,51.55925
2021-12-05,19.54261
2021-12-06,43.24324
2021-12-07,56.34095
2021-12-08,60.49896
2021-12-09,50.51975
2021-12-10,38.87733
2021-12-11,35.34303
2021-12-12,14.76091
2021-12-13,20.37422
2021-12-14,36.17463
2021-12-15,44.69854
2021-12-16,42.61954
2021-12-17,45.11434
2021-12-18,37.00623
2021-12-19,14.34511
2021-12-20,24.32432
2021-12-21,46.98544
2021-12-22,39.08523
2021-12-23,37.83783
2021-12-24,34.51143
2021-12-25,16.42411
2021-12-26,13.51351
2021-12-27,19.75051
2021-12-28,46.15384
2021-12-29,44.69854
2021-12-30,38.25363
2021-12-31,32.84823
2022-01-01,28.89812
2022-01-02,19.75051
2022-01-03,23.49272
2022-01-04,52.39085
2022-01-05,47.40124
2022-01-06,75.88357
2022-01-07,58.00415
2022-01-08,49.68814
2022-01-09,25.57172
2022-01-10,29.72972
2022-01-11,59.04365
2022-01-12,50.10395
2022-01-13,47.81704
2022-01-14,51.55925
2022-01-15,32.64033
2022-01-16,27.23492
2022-01-17,22.45322
2022-01-18,33.26403
2022-01-19,50.10395
2022-01-20,49.89604
2022-01-21,61.33056
2022-01-22,54.05405
2022-01-23,19.75051
2022-01-24,34.92723
2022-01-25,63.40956
2022-01-26,54.46985
2022-01-27,56.13305
2022-01-28,47.60914
2022-01-29,40.95634
2022-01-30,14.55301
2022-01-31,13.09771
2022-02-01,46.77754
2022-02-02,47.19334
2022-02-03,49.06444
2022-02-04,47.19334
2022-02-05,35.13513
2022-02-06,12.47401
2022-02-07,28.69022
2022-02-08,41.16424
2022-02-09,38.46153
2022-02-10,44.49064
2022-02-11,40.54054
2022-02-12,35.34303
2022-02-13,14.13721
2022-02-14,21.62162
2022-02-15,40.74844
2022-02-16,43.03534
2022-02-17,36.79833
2022-02-18,34.92723
2022-02-19,33.47193
2022-02-20,14.76091
2022-02-21,18.71101
2022-02-22,22.86902
2022-02-23,34.71933
2022-02-24,51.97505
2022-02-25,46.77754
2022-02-26,28.69022
2022-02-27,10.81081
2022-02-28,20.37422
2022-03-01,36.59043
2022-03-02,35.55093
2022-03-03,33.67983
2022-03-04,34.92723
2022-03-05,29.10602
2022-03-06,12.05821
2022-03-07,17.87941
2022-03-08,45.11434
2022-03-09,34.09563
2022-03-10,39.91683
2022-03-11,34.71933
2022-03-12,32.64033
2022-03-13,12.68191
2022-03-14,17.04781
2022-03-15,42.20374
2022-03-16,45.32224
2022-03-17,44.69854
2022-03-18,44.49064
2022-03-19,35.34303
2022-03-20,18.29521
2022-03-21,20.58212
2022-03-22,41.78794
2022-03-23,43.45114
2022-03-24,33.26403
2022-03-25,38.46153
2022-03-26,25.57172
2022-03-27,13.09771
2022-03-28,16.00831
2022-03-29,44.69854
2022-03-30,41.37214
2022-03-31,34.71933
2022-04-01,31.80873
2022-04-02,27.65072
2022-04-03,9.7713
2022-04-04,17.46361
2022-04-05,39.70893
2022-04-06,33.26403
2022-04-07,28.48232
2022-04-08,29.72972
2022-04-09,25.57172
2022-04-10,8.1081
2022-04-11,28.06652
2022-04-12,46.77754
2022-04-13,37.42203
2022-04-14,32.22453
2022-04-15,24.94802
2022-04-16,9.7713
2022-04-17,7.4844
2022-04-18,13.51351
2022-04-19,31.80873
2022-04-20,32.43243
2022-04-21,22.03742
2022-04-22,34.51143
2022-04-23,27.44282
2022-04-24,13.51351
2022-04-25,15.59251
2022-04-26,30.76923
2022-04-27,42.61954
2022-04-28,27.02702
2022-04-29,22.45322
2022-04-30,25.36382
2022-05-01,5.4054
2022-05-02,12.68191
2022-05-03,26.61122
2022-05-04,26.40332
2022-05-05,23.28482
2022-05-06,29.52182
2022-05-07,24.11642
2022-05-08,3.7422
2022-05-09,14.34511
2022-05-10,29.52182
2022-05-11,25.36382
2022-05-12,33.88773
2022-05-13,27.23492
2022-05-14,22.66112
2022-05-15,4.158
2022-05-16,12.68191
2022-05-17,19.95841
2022-05-18,20.16632
2022-05-19,25.57172
2022-05-20,21.62162
2022-05-21,17.67151
2022-05-22,5.6133
2022-05-23,10.39501
2022-05-24,19.54261
2022-05-25,20.58212
2022-05-26,16.63201
2022-05-27,20.37422
2022-05-28,15.80041
2022-05-29,6.0291
2022-05-30,13.51351
2022-05-31,13.92931
2022-06-01,15.80041
2022-06-02,15.17671
2022-06-03,26.19542
2022-06-04,13.09771
2022-06-05,5.8212
2022-06-06,10.18711
2022-06-07,19.95841
2022-06-08,21.62162
2022-06-09,21.41372
2022-06-10,22.24532
2022-06-11,17.04781
2022-06-12,6.0291
2022-06-13,16.21621
2022-06-14,28.06652
2022-06-15,26.81912
2022-06-16,27.02702
2022-06-17,24.11642
2022-06-18,18.91891
2022-06-19,4.3659
2022-06-20,9.9792
2022-06-21,17.46361
2022-06-22,25.15592
2022-06-23,30.35343
2022-06-24,28.69022
2022-06-25,22.66112
2022-06-26,5.1975
2022-06-27,18.08731
2022-06-28,22.66112
2022-06-29,31.18503
2022-06-30,25.15592
2022-07-01,19.75051
2022-07-02,15.59251
2022-07-03,3.5343
2022-07-04,7.0686
2022-07-05,12.88981
2022-07-06,27.44282
2022-07-07,25.15592
2022-07-08,24.74012
2022-07-09,26.40332
2022-07-10,9.3555
2022-07-11,18.29521
2022-07-12,29.93762
2022-07-13,24.74012
2022-07-14,27.65072
2022-07-15,29.52182
2022-07-16,17.67151
2022-07-17,3.3264
2022-07-18,18.08731
2022-07-19,29.72972
2022-07-20,32.22453
2022-07-21,37.42203
2022-07-22,28.89812
2022-07-23,16.42411
2022-07-24,5.1975
2022-07-25,11.85031
2022-07-26,22.45322
2022-07-27,25.77962
2022-07-28,34.30353
2022-07-29,33.05613
2022-07-30,22.86902
2022-07-31,9.9792
2022-08-01,18.29521
2022-08-02,27.23492
2022-08-03,30.56133
2022-08-04,43.45114
2022-08-05,32.84823
2022-08-06,20.16632
2022-08-07,9.3555
2022-08-08,29.72972
2022-08-09,44.07484
2022-08-10,31.60083
2022-08-11,43.86694
2022-08-12,40.54054
2022-08-13,33.88773
2022-08-14,11.64241
2022-08-15,17.25571
2022-08-16,37.62993
2022-08-17,34.09563
2022-08-18,30.76923
2022-08-19,29.31392
2022-08-20,20.99792
2022-08-21,12.05821
2022-08-22,18.71101
2022-08-23,41.58004
2022-08-24,50.31185
2022-08-25,52.59875
2022-08-26,55.09355
2022-08-27,49.48024
2022-08-28,18.50311
2022-08-29,38.87733
2022-08-30,60.49896
2022-08-31,60.08316
2022-09-01,61.95426
2022-09-02,52.59875
2022-09-03,38.04573
2022-09-04,11.43451
2022-09-05,24.94802
2022-09-06,40.12474
2022-09-07,49.27234
2022-09-08,53.84615
2022-09-09,39.29313
2022-09-10,35.34303
2022-09-11,17.25571
2022-09-12,37.00623
2022-09-13,66.11226
2022-09-14,69.85446
2022-09-15,44.90644
2022-09-16,53.84615
2022-09-17,32.01663
2022-09-18,11.43451
2022-09-19,31.60083
2022-09-20,40.33264
2022-09-21,50.51975
2022-09-22,59.87525
2022-09-23,60.29106
2022-09-24,39.70893
2022-09-25,14.76091
2022-09-26,30.14553
2022-09-27,52.18295
2022-09-28,49.06444
2022-09-29,55.71725
2022-09-30,56.34095
2022-10-01,30.56133
2022-10-02,12.26611
2022-10-03,22.86902
2022-10-04,47.81704
2022-10-05,50.51975
2022-10-06,43.45114
2022-10-07,34.09563
2022-10-08,31.80873
2022-10-09,10.81081
2022-10-10,20.37422
2022-10-11,39.91683
2022-10-12,44.49064
2022-10-13,39.50103
2022-10-14,45.11434
2022-10-15,28.69022
2022-10-16,12.68191
2022-10-17,24.74012
2022-10-18,49.06444
2022-10-19,38.87733
2022-10-20,34.51143
2022-10-21,29.10602
2022-10-22,29.10602
2022-10-23,16.00831
2022-10-24,20.58212
2022-10-25,41.58004
2022-10-26,51.35135
2022-10-27,37.21413
2022-10-28,33.26403
2022-10-29,35.13513
2022-10-30,8.1081
2022-10-31,20.99792
2022-11-01,44.28274
2022-11-02,33.67983
2022-11-03,43.65904
2022-11-04,41.78794
2022-11-05,28.27442
2022-11-06,13.72141
2022-11-07,26.81912
2022-11-08,44.28274
2022-11-09,42.82744
2022-11-10,48.44074
2022-11-11,88.98128
2022-11-12,53.22245
2022-11-13,13.30561
2022-11-14,26.40332
2022-11-15,54.88565
2022-11-16,60.29106
2022-11-17,36.38253
2022-11-18,37.62993
2022-11-19,28.48232
2022-11-20,7.9002
2022-11-21,20.16632
2022-11-22,31.39293
2022-11-23,32.22453
2022-11-24,34.71933
2022-11-25,24.53222
2022-11-26,22.45322
2022-11-27,6.6528
2022-11-28,13.09771
2022-11-29,29.31392
2022-11-30,26.40332
2022-12-01,51.14345
2022-12-02,31.80873
2022-12-03,25.15592
2022-12-04,9.3555
2022-12-05,15.59251
2022-12-06,25.36382
2022-12-07,38.25363
2022-12-08,29.93762
2022-12-09,40.33264
2022-12-10,23.49272
2022-12-11,6.6528
2022-12-12,17.46361
2022-12-13,48.64864
2022-12-14,48.85654
2022-12-15,32.22453
2022-12-16,35.75883
2022-12-17,24.53222
2022-12-18,9.9792
2022-12-19,16.21621
2022-12-20,34.09563
2022-12-21,30.97713
2022-12-22,27.02702
2022-12-23,35.96673
2022-12-24,23.28482
2022-12-25,11.43451
2022-12-26,13.92931
2022-12-27,26.61122
2022-12-28,35.34303
2022-12-29,30.14553
2022-12-30,34.51143
2022-12-31,20.37422
2023-01-01,7.0686
2023-01-02,14.34511
2023-01-03,27.85862
2023-01-04,35.55093
2023-01-05,31.60083
2023-01-06,28.48232
2023-01-07,33.88773
2023-01-08,12.26611
2023-01-09,22.45322
2023-01-10,42.61954
2023-01-11,39.29313
2023-01-12,41.78794
2023-01-13,42.20374
2023-01-14,44.28274
2023-01-15,14.55301
2023-01-16,18.08731
2023-01-17,31.80873
2023-01-18,38.87733
2023-01-19,39.50103
2023-01-20,28.89812
2023-01-21,44.28274
2023-01-22,17.25571
2023-01-23,18.71101
2023-01-24,53.22245
2023-01-25,48.64864
2023-01-26,61.33056
2023-01-27,58.00415
2023-01-28,43.86694
2023-01-29,22.45322
2023-01-30,27.44282
2023-01-31,37.83783
2023-02-01,45.53014
2023-02-02,80.87318
2023-02-03,93.13929
2023-02-04,49.06444
2023-02-05,15.38461
2023-02-06,28.89812
2023-02-07,46.15384
2023-02-08,68.39916
2023-02-09,50.31185
2023-02-10,41.78794
2023-02-11,31.18503
2023-02-12,11.43451
2023-02-13,26.61122
2023-02-14,43.65904
2023-02-15,46.77754
2023-02-16,51.97505
2023-02-17,39.50103
2023-02-18,23.28482
2023-02-19,11.22661
2023-02-20,19.95841
2023-02-21,30.14553
2023-02-22,35.55093
2023-02-23,33.47193
2023-02-24,42.61954
2023-02-25,25.77962
2023-02-26,13.72141
2023-02-27,18.71101
2023-02-28,31.39293
2023-03-01,28.27442
2023-03-02,33.47193
2023-03-03,27.85862
2023-03-04,27.23492
2023-03-05,12.05821
2023-03-06,19.75051
2023-03-07,33.67983
2023-03-08,33.47193
2023-03-09,27.85862
2023-03-10,40.54054
2023-03-11,35.96673
2023-03-12,16.42411
2023-03-13,32.22453
2023-03-14,37.00623
2023-03-15,36.38253
2023-03-16,37.42203
2023-03-17,39.50103
2023-03-18,29.93762
2023-03-19,12.26611
2023-03-20,20.99792
2023-03-21,37.83783
2023-03-22,45.94594
2023-03-23,42.20374
2023-03-24,40.95634
2023-03-25,27.44282
2023-03-26,11.43451
2023-03-27,29.10602
2023-03-28,42.82744
2023-03-29,36.38253
2023-03-30,42.61954
2023-03-31,53.63825
2023-04-01,47.19334
2023-04-02,17.04781
2023-04-03,28.69022
2023-04-04,45.73804
2023-04-05,41.99584
2023-04-06,36.17463
2023-04-07,38.25363
2023-04-08,21.20582
2023-04-09,9.5634
2023-04-10,25.36382
2023-04-11,35.55093
2023-04-12,38.04573
2023-04-13,40.74844
2023-04-14,43.24324
2023-04-15,28.06652
2023-04-16,9.9792
2023-04-17,22.86902
2023-04-18,40.12474
2023-04-19,40.12474
2023-04-20,26.19542
2023-04-21,32.43243
2023-04-22,20.16632
2023-04-23,8.9397
2023-04-24,22.03742
2023-04-25,27.44282
2023-04-26,35.34303
2023-04-27,36.38253
2023-04-28,46.36174
2023-04-29,28.89812
2023-04-30,11.22661
2023-05-01,25.57172
2023-05-02,40.54054
2023-05-03,37.00623
2023-05-04,41.78794
2023-05-05,32.64033
2023-05-06,34.09563
2023-05-07,13.09771
2023-05-08,26.40332
2023-05-09,43.45114
2023-05-10,44.90644
2023-05-11,64.24116
2023-05-12,55.71725
2023-05-13,25.15592
2023-05-14,10.39501
2023-05-15,22.86902
2023-05-16,53.84615
2023-05-17,53.63825
2023-05-18,68.19126
2023-05-19,90.64449
2023-05-20,36.38253
2023-05-21,15.38461
2023-05-22,37.62993
2023-05-23,56.75675
2023-05-24,41.78794
2023-05-25,71.10187
2023-05-26,88.98128
2023-05-27,84.19958
2023-05-28,24.53222
2023-05-29,29.93762
2023-05-30,81.28898
2023-05-31,80.45738
2023-06-01,62.78586
2023-06-02,74.01247
2023-06-03,55.30145
2023-06-04,24.11642
2023-06-05,42.41164
2023-06-06,64.44906
2023-06-07,71.10187
2023-06-08,55.30145
2023-06-09,66.73596
2023-06-10,34.09563
2023-06-11,17.25571
2023-06-12,33.47193
2023-06-13,92.09979
2023-06-14,82.74428
2023-06-15,76.92307
2023-06-16,100.0
2023-06-17,43.24324
2023-06-18,19.12681
2023-06-19,29.10602
2023-06-20,47.19334
2023-06-21,59.45945
2023-06-22,52.80665
2023-06-23,54.46985
2023-06-24,30.14553
2023-06-25,11.64241
2023-06-26,28.69022
2023-06-27,52.80665
2023-06-28,61.74636
2023-06-29,59.66735
2023-06-30,54.67775
2023-07-01,47.81704
2023-07-02,17.25571
2023-07-03,44.69854
2023-07-04,54.88565
2023-07-05,46.36174
2023-07-06,57.17255
2023-07-07,35.34303
2023-07-08,28.48232
2023-07-09,9.3555
2023-07-10,32.84823
2023-07-11,47.40124
2023-07-12,56.96465
2023-07-13,60.91476
2023-07-14,82.95218
2023-07-15,53.84615
2023-07-16,19.75051
2023-07-17,35.13513
2023-07-18,70.68607
2023-07-19,77.96257
2023-07-20,68.81496
2023-07-21,65.69646
2023-07-22,35.75883
2023-07-23,11.85031
2023-07-24,33.26403
2023-07-25,55.30145
2023-07-26,58.00415
2023-07-27,55.92515
2023-07-28,56.96465
2023-07-29,42.41164
2023-07-30,17.25571
2023-07-31,33.67983
2023-08-01,62.37006
2023-08-02,59.87525
2023-08-03,52.18295
2023-08-04,52.18295
2023-08-05,35.34303
2023-08-06,11.43451
2023-08-07,27.85862
2023-08-08,46.77754
2023-08-09,41.78794
2023-08-10,40.33264
2023-08-11,39.50103
2023-08-12,31.80873
2023-08-13,16.42411
2023-08-14,27.85862
2023-08-15,35.13513
2023-08-16,42.41164
2023-08-17,54.46985
2023-08-18,57.38045
2023-08-19,29.31392
2023-08-20,10.60291
2023-08-21,25.77962
2023-08-22,46.98544
2023-08-23,41.16424
2023-08-24,51.97505
2023-08-25,49.06444
2023-08-26,27.02702
2023-08-27,8.5239
2023-08-28,25.15592
2023-08-29,44.90644
2023-08-30,56.75675
2023-08-31,57.58835
2023-09-01,53.63825
2023-09-02,30.56133
2023-09-03,13.92931
2023-09-04,21.41372
2023-09-05,30.97713
2023-09-06,41.78794
2023-09-07,41.37214
2023-09-08,38.87733
2023-09-09,26.61122
2023-09-10,11.22661
2023-09-11,33.05613
2023-09-12,51.14345
2023-09-13,38.25363
2023-09-14,39.70893
2023-09-15,43.86694
2023-09-16,25.98752
2023-09-17,8.7318
2023-09-18,23.90852
2023-09-19,39.70893
2023-09-20,35.96673
2023-09-21,44.07484
2023-09-22,45.94594
2023-09-23,27.44282
2023-09-24,11.22661
2023-09-25,29.72972
2023-09-26,41.58004
2023-09-27,41.37214
2023-09-28,34.30353
2023-09-29,41.16424
2023-09-30,27.65072
2023-10-01,13.51351
2023-10-02,21.20582
2023-10-03,38.46153
2023-10-04,49.68814
2023-10-05,44.90644
2023-10-06,41.58004
2023-10-07,29.93762
2023-10-08,8.9397
2023-10-09,24.11642
2023-10-10,45.32224
2023-10-11,55.09355
2023-10-12,63.40956
2023-10-13,41.37214
2023-10-14,24.11642
2023-10-15,7.4844
2023-10-16,24.94802
2023-10-17,44.07484
2023-10-18,41.37214
2023-10-19,40.95634
2023-10-20,41.37214
2023-10-21,28.89812
2023-10-22,11.22661
2023-10-23,32.84823
2023-10-24,42.61954
2023-10-25,43.65904
2023-10-26,62.16216
2023-10-27,51.97505
2023-10-28,30.97713
2023-10-29,7.6923
2023-10-30,32.01663
2023-10-31,44.49064
2023-11-01,44.49064
2023-11-02,52.18295
2023-11-03,55.30145
2023-11-04,47.40124
2023-11-05,11.64241
2023-11-06,37.21413
2023-11-07,59.45945
2023-11-08,58.00415
2023-11-09,50.93555
2023-11-10,47.40124
2023-11-11,36.79833
2023-11-12,14.13721
2023-11-13,32.84823
2023-11-14,60.91476
2023-11-15,76.09147
2023-11-16,61.95426
2023-11-17,56.34095
2023-11-18,34.71933
2023-11-19,11.85031
2023-11-20,32.43243
2023-11-21,72.14137
2023-11-22,60.49896
2023-11-23,54.05405
2023-11-24,35.13513
2023-11-25,28.27442
2023-11-26,12.68191
2023-11-27,25.77962
2023-11-28,48.85654
2023-11-29,57.38045
2023-11-30,58.83575
2023-12-01,42.82744
2023-12-02,33.05613
2023-12-03,13.51351
2023-12-04,35.75883
2023-12-05,55.50935
2023-12-06,59.25155
2023-12-07,59.25155
2023-12-08,55.71725
2023-12-09,41.78794
2023-12-10,13.30561
2023-12-11,42.82744
2023-12-12,81.28898
2023-12-13,86.69438
2023-12-14,91.89189
2023-12-15,81.70478
2023-12-16,47.19334
2023-12-17,18.50311
2023-12-18,41.99584
2023-12-19,79.83367
2023-12-20,75.67567
2023-12-21,71.93347
2023-12-22,59.66735
2023-12-23,33.05613
2023-12-24,19.75051
2023-12-25,17.04781
2023-12-26,37.62993
2023-12-27,71.10187
2023-12-28,74.63617
2023-12-29,61.95426
2023-12-30,37.21413
2023-12-31,18.71101
2024-01-01,15.38461
2024-01-02,41.16424
2024-01-03,60.70686
2024-01-04,55.71725
2024-01-05,63.82536
2024-01-06,35.13513
2024-01-07,17.67151
2024-01-08,33.05613
2024-01-09,58.62785
2024-01-10,56.34095
2024-01-11,72.14137
2024-01-12,64.86486
2024-01-13,39.70893
2024-01-14,19.95841
2024-01-15,28.69022
2024-01-16,35.34303
2024-01-17,59.25155
2024-01-18,58.00415
2024-01-19,73.38877
2024-01-20,74.01247
2024-01-21,24.74012
2024-01-22,52.59875
2024-01-23,80.45738
2024-01-24,87.52598
2024-01-25,85.03118
2024-01-26,66.52806
2024-01-27,41.99584
2024-01-28,15.80041
2024-01-29,42.41164
2024-01-30,80.66528
2024-01-31,66.32016
2024-02-01,63.82536
2024-02-02,70.68607
2024-02-03,55.30145
2024-02-04,24.94802
2024-02-05,41.99584
2024-02-06,58.83575
2024-02-07,55.30145
2024-02-08,69.43866
2024-02-09,60.29106
2024-02-10,60.91476
2024-02-11,31.80873
2024-02-12,45.73804
2024-02-13,71.10187
2024-02-14,68.39916
2024-02-15,65.48856
2024-02-16,64.03326
2024-02-17,38.87733
2024-02-18,18.91891
2024-02-19,34.30353
2024-02-20,47.81704
2024-02-21,65.28066
2024-02-22,78.37837
2024-02-23,91.68399
2024-02-24,51.35135
2024-02-25,24.32432
2024-02-26,43.86694
2024-02-27,66.11226
2024-02-28,59.45945
2024-02-29,61.74636
2024-03-01,59.66735
2024-03-02,65.69646
2024-03-03,21.62162
2024-03-04,55.09355
2024-03-05,61.95426
2024-03-06,71.72557
2024-03-07,72.34927
2024-03-08,80.66528
2024-03-09,52.59875
2024-03-10,24.11642
2024-03-11,51.76715
2024-03-12,72.34927
2024-03-13,69.85446
2024-03-14,72.34927
2024-03-15,66.52806
2024-03-16,39.91683
2024-03-17,16.00831
2024-03-18,45.32224
2024-03-19,62.78586
2024-03-20,59.66735
