date,IR
2020-06-30,25.40799
2020-07-01,24.992
2020-07-02,24.0
2020-07-03,20.288
2020-07-04,8.544
2020-07-05,11.008
2020-07-06,20.768
2020-07-07,24.608
2020-07-08,25.568
2020-07-09,29.568
2020-07-10,19.968
2020-07-11,9.152
2020-07-12,9.504
2020-07-13,21.856
2020-07-14,22.336
2020-07-15,21.056
2020-07-16,21.568
2020-07-17,20.224
2020-07-18,8.448
2020-07-19,9.248
2020-07-20,24.224
2020-07-21,26.272
2020-07-22,24.544
2020-07-23,27.744
2020-07-24,18.144
2020-07-25,9.216
2020-07-26,10.656
2020-07-27,23.744
2020-07-28,25.152
2020-07-29,26.816
2020-07-30,23.968
2020-07-31,21.6
2020-08-01,9.024
2020-08-02,8.192
2020-08-03,22.912
2020-08-04,23.808
2020-08-05,26.656
2020-08-06,25.152
2020-08-07,20.384
2020-08-08,9.632
2020-08-09,10.432
2020-08-10,27.936
2020-08-11,29.152
2020-08-12,27.744
2020-08-13,27.552
2020-08-14,24.0
2020-08-15,9.952
2020-08-16,9.728
2020-08-17,13.408
2020-08-18,23.584
2020-08-19,24.544
2020-08-20,24.416
2020-08-21,20.992
2020-08-22,9.376
2020-08-23,9.536
2020-08-24,23.008
2020-08-25,24.0
2020-08-26,25.95199
2020-08-27,27.648
2020-08-28,24.832
2020-08-29,9.632
2020-08-30,9.82399
2020-08-31,24.096
2020-09-01,26.07999
2020-09-02,27.616
2020-09-03,25.53599
2020-09-04,22.368
2020-09-05,12.064
2020-09-06,13.824
2020-09-07,35.872
2020-09-08,38.944
2020-09-09,32.64
2020-09-10,35.936
2020-09-11,25.472
2020-09-12,12.672
2020-09-13,12.96
2020-09-14,28.704
2020-09-15,32.672
2020-09-16,36.03199
2020-09-17,33.28
2020-09-18,26.816
2020-09-19,12.0
2020-09-20,12.0
2020-09-21,25.664
2020-09-22,28.288
2020-09-23,27.84
2020-09-24,28.864
2020-09-25,21.44
2020-09-26,10.272
2020-09-27,9.92
2020-09-28,19.968
2020-09-29,15.04
2020-09-30,6.976
2020-10-01,6.62399
2020-10-02,7.296
2020-10-03,8.096
2020-10-04,10.912
2020-10-05,26.272
2020-10-06,32.35199
2020-10-07,27.264
2020-10-08,22.176
2020-10-09,9.44
2020-10-10,9.472
2020-10-11,13.6
2020-10-12,23.968
2020-10-13,30.71999
2020-10-14,29.056
2020-10-15,26.528
2020-10-16,23.072
2020-10-17,11.52
2020-10-18,11.104
2020-10-19,24.416
2020-10-20,26.016
2020-10-21,34.39999
2020-10-22,29.504
2020-10-23,22.176
2020-10-24,10.592
2020-10-25,10.496
2020-10-26,26.4
2020-10-27,26.752
2020-10-28,29.856
2020-10-29,27.328
2020-10-30,27.072
2020-10-31,10.33599
2020-11-01,10.016
2020-11-02,24.192
2020-11-03,24.576
2020-11-04,24.928
2020-11-05,29.888
2020-11-06,22.976
2020-11-07,10.912
2020-11-08,10.144
2020-11-09,25.92
2020-11-10,28.768
2020-11-11,32.032
2020-11-12,27.872
2020-11-13,25.216
2020-11-14,11.52
2020-11-15,10.944
2020-11-16,30.208
2020-11-17,29.344
2020-11-18,30.912
2020-11-19,24.704
2020-11-20,24.288
2020-11-21,11.744
2020-11-22,11.616
2020-11-23,22.144
2020-11-24,25.856
2020-11-25,26.56
2020-11-26,25.344
2020-11-27,22.88
2020-11-28,11.04
2020-11-29,10.72
2020-11-30,24.128
2020-12-01,24.896
2020-12-02,21.984
2020-12-03,22.336
2020-12-04,19.296
2020-12-05,10.624
2020-12-06,12.32
2020-12-07,22.56
2020-12-08,23.808
2020-12-09,25.056
2020-12-10,24.096
2020-12-11,22.464
2020-12-12,13.056
2020-12-13,11.264
2020-12-14,21.696
2020-12-15,22.528
2020-12-16,23.936
2020-12-17,24.224
2020-12-18,23.552
2020-12-19,9.44
2020-12-20,9.44
2020-12-21,26.464
2020-12-22,23.424
2020-12-23,21.76
2020-12-24,16.736
2020-12-25,8.192
2020-12-26,8.608
2020-12-27,9.6
2020-12-28,25.824
2020-12-29,24.8
2020-12-30,18.816
2020-12-31,15.008
2021-01-01,7.67999
2021-01-02,8.544
2021-01-03,10.112
2021-01-04,20.16
2021-01-05,26.432
2021-01-06,25.344
2021-01-07,22.912
2021-01-08,24.224
2021-01-09,12.096
2021-01-10,12.832
2021-01-11,27.808
2021-01-12,26.272
2021-01-13,27.008
2021-01-14,28.704
2021-01-15,23.552
2021-01-16,12.128
2021-01-17,12.76799
2021-01-18,25.728
2021-01-19,28.64
2021-01-20,26.528
2021-01-21,27.104
2021-01-22,27.872
2021-01-23,14.56
2021-01-24,15.104
2021-01-25,31.872
2021-01-26,36.352
2021-01-27,35.712
2021-01-28,32.89599
2021-01-29,24.384
2021-01-30,12.384
2021-01-31,12.8
2021-02-01,27.904
2021-02-02,29.792
2021-02-03,35.552
2021-02-04,34.208
2021-02-05,30.752
2021-02-06,13.536
2021-02-07,11.424
2021-02-08,28.288
2021-02-09,27.552
2021-02-10,22.176
2021-02-11,10.176
2021-02-12,7.67999
2021-02-13,9.504
2021-02-14,11.456
2021-02-15,26.272
2021-02-16,33.216
2021-02-17,35.48799
2021-02-18,33.472
2021-02-19,24.8
2021-02-20,15.488
2021-02-21,18.08
2021-02-22,29.75999
2021-02-23,31.232
2021-02-24,26.208
2021-02-25,25.12
2021-02-26,21.728
2021-02-27,9.088
2021-02-28,9.984
2021-03-01,10.72
2021-03-02,26.336
2021-03-03,27.872
2021-03-04,29.21599
2021-03-05,24.736
2021-03-06,12.192
2021-03-07,11.392
2021-03-08,29.856
2021-03-09,25.92
2021-03-10,28.352
2021-03-11,26.848
2021-03-12,24.736
2021-03-13,11.04
2021-03-14,11.456
2021-03-15,28.352
2021-03-16,24.96
2021-03-17,30.08
2021-03-18,29.92
2021-03-19,25.856
2021-03-20,11.168
2021-03-21,12.288
2021-03-22,27.936
2021-03-23,29.088
2021-03-24,29.536
2021-03-25,27.872
2021-03-26,25.312
2021-03-27,11.36
2021-03-28,10.848
2021-03-29,26.784
2021-03-30,32.544
2021-03-31,27.456
2021-04-01,26.368
2021-04-02,24.32
2021-04-03,11.552
2021-04-04,12.608
2021-04-05,26.944
2021-04-06,26.944
2021-04-07,28.832
2021-04-08,27.872
2021-04-09,21.952
2021-04-10,11.072
2021-04-11,12.064
2021-04-12,27.552
2021-04-13,32.8
2021-04-14,27.552
2021-04-15,28.096
2021-04-16,28.512
2021-04-17,15.008
2021-04-18,14.304
2021-04-19,28.832
2021-04-20,29.92
2021-04-21,31.488
2021-04-22,31.744
2021-04-23,27.68
2021-04-24,11.904
2021-04-25,12.64
2021-04-26,28.576
2021-04-27,33.312
2021-04-28,33.344
2021-04-29,31.552
2021-04-30,24.32
2021-05-01,11.456
2021-05-02,11.456
2021-05-03,31.296
2021-05-04,26.944
2021-05-05,11.616
2021-05-06,26.048
2021-05-07,27.328
2021-05-08,11.36
2021-05-09,10.592
2021-05-10,26.656
2021-05-11,32.928
2021-05-12,29.056
2021-05-13,29.984
2021-05-14,25.92
2021-05-15,11.008
2021-05-16,11.84
2021-05-17,30.17599
2021-05-18,33.312
2021-05-19,15.68
2021-05-20,29.312
2021-05-21,23.872
2021-05-22,10.4
2021-05-23,11.296
2021-05-24,27.552
2021-05-25,27.744
2021-05-26,28.544
2021-05-27,29.152
2021-05-28,23.424
2021-05-29,10.56
2021-05-30,10.912
2021-05-31,25.248
2021-06-01,28.064
2021-06-02,26.368
2021-06-03,25.76
2021-06-04,25.792
2021-06-05,9.79199
2021-06-06,10.944
2021-06-07,25.088
2021-06-08,28.416
2021-06-09,31.712
2021-06-10,27.136
2021-06-11,23.52
2021-06-12,10.976
2021-06-13,11.392
2021-06-14,24.992
2021-06-15,25.856
2021-06-16,25.824
2021-06-17,27.03999
2021-06-18,21.984
2021-06-19,8.288
2021-06-20,8.992
2021-06-21,23.328
2021-06-22,23.456
2021-06-23,25.568
2021-06-24,25.40799
2021-06-25,20.256
2021-06-26,9.12
2021-06-27,9.344
2021-06-28,23.936
2021-06-29,24.192
2021-06-30,23.456
2021-07-01,23.136
2021-07-02,24.032
2021-07-03,8.544
2021-07-04,10.368
2021-07-05,25.76
2021-07-06,25.92
2021-07-07,25.248
2021-07-08,22.432
2021-07-09,19.456
2021-07-10,8.192
2021-07-11,9.92
2021-07-12,22.208
2021-07-13,24.448
2021-07-14,23.872
2021-07-15,22.56
2021-07-16,22.688
2021-07-17,8.384
2021-07-18,7.808
2021-07-19,23.264
2021-07-20,24.64
2021-07-21,23.392
2021-07-22,24.224
2021-07-23,22.592
2021-07-24,9.312
2021-07-25,8.832
2021-07-26,19.552
2021-07-27,23.488
2021-07-28,24.448
2021-07-29,26.07999
2021-07-30,22.272
2021-07-31,9.312
2021-08-01,7.776
2021-08-02,19.84
2021-08-03,23.552
2021-08-04,22.176
2021-08-05,19.84
2021-08-06,18.464
2021-08-07,8.608
2021-08-08,9.056
2021-08-09,22.336
2021-08-10,23.328
2021-08-11,25.472
2021-08-12,23.648
2021-08-13,20.288
2021-08-14,9.6
2021-08-15,8.76799
2021-08-16,11.424
2021-08-17,26.752
2021-08-18,32.32
2021-08-19,26.944
2021-08-20,22.912
2021-08-21,10.24
2021-08-22,10.208
2021-08-23,29.312
2021-08-24,29.21599
2021-08-25,39.648
2021-08-26,28.352
2021-08-27,28.704
2021-08-28,8.8
2021-08-29,9.248
2021-08-30,23.648
2021-08-31,30.336
2021-09-01,29.6
2021-09-02,32.416
2021-09-03,22.56
2021-09-04,10.656
2021-09-05,10.464
2021-09-06,26.592
2021-09-07,30.30399
2021-09-08,31.68
2021-09-09,26.112
2021-09-10,23.616
2021-09-11,10.592
2021-09-12,11.296
2021-09-13,25.696
2021-09-14,31.296
2021-09-15,29.408
2021-09-16,26.464
2021-09-17,17.504
2021-09-18,8.512
2021-09-19,8.864
2021-09-20,6.88
2021-09-21,6.24
2021-09-22,9.312
2021-09-23,22.08
2021-09-24,21.12
2021-09-25,13.728
2021-09-26,10.208
2021-09-27,24.96
2021-09-28,30.208
2021-09-29,28.032
2021-09-30,26.784
2021-10-01,22.4
2021-10-02,9.952
2021-10-03,8.704
2021-10-04,12.192
2021-10-05,23.36
2021-10-06,23.936
2021-10-07,25.696
2021-10-08,23.872
2021-10-09,9.856
2021-10-10,9.984
2021-10-11,12.576
2021-10-12,27.264
2021-10-13,27.008
2021-10-14,29.21599
2021-10-15,23.328
2021-10-16,11.648
2021-10-17,9.632
2021-10-18,25.248
2021-10-19,27.2
2021-10-20,27.58399
2021-10-21,28.576
2021-10-22,22.752
2021-10-23,9.984
2021-10-24,10.464
2021-10-25,26.72
2021-10-26,31.104
2021-10-27,30.272
2021-10-28,31.488
2021-10-29,25.472
2021-10-30,9.27999
2021-10-31,10.752
2021-11-01,27.36
2021-11-02,26.24
2021-11-03,32.256
2021-11-04,32.832
2021-11-05,30.30399
2021-11-06,11.552
2021-11-07,11.008
2021-11-08,28.192
2021-11-09,29.6
2021-11-10,37.344
2021-11-11,40.128
2021-11-12,28.096
2021-11-13,12.064
2021-11-14,12.096
2021-11-15,33.184
2021-11-16,39.392
2021-11-17,34.176
2021-11-18,29.984
2021-11-19,24.8
2021-11-20,10.88
2021-11-21,10.304
2021-11-22,27.744
2021-11-23,38.464
2021-11-24,36.16
2021-11-25,29.664
2021-11-26,21.92
2021-11-27,11.456
2021-11-28,11.2
2021-11-29,25.856
2021-11-30,26.592
2021-12-01,25.92
2021-12-02,27.552
2021-12-03,31.872
2021-12-04,18.848
2021-12-05,12.288
2021-12-06,26.72
2021-12-07,36.448
2021-12-08,34.048
2021-12-09,30.144
2021-12-10,23.712
2021-12-11,11.232
2021-12-12,10.08
2021-12-13,23.264
2021-12-14,22.816
2021-12-15,26.016
2021-12-16,22.144
2021-12-17,18.272
2021-12-18,9.76
2021-12-19,9.696
2021-12-20,21.184
2021-12-21,22.368
2021-12-22,21.92
2021-12-23,19.936
2021-12-24,15.808
2021-12-25,6.848
2021-12-26,7.936
2021-12-27,19.968
2021-12-28,17.952
2021-12-29,17.664
2021-12-30,16.256
2021-12-31,12.384
2022-01-01,7.16799
2022-01-02,8.704
2022-01-03,37.92
2022-01-04,28.256
2022-01-05,25.728
2022-01-06,26.24
2022-01-07,23.008
2022-01-08,13.28
2022-01-09,13.344
2022-01-10,27.808
2022-01-11,29.472
2022-01-12,26.656
2022-01-13,26.4
2022-01-14,26.72
2022-01-15,10.912
2022-01-16,10.08
2022-01-17,22.208
2022-01-18,23.52
2022-01-19,24.96
2022-01-20,23.712
2022-01-21,23.84
2022-01-22,9.664
2022-01-23,9.79199
2022-01-24,25.024
2022-01-25,24.224
2022-01-26,25.92
2022-01-27,23.488
2022-01-28,19.168
2022-01-29,8.288
2022-01-30,7.424
2022-01-31,7.456
2022-02-01,6.65599
2022-02-02,8.864
2022-02-03,21.344
2022-02-04,21.536
2022-02-05,11.488
2022-02-06,11.68
2022-02-07,31.136
2022-02-08,29.376
2022-02-09,34.94399
2022-02-10,30.4
2022-02-11,24.992
2022-02-12,10.176
2022-02-13,10.272
2022-02-14,24.032
2022-02-15,28.928
2022-02-16,27.776
2022-02-17,27.072
2022-02-18,20.48
2022-02-19,8.96
2022-02-20,9.344
2022-02-21,22.24
2022-02-22,21.248
2022-02-23,23.552
2022-02-24,21.6
2022-02-25,20.992
2022-02-26,9.27999
2022-02-27,9.376
2022-02-28,22.528
2022-03-01,11.808
2022-03-02,24.064
2022-03-03,28.416
2022-03-04,24.704
2022-03-05,11.136
2022-03-06,9.952
2022-03-07,21.184
2022-03-08,22.496
2022-03-09,9.184
2022-03-10,19.712
2022-03-11,21.984
2022-03-12,11.136
2022-03-13,10.304
2022-03-14,22.624
2022-03-15,28.96
2022-03-16,22.176
2022-03-17,25.376
2022-03-18,22.688
2022-03-19,11.328
2022-03-20,11.584
2022-03-21,23.904
2022-03-22,24.32
2022-03-23,26.944
2022-03-24,23.232
2022-03-25,23.84
2022-03-26,10.592
2022-03-27,10.33599
2022-03-28,23.904
2022-03-29,22.72
2022-03-30,26.07999
2022-03-31,23.744
2022-04-01,20.352
2022-04-02,8.832
2022-04-03,9.952
2022-04-04,22.368
2022-04-05,27.36
2022-04-06,25.568
2022-04-07,24.224
2022-04-08,19.776
2022-04-09,10.368
2022-04-10,10.272
2022-04-11,26.656
2022-04-12,27.648
2022-04-13,30.368
2022-04-14,30.30399
2022-04-15,22.56
2022-04-16,11.616
2022-04-17,12.512
2022-04-18,25.696
2022-04-19,26.62399
2022-04-20,30.816
2022-04-21,29.6
2022-04-22,23.648
2022-04-23,10.56
2022-04-24,9.76
2022-04-25,25.216
2022-04-26,26.272
2022-04-27,26.88
2022-04-28,26.368
2022-04-29,22.624
2022-04-30,9.088
2022-05-01,8.96
2022-05-02,21.696
2022-05-03,27.552
2022-05-04,23.84
2022-05-05,9.152
2022-05-06,14.848
2022-05-07,8.608
2022-05-08,8.608
2022-05-09,21.824
2022-05-10,24.192
2022-05-11,23.392
2022-05-12,25.888
2022-05-13,24.288
2022-05-14,11.264
2022-05-15,9.888
2022-05-16,26.816
2022-05-17,30.624
2022-05-18,25.856
2022-05-19,25.312
2022-05-20,22.528
2022-05-21,9.312
2022-05-22,10.048
2022-05-23,25.664
2022-05-24,28.416
2022-05-25,27.904
2022-05-26,28.096
2022-05-27,23.968
2022-05-28,11.296
2022-05-29,15.68
2022-05-30,29.024
2022-05-31,24.352
2022-06-01,13.216
2022-06-02,27.104
2022-06-03,20.544
2022-06-04,9.984
2022-06-05,8.48
2022-06-06,10.944
2022-06-07,24.416
2022-06-08,30.496
2022-06-09,24.8
2022-06-10,25.28
2022-06-11,11.168
2022-06-12,11.2
2022-06-13,26.784
2022-06-14,25.504
2022-06-15,27.616
2022-06-16,26.49599
2022-06-17,22.304
2022-06-18,8.96
2022-06-19,10.144
2022-06-20,23.2
2022-06-21,24.544
2022-06-22,24.64
2022-06-23,21.824
2022-06-24,18.72
2022-06-25,7.776
2022-06-26,8.672
2022-06-27,22.944
2022-06-28,24.928
2022-06-29,22.944
2022-06-30,23.328
2022-07-01,20.832
2022-07-02,7.968
2022-07-03,11.008
2022-07-04,24.16
2022-07-05,25.12
2022-07-06,24.736
2022-07-07,24.256
2022-07-08,20.064
2022-07-09,9.056
2022-07-10,9.056
2022-07-11,23.552
2022-07-12,24.0
2022-07-13,56.832
2022-07-14,51.52
2022-07-15,31.968
2022-07-16,16.352
2022-07-17,14.048
2022-07-18,26.208
2022-07-19,26.56
2022-07-20,100.0
2022-07-21,74.208
2022-07-22,46.688
2022-07-23,27.808
2022-07-24,21.152
2022-07-25,33.088
2022-07-26,28.832
2022-07-27,48.928
2022-07-28,36.48
2022-07-29,29.504
2022-07-30,16.64
2022-07-31,14.81599
2022-08-01,23.2
2022-08-02,30.208
2022-08-03,38.816
2022-08-04,31.776
2022-08-05,25.504
2022-08-06,14.144
2022-08-07,12.064
2022-08-08,23.52
2022-08-09,23.52
2022-08-10,31.168
2022-08-11,27.616
2022-08-12,21.696
2022-08-13,11.2
2022-08-14,9.888
2022-08-15,11.264
2022-08-16,25.664
2022-08-17,26.4
2022-08-18,26.048
2022-08-19,23.904
2022-08-20,10.016
2022-08-21,9.6
2022-08-22,22.688
2022-08-23,23.648
2022-08-24,26.848
2022-08-25,24.352
2022-08-26,18.176
2022-08-27,8.48
2022-08-28,8.096
2022-08-29,21.632
2022-08-30,23.584
2022-08-31,22.112
2022-09-01,23.904
2022-09-02,20.64
2022-09-03,8.48
2022-09-04,8.608
2022-09-05,22.592
2022-09-06,24.384
2022-09-07,23.712
2022-09-08,18.144
2022-09-09,7.872
2022-09-10,6.208
2022-09-11,7.872
2022-09-12,10.816
2022-09-13,26.24
2022-09-14,30.71999
2022-09-15,25.28
2022-09-16,23.872
2022-09-17,10.368
2022-09-18,9.728
2022-09-19,26.304
2022-09-20,23.968
2022-09-21,27.03999
2022-09-22,27.232
2022-09-23,23.808
2022-09-24,8.928
2022-09-25,9.856
2022-09-26,23.36
2022-09-27,24.64
2022-09-28,24.896
2022-09-29,24.672
2022-09-30,21.6
2022-10-01,8.672
2022-10-02,8.256
2022-10-03,11.008
2022-10-04,24.512
2022-10-05,25.504
2022-10-06,24.128
2022-10-07,18.592
2022-10-08,8.928
2022-10-09,7.488
2022-10-10,10.496
2022-10-11,21.728
2022-10-12,24.832
2022-10-13,24.992
2022-10-14,21.472
2022-10-15,11.072
2022-10-16,11.712
2022-10-17,25.12
2022-10-18,28.192
2022-10-19,27.808
2022-10-20,26.912
2022-10-21,23.424
2022-10-22,10.784
2022-10-23,10.176
2022-10-24,23.2
2022-10-25,27.776
2022-10-26,31.296
2022-10-27,26.4
2022-10-28,21.312
2022-10-29,10.528
2022-10-30,8.992
2022-10-31,23.072
2022-11-01,28.608
2022-11-02,28.064
2022-11-03,26.88
2022-11-04,23.936
2022-11-05,10.944
2022-11-06,10.496
2022-11-07,23.968
2022-11-08,25.76
2022-11-09,28.192
2022-11-10,24.832
2022-11-11,24.288
2022-11-12,10.688
2022-11-13,10.33599
2022-11-14,23.808
2022-11-15,27.03999
2022-11-16,25.92
2022-11-17,27.52
2022-11-18,23.68
2022-11-19,10.752
2022-11-20,9.44
2022-11-21,24.896
2022-11-22,28.448
2022-11-23,26.336
2022-11-24,23.968
2022-11-25,18.08
2022-11-26,8.832
2022-11-27,9.79199
2022-11-28,24.288
2022-11-29,24.928
2022-11-30,23.104
2022-12-01,22.464
2022-12-02,20.256
2022-12-03,8.352
2022-12-04,9.664
2022-12-05,21.056
2022-12-06,24.096
2022-12-07,25.632
2022-12-08,24.256
2022-12-09,21.248
2022-12-10,9.76
2022-12-11,11.424
2022-12-12,21.696
2022-12-13,24.864
2022-12-14,23.168
2022-12-15,21.056
2022-12-16,19.968
2022-12-17,9.408
2022-12-18,8.928
2022-12-19,19.10399
2022-12-20,22.752
2022-12-21,20.544
2022-12-22,20.096
2022-12-23,15.744
2022-12-24,6.848
2022-12-25,6.304
2022-12-26,17.344
2022-12-27,18.08
2022-12-28,17.44
2022-12-29,15.90399
2022-12-30,13.344
2022-12-31,7.04
2023-01-01,6.528
2023-01-02,17.952
2023-01-03,19.232
2023-01-04,21.024
2023-01-05,23.936
2023-01-06,18.976
2023-01-07,8.096
2023-01-08,8.76799
2023-01-09,18.848
2023-01-10,21.216
2023-01-11,24.32
2023-01-12,22.784
2023-01-13,19.04
2023-01-14,8.48
2023-01-15,8.48
2023-01-16,21.12
2023-01-17,22.56
2023-01-18,23.712
2023-01-19,22.944
2023-01-20,16.64
2023-01-21,7.136
2023-01-22,5.952
2023-01-23,7.392
2023-01-24,9.248
2023-01-25,23.584
2023-01-26,24.448
2023-01-27,23.712
2023-01-28,10.24
2023-01-29,10.528
2023-01-30,23.68
2023-01-31,25.152
2023-02-01,23.584
2023-02-02,24.864
2023-02-03,25.088
2023-02-04,8.8
2023-02-05,10.272
2023-02-06,23.264
2023-02-07,25.632
2023-02-08,29.824
2023-02-09,27.68
2023-02-10,21.376
2023-02-11,10.56
2023-02-12,11.936
2023-02-13,24.864
2023-02-14,24.8
2023-02-15,26.816
2023-02-16,24.608
2023-02-17,22.912
2023-02-18,9.76
2023-02-19,10.272
2023-02-20,25.696
2023-02-21,25.95199
2023-02-22,27.232
2023-02-23,27.424
2023-02-24,22.048
2023-02-25,9.152
2023-02-26,11.296
2023-02-27,21.248
2023-02-28,21.408
2023-03-01,12.16
2023-03-02,22.784
2023-03-03,22.208
2023-03-04,12.192
2023-03-05,10.688
2023-03-06,25.504
2023-03-07,26.528
2023-03-08,26.88
2023-03-09,26.688
2023-03-10,22.304
2023-03-11,10.656
2023-03-12,11.04
2023-03-13,28.448
2023-03-14,27.104
2023-03-15,27.936
2023-03-16,27.648
2023-03-17,21.664
2023-03-18,11.648
2023-03-19,11.904
2023-03-20,27.03999
2023-03-21,28.544
2023-03-22,26.62399
2023-03-23,26.208
2023-03-24,23.648
2023-03-25,10.88
2023-03-26,11.584
2023-03-27,26.72
2023-03-28,27.488
2023-03-29,29.6
2023-03-30,28.8
2023-03-31,24.672
2023-04-01,12.448
2023-04-02,11.968
2023-04-03,27.328
2023-04-04,35.48799
2023-04-05,29.088
2023-04-06,28.224
2023-04-07,22.816
2023-04-08,12.384
2023-04-09,11.072
2023-04-10,26.4
2023-04-11,27.616
2023-04-12,26.912
2023-04-13,25.344
2023-04-14,28.032
2023-04-15,13.216
2023-04-16,13.568
2023-04-17,26.112
2023-04-18,28.896
2023-04-19,30.144
2023-04-20,28.832
2023-04-21,23.232
2023-04-22,11.808
2023-04-23,13.056
2023-04-24,26.72
2023-04-25,29.536
2023-04-26,30.592
2023-04-27,28.608
2023-04-28,24.192
2023-04-29,9.76
2023-04-30,9.184
2023-05-01,13.184
2023-05-02,30.30399
2023-05-03,25.376
2023-05-04,22.464
2023-05-05,9.6
2023-05-06,9.152
2023-05-07,9.472
2023-05-08,24.8
2023-05-09,30.08
2023-05-10,29.504
2023-05-11,29.728
2023-05-12,21.632
2023-05-13,9.984
2023-05-14,10.624
2023-05-15,26.976
2023-05-16,26.4
2023-05-17,26.07999
2023-05-18,29.024
2023-05-19,21.216
2023-05-20,9.344
2023-05-21,9.27999
2023-05-22,27.456
2023-05-23,34.56
2023-05-24,27.488
2023-05-25,30.4
2023-05-26,21.984
2023-05-27,9.056
2023-05-28,7.71199
2023-05-29,11.232
2023-05-30,24.832
2023-05-31,23.584
2023-06-01,23.904
2023-06-02,20.736
2023-06-03,9.536
2023-06-04,9.376
2023-06-05,16.384
2023-06-06,10.304
2023-06-07,24.128
2023-06-08,26.336
2023-06-09,22.496
2023-06-10,35.776
2023-06-11,30.144
2023-06-12,29.024
2023-06-13,29.184
2023-06-14,28.768
2023-06-15,26.56
2023-06-16,23.2
2023-06-17,10.752
2023-06-18,12.48
2023-06-19,23.744
2023-06-20,25.024
2023-06-21,22.592
2023-06-22,22.592
2023-06-23,20.48
2023-06-24,8.448
2023-06-25,8.928
2023-06-26,22.496
2023-06-27,24.064
2023-06-28,25.216
2023-06-29,21.472
2023-06-30,17.728
2023-07-01,8.64
2023-07-02,8.096
2023-07-03,22.016
2023-07-04,24.288
2023-07-05,21.344
2023-07-06,25.088
2023-07-07,22.592
2023-07-08,9.664
2023-07-09,9.408
2023-07-10,23.872
2023-07-11,25.664
2023-07-12,26.688
2023-07-13,27.808
2023-07-14,22.048
2023-07-15,9.79199
2023-07-16,9.6
2023-07-17,24.448
2023-07-18,27.968
2023-07-19,26.976
2023-07-20,26.24
2023-07-21,21.888
2023-07-22,10.624
2023-07-23,10.144
2023-07-24,31.968
2023-07-25,28.96
2023-07-26,31.072
2023-07-27,27.872
2023-07-28,23.52
2023-07-29,10.208
2023-07-30,9.312
2023-07-31,23.36
2023-08-01,24.448
2023-08-02,35.2
2023-08-03,33.28
2023-08-04,19.456
2023-08-05,9.536
2023-08-06,8.864
2023-08-07,22.368
2023-08-08,25.248
2023-08-09,23.616
2023-08-10,20.16
2023-08-11,22.56
2023-08-12,8.992
2023-08-13,8.384
2023-08-14,18.688
2023-08-15,11.136
2023-08-16,22.304
2023-08-17,25.248
2023-08-18,19.2
2023-08-19,8.448
2023-08-20,9.088
2023-08-21,22.016
2023-08-22,24.064
2023-08-23,24.928
2023-08-24,24.736
2023-08-25,21.824
2023-08-26,9.728
2023-08-27,7.104
2023-08-28,21.312
2023-08-29,22.528
2023-08-30,22.08
2023-08-31,20.096
2023-09-01,19.776
2023-09-02,8.48
2023-09-03,9.728
2023-09-04,23.104
2023-09-05,25.088
2023-09-06,26.752
