date,SK바이오사이언스주가
2023-05-29,0.21221
2023-05-30,1.40511
2023-05-31,1.32129
2023-06-01,1.15549
2023-06-02,1.11544
2023-06-03,0.15783
2023-06-04,0.14854
2023-06-05,1.05284
2023-06-06,0.19178
2023-06-07,1.16557
2023-06-08,0.94938
2023-06-09,0.98015
2023-06-10,0.12547
2023-06-11,0.10345
2023-06-12,0.98254
2023-06-13,1.05602
2023-06-14,0.93532
2023-06-15,0.89341
2023-06-16,1.01039
2023-06-17,0.1191
2023-06-18,0.10796
2023-06-19,0.95973
2023-06-20,1.09607
2023-06-21,0.92312
2023-06-22,0.79792
2023-06-23,0.75309
2023-06-24,0.09151
2023-06-25,0.06525
2023-06-26,0.82179
2023-06-27,0.81861
2023-06-28,0.80561
2023-06-29,1.11385
2023-06-30,1.01384
2023-07-01,0.11883
2023-07-02,0.09867
2023-07-03,0.91941
2023-07-04,0.85468
2023-07-05,0.84593
2023-07-06,0.78969
2023-07-07,0.79049
2023-07-08,0.10557
2023-07-09,0.08435
2023-07-10,0.83691
2023-07-11,0.89819
2023-07-12,0.91171
2023-07-13,0.96636
2023-07-14,0.91171
2023-07-15,0.12096
2023-07-16,0.08727
2023-07-17,0.83293
2023-07-18,0.79394
2023-07-19,0.85389
2023-07-20,0.85415
2023-07-21,0.99395
2023-07-22,0.14961
2023-07-23,0.11539
2023-07-24,0.81914
2023-07-25,0.68703
2023-07-26,0.81701
2023-07-27,0.94514
2023-07-28,0.8011
2023-07-29,0.10875
2023-07-30,0.09337
2023-07-31,0.86184
2023-08-01,1.19449
2023-08-02,1.02923
2023-08-03,2.01416
2023-08-04,1.31067
2023-08-05,0.17242
2023-08-06,0.13502
2023-08-07,1.2043
2023-08-08,0.99925
2023-08-09,1.4709
2023-08-10,1.32765
2023-08-11,1.09687
2023-08-12,0.126
2023-08-13,0.12308
2023-08-14,0.84301
2023-08-15,0.14536
2023-08-16,0.82152
2023-08-17,0.80773
2023-08-18,0.75866
2023-08-19,0.12281
2023-08-20,0.10053
2023-08-21,0.89606
2023-08-22,0.85336
2023-08-23,0.96583
2023-08-24,0.921
2023-08-25,0.70534
2023-08-26,0.09443
2023-08-27,0.07321
2023-08-28,0.77006
2023-08-29,0.77722
2023-08-30,0.73664
2023-08-31,0.72895
2023-09-01,0.72815
2023-09-02,0.09867
2023-09-03,0.09178
2023-09-04,0.79341
2023-09-05,0.72603
2023-09-06,0.73611
2023-09-07,0.65016
2023-09-08,0.67695
2023-09-09,0.10371
2023-09-10,0.07188
2023-09-11,0.72815
2023-09-12,0.68518
2023-09-13,0.63876
2023-09-14,0.93904
2023-09-15,0.85309
2023-09-16,0.1183
2023-09-17,0.08568
2023-09-18,0.7186
2023-09-19,0.61249
2023-09-20,0.59658
2023-09-21,0.59074
2023-09-22,0.57058
2023-09-23,0.09151
2023-09-24,0.07798
2023-09-25,0.57323
2023-09-26,0.57403
2023-09-27,0.52708
2023-09-28,0.07427
2023-09-29,0.05676
2023-09-30,0.05597
2023-10-01,0.05146
2023-10-02,0.08408
2023-10-03,0.0687
2023-10-04,0.61117
2023-10-05,0.61568
2023-10-06,0.57774
2023-10-07,0.09178
2023-10-08,0.06525
2023-10-09,0.09151
2023-10-10,0.63849
2023-10-11,0.65971
2023-10-12,0.60666
2023-10-13,0.49604
2023-10-14,0.07453
2023-10-15,0.05862
2023-10-16,0.51435
2023-10-17,0.53742
2023-10-18,0.69579
2023-10-19,0.57297
2023-10-20,0.60666
2023-10-21,0.29683
2023-10-22,0.11936
2023-10-23,0.68252
2023-10-24,0.67934
2023-10-25,0.69871
2023-10-26,0.68438
2023-10-27,0.72762
2023-10-28,0.09443
2023-10-29,0.06207
2023-10-30,0.70428
2023-10-31,0.62045
2023-11-01,0.57748
2023-11-02,0.64114
2023-11-03,0.62019
2023-11-04,0.09655
2023-11-05,0.09363
2023-11-06,1.25285
2023-11-07,0.88519
2023-11-08,0.85389
2023-11-09,0.7064
2023-11-10,0.61037
2023-11-11,0.0931
2023-11-12,0.06366
2023-11-13,0.56183
2023-11-14,0.58093
2023-11-15,0.73505
2023-11-16,0.6942
2023-11-17,0.54459
2023-11-18,0.06843
2023-11-19,0.0618
2023-11-20,0.64433
2023-11-21,0.65335
2023-11-22,0.5918
2023-11-23,0.5926
2023-11-24,0.51859
2023-11-25,0.07374
2023-11-26,0.05437
2023-11-27,0.53026
2023-11-28,0.6109
2023-11-29,0.55095
2023-11-30,0.55573
2023-12-01,0.55758
2023-12-02,0.08223
2023-12-03,0.05676
2023-12-04,0.65971
2023-12-05,0.72948
2023-12-06,0.68252
2023-12-07,0.62761
2023-12-08,0.60958
2023-12-09,0.08541
2023-12-10,0.0687
2023-12-11,0.62682
2023-12-12,0.63106
2023-12-13,0.55016
2023-12-14,0.68942
2023-12-15,0.62257
2023-12-16,0.08674
2023-12-17,0.07666
2023-12-18,0.58756
2023-12-19,0.53
2023-12-20,0.66502
2023-12-21,0.56422
2023-12-22,0.57483
2023-12-23,0.11088
2023-12-24,0.07082
2023-12-25,0.08568
2023-12-26,0.73425
2023-12-27,0.6873
2023-12-28,0.78704
2023-12-29,0.35678
2023-12-30,0.10663
2023-12-31,0.09469
2024-01-01,0.12414
2024-01-02,0.97777
2024-01-03,0.81967
2024-01-04,0.67934
2024-01-05,0.60162
2024-01-06,0.11698
2024-01-07,0.08302
2024-01-08,0.53769
2024-01-09,0.62019
2024-01-10,0.55891
2024-01-11,0.57774
2024-01-12,0.504
2024-01-13,0.09178
2024-01-14,0.07135
2024-01-15,0.56077
2024-01-16,0.49153
2024-01-17,0.51594
2024-01-18,0.50692
2024-01-19,0.48596
2024-01-20,0.07613
2024-01-21,0.06764
2024-01-22,0.53371
2024-01-23,0.57138
2024-01-24,0.51673
2024-01-25,0.49339
2024-01-26,0.4719
2024-01-27,0.07453
2024-01-28,0.06843
2024-01-29,0.68332
2024-01-30,0.52867
2024-01-31,0.47243
2024-02-01,0.52496
2024-02-02,0.5934
2024-02-03,0.10796
2024-02-04,0.07798
2024-02-05,0.50241
2024-02-06,0.49604
2024-02-07,0.52549
2024-02-08,0.42866
2024-02-09,0.06366
2024-02-10,0.0557
2024-02-11,0.05703
2024-02-12,0.06419
2024-02-13,0.57085
2024-02-14,0.46209
2024-02-15,0.45705
2024-02-16,0.49366
2024-02-17,0.10265
2024-02-18,0.06339
2024-02-19,0.47084
2024-02-20,0.45625
2024-02-21,0.42707
2024-02-22,0.4605
2024-02-23,0.48119
2024-02-24,0.08196
2024-02-25,0.06711
2024-02-26,0.4536
2024-02-27,0.43689
2024-02-28,0.44644
2024-02-29,0.43344
2024-03-01,0.08196
2024-03-02,0.06233
2024-03-03,0.04933
2024-03-04,0.47243
2024-03-05,0.45387
2024-03-06,0.43662
2024-03-07,0.48172
2024-03-08,0.54273
2024-03-09,0.10875
2024-03-10,0.09072
2024-03-11,0.46952
2024-03-12,0.47376
2024-03-13,0.4597
2024-03-14,0.45758
2024-03-15,0.41514
2024-03-16,0.08011
2024-03-17,0.06207
2024-03-18,0.50267
2024-03-19,0.44272
2024-03-20,0.49498
