date,AMD주가
2020-07-07,4.75394
2020-07-08,4.78977
2020-07-09,6.3784
2020-07-10,8.37314
2020-07-11,4.14476
2020-07-12,5.25561
2020-07-13,6.90396
2020-07-14,7.19063
2020-07-15,6.53368
2020-07-16,5.14811
2020-07-17,4.80172
2020-07-18,3.52365
2020-07-19,2.54419
2020-07-20,3.75059
2020-07-21,7.78786
2020-07-22,7.50119
2020-07-23,16.57907
2020-07-24,17.47491
2020-07-25,25.81223
2020-07-26,10.79789
2020-07-27,17.31963
2020-07-28,16.81796
2020-07-29,32.02341
2020-07-30,26.30195
2020-07-31,19.13521
2020-08-01,9.50788
2020-08-02,6.02006
2020-08-03,12.4343
2020-08-04,19.93549
2020-08-05,28.77448
2020-08-06,16.57907
2020-08-07,18.41853
2020-08-08,11.07262
2020-08-09,6.19923
2020-08-10,12.44624
2020-08-11,17.43908
2020-08-12,17.2838
2020-08-13,16.78213
2020-08-14,11.7654
2020-08-15,7.10702
2020-08-16,4.73005
2020-08-17,7.96703
2020-08-18,12.81653
2020-08-19,11.6579
2020-08-20,11.95652
2020-08-21,13.72431
2020-08-22,11.31151
2020-08-23,6.78451
2020-08-24,11.92068
2020-08-25,15.57572
2020-08-26,19.03965
2020-08-27,19.44577
2020-08-28,17.14046
2020-08-29,10.95317
2020-08-30,7.22646
2020-08-31,13.30625
2020-09-01,32.50119
2020-09-02,34.62732
2020-09-03,28.46392
2020-09-04,26.21834
2020-09-05,14.46488
2020-09-06,8.63592
2020-09-07,11.52651
2020-09-08,15.01433
2020-09-09,21.27329
2020-09-10,19.98327
2020-09-11,16.06545
2020-09-12,12.41041
2020-09-13,5.67367
2020-09-14,14.62016
2020-09-15,21.53607
2020-09-16,16.81796
2020-09-17,15.81462
2020-09-18,13.36598
2020-09-19,9.80649
2020-09-20,5.57811
2020-09-21,9.60344
2020-09-22,15.32489
2020-09-23,13.68848
2020-09-24,12.97181
2020-09-25,12.09985
2020-09-26,9.37649
2020-09-27,4.58671
2020-09-28,10.0215
2020-09-29,13.87959
2020-09-30,13.5332
2020-10-01,12.48208
2020-10-02,14.64405
2020-10-03,10.06927
2020-10-04,4.55088
2020-10-05,9.00621
2020-10-06,16.51935
2020-10-07,14.83516
2020-10-08,16.02962
2020-10-09,31.52173
2020-10-10,21.02245
2020-10-11,7.95508
2020-10-12,15.12183
2020-10-13,19.0516
2020-10-14,15.57572
2020-10-15,13.90348
2020-10-16,11.63401
2020-10-17,7.33397
2020-10-18,3.90587
2020-10-19,7.74008
2020-10-20,12.84042
2020-10-21,13.12709
2020-10-22,13.5332
2020-10-23,12.04013
2020-10-24,9.25704
2020-10-25,4.68227
2020-10-26,10.52317
2020-10-27,18.66937
2020-10-28,24.21165
2020-10-29,24.73721
2020-10-30,15.14572
2020-10-31,8.88676
2020-11-01,4.32393
2020-11-02,8.75537
2020-11-03,13.58098
2020-11-04,15.20544
2020-11-05,18.72909
2020-11-06,26.4214
2020-11-07,15.92212
2020-11-08,8.21786
2020-11-09,14.16626
2020-11-10,18.43048
2020-11-11,21.48829
2020-11-12,17.46297
2020-11-13,14.26182
2020-11-14,10.43956
2020-11-15,5.47061
2020-11-16,10.35594
2020-11-17,15.39655
2020-11-18,15.10989
2020-11-19,14.04682
2020-11-20,14.27376
2020-11-21,10.33205
2020-11-22,5.10033
2020-11-23,9.98566
2020-11-24,15.49211
2020-11-25,17.22408
2020-11-26,14.93072
2020-11-27,10.84567
2020-11-28,10.559
2020-11-29,5.45867
2020-11-30,9.50788
2020-12-01,22.70664
2020-12-02,18.45437
2020-12-03,20.93884
2020-12-04,17.51075
2020-12-05,12.08791
2020-12-06,7.96703
2020-12-07,12.49402
2020-12-08,19.75633
2020-12-09,17.70186
2020-12-10,17.98853
2020-12-11,17.22408
2020-12-12,10.774
2020-12-13,5.47061
2020-12-14,8.86287
2020-12-15,16.56712
2020-12-16,17.73769
2020-12-17,14.7396
2020-12-18,16.1849
2020-12-19,12.19541
2020-12-20,6.96368
2020-12-21,12.15957
2020-12-22,17.08074
2020-12-23,15.05016
2020-12-24,14.58432
2020-12-25,10.94123
2020-12-26,6.58146
2020-12-27,6.11562
2020-12-28,11.19206
2020-12-29,15.92212
2020-12-30,17.22408
2020-12-31,13.76015
2021-01-01,10.41567
2021-01-02,6.95174
2021-01-03,6.4859
2021-01-04,12.05207
2021-01-05,19.4816
2021-01-06,18.72909
2021-01-07,19.09937
2021-01-08,24.40277
2021-01-09,17.98853
2021-01-10,10.09316
2021-01-11,14.76349
2021-01-12,24.42666
2021-01-13,27.4128
2021-01-14,34.66316
2021-01-15,24.58193
2021-01-16,16.65074
2021-01-17,9.8901
2021-01-18,12.02818
2021-01-19,16.04156
2021-01-20,21.73913
2021-01-21,28.75059
2021-01-22,28.39225
2021-01-23,21.38079
2021-01-24,11.07262
2021-01-25,17.08074
2021-01-26,25.74056
2021-01-27,27.4128
2021-01-28,32.45341
2021-01-29,26.0989
2021-01-30,18.21548
2021-01-31,8.55231
2021-02-01,16.12517
2021-02-02,25.37028
2021-02-03,25.04777
2021-02-04,22.55136
2021-02-05,20.13855
2021-02-06,14.57238
2021-02-07,7.32202
2021-02-08,11.75346
2021-02-09,22.79025
2021-02-10,17.4988
2021-02-11,16.59101
2021-02-12,18.10797
2021-02-13,15.15766
2021-02-14,9.22121
2021-02-15,13.09125
2021-02-16,17.0688
2021-02-17,20.12661
2021-02-18,18.46631
2021-02-19,17.72575
2021-02-20,13.46153
2021-02-21,5.64978
2021-02-22,9.18537
2021-02-23,19.78021
2021-02-24,17.97658
2021-02-25,17.89297
2021-02-26,16.93741
2021-02-27,13.30625
2021-02-28,6.46201
2021-03-01,7.59675
2021-03-02,15.22933
2021-03-03,12.82847
2021-03-04,16.02962
2021-03-05,18.08408
2021-03-06,14.26182
2021-03-07,5.72145
2021-03-08,9.83038
2021-03-09,20.61634
2021-03-10,18.8127
2021-03-11,17.14046
2021-03-12,17.20019
2021-03-13,11.6579
2021-03-14,5.66172
2021-03-15,9.71094
2021-03-16,17.31963
2021-03-17,15.70711
2021-03-18,16.0774
2021-03-19,15.48017
2021-03-20,10.10511
2021-03-21,4.65838
2021-03-22,7.72814
2021-03-23,12.80458
2021-03-24,14.93072
2021-03-25,14.39321
2021-03-26,17.77353
2021-03-27,11.84902
2021-03-28,4.77783
2021-03-29,9.7826
2021-03-30,15.94601
2021-03-31,15.15766
2021-04-01,14.87099
2021-04-02,13.4257
2021-04-03,7.11896
2021-04-04,5.20783
2021-04-05,9.51982
2021-04-06,15.39655
2021-04-07,13.46153
2021-04-08,12.45819
2021-04-09,12.63736
2021-04-10,9.55566
2021-04-11,4.92116
2021-04-12,7.94314
2021-04-13,23.11275
2021-04-14,18.32298
2021-04-15,17.08074
2021-04-16,19.19493
2021-04-17,11.29956
2021-04-18,5.14811
2021-04-19,8.69565
2021-04-20,13.29431
2021-04-21,13.97515
2021-04-22,13.68848
2021-04-23,15.37267
2021-04-24,10.94123
2021-04-25,4.43143
2021-04-26,10.06927
2021-04-27,16.55518
2021-04-28,19.00382
2021-04-29,15.65934
2021-04-30,11.81318
2021-05-01,7.09507
2021-05-02,3.21309
2021-05-03,7.54897
2021-05-04,16.88963
2021-05-05,12.09985
2021-05-06,12.38652
2021-05-07,12.1118
2021-05-08,7.95508
2021-05-09,2.93836
2021-05-10,7.10702
2021-05-11,14.17821
2021-05-12,12.90014
2021-05-13,12.62541
2021-05-14,13.71237
2021-05-15,7.90731
2021-05-16,3.52365
2021-05-17,6.60535
2021-05-18,9.92594
2021-05-19,9.86622
2021-05-20,12.92403
2021-05-21,11.41901
2021-05-22,7.1548
2021-05-23,2.63975
2021-05-24,5.76923
2021-05-25,11.8729
2021-05-26,11.57429
2021-05-27,12.48208
2021-05-28,11.41901
2021-05-29,9.2451
2021-05-30,3.44003
2021-05-31,5.48256
2021-06-01,11.06067
2021-06-02,13.59292
2021-06-03,14.85905
2021-06-04,12.01624
2021-06-05,9.01815
2021-06-06,3.45198
2021-06-07,7.09507
2021-06-08,11.0129
2021-06-09,10.52317
2021-06-10,10.35594
2021-06-11,11.58623
2021-06-12,7.70425
2021-06-13,3.17725
2021-06-14,7.32202
2021-06-15,11.88485
2021-06-16,9.75871
2021-06-17,11.0129
2021-06-18,20.66411
2021-06-19,12.42236
2021-06-20,5.39894
2021-06-21,8.27759
2021-06-22,11.90874
2021-06-23,15.27711
2021-06-24,18.33492
2021-06-25,17.03296
2021-06-26,9.10176
2021-06-27,4.33588
2021-06-28,8.88676
2021-06-29,16.06545
2021-06-30,22.19302
2021-07-01,25.17916
2021-07-02,16.80602
2021-07-03,12.70903
2021-07-04,5.57811
2021-07-05,9.68705
2021-07-06,13.95126
2021-07-07,16.3999
2021-07-08,18.32298
2021-07-09,13.24653
2021-07-10,10.129
2021-07-11,4.0731
2021-07-12,8.81509
2021-07-13,13.6407
2021-07-14,12.50597
2021-07-15,12.27902
2021-07-16,14.08265
2021-07-17,9.5676
2021-07-18,4.12087
2021-07-19,8.76731
2021-07-20,12.88819
2021-07-21,11.69374
2021-07-22,13.22264
2021-07-23,13.23459
2021-07-24,10.344
2021-07-25,4.13282
2021-07-26,6.78451
2021-07-27,11.7654
2021-07-28,13.41376
2021-07-29,27.53225
2021-07-30,29.37171
2021-07-31,19.19493
2021-08-01,5.90062
2021-08-02,14.60821
2021-08-03,23.39942
2021-08-04,37.62541
2021-08-05,40.85045
2021-08-06,28.4042
2021-08-07,14.24988
2021-08-08,5.80506
2021-08-09,12.93597
2021-08-10,20.688
2021-08-11,19.42188
2021-08-12,18.02436
2021-08-13,18.4902
2021-08-14,12.45819
2021-08-15,5.04061
2021-08-16,10.11705
2021-08-17,18.22742
2021-08-18,15.99378
2021-08-19,17.04491
2021-08-20,15.18155
2021-08-21,11.07262
2021-08-22,4.3956
2021-08-23,11.45484
2021-08-24,19.3741
2021-08-25,16.84185
2021-08-26,16.62685
2021-08-27,13.4257
2021-08-28,11.63401
2021-08-29,4.94505
2021-08-30,10.71428
2021-08-31,16.47157
2021-09-01,13.87959
2021-09-02,15.34878
2021-09-03,13.15097
2021-09-04,9.97372
2021-09-05,4.52699
2021-09-06,6.52173
2021-09-07,10.51122
2021-09-08,12.70903
2021-09-09,11.74151
2021-09-10,12.18346
2021-09-11,7.96703
2021-09-12,3.34448
2021-09-13,7.38174
2021-09-14,12.12374
2021-09-15,11.88485
2021-09-16,12.04013
2021-09-17,10.85762
2021-09-18,7.84758
2021-09-19,2.85475
2021-09-20,5.53033
2021-09-21,10.52317
2021-09-22,9.92594
2021-09-23,11.83707
2021-09-24,11.53846
2021-09-25,7.52508
2021-09-26,3.59531
2021-09-27,5.91256
2021-09-28,11.53846
2021-09-29,13.56903
2021-09-30,12.76875
2021-10-01,11.19206
2021-10-02,7.44147
2021-10-03,3.17725
2021-10-04,5.30339
2021-10-05,10.83373
2021-10-06,10.40372
2021-10-07,10.58289
2021-10-08,9.92594
2021-10-09,6.39034
2021-10-10,2.59197
2021-10-11,3.87004
2021-10-12,9.05398
2021-10-13,9.72288
2021-10-14,11.88485
2021-10-15,11.51457
2021-10-16,7.3698
2021-10-17,2.63975
2021-10-18,5.99617
2021-10-19,13.58098
2021-10-20,11.32345
2021-10-21,10.24844
2021-10-22,14.05876
2021-10-23,9.65121
2021-10-24,4.19254
2021-10-25,7.56091
2021-10-26,18.10797
2021-10-27,18.58576
2021-10-28,17.67797
2021-10-29,16.45962
2021-10-30,11.92068
2021-10-31,5.29144
2021-11-01,9.48399
2021-11-02,17.46297
2021-11-03,16.31629
2021-11-04,21.69135
2021-11-05,30.32728
2021-11-06,16.85379
2021-11-07,6.8084
2021-11-08,11.63401
2021-11-09,62.24319
2021-11-10,36.75346
2021-11-11,28.38031
2021-11-12,26.05112
2021-11-13,19.08743
2021-11-14,9.92594
2021-11-15,14.27376
2021-11-16,22.31247
2021-11-17,26.30195
2021-11-18,25.77639
2021-11-19,26.88724
2021-11-20,18.83659
2021-11-21,8.73148
2021-11-22,15.09794
2021-11-23,25.22694
2021-11-24,20.1505
2021-11-25,21.36884
2021-11-26,18.13186
2021-11-27,19.91161
2021-11-28,8.75537
2021-11-29,13.62876
2021-11-30,29.06115
2021-12-01,24.91638
2021-12-02,27.36502
2021-12-03,22.03774
2021-12-04,20.34161
2021-12-05,6.8084
2021-12-06,13.44959
2021-12-07,29.1806
2021-12-08,24.96416
2021-12-09,20.62828
2021-12-10,21.8944
2021-12-11,16.55518
2021-12-12,6.53368
2021-12-13,10.41567
2021-12-14,20.66411
2021-12-15,18.65742
2021-12-16,22.46774
2021-12-17,18.87243
2021-12-18,13.76015
2021-12-19,5.42283
2021-12-20,8.70759
2021-12-21,15.8385
2021-12-22,18.28714
2021-12-23,18.60965
2021-12-24,15.85045
2021-12-25,6.89202
2021-12-26,4.21643
2021-12-27,10.18872
2021-12-28,24.2236
2021-12-29,18.64548
2021-12-30,17.78547
2021-12-31,14.17821
2022-01-01,9.6751
2022-01-02,5.12422
2022-01-03,7.63258
2022-01-04,23.59053
2022-01-05,25.88389
2022-01-06,20.93884
2022-01-07,19.29049
2022-01-08,15.15766
2022-01-09,6.30673
2022-01-10,9.69899
2022-01-11,20.29383
2022-01-12,19.89966
2022-01-13,17.58241
2022-01-14,15.74295
2022-01-15,12.07596
2022-01-16,4.40754
2022-01-17,6.28284
2022-01-18,10.96512
2022-01-19,15.731
2022-01-20,19.40993
2022-01-21,20.75967
2022-01-22,15.46822
2022-01-23,5.23172
2022-01-24,9.57955
2022-01-25,21.79885
2022-01-26,19.98327
2022-01-27,21.51218
2022-01-28,28.21309
2022-01-29,17.46297
2022-01-30,5.82895
2022-01-31,8.08647
2022-02-01,21.32107
2022-02-02,45.16244
2022-02-03,37.27902
2022-02-04,25.09555
2022-02-05,18.2752
2022-02-06,6.85618
2022-02-07,10.69039
2022-02-08,19.5891
2022-02-09,19.98327
2022-02-10,21.72718
2022-02-11,19.93549
2022-02-12,28.6192
2022-02-13,8.5762
2022-02-14,14.6321
2022-02-15,24.8686
2022-02-16,24.55805
2022-02-17,22.7783
2022-02-18,18.64548
2022-02-19,14.94266
2022-02-20,5.76923
2022-02-21,9.04204
2022-02-22,13.76015
2022-02-23,19.1591
2022-02-24,22.98136
2022-02-25,23.50692
2022-02-26,16.02962
2022-02-27,4.67032
2022-02-28,8.05064
2022-03-01,18.88437
2022-03-02,25.86
2022-03-03,19.21882
2022-03-04,19.97133
2022-03-05,15.02627
2022-03-06,5.26755
2022-03-07,8.21786
2022-03-08,17.12852
2022-03-09,14.17821
2022-03-10,16.02962
2022-03-11,15.1935
2022-03-12,11.38318
2022-03-13,4.08504
2022-03-14,7.81175
2022-03-15,15.09794
2022-03-16,18.0602
2022-03-17,18.93215
2022-03-18,23.67415
2022-03-19,15.42044
2022-03-20,4.63449
2022-03-21,8.61204
2022-03-22,17.73769
2022-03-23,20.44911
2022-03-24,17.18824
2022-03-25,22.03774
2022-03-26,11.66985
2022-03-27,4.46727
2022-03-28,10.4515
2022-03-29,19.2666
2022-03-30,21.8944
2022-03-31,28.45198
2022-04-01,47.70664
2022-04-02,18.99187
2022-04-03,6.50979
2022-04-04,15.06211
2022-04-05,23.06497
2022-04-06,22.41997
2022-04-07,20.07883
2022-04-08,20.5805
2022-04-09,13.47348
2022-04-10,4.12087
2022-04-11,12.85236
2022-04-12,21.60774
2022-04-13,22.79025
2022-04-14,19.95938
2022-04-15,19.38604
2022-04-16,7.09507
2022-04-17,4.62255
2022-04-18,9.73483
2022-04-19,16.91352
2022-04-20,18.46631
2022-04-21,21.12995
2022-04-22,23.47109
2022-04-23,16.08934
2022-04-24,4.89727
2022-04-25,11.96846
2022-04-26,20.043
2022-04-27,22.5633
2022-04-28,19.93549
2022-04-29,18.57381
2022-04-30,15.74295
2022-05-01,4.75394
2022-05-02,9.77066
2022-05-03,20.41328
2022-05-04,33.30148
2022-05-05,24.58193
2022-05-06,21.18967
2022-05-07,12.79264
2022-05-08,4.35977
2022-05-09,9.73483
2022-05-10,22.94553
2022-05-11,18.3827
2022-05-12,21.82274
2022-05-13,18.40659
2022-05-14,14.04682
2022-05-15,3.76254
2022-05-16,9.94983
2022-05-17,18.87243
2022-05-18,23.38748
2022-05-19,20.16244
2022-05-20,17.16435
2022-05-21,13.29431
2022-05-22,3.42809
2022-05-23,9.61538
2022-05-24,17.85714
2022-05-25,17.14046
2022-05-26,17.73769
2022-05-27,19.5891
2022-05-28,12.26708
2022-05-29,4.12087
2022-05-30,6.7009
2022-05-31,11.72957
2022-06-01,14.76349
2022-06-02,14.19015
2022-06-03,18.07214
2022-06-04,10.11705
2022-06-05,3.38031
2022-06-06,7.78786
2022-06-07,14.05876
2022-06-08,13.83182
2022-06-09,14.42904
2022-06-10,14.47682
2022-06-11,10.30817
2022-06-12,3.8342
2022-06-13,10.35594
2022-06-14,18.68131
2022-06-15,16.00573
2022-06-16,18.97993
2022-06-17,19.08743
2022-06-18,9.97372
2022-06-19,3.16531
2022-06-20,6.42618
2022-06-21,11.21595
2022-06-22,15.14572
2022-06-23,14.64405
2022-06-24,15.74295
2022-06-25,11.29956
2022-06-26,3.33253
2022-06-27,8.05064
2022-06-28,14.64405
2022-06-29,16.48351
2022-06-30,18.8127
2022-07-01,16.51935
2022-07-02,13.77209
2022-07-03,4.14476
2022-07-04,6.62924
2022-07-05,11.75346
2022-07-06,16.35212
2022-07-07,14.59627
2022-07-08,15.10989
2022-07-09,9.18537
2022-07-10,2.36502
2022-07-11,7.6923
2022-07-12,13.46153
2022-07-13,13.61681
2022-07-14,13.68848
2022-07-15,13.77209
2022-07-16,9.10176
2022-07-17,2.38891
2022-07-18,8.62398
2022-07-19,15.1935
2022-07-20,17.67797
2022-07-21,17.11657
2022-07-22,17.2838
2022-07-23,9.0301
2022-07-24,2.96225
2022-07-25,7.78786
2022-07-26,13.17486
2022-07-27,14.14237
2022-07-28,17.97658
2022-07-29,17.84519
2022-07-30,13.98709
2022-07-31,5.0645
2022-08-01,14.97849
2022-08-02,24.47443
2022-08-03,45.34161
2022-08-04,29.41949
2022-08-05,28.17725
2022-08-06,12.67319
2022-08-07,3.69087
2022-08-08,15.69517
2022-08-09,22.68275
2022-08-10,21.53607
2022-08-11,23.04108
2022-08-12,18.94409
2022-08-13,12.99569
2022-08-14,3.55948
2022-08-15,8.61204
2022-08-16,17.41519
2022-08-17,16.48351
2022-08-18,15.05016
2022-08-19,15.77878
2022-08-20,8.97037
2022-08-21,2.72336
2022-08-22,8.97037
2022-08-23,14.23793
2022-08-24,14.50071
2022-08-25,16.32823
2022-08-26,15.57572
2022-08-27,11.70568
2022-08-28,2.93836
2022-08-29,9.01815
2022-08-30,17.31963
2022-08-31,14.90683
2022-09-01,20.74773
2022-09-02,22.07357
2022-09-03,10.84567
2022-09-04,3.10559
2022-09-05,6.02006
2022-09-06,10.97706
2022-09-07,16.23268
2022-09-08,16.12517
2022-09-09,14.38127
2022-09-10,9.69899
2022-09-11,3.24892
2022-09-12,8.87482
2022-09-13,18.76493
2022-09-14,21.88246
2022-09-15,17.34352
2022-09-16,16.92546
2022-09-17,9.62732
2022-09-18,2.83086
2022-09-19,8.71954
2022-09-20,14.45293
2022-09-21,15.39655
2022-09-22,17.83325
2022-09-23,20.71189
2022-09-24,11.07262
2022-09-25,2.91447
2022-09-26,10.39178
2022-09-27,17.61825
2022-09-28,17.46297
2022-09-29,16.93741
2022-09-30,18.39464
2022-10-01,9.53177
2022-10-02,2.48447
2022-10-03,7.90731
2022-10-04,16.78213
2022-10-05,16.35212
2022-10-06,15.46822
2022-10-07,24.30721
2022-10-08,24.21165
2022-10-09,5.73339
2022-10-10,12.45819
2022-10-11,20.35355
2022-10-12,17.95269
2022-10-13,18.40659
2022-10-14,18.62159
2022-10-15,10.86956
2022-10-16,3.12947
2022-10-17,9.90205
2022-10-18,18.0602
2022-10-19,16.23268
2022-10-20,15.39655
2022-10-21,14.07071
2022-10-22,10.32011
2022-10-23,2.56808
2022-10-24,9.72288
2022-10-25,16.10129
2022-10-26,17.12852
2022-10-27,17.72575
2022-10-28,16.43573
2022-10-29,11.46679
2022-10-30,2.91447
2022-10-31,9.90205
2022-11-01,17.84519
2022-11-02,24.12804
2022-11-03,18.95604
2022-11-04,18.0602
2022-11-05,10.72623
2022-11-06,2.31724
2022-11-07,8.49259
2022-11-08,16.26851
2022-11-09,16.44768
2022-11-10,15.74295
2022-11-11,25.215
2022-11-12,16.10129
2022-11-13,3.6192
2022-11-14,11.81318
2022-11-15,20.35355
2022-11-16,19.56521
2022-11-17,15.516
2022-11-18,15.24128
2022-11-19,8.91065
2022-11-20,2.0903
2022-11-21,6.67701
2022-11-22,11.57429
2022-11-23,13.05542
2022-11-24,13.29431
2022-11-25,9.19732
2022-11-26,6.82035
2022-11-27,1.91113
2022-11-28,5.97228
2022-11-29,11.29956
2022-11-30,10.36789
2022-12-01,14.95461
2022-12-02,12.1118
2022-12-03,7.33397
2022-12-04,2.07835
2022-12-05,5.86478
2022-12-06,10.48733
2022-12-07,9.57955
2022-12-08,10.30817
2022-12-09,12.33874
2022-12-10,7.57286
2022-12-11,1.89918
2022-12-12,5.23172
2022-12-13,13.13903
2022-12-14,12.41041
2022-12-15,10.78595
2022-12-16,9.31677
2022-12-17,5.99617
2022-12-18,1.50501
2022-12-19,4.75394
2022-12-20,8.62398
2022-12-21,9.72288
2022-12-22,10.28428
2022-12-23,10.86956
2022-12-24,7.22646
2022-12-25,2.22169
2022-12-26,3.54753
2022-12-27,6.35451
2022-12-28,9.10176
2022-12-29,8.64787
2022-12-30,8.77926
2022-12-31,5.42283
2023-01-01,1.50501
2023-01-02,3.12947
2023-01-03,5.66172
2023-01-04,9.73483
2023-01-05,9.41232
2023-01-06,9.48399
2023-01-07,8.02675
2023-01-08,2.28141
2023-01-09,6.60535
2023-01-10,12.90014
2023-01-11,11.46679
2023-01-12,12.08791
2023-01-13,12.18346
2023-01-14,8.62398
2023-01-15,2.5203
2023-01-16,4.89727
2023-01-17,8.52842
2023-01-18,13.00764
2023-01-19,9.72288
2023-01-20,9.74677
2023-01-21,8.73148
2023-01-22,2.5203
2023-01-23,5.29144
2023-01-24,20.73578
2023-01-25,16.6149
2023-01-26,18.5977
2023-01-27,22.44386
2023-01-28,15.68322
2023-01-29,4.56282
2023-01-30,10.64261
2023-01-31,18.68131
2023-02-01,30.04061
2023-02-02,36.03678
2023-02-03,27.95031
2023-02-04,15.07405
2023-02-05,4.46727
2023-02-06,9.29288
2023-02-07,18.15575
2023-02-08,21.29718
2023-02-09,19.92355
2023-02-10,17.23602
2023-02-11,10.03344
2023-02-12,2.98614
2023-02-13,10.58289
2023-02-14,18.60965
2023-02-15,19.81605
2023-02-16,18.41853
2023-02-17,17.10463
2023-02-18,10.59483
2023-02-19,3.32059
2023-02-20,6.09173
2023-02-21,10.36789
2023-02-22,14.14237
2023-02-23,19.24271
2023-02-24,20.67606
2023-02-25,9.7826
2023-02-26,3.12947
2023-02-27,8.80315
2023-02-28,16.05351
2023-03-01,13.33014
2023-03-02,12.60152
2023-03-03,13.55709
2023-03-04,10.91734
2023-03-05,3.52365
2023-03-06,8.61204
2023-03-07,14.75155
2023-03-08,14.03487
2023-03-09,16.23268
2023-03-10,13.61681
2023-03-11,8.37314
2023-03-12,2.05446
2023-03-13,7.41758
2023-03-14,15.086
2023-03-15,16.75824
2023-03-16,18.88437
2023-03-17,27.06641
2023-03-18,13.11514
2023-03-19,3.78643
2023-03-20,11.26373
2023-03-21,18.86048
2023-03-22,19.06354
2023-03-23,24.09221
2023-03-24,21.34495
2023-03-25,11.52651
2023-03-26,3.49976
2023-03-27,9.04204
2023-03-28,15.32489
2023-03-29,14.7396
2023-03-30,18.40659
2023-03-31,16.74629
2023-04-01,11.95652
2023-04-02,3.69087
2023-04-03,9.38843
2023-04-04,15.80267
2023-04-05,14.01098
2023-04-06,13.25848
2023-04-07,12.88819
2023-04-08,4.34782
2023-04-09,2.24558
2023-04-10,7.11896
2023-04-11,15.82656
2023-04-12,13.80793
2023-04-13,12.70903
2023-04-14,14.14237
2023-04-15,7.52508
2023-04-16,2.38891
2023-04-17,7.09507
2023-04-18,13.81987
2023-04-19,12.52986
2023-04-20,11.96846
2023-04-21,11.04873
2023-04-22,6.85618
2023-04-23,1.8514
2023-04-24,5.72145
2023-04-25,9.84233
2023-04-26,12.38652
2023-04-27,12.76875
2023-04-28,11.66985
2023-04-29,7.99092
2023-04-30,2.12613
2023-05-01,5.76923
2023-05-02,13.48542
2023-05-03,28.63115
2023-05-04,24.28332
2023-05-05,22.74247
2023-05-06,13.06736
2023-05-07,3.1892
2023-05-08,7.95508
2023-05-09,19.45771
2023-05-10,15.74295
2023-05-11,17.34352
2023-05-12,14.3096
2023-05-13,7.6923
2023-05-14,2.61586
2023-05-15,6.78451
2023-05-16,15.37267
2023-05-17,21.2494
2023-05-18,21.81079
2023-05-19,24.7611
2023-05-20,11.28762
2023-05-21,3.54753
2023-05-22,22.20496
2023-05-23,23.48303
2023-05-24,18.04825
2023-05-25,44.39799
2023-05-26,46.90635
2023-05-27,25.74056
2023-05-28,7.71619
2023-05-29,10.75011
