date,마이너스통장
2021-04-12,25.09944
2021-04-13,22.41755
2021-04-14,24.25253
2021-04-15,24.45784
2021-04-16,21.71179
2021-04-17,14.89798
2021-04-18,16.79712
2021-04-19,28.06364
2021-04-20,29.69331
2021-04-21,25.70255
2021-04-22,26.02335
2021-04-23,24.95829
2021-04-24,13.15282
2021-04-25,15.64224
2021-04-26,30.16809
2021-04-27,29.18003
2021-04-28,27.69151
2021-04-29,33.6969
2021-04-30,29.98845
2021-05-01,17.82368
2021-05-02,17.60554
2021-05-03,29.71897
2021-05-04,24.72731
2021-05-05,16.55331
2021-05-06,27.29372
2021-05-07,23.82907
2021-05-08,14.92364
2021-05-09,15.19312
2021-05-10,29.96278
2021-05-11,27.75567
2021-05-12,27.43487
2021-05-13,26.93442
2021-05-14,24.522
2021-05-15,12.93468
2021-05-16,15.53958
2021-05-17,28.62825
2021-05-18,25.06095
2021-05-19,16.86128
2021-05-20,27.35788
2021-05-21,22.01976
2021-05-22,14.35904
2021-05-23,16.60464
2021-05-24,27.73001
2021-05-25,25.5614
2021-05-26,25.36892
2021-05-27,21.50648
2021-05-28,18.92724
2021-05-29,11.22802
2021-05-30,12.84486
2021-05-31,23.95739
2021-06-01,22.26356
2021-06-02,20.98036
2021-06-03,20.87771
2021-06-04,17.56704
2021-06-05,10.23995
2021-06-06,11.76697
2021-06-07,21.41665
2021-06-08,20.74939
2021-06-09,19.55601
2021-06-10,19.47901
2021-06-11,17.15642
2021-06-12,11.24085
2021-06-13,11.67714
2021-06-14,22.46888
2021-06-15,21.71179
2021-06-16,19.72282
2021-06-17,18.91441
2021-06-18,17.64403
2021-06-19,12.08777
2021-06-20,13.19132
2021-06-21,24.67599
2021-06-22,23.77774
2021-06-23,24.21403
2021-06-24,21.82728
2021-06-25,19.65866
2021-06-26,12.67804
2021-06-27,13.20415
2021-06-28,24.85563
2021-06-29,23.50827
2021-06-30,21.69896
2021-07-01,19.50468
2021-07-02,17.60554
2021-07-03,10.95855
2021-07-04,13.08866
2021-07-05,23.76491
2021-07-06,20.64673
2021-07-07,20.08212
2021-07-08,18.88874
2021-07-09,17.47722
2021-07-10,10.18863
2021-07-11,11.94661
2021-07-12,22.45605
2021-07-13,21.92993
2021-07-14,21.14718
2021-07-15,21.8786
2021-07-16,18.78609
2021-07-17,11.85679
2021-07-18,13.0245
2021-07-19,22.48171
2021-07-20,23.04632
2021-07-21,29.33401
2021-07-22,21.77595
2021-07-23,19.97946
2021-07-24,11.44616
2021-07-25,12.83202
2021-07-26,25.93353
2021-07-27,25.35608
2021-07-28,22.21224
2021-07-29,21.18567
2021-07-30,18.60644
2021-07-31,11.27935
2021-08-01,12.94751
2021-08-02,23.21313
2021-08-03,19.92814
2021-08-04,20.2746
2021-08-05,19.64583
2021-08-06,19.73566
2021-08-07,12.19042
2021-08-08,12.56255
2021-08-09,31.69511
2021-08-10,34.46682
2021-08-11,30.66854
2021-08-12,26.02335
2021-08-13,23.22597
2021-08-14,13.66611
2021-08-15,13.15282
2021-08-16,27.22956
2021-08-17,43.62889
2021-08-18,36.77659
2021-08-19,35.87835
2021-08-20,57.82112
2021-08-21,23.13614
2021-08-22,21.5963
2021-08-23,42.02489
2021-08-24,51.53342
2021-08-25,51.96971
2021-08-26,47.65815
2021-08-27,41.69126
2021-08-28,21.48081
2021-08-29,78.87848
2021-08-30,100.0
2021-08-31,57.38483
2021-09-01,39.89477
2021-09-02,39.03503
2021-09-03,29.37251
2021-09-04,17.83651
2021-09-05,18.3498
2021-09-06,34.27434
2021-09-07,44.89926
2021-09-08,44.50147
2021-09-09,30.97651
2021-09-10,24.35519
2021-09-11,14.3462
2021-09-12,16.09136
2021-09-13,27.29372
2021-09-14,25.02245
2021-09-15,23.63659
2021-09-16,22.57153
2021-09-17,17.55421
2021-09-18,10.26562
2021-09-19,9.72667
2021-09-20,9.778
2021-09-21,15.61657
2021-09-22,13.24265
2021-09-23,24.63749
2021-09-24,24.85563
2021-09-25,13.84575
2021-09-26,16.10419
2021-09-27,28.01231
2021-09-28,27.4477
2021-09-29,24.62466
2021-09-30,27.94815
2021-10-01,28.19196
2021-10-02,14.65417
2021-10-03,13.75593
2021-10-04,19.41485
2021-10-05,33.61991
2021-10-06,33.26061
2021-10-07,29.86013
2021-10-08,27.8455
2021-10-09,15.23161
2021-10-10,14.3462
2021-10-11,17.77235
2021-10-12,27.42204
2021-10-13,27.62735
2021-10-14,27.5247
2021-10-15,23.63659
2021-10-16,13.28114
2021-10-17,14.20505
2021-10-18,24.09854
2021-10-19,22.14808
2021-10-20,22.28923
2021-10-21,22.49454
2021-10-22,18.87591
2021-10-23,11.29218
2021-10-24,14.93648
2021-10-25,27.49903
2021-10-26,31.092
2021-10-27,30.97651
2021-10-28,26.31849
2021-10-29,21.19851
2021-10-30,12.15193
2021-10-31,13.97407
2021-11-01,25.85653
2021-11-02,25.39458
2021-11-03,24.03438
2021-11-04,22.76401
2021-11-05,19.42769
2021-11-06,11.34351
2021-11-07,12.54972
2021-11-08,22.54587
2021-11-09,22.98216
2021-11-10,27.81983
2021-11-11,22.39189
2021-11-12,21.68612
2021-11-13,14.4232
2021-11-14,15.84755
2021-11-15,25.65122
2021-11-16,25.31759
2021-11-17,24.32952
2021-11-18,23.17464
2021-11-19,21.26267
2021-11-20,13.05017
2021-11-21,13.67894
2021-11-22,22.95649
2021-11-23,22.5972
2021-11-24,23.99589
2021-11-25,24.04722
2021-11-26,20.30026
2021-11-27,12.13909
2021-11-28,13.56345
2021-11-29,24.47067
2021-11-30,25.30476
2021-12-01,22.99499
2021-12-02,20.46708
2021-12-03,17.3104
2021-12-04,12.54972
2021-12-05,13.13999
2021-12-06,25.15077
2021-12-07,23.08481
2021-12-08,20.82638
2021-12-09,21.44232
2021-12-10,18.3498
2021-12-11,11.39484
2021-12-12,13.28114
2021-12-13,24.50917
2021-12-14,21.76312
2021-12-15,20.74939
2021-12-16,20.2361
2021-12-17,21.237
2021-12-18,12.22892
2021-12-19,12.72937
2021-12-20,24.91979
2021-12-21,24.57333
2021-12-22,21.77595
2021-12-23,20.77505
2021-12-24,15.92454
2021-12-25,9.76517
2021-12-26,13.80726
2021-12-27,24.99679
2021-12-28,21.48081
2021-12-29,22.43038
2021-12-30,22.71269
2021-12-31,18.19581
2022-01-01,18.47812
2022-01-02,20.03079
2022-01-03,33.63274
2022-01-04,26.69061
2022-01-05,25.75388
2022-01-06,24.45784
2022-01-07,22.05825
2022-01-08,13.64044
2022-01-09,15.7064
2022-01-10,27.61452
2022-01-11,26.98575
2022-01-12,23.61093
2022-01-13,26.10034
2022-01-14,25.17644
2022-01-15,15.21878
2022-01-16,17.60554
2022-01-17,36.43012
2022-01-18,34.81329
2022-01-19,30.4889
2022-01-20,31.27165
2022-01-21,29.411
2022-01-22,17.32323
2022-01-23,17.73386
2022-01-24,30.23225
2022-01-25,32.93981
2022-01-26,31.88759
2022-01-27,29.73181
2022-01-28,21.99409
2022-01-29,13.87142
2022-01-30,11.33068
2022-01-31,12.13909
2022-02-01,12.98601
2022-02-02,13.94841
2022-02-03,28.70524
2022-02-04,23.76491
2022-02-05,14.79532
2022-02-06,15.92454
2022-02-07,27.08841
2022-02-08,24.82997
2022-02-09,24.31669
2022-02-10,26.29282
2022-02-11,22.10958
2022-02-12,17.46439
2022-02-13,16.84845
2022-02-14,28.41011
2022-02-15,29.92429
2022-02-16,25.92069
2022-02-17,25.75388
2022-02-18,22.50737
2022-02-19,14.67984
2022-02-20,31.42563
2022-02-21,30.79686
2022-02-22,28.96188
2022-02-23,26.31849
2022-02-24,32.67034
2022-02-25,24.2012
2022-02-26,14.62851
2022-02-27,14.7055
2022-02-28,24.12421
2022-03-01,17.74669
2022-03-02,24.99679
2022-03-03,21.73745
2022-03-04,19.65866
2022-03-05,12.22892
2022-03-06,14.96214
2022-03-07,42.25587
2022-03-08,27.85833
2022-03-09,14.23071
2022-03-10,24.14987
2022-03-11,21.6348
2022-03-12,14.23071
2022-03-13,20.55691
2022-03-14,30.1296
2022-03-15,27.93532
2022-03-16,25.44591
2022-03-17,22.1994
2022-03-18,21.5578
2022-03-19,13.33247
2022-03-20,14.15372
2022-03-21,26.62645
2022-03-22,27.73001
2022-03-23,28.55126
2022-03-24,24.00872
2022-03-25,22.68702
2022-03-26,15.3471
2022-03-27,64.27563
2022-03-28,79.31476
2022-03-29,60.86231
2022-03-30,50.68651
2022-03-31,39.27883
2022-04-01,32.23405
2022-04-02,22.07108
2022-04-03,22.62286
2022-04-04,37.48235
2022-04-05,34.27434
2022-04-06,30.71987
2022-04-07,27.1654
2022-04-08,24.2012
2022-04-09,14.20505
2022-04-10,14.93648
2022-04-11,33.77389
2022-04-12,30.0911
2022-04-13,26.42114
2022-04-14,26.8831
2022-04-15,22.918
2022-04-16,13.55062
2022-04-17,15.3471
2022-04-18,28.91056
2022-04-19,26.8831
2022-04-20,34.12036
2022-04-21,36.39163
2022-04-22,28.71808
2022-04-23,16.56614
2022-04-24,22.34056
2022-04-25,33.88938
2022-04-26,30.05261
2022-04-27,30.50173
2022-04-28,26.08751
2022-04-29,21.80161
2022-04-30,14.60284
2022-05-01,15.59091
2022-05-02,28.1663
2022-05-03,24.62466
2022-05-04,20.2746
2022-05-05,13.33247
2022-05-06,22.77685
2022-05-07,13.52495
2022-05-08,15.32144
2022-05-09,28.57692
2022-05-10,30.29641
2022-05-11,26.78044
2022-05-12,30.37341
2022-05-13,22.40472
2022-05-14,11.99794
2022-05-15,13.51212
2022-05-16,26.45964
2022-05-17,25.95919
2022-05-18,24.75298
2022-05-19,22.14808
2022-05-20,19.78698
2022-05-21,13.22982
2022-05-22,13.47363
2022-05-23,26.5238
2022-05-24,25.74104
2022-05-25,26.49813
2022-05-26,26.92159
2022-05-27,19.633
2022-05-28,12.01077
2022-05-29,14.60284
2022-05-30,27.62735
2022-05-31,23.08481
2022-06-01,14.43603
2022-06-02,22.2379
2022-06-03,18.18298
2022-06-04,10.83023
2022-06-05,10.04747
2022-06-06,12.79353
2022-06-07,22.14808
2022-06-08,22.50737
2022-06-09,22.03259
2022-06-10,19.55601
2022-06-11,12.49839
2022-06-12,15.71923
2022-06-13,30.34774
2022-06-14,28.20479
2022-06-15,28.06364
2022-06-16,24.25253
2022-06-17,23.35429
2022-06-18,13.85859
2022-06-19,13.96124
2022-06-20,29.38534
2022-06-21,25.62556
2022-06-22,25.33042
2022-06-23,24.41935
2022-06-24,22.16091
2022-06-25,11.47183
2022-06-26,13.37097
2022-06-27,27.57602
2022-06-28,26.53663
2022-06-29,22.73835
2022-06-30,23.08481
2022-07-01,22.99499
2022-07-02,12.87052
2022-07-03,13.78159
2022-07-04,26.45964
2022-07-05,24.30386
2022-07-06,23.43128
2022-07-07,19.88964
2022-07-08,17.97767
2022-07-09,11.4205
2022-07-10,13.16566
2022-07-11,26.65212
2022-07-12,26.44681
2022-07-13,25.4844
2022-07-14,22.22507
2022-07-15,21.78878
2022-07-16,13.15282
2022-07-17,12.92185
2022-07-18,24.68882
2022-07-19,23.2003
2022-07-20,22.12241
2022-07-21,20.67239
2022-07-22,18.52944
2022-07-23,10.54792
2022-07-24,12.60105
2022-07-25,25.12511
2022-07-26,21.84011
2022-07-27,23.32862
2022-07-28,21.35249
2022-07-29,17.27191
2022-07-30,11.62581
2022-07-31,11.21519
2022-08-01,21.13435
2022-08-02,20.08212
2022-08-03,19.9538
2022-08-04,18.33696
2022-08-05,17.41306
2022-08-06,11.17669
2022-08-07,11.79263
2022-08-08,20.45425
2022-08-09,18.73476
2022-08-10,22.12241
2022-08-11,20.64673
2022-08-12,17.43872
2022-08-13,10.90722
2022-08-14,13.20415
2022-08-15,14.28204
2022-08-16,24.98395
2022-08-17,23.58526
2022-08-18,21.72462
2022-08-19,19.10689
2022-08-20,14.39753
2022-08-21,14.60284
2022-08-22,25.92069
2022-08-23,22.49454
2022-08-24,21.71179
2022-08-25,23.99589
2022-08-26,26.24149
2022-08-27,12.3829
2022-08-28,12.62671
2022-08-29,27.73001
2022-08-30,24.16271
2022-08-31,23.25163
2022-09-01,20.21044
2022-09-02,17.42589
2022-09-03,10.58642
2022-09-04,11.58732
2022-09-05,18.76042
2022-09-06,17.29757
2022-09-07,18.18298
2022-09-08,14.94931
2022-09-09,8.174
2022-09-10,7.23726
2022-09-11,8.25099
2022-09-12,12.56255
2022-09-13,24.65032
2022-09-14,23.43128
2022-09-15,21.6348
2022-09-16,20.33876
2022-09-17,13.063
2022-09-18,12.31874
2022-09-19,23.68792
2022-09-20,22.16091
2022-09-21,21.16001
2022-09-22,20.81355
2022-09-23,20.41575
2022-09-24,11.51032
2022-09-25,13.01167
2022-09-26,26.87026
2022-09-27,22.48171
2022-09-28,23.76491
2022-09-29,19.6715
2022-09-30,18.87591
2022-10-01,11.43333
2022-10-02,10.22712
2022-10-03,14.32054
2022-10-04,24.00872
2022-10-05,22.17374
2022-10-06,21.40382
2022-10-07,18.51661
2022-10-08,10.95855
2022-10-09,10.95855
2022-10-10,15.44976
2022-10-11,25.72821
2022-10-12,26.22866
2022-10-13,22.95649
2022-10-14,19.79982
2022-10-15,11.48466
2022-10-16,13.40947
2022-10-17,24.43218
2022-10-18,21.21134
2022-10-19,19.9538
2022-10-20,20.69806
2022-10-21,17.27191
2022-10-22,11.29218
2022-10-23,12.04927
2022-10-24,22.81534
2022-10-25,22.2379
2022-10-26,21.53214
2022-10-27,20.32593
2022-10-28,17.13075
2022-10-29,10.68907
2022-10-30,9.02091
2022-10-31,19.51751
2022-11-01,20.17194
2022-11-02,19.17105
2022-11-03,19.19671
2022-11-04,17.16925
2022-11-05,9.7395
2022-11-06,12.15193
2022-11-07,21.80161
2022-11-08,21.66046
2022-11-09,21.8786
2022-11-10,23.29013
2022-11-11,18.69626
2022-11-12,10.4581
2022-11-13,12.56255
2022-11-14,22.82817
2022-11-15,22.10958
2022-11-16,21.80161
2022-11-17,19.68433
2022-11-18,16.33517
2022-11-19,10.40677
2022-11-20,11.03554
2022-11-21,21.5963
2022-11-22,21.28833
2022-11-23,20.67239
2022-11-24,17.97767
2022-11-25,17.51571
2022-11-26,10.38111
2022-11-27,10.88156
2022-11-28,23.34146
2022-11-29,20.14628
2022-11-30,17.96484
2022-12-01,18.97857
2022-12-02,15.30861
2022-12-03,8.34081
2022-12-04,10.35544
2022-12-05,19.23521
2022-12-06,17.36173
2022-12-07,18.40112
2022-12-08,19.46618
2022-12-09,16.11702
2022-12-10,10.68907
2022-12-11,13.37097
2022-12-12,22.39189
2022-12-13,22.89233
2022-12-14,19.45335
2022-12-15,19.62017
2022-12-16,17.05376
2022-12-17,10.26562
2022-12-18,10.93288
2022-12-19,18.94007
2022-12-20,19.70999
2022-12-21,17.07943
2022-12-22,17.51571
2022-12-23,15.61657
2022-12-24,8.93109
2022-12-25,9.63685
2022-12-26,18.58077
2022-12-27,18.45245
2022-12-28,17.32323
2022-12-29,16.86128
2022-12-30,14.44886
2022-12-31,8.64878
2023-01-01,9.52136
2023-01-02,19.79982
2023-01-03,19.10689
2023-01-04,21.58347
2023-01-05,19.33786
2023-01-06,16.88694
2023-01-07,11.0612
2023-01-08,12.01077
2023-01-09,22.16091
2023-01-10,21.85294
2023-01-11,21.13435
2023-01-12,20.87771
2023-01-13,18.42679
2023-01-14,14.20505
2023-01-15,13.61478
2023-01-16,22.5972
2023-01-17,22.54587
2023-01-18,21.89144
2023-01-19,21.78878
2023-01-20,17.952
2023-01-21,12.75503
2023-01-22,10.4196
2023-01-23,10.88156
2023-01-24,12.54972
2023-01-25,27.99948
2023-01-26,24.43218
2023-01-27,21.04452
2023-01-28,12.67804
2023-01-29,13.96124
2023-01-30,24.26536
2023-01-31,26.06185
2023-02-01,25.25343
2023-02-02,21.60913
2023-02-03,21.53214
2023-02-04,12.52406
2023-02-05,14.744
2023-02-06,23.85474
2023-02-07,23.5596
2023-02-08,22.66136
2023-02-09,21.8786
2023-02-10,20.90337
2023-02-11,11.95945
2023-02-12,13.71743
2023-02-13,25.59989
2023-02-14,24.04722
2023-02-15,22.40472
2023-02-16,20.81355
2023-02-17,20.32593
2023-02-18,12.60105
2023-02-19,13.55062
2023-02-20,24.63749
2023-02-21,27.89683
2023-02-22,24.06005
2023-02-23,20.35159
2023-02-24,20.15911
2023-02-25,12.58822
2023-02-26,12.07493
2023-02-27,22.90517
2023-02-28,22.82817
2023-03-01,16.00153
2023-03-02,22.53304
2023-03-03,20.21044
2023-03-04,11.18952
2023-03-05,13.25548
2023-03-06,21.75028
2023-03-07,22.918
2023-03-08,20.94187
2023-03-09,19.10689
2023-03-10,18.23431
2023-03-11,11.39484
2023-03-12,12.85769
2023-03-13,25.30476
2023-03-14,25.61272
2023-03-15,24.50917
2023-03-16,23.17464
2023-03-17,20.26177
2023-03-18,14.4232
2023-03-19,15.25728
2023-03-20,26.62645
2023-03-21,25.34325
2023-03-22,23.5211
2023-03-23,24.47067
2023-03-24,19.72282
2023-03-25,14.23071
2023-03-26,14.67984
2023-03-27,27.02425
2023-03-28,25.86936
2023-03-29,22.04542
2023-03-30,19.78698
2023-03-31,17.56704
2023-04-01,10.34261
2023-04-02,11.459
2023-04-03,21.12151
2023-04-04,19.88964
2023-04-05,19.54317
2023-04-06,19.9538
2023-04-07,19.02989
2023-04-08,10.34261
2023-04-09,11.22802
2023-04-10,24.39368
2023-04-11,23.2773
2023-04-12,21.9171
2023-04-13,19.9923
2023-04-14,18.88874
2023-04-15,11.61298
2023-04-16,12.81919
2023-04-17,23.5211
2023-04-18,20.14628
2023-04-19,18.43962
2023-04-20,19.46618
2023-04-21,17.96484
2023-04-22,10.17579
2023-04-23,11.99794
2023-04-24,22.40472
2023-04-25,23.93173
2023-04-26,21.50648
2023-04-27,19.32503
2023-04-28,17.6312
2023-04-29,11.49749
2023-04-30,10.97138
2023-05-01,15.83472
2023-05-02,21.41665
2023-05-03,20.35159
2023-05-04,16.37366
2023-05-05,11.97228
2023-05-06,15.35993
2023-05-07,24.95829
2023-05-08,32.52919
2023-05-09,27.21673
2023-05-10,27.47337
2023-05-11,24.57333
2023-05-12,23.35429
2023-05-13,13.22982
2023-05-14,14.39753
2023-05-15,30.70704
2023-05-16,27.46054
2023-05-17,26.26716
2023-05-18,23.09765
2023-05-19,22.03259
2023-05-20,12.92185
2023-05-21,14.67984
2023-05-22,26.06185
2023-05-23,22.81534
2023-05-24,24.32952
2023-05-25,24.75298
2023-05-26,19.9153
2023-05-27,11.27935
2023-05-28,11.21519
2023-05-29,15.79622
