date,전산회계1급
2021-03-01,7.32085
2021-03-02,11.37446
2021-03-03,12.14973
2021-03-04,11.87839
2021-03-05,7.84139
2021-03-06,5.00055
2021-03-07,6.31852
2021-03-08,14.67493
2021-03-09,27.9599
2021-03-10,25.89434
2021-03-11,56.82246
2021-03-12,10.33337
2021-03-13,6.33514
2021-03-14,6.15793
2021-03-15,12.05006
2021-03-16,9.97895
2021-03-17,10.01772
2021-03-18,7.81371
2021-03-19,5.79798
2021-03-20,3.39461
2021-03-21,4.5963
2021-03-22,7.88016
2021-03-23,7.74172
2021-03-24,6.77262
2021-03-25,6.2853
2021-03-26,5.75922
2021-03-27,3.965
2021-03-28,4.86211
2021-03-29,7.78048
2021-03-30,6.97197
2021-03-31,6.84461
2021-04-01,6.72278
2021-04-02,5.80352
2021-04-03,4.70705
2021-04-04,6.10255
2021-04-05,10.68224
2021-04-06,9.58577
2021-04-07,9.17045
2021-04-08,9.60793
2021-04-09,10.51611
2021-04-10,11.23047
2021-04-11,41.37778
2021-04-12,15.30069
2021-04-13,8.91017
2021-04-14,7.30424
2021-04-15,6.77262
2021-04-16,5.79244
2021-04-17,4.44678
2021-04-18,4.60737
2021-04-19,8.79388
2021-04-20,7.30977
2021-04-21,6.94982
2021-04-22,6.82799
2021-04-23,6.16347
2021-04-24,4.0979
2021-04-25,5.14453
2021-04-26,12.15527
2021-04-27,26.29305
2021-04-28,20.59475
2021-04-29,29.41078
2021-04-30,8.16258
2021-05-01,5.4491
2021-05-02,5.21098
2021-05-03,9.76298
2021-05-04,8.0629
2021-05-05,5.32727
2021-05-06,8.93786
2021-05-07,4.93963
2021-05-08,3.27278
2021-05-09,3.83209
2021-05-10,6.89445
2021-05-11,6.97751
2021-05-12,5.70938
2021-05-13,5.09469
2021-05-14,4.7292
2021-05-15,3.33924
2021-05-16,4.29172
2021-05-17,7.52021
2021-05-18,5.86443
2021-05-19,3.83763
2021-05-20,6.07486
2021-05-21,5.98072
2021-05-22,3.52752
2021-05-23,4.29726
2021-05-24,8.55576
2021-05-25,8.27334
2021-05-26,7.25994
2021-05-27,7.53128
2021-05-28,6.99966
2021-05-29,5.22759
2021-05-30,5.73706
2021-05-31,11.47967
2021-06-01,9.87927
2021-06-02,10.14508
2021-06-03,10.51611
2021-06-04,14.06025
2021-06-05,37.37401
2021-06-06,8.91017
2021-06-07,11.20832
2021-06-08,7.92446
2021-06-09,6.82799
2021-06-10,6.40713
2021-06-11,5.57647
2021-06-12,3.82102
2021-06-13,4.74028
2021-06-14,7.91339
2021-06-15,7.27101
2021-06-16,6.33514
2021-06-17,6.75047
2021-06-18,5.41034
2021-06-19,3.61058
2021-06-20,3.99269
2021-06-21,8.08505
2021-06-22,8.53361
2021-06-23,10.15062
2021-06-24,21.03222
2021-06-25,7.60327
2021-06-26,4.17543
2021-06-27,5.16668
2021-06-28,8.74958
2021-06-29,8.08505
2021-06-30,7.4316
2021-07-01,7.43714
2021-07-02,6.02503
2021-07-03,4.42463
2021-07-04,5.71491
2021-07-05,10.23369
2021-07-06,10.63794
2021-07-07,21.70783
2021-07-08,32.24609
2021-07-09,9.50271
2021-07-10,5.95304
2021-07-11,6.3296
2021-07-12,11.96145
2021-07-13,9.63561
2021-07-14,9.56362
2021-07-15,6.8723
2021-07-16,4.83996
2021-07-17,3.51644
2021-07-18,3.73241
2021-07-19,6.89998
2021-07-20,6.88337
2021-07-21,6.48466
2021-07-22,6.1247
2021-07-23,5.31066
2021-07-24,3.6272
2021-07-25,3.83763
2021-07-26,7.51467
2021-07-27,7.08827
2021-07-28,6.41267
2021-07-29,6.49573
2021-07-30,5.36604
2021-07-31,4.64614
2021-08-01,5.85336
2021-08-02,9.85158
2021-08-03,9.50825
2021-08-04,9.08184
2021-08-05,10.25584
2021-08-06,14.18761
2021-08-07,40.36991
2021-08-08,9.00431
2021-08-09,10.70439
2021-08-10,7.78048
2021-08-11,6.82799
2021-08-12,5.9475
2021-08-13,5.02824
2021-08-14,3.64935
2021-08-15,3.69365
2021-08-16,4.77904
2021-08-17,7.2101
2021-08-18,6.47912
2021-08-19,6.5788
2021-08-20,5.79798
2021-08-21,4.41355
2021-08-22,5.06146
2021-08-23,9.13722
2021-08-24,8.20135
2021-08-25,10.4995
2021-08-26,23.52419
2021-08-27,7.88016
2021-08-28,5.00609
2021-08-29,5.54878
2021-08-30,10.06756
2021-08-31,19.06634
2021-09-01,27.88237
2021-09-02,11.06988
2021-09-03,8.43947
2021-09-04,5.60416
2021-09-05,5.64846
2021-09-06,9.72422
2021-09-07,9.73529
2021-09-08,7.14364
2021-09-09,6.61756
2021-09-10,5.01716
2021-09-11,3.72134
2021-09-12,3.74903
2021-09-13,6.59541
2021-09-14,6.15793
2021-09-15,5.77583
2021-09-16,5.84228
2021-09-17,4.45232
2021-09-18,3.06235
2021-09-19,2.57503
2021-09-20,2.61379
2021-09-21,2.77993
2021-09-22,3.93731
2021-09-23,7.6365
2021-09-24,6.70063
2021-09-25,4.56307
2021-09-26,5.49341
2021-09-27,10.01772
2021-09-28,9.01539
2021-09-29,9.18706
2021-09-30,9.05969
2021-10-01,9.82943
2021-10-02,11.58489
2021-10-03,33.71912
2021-10-04,9.03754
2021-10-05,8.68866
2021-10-06,6.60649
2021-10-07,5.59308
2021-10-08,4.96178
2021-10-09,2.80208
2021-10-10,3.0402
2021-10-11,4.14774
2021-10-12,6.64525
2021-10-13,6.30191
2021-10-14,5.87551
2021-10-15,4.69044
2021-10-16,3.78779
2021-10-17,3.64935
2021-10-18,6.90552
2021-10-19,6.61756
2021-10-20,8.75512
2021-10-21,19.83054
2021-10-22,7.21563
2021-10-23,4.23634
2021-10-24,4.76796
2021-10-25,7.8857
2021-10-26,7.08273
2021-10-27,6.58433
2021-10-28,7.07719
2021-10-29,5.9918
2021-10-30,3.89854
2021-10-31,4.85657
2021-11-01,9.0763
2021-11-02,9.0763
2021-11-03,18.27998
2021-11-04,30.54048
2021-11-05,8.01306
2021-11-06,5.29959
2021-11-07,5.5654
2021-11-08,9.90696
2021-11-09,9.29781
2021-11-10,9.02093
2021-11-11,5.84782
2021-11-12,4.91195
2021-11-13,2.97928
2021-11-14,3.89301
2021-11-15,6.56772
2021-11-16,6.45143
2021-11-17,6.30191
2021-11-18,5.75368
2021-11-19,5.39926
2021-11-20,3.49983
2021-11-21,3.79887
2021-11-22,7.47037
2021-11-23,6.91106
2021-11-24,6.24653
2021-11-25,6.45143
2021-11-26,5.62077
2021-11-27,4.13113
2021-11-28,5.24975
2021-11-29,10.18938
2021-11-30,9.74637
2021-12-01,10.77638
2021-12-02,9.91804
2021-12-03,14.20976
2021-12-04,31.98028
2021-12-05,7.7694
2021-12-06,8.78834
2021-12-07,6.73385
2021-12-08,5.80905
2021-12-09,6.08594
2021-12-10,5.05593
2021-12-11,3.32262
2021-12-12,4.47447
2021-12-13,6.22992
2021-12-14,6.38498
2021-12-15,5.96411
2021-12-16,5.34942
2021-12-17,5.15007
2021-12-18,3.48322
2021-12-19,4.18651
2021-12-20,7.40392
2021-12-21,9.44179
2021-12-22,18.4295
2021-12-23,7.84693
2021-12-24,5.06146
2021-12-25,3.04574
2021-12-26,4.2585
2021-12-27,7.69741
2021-12-28,7.36515
2021-12-29,7.01074
2021-12-30,7.14918
2021-12-31,5.29959
2022-01-01,5.1113
2022-01-02,7.41499
2022-01-03,13.34588
2022-01-04,19.89699
2022-01-05,31.06656
2022-01-06,11.76209
2022-01-07,9.92357
2022-01-08,6.50681
2022-01-09,7.16026
2022-01-10,11.70118
2022-01-11,11.82301
2022-01-12,8.1792
2022-01-13,7.77494
2022-01-14,5.55986
2022-01-15,4.24188
2022-01-16,4.56861
2022-01-17,7.17133
2022-01-18,6.65079
2022-01-19,6.15239
2022-01-20,6.7117
2022-01-21,5.63739
2022-01-22,4.70705
2022-01-23,4.87318
2022-01-24,7.79709
2022-01-25,7.13811
2022-01-26,6.50681
2022-01-27,5.95304
2022-01-28,5.14453
2022-01-29,3.69365
2022-01-30,3.4666
2022-01-31,3.47214
2022-02-01,3.3337
2022-02-02,5.04485
2022-02-03,7.94661
2022-02-04,6.73385
2022-02-05,5.48233
2022-02-06,6.55111
2022-02-07,11.09203
2022-02-08,9.43072
2022-02-09,8.89356
2022-02-10,8.83818
2022-02-11,9.43072
2022-02-12,12.18296
2022-02-13,34.81005
2022-02-14,12.03898
2022-02-15,7.39284
2022-02-16,6.6231
2022-02-17,5.47125
2022-02-18,5.41034
2022-02-19,4.10344
2022-02-20,4.29726
2022-02-21,7.39284
2022-02-22,6.5788
2022-02-23,6.41267
2022-02-24,6.36283
2022-02-25,5.38819
2022-02-26,4.11451
2022-02-27,4.60737
2022-02-28,6.38498
2022-03-01,6.37944
2022-03-02,11.83409
2022-03-03,23.41344
2022-03-04,8.72743
2022-03-05,5.11684
2022-03-06,5.57093
2022-03-07,9.64669
2022-03-08,9.38088
2022-03-09,9.53593
2022-03-10,20.52829
2022-03-11,9.29228
2022-03-12,5.98072
2022-03-13,6.10255
2022-03-14,10.03987
2022-03-15,9.75191
2022-03-16,9.6633
2022-03-17,7.27101
2022-03-18,5.69276
2022-03-19,3.72134
2022-03-20,4.44678
2022-03-21,6.60095
2022-03-22,6.94982
2022-03-23,7.19348
2022-03-24,6.08594
2022-03-25,5.16668
2022-03-26,4.10344
2022-03-27,4.09236
2022-03-28,6.99413
2022-03-29,6.92767
2022-03-30,6.6674
2022-03-31,6.14132
2022-04-01,5.63185
2022-04-02,4.02591
2022-04-03,5.13345
2022-04-04,9.99003
2022-04-05,8.76066
2022-04-06,8.69974
2022-04-07,7.5479
2022-04-08,8.94894
2022-04-09,9.26459
2022-04-10,30.44633
2022-04-11,11.77871
2022-04-12,7.02735
2022-04-13,6.83907
2022-04-14,5.93642
2022-04-15,5.41034
2022-04-16,3.54413
2022-04-17,4.07021
2022-04-18,6.35729
2022-04-19,6.40713
2022-04-20,6.34621
2022-04-21,6.01949
2022-04-22,5.57647
2022-04-23,3.20079
2022-04-24,4.26403
2022-04-25,7.43714
2022-04-26,8.6942
2022-04-27,19.51489
2022-04-28,8.18473
2022-04-29,5.84782
2022-04-30,4.04806
2022-05-01,5.39373
2022-05-02,15.57204
2022-05-03,21.39218
2022-05-04,7.84693
2022-05-05,4.9341
2022-05-06,5.97519
2022-05-07,4.18651
2022-05-08,5.14453
2022-05-09,10.57149
2022-05-10,6.68401
2022-05-11,5.64292
2022-05-12,5.23313
2022-05-13,4.7292
2022-05-14,2.96267
2022-05-15,3.73795
2022-05-16,6.93321
2022-05-17,6.40713
2022-05-18,5.80352
2022-05-19,5.48787
2022-05-20,4.79012
2022-05-21,3.17864
2022-05-22,3.63273
2022-05-23,6.51788
2022-05-24,6.18562
2022-05-25,5.6983
2022-05-26,6.35729
2022-05-27,5.27743
2022-05-28,4.52431
2022-05-29,4.48
2022-05-30,9.09846
2022-05-31,7.87462
2022-06-01,5.55432
2022-06-02,9.14829
2022-06-03,11.65688
2022-06-04,29.49939
2022-06-05,7.24886
2022-06-06,4.7735
2022-06-07,8.00199
2022-06-08,6.61202
2022-06-09,5.75922
2022-06-10,5.48787
2022-06-11,4.16989
2022-06-12,4.02591
2022-06-13,7.19348
2022-06-14,6.95536
2022-06-15,5.88104
2022-06-16,5.72045
2022-06-17,6.04718
2022-06-18,4.03145
2022-06-19,4.69597
2022-06-20,8.24011
2022-06-21,7.69188
2022-06-22,9.89589
2022-06-23,17.42164
2022-06-24,7.33746
2022-06-25,4.19204
2022-06-26,5.08361
2022-06-27,8.40624
2022-06-28,8.1792
2022-06-29,7.88016
2022-06-30,7.17133
2022-07-01,6.70063
2022-07-02,4.62952
2022-07-03,5.10577
2022-07-04,10.03987
2022-07-05,17.034
2022-07-06,26.5644
2022-07-07,10.48842
2022-07-08,7.81371
2022-07-09,4.73474
2022-07-10,5.7426
2022-07-11,9.79067
2022-07-12,10.39428
2022-07-13,6.82799
2022-07-14,5.76475
2022-07-15,5.23867
2022-07-16,3.32816
2022-07-17,4.04252
2022-07-18,6.95536
2022-07-19,6.75047
2022-07-20,6.33514
2022-07-21,5.93642
2022-07-22,4.76243
2022-07-23,3.70472
2022-07-24,4.22527
2022-07-25,7.7694
2022-07-26,6.74493
2022-07-27,6.39605
2022-07-28,6.25207
2022-07-29,5.0227
2022-07-30,5.6983
2022-07-31,6.5788
2022-08-01,12.47646
2022-08-02,9.01539
2022-08-03,8.76066
2022-08-04,8.81603
2022-08-05,12.58721
2022-08-06,31.19393
2022-08-07,8.16258
2022-08-08,8.28995
2022-08-09,6.49019
2022-08-10,6.05271
2022-08-11,6.09148
2022-08-12,4.6849
2022-08-13,2.91837
2022-08-14,3.13434
2022-08-15,4.06468
2022-08-16,6.06933
2022-08-17,5.7869
2022-08-18,5.5654
2022-08-19,5.49341
2022-08-20,4.15328
2022-08-21,3.90962
2022-08-22,7.66419
2022-08-23,7.74172
2022-08-24,9.09292
2022-08-25,18.79499
2022-08-26,6.88337
2022-08-27,4.20866
2022-08-28,4.62952
2022-08-29,9.92357
2022-08-30,15.37822
2022-08-31,22.90951
2022-09-01,11.65134
2022-09-02,7.60327
2022-09-03,4.38586
2022-09-04,5.13345
2022-09-05,8.95448
2022-09-06,9.13168
2022-09-07,6.20223
2022-09-08,4.40801
2022-09-09,2.41998
2022-09-10,2.17078
2022-09-11,2.51412
2022-09-12,3.6715
2022-09-13,7.07719
2022-09-14,6.88337
2022-09-15,6.58987
2022-09-16,5.26636
2022-09-17,3.52752
2022-09-18,3.80994
2022-09-19,7.6808
2022-09-20,7.32639
2022-09-21,6.49573
2022-09-22,6.15239
2022-09-23,5.04485
2022-09-24,4.09236
2022-09-25,5.7426
2022-09-26,12.11651
2022-09-27,8.83265
2022-09-28,9.00985
2022-09-29,8.12382
2022-09-30,7.95769
2022-10-01,8.22903
2022-10-02,26.33735
2022-10-03,7.40392
2022-10-04,7.97984
2022-10-05,6.21331
2022-10-06,5.68723
2022-10-07,4.15328
2022-10-08,2.47535
2022-10-09,2.56949
2022-10-10,3.56074
2022-10-11,6.42374
2022-10-12,5.72045
2022-10-13,5.3162
2022-10-14,4.51323
2022-10-15,3.31708
2022-10-16,3.26724
2022-10-17,5.54324
2022-10-18,5.97519
2022-10-19,7.28762
2022-10-20,17.17798
2022-10-21,6.06379
2022-10-22,3.36692
2022-10-23,4.01484
2022-10-24,7.64204
2022-10-25,6.65632
2022-10-26,5.96965
2022-10-27,5.7869
2022-10-28,4.99501
2022-10-29,3.27278
2022-10-30,3.28386
2022-10-31,8.42839
2022-11-01,14.7137
2022-11-02,19.08295
2022-11-03,9.87374
2022-11-04,6.92213
2022-11-05,3.77671
2022-11-06,4.95625
2022-11-07,9.66884
2022-11-08,9.34765
2022-11-09,5.82567
2022-11-10,5.13899
2022-11-11,3.94285
2022-11-12,2.9959
2022-11-13,3.22294
2022-11-14,6.04164
2022-11-15,5.84782
2022-11-16,5.43249
2022-11-17,4.92302
2022-11-18,4.54646
2022-11-19,3.41676
2022-11-20,3.42784
2022-11-21,6.44035
2022-11-22,6.67848
2022-11-23,6.15239
2022-11-24,5.37158
2022-11-25,5.37158
2022-11-26,4.66275
2022-11-27,5.48787
2022-11-28,11.76209
2022-11-29,9.11507
2022-11-30,8.52253
2022-12-01,8.78834
2022-12-02,10.99789
2022-12-03,24.50437
2022-12-04,6.81692
2022-12-05,7.69188
2022-12-06,5.64846
2022-12-07,5.85889
2022-12-08,4.90641
2022-12-09,4.7735
2022-12-10,3.10665
2022-12-11,3.44445
2022-12-12,6.21331
2022-12-13,5.32174
2022-12-14,5.46018
2022-12-15,5.24975
2022-12-16,4.83442
2022-12-17,3.41676
2022-12-18,3.66596
2022-12-19,6.5788
2022-12-20,5.95857
2022-12-21,8.96001
2022-12-22,19.86931
2022-12-23,5.69276
2022-12-24,3.61058
2022-12-25,3.31155
2022-12-26,7.14364
2022-12-27,6.25761
2022-12-28,5.85336
2022-12-29,6.34068
2022-12-30,5.12238
2022-12-31,3.67704
2023-01-01,4.96178
2023-01-02,11.05881
2023-01-03,9.8239
2023-01-04,14.15439
2023-01-05,21.50847
2023-01-06,9.12614
2023-01-07,5.45464
2023-01-08,6.07486
2023-01-09,9.72975
2023-01-10,10.44966
2023-01-11,10.80961
2023-01-12,6.41267
2023-01-13,4.94517
2023-01-14,3.8487
2023-01-15,4.19204
2023-01-16,7.06058
2023-01-17,6.25207
2023-01-18,5.68169
2023-01-19,4.78458
2023-01-20,3.63827
2023-01-21,2.57503
2023-01-22,2.51412
2023-01-23,3.04574
2023-01-24,4.4357
2023-01-25,6.74493
2023-01-26,5.91427
2023-01-27,5.54878
2023-01-28,4.06468
2023-01-29,4.76243
2023-01-30,8.04075
2023-01-31,6.97751
2023-02-01,7.05504
2023-02-02,6.94429
2023-02-03,6.73385
2023-02-04,4.9341
2023-02-05,6.44035
2023-02-06,13.25728
2023-02-07,9.2369
2023-02-08,9.11507
2023-02-09,8.89356
2023-02-10,8.64436
2023-02-11,9.9125
2023-02-12,34.28951
2023-02-13,11.54612
2023-02-14,7.2987
2023-02-15,6.74493
2023-02-16,6.40159
2023-02-17,4.66829
2023-02-18,3.93731
2023-02-19,3.82102
2023-02-20,6.9166
2023-02-21,5.91427
2023-02-22,5.9475
2023-02-23,5.70938
2023-02-24,5.60416
2023-02-25,3.71026
2023-02-26,4.02037
2023-02-27,6.04718
2023-02-28,5.05593
2023-03-01,7.45929
2023-03-02,17.54347
2023-03-03,7.01074
2023-03-04,4.46339
2023-03-05,5.1556
2023-03-06,9.02093
2023-03-07,7.33746
2023-03-08,11.3523
2023-03-09,16.41377
2023-03-10,6.64525
2023-03-11,3.72134
2023-03-12,5.75368
2023-03-13,8.88802
2023-03-14,8.13489
2023-03-15,8.97663
2023-03-16,5.47679
2023-03-17,4.8178
2023-03-18,3.45553
2023-03-19,3.46106
2023-03-20,6.72278
2023-03-21,6.13578
2023-03-22,5.3605
2023-03-23,5.87551
2023-03-24,4.44678
2023-03-25,3.16203
2023-03-26,3.52752
2023-03-27,5.82013
2023-03-28,6.00287
2023-03-29,5.85336
2023-03-30,5.84228
2023-03-31,4.80119
2023-04-01,3.61612
2023-04-02,4.38033
2023-04-03,10.14508
2023-04-04,8.22903
2023-04-05,6.99413
2023-04-06,7.85801
2023-04-07,8.08505
2023-04-08,9.14829
2023-04-09,30.08638
2023-04-10,12.33802
2023-04-11,6.66186
2023-04-12,6.29637
2023-04-13,5.49341
2023-04-14,4.33049
2023-04-15,2.9516
2023-04-16,3.21741
2023-04-17,6.50127
2023-04-18,5.54324
2023-04-19,5.38819
2023-04-20,5.28297
2023-04-21,3.95946
2023-04-22,2.80208
2023-04-23,2.84638
2023-04-24,5.21652
2023-04-25,5.70938
2023-04-26,7.80263
2023-04-27,13.4068
2023-04-28,5.50448
2023-04-29,3.21741
2023-04-30,3.57182
2023-05-01,4.66829
2023-05-02,10.46073
2023-05-03,12.38786
2023-05-04,6.92213
2023-05-05,3.6272
2023-05-06,3.23402
2023-05-07,3.49429
2023-05-08,7.83586
2023-05-09,7.93554
2023-05-10,4.83996
2023-05-11,4.41909
2023-05-12,3.76564
2023-05-13,2.48089
2023-05-14,2.94052
2023-05-15,5.22206
2023-05-16,5.10577
2023-05-17,4.75689
2023-05-18,4.46893
2023-05-19,3.88747
2023-05-20,2.51965
2023-05-21,2.72455
2023-05-22,5.91981
2023-05-23,5.52109
2023-05-24,5.21098
2023-05-25,4.70705
2023-05-26,5.04485
2023-05-27,4.62952
2023-05-28,3.66042
