date,의정부롯데캐슬
2020-07-09,42.62734
2020-07-10,33.98123
2020-07-11,30.36193
2020-07-12,28.15013
2020-07-13,33.51206
2020-07-14,31.09919
2020-07-15,36.32707
2020-07-16,33.9142
2020-07-17,32.64075
2020-07-18,29.69168
2020-07-19,27.54691
2020-07-20,29.15549
2020-07-21,32.70777
2020-07-22,31.23324
2020-07-23,28.3512
2020-07-24,25.80428
2020-07-25,25.46916
2020-07-26,21.64879
2020-07-27,28.41823
2020-07-28,26.00536
2020-07-29,25.46916
2020-07-30,26.20643
2020-07-31,25.67024
2020-08-01,22.92225
2020-08-02,22.98927
2020-08-03,27.61394
2020-08-04,23.0563
2020-08-05,25.13404
2020-08-06,22.25201
2020-08-07,22.18498
2020-08-08,29.15549
2020-08-09,23.12332
2020-08-10,28.48525
2020-08-11,29.75871
2020-08-12,30.76407
2020-08-13,35.45576
2020-08-14,29.15549
2020-08-15,23.59249
2020-08-16,24.12868
2020-08-17,25.13404
2020-08-18,28.95442
2020-08-19,27.61394
2020-08-20,23.12332
2020-08-21,26.00536
2020-08-22,25.20107
2020-08-23,14.94638
2020-08-24,29.35656
2020-08-25,24.26273
2020-08-26,26.07238
2020-08-27,21.31367
2020-08-28,20.97855
2020-08-29,18.23056
2020-08-30,22.98927
2020-08-31,26.80965
2020-09-01,26.20643
2020-09-02,24.39678
2020-09-03,24.19571
2020-09-04,23.72654
2020-09-05,20.17426
2020-09-06,14.67828
2020-09-07,29.75871
2020-09-08,26.20643
2020-09-09,24.4638
2020-09-10,19.63806
2020-09-11,19.97319
2020-09-12,18.49865
2020-09-13,24.59785
2020-09-14,25.46916
2020-09-15,23.92761
2020-09-16,20.77747
2020-09-17,21.04557
2020-09-18,19.36997
2020-09-19,19.50402
2020-09-20,15.14745
2020-09-21,26.47453
2020-09-22,24.59785
2020-09-23,28.3512
2020-09-24,22.92225
2020-09-25,20.91152
2020-09-26,19.63806
2020-09-27,23.79356
2020-09-28,27.14477
2020-09-29,23.25737
2020-09-30,27.81501
2020-10-01,22.98927
2020-10-02,27.68096
2020-10-03,34.91957
2020-10-04,42.49329
2020-10-05,42.69436
2020-10-06,35.99195
2020-10-07,32.77479
2020-10-08,29.95978
2020-10-09,32.77479
2020-10-10,32.64075
2020-10-11,31.76943
2020-10-12,34.78552
2020-10-13,32.17158
2020-10-14,33.04289
2020-10-15,31.76943
2020-10-16,30.563
2020-10-17,28.28418
2020-10-18,32.17158
2020-10-19,36.05898
2020-10-20,30.36193
2020-10-21,28.88739
2020-10-22,28.75335
2020-10-23,26.74262
2020-10-24,22.38605
2020-10-25,29.28954
2020-10-26,34.1823
2020-10-27,30.89812
2020-10-28,30.0268
2020-10-29,26.27345
2020-10-30,23.99463
2020-10-31,25.40214
2020-11-01,24.39678
2020-11-02,34.78552
2020-11-03,28.75335
2020-11-04,23.72654
2020-11-05,30.76407
2020-11-06,28.95442
2020-11-07,30.0268
2020-11-08,26.27345
2020-11-09,31.09919
2020-11-10,30.2949
2020-11-11,29.42359
2020-11-12,34.38337
2020-11-13,30.42895
2020-11-14,28.88739
2020-11-15,31.76943
2020-11-16,39.7453
2020-11-17,29.55764
2020-11-18,30.22788
2020-11-19,30.83109
2020-11-20,32.17158
2020-11-21,30.42895
2020-11-22,28.75335
2020-11-23,26.07238
2020-11-24,23.92761
2020-11-25,29.95978
2020-11-26,32.43967
2020-11-27,29.22252
2020-11-28,23.19034
2020-11-29,26.13941
2020-11-30,32.84182
2020-12-01,27.47989
2020-12-02,29.28954
2020-12-03,31.23324
2020-12-04,26.27345
2020-12-05,27.27882
2020-12-06,27.41286
2020-12-07,33.71313
2020-12-08,28.3512
2020-12-09,31.36729
2020-12-10,32.43967
2020-12-11,32.17158
2020-12-12,28.82037
2020-12-13,26.27345
2020-12-14,33.64611
2020-12-15,33.51206
2020-12-16,33.71313
2020-12-17,31.09919
2020-12-18,31.03217
2020-12-19,35.99195
2020-12-20,25.73726
2020-12-21,28.3512
2020-12-22,34.58445
2020-12-23,34.85254
2020-12-24,35.58981
2020-12-25,32.90884
2020-12-26,33.44504
2020-12-27,35.52278
2020-12-28,38.27077
2020-12-29,36.99731
2020-12-30,36.26005
2020-12-31,30.2949
2021-01-01,32.30563
2021-01-02,36.46112
2021-01-03,33.71313
2021-01-04,32.77479
2021-01-05,31.36729
2021-01-06,31.83646
2021-01-07,31.76943
2021-01-08,35.72386
2021-01-09,33.71313
2021-01-10,30.42895
2021-01-11,43.76675
2021-01-12,33.31099
2021-01-13,44.57104
2021-01-14,41.75603
2021-01-15,34.51742
2021-01-16,28.6193
2021-01-17,27.94906
2021-01-18,37.86863
2021-01-19,35.58981
2021-01-20,34.98659
2021-01-21,39.07506
2021-01-22,38.0697
2021-01-23,37.60053
2021-01-24,35.72386
2021-01-25,32.90884
2021-01-26,40.95174
2021-01-27,40.21447
2021-01-28,45.5764
2021-01-29,38.94101
2021-01-30,38.13672
2021-01-31,33.84718
2021-02-01,30.96514
2021-02-02,41.08579
2021-02-03,36.126
2021-02-04,35.52278
2021-02-05,38.27077
2021-02-06,35.72386
2021-02-07,33.9142
2021-02-08,36.19302
2021-02-09,38.20375
2021-02-10,36.72922
2021-02-11,38.13672
2021-02-12,35.38873
2021-02-13,29.82573
2021-02-14,28.95442
2021-02-15,36.19302
2021-02-16,32.37265
2021-02-17,31.9705
2021-02-18,32.37265
2021-02-19,31.09919
2021-02-20,29.22252
2021-02-21,32.37265
2021-02-22,33.71313
2021-02-23,32.17158
2021-02-24,29.02144
2021-02-25,32.2386
2021-02-26,27.47989
2021-02-27,26.34048
2021-02-28,28.95442
2021-03-01,29.28954
2021-03-02,31.50134
2021-03-03,28.82037
2021-03-04,27.14477
2021-03-05,25.06702
2021-03-06,26.34048
2021-03-07,25.53619
2021-03-08,26.4075
2021-03-09,32.43967
2021-03-10,27.34584
2021-03-11,27.54691
2021-03-12,25.93833
2021-03-13,21.17962
2021-03-14,27.27882
2021-03-15,33.37801
2021-03-16,37.39946
2021-03-17,35.52278
2021-03-18,31.63538
2021-03-19,28.55227
2021-03-20,24.26273
2021-03-21,28.28418
2021-03-22,31.90348
2021-03-23,30.96514
2021-03-24,31.09919
2021-03-25,29.08847
2021-03-26,26.20643
2021-03-27,29.55764
2021-03-28,25.0
2021-03-29,31.03217
2021-03-30,27.14477
2021-03-31,26.47453
2021-04-01,26.20643
2021-04-02,23.79356
2021-04-03,22.72117
2021-04-04,23.92761
2021-04-05,26.80965
2021-04-06,30.42895
2021-04-07,27.81501
2021-04-08,21.98391
2021-04-09,24.59785
2021-04-10,23.0563
2021-04-11,18.96782
2021-04-12,23.19034
2021-04-13,26.60857
2021-04-14,25.46916
2021-04-15,26.4075
2021-04-16,27.01072
2021-04-17,22.25201
2021-04-18,27.21179
2021-04-19,23.52546
2021-04-20,27.27882
2021-04-21,26.00536
2021-04-22,25.73726
2021-04-23,18.96782
2021-04-24,21.64879
2021-04-25,20.71045
2021-04-26,21.24664
2021-04-27,24.79892
2021-04-28,21.58176
2021-04-29,20.64343
2021-04-30,19.57104
2021-05-01,21.24664
2021-05-02,18.09651
2021-05-03,20.30831
2021-05-04,19.90616
2021-05-05,16.48793
2021-05-06,12.13136
2021-05-07,17.29222
2021-05-08,27.88203
2021-05-09,25.53619
2021-05-10,23.79356
2021-05-11,22.92225
2021-05-12,19.36997
2021-05-13,23.92761
2021-05-14,22.92225
2021-05-15,23.52546
2021-05-16,22.38605
2021-05-17,24.26273
2021-05-18,22.7882
2021-05-19,23.32439
2021-05-20,27.88203
2021-05-21,25.0
2021-05-22,21.84986
2021-05-23,17.2252
2021-05-24,24.86595
2021-05-25,23.32439
2021-05-26,22.31903
2021-05-27,18.96782
2021-05-28,19.97319
2021-05-29,21.38069
2021-05-30,13.27077
2021-05-31,21.44772
2021-06-01,24.66487
2021-06-02,20.71045
2021-06-03,24.12868
2021-06-04,22.11796
2021-06-05,33.57908
2021-06-06,22.58713
2021-06-07,23.59249
2021-06-08,22.38605
2021-06-09,22.31903
2021-06-10,22.85522
2021-06-11,25.40214
2021-06-12,21.31367
2021-06-13,19.63806
2021-06-14,21.64879
2021-06-15,22.92225
2021-06-16,21.24664
2021-06-17,22.38605
2021-06-18,30.42895
2021-06-19,25.80428
2021-06-20,21.38069
2021-06-21,26.47453
2021-06-22,26.54155
2021-06-23,24.7319
2021-06-24,26.13941
2021-06-25,25.60321
2021-06-26,22.11796
2021-06-27,23.25737
2021-06-28,31.76943
2021-06-29,24.66487
2021-06-30,25.33512
2021-07-01,24.59785
2021-07-02,20.24128
2021-07-03,21.98391
2021-07-04,17.62734
2021-07-05,25.87131
2021-07-06,23.65951
2021-07-07,22.25201
2021-07-08,20.8445
2021-07-09,20.17426
2021-07-10,17.56032
2021-07-11,22.25201
2021-07-12,23.59249
2021-07-13,22.05093
2021-07-14,27.88203
2021-07-15,24.53083
2021-07-16,28.0831
2021-07-17,23.92761
2021-07-18,23.32439
2021-07-19,22.7882
2021-07-20,25.20107
2021-07-21,29.89276
2021-07-22,28.6193
2021-07-23,28.82037
2021-07-24,24.79892
2021-07-25,22.38605
2021-07-26,24.53083
2021-07-27,24.19571
2021-07-28,25.40214
2021-07-29,25.73726
2021-07-30,23.12332
2021-07-31,20.17426
2021-08-01,21.71581
2021-08-02,25.93833
2021-08-03,22.85522
2021-08-04,22.85522
2021-08-05,25.67024
2021-08-06,24.86595
2021-08-07,30.63002
2021-08-08,25.0
2021-08-09,26.74262
2021-08-10,24.59785
2021-08-11,26.60857
2021-08-12,29.69168
2021-08-13,25.60321
2021-08-14,20.64343
2021-08-15,24.19571
2021-08-16,27.07774
2021-08-17,33.31099
2021-08-18,30.22788
2021-08-19,31.16621
2021-08-20,25.40214
2021-08-21,24.59785
2021-08-22,22.31903
2021-08-23,26.80965
2021-08-24,26.87667
2021-08-25,29.89276
2021-08-26,30.0268
2021-08-27,26.4075
2021-08-28,27.01072
2021-08-29,28.21715
2021-08-30,31.23324
2021-08-31,30.63002
2021-09-01,32.10455
2021-09-02,29.75871
2021-09-03,25.46916
2021-09-04,30.2949
2021-09-05,28.88739
2021-09-06,31.90348
2021-09-07,27.07774
2021-09-08,28.48525
2021-09-09,29.28954
2021-09-10,28.82037
2021-09-11,28.41823
2021-09-12,24.86595
2021-09-13,28.68632
2021-09-14,28.28418
2021-09-15,29.69168
2021-09-16,31.23324
2021-09-17,22.25201
2021-09-18,24.12868
2021-09-19,22.92225
2021-09-20,19.63806
2021-09-21,21.84986
2021-09-22,25.06702
2021-09-23,29.82573
2021-09-24,28.75335
2021-09-25,30.42895
2021-09-26,26.94369
2021-09-27,33.31099
2021-09-28,27.88203
2021-09-29,27.27882
2021-09-30,29.42359
2021-10-01,29.89276
2021-10-02,23.19034
2021-10-03,23.39142
2021-10-04,28.3512
2021-10-05,31.09919
2021-10-06,28.3512
2021-10-07,31.43431
2021-10-08,27.94906
2021-10-09,30.42895
2021-10-10,25.60321
2021-10-11,27.27882
2021-10-12,27.01072
2021-10-13,29.35656
2021-10-14,25.06702
2021-10-15,25.0
2021-10-16,21.04557
2021-10-17,19.36997
2021-10-18,24.12868
2021-10-19,23.59249
2021-10-20,19.1689
2021-10-21,19.97319
2021-10-22,21.24664
2021-10-23,21.98391
2021-10-24,17.15817
2021-10-25,20.17426
2021-10-26,22.98927
2021-10-27,22.5201
2021-10-28,21.78284
2021-10-29,20.71045
2021-10-30,20.30831
2021-10-31,19.97319
2021-11-01,24.12868
2021-11-02,22.5201
2021-11-03,24.19571
2021-11-04,24.26273
2021-11-05,20.71045
2021-11-06,20.30831
2021-11-07,17.29222
2021-11-08,21.84986
2021-11-09,18.9008
2021-11-10,25.0
2021-11-11,22.31903
2021-11-12,23.0563
2021-11-13,23.39142
2021-11-14,16.9571
2021-11-15,25.73726
2021-11-16,24.7319
2021-11-17,18.36461
2021-11-18,22.72117
2021-11-19,21.38069
2021-11-20,19.36997
2021-11-21,18.23056
2021-11-22,22.92225
2021-11-23,22.58713
2021-11-24,22.98927
2021-11-25,21.98391
2021-11-26,21.78284
2021-11-27,19.10187
2021-11-28,18.02949
2021-11-29,21.91689
2021-11-30,18.02949
2021-12-01,17.56032
2021-12-02,17.82841
2021-12-03,17.09115
2021-12-04,16.15281
2021-12-05,18.16353
2021-12-06,23.0563
2021-12-07,20.64343
2021-12-08,21.24664
2021-12-09,18.09651
2021-12-10,16.42091
2021-12-11,19.83914
2021-12-12,17.09115
2021-12-13,20.50938
2021-12-14,19.1689
2021-12-15,18.29758
2021-12-16,21.64879
2021-12-17,21.38069
2021-12-18,21.24664
2021-12-19,21.58176
2021-12-20,21.51474
2021-12-21,20.04021
2021-12-22,18.16353
2021-12-23,20.10723
2021-12-24,18.09651
2021-12-25,15.2815
2021-12-26,19.77211
2021-12-27,20.64343
2021-12-28,19.03485
2021-12-29,20.71045
2021-12-30,20.91152
2021-12-31,18.43163
2022-01-01,16.21983
2022-01-02,18.56568
2022-01-03,20.17426
2022-01-04,20.91152
2022-01-05,22.92225
2022-01-06,29.35656
2022-01-07,25.40214
2022-01-08,18.83378
2022-01-09,20.8445
2022-01-10,23.59249
2022-01-11,20.77747
2022-01-12,21.64879
2022-01-13,23.12332
2022-01-14,23.99463
2022-01-15,18.49865
2022-01-16,21.64879
2022-01-17,22.11796
2022-01-18,19.70509
2022-01-19,19.77211
2022-01-20,20.97855
2022-01-21,23.79356
2022-01-22,18.83378
2022-01-23,19.10187
2022-01-24,24.12868
2022-01-25,20.91152
2022-01-26,19.23592
2022-01-27,20.24128
2022-01-28,17.49329
2022-01-29,22.58713
2022-01-30,19.10187
2022-01-31,18.76675
2022-02-01,17.35924
2022-02-02,18.83378
2022-02-03,21.64879
2022-02-04,21.38069
2022-02-05,22.31903
2022-02-06,22.11796
2022-02-07,22.18498
2022-02-08,20.30831
2022-02-09,18.69973
2022-02-10,20.77747
2022-02-11,21.84986
2022-02-12,16.35388
2022-02-13,21.38069
2022-02-14,21.31367
2022-02-15,21.64879
2022-02-16,20.50938
2022-02-17,21.38069
2022-02-18,19.23592
2022-02-19,18.6327
2022-02-20,20.30831
2022-02-21,17.42627
2022-02-22,19.23592
2022-02-23,17.02412
2022-02-24,16.82305
2022-02-25,14.81233
2022-02-26,15.68364
2022-02-27,13.73994
2022-02-28,16.08579
2022-03-01,14.94638
2022-03-02,15.54959
2022-03-03,14.61126
2022-03-04,14.47721
2022-03-05,13.94101
2022-03-06,14.07506
2022-03-07,13.27077
2022-03-08,16.08579
2022-03-09,12.53351
2022-03-10,14.81233
2022-03-11,15.41554
2022-03-12,14.67828
2022-03-13,16.55495
2022-03-14,18.09651
2022-03-15,17.96246
2022-03-16,19.70509
2022-03-17,19.10187
2022-03-18,17.89544
2022-03-19,15.14745
2022-03-20,15.48257
2022-03-21,18.69973
2022-03-22,19.43699
2022-03-23,21.31367
2022-03-24,18.6327
2022-03-25,16.42091
2022-03-26,15.61662
2022-03-27,16.9571
2022-03-28,22.05093
2022-03-29,18.56568
2022-03-30,15.48257
2022-03-31,18.43163
2022-04-01,16.15281
2022-04-02,13.3378
2022-04-03,16.75603
2022-04-04,17.15817
2022-04-05,19.43699
2022-04-06,17.82841
2022-04-07,20.37533
2022-04-08,15.95174
2022-04-09,16.75603
2022-04-10,15.48257
2022-04-11,19.36997
2022-04-12,17.02412
2022-04-13,19.1689
2022-04-14,14.20911
2022-04-15,15.68364
2022-04-16,15.48257
2022-04-17,13.94101
2022-04-18,20.5764
2022-04-19,19.1689
2022-04-20,21.64879
2022-04-21,17.76139
2022-04-22,17.49329
2022-04-23,18.09651
2022-04-24,18.02949
2022-04-25,22.38605
2022-04-26,21.78284
2022-04-27,19.23592
2022-04-28,17.76139
2022-04-29,17.35924
2022-04-30,17.09115
2022-05-01,17.56032
2022-05-02,19.36997
2022-05-03,18.83378
2022-05-04,20.77747
2022-05-05,19.57104
2022-05-06,19.77211
2022-05-07,14.94638
2022-05-08,20.50938
2022-05-09,20.44235
2022-05-10,19.57104
2022-05-11,21.04557
2022-05-12,17.15817
2022-05-13,17.62734
2022-05-14,12.39946
2022-05-15,16.48793
2022-05-16,17.09115
2022-05-17,16.9571
2022-05-18,16.689
2022-05-19,16.21983
2022-05-20,15.48257
2022-05-21,12.60053
2022-05-22,13.67292
2022-05-23,17.62734
2022-05-24,15.68364
2022-05-25,14.7453
2022-05-26,19.63806
2022-05-27,18.02949
2022-05-28,16.01876
2022-05-29,15.88471
2022-05-30,18.36461
2022-05-31,17.62734
2022-06-01,19.23592
2022-06-02,17.02412
2022-06-03,17.09115
2022-06-04,20.30831
2022-06-05,19.03485
2022-06-06,23.25737
2022-06-07,19.70509
2022-06-08,18.43163
2022-06-09,20.91152
2022-06-10,17.96246
2022-06-11,14.7453
2022-06-12,19.23592
2022-06-13,20.5764
2022-06-14,20.77747
2022-06-15,16.35388
2022-06-16,21.98391
2022-06-17,20.17426
2022-06-18,16.35388
2022-06-19,15.54959
2022-06-20,18.23056
2022-06-21,18.16353
2022-06-22,16.15281
2022-06-23,17.76139
2022-06-24,15.2815
2022-06-25,14.14209
2022-06-26,16.21983
2022-06-27,16.82305
2022-06-28,17.15817
2022-06-29,17.69436
2022-06-30,16.01876
2022-07-01,15.88471
2022-07-02,14.67828
2022-07-03,12.93565
2022-07-04,17.62734
2022-07-05,18.02949
2022-07-06,16.55495
2022-07-07,17.56032
2022-07-08,15.48257
2022-07-09,16.42091
2022-07-10,18.36461
2022-07-11,21.91689
2022-07-12,20.30831
2022-07-13,21.31367
2022-07-14,21.71581
2022-07-15,21.51474
2022-07-16,19.10187
2022-07-17,19.30294
2022-07-18,19.97319
2022-07-19,17.35924
2022-07-20,17.02412
2022-07-21,16.42091
2022-07-22,18.02949
2022-07-23,16.55495
2022-07-24,18.09651
2022-07-25,21.91689
2022-07-26,21.44772
2022-07-27,17.2252
2022-07-28,19.03485
2022-07-29,16.82305
2022-07-30,15.68364
2022-07-31,15.34852
2022-08-01,19.57104
2022-08-02,18.36461
2022-08-03,18.09651
2022-08-04,22.45308
2022-08-05,17.69436
2022-08-06,19.57104
2022-08-07,20.77747
2022-08-08,22.98927
2022-08-09,18.9008
2022-08-10,21.51474
2022-08-11,20.37533
2022-08-12,16.28686
2022-08-13,18.76675
2022-08-14,18.43163
2022-08-15,18.29758
2022-08-16,23.92761
2022-08-17,17.89544
2022-08-18,19.30294
2022-08-19,18.23056
2022-08-20,15.81769
2022-08-21,16.62198
2022-08-22,17.96246
2022-08-23,16.48793
2022-08-24,18.29758
2022-08-25,19.1689
2022-08-26,15.61662
2022-08-27,14.94638
2022-08-28,17.62734
2022-08-29,16.21983
2022-08-30,16.21983
2022-08-31,15.54959
2022-09-01,17.15817
2022-09-02,15.88471
2022-09-03,17.76139
2022-09-04,15.54959
2022-09-05,14.54423
2022-09-06,13.94101
2022-09-07,14.07506
2022-09-08,14.7453
2022-09-09,15.75067
2022-09-10,16.28686
2022-09-11,16.28686
2022-09-12,17.42627
2022-09-13,18.96782
2022-09-14,18.96782
2022-09-15,17.2252
2022-09-16,18.49865
2022-09-17,15.54959
2022-09-18,16.62198
2022-09-19,16.01876
2022-09-20,16.21983
2022-09-21,17.96246
2022-09-22,16.62198
2022-09-23,18.29758
2022-09-24,18.09651
2022-09-25,16.08579
2022-09-26,18.43163
2022-09-27,20.04021
2022-09-28,19.50402
2022-09-29,21.51474
2022-09-30,19.43699
2022-10-01,17.09115
2022-10-02,18.16353
2022-10-03,20.17426
2022-10-04,15.34852
2022-10-05,15.2815
2022-10-06,16.01876
2022-10-07,18.29758
2022-10-08,17.02412
2022-10-09,15.0134
2022-10-10,21.78284
2022-10-11,20.24128
2022-10-12,19.50402
2022-10-13,22.5201
2022-10-14,20.5764
2022-10-15,21.31367
2022-10-16,17.76139
2022-10-17,21.91689
2022-10-18,20.97855
2022-10-19,19.43699
2022-10-20,19.23592
2022-10-21,20.10723
2022-10-22,19.30294
2022-10-23,18.43163
2022-10-24,21.1126
2022-10-25,22.11796
2022-10-26,21.91689
2022-10-27,21.04557
2022-10-28,20.91152
2022-10-29,17.2252
2022-10-30,15.88471
2022-10-31,20.91152
2022-11-01,25.80428
2022-11-02,18.76675
2022-11-03,21.51474
2022-11-04,21.31367
2022-11-05,15.0134
2022-11-06,13.94101
2022-11-07,15.0134
2022-11-08,19.57104
2022-11-09,21.84986
2022-11-10,25.33512
2022-11-11,17.29222
2022-11-12,18.09651
2022-11-13,15.88471
2022-11-14,22.72117
2022-11-15,21.44772
2022-11-16,21.71581
2022-11-17,21.17962
2022-11-18,22.58713
2022-11-19,17.49329
2022-11-20,22.31903
2022-11-21,21.98391
2022-11-22,18.96782
2022-11-23,24.06166
2022-11-24,18.83378
2022-11-25,19.1689
2022-11-26,18.02949
2022-11-27,20.50938
2022-11-28,21.64879
2022-11-29,18.76675
2022-11-30,15.14745
2022-12-01,18.09651
2022-12-02,16.35388
2022-12-03,14.54423
2022-12-04,15.61662
2022-12-05,16.08579
2022-12-06,18.69973
2022-12-07,17.96246
2022-12-08,20.8445
2022-12-09,18.56568
2022-12-10,16.689
2022-12-11,15.41554
2022-12-12,14.87935
2022-12-13,17.76139
2022-12-14,22.72117
2022-12-15,20.30831
2022-12-16,21.58176
2022-12-17,19.83914
2022-12-18,17.69436
2022-12-19,18.56568
2022-12-20,19.43699
2022-12-21,19.43699
2022-12-22,18.9008
2022-12-23,18.16353
2022-12-24,15.88471
2022-12-25,17.42627
2022-12-26,21.51474
2022-12-27,21.17962
2022-12-28,19.30294
2022-12-29,19.77211
2022-12-30,18.36461
2022-12-31,15.61662
2023-01-01,19.36997
2023-01-02,24.53083
2023-01-03,20.77747
2023-01-04,25.93833
2023-01-05,22.7882
2023-01-06,19.30294
2023-01-07,16.9571
2023-01-08,19.57104
2023-01-09,19.70509
2023-01-10,23.19034
2023-01-11,20.77747
2023-01-12,16.21983
2023-01-13,17.15817
2023-01-14,18.96782
2023-01-15,16.48793
2023-01-16,21.04557
2023-01-17,17.89544
2023-01-18,20.17426
2023-01-19,20.97855
2023-01-20,17.89544
2023-01-21,16.75603
2023-01-22,20.37533
2023-01-23,19.97319
2023-01-24,17.82841
2023-01-25,25.13404
2023-01-26,26.74262
2023-01-27,23.99463
2023-01-28,21.44772
2023-01-29,23.12332
2023-01-30,29.55764
2023-01-31,23.19034
2023-02-01,22.38605
2023-02-02,21.17962
2023-02-03,21.84986
2023-02-04,20.5764
2023-02-05,19.70509
2023-02-06,25.13404
2023-02-07,24.26273
2023-02-08,22.5201
2023-02-09,21.64879
2023-02-10,25.20107
2023-02-11,22.98927
2023-02-12,25.20107
2023-02-13,24.32975
2023-02-14,21.1126
2023-02-15,21.1126
2023-02-16,19.30294
2023-02-17,18.29758
2023-02-18,21.58176
2023-02-19,18.23056
2023-02-20,20.50938
2023-02-21,21.44772
2023-02-22,23.45844
2023-02-23,17.76139
2023-02-24,19.1689
2023-02-25,22.85522
2023-02-26,23.39142
2023-02-27,22.65415
2023-02-28,22.45308
2023-03-01,20.10723
2023-03-02,21.58176
2023-03-03,17.96246
2023-03-04,17.96246
2023-03-05,17.09115
2023-03-06,17.02412
2023-03-07,18.56568
2023-03-08,15.54959
2023-03-09,15.41554
2023-03-10,17.96246
2023-03-11,15.14745
2023-03-12,16.21983
2023-03-13,19.90616
2023-03-14,19.83914
2023-03-15,19.1689
2023-03-16,20.91152
2023-03-17,18.69973
2023-03-18,16.01876
2023-03-19,18.36461
2023-03-20,18.43163
2023-03-21,17.49329
2023-03-22,19.50402
2023-03-23,17.82841
2023-03-24,19.50402
2023-03-25,22.65415
2023-03-26,27.47989
2023-03-27,23.72654
2023-03-28,21.71581
2023-03-29,20.77747
2023-03-30,18.56568
2023-03-31,17.15817
2023-04-01,20.04021
2023-04-02,20.64343
2023-04-03,18.83378
2023-04-04,18.49865
2023-04-05,16.28686
2023-04-06,16.35388
2023-04-07,17.76139
2023-04-08,18.56568
2023-04-09,15.0134
2023-04-10,15.75067
2023-04-11,19.90616
2023-04-12,18.9008
2023-04-13,18.6327
2023-04-14,18.43163
2023-04-15,19.57104
2023-04-16,18.09651
2023-04-17,24.06166
2023-04-18,19.90616
2023-04-19,19.10187
2023-04-20,15.75067
2023-04-21,17.96246
2023-04-22,22.85522
2023-04-23,17.42627
2023-04-24,23.0563
2023-04-25,21.58176
2023-04-26,17.96246
2023-04-27,19.23592
2023-04-28,18.76675
2023-04-29,17.89544
2023-04-30,100.0
2023-05-01,20.30831
2023-05-02,18.76675
2023-05-03,14.14209
2023-05-04,16.01876
2023-05-05,17.76139
2023-05-06,17.42627
2023-05-07,19.50402
2023-05-08,18.9008
2023-05-09,18.36461
2023-05-10,19.70509
2023-05-11,18.69973
2023-05-12,19.70509
2023-05-13,16.82305
2023-05-14,16.689
2023-05-15,17.69436
2023-05-16,20.10723
2023-05-17,15.61662
2023-05-18,20.37533
2023-05-19,18.96782
2023-05-20,19.23592
2023-05-21,15.81769
2023-05-22,19.23592
2023-05-23,18.02949
2023-05-24,20.91152
2023-05-25,19.1689
2023-05-26,14.94638
2023-05-27,14.34316
2023-05-28,14.54423
