date,두나무상장
2024-02-09,0.55444
2024-02-10,0.59294
2024-02-11,0.56984
2024-02-12,0.66995
2024-02-13,1.3938
2024-02-14,1.53241
2024-02-15,3.01093
2024-02-16,2.07916
2024-02-17,1.60172
2024-02-18,1.44771
2024-02-19,2.20237
2024-02-20,1.90204
2024-02-21,1.80194
2024-02-22,1.18589
2024-02-23,1.01647
2024-02-24,0.86246
2024-02-25,0.63144
2024-02-26,1.00877
2024-02-27,2.17156
2024-02-28,2.6182
2024-02-29,4.16602
2024-03-01,2.82612
2024-03-02,1.86354
2024-03-03,1.54012
2024-03-04,3.04943
2024-03-05,5.09009
2024-03-06,3.50377
2024-03-07,2.32558
2024-03-08,2.71831
2024-03-09,1.45541
2024-03-10,1.82504
2024-03-11,2.74141
2024-03-12,4.01971
2024-03-13,3.16494
2024-03-14,3.10334
2024-03-15,2.13306
2024-03-16,1.57862
2024-03-17,1.11658
2024-03-18,1.84814
2024-03-19,1.50931
2024-03-20,1.3784
