date,OKX
2022-06-03,5.99789
2022-06-04,3.29708
2022-06-05,2.98141
2022-06-06,3.85829
2022-06-07,5.40161
2022-06-08,6.27849
2022-06-09,5.36653
2022-06-10,4.48965
2022-06-11,3.92844
2022-06-12,4.91055
2022-06-13,5.68221
2022-06-14,5.89266
2022-06-15,6.06804
2022-06-16,5.57699
2022-06-17,4.94563
2022-06-18,3.19186
2022-06-19,3.36723
2022-06-20,3.82321
2022-06-21,4.9807
2022-06-22,4.62995
2022-06-23,5.68221
2022-06-24,4.5598
2022-06-25,2.73588
2022-06-26,1.92914
2022-06-27,4.38442
2022-06-28,4.73518
2022-06-29,3.47246
2022-06-30,3.96352
2022-07-01,3.19186
2022-07-02,1.78884
2022-07-03,1.99929
2022-07-04,3.15678
2022-07-05,3.15678
2022-07-06,4.13889
2022-07-07,3.99859
2022-07-08,3.40231
2022-07-09,1.36794
2022-07-10,1.47316
2022-07-11,4.52472
2022-07-12,3.61276
2022-07-13,2.94633
2022-07-14,3.22693
2022-07-15,3.78814
2022-07-16,2.52542
2022-07-17,2.8411
2022-07-18,4.38442
2022-07-19,4.8404
2022-07-20,5.57699
2022-07-21,3.26201
2022-07-22,3.78814
2022-07-23,2.38512
2022-07-24,2.63065
2022-07-25,4.4195
2022-07-26,4.52472
2022-07-27,3.43739
2022-07-28,3.78814
2022-07-29,3.68291
2022-07-30,1.64854
2022-07-31,1.99929
2022-08-01,3.50754
2022-08-02,3.92844
2022-08-03,2.91125
2022-08-04,3.26201
2022-08-05,4.2792
2022-08-06,2.59558
2022-08-07,3.64784
2022-08-08,4.45457
2022-08-09,4.91055
2022-08-10,5.08593
2022-08-11,3.92844
2022-08-12,3.85829
2022-08-13,2.94633
2022-08-14,2.94633
2022-08-15,2.87618
2022-08-16,4.48965
2022-08-17,4.24412
2022-08-18,5.22623
2022-08-19,5.50683
2022-08-20,3.36723
2022-08-21,3.99859
2022-08-22,7.08523
2022-08-23,4.8404
2022-08-24,5.61206
2022-08-25,7.05015
2022-08-26,4.73518
2022-08-27,3.96352
2022-08-28,3.78814
2022-08-29,4.34935
2022-08-30,5.47176
2022-08-31,4.03367
2022-09-01,6.45387
2022-09-02,5.54191
2022-09-03,3.08663
2022-09-04,3.01648
2022-09-05,9.1196
2022-09-06,5.36653
2022-09-07,4.06874
2022-09-08,4.34935
2022-09-09,3.22693
2022-09-10,2.45527
2022-09-11,3.71799
2022-09-12,4.87548
2022-09-13,7.82181
2022-09-14,6.80462
2022-09-15,5.75236
2022-09-16,7.1203
2022-09-17,4.31427
2022-09-18,4.06874
2022-09-19,5.75236
2022-09-20,5.15608
2022-09-21,4.5598
2022-09-22,5.26131
2022-09-23,6.76955
2022-09-24,3.75306
2022-09-25,4.06874
2022-09-26,5.08593
2022-09-27,5.96282
2022-09-28,4.94563
2022-09-29,6.31357
2022-09-30,4.2792
2022-10-01,2.63065
2022-10-02,3.50754
2022-10-03,3.54261
2022-10-04,4.73518
2022-10-05,6.48895
2022-10-06,3.68291
2022-10-07,3.96352
2022-10-08,2.66573
2022-10-09,2.91125
2022-10-10,2.35005
2022-10-11,4.7001
2022-10-12,4.5598
2022-10-13,5.85759
2022-10-14,5.75236
2022-10-15,2.73588
2022-10-16,2.73588
2022-10-17,4.8404
2022-10-18,12.20624
2022-10-19,7.15538
2022-10-20,4.38442
2022-10-21,3.71799
2022-10-22,3.54261
2022-10-23,2.66573
2022-10-24,4.45457
2022-10-25,4.45457
2022-10-26,4.38442
2022-10-27,4.8404
2022-10-28,5.36653
2022-10-29,2.98141
2022-10-30,2.91125
2022-10-31,4.2792
2022-11-01,4.03367
2022-11-02,5.75236
2022-11-03,5.54191
2022-11-04,5.26131
2022-11-05,2.87618
2022-11-06,4.2792
2022-11-07,25.21922
2022-11-08,21.99228
2022-11-09,37.49561
2022-11-10,29.35811
2022-11-11,23.21992
2022-11-12,17.04665
2022-11-13,13.57418
2022-11-14,14.90705
2022-11-15,12.41669
2022-11-16,11.99579
2022-11-17,10.45247
2022-11-18,9.36513
2022-11-19,5.82251
2022-11-20,6.13819
2022-11-21,9.01438
2022-11-22,7.57628
2022-11-23,6.4188
2022-11-24,11.82041
2022-11-25,12.45177
2022-11-26,6.10312
2022-11-27,5.71729
2022-11-28,7.61136
2022-11-29,7.96211
2022-11-30,7.47106
2022-12-01,7.08523
2022-12-02,5.68221
2022-12-03,3.19186
2022-12-04,4.24412
2022-12-05,6.8397
2022-12-06,5.57699
2022-12-07,10.31217
2022-12-08,23.36022
2022-12-09,9.15468
2022-12-10,4.38442
2022-12-11,3.22693
2022-12-12,10.66292
2022-12-13,10.34724
2022-12-14,7.43598
2022-12-15,7.99719
2022-12-16,9.54051
2022-12-17,7.01508
2022-12-18,44.40547
2022-12-19,20.16836
2022-12-20,6.76955
2022-12-21,6.06804
2022-12-22,5.40161
2022-12-23,7.01508
2022-12-24,3.43739
2022-12-25,3.40231
2022-12-26,4.9807
2022-12-27,4.59487
2022-12-28,3.99859
2022-12-29,3.85829
2022-12-30,3.29708
2022-12-31,2.20975
2023-01-01,1.92914
2023-01-02,3.47246
2023-01-03,3.26201
2023-01-04,2.94633
2023-01-05,4.52472
2023-01-06,3.08663
2023-01-07,3.26201
2023-01-08,1.85899
2023-01-09,5.29638
2023-01-10,6.31357
2023-01-11,3.82321
2023-01-12,3.96352
2023-01-13,4.17397
2023-01-14,3.78814
2023-01-15,4.48965
2023-01-16,5.85759
2023-01-17,10.06664
2023-01-18,5.64714
2023-01-19,4.59487
2023-01-20,3.29708
2023-01-21,3.15678
2023-01-22,2.73588
2023-01-23,2.35005
2023-01-24,3.26201
2023-01-25,3.68291
2023-01-26,4.13889
2023-01-27,3.01648
2023-01-28,3.61276
2023-01-29,2.63065
2023-01-30,4.45457
2023-01-31,3.75306
2023-02-01,4.17397
2023-02-02,5.01578
2023-02-03,5.43668
2023-02-04,3.61276
2023-02-05,4.80533
2023-02-06,7.75166
2023-02-07,8.34794
2023-02-08,17.95861
2023-02-09,13.46895
2023-02-10,8.31287
2023-02-11,4.94563
2023-02-12,7.47106
2023-02-13,7.68151
2023-02-14,6.80462
2023-02-15,6.8397
2023-02-16,8.31287
2023-02-17,6.98
2023-02-18,5.96282
2023-02-19,4.59487
2023-02-20,6.06804
2023-02-21,6.5591
2023-02-22,5.68221
2023-02-23,5.33146
2023-02-24,4.66502
2023-02-25,3.64784
2023-02-26,3.40231
2023-02-27,4.9807
2023-02-28,5.01578
2023-03-01,3.96352
2023-03-02,4.77025
2023-03-03,4.34935
2023-03-04,5.92774
2023-03-05,4.7001
2023-03-06,4.2792
2023-03-07,5.01578
2023-03-08,4.24412
2023-03-09,3.50754
2023-03-10,4.38442
2023-03-11,4.31427
2023-03-12,2.77095
2023-03-13,4.13889
2023-03-14,4.77025
2023-03-15,4.77025
2023-03-16,3.61276
2023-03-17,6.48895
2023-03-18,2.94633
2023-03-19,3.54261
2023-03-20,5.29638
2023-03-21,5.29638
2023-03-22,5.01578
2023-03-23,5.47176
2023-03-24,4.5598
2023-03-25,2.94633
2023-03-26,2.77095
2023-03-27,3.82321
2023-03-28,4.9807
2023-03-29,4.91055
2023-03-30,5.36653
2023-03-31,6.17327
2023-04-01,5.19116
2023-04-02,4.38442
2023-04-03,5.82251
2023-04-04,5.96282
2023-04-05,5.61206
2023-04-06,6.4188
2023-04-07,6.52402
2023-04-08,3.92844
2023-04-09,3.47246
2023-04-10,5.43668
2023-04-11,5.01578
2023-04-12,5.22623
2023-04-13,4.77025
2023-04-14,6.48895
2023-04-15,4.87548
2023-04-16,7.82181
2023-04-17,6.62925
2023-04-18,5.75236
2023-04-19,4.59487
2023-04-20,5.26131
2023-04-21,5.92774
2023-04-22,5.75236
2023-04-23,7.50613
2023-04-24,6.5591
2023-04-25,7.96211
2023-04-26,6.24342
2023-04-27,7.26061
2023-04-28,6.45387
2023-04-29,6.5591
2023-04-30,5.01578
2023-05-01,6.94493
2023-05-02,5.68221
2023-05-03,11.75026
2023-05-04,5.54191
2023-05-05,4.80533
2023-05-06,4.73518
2023-05-07,4.80533
2023-05-08,5.71729
2023-05-09,6.31357
2023-05-10,6.31357
2023-05-11,4.8404
2023-05-12,4.38442
2023-05-13,3.61276
2023-05-14,3.78814
2023-05-15,5.61206
2023-05-16,5.05085
2023-05-17,5.43668
2023-05-18,6.90985
2023-05-19,6.34864
2023-05-20,4.4195
2023-05-21,3.33216
2023-05-22,5.85759
2023-05-23,5.05085
2023-05-24,4.7001
2023-05-25,6.98
2023-05-26,4.80533
2023-05-27,3.01648
2023-05-28,3.29708
2023-05-29,4.34935
2023-05-30,4.9807
2023-05-31,7.08523
2023-06-01,5.15608
2023-06-02,4.5598
2023-06-03,3.12171
2023-06-04,2.98141
2023-06-05,4.7001
2023-06-06,3.92844
2023-06-07,4.73518
2023-06-08,5.19116
2023-06-09,4.38442
2023-06-10,3.99859
2023-06-11,3.96352
2023-06-12,5.89266
2023-06-13,4.94563
2023-06-14,4.17397
2023-06-15,5.22623
2023-06-16,4.77025
2023-06-17,3.29708
2023-06-18,2.80603
2023-06-19,5.57699
2023-06-20,5.19116
2023-06-21,5.19116
2023-06-22,4.91055
2023-06-23,5.43668
2023-06-24,2.59558
2023-06-25,3.50754
2023-06-26,5.36653
2023-06-27,5.19116
2023-06-28,5.19116
2023-06-29,5.57699
2023-06-30,6.45387
2023-07-01,4.59487
2023-07-02,3.47246
2023-07-03,5.92774
2023-07-04,6.87478
2023-07-05,5.47176
2023-07-06,5.29638
2023-07-07,5.47176
2023-07-08,2.7008
2023-07-09,2.59558
2023-07-10,5.29638
2023-07-11,6.20834
2023-07-12,6.06804
2023-07-13,10.90845
2023-07-14,8.59347
2023-07-15,4.59487
2023-07-16,4.94563
2023-07-17,6.62925
2023-07-18,6.38372
2023-07-19,5.05085
2023-07-20,6.20834
2023-07-21,5.96282
2023-07-22,3.96352
2023-07-23,3.68291
2023-07-24,7.15538
2023-07-25,5.64714
2023-07-26,6.80462
2023-07-27,5.75236
2023-07-28,6.13819
2023-07-29,3.92844
2023-07-30,6.62925
2023-07-31,6.52402
2023-08-01,5.50683
2023-08-02,8.06734
2023-08-03,8.03226
2023-08-04,5.96282
2023-08-05,4.13889
2023-08-06,3.50754
2023-08-07,7.22553
2023-08-08,7.33076
2023-08-09,6.80462
2023-08-10,6.17327
2023-08-11,5.12101
2023-08-12,4.03367
2023-08-13,3.99859
2023-08-14,6.10312
2023-08-15,3.99859
2023-08-16,4.73518
2023-08-17,5.61206
2023-08-18,4.91055
2023-08-19,3.19186
2023-08-20,3.08663
2023-08-21,5.85759
2023-08-22,5.36653
2023-08-23,5.22623
2023-08-24,5.71729
2023-08-25,5.26131
2023-08-26,3.61276
2023-08-27,3.47246
2023-08-28,5.40161
2023-08-29,5.96282
2023-08-30,5.89266
2023-08-31,6.24342
2023-09-01,5.36653
2023-09-02,3.78814
2023-09-03,3.19186
2023-09-04,4.94563
2023-09-05,4.94563
2023-09-06,5.68221
2023-09-07,6.20834
2023-09-08,4.03367
2023-09-09,2.80603
2023-09-10,2.73588
2023-09-11,5.82251
2023-09-12,5.26131
2023-09-13,7.47106
2023-09-14,6.20834
2023-09-15,5.15608
2023-09-16,3.40231
2023-09-17,4.2792
2023-09-18,5.57699
2023-09-19,5.36653
2023-09-20,6.03297
2023-09-21,5.99789
2023-09-22,3.78814
2023-09-23,4.77025
2023-09-24,6.45387
2023-09-25,21.6766
2023-09-26,22.30796
2023-09-27,13.46895
2023-09-28,7.85689
2023-09-29,7.22553
2023-09-30,11.75026
2023-10-01,12.38162
2023-10-02,11.99579
2023-10-03,12.45177
2023-10-04,12.10101
2023-10-05,12.24131
2023-10-06,9.71588
2023-10-07,8.06734
2023-10-08,5.71729
2023-10-09,6.34864
2023-10-10,6.90985
2023-10-11,7.92704
2023-10-12,9.64573
2023-10-13,6.20834
2023-10-14,3.78814
2023-10-15,4.06874
2023-10-16,7.50613
2023-10-17,7.85689
2023-10-18,8.17257
2023-10-19,7.68151
2023-10-20,7.85689
2023-10-21,6.24342
2023-10-22,5.89266
2023-10-23,9.85619
2023-10-24,10.9786
2023-10-25,7.99719
2023-10-26,9.36513
2023-10-27,7.71659
2023-10-28,6.6994
2023-10-29,4.8404
2023-10-30,9.18975
2023-10-31,8.17257
2023-11-01,7.22553
2023-11-02,10.06664
2023-11-03,9.85619
2023-11-04,6.80462
2023-11-05,6.17327
2023-11-06,8.9793
2023-11-07,10.8383
2023-11-08,8.31287
2023-11-09,9.78603
2023-11-10,9.89126
2023-11-11,6.8397
2023-11-12,6.59417
2023-11-13,8.73377
2023-11-14,10.20694
2023-11-15,9.50543
2023-11-16,9.1196
2023-11-17,9.08453
2023-11-18,5.57699
2023-11-19,5.29638
2023-11-20,7.89196
2023-11-21,9.04945
2023-11-22,10.66292
2023-11-23,12.94282
2023-11-24,11.64503
2023-11-25,8.5584
2023-11-26,5.92774
2023-11-27,8.10242
2023-11-28,8.48824
2023-11-29,8.94423
2023-11-30,9.50543
2023-12-01,8.10242
2023-12-02,6.17327
2023-12-03,6.27849
2023-12-04,13.01297
2023-12-05,10.62784
2023-12-06,12.73237
2023-12-07,14.31076
2023-12-08,11.68011
2023-12-09,11.57488
2023-12-10,10.10171
2023-12-11,22.93931
2023-12-12,26.55208
2023-12-13,34.16345
2023-12-14,21.15047
2023-12-15,21.64152
2023-12-16,16.76604
2023-12-17,18.69519
2023-12-18,24.79831
2023-12-19,19.537
2023-12-20,17.57278
2023-12-21,20.55419
2023-12-22,17.29217
2023-12-23,12.52192
2023-12-24,10.20694
2023-12-25,9.40021
2023-12-26,12.80252
2023-12-27,14.87197
2023-12-28,12.69729
2023-12-29,11.18905
2023-12-30,7.96211
2023-12-31,6.45387
2024-01-01,7.85689
2024-01-02,12.31146
2024-01-03,13.3988
2024-01-04,16.06453
2024-01-05,15.64363
2024-01-06,10.698
2024-01-07,8.90915
2024-01-08,13.2585
2024-01-09,13.22343
2024-01-10,18.30936
2024-01-11,16.55559
2024-01-12,14.34584
2024-01-13,9.89126
2024-01-14,10.34724
2024-01-15,12.76745
2024-01-16,14.03016
2024-01-17,14.34584
2024-01-18,14.62644
2024-01-19,18.30936
2024-01-20,13.15327
2024-01-21,12.06594
2024-01-22,13.60925
2024-01-23,14.76674
2024-01-24,18.23921
2024-01-25,17.64293
2024-01-26,19.18625
2024-01-27,15.2578
2024-01-28,10.698
2024-01-29,15.5384
2024-01-30,21.57137
2024-01-31,13.92493
2024-02-01,18.55489
2024-02-02,17.88846
2024-02-03,11.75026
2024-02-04,10.20694
2024-02-05,11.71518
2024-02-06,11.04875
2024-02-07,16.90634
2024-02-08,13.88986
2024-02-09,8.839
2024-02-10,8.48824
2024-02-11,8.03226
2024-02-12,7.1203
2024-02-13,12.8376
2024-02-14,12.20624
2024-02-15,13.57418
2024-02-16,13.78463
2024-02-17,9.43528
2024-02-18,9.01438
2024-02-19,15.2578
2024-02-20,14.66152
2024-02-21,12.38162
2024-02-22,16.62574
2024-02-23,13.22343
2024-02-24,9.82111
2024-02-25,10.10171
2024-02-26,14.27569
2024-02-27,16.59066
2024-02-28,21.50122
2024-02-29,21.9572
2024-03-01,16.16976
2024-03-02,16.80112
2024-03-03,13.2585
2024-03-04,18.58996
2024-03-05,19.43177
2024-03-06,16.20484
2024-03-07,20.06313
2024-03-08,18.76534
2024-03-09,15.85408
2024-03-10,19.08102
2024-03-11,24.2371
2024-03-12,26.02595
2024-03-13,22.23781
2024-03-14,24.79831
2024-03-15,25.60505
2024-03-16,18.41459
2024-03-17,17.95861
2024-03-18,22.41318
2024-03-19,21.01017
2024-03-20,20.83479
