date,실업급여조건
2020-07-16,48.34754
2020-07-17,44.90579
2020-07-18,24.43953
2020-07-19,24.33428
2020-07-20,58.80959
2020-07-21,54.72581
2020-07-22,50.78412
2020-07-23,45.92674
2020-07-24,43.13756
2020-07-25,25.50257
2020-07-26,24.33428
2020-07-27,53.60488
2020-07-28,51.79981
2020-07-29,50.46837
2020-07-30,48.44226
2020-07-31,45.00578
2020-08-01,24.75528
2020-08-02,25.00789
2020-08-03,47.75286
2020-08-04,45.85306
2020-08-05,46.88453
2020-08-06,44.70582
2020-08-07,40.11156
2020-08-08,23.08704
2020-08-09,32.41764
2020-08-10,70.461
2020-08-11,56.32038
2020-08-12,54.93632
2020-08-13,49.0422
2020-08-14,43.70066
2020-08-15,23.03968
2020-08-16,22.78181
2020-08-17,32.89127
2020-08-18,53.85748
2020-08-19,54.95737
2020-08-20,50.87885
2020-08-21,48.19492
2020-08-22,26.08672
2020-08-23,26.60772
2020-08-24,57.34133
2020-08-25,62.07241
2020-08-26,55.42574
2020-08-27,56.90979
2020-08-28,55.76255
2020-08-29,31.9019
2020-08-30,31.03883
2020-08-31,70.08735
2020-09-01,67.67708
2020-09-02,59.28849
2020-09-03,53.89958
2020-09-04,51.463
2020-09-05,27.35501
2020-09-06,27.44447
2020-09-07,63.04073
2020-09-08,66.58246
2020-09-09,59.3148
2020-09-10,58.54646
2020-09-11,51.15251
2020-09-12,27.61814
2020-09-13,27.36554
2020-09-14,55.62046
2020-09-15,57.70971
2020-09-16,56.19408
2020-09-17,50.79465
2020-09-18,48.11072
2020-09-19,27.3287
2020-09-20,26.74455
2020-09-21,52.72076
2020-09-22,50.19997
2020-09-23,52.64708
2020-09-24,48.86854
2020-09-25,46.44247
2020-09-26,25.28681
2020-09-27,27.10767
2020-09-28,50.06315
2020-09-29,39.23797
2020-09-30,20.59783
2020-10-01,17.58235
2020-10-02,17.67708
2020-10-03,19.88211
2020-10-04,26.4551
2020-10-05,62.04083
2020-10-06,54.489
2020-10-07,55.37838
2020-10-08,48.44753
2020-10-09,26.38669
2020-10-10,22.98705
2020-10-11,25.77097
2020-10-12,64.50373
2020-10-13,58.10967
2020-10-14,52.64708
2020-10-15,49.56846
2020-10-16,45.84254
2020-10-17,25.53941
2020-10-18,24.98684
2020-10-19,55.17313
2020-10-20,53.61014
2020-10-21,51.03673
2020-10-22,48.01599
2020-10-23,43.50068
2020-10-24,25.00789
2020-10-25,24.6974
2020-10-26,53.4049
2020-10-27,52.46289
2020-10-28,52.46289
2020-10-29,50.22629
2020-10-30,46.34775
2020-10-31,26.07093
2020-11-01,27.53394
2020-11-02,57.32028
2020-11-03,56.37301
2020-11-04,48.68961
2020-11-05,48.67382
2020-11-06,40.99568
2020-11-07,24.64477
2020-11-08,24.56057
2020-11-09,54.2206
2020-11-10,50.5052
2020-11-11,48.16861
2020-11-12,48.68434
2020-11-13,49.94211
2020-11-14,27.20766
2020-11-15,28.29175
2020-11-16,51.80507
2020-11-17,49.13167
2020-11-18,47.46868
2020-11-19,43.56909
2020-11-20,42.51131
2020-11-21,23.97642
2020-11-22,27.26555
2020-11-23,53.71013
2020-11-24,52.03662
2020-11-25,53.50489
2020-11-26,51.52089
2020-11-27,48.40543
2020-11-28,29.04431
2020-11-29,30.12314
2020-11-30,64.36164
2020-12-01,61.84085
2020-12-02,56.73613
2020-12-03,51.88927
2020-12-04,47.03715
2020-12-05,28.24439
2020-12-06,31.88085
2020-12-07,58.92011
2020-12-08,56.42563
2020-12-09,56.72034
2020-12-10,57.66761
2020-12-11,50.61046
2020-12-12,28.95484
2020-12-13,29.7495
2020-12-14,59.51478
2020-12-15,57.79917
2020-12-16,59.44637
2020-12-17,55.57836
2020-12-18,48.46331
2020-12-19,29.55478
2020-12-20,30.30207
2020-12-21,57.74129
2020-12-22,57.72023
2020-12-23,59.75686
2020-12-24,51.03147
2020-12-25,27.00768
2020-12-26,28.39701
2020-12-27,34.32796
2020-12-28,75.84464
2020-12-29,71.28197
2020-12-30,65.10893
2020-12-31,53.70487
2021-01-01,33.43332
2021-01-02,33.03336
2021-01-03,36.8277
2021-01-04,75.89201
2021-01-05,66.87717
2021-01-06,62.60393
2021-01-07,53.62067
2021-01-08,49.58425
2021-01-09,28.76013
2021-01-10,32.74392
2021-01-11,68.95589
2021-01-12,60.35154
2021-01-13,61.99347
2021-01-14,61.53036
2021-01-15,53.44174
2021-01-16,30.40206
2021-01-17,32.58604
2021-01-18,57.10451
2021-01-19,56.57299
2021-01-20,59.93053
2021-01-21,54.57846
2021-01-22,49.68424
2021-01-23,30.11261
2021-01-24,29.09693
2021-01-25,60.55678
2021-01-26,55.49415
2021-01-27,55.52047
2021-01-28,55.5573
2021-01-29,52.05767
2021-01-30,53.12598
2021-01-31,36.63298
2021-02-01,63.43016
2021-02-02,63.50384
2021-02-03,60.25155
2021-02-04,54.73634
2021-02-05,50.56309
2021-02-06,32.70182
2021-02-07,27.49184
2021-02-08,55.57836
2021-02-09,54.8258
2021-02-10,45.25313
2021-02-11,24.1764
2021-02-12,21.5451
2021-02-13,21.05567
2021-02-14,27.86548
2021-02-15,64.05115
2021-02-16,63.01441
2021-02-17,58.56225
2021-02-18,57.90969
2021-02-19,50.30523
2021-02-20,30.0442
2021-02-21,28.90748
2021-02-22,61.89348
2021-02-23,60.90937
2021-02-24,60.74097
2021-02-25,59.89369
2021-02-26,53.87853
2021-02-27,31.48615
2021-02-28,28.59698
2021-03-01,37.17503
2021-03-02,71.43984
2021-03-03,60.441
2021-03-04,57.13609
2021-03-05,47.48973
2021-03-06,27.30238
2021-03-07,29.46531
2021-03-08,58.02547
2021-03-09,52.74707
2021-03-10,51.53668
2021-03-11,49.98421
2021-03-12,43.51647
2021-03-13,25.14998
2021-03-14,26.48142
2021-03-15,58.07809
2021-03-16,53.15229
2021-03-17,49.66845
2021-03-18,50.36838
2021-03-19,43.71118
2021-03-20,25.50257
2021-03-21,27.51815
2021-03-22,50.95253
2021-03-23,48.49489
2021-03-24,49.53689
2021-03-25,48.62646
2021-03-26,41.55352
2021-03-27,25.6394
2021-03-28,25.79202
2021-03-29,52.66814
2021-03-30,54.24692
2021-03-31,54.52057
2021-04-01,50.36838
2021-04-02,43.24807
2021-04-03,25.30259
2021-04-04,24.81317
2021-04-05,49.27376
2021-04-06,47.59499
2021-04-07,45.85306
2021-04-08,44.03746
2021-04-09,39.73792
2021-04-10,24.10272
2021-04-11,24.1764
2021-04-12,53.8417
2021-04-13,50.01052
2021-04-14,49.11061
2021-04-15,46.11619
2021-04-16,39.31165
2021-04-17,23.37122
2021-04-18,22.60288
2021-04-19,50.1263
2021-04-20,46.06357
2021-04-21,44.75318
2021-04-22,45.31628
2021-04-23,39.459
2021-04-24,23.57646
2021-04-25,23.99747
2021-04-26,47.82128
2021-04-27,47.10556
2021-04-28,46.82138
2021-04-29,45.36364
2021-04-30,43.24807
2021-05-01,24.92369
2021-05-02,24.69213
2021-05-03,52.33659
2021-05-04,45.43205
2021-05-05,28.44963
2021-05-06,46.24776
2021-05-07,38.53278
2021-05-08,24.57109
2021-05-09,24.91842
2021-05-10,53.41016
2021-05-11,49.05799
2021-05-12,47.42658
2021-05-13,44.26902
2021-05-14,41.03252
2021-05-15,24.02904
2021-05-16,36.75402
2021-05-17,52.91548
2021-05-18,46.81086
2021-05-19,28.67066
2021-05-20,47.32133
2021-05-21,42.03241
2021-05-22,23.68171
2021-05-23,23.71855
2021-05-24,52.1945
2021-05-25,49.14745
2021-05-26,50.32628
2021-05-27,48.90011
2021-05-28,43.91116
2021-05-29,26.62351
2021-05-30,25.09209
2021-05-31,56.93611
2021-06-01,53.63119
2021-06-02,53.18387
2021-06-03,47.60025
2021-06-04,42.24292
2021-06-05,25.19734
2021-06-06,24.09746
2021-06-07,54.07325
2021-06-08,48.59488
2021-06-09,46.06883
2021-06-10,45.95832
2021-06-11,39.29586
2021-06-12,23.2186
2021-06-13,23.47647
2021-06-14,49.13693
2021-06-15,49.53162
2021-06-16,46.05304
2021-06-17,45.96358
2021-06-18,40.77465
2021-06-19,23.46595
2021-06-20,22.87653
2021-06-21,49.83159
2021-06-22,49.33691
2021-06-23,49.66845
2021-06-24,48.26334
2021-06-25,43.80591
2021-06-26,40.21155
2021-06-27,27.70234
2021-06-28,53.4049
2021-06-29,54.38901
2021-06-30,57.19397
2021-07-01,53.79433
2021-07-02,43.55857
2021-07-03,24.45532
2021-07-04,25.58678
2021-07-05,52.2787
2021-07-06,46.45826
2021-07-07,44.83738
2021-07-08,42.05873
2021-07-09,47.82654
2021-07-10,26.63403
2021-07-11,23.85012
2021-07-12,49.56846
2021-07-13,48.82643
2021-07-14,45.82675
2021-07-15,44.39532
2021-07-16,39.32743
2021-07-17,22.25555
2021-07-18,27.0603
2021-07-19,46.47405
2021-07-20,44.93211
2021-07-21,41.69561
2021-07-22,42.39027
2021-07-23,46.40564
2021-07-24,25.1605
2021-07-25,22.45026
2021-07-26,42.95863
2021-07-27,44.71634
2021-07-28,42.29028
2021-07-29,42.10609
2021-07-30,38.25913
2021-07-31,24.76581
2021-08-01,22.04504
2021-08-02,42.64287
2021-08-03,40.76939
2021-08-04,39.67477
2021-08-05,41.98505
2021-08-06,37.67498
2021-08-07,21.7135
2021-08-08,23.48173
2021-08-09,51.43142
2021-08-10,46.94768
2021-08-11,44.47952
2021-08-12,42.57446
2021-08-13,37.62235
2021-08-14,22.61867
2021-08-15,20.83991
2021-08-16,28.57067
2021-08-17,47.15293
2021-08-18,45.57415
2021-08-19,43.44805
2021-08-20,40.37996
2021-08-21,22.95547
2021-08-22,24.15535
2021-08-23,48.44226
2021-08-24,46.59509
2021-08-25,46.71613
2021-08-26,49.14745
2021-08-27,41.02199
2021-08-28,24.48163
2021-08-29,24.89211
2021-08-30,53.05757
2021-08-31,52.60498
2021-09-01,58.06757
2021-09-02,53.88906
2021-09-03,42.1324
2021-09-04,23.30807
2021-09-05,25.64466
2021-09-06,47.65814
2021-09-07,43.89537
2021-09-08,41.39564
2021-09-09,40.46942
2021-09-10,38.01705
2021-09-11,21.76086
2021-09-12,21.90295
2021-09-13,42.17977
2021-09-14,40.71676
2021-09-15,39.62214
2021-09-16,37.64866
2021-09-17,29.40216
2021-09-18,16.94032
2021-09-19,15.02473
2021-09-20,14.08272
2021-09-21,15.76676
2021-09-22,20.11893
2021-09-23,43.63751
2021-09-24,41.52194
2021-09-25,22.08188
2021-09-26,23.18703
2021-09-27,50.75781
2021-09-28,50.01052
2021-09-29,48.62119
2021-09-30,53.18913
2021-10-01,42.69024
2021-10-02,23.87117
2021-10-03,21.91348
2021-10-04,30.50205
2021-10-05,52.20503
2021-10-06,46.56878
2021-10-07,45.71624
2021-10-08,38.99063
2021-10-09,22.05031
2021-10-10,21.03989
2021-10-11,29.54425
2021-10-12,50.13682
2021-10-13,48.65277
2021-10-14,45.87938
2021-10-15,42.30081
2021-10-16,23.42385
2021-10-17,23.99747
2021-10-18,45.44784
2021-10-19,45.13735
2021-10-20,44.51636
2021-10-21,42.27449
2021-10-22,38.39595
2021-10-23,22.92916
2021-10-24,22.99757
2021-10-25,47.86864
2021-10-26,47.65814
2021-10-27,46.95821
2021-10-28,46.5372
2021-10-29,43.09546
2021-10-30,25.17103
2021-10-31,25.37627
2021-11-01,50.44205
2021-11-02,54.99421
2021-11-03,48.97379
2021-11-04,48.8317
2021-11-05,39.69055
2021-11-06,23.2607
2021-11-07,23.91327
2021-11-08,46.23723
2021-11-09,46.44774
2021-11-10,47.80549
2021-11-11,42.54289
2021-11-12,37.86969
2021-11-13,23.67645
2021-11-14,23.78696
2021-11-15,49.18955
2021-11-16,48.52647
2021-11-17,45.06367
2021-11-18,43.95326
2021-11-19,39.36954
2021-11-20,23.75539
2021-11-21,24.32375
2021-11-22,46.99505
2021-11-23,46.453
2021-11-24,49.61582
2021-11-25,48.31596
2021-11-26,42.52183
2021-11-27,24.66056
2021-11-28,25.47626
2021-11-29,53.76276
2021-11-30,55.1784
2021-12-01,53.55225
2021-12-02,49.07904
2021-12-03,43.79012
2021-12-04,25.49205
2021-12-05,27.63919
2021-12-06,53.59962
2021-12-07,51.04725
2021-12-08,49.41585
2021-12-09,49.61056
2021-12-10,44.51636
2021-12-11,26.00778
2021-12-12,26.01305
2021-12-13,52.11556
2021-12-14,49.83685
2021-12-15,51.03673
2021-12-16,48.10019
2021-12-17,40.59046
2021-12-18,24.37638
2021-12-19,25.57099
2021-12-20,51.20513
2021-12-21,52.53657
2021-12-22,51.79981
2021-12-23,50.09472
2021-12-24,40.17998
2021-12-25,21.93453
2021-12-26,26.62351
2021-12-27,52.82601
2021-12-28,53.65224
2021-12-29,56.58878
2021-12-30,55.08893
2021-12-31,46.69508
2022-01-01,29.42848
2022-01-02,33.87011
2022-01-03,68.91906
2022-01-04,63.79328
2022-01-05,60.95674
2022-01-06,59.04115
2022-01-07,53.06809
2022-01-08,30.91779
2022-01-09,31.91769
2022-01-10,65.15629
2022-01-11,58.06757
2022-01-12,53.55225
2022-01-13,50.82622
2022-01-14,47.80549
2022-01-15,28.85485
2022-01-16,27.44447
2022-01-17,52.08925
2022-01-18,52.04189
2022-01-19,46.44247
2022-01-20,45.95832
2022-01-21,43.22702
2022-01-22,26.52352
2022-01-23,26.25513
2022-01-24,51.21039
2022-01-25,59.90948
2022-01-26,49.54741
2022-01-27,46.52141
2022-01-28,40.26418
2022-01-29,24.429
2022-01-30,21.17671
2022-01-31,18.67698
2022-02-01,20.35575
2022-02-02,25.22366
2022-02-03,53.99957
2022-02-04,50.06841
2022-02-05,28.32859
2022-02-06,29.72844
2022-02-07,60.28312
2022-02-08,55.47837
2022-02-09,53.4049
2022-02-10,53.29965
2022-02-11,46.87927
2022-02-12,28.0602
2022-02-13,28.40227
2022-02-14,53.26807
2022-02-15,52.86811
2022-02-16,52.54183
2022-02-17,48.81591
2022-02-18,45.57415
2022-02-19,27.30238
2022-02-20,27.43395
2022-02-21,55.33628
2022-02-22,56.63088
2022-02-23,56.10988
2022-02-24,53.34701
2022-02-25,49.22639
2022-02-26,30.32312
2022-02-27,29.59688
2022-02-28,55.20471
2022-03-01,36.78033
2022-03-02,57.03083
2022-03-03,52.85759
2022-03-04,48.25281
2022-03-05,26.67087
2022-03-06,26.33933
2022-03-07,53.06809
2022-03-08,46.09514
2022-03-09,25.73413
2022-03-10,47.3108
2022-03-11,44.56899
2022-03-12,25.10262
2022-03-13,25.83938
2022-03-14,48.98958
2022-03-15,48.07388
2022-03-16,43.96905
2022-03-17,42.38501
2022-03-18,38.67487
2022-03-19,23.25544
2022-03-20,27.42342
2022-03-21,48.02652
2022-03-22,46.71087
2022-03-23,43.87432
2022-03-24,41.75349
2022-03-25,38.54857
2022-03-26,24.7816
2022-03-27,23.93958
2022-03-28,45.16366
2022-03-29,45.73202
2022-03-30,46.95295
2022-03-31,49.69476
2022-04-01,44.57951
2022-04-02,25.89201
2022-04-03,23.17124
2022-04-04,46.15303
2022-04-05,45.29523
2022-04-06,42.83759
2022-04-07,41.70087
2022-04-08,36.56983
2022-04-09,21.02936
2022-04-10,20.73465
2022-04-11,45.23734
2022-04-12,42.94811
2022-04-13,40.1484
2022-04-14,40.46416
2022-04-15,38.04336
2022-04-16,20.92411
2022-04-17,22.24502
2022-04-18,46.33722
2022-04-19,43.90064
2022-04-20,44.20587
2022-04-21,42.57972
2022-04-22,36.73823
2022-04-23,22.90811
2022-04-24,22.41869
2022-04-25,46.21618
2022-04-26,45.53731
2022-04-27,44.5111
2022-04-28,45.58993
2022-04-29,42.07978
2022-04-30,24.43953
2022-05-01,23.73434
2022-05-02,49.64214
2022-05-03,46.77402
2022-05-04,39.51689
2022-05-05,24.40269
2022-05-06,35.26997
2022-05-07,21.22408
2022-05-08,22.42395
2022-05-09,48.53173
2022-05-10,47.65814
2022-05-11,45.81096
2022-05-12,44.13219
2022-05-13,38.54857
2022-05-14,21.94505
2022-05-15,21.85559
2022-05-16,46.63193
2022-05-17,45.02683
2022-05-18,41.94821
2022-05-19,43.00073
2022-05-20,38.19071
2022-05-21,22.41343
2022-05-22,22.05031
2022-05-23,44.9479
2022-05-24,44.7216
2022-05-25,44.83738
2022-05-26,42.72708
2022-05-27,38.52226
2022-05-28,22.53973
2022-05-29,23.46595
2022-05-30,48.98958
2022-05-31,48.70539
2022-06-01,29.63372
2022-06-02,45.33207
2022-06-03,39.25376
2022-06-04,22.73971
2022-06-05,19.82949
2022-06-06,25.51836
2022-06-07,51.58404
2022-06-08,53.69434
2022-06-09,47.1845
2022-06-10,42.47973
2022-06-11,24.3027
2022-06-12,23.65014
2022-06-13,49.61582
2022-06-14,45.48994
2022-06-15,45.71624
2022-06-16,44.49005
2022-06-17,39.29586
2022-06-18,22.80812
2022-06-19,23.55541
2022-06-20,49.01063
2022-06-21,48.27912
2022-06-22,46.05304
2022-06-23,41.54825
2022-06-24,38.13809
2022-06-25,22.55552
2022-06-26,22.21345
2022-06-27,48.03704
2022-06-28,60.40416
2022-06-29,56.88874
2022-06-30,59.94632
2022-07-01,49.1264
2022-07-02,34.14377
2022-07-03,28.26018
2022-07-04,55.40995
2022-07-05,49.8579
2022-07-06,47.32133
2022-07-07,44.0322
2022-07-08,40.65887
2022-07-09,24.01326
2022-07-10,23.98694
2022-07-11,48.93169
2022-07-12,46.06883
2022-07-13,40.99042
2022-07-14,42.70076
2022-07-15,38.29596
2022-07-16,22.28186
2022-07-17,22.5292
2022-07-18,44.95842
2022-07-19,43.8217
2022-07-20,45.20576
2022-07-21,40.5852
2022-07-22,37.72234
2022-07-23,21.35564
2022-07-24,22.46079
2022-07-25,44.97947
2022-07-26,43.8217
2022-07-27,40.32733
2022-07-28,38.17492
2022-07-29,36.36985
2022-07-30,20.96095
2022-07-31,21.3609
2022-08-01,41.24302
2022-08-02,41.97452
2022-08-03,38.65382
2022-08-04,38.01178
2022-08-05,34.72266
2022-08-06,21.43458
2022-08-07,21.29249
2022-08-08,41.17461
2022-08-09,37.92232
2022-08-10,41.61667
2022-08-11,38.19071
2022-08-12,32.82812
2022-08-13,18.31386
2022-08-14,16.83506
2022-08-15,21.93453
2022-08-16,42.70603
2022-08-17,41.10093
2022-08-18,40.7536
2022-08-19,35.7436
2022-08-20,20.65045
2022-08-21,21.11356
2022-08-22,44.77949
2022-08-23,61.36196
2022-08-24,45.71097
2022-08-25,43.44279
2022-08-26,40.56941
2022-08-27,22.7976
2022-08-28,22.69761
2022-08-29,48.40543
2022-08-30,46.0583
2022-08-31,49.30533
2022-09-01,46.54246
2022-09-02,38.73802
2022-09-03,25.13419
2022-09-04,22.16608
2022-09-05,40.45889
2022-09-06,38.80117
2022-09-07,37.09083
2022-09-08,29.98105
2022-09-09,15.73518
2022-09-10,15.56151
2022-09-11,15.80359
2022-09-12,24.30796
2022-09-13,49.22113
2022-09-14,47.75813
2022-09-15,50.82096
2022-09-16,42.24818
2022-09-17,25.32891
2022-09-18,24.81317
2022-09-19,50.57888
2022-09-20,49.4369
2022-09-21,46.38985
2022-09-22,43.73223
2022-09-23,38.00126
2022-09-24,21.37143
2022-09-25,23.93958
2022-09-26,47.19503
2022-09-27,48.26334
2022-09-28,46.98452
2022-09-29,47.46868
2022-09-30,40.91148
2022-10-01,19.95053
2022-10-02,16.70876
2022-10-03,21.85559
2022-10-04,42.04294
2022-10-05,38.22229
2022-10-06,36.08567
2022-10-07,31.13356
2022-10-08,16.75613
2022-10-09,15.37732
2022-10-10,19.65056
2022-10-11,39.22744
2022-10-12,37.45921
2022-10-13,35.61204
2022-10-14,31.24934
2022-10-15,18.40332
2022-10-16,18.32964
2022-10-17,36.28565
2022-10-18,35.60677
2022-10-19,33.68592
2022-10-20,34.35427
2022-10-21,30.38627
2022-10-22,17.55078
2022-10-23,18.34543
2022-10-24,36.48563
2022-10-25,39.46426
2022-10-26,36.04883
2022-10-27,36.50142
2022-10-28,32.30186
2022-10-29,18.44542
2022-10-30,16.10883
2022-10-31,38.26439
2022-11-01,38.78539
2022-11-02,38.00126
2022-11-03,36.02778
2022-11-04,31.54404
2022-11-05,18.06125
2022-11-06,17.75602
2022-11-07,36.76455
2022-11-08,35.84885
2022-11-09,35.52257
2022-11-10,35.43311
2022-11-11,30.74939
2022-11-12,18.34017
2022-11-13,18.20334
2022-11-14,37.20134
2022-11-15,37.18555
2022-11-16,36.5172
2022-11-17,34.54373
2022-11-18,30.86517
2022-11-19,17.44553
2022-11-20,18.27702
2022-11-21,37.6855
2022-11-22,36.71718
2022-11-23,37.02768
2022-11-24,33.28596
2022-11-25,31.61246
2022-11-26,19.82422
2022-11-27,19.90843
2022-11-28,38.32754
2022-11-29,40.04315
2022-11-30,42.10083
2022-12-01,40.1905
2022-12-02,33.63856
2022-12-03,16.67192
2022-12-04,19.90843
2022-12-05,38.52752
2022-12-06,39.04852
2022-12-07,39.7116
2022-12-08,39.95368
2022-12-09,35.97516
2022-12-10,20.6294
2022-12-11,20.56099
2022-12-12,41.19566
2022-12-13,40.65361
2022-12-14,41.64824
2022-12-15,36.80138
2022-12-16,33.79644
2022-12-17,18.79802
2022-12-18,20.11893
2022-12-19,40.3589
2022-12-20,41.34301
2022-12-21,40.53783
2022-12-22,37.14872
2022-12-23,32.35448
2022-12-24,19.27691
2022-12-25,18.82433
2022-12-26,41.77455
2022-12-27,44.97947
2022-12-28,42.7797
2022-12-29,45.17419
2022-12-30,41.13251
2022-12-31,24.96053
2023-01-01,25.77097
2023-01-02,55.04683
2023-01-03,52.91548
2023-01-04,48.2265
2023-01-05,48.23702
2023-01-06,46.26355
2023-01-07,25.79202
2023-01-08,26.54457
2023-01-09,50.71045
2023-01-10,49.4369
2023-01-11,46.53194
2023-01-12,43.3007
2023-01-13,37.06451
2023-01-14,22.39764
2023-01-15,21.17671
2023-01-16,41.34827
2023-01-17,40.02736
2023-01-18,39.64319
2023-01-19,36.22776
2023-01-20,28.1444
2023-01-21,16.51405
2023-01-22,15.74044
2023-01-23,15.90885
2023-01-24,19.73476
2023-01-25,41.13251
2023-01-26,42.38501
2023-01-27,50.86306
2023-01-28,26.57614
2023-01-29,34.26481
2023-01-30,79.7916
2023-01-31,83.40174
2023-02-01,59.66214
2023-02-02,50.86832
2023-02-03,46.22145
2023-02-04,26.33933
2023-02-05,27.455
2023-02-06,51.23144
2023-02-07,52.9681
2023-02-08,47.19503
2023-02-09,44.85843
2023-02-10,39.23271
2023-02-11,23.56067
2023-02-12,23.0081
2023-02-13,48.04231
2023-02-14,44.09535
2023-02-15,43.78486
2023-02-16,41.85875
2023-02-17,36.54352
2023-02-18,22.00294
2023-02-19,21.05567
2023-02-20,44.54267
2023-02-21,42.30081
2023-02-22,43.63224
2023-02-23,45.41627
2023-02-24,36.98558
2023-02-25,21.97663
2023-02-26,21.46616
2023-02-27,42.22187
2023-02-28,42.0482
2023-03-01,27.3287
2023-03-02,43.62172
2023-03-03,37.06978
2023-03-04,20.57678
2023-03-05,23.49226
2023-03-06,41.37459
2023-03-07,40.24313
2023-03-08,37.29081
2023-03-09,35.78044
2023-03-10,31.68087
2023-03-11,16.25618
2023-03-12,18.27702
2023-03-13,38.53804
2023-03-14,36.53299
2023-03-15,36.06988
2023-03-16,36.42248
2023-03-17,32.13345
2023-03-18,18.18755
2023-03-19,18.66119
2023-03-20,38.83801
2023-03-21,38.8117
2023-03-22,32.84917
2023-03-23,34.58057
2023-03-24,31.48615
2023-03-25,18.09809
2023-03-26,19.53478
2023-03-27,37.8118
2023-03-28,38.18019
2023-03-29,37.34343
2023-03-30,36.28565
2023-03-31,35.30154
2023-04-01,17.34554
2023-04-02,18.00336
2023-04-03,38.08546
2023-04-04,36.16987
2023-04-05,34.07009
2023-04-06,33.59646
2023-04-07,30.84938
2023-04-08,17.56657
2023-04-09,17.28765
2023-04-10,38.55909
2023-04-11,36.42248
2023-04-12,37.45395
2023-04-13,33.23334
2023-04-14,29.93369
2023-04-15,17.79286
2023-04-16,17.59288
2023-04-17,36.45932
2023-04-18,35.52257
2023-04-19,32.40711
2023-04-20,32.78602
2023-04-21,30.03894
2023-04-22,17.30344
2023-04-23,20.40837
2023-04-24,37.64866
2023-04-25,35.24892
2023-04-26,34.05957
2023-04-27,33.97537
2023-04-28,30.57572
2023-04-29,17.92442
2023-04-30,16.5772
2023-05-01,25.30259
2023-05-02,39.19587
2023-05-03,39.56951
2023-05-04,31.32828
2023-05-05,18.07704
2023-05-06,15.97726
2023-05-07,17.20871
2023-05-08,36.42248
2023-05-09,36.68561
2023-05-10,37.61183
2023-05-11,34.56478
2023-05-12,30.09683
2023-05-13,17.65603
2023-05-14,16.85612
2023-05-15,36.40143
2023-05-16,36.08567
2023-05-17,34.87001
2023-05-18,34.13324
2023-05-19,32.37553
2023-05-20,18.58225
2023-05-21,19.42427
2023-05-22,36.56983
2023-05-23,36.32775
2023-05-24,35.85412
2023-05-25,44.05325
2023-05-26,39.27481
2023-05-27,19.97684
2023-05-28,17.17713
