date,비과세예금
2020-07-19,2.12765
2020-07-20,4.78723
2020-07-21,4.65425
2020-07-22,6.64893
2020-07-23,4.65425
2020-07-24,4.38829
2020-07-25,2.65957
2020-07-26,1.46276
2020-07-27,4.25531
2020-07-28,5.71808
2020-07-29,5.5851
2020-07-30,4.65425
2020-07-31,6.25
2020-08-01,2.79255
2020-08-02,2.52659
2020-08-03,6.51595
2020-08-04,3.85638
2020-08-05,4.25531
2020-08-06,4.92021
2020-08-07,2.79255
2020-08-08,2.65957
2020-08-09,3.59042
2020-08-10,8.90957
2020-08-11,3.45744
2020-08-12,3.98936
2020-08-13,3.45744
2020-08-14,4.25531
2020-08-15,1.32978
2020-08-16,1.99468
2020-08-17,1.8617
2020-08-18,2.26063
2020-08-19,5.45212
2020-08-20,7.31382
2020-08-21,5.18617
2020-08-22,1.72872
2020-08-23,2.26063
2020-08-24,4.65425
2020-08-25,4.25531
2020-08-26,5.5851
2020-08-27,4.25531
2020-08-28,5.85106
2020-08-29,2.92553
2020-08-30,1.32978
2020-08-31,5.85106
2020-09-01,6.78191
2020-09-02,7.71276
2020-09-03,4.52127
2020-09-04,4.65425
2020-09-05,1.59574
2020-09-06,2.52659
2020-09-07,3.85638
2020-09-08,3.85638
2020-09-09,4.25531
2020-09-10,4.52127
2020-09-11,3.85638
2020-09-12,2.12765
2020-09-13,2.79255
2020-09-14,4.65425
2020-09-15,6.91489
2020-09-16,8.1117
2020-09-17,6.38297
2020-09-18,4.25531
2020-09-19,1.99468
2020-09-20,1.32978
2020-09-21,3.45744
2020-09-22,4.52127
2020-09-23,4.92021
2020-09-24,3.85638
2020-09-25,2.65957
2020-09-26,1.59574
2020-09-27,1.59574
2020-09-28,6.51595
2020-09-29,4.25531
2020-09-30,2.79255
2020-10-01,1.99468
2020-10-02,2.65957
2020-10-03,1.8617
2020-10-04,3.05851
2020-10-05,5.71808
2020-10-06,5.98404
2020-10-07,4.65425
2020-10-08,4.38829
2020-10-09,2.12765
2020-10-10,1.72872
2020-10-11,3.45744
2020-10-12,6.25
2020-10-13,6.38297
2020-10-14,3.85638
2020-10-15,3.45744
2020-10-16,3.7234
2020-10-17,2.12765
2020-10-18,1.99468
2020-10-19,7.04787
2020-10-20,5.45212
2020-10-21,5.5851
2020-10-22,5.18617
2020-10-23,3.85638
2020-10-24,2.52659
2020-10-25,2.65957
2020-10-26,7.31382
2020-10-27,6.51595
2020-10-28,5.05319
2020-10-29,4.78723
2020-10-30,3.85638
2020-10-31,1.72872
2020-11-01,1.72872
2020-11-02,4.38829
2020-11-03,4.65425
2020-11-04,4.25531
2020-11-05,5.18617
2020-11-06,2.79255
2020-11-07,1.32978
2020-11-08,0.93085
2020-11-09,5.05319
2020-11-10,5.45212
2020-11-11,5.85106
2020-11-12,3.85638
2020-11-13,5.05319
2020-11-14,1.8617
2020-11-15,2.52659
2020-11-16,5.5851
2020-11-17,4.78723
2020-11-18,4.52127
2020-11-19,7.18085
2020-11-20,3.59042
2020-11-21,1.8617
2020-11-22,3.32446
2020-11-23,5.85106
2020-11-24,4.12234
2020-11-25,4.65425
2020-11-26,3.32446
2020-11-27,5.71808
2020-11-28,1.1968
2020-11-29,2.79255
2020-11-30,3.98936
2020-12-01,8.77659
2020-12-02,5.98404
2020-12-03,7.18085
2020-12-04,6.38297
2020-12-05,5.5851
2020-12-06,2.92553
2020-12-07,6.11702
2020-12-08,5.45212
2020-12-09,6.25
2020-12-10,7.57978
2020-12-11,3.59042
2020-12-12,2.39361
2020-12-13,1.72872
2020-12-14,3.85638
2020-12-15,4.92021
2020-12-16,5.45212
2020-12-17,4.92021
2020-12-18,3.45744
2020-12-19,2.52659
2020-12-20,3.05851
2020-12-21,3.98936
2020-12-22,4.12234
2020-12-23,5.31914
2020-12-24,5.05319
2020-12-25,2.79255
2020-12-26,3.98936
2020-12-27,4.78723
2020-12-28,6.78191
2020-12-29,9.17553
2020-12-30,6.64893
2020-12-31,7.84574
2021-01-01,3.19148
2021-01-02,5.05319
2021-01-03,3.45744
2021-01-04,6.91489
2021-01-05,6.78191
2021-01-06,6.78191
2021-01-07,8.24468
2021-01-08,4.65425
2021-01-09,3.98936
2021-01-10,3.7234
2021-01-11,7.57978
2021-01-12,7.71276
2021-01-13,5.71808
2021-01-14,13.03191
2021-01-15,8.1117
2021-01-16,2.39361
2021-01-17,3.85638
2021-01-18,6.64893
2021-01-19,5.98404
2021-01-20,5.05319
2021-01-21,5.18617
2021-01-22,6.78191
2021-01-23,2.92553
2021-01-24,4.92021
2021-01-25,9.44148
2021-01-26,9.30851
2021-01-27,7.71276
2021-01-28,8.64361
2021-01-29,4.25531
2021-01-30,3.05851
2021-01-31,2.92553
2021-02-01,8.51063
2021-02-02,6.91489
2021-02-03,7.84574
2021-02-04,5.85106
2021-02-05,6.11702
2021-02-06,4.38829
2021-02-07,2.79255
2021-02-08,7.18085
2021-02-09,6.78191
2021-02-10,6.38297
2021-02-11,2.26063
2021-02-12,2.79255
2021-02-13,3.85638
2021-02-14,3.19148
2021-02-15,6.64893
2021-02-16,7.31382
2021-02-17,5.71808
2021-02-18,7.04787
2021-02-19,4.12234
2021-02-20,3.45744
2021-02-21,2.52659
2021-02-22,5.85106
2021-02-23,6.38297
2021-02-24,4.65425
2021-02-25,5.31914
2021-02-26,6.78191
2021-02-27,2.26063
2021-02-28,2.65957
2021-03-01,5.31914
2021-03-02,6.51595
2021-03-03,7.57978
2021-03-04,7.31382
2021-03-05,8.64361
2021-03-06,2.39361
2021-03-07,4.38829
2021-03-08,8.77659
2021-03-09,7.57978
2021-03-10,9.57446
2021-03-11,10.37234
2021-03-12,9.17553
2021-03-13,4.12234
2021-03-14,3.7234
2021-03-15,6.11702
2021-03-16,6.38297
2021-03-17,7.84574
2021-03-18,11.56914
2021-03-19,7.97872
2021-03-20,3.45744
2021-03-21,7.57978
2021-03-22,10.63829
2021-03-23,7.04787
2021-03-24,6.51595
2021-03-25,9.9734
2021-03-26,9.57446
2021-03-27,4.12234
2021-03-28,5.45212
2021-03-29,9.9734
2021-03-30,9.57446
2021-03-31,11.03723
2021-04-01,8.77659
2021-04-02,10.90425
2021-04-03,6.25
2021-04-04,3.19148
2021-04-05,6.91489
2021-04-06,9.9734
2021-04-07,9.9734
2021-04-08,11.96808
2021-04-09,12.76595
2021-04-10,6.11702
2021-04-11,5.85106
2021-04-12,10.50531
2021-04-13,14.09574
2021-04-14,11.96808
2021-04-15,8.24468
2021-04-16,7.4468
2021-04-17,6.38297
2021-04-18,5.5851
2021-04-19,13.29787
2021-04-20,11.30319
2021-04-21,10.23936
2021-04-22,8.64361
2021-04-23,9.30851
2021-04-24,6.25
2021-04-25,4.25531
2021-04-26,8.37765
2021-04-27,9.30851
2021-04-28,8.51063
2021-04-29,5.85106
2021-04-30,7.71276
2021-05-01,3.45744
2021-05-02,4.78723
2021-05-03,7.84574
2021-05-04,7.18085
2021-05-05,3.7234
2021-05-06,8.1117
2021-05-07,8.37765
2021-05-08,1.99468
2021-05-09,2.65957
2021-05-10,7.97872
2021-05-11,10.50531
2021-05-12,10.37234
2021-05-13,11.8351
2021-05-14,6.64893
2021-05-15,5.71808
2021-05-16,4.38829
2021-05-17,7.71276
2021-05-18,9.84042
2021-05-19,5.71808
2021-05-20,9.30851
2021-05-21,11.56914
2021-05-22,6.51595
2021-05-23,4.25531
2021-05-24,8.77659
2021-05-25,13.82978
2021-05-26,12.89893
2021-05-27,9.44148
2021-05-28,11.56914
2021-05-29,4.78723
2021-05-30,4.65425
2021-05-31,10.50531
2021-06-01,9.57446
2021-06-02,9.44148
2021-06-03,8.77659
2021-06-04,11.43617
2021-06-05,5.71808
2021-06-06,5.18617
2021-06-07,9.70744
2021-06-08,8.90957
2021-06-09,11.03723
2021-06-10,12.23404
2021-06-11,15.95744
2021-06-12,3.98936
2021-06-13,4.92021
2021-06-14,12.5
2021-06-15,12.89893
2021-06-16,9.30851
2021-06-17,8.90957
2021-06-18,9.04255
2021-06-19,6.91489
2021-06-20,7.18085
2021-06-21,10.63829
2021-06-22,9.84042
2021-06-23,11.03723
2021-06-24,10.63829
2021-06-25,11.03723
2021-06-26,5.18617
2021-06-27,5.05319
2021-06-28,10.63829
2021-06-29,8.77659
2021-06-30,6.91489
2021-07-01,7.84574
2021-07-02,5.45212
2021-07-03,2.65957
2021-07-04,2.39361
2021-07-05,5.45212
2021-07-06,5.31914
2021-07-07,6.78191
2021-07-08,5.85106
2021-07-09,5.71808
2021-07-10,2.26063
2021-07-11,1.06382
2021-07-12,5.31914
2021-07-13,6.38297
2021-07-14,4.25531
2021-07-15,7.31382
2021-07-16,5.05319
2021-07-17,2.52659
2021-07-18,2.52659
2021-07-19,3.85638
2021-07-20,4.78723
2021-07-21,5.5851
2021-07-22,3.7234
2021-07-23,4.65425
2021-07-24,2.39361
2021-07-25,3.98936
2021-07-26,4.65425
2021-07-27,4.52127
2021-07-28,4.52127
2021-07-29,8.1117
2021-07-30,8.24468
2021-07-31,2.39361
2021-08-01,2.65957
2021-08-02,9.30851
2021-08-03,7.04787
2021-08-04,5.85106
2021-08-05,7.57978
2021-08-06,6.64893
2021-08-07,2.12765
2021-08-08,4.12234
2021-08-09,5.5851
2021-08-10,7.04787
2021-08-11,4.12234
2021-08-12,4.25531
2021-08-13,4.52127
2021-08-14,2.79255
2021-08-15,1.72872
2021-08-16,3.19148
2021-08-17,4.92021
2021-08-18,6.91489
2021-08-19,5.5851
2021-08-20,4.65425
2021-08-21,4.12234
2021-08-22,1.59574
2021-08-23,4.78723
2021-08-24,4.65425
2021-08-25,8.37765
2021-08-26,7.4468
2021-08-27,5.45212
2021-08-28,3.98936
2021-08-29,3.05851
2021-08-30,5.71808
2021-08-31,9.17553
2021-09-01,8.77659
2021-09-02,6.91489
2021-09-03,7.18085
2021-09-04,1.46276
2021-09-05,5.05319
2021-09-06,7.18085
2021-09-07,7.4468
2021-09-08,8.64361
2021-09-09,6.11702
2021-09-10,6.78191
2021-09-11,5.5851
2021-09-12,5.5851
2021-09-13,6.91489
2021-09-14,6.25
2021-09-15,5.31914
2021-09-16,6.51595
2021-09-17,6.38297
2021-09-18,3.19148
2021-09-19,2.52659
2021-09-20,2.12765
2021-09-21,2.39361
2021-09-22,3.85638
2021-09-23,10.77127
2021-09-24,10.37234
2021-09-25,5.18617
2021-09-26,3.05851
2021-09-27,7.4468
2021-09-28,6.78191
2021-09-29,5.31914
2021-09-30,5.18617
2021-10-01,4.78723
2021-10-02,3.32446
2021-10-03,2.12765
2021-10-04,3.05851
2021-10-05,5.45212
2021-10-06,6.51595
2021-10-07,6.11702
2021-10-08,4.78723
2021-10-09,2.39361
2021-10-10,1.8617
2021-10-11,3.32446
2021-10-12,6.38297
2021-10-13,6.38297
2021-10-14,5.85106
2021-10-15,3.7234
2021-10-16,1.8617
2021-10-17,1.32978
2021-10-18,7.04787
2021-10-19,3.98936
2021-10-20,4.92021
2021-10-21,4.78723
2021-10-22,4.78723
2021-10-23,1.99468
2021-10-24,2.65957
2021-10-25,5.5851
2021-10-26,6.64893
2021-10-27,4.65425
2021-10-28,4.25531
2021-10-29,4.78723
2021-10-30,1.1968
2021-10-31,2.26063
2021-11-01,5.98404
2021-11-02,3.7234
2021-11-03,5.31914
2021-11-04,3.98936
2021-11-05,3.45744
2021-11-06,2.26063
2021-11-07,0.93085
2021-11-08,6.64893
2021-11-09,5.71808
2021-11-10,4.92021
2021-11-11,4.78723
2021-11-12,4.38829
2021-11-13,1.99468
2021-11-14,2.26063
2021-11-15,4.12234
2021-11-16,4.52127
2021-11-17,5.05319
2021-11-18,2.92553
2021-11-19,2.79255
2021-11-20,1.59574
2021-11-21,2.52659
2021-11-22,3.7234
2021-11-23,3.32446
2021-11-24,4.92021
2021-11-25,6.78191
2021-11-26,5.98404
2021-11-27,3.05851
2021-11-28,3.45744
2021-11-29,6.38297
2021-11-30,5.45212
2021-12-01,6.11702
2021-12-02,5.71808
2021-12-03,6.91489
2021-12-04,5.18617
2021-12-05,3.85638
2021-12-06,6.64893
2021-12-07,6.51595
2021-12-08,6.91489
2021-12-09,4.92021
2021-12-10,5.98404
2021-12-11,4.12234
2021-12-12,2.79255
2021-12-13,5.98404
2021-12-14,8.24468
2021-12-15,6.64893
2021-12-16,8.37765
2021-12-17,5.5851
2021-12-18,3.59042
2021-12-19,3.59042
2021-12-20,6.78191
2021-12-21,10.37234
2021-12-22,7.71276
2021-12-23,5.31914
2021-12-24,8.37765
2021-12-25,3.59042
2021-12-26,3.85638
2021-12-27,8.51063
2021-12-28,8.24468
2021-12-29,6.91489
2021-12-30,9.57446
2021-12-31,6.25
2022-01-01,4.25531
2022-01-02,3.98936
2022-01-03,8.90957
2022-01-04,9.17553
2022-01-05,7.84574
2022-01-06,6.25
2022-01-07,7.57978
2022-01-08,3.59042
2022-01-09,4.78723
2022-01-10,10.37234
2022-01-11,9.04255
2022-01-12,6.91489
2022-01-13,5.5851
2022-01-14,9.44148
2022-01-15,5.71808
2022-01-16,2.79255
2022-01-17,9.9734
2022-01-18,9.04255
2022-01-19,8.77659
2022-01-20,10.77127
2022-01-21,8.64361
2022-01-22,5.71808
2022-01-23,6.25
2022-01-24,10.37234
2022-01-25,11.30319
2022-01-26,9.44148
2022-01-27,10.23936
2022-01-28,13.82978
2022-01-29,5.85106
2022-01-30,4.52127
2022-01-31,5.98404
2022-02-01,8.37765
2022-02-02,6.38297
2022-02-03,17.02127
2022-02-04,13.82978
2022-02-05,7.71276
2022-02-06,6.51595
2022-02-07,12.63297
2022-02-08,13.96276
2022-02-09,13.43085
2022-02-10,10.50531
2022-02-11,11.56914
2022-02-12,7.04787
2022-02-13,7.18085
2022-02-14,10.50531
2022-02-15,10.23936
2022-02-16,9.84042
2022-02-17,9.17553
2022-02-18,8.37765
2022-02-19,5.45212
2022-02-20,6.25
2022-02-21,13.56382
2022-02-22,16.09042
2022-02-23,11.96808
2022-02-24,13.82978
2022-02-25,9.57446
2022-02-26,5.45212
2022-02-27,9.04255
2022-02-28,13.16489
2022-03-01,6.64893
2022-03-02,10.37234
2022-03-03,11.30319
2022-03-04,10.77127
2022-03-05,5.05319
2022-03-06,5.31914
2022-03-07,7.71276
2022-03-08,8.77659
2022-03-09,4.52127
2022-03-10,12.36702
2022-03-11,9.84042
2022-03-12,4.52127
2022-03-13,3.85638
2022-03-14,7.71276
2022-03-15,7.97872
2022-03-16,7.57978
2022-03-17,8.51063
2022-03-18,7.4468
2022-03-19,4.52127
2022-03-20,4.65425
2022-03-21,6.78191
2022-03-22,8.37765
2022-03-23,8.64361
2022-03-24,7.4468
2022-03-25,8.37765
2022-03-26,3.19148
2022-03-27,4.92021
2022-03-28,8.90957
2022-03-29,8.77659
2022-03-30,9.17553
2022-03-31,9.17553
2022-04-01,8.77659
2022-04-02,3.85638
2022-04-03,4.25531
2022-04-04,7.97872
2022-04-05,8.90957
2022-04-06,7.97872
2022-04-07,9.17553
2022-04-08,7.31382
2022-04-09,4.25531
2022-04-10,3.32446
2022-04-11,4.78723
2022-04-12,6.78191
2022-04-13,7.4468
2022-04-14,8.37765
2022-04-15,5.85106
2022-04-16,3.85638
2022-04-17,3.7234
2022-04-18,9.17553
2022-04-19,7.18085
2022-04-20,8.77659
2022-04-21,7.18085
2022-04-22,7.71276
2022-04-23,2.39361
2022-04-24,4.38829
2022-04-25,7.84574
2022-04-26,7.04787
2022-04-27,7.97872
2022-04-28,7.31382
2022-04-29,7.04787
2022-04-30,3.32446
2022-05-01,4.25531
2022-05-02,8.64361
2022-05-03,6.38297
2022-05-04,7.4468
2022-05-05,4.65425
2022-05-06,8.24468
2022-05-07,3.45744
2022-05-08,3.05851
2022-05-09,6.64893
2022-05-10,8.1117
2022-05-11,7.31382
2022-05-12,8.37765
2022-05-13,6.38297
2022-05-14,1.99468
2022-05-15,4.25531
2022-05-16,5.05319
2022-05-17,7.84574
2022-05-18,5.98404
2022-05-19,8.1117
2022-05-20,6.64893
2022-05-21,3.32446
2022-05-22,2.92553
2022-05-23,5.5851
2022-05-24,6.78191
2022-05-25,6.91489
2022-05-26,8.37765
2022-05-27,7.97872
2022-05-28,2.52659
2022-05-29,3.7234
2022-05-30,8.90957
2022-05-31,9.44148
2022-06-01,6.51595
2022-06-02,9.44148
2022-06-03,8.37765
2022-06-04,3.98936
2022-06-05,4.38829
2022-06-06,4.52127
2022-06-07,9.17553
2022-06-08,9.57446
2022-06-09,11.30319
2022-06-10,10.37234
2022-06-11,5.18617
2022-06-12,4.25531
2022-06-13,10.50531
2022-06-14,9.44148
2022-06-15,8.24468
2022-06-16,10.90425
2022-06-17,9.84042
2022-06-18,6.25
2022-06-19,5.71808
2022-06-20,8.37765
2022-06-21,10.77127
2022-06-22,9.17553
2022-06-23,9.57446
2022-06-24,11.96808
2022-06-25,6.25
2022-06-26,4.12234
2022-06-27,13.03191
2022-06-28,11.56914
2022-06-29,15.82446
2022-06-30,11.03723
2022-07-01,13.29787
2022-07-02,4.78723
2022-07-03,7.97872
2022-07-04,13.6968
2022-07-05,12.76595
2022-07-06,12.23404
2022-07-07,9.9734
2022-07-08,10.23936
2022-07-09,4.78723
2022-07-10,3.45744
2022-07-11,13.29787
2022-07-12,12.63297
2022-07-13,13.29787
2022-07-14,13.56382
2022-07-15,10.63829
2022-07-16,6.51595
2022-07-17,6.25
2022-07-18,14.49468
2022-07-19,17.28723
2022-07-20,15.69148
2022-07-21,14.09574
2022-07-22,15.69148
2022-07-23,7.71276
2022-07-24,8.1117
2022-07-25,15.15957
2022-07-26,16.09042
2022-07-27,18.21808
2022-07-28,12.63297
2022-07-29,13.6968
2022-07-30,7.4468
2022-07-31,9.04255
2022-08-01,15.95744
2022-08-02,19.01595
2022-08-03,19.01595
2022-08-04,16.88829
2022-08-05,14.09574
2022-08-06,8.24468
2022-08-07,9.70744
2022-08-08,12.89893
2022-08-09,12.76595
2022-08-10,13.56382
2022-08-11,11.96808
2022-08-12,16.75531
2022-08-13,6.25
2022-08-14,6.25
2022-08-15,8.90957
2022-08-16,17.68617
2022-08-17,13.96276
2022-08-18,15.95744
2022-08-19,13.96276
2022-08-20,9.17553
2022-08-21,9.04255
2022-08-22,14.89361
2022-08-23,15.95744
2022-08-24,14.09574
2022-08-25,19.68085
2022-08-26,11.70212
2022-08-27,6.64893
2022-08-28,9.17553
2022-08-29,17.81914
2022-08-30,17.81914
2022-08-31,17.28723
2022-09-01,13.16489
2022-09-02,15.42553
2022-09-03,7.57978
2022-09-04,7.18085
2022-09-05,16.75531
2022-09-06,14.09574
2022-09-07,15.29255
2022-09-08,13.29787
2022-09-09,6.25
2022-09-10,7.31382
2022-09-11,7.71276
2022-09-12,12.89893
2022-09-13,26.72872
2022-09-14,19.9468
2022-09-15,17.95212
2022-09-16,17.42021
2022-09-17,7.4468
2022-09-18,11.70212
2022-09-19,19.68085
2022-09-20,14.76063
2022-09-21,18.75
2022-09-22,20.47872
2022-09-23,23.67021
2022-09-24,14.09574
2022-09-25,11.96808
2022-09-26,26.32978
2022-09-27,29.38829
2022-09-28,32.04787
2022-09-29,28.98936
2022-09-30,31.38297
2022-10-01,23.13829
2022-10-02,18.48404
2022-10-03,21.01063
2022-10-04,38.82978
2022-10-05,48.27127
2022-10-06,46.54255
2022-10-07,42.55319
2022-10-08,21.67553
2022-10-09,21.94148
2022-10-10,24.20212
2022-10-11,39.49468
2022-10-12,51.59574
2022-10-13,72.87234
2022-10-14,66.09042
2022-10-15,41.88829
2022-10-16,41.88829
2022-10-17,80.31914
2022-10-18,79.12234
2022-10-19,94.01595
2022-10-20,85.23936
2022-10-21,66.75531
2022-10-22,34.17553
2022-10-23,41.09042
2022-10-24,75.66489
2022-10-25,79.12234
2022-10-26,68.88297
2022-10-27,67.68617
2022-10-28,67.15425
2022-10-29,35.10638
2022-10-30,29.52127
2022-10-31,59.17553
2022-11-01,67.02127
2022-11-02,72.87234
2022-11-03,72.60638
2022-11-04,58.37765
2022-11-05,37.76595
2022-11-06,37.5
2022-11-07,62.76595
2022-11-08,67.55319
2022-11-09,65.95744
2022-11-10,65.15957
2022-11-11,64.09574
2022-11-12,29.78723
2022-11-13,34.9734
2022-11-14,89.76063
2022-11-15,79.38829
2022-11-16,68.48404
2022-11-17,74.73404
2022-11-18,68.88297
2022-11-19,38.03191
2022-11-20,33.90957
2022-11-21,65.02659
2022-11-22,64.76063
2022-11-23,56.64893
2022-11-24,57.84574
2022-11-25,65.15957
2022-11-26,37.36702
2022-11-27,34.17553
2022-11-28,72.20744
2022-11-29,68.21808
2022-11-30,69.41489
2022-12-01,71.54255
2022-12-02,68.75
2022-12-03,28.32446
2022-12-04,33.1117
2022-12-05,61.03723
2022-12-06,49.3351
2022-12-07,63.29787
2022-12-08,59.84042
2022-12-09,53.7234
2022-12-10,32.31382
2022-12-11,33.37765
2022-12-12,58.64361
2022-12-13,57.18085
2022-12-14,51.8617
2022-12-15,48.93617
2022-12-16,51.99468
2022-12-17,26.06382
2022-12-18,27.39361
2022-12-19,46.54255
2022-12-20,48.53723
2022-12-21,47.73936
2022-12-22,49.46808
2022-12-23,47.60638
2022-12-24,33.24468
2022-12-25,36.96808
2022-12-26,61.56914
2022-12-27,64.3617
2022-12-28,64.76063
2022-12-29,64.49468
2022-12-30,64.09574
2022-12-31,30.98404
2023-01-01,35.37234
2023-01-02,68.75
2023-01-03,53.32446
2023-01-04,51.72872
2023-01-05,48.53723
2023-01-06,47.60638
2023-01-07,31.11702
2023-01-08,33.90957
2023-01-09,51.46276
2023-01-10,55.5851
2023-01-11,46.54255
2023-01-12,47.07446
2023-01-13,39.22872
2023-01-14,25.0
2023-01-15,26.46276
2023-01-16,41.35638
2023-01-17,48.00531
2023-01-18,41.88829
2023-01-19,42.02127
2023-01-20,46.14361
2023-01-21,21.54255
2023-01-22,27.12765
2023-01-23,29.38829
2023-01-24,32.18085
2023-01-25,63.03191
2023-01-26,59.44148
2023-01-27,50.79787
2023-01-28,29.25531
2023-01-29,27.12765
2023-01-30,47.4734
2023-01-31,58.1117
2023-02-01,52.92553
2023-02-02,46.67553
2023-02-03,39.89361
2023-02-04,22.73936
2023-02-05,23.67021
2023-02-06,37.5
2023-02-07,38.43085
2023-02-08,42.81914
2023-02-09,33.51063
2023-02-10,31.38297
2023-02-11,21.27659
2023-02-12,21.67553
2023-02-13,38.6968
2023-02-14,36.17021
2023-02-15,32.4468
2023-02-16,30.85106
2023-02-17,29.38829
2023-02-18,19.14893
2023-02-19,18.35106
2023-02-20,32.18085
2023-02-21,35.37234
2023-02-22,33.51063
2023-02-23,26.06382
2023-02-24,34.9734
2023-02-25,23.13829
2023-02-26,18.61702
2023-02-27,40.69148
2023-02-28,38.6968
2023-03-01,25.26595
2023-03-02,36.8351
2023-03-03,34.44148
2023-03-04,17.15425
2023-03-05,17.42021
2023-03-06,26.72872
2023-03-07,25.13297
2023-03-08,30.85106
2023-03-09,27.79255
2023-03-10,27.12765
2023-03-11,13.29787
2023-03-12,16.75531
2023-03-13,28.45744
2023-03-14,25.93085
2023-03-15,26.06382
2023-03-16,25.53191
2023-03-17,23.40425
2023-03-18,14.3617
2023-03-19,14.3617
2023-03-20,24.20212
2023-03-21,32.04787
2023-03-22,30.45212
2023-03-23,25.66489
2023-03-24,27.79255
2023-03-25,15.95744
2023-03-26,16.88829
2023-03-27,30.5851
2023-03-28,33.51063
2023-03-29,32.31382
2023-03-30,29.92021
2023-03-31,26.59574
2023-04-01,13.6968
2023-04-02,11.70212
2023-04-03,21.94148
2023-04-04,22.87234
2023-04-05,24.20212
2023-04-06,23.53723
2023-04-07,23.93617
2023-04-08,13.82978
2023-04-09,13.03191
2023-04-10,25.79787
2023-04-11,22.60638
2023-04-12,25.93085
2023-04-13,23.40425
2023-04-14,18.75
2023-04-15,11.8351
2023-04-16,14.09574
2023-04-17,25.53191
2023-04-18,22.07446
2023-04-19,21.27659
2023-04-20,24.20212
2023-04-21,20.6117
2023-04-22,10.90425
2023-04-23,12.76595
2023-04-24,23.13829
2023-04-25,21.94148
2023-04-26,23.40425
2023-04-27,20.47872
2023-04-28,22.07446
2023-04-29,14.89361
2023-04-30,11.70212
2023-05-01,16.35638
2023-05-02,26.46276
2023-05-03,25.13297
2023-05-04,30.31914
2023-05-05,11.17021
2023-05-06,13.43085
2023-05-07,16.48936
2023-05-08,22.34042
2023-05-09,23.00531
2023-05-10,24.46808
2023-05-11,19.68085
2023-05-12,21.80851
2023-05-13,11.8351
2023-05-14,10.63829
2023-05-15,20.34574
2023-05-16,25.93085
2023-05-17,18.61702
2023-05-18,22.60638
2023-05-19,17.55319
2023-05-20,9.9734
2023-05-21,11.8351
2023-05-22,20.47872
2023-05-23,23.93617
2023-05-24,20.47872
2023-05-25,19.81382
2023-05-26,20.34574
2023-05-27,11.56914
2023-05-28,12.89893
2023-05-29,14.62765
2023-05-30,24.20212
