date,미국국채10년
2022-04-21,6.68743
2022-04-22,8.57177
2022-04-23,3.5751
2022-04-24,2.14748
2022-04-25,6.58157
2022-04-26,8.34492
2022-04-27,7.5071
2022-04-28,6.22466
2022-04-29,4.90593
2022-04-30,3.68398
2022-05-01,2.21402
2022-05-02,6.35472
2022-05-03,9.66063
2022-05-04,5.99177
2022-05-05,7.22279
2022-05-06,13.91022
2022-05-07,5.63486
2022-05-08,2.95202
2022-05-09,10.14155
2022-05-10,13.44443
2022-05-11,11.01264
2022-05-12,11.1548
2022-05-13,8.03944
2022-05-14,3.72028
2022-05-15,2.36827
2022-05-16,5.70443
2022-05-17,6.30935
2022-05-18,6.41521
2022-05-19,6.22466
2022-05-20,4.73655
2022-05-21,2.77357
2022-05-22,2.20494
2022-05-23,4.21632
2022-05-24,5.27191
2022-05-25,5.00574
2022-05-26,4.37965
2022-05-27,3.98644
2022-05-28,2.22309
2022-05-29,1.48811
2022-05-30,3.14258
2022-05-31,6.16115
2022-06-01,5.53203
2022-06-02,6.21861
2022-06-03,4.98154
2022-06-04,2.61932
2022-06-05,1.46996
2022-06-06,3.39362
2022-06-07,7.82771
2022-06-08,8.74417
2022-06-09,8.41751
2022-06-10,6.72978
2022-06-11,5.19327
2022-06-12,2.65259
2022-06-13,7.89425
2022-06-14,10.5045
2022-06-15,9.2886
2022-06-16,9.99637
2022-06-17,7.1502
2022-06-18,3.09116
2022-06-19,1.9902
2022-06-20,4.43106
2022-06-21,5.50783
2022-06-22,5.94337
2022-06-23,5.91615
2022-06-24,6.5483
2022-06-25,3.29078
2022-06-26,1.80872
2022-06-27,4.76982
2022-06-28,5.31728
2022-06-29,4.56112
2022-06-30,4.71538
2022-07-01,5.41407
2022-07-02,3.07603
2022-07-03,1.83594
2022-07-04,3.85336
2022-07-05,5.529
2022-07-06,7.02921
2022-07-07,5.45943
2022-07-08,4.79704
2022-07-09,2.44389
2022-07-10,1.49113
2022-07-11,3.94108
2022-07-12,4.90593
2022-07-13,5.3566
2022-07-14,5.29611
2022-07-15,4.06811
2022-07-16,1.89038
2022-07-17,1.29756
2022-07-18,3.32103
2022-07-19,4.04391
2022-07-20,4.10138
2022-07-21,3.70818
2022-07-22,4.46736
2022-07-23,2.97925
2022-07-24,1.7815
2022-07-25,3.75355
2022-07-26,4.30705
2022-07-27,3.94108
2022-07-28,4.9029
2022-07-29,4.38872
2022-07-30,2.27753
2022-07-31,1.27034
2022-08-01,3.59324
2022-08-02,5.31425
2022-08-03,5.39592
2022-08-04,4.26471
2022-08-05,4.23144
2022-08-06,3.01554
2022-08-07,1.95995
2022-08-08,3.87151
2022-08-09,3.67188
2022-08-10,4.19212
2022-08-11,4.44921
2022-08-12,4.13163
2022-08-13,1.90853
2022-08-14,1.17052
2022-08-15,3.16677
2022-08-16,4.55205
2022-08-17,4.57927
2022-08-18,4.7668
2022-08-19,4.90593
2022-08-20,3.1577
2022-08-21,1.76032
2022-08-22,5.3324
2022-08-23,7.00804
2022-08-24,5.79214
2022-08-25,5.76492
2022-08-26,5.38987
2022-08-27,2.97925
2022-08-28,1.52138
2022-08-29,5.51085
2022-08-30,5.80727
2022-08-31,5.27796
2022-09-01,6.26096
2022-09-02,6.69046
2022-09-03,2.64351
2022-09-04,1.50323
2022-09-05,3.27263
2022-09-06,5.18419
2022-09-07,8.70788
2022-09-08,5.89498
2022-09-09,5.18117
2022-09-10,2.63444
2022-09-11,1.55163
2022-09-12,4.1407
2022-09-13,7.21674
2022-09-14,8.22696
2022-09-15,6.23979
2022-09-16,6.59367
2022-09-17,2.90061
2022-09-18,1.73915
2022-09-19,5.5653
2022-09-20,9.70903
2022-09-21,8.91053
2022-09-22,9.92075
2022-09-23,10.31093
2022-09-24,3.99552
2022-09-25,2.27451
2022-09-26,8.80769
2022-09-27,12.40094
2022-09-28,18.54092
2022-09-29,21.3024
2022-09-30,13.45653
2022-10-01,5.21747
2022-10-02,2.54673
2022-10-03,8.99219
2022-10-04,16.23918
2022-10-05,17.99044
2022-10-06,15.09588
2022-10-07,11.71435
2022-10-08,4.7547
2022-10-09,2.5195
2022-10-10,6.06738
2022-10-11,13.2811
2022-10-12,11.31812
2022-10-13,11.78694
2022-10-14,12.15897
2022-10-15,6.24584
2022-10-16,2.77357
2022-10-17,9.56384
2022-10-18,13.22061
2022-10-19,15.75524
2022-10-20,23.21093
2022-10-21,27.65712
2022-10-22,9.52452
2022-10-23,3.75355
2022-10-24,16.38134
2022-10-25,15.15032
2022-10-26,17.26755
2022-10-27,17.00744
2022-10-28,14.11287
2022-10-29,5.3445
2022-10-30,2.48623
2022-10-31,10.05988
2022-11-01,12.59754
2022-11-02,10.30185
2022-11-03,16.76547
2022-11-04,11.91095
2022-11-05,4.61859
2022-11-06,2.61327
2022-11-07,8.63226
2022-11-08,10.60734
2022-11-09,9.38842
2022-11-10,10.1234
2022-11-11,12.64291
2022-11-12,4.9271
2022-11-13,2.79474
2022-11-14,8.23906
2022-11-15,8.67461
2022-11-16,8.83794
2022-11-17,8.68066
2022-11-18,7.53432
2022-11-19,2.84919
2022-11-20,1.67866
2022-11-21,6.00084
2022-11-22,6.48478
2022-11-23,6.38194
2022-11-24,5.86171
2022-11-25,5.46246
2022-11-26,2.52555
2022-11-27,1.51533
2022-11-28,5.5411
2022-11-29,5.78609
2022-11-30,5.5411
2022-12-01,6.73582
2022-12-02,6.81749
2022-12-03,2.97925
2022-12-04,1.66354
2022-12-05,5.44734
2022-12-06,7.28933
2022-12-07,6.60879
2022-12-08,7.41636
2022-12-09,5.71653
2022-12-10,3.26054
2022-12-11,1.81174
2022-12-12,4.68816
2022-12-13,6.7328
2022-12-14,6.62089
2022-12-15,6.97175
2022-12-16,6.25491
2022-12-17,2.949
2022-12-18,1.77545
2022-12-19,4.38267
2022-12-20,8.91053
2022-12-21,7.74907
2022-12-22,5.68931
2022-12-23,6.08553
2022-12-24,3.49948
2022-12-25,2.17167
2022-12-26,3.97737
2022-12-27,6.28516
2022-12-28,8.1574
2022-12-29,7.28026
2022-12-30,5.529
2022-12-31,3.43899
2023-01-01,1.99322
2023-01-02,4.27076
2023-01-03,6.47873
2023-01-04,7.25303
2023-01-05,7.66438
2023-01-06,6.9052
2023-01-07,4.85149
2023-01-08,3.01857
2023-01-09,7.92148
2023-01-10,7.9124
2023-01-11,7.75512
2023-01-12,7.73395
2023-01-13,7.62809
2023-01-14,3.45714
2023-01-15,2.23216
2023-01-16,4.54902
2023-01-17,6.25793
2023-01-18,7.19557
2023-01-19,7.79747
2023-01-20,5.38987
2023-01-21,3.11838
2023-01-22,1.57582
2023-01-23,3.25449
2023-01-24,5.51993
2023-01-25,6.07041
2023-01-26,5.45641
2023-01-27,6.17929
2023-01-28,3.10628
2023-01-29,2.14748
2023-01-30,4.99969
2023-01-31,5.15395
2023-02-01,5.19024
2023-02-02,7.28631
2023-02-03,6.27306
2023-02-04,4.93013
2023-02-05,2.41364
2023-02-06,7.81561
2023-02-07,9.42169
2023-02-08,8.98917
2023-02-09,7.76117
2023-02-10,8.5385
2023-02-11,5.32635
2023-02-12,2.44994
2023-02-13,6.86891
2023-02-14,8.109
2023-02-15,11.51775
2023-02-16,11.72947
2023-02-17,13.82856
2023-02-18,5.61672
2023-02-19,2.65561
2023-02-20,5.13278
2023-02-21,10.62246
2023-02-22,16.82293
2023-02-23,12.07428
2023-02-24,10.49845
2023-02-25,6.98384
2023-02-26,2.60722
2023-02-27,9.63341
2023-02-28,11.07615
2023-03-01,10.88863
2023-03-02,22.94779
2023-03-03,16.89552
2023-03-04,8.21184
2023-03-05,3.33615
2023-03-06,10.18087
2023-03-07,14.13102
2023-03-08,16.89552
2023-03-09,13.35067
2023-03-10,14.43953
2023-03-11,10.12642
2023-03-12,4.88778
2023-03-13,18.97344
2023-03-14,22.76631
2023-03-15,17.80291
2023-03-16,15.15334
2023-03-17,11.67805
2023-03-18,6.61182
2023-03-19,4.1044
2023-03-20,12.74877
2023-03-21,12.73062
2023-03-22,12.15594
2023-03-23,14.00701
2023-03-24,11.62664
2023-03-25,4.73958
2023-03-26,3.28171
2023-03-27,10.52265
2023-03-28,12.73062
2023-03-29,12.94235
2023-03-30,9.43379
2023-03-31,7.87308
2023-04-01,3.89873
2023-04-02,2.40154
2023-04-03,7.87611
2023-04-04,8.70183
2023-04-05,9.18274
2023-04-06,8.11203
2023-04-07,5.24166
2023-04-08,2.61327
2023-04-09,2.19889
2023-04-10,7.35587
2023-04-11,7.30748
2023-04-12,6.85076
2023-04-13,6.40614
2023-04-14,6.3638
2023-04-15,3.78984
2023-04-16,2.24124
2023-04-17,7.01711
2023-04-18,9.42169
2023-04-19,8.45683
2023-04-20,7.26816
2023-04-21,6.21257
2023-04-22,2.68888
2023-04-23,1.5244
2023-04-24,5.14487
2023-04-25,6.72978
2023-04-26,6.37589
2023-04-27,6.1309
2023-04-28,5.68326
2023-04-29,2.48926
2023-04-30,1.48811
2023-05-01,3.92898
2023-05-02,8.04851
2023-05-03,6.85076
2023-05-04,7.93055
2023-05-05,5.01179
2023-05-06,3.03369
2023-05-07,1.84501
2023-05-08,5.59252
2023-05-09,6.28213
2023-05-10,6.1067
2023-05-11,5.529
2023-05-12,5.30518
2023-05-13,2.48321
2023-05-14,1.76335
2023-05-15,4.9755
2023-05-16,6.36077
2023-05-17,5.73165
2023-05-18,6.67533
2023-05-19,7.67043
2023-05-20,3.49343
2023-05-21,1.92063
2023-05-22,6.5483
2023-05-23,9.56989
2023-05-24,7.25001
2023-05-25,9.40354
2023-05-26,9.83304
2023-05-27,3.73843
2023-05-28,1.98717
2023-05-29,3.54183
2023-05-30,7.94265
2023-05-31,7.95777
2023-06-01,7.59482
2023-06-02,6.01899
2023-06-03,3.04276
2023-06-04,1.63934
2023-06-05,6.03411
2023-06-06,4.94827
2023-06-07,6.02806
2023-06-08,8.87726
2023-06-09,6.18837
2023-06-10,2.61932
2023-06-11,1.59397
2023-06-12,4.93618
2023-06-13,6.39707
2023-06-14,7.04131
2023-06-15,7.08971
2023-06-16,5.25981
2023-06-17,2.48018
2023-06-18,1.43367
2023-06-19,3.52368
2023-06-20,5.36567
2023-06-21,5.10555
2023-06-22,5.1358
2023-06-23,5.51388
2023-06-24,2.19587
2023-06-25,1.3278
2023-06-26,4.50668
2023-06-27,4.77587
2023-06-28,4.27378
2023-06-29,5.66208
2023-06-30,7.21976
2023-07-01,2.51648
2023-07-02,1.17657
2023-07-03,4.45829
2023-07-04,4.24354
2023-07-05,4.21329
2023-07-06,10.94307
2023-07-07,12.21946
2023-07-08,4.35847
2023-07-09,2.15957
2023-07-10,8.36912
2023-07-11,7.26816
2023-07-12,7.24094
2023-07-13,7.26816
2023-07-14,6.84774
2023-07-15,3.05486
2023-07-16,1.69983
2023-07-17,5.25074
2023-07-18,5.48968
2023-07-19,5.42314
2023-07-20,5.39592
2023-07-21,5.01482
2023-07-22,1.76032
2023-07-23,1.21892
2023-07-24,3.85336
2023-07-25,5.38382
2023-07-26,4.55507
2023-07-27,6.58459
2023-07-28,10.35932
2023-07-29,3.00042
2023-07-30,1.83291
2023-07-31,5.52295
2023-08-01,7.08971
2023-08-02,13.66523
2023-08-03,20.02298
2023-08-04,18.24451
2023-08-05,7.82166
2023-08-06,3.36035
2023-08-07,11.36652
2023-08-08,12.83346
2023-08-09,10.3442
2023-08-10,9.35515
2023-08-11,12.99981
2023-08-12,6.58459
2023-08-13,3.72633
2023-08-14,11.10943
2023-08-15,14.90532
2023-08-16,15.88833
2023-08-17,25.20718
2023-08-18,26.03895
2023-08-19,8.19369
2023-08-20,4.22841
2023-08-21,21.69862
2023-08-22,25.79396
2023-08-23,18.68005
2023-08-24,19.57836
2023-08-25,17.53977
2023-08-26,7.27723
2023-08-27,3.05789
2023-08-28,11.16084
2023-08-29,13.28413
2023-08-30,16.27245
2023-08-31,12.19829
2023-09-01,12.54612
2023-09-02,6.5725
2023-09-03,2.91875
2023-09-04,7.7158
2023-09-05,13.16919
2023-09-06,15.05656
2023-09-07,13.66221
2023-09-08,10.48938
2023-09-09,4.14675
2023-09-10,2.12933
2023-09-11,10.64968
2023-09-12,10.83116
2023-09-13,11.66293
2023-09-14,10.37142
2023-09-15,11.51775
2023-09-16,6.20652
2023-09-17,2.75845
2023-09-18,15.47093
2023-09-19,11.56917
2023-09-20,11.90188
2023-09-21,22.52434
2023-09-22,24.27257
2023-09-23,6.94452
2023-09-24,3.55997
2023-09-25,18.62258
2023-09-26,27.34861
2023-09-27,19.69632
2023-09-28,21.61696
2023-09-29,16.0698
2023-09-30,8.42659
2023-10-01,4.28588
2023-10-02,17.13145
2023-10-03,35.17028
2023-10-04,74.33912
2023-10-05,52.80987
2023-10-06,45.15455
2023-10-07,23.60716
2023-10-08,7.3226
2023-10-09,18.65283
2023-10-10,33.39483
2023-10-11,32.91694
2023-10-12,32.32411
2023-10-13,34.96158
2023-10-14,11.76274
2023-10-15,5.529
2023-10-16,24.14252
2023-10-17,32.73849
2023-10-18,38.18583
2023-10-19,73.6495
2023-10-20,80.47002
2023-10-21,30.8723
2023-10-22,12.06218
2023-10-23,84.65307
2023-10-24,76.6348
2023-10-25,57.9124
2023-10-26,100.0
2023-10-27,66.62936
2023-10-28,20.95457
2023-10-29,8.91053
2023-10-30,42.45054
2023-10-31,52.41667
2023-11-01,52.17772
2023-11-02,61.93515
2023-11-03,50.70473
2023-11-04,24.10017
2023-11-05,9.58804
2023-11-06,38.72421
2023-11-07,46.85137
2023-11-08,43.66342
2023-11-09,39.5953
2023-11-10,39.70116
2023-11-11,17.691
2023-11-12,6.79934
2023-11-13,28.32557
2023-11-14,34.86782
2023-11-15,44.45587
2023-11-16,38.96013
2023-11-17,33.04397
2023-11-18,12.53402
2023-11-19,5.84054
2023-11-20,21.56554
2023-11-21,28.65525
2023-11-22,27.09757
2023-11-23,20.64
2023-11-24,18.22938
2023-11-25,8.96497
2023-11-26,5.09043
2023-11-27,18.92807
2023-11-28,24.33609
2023-11-29,28.01403
2023-11-30,28.13501
2023-12-01,23.82191
2023-12-02,16.26943
2023-12-03,6.44546
2023-12-04,19.80218
2023-12-05,27.17318
2023-12-06,30.08287
2023-12-07,28.24088
2023-12-08,24.85028
2023-12-09,12.13477
2023-12-10,5.24166
2023-12-11,17.91482
2023-12-12,24.4964
2023-12-13,20.58556
2023-12-14,37.1998
2023-12-15,28.2681
2023-12-16,10.24741
2023-12-17,4.36452
2023-12-18,17.76662
2023-12-19,21.18444
2023-12-20,21.01808
2023-12-21,22.40336
2023-12-22,18.02673
2023-12-23,8.61714
2023-12-24,3.1819
2023-12-25,4.06508
2023-12-26,13.86183
2023-12-27,16.33597
2023-12-28,18.99461
2023-12-29,14.9265
2023-12-30,7.25303
2023-12-31,3.31498
2024-01-01,3.99854
2024-01-02,19.63583
2024-01-03,26.51684
2024-01-04,27.76601
2024-01-05,28.625
2024-01-06,16.22708
2024-01-07,6.50293
2024-01-08,19.10955
2024-01-09,25.63063
2024-01-10,21.6835
2024-01-11,23.49827
2024-01-12,21.45363
2024-01-13,9.61224
2024-01-14,4.22237
2024-01-15,11.49355
2024-01-16,19.77496
2024-01-17,27.42423
2024-01-18,25.05293
2024-01-19,24.52664
2024-01-20,9.82699
2024-01-21,4.20119
2024-01-22,15.63728
2024-01-23,18.77986
2024-01-24,18.51067
2024-01-25,21.23888
2024-01-26,17.19496
2024-01-27,8.03036
2024-01-28,4.06508
2024-01-29,13.1329
2024-01-30,21.03321
2024-01-31,20.41921
2024-02-01,26.32932
2024-02-02,25.17996
2024-02-03,16.43276
2024-02-04,5.49573
2024-02-05,20.23471
2024-02-06,27.04918
2024-02-07,20.49482
2024-02-08,16.94694
2024-02-09,13.82856
2024-02-10,7.86098
2024-02-11,4.19817
2024-02-12,9.72112
2024-02-13,23.8582
2024-02-14,28.38908
2024-02-15,20.69747
2024-02-16,19.65095
2024-02-17,10.45913
2024-02-18,4.34335
2024-02-19,10.87955
2024-02-20,16.39646
2024-02-21,15.62821
2024-02-22,18.18704
2024-02-23,15.60704
2024-02-24,8.28745
2024-02-25,3.69003
2024-02-26,12.52192
2024-02-27,15.10192
2024-02-28,15.00514
2024-02-29,15.28643
2024-03-01,12.37372
2024-03-02,9.22206
