date,JYP주가
2020-08-22,2.45837
2020-08-23,2.05766
2020-08-24,7.71896
2020-08-25,8.53932
2020-08-26,8.33626
2020-08-27,8.02761
2020-08-28,7.24786
2020-08-29,1.90334
2020-08-30,1.68945
2020-08-31,6.5006
2020-09-01,8.9319
2020-09-02,10.50223
2020-09-03,14.08149
2020-09-04,13.54
2020-09-05,3.33558
2020-09-06,3.63882
2020-09-07,13.39379
2020-09-08,13.34235
2020-09-09,14.2304
2020-09-10,11.72059
2020-09-11,9.92283
2020-09-12,2.75348
2020-09-13,2.90781
2020-09-14,10.26939
2020-09-15,9.2947
2020-09-16,8.79111
2020-09-17,8.57181
2020-09-18,7.23703
2020-09-19,1.97915
2020-09-20,1.75714
2020-09-21,7.59171
2020-09-22,7.33179
2020-09-23,8.34438
2020-09-24,9.23785
2020-09-25,8.43102
2020-09-26,2.09557
2020-09-27,1.73818
2020-09-28,10.44266
2020-09-29,8.96439
2020-09-30,2.05225
2020-10-01,1.63801
2020-10-02,2.19574
2020-10-03,1.94395
2020-10-04,2.42588
2020-10-05,11.95072
2020-10-06,10.32083
2020-10-07,8.45268
2020-10-08,7.97075
2020-10-09,2.53147
2020-10-10,2.01434
2020-10-11,1.47285
2020-10-12,9.06457
2020-10-13,8.81548
2020-10-14,7.85704
2020-10-15,15.5002
2020-10-16,11.88303
2020-10-17,3.78502
2020-10-18,2.98632
2020-10-19,12.25125
2020-10-20,10.58345
2020-10-21,9.47881
2020-10-22,8.82902
2020-10-23,8.35521
2020-10-24,2.50439
2020-10-25,1.95207
2020-10-26,12.34601
2020-10-27,9.58981
2020-10-28,8.17111
2020-10-29,8.77216
2020-10-30,8.42832
2020-10-31,2.12535
2020-11-01,1.79233
2020-11-02,7.13415
2020-11-03,7.01502
2020-11-04,7.08271
2020-11-05,9.49235
2020-11-06,7.88412
2020-11-07,1.57574
2020-11-08,1.12088
2020-11-09,7.33992
2020-11-10,7.88141
2020-11-11,6.7172
2020-11-12,6.77947
2020-11-13,6.51414
2020-11-14,1.38892
2020-11-15,1.18586
2020-11-16,8.73697
2020-11-17,9.65209
2020-11-18,10.62406
2020-11-19,9.22972
2020-11-20,8.51766
2020-11-21,1.46202
2020-11-22,1.37538
2020-11-23,8.33355
2020-11-24,8.14674
2020-11-25,9.7658
2020-11-26,8.05469
2020-11-27,6.77406
2020-11-28,1.60281
2020-11-29,1.42141
2020-11-30,6.47353
2020-12-01,7.58088
2020-12-02,8.64762
2020-12-03,16.3368
2020-12-04,10.27209
2020-12-05,2.19574
2020-12-06,2.00351
2020-12-07,9.22972
2020-12-08,8.42561
2020-12-09,7.64315
2020-12-10,7.59171
2020-12-11,6.5006
2020-12-12,1.7436
2020-12-13,1.34019
2020-12-14,5.96182
2020-12-15,5.40138
2020-12-16,5.39867
2020-12-17,5.52321
2020-12-18,4.91945
2020-12-19,1.25084
2020-12-20,1.8519
2020-12-21,5.69107
2020-12-22,5.72898
2020-12-23,5.95099
2020-12-24,5.21456
2020-12-25,2.01976
2020-12-26,1.51888
2020-12-27,100.0
2020-12-28,15.06159
2020-12-29,7.97617
2020-12-30,7.46717
2020-12-31,3.20563
2021-01-01,3.05942
2021-01-02,40.9828
2021-01-03,38.29159
2021-01-04,14.68796
2021-01-05,11.37403
2021-01-06,12.78462
2021-01-07,11.92364
2021-01-08,14.36577
2021-01-09,6.49248
2021-01-10,5.63151
2021-01-11,15.42168
2021-01-12,12.24583
2021-01-13,12.14024
2021-01-14,10.7107
2021-01-15,9.46256
2021-01-16,3.33558
2021-01-17,2.46108
2021-01-18,8.69365
2021-01-19,8.43914
2021-01-20,11.75849
2021-01-21,9.82807
2021-01-22,9.32448
2021-01-23,2.69662
2021-01-24,3.15418
2021-01-25,10.08257
2021-01-26,9.68187
2021-01-27,11.47691
2021-01-28,10.09611
2021-01-29,10.81359
2021-01-30,2.78868
2021-01-31,2.35278
2021-02-01,9.08623
2021-02-02,8.90483
2021-02-03,8.12237
2021-02-04,7.47258
2021-02-05,7.20725
2021-02-06,2.20116
2021-02-07,1.79775
2021-02-08,6.97441
2021-02-09,6.2082
2021-02-10,6.22174
2021-02-11,3.10274
2021-02-12,2.73994
2021-02-13,2.22011
2021-02-14,2.31487
2021-02-15,7.50778
2021-02-16,12.35413
2021-02-17,13.6862
2021-02-18,9.9093
2021-02-19,7.89495
2021-02-20,1.9629
2021-02-21,2.37714
2021-02-22,7.15852
2021-02-23,7.20184
2021-02-24,8.15215
2021-02-25,8.25775
2021-02-26,6.60349
2021-02-27,1.72194
2021-02-28,1.53783
2021-03-01,1.70299
2021-03-02,7.55651
2021-03-03,7.44821
2021-03-04,6.99607
2021-03-05,7.79206
2021-03-06,2.4692
2021-03-07,2.09557
2021-03-08,8.12237
2021-03-09,7.85975
2021-03-10,7.3345
2021-03-11,7.12332
2021-03-12,6.93921
2021-03-13,1.78421
2021-03-14,2.19304
2021-03-15,6.81196
2021-03-16,6.50602
2021-03-17,7.85163
2021-03-18,8.39583
2021-03-19,6.38689
2021-03-20,1.59198
2021-03-21,1.29145
2021-03-22,5.39596
2021-03-23,5.11439
2021-03-24,5.8102
2021-03-25,5.60985
2021-03-26,4.99526
2021-03-27,1.11276
2021-03-28,1.16962
2021-03-29,5.09543
2021-03-30,5.12251
2021-03-31,4.35088
2021-04-01,4.75971
2021-04-02,4.61621
2021-04-03,1.39163
2021-04-04,0.92053
2021-04-05,4.59726
2021-04-06,4.52416
2021-04-07,5.07648
2021-04-08,4.49167
2021-04-09,4.14511
2021-04-10,1.06944
2021-04-11,1.02071
2021-04-12,4.77054
2021-04-13,4.64329
2021-04-14,4.53228
2021-04-15,4.61351
2021-04-16,5.06565
2021-04-17,1.46202
2021-04-18,1.33477
2021-04-19,4.55665
2021-04-20,4.27778
2021-04-21,4.18031
2021-04-22,3.93664
2021-04-23,3.54677
2021-04-24,1.20481
2021-04-25,1.08027
2021-04-26,3.57926
2021-04-27,3.43305
2021-04-28,3.42222
2021-04-29,3.45201
2021-04-30,3.60633
2021-05-01,1.12359
2021-05-02,1.02883
2021-05-03,5.74522
2021-05-04,5.85894
2021-05-05,1.42683
2021-05-06,5.5909
2021-05-07,6.76323
2021-05-08,1.416
2021-05-09,1.18586
2021-05-10,6.173
2021-05-11,4.80573
2021-05-12,5.38242
2021-05-13,4.87613
2021-05-14,7.78394
2021-05-15,2.10369
2021-05-16,1.53512
2021-05-17,13.33965
2021-05-18,10.79193
2021-05-19,2.43129
2021-05-20,8.04115
2021-05-21,7.13144
2021-05-22,2.06037
2021-05-23,1.90334
2021-05-24,6.63868
2021-05-25,9.75226
2021-05-26,8.26316
2021-05-27,7.61608
2021-05-28,6.94192
2021-05-29,1.51076
2021-05-30,1.39704
2021-05-31,10.50494
2021-06-01,8.10883
2021-06-02,6.96358
2021-06-03,8.30106
2021-06-04,6.72532
2021-06-05,2.53418
2021-06-06,2.26072
2021-06-07,7.75957
2021-06-08,6.76864
2021-06-09,6.72262
2021-06-10,6.47082
2021-06-11,7.71084
2021-06-12,3.24353
2021-06-13,2.84283
2021-06-14,11.5094
2021-06-15,12.01028
2021-06-16,9.9824
2021-06-17,9.03208
2021-06-18,12.89291
2021-06-19,3.16772
2021-06-20,2.81034
2021-06-21,10.25856
2021-06-22,10.708
2021-06-23,10.86232
2021-06-24,9.0023
2021-06-25,9.37051
2021-06-26,2.11452
2021-06-27,1.86002
2021-06-28,8.29294
2021-06-29,7.68918
2021-06-30,10.84878
2021-07-01,10.32895
2021-07-02,18.46216
2021-07-03,4.73263
2021-07-04,5.53133
2021-07-05,10.98416
2021-07-06,9.03208
2021-07-07,8.58264
2021-07-08,8.88046
2021-07-09,8.42561
2021-07-10,2.00351
2021-07-11,1.45661
2021-07-12,7.1152
2021-07-13,11.57709
2021-07-14,10.43996
2021-07-15,8.72072
2021-07-16,7.1531
2021-07-17,1.38621
2021-07-18,1.13171
2021-07-19,6.37606
2021-07-20,6.17029
2021-07-21,6.52226
2021-07-22,6.66034
2021-07-23,7.20996
2021-07-24,1.84107
2021-07-25,1.39975
2021-07-26,8.75863
2021-07-27,7.14498
2021-07-28,6.08636
2021-07-29,5.82103
2021-07-30,5.05753
2021-07-31,1.32394
2021-08-01,1.0911
2021-08-02,5.29578
2021-08-03,5.42845
2021-08-04,7.26411
2021-08-05,6.28942
2021-08-06,9.7306
2021-08-07,2.21199
2021-08-08,1.55678
2021-08-09,10.34249
2021-08-10,8.33626
2021-08-11,8.63679
2021-08-12,8.92649
2021-08-13,7.74604
2021-08-14,1.81129
2021-08-15,1.36185
2021-08-16,1.71652
2021-08-17,7.62149
2021-08-18,7.81372
2021-08-19,6.8634
2021-08-20,7.08812
2021-08-21,2.19304
2021-08-22,1.57032
2021-08-23,8.29294
2021-08-24,9.2568
2021-08-25,9.17557
2021-08-26,9.01854
2021-08-27,7.74874
2021-08-28,2.04413
2021-08-29,1.6732
2021-08-30,7.87058
2021-08-31,6.74698
2021-09-01,6.05117
2021-09-02,6.16217
2021-09-03,7.64315
2021-09-04,1.73277
2021-09-05,1.34831
2021-09-06,6.38418
2021-09-07,6.54392
2021-09-08,5.96723
2021-09-09,5.8833
2021-09-10,5.82374
2021-09-11,1.21294
2021-09-12,0.83389
2021-09-13,5.22539
2021-09-14,5.71815
2021-09-15,5.16853
2021-09-16,4.61892
2021-09-17,4.67307
2021-09-18,0.79599
2021-09-19,0.5117
2021-09-20,0.56044
2021-09-21,0.62
2021-09-22,0.63354
2021-09-23,4.45647
2021-09-24,4.01786
2021-09-25,0.80682
2021-09-26,0.59022
2021-09-27,3.92852
2021-09-28,4.34817
2021-09-29,4.66765
2021-09-30,7.23433
2021-10-01,5.8454
2021-10-02,0.99905
2021-10-03,1.08027
2021-10-04,1.26167
2021-10-05,7.51049
2021-10-06,7.00419
2021-10-07,6.92026
2021-10-08,5.06565
2021-10-09,0.94219
2021-10-10,1.08298
2021-10-11,1.18857
2021-10-12,5.2281
2021-10-13,4.68661
2021-10-14,4.94382
2021-10-15,4.55123
2021-10-16,0.77433
2021-10-17,0.71747
2021-10-18,4.81386
2021-10-19,5.80208
2021-10-20,14.09503
2021-10-21,11.73683
2021-10-22,8.78841
2021-10-23,1.44036
2021-10-24,1.17503
2021-10-25,8.0601
2021-10-26,11.68539
2021-10-27,11.81535
2021-10-28,9.74414
2021-10-29,7.64315
2021-10-30,1.71382
2021-10-31,1.75714
2021-11-01,8.57723
2021-11-02,8.53391
2021-11-03,7.64315
2021-11-04,7.29118
2021-11-05,7.86246
2021-11-06,1.48639
2021-11-07,1.37268
2021-11-08,7.43739
2021-11-09,7.83267
2021-11-10,8.02761
2021-11-11,7.68647
2021-11-12,7.57276
2021-11-13,1.27792
2021-11-14,1.34289
2021-11-15,7.10166
2021-11-16,7.54839
2021-11-17,9.4761
2021-11-18,7.36699
2021-11-19,7.36699
2021-11-20,1.4539
2021-11-21,1.34019
2021-11-22,8.22796
2021-11-23,6.71449
2021-11-24,6.3165
2021-11-25,5.78313
2021-11-26,5.59361
2021-11-27,1.08027
2021-11-28,1.11547
2021-11-29,5.71273
2021-11-30,5.55299
2021-12-01,5.52863
2021-12-02,6.2434
2021-12-03,6.73074
2021-12-04,1.24543
2021-12-05,1.11276
2021-12-06,5.83728
2021-12-07,6.56558
2021-12-08,6.23527
2021-12-09,6.04575
2021-12-10,5.4826
2021-12-11,0.86097
2021-12-12,0.82306
2021-12-13,5.07648
2021-12-14,4.42128
2021-12-15,4.29673
2021-12-16,5.14146
2021-12-17,4.45647
2021-12-18,0.72289
2021-12-19,0.61188
2021-12-20,4.69744
2021-12-21,5.01692
2021-12-22,5.03858
2021-12-23,4.75971
2021-12-24,3.96642
2021-12-25,0.59834
2021-12-26,0.62
2021-12-27,4.02057
2021-12-28,6.11614
2021-12-29,5.01421
2021-12-30,4.35088
2021-12-31,1.33748
2022-01-01,0.6173
2022-01-02,0.66603
2022-01-03,4.69744
2022-01-04,5.31474
2022-01-05,4.88425
2022-01-06,5.34993
2022-01-07,4.64329
2022-01-08,0.80682
2022-01-09,0.74455
2022-01-10,4.60538
2022-01-11,4.87613
2022-01-12,4.32381
2022-01-13,4.07472
2022-01-14,4.43211
2022-01-15,0.74996
2022-01-16,0.8014
2022-01-17,3.9962
2022-01-18,4.05035
2022-01-19,3.93393
2022-01-20,4.76783
2022-01-21,3.9583
2022-01-22,0.69852
2022-01-23,0.6931
2022-01-24,3.9962
2022-01-25,4.37796
2022-01-26,5.10626
2022-01-27,4.88154
2022-01-28,5.03587
2022-01-29,0.85014
2022-01-30,0.70664
2022-01-31,0.87992
2022-02-01,0.9097
2022-02-02,0.91241
2022-02-03,4.91133
2022-02-04,4.92757
2022-02-05,1.14525
2022-02-06,0.79599
2022-02-07,4.7191
2022-02-08,5.30932
2022-02-09,5.01421
2022-02-10,4.15324
2022-02-11,3.83376
2022-02-12,1.28604
2022-02-13,0.96656
2022-02-14,3.95289
2022-02-15,4.09638
2022-02-16,4.7191
2022-02-17,4.8301
2022-02-18,3.95289
2022-02-19,0.75538
2022-02-20,0.54961
2022-02-21,7.1883
2022-02-22,8.08988
2022-02-23,7.27223
2022-02-24,6.25693
2022-02-25,6.30025
2022-02-26,0.94761
2022-02-27,0.75808
2022-02-28,5.3743
2022-03-01,1.28333
2022-03-02,6.20278
2022-03-03,5.61256
2022-03-04,4.83822
2022-03-05,0.90429
2022-03-06,0.80682
2022-03-07,4.757
2022-03-08,4.23175
2022-03-09,0.72559
2022-03-10,5.05482
2022-03-11,5.91579
2022-03-12,1.1263
2022-03-13,1.02612
2022-03-14,5.53404
2022-03-15,5.24434
2022-03-16,4.92486
2022-03-17,5.1198
2022-03-18,4.1749
2022-03-19,0.79057
2022-03-20,0.66874
2022-03-21,4.13699
2022-03-22,8.19277
2022-03-23,6.8986
2022-03-24,6.17029
2022-03-25,5.14417
2022-03-26,1.60552
2022-03-27,1.06403
2022-03-28,5.32827
2022-03-29,5.00879
2022-03-30,9.31636
2022-03-31,9.61689
2022-04-01,9.07269
2022-04-02,2.63706
2022-04-03,2.69121
2022-04-04,10.72424
2022-04-05,8.36334
2022-04-06,7.37241
2022-04-07,7.10978
2022-04-08,9.92554
2022-04-09,2.08474
2022-04-10,1.64072
2022-04-11,7.97888
2022-04-12,7.24786
2022-04-13,7.28577
2022-04-14,6.91214
2022-04-15,6.2813
2022-04-16,1.28333
2022-04-17,1.37538
2022-04-18,10.18275
2022-04-19,6.96629
2022-04-20,6.83904
2022-04-21,6.53851
2022-04-22,5.12521
2022-04-23,1.29416
2022-04-24,1.24272
2022-04-25,5.97806
2022-04-26,6.173
2022-04-27,5.74252
2022-04-28,4.62975
2022-04-29,4.77595
2022-04-30,0.8366
2022-05-01,0.82036
2022-05-02,5.2281
2022-05-03,5.16041
2022-05-04,4.91674
2022-05-05,1.0532
2022-05-06,4.18302
2022-05-07,0.92324
2022-05-08,0.89887
2022-05-09,5.82645
2022-05-10,6.75511
2022-05-11,5.73439
2022-05-12,5.67483
2022-05-13,5.27683
2022-05-14,0.88804
2022-05-15,0.64979
2022-05-16,5.5178
2022-05-17,5.4474
2022-05-18,5.24434
2022-05-19,5.29308
2022-05-20,5.28225
2022-05-21,0.84472
2022-05-22,0.74725
2022-05-23,5.58007
2022-05-24,5.07377
2022-05-25,4.92486
2022-05-26,4.32922
2022-05-27,4.70556
2022-05-28,0.70123
2022-05-29,0.69581
2022-05-30,5.96182
2022-05-31,4.98713
2022-06-01,0.9097
2022-06-02,4.41315
2022-06-03,4.04765
2022-06-04,0.76079
2022-06-05,0.59293
2022-06-06,0.66062
2022-06-07,4.01786
2022-06-08,6.41938
2022-06-09,5.93475
2022-06-10,4.65953
2022-06-11,0.79328
2022-06-12,0.73372
2022-06-13,5.23893
2022-06-14,5.51238
2022-06-15,6.80384
2022-06-16,6.89319
2022-06-17,5.2633
2022-06-18,1.35102
2022-06-19,0.8014
2022-06-20,4.51604
2022-06-21,4.04494
2022-06-22,6.62785
2022-06-23,5.49343
2022-06-24,6.1378
2022-06-25,0.83389
2022-06-26,0.66603
2022-06-27,5.06024
2022-06-28,4.82469
2022-06-29,5.04399
2022-06-30,4.00162
2022-07-01,4.00703
2022-07-02,0.71206
2022-07-03,0.74184
2022-07-04,4.43481
2022-07-05,4.47001
2022-07-06,5.98619
2022-07-07,5.48801
2022-07-08,4.66765
2022-07-09,0.79599
2022-07-10,0.74725
2022-07-11,4.73805
2022-07-12,4.58102
2022-07-13,4.82739
2022-07-14,4.85718
2022-07-15,4.58102
2022-07-16,0.8014
2022-07-17,0.73642
2022-07-18,4.43752
2022-07-19,4.1018
2022-07-20,4.27507
2022-07-21,4.19385
2022-07-22,3.56572
2022-07-23,0.57668
2022-07-24,0.46026
2022-07-25,3.59279
2022-07-26,3.68214
2022-07-27,3.86083
2022-07-28,3.58196
2022-07-29,3.46554
2022-07-30,0.49005
2022-07-31,0.42236
2022-08-01,3.42764
2022-08-02,3.21916
2022-08-03,4.58914
2022-08-04,4.02599
2022-08-05,3.28685
2022-08-06,0.58481
2022-08-07,0.36821
2022-08-08,3.16501
2022-08-09,4.22092
2022-08-10,3.60904
2022-08-11,3.84188
2022-08-12,3.91227
2022-08-13,0.53878
2022-08-14,0.41965
2022-08-15,0.57127
2022-08-16,4.58643
2022-08-17,4.26424
2022-08-18,4.6108
2022-08-19,4.10992
2022-08-20,0.63083
2022-08-21,0.61459
2022-08-22,3.61175
2022-08-23,3.29227
2022-08-24,3.56572
2022-08-25,4.38337
2022-08-26,3.58196
2022-08-27,0.55502
2022-08-28,0.5117
2022-08-29,3.53864
2022-08-30,3.36266
2022-08-31,3.55489
2022-09-01,2.98361
2022-09-02,3.37078
2022-09-03,0.41694
2022-09-04,0.44131
2022-09-05,3.30039
2022-09-06,3.18938
2022-09-07,3.3789
2022-09-08,3.21646
2022-09-09,0.4738
2022-09-10,0.40882
2022-09-11,0.37362
2022-09-12,0.47651
2022-09-13,3.58196
2022-09-14,3.17855
2022-09-15,2.91593
2022-09-16,2.94842
2022-09-17,0.55773
2022-09-18,0.4738
2022-09-19,2.94571
2022-09-20,2.56125
2022-09-21,2.48815
2022-09-22,3.21104
2022-09-23,2.72911
2022-09-24,0.60105
2022-09-25,0.52524
2022-09-26,3.65236
2022-09-27,3.46013
2022-09-28,3.75795
2022-09-29,3.6686
2022-09-30,3.19209
2022-10-01,0.52795
2022-10-02,0.49817
2022-10-03,0.51712
2022-10-04,2.9051
2022-10-05,2.85636
2022-10-06,2.89427
2022-10-07,2.70475
2022-10-08,0.48463
2022-10-09,0.34384
2022-10-10,0.50629
2022-10-11,2.82117
2022-10-12,3.04318
2022-10-13,2.97549
2022-10-14,3.38973
2022-10-15,0.60376
2022-10-16,0.45756
2022-10-17,3.79315
2022-10-18,3.65236
2022-10-19,3.02964
2022-10-20,3.63341
2022-10-21,3.15689
2022-10-22,0.49817
2022-10-23,0.3655
2022-10-24,2.89968
2022-10-25,3.01069
2022-10-26,2.6506
2022-10-27,3.12982
2022-10-28,2.5071
2022-10-29,0.4007
2022-10-30,0.29511
2022-10-31,2.76431
2022-11-01,2.56937
2022-11-02,2.54501
2022-11-03,2.69392
2022-11-04,2.80763
2022-11-05,0.42777
2022-11-06,0.37904
2022-11-07,3.04859
2022-11-08,3.04859
2022-11-09,3.27873
2022-11-10,2.85366
2022-11-11,3.48991
2022-11-12,0.46026
2022-11-13,0.38445
2022-11-14,3.29497
2022-11-15,3.78502
2022-11-16,3.90686
2022-11-17,3.64965
2022-11-18,2.9051
2022-11-19,0.41965
2022-11-20,0.40341
2022-11-21,2.90239
2022-11-22,2.47461
2022-11-23,3.02693
2022-11-24,2.78056
2022-11-25,2.32299
2022-11-26,0.39258
2022-11-27,0.30865
2022-11-28,2.37173
2022-11-29,2.67226
2022-11-30,2.19845
2022-12-01,3.78502
2022-12-02,3.20563
2022-12-03,0.44943
2022-12-04,0.38987
2022-12-05,3.10004
2022-12-06,2.56667
2022-12-07,2.41234
2022-12-08,2.32029
2022-12-09,3.00798
2022-12-10,0.48734
2022-12-11,0.54961
2022-12-12,3.42764
2022-12-13,3.46825
2022-12-14,3.12711
2022-12-15,2.67496
2022-12-16,2.71287
2022-12-17,0.44673
2022-12-18,0.43319
2022-12-19,3.36807
2022-12-20,3.42493
2022-12-21,2.96737
2022-12-22,3.11357
2022-12-23,2.52876
2022-12-24,0.51983
2022-12-25,0.47109
2022-12-26,2.81575
2022-12-27,2.79951
2022-12-28,3.06484
2022-12-29,2.9403
2022-12-30,1.15879
2022-12-31,0.45756
2023-01-01,0.52253
2023-01-02,3.0161
2023-01-03,3.42764
2023-01-04,3.25436
2023-01-05,2.79139
2023-01-06,2.80492
2023-01-07,0.45485
2023-01-08,0.44402
2023-01-09,2.99174
2023-01-10,2.63435
2023-01-11,2.49898
2023-01-12,2.54771
2023-01-13,2.74807
2023-01-14,0.56585
2023-01-15,0.38987
2023-01-16,2.36902
2023-01-17,2.22282
2023-01-18,2.23906
2023-01-19,2.7589
2023-01-20,2.59374
2023-01-21,0.37092
2023-01-22,0.30323
2023-01-23,0.40341
2023-01-24,0.46297
2023-01-25,2.81575
2023-01-26,3.24353
2023-01-27,4.10992
2023-01-28,0.74725
2023-01-29,0.58481
2023-01-30,3.22458
2023-01-31,3.69026
2023-02-01,3.22999
2023-02-02,3.21916
2023-02-03,3.28956
2023-02-04,0.59022
2023-02-05,0.51983
2023-02-06,3.1596
2023-02-07,3.39515
2023-02-08,3.30851
2023-02-09,3.49803
2023-02-10,6.38689
2023-02-11,1.25896
2023-02-12,0.85555
2023-02-13,3.79315
2023-02-14,3.64965
2023-02-15,3.46013
2023-02-16,3.17043
2023-02-17,3.14606
2023-02-18,0.6173
2023-02-19,0.53066
2023-02-20,3.53594
2023-02-21,2.91051
2023-02-22,5.03858
2023-02-23,4.14511
2023-02-24,3.35995
2023-02-25,0.48463
2023-02-26,0.47109
2023-02-27,2.78597
2023-02-28,3.85271
2023-03-01,0.99634
2023-03-02,3.36807
2023-03-03,3.21104
2023-03-04,0.65249
2023-03-05,0.49546
2023-03-06,3.26248
2023-03-07,4.11263
2023-03-08,4.84364
2023-03-09,3.59279
2023-03-10,2.92947
2023-03-11,0.60376
2023-03-12,0.65791
2023-03-13,5.78042
2023-03-14,4.12346
2023-03-15,3.72546
2023-03-16,3.86083
2023-03-17,3.34912
2023-03-18,0.85284
2023-03-19,0.75808
2023-03-20,3.33829
2023-03-21,3.47908
2023-03-22,3.63341
2023-03-23,3.16231
2023-03-24,3.82022
2023-03-25,0.509
2023-03-26,0.49275
2023-03-27,3.33829
2023-03-28,4.42669
2023-03-29,3.54406
2023-03-30,3.28414
2023-03-31,3.37078
2023-04-01,0.59834
2023-04-02,0.59022
2023-04-03,2.92134
2023-04-04,2.95925
2023-04-05,2.79139
2023-04-06,3.14065
2023-04-07,3.20563
2023-04-08,0.47109
2023-04-09,0.46839
2023-04-10,2.7237
2023-04-11,2.76431
2023-04-12,2.98091
2023-04-13,4.29944
2023-04-14,6.08366
2023-04-15,1.21294
2023-04-16,1.93312
2023-04-17,8.2036
2023-04-18,7.12873
2023-04-19,5.04128
2023-04-20,4.84905
2023-04-21,4.94111
2023-04-22,0.79057
2023-04-23,1.25355
2023-04-24,5.1577
2023-04-25,4.94652
2023-04-26,4.66495
2023-04-27,4.78137
2023-04-28,5.0846
2023-04-29,0.85826
2023-04-30,0.67415
2023-05-01,1.21294
2023-05-02,7.05293
2023-05-03,6.51685
2023-05-04,4.98172
2023-05-05,1.01258
2023-05-06,0.71206
2023-05-07,0.75538
2023-05-08,5.35806
2023-05-09,4.40503
2023-05-10,4.36713
2023-05-11,4.45918
2023-05-12,5.34452
2023-05-13,0.81494
2023-05-14,0.70393
2023-05-15,5.52321
2023-05-16,20.76621
2023-05-17,16.69689
2023-05-18,10.93271
2023-05-19,8.79111
2023-05-20,1.50263
2023-05-21,1.91958
2023-05-22,7.45634
2023-05-23,6.89048
2023-05-24,6.07824
2023-05-25,5.9537
2023-05-26,5.89143
2023-05-27,1.46202
2023-05-28,1.1994
2023-05-29,1.35372
