date,주식공매도
2023-05-29,0.39582
2023-05-30,0.52177
2023-05-31,0.59373
2023-06-01,0.62972
2023-06-02,0.75566
2023-06-03,0.35984
2023-06-04,0.14393
2023-06-05,0.46779
2023-06-06,0.35984
2023-06-07,0.75566
2023-06-08,0.82763
2023-06-09,0.84562
2023-06-10,0.35984
2023-06-11,0.28787
2023-06-12,0.8996
2023-06-13,0.55775
2023-06-14,0.86362
2023-06-15,0.79165
2023-06-16,0.84562
2023-06-17,0.34184
2023-06-18,0.32385
2023-06-19,0.71968
2023-06-20,0.68369
2023-06-21,0.79165
2023-06-22,0.73767
2023-06-23,0.50377
2023-06-24,0.28787
2023-06-25,0.16192
2023-06-26,0.4498
2023-06-27,0.71968
2023-06-28,0.48578
2023-06-29,0.4498
2023-06-30,0.53976
2023-07-01,0.19791
2023-07-02,0.10795
2023-07-03,0.91759
2023-07-04,0.70169
2023-07-05,0.88161
2023-07-06,0.46779
2023-07-07,0.98956
2023-07-08,0.25188
2023-07-09,0.10795
2023-07-10,0.79165
2023-07-11,0.82763
2023-07-12,0.86362
2023-07-13,0.93558
2023-07-14,0.8996
2023-07-15,0.46779
2023-07-16,0.43181
2023-07-17,0.71968
2023-07-18,1.5833
2023-07-19,1.97912
2023-07-20,2.10507
2023-07-21,1.87117
2023-07-22,0.91759
2023-07-23,0.71968
2023-07-24,1.47535
2023-07-25,2.17704
2023-07-26,7.98848
2023-07-27,4.46203
2023-07-28,2.73479
2023-07-29,0.93558
2023-07-30,0.75566
2023-07-31,1.24145
2023-08-01,1.36739
2023-08-02,1.63727
2023-08-03,1.20546
2023-08-04,0.88161
2023-08-05,0.70169
2023-08-06,0.30586
2023-08-07,1.06153
2023-08-08,1.25944
2023-08-09,0.88161
2023-08-10,1.04354
2023-08-11,1.18747
2023-08-12,0.41381
2023-08-13,0.16192
2023-08-14,0.86362
2023-08-15,0.23389
2023-08-16,0.80964
2023-08-17,0.73767
2023-08-18,0.50377
2023-08-19,0.52177
2023-08-20,0.32385
2023-08-21,0.64771
2023-08-22,0.48578
2023-08-23,0.86362
2023-08-24,0.86362
2023-08-25,0.77365
2023-08-26,0.25188
2023-08-27,0.23389
2023-08-28,0.62972
2023-08-29,0.82763
2023-08-30,1.09751
2023-08-31,1.00755
2023-09-01,1.02554
2023-09-02,0.12594
2023-09-03,0.16192
2023-09-04,0.55775
2023-09-05,0.77365
2023-09-06,1.02554
2023-09-07,1.1155
2023-09-08,0.77365
2023-09-09,0.37783
2023-09-10,0.17992
2023-09-11,0.52177
2023-09-12,0.84562
2023-09-13,0.75566
2023-09-14,0.62972
2023-09-15,0.57574
2023-09-16,0.16192
2023-09-17,0.55775
2023-09-18,0.6657
2023-09-19,0.4498
2023-09-20,0.77365
2023-09-21,0.64771
2023-09-22,0.43181
2023-09-23,0.14393
2023-09-24,0.12594
2023-09-25,0.6657
2023-09-26,0.59373
2023-09-27,0.48578
2023-09-28,0.14393
2023-09-29,0.17992
2023-09-30,0.16192
2023-10-01,0.12594
2023-10-02,0.19791
2023-10-03,0.10795
2023-10-04,0.48578
2023-10-05,0.75566
2023-10-06,0.46779
2023-10-07,0.16192
2023-10-09,0.17992
2023-10-10,0.43181
2023-10-11,0.39582
2023-10-12,0.6657
2023-10-13,0.59373
2023-10-14,0.41381
2023-10-15,0.88161
2023-10-16,0.98956
2023-10-17,0.75566
2023-10-18,0.61173
2023-10-19,0.79165
2023-10-20,0.64771
2023-10-21,0.34184
2023-10-22,0.28787
2023-10-23,0.53976
2023-10-24,0.61173
2023-10-25,0.95358
2023-10-26,1.16948
2023-10-27,2.64483
2023-10-28,1.72724
2023-10-29,1.29543
2023-10-30,1.72724
2023-10-31,1.8172
2023-11-01,1.70924
2023-11-02,1.85318
2023-11-03,2.28499
2023-11-04,3.90428
2023-11-05,19.21554
2023-11-06,60.27347
2023-11-07,16.93055
2023-11-08,6.3512
2023-11-09,3.34652
2023-11-10,1.97912
2023-11-11,1.36739
2023-11-12,1.20546
2023-11-13,1.61928
2023-11-14,3.68837
2023-11-15,3.07664
2023-11-16,2.84274
2023-11-17,1.43936
2023-11-18,0.59373
2023-11-19,0.55775
2023-11-20,0.97157
2023-11-21,0.68369
2023-11-22,1.1155
2023-11-23,0.68369
2023-11-24,0.34184
2023-11-25,0.30586
2023-11-26,0.34184
2023-11-27,0.55775
2023-11-28,0.30586
2023-11-29,0.77365
2023-11-30,0.46779
2023-12-01,0.62972
2023-12-02,0.26988
2023-12-03,0.25188
2023-12-04,0.46779
2023-12-05,0.62972
2023-12-06,0.77365
2023-12-07,0.59373
2023-12-08,0.48578
2023-12-09,0.35984
2023-12-10,0.25188
2023-12-11,0.39582
2023-12-12,0.59373
2023-12-13,0.41381
2023-12-14,0.46779
2023-12-15,0.55775
2023-12-16,0.35984
2023-12-17,0.26988
2023-12-18,0.46779
2023-12-19,0.39582
2023-12-20,0.73767
2023-12-21,0.73767
2023-12-22,0.32385
2023-12-23,0.25188
2023-12-24,0.16192
2023-12-25,0.26988
2023-12-26,0.75566
2023-12-27,0.75566
2023-12-28,0.64771
2023-12-29,0.55775
2023-12-30,0.26988
2023-12-31,0.14393
2024-01-02,0.43181
2024-01-03,0.43181
2024-01-04,0.80964
2024-01-05,0.48578
2024-01-06,0.16192
2024-01-07,0.2159
2024-01-08,0.2159
2024-01-09,0.28787
2024-01-10,0.25188
2024-01-11,0.50377
2024-01-12,0.30586
2024-01-13,0.17992
2024-01-14,0.43181
2024-01-15,0.35984
2024-01-16,0.39582
2024-01-17,0.35984
2024-01-18,0.50377
2024-01-19,0.43181
2024-01-20,0.12594
2024-01-21,0.26988
2024-01-22,0.26988
2024-01-23,0.39582
2024-01-24,0.26988
2024-01-25,0.50377
2024-01-26,0.30586
2024-01-27,0.16192
2024-01-28,0.14393
2024-01-29,0.46779
2024-01-30,0.62972
2024-01-31,0.46779
2024-02-01,0.37783
2024-02-02,0.39582
2024-02-03,0.12594
2024-02-04,0.30586
2024-02-05,0.35984
2024-02-06,0.43181
2024-02-07,0.39582
2024-02-08,0.17992
2024-02-09,0.19791
2024-02-10,0.14393
2024-02-11,0.08996
2024-02-12,0.2159
2024-02-13,0.32385
2024-02-14,0.26988
2024-02-15,0.28787
2024-02-16,0.50377
2024-02-17,0.17992
2024-02-18,0.14393
2024-02-19,0.50377
2024-02-20,0.50377
2024-02-21,0.50377
2024-02-22,1.1155
2024-02-23,1.33141
2024-02-24,0.37783
2024-02-25,0.12594
2024-02-26,0.37783
2024-02-27,0.6657
2024-02-28,0.46779
2024-02-29,0.6657
2024-03-01,0.26988
2024-03-02,0.35984
2024-03-03,0.26988
2024-03-04,0.48578
2024-03-05,0.50377
2024-03-06,0.52177
2024-03-07,0.6657
2024-03-08,0.52177
2024-03-09,0.16192
2024-03-10,0.23389
2024-03-11,0.4498
2024-03-12,0.46779
2024-03-13,0.71968
2024-03-14,0.64771
2024-03-15,0.52177
2024-03-16,0.32385
2024-03-17,0.2159
2024-03-18,0.48578
2024-03-19,0.62972
2024-03-20,0.34184
