date,인덕원아파트
2023-05-30,7.48792
2023-05-31,9.32367
2023-06-01,8.16425
2023-06-02,7.43961
2023-06-03,6.90821
2023-06-04,7.97101
2023-06-05,6.03864
2023-06-06,8.55072
2023-06-07,8.4541
2023-06-08,9.80676
2023-06-09,6.52173
2023-06-10,6.66666
2023-06-11,6.28019
2023-06-12,7.3913
2023-06-13,6.66666
2023-06-14,6.8599
2023-06-15,6.90821
2023-06-16,6.66666
2023-06-17,5.89371
2023-06-18,6.28019
2023-06-19,7.48792
2023-06-20,5.55555
2023-06-21,6.90821
2023-06-22,5.16908
2023-06-23,6.47342
2023-06-24,5.21739
2023-06-25,6.03864
2023-06-26,6.08695
2023-06-27,6.81159
2023-06-28,8.26086
2023-06-29,8.21256
2023-06-30,6.71497
2023-07-01,6.52173
2023-07-02,7.24637
2023-07-03,7.3913
2023-07-04,6.08695
2023-07-05,6.66666
2023-07-06,6.47342
2023-07-07,6.3285
2023-07-08,7.05314
2023-07-09,7.48792
2023-07-10,6.95652
2023-07-11,6.71497
2023-07-12,7.10144
2023-07-13,6.3285
2023-07-14,5.12077
2023-07-15,5.94202
2023-07-16,6.61835
2023-07-17,6.90821
2023-07-18,5.89371
2023-07-19,6.8599
2023-07-20,8.16425
2023-07-21,7.14975
2023-07-22,7.14975
2023-07-23,8.30917
2023-07-24,7.05314
2023-07-25,7.48792
2023-07-26,7.14975
2023-07-27,7.58454
2023-07-28,5.2657
2023-07-29,7.05314
2023-07-30,7.19806
2023-07-31,9.08212
2023-08-01,7.87439
2023-08-02,7.05314
2023-08-03,5.7971
2023-08-04,5.70048
2023-08-05,5.99033
2023-08-06,6.23188
2023-08-07,5.74879
2023-08-08,6.08695
2023-08-09,6.71497
2023-08-10,5.94202
2023-08-11,6.23188
2023-08-12,6.42512
2023-08-13,7.97101
2023-08-14,6.47342
2023-08-15,7.9227
2023-08-16,7.68115
2023-08-17,7.63285
2023-08-18,7.87439
2023-08-19,6.66666
2023-08-20,7.00483
2023-08-21,9.61352
2023-08-22,8.35748
2023-08-23,8.64734
2023-08-24,5.84541
2023-08-25,5.99033
2023-08-26,7.72946
2023-08-27,8.06763
2023-08-28,7.77777
2023-08-29,8.88888
2023-08-30,6.95652
2023-08-31,7.34299
2023-09-01,5.50724
2023-09-02,8.11594
2023-09-03,7.82608
2023-09-04,6.18357
2023-09-05,9.61352
2023-09-06,7.43961
2023-09-07,6.61835
2023-09-08,8.01932
2023-09-09,6.71497
2023-09-10,9.71014
2023-09-11,8.06763
2023-09-12,7.87439
2023-09-13,6.23188
2023-09-14,7.72946
2023-09-15,7.72946
2023-09-16,7.00483
2023-09-17,8.30917
2023-09-18,7.97101
2023-09-19,7.48792
2023-09-20,8.30917
2023-09-21,5.74879
2023-09-22,6.18357
2023-09-23,6.23188
2023-09-24,6.42512
2023-09-25,5.60386
2023-09-26,6.23188
2023-09-27,4.73429
2023-09-28,4.20289
2023-09-29,6.23188
2023-09-30,6.8599
2023-10-01,6.3285
2023-10-02,7.43961
2023-10-03,7.05314
2023-10-04,7.58454
2023-10-05,8.06763
2023-10-06,5.65217
2023-10-07,6.23188
2023-10-08,5.36231
2023-10-09,7.68115
2023-10-10,7.82608
2023-10-11,6.37681
2023-10-12,8.64734
2023-10-13,7.19806
2023-10-14,13.76811
2023-10-15,11.35265
2023-10-16,8.59903
2023-10-17,6.95652
2023-10-18,6.8599
2023-10-19,6.8599
2023-10-20,6.13526
2023-10-21,5.41062
2023-10-22,6.8599
2023-10-23,7.05314
2023-10-24,6.76328
2023-10-25,5.70048
2023-10-26,7.34299
2023-10-27,5.12077
2023-10-28,5.60386
2023-10-29,6.71497
2023-10-30,6.42512
2023-10-31,5.74879
2023-11-01,6.3285
2023-11-02,7.05314
2023-11-03,6.66666
2023-11-04,6.90821
2023-11-05,6.18357
2023-11-06,7.63285
2023-11-07,5.74879
2023-11-08,4.58937
2023-11-09,5.55555
2023-11-10,5.21739
2023-11-11,5.84541
2023-11-12,10.43478
2023-11-13,8.59903
2023-11-14,7.87439
2023-11-15,6.90821
2023-11-16,5.60386
2023-11-17,5.70048
2023-11-18,5.41062
2023-11-19,4.7826
2023-11-20,5.7971
2023-11-21,5.7971
2023-11-22,6.71497
2023-11-23,5.50724
2023-11-24,4.68599
2023-11-25,4.73429
2023-11-26,6.23188
2023-11-27,7.3913
2023-11-28,6.23188
2023-11-29,5.65217
2023-11-30,5.02415
2023-12-01,4.63768
2023-12-02,5.89371
2023-12-03,6.03864
2023-12-04,6.76328
2023-12-05,6.13526
2023-12-06,5.36231
2023-12-07,5.94202
2023-12-08,5.41062
2023-12-09,5.89371
2023-12-10,6.90821
2023-12-11,5.45893
2023-12-12,6.13526
2023-12-13,6.08695
2023-12-14,5.65217
2023-12-15,5.41062
2023-12-16,5.94202
2023-12-17,7.3913
2023-12-18,7.29468
2023-12-19,7.34299
2023-12-20,6.76328
2023-12-21,6.18357
2023-12-22,5.02415
2023-12-23,6.71497
2023-12-24,7.87439
2023-12-25,67.3913
2023-12-26,27.77777
2023-12-27,15.7971
2023-12-28,12.60869
2023-12-29,14.29951
2023-12-30,31.0628
2023-12-31,19.08212
2024-01-01,12.41545
2024-01-02,12.17391
2024-01-03,9.75845
2024-01-04,9.61352
2024-01-05,9.75845
2024-01-06,10.19323
2024-01-07,11.73913
2024-01-08,8.59903
2024-01-09,9.32367
2024-01-10,9.56521
2024-01-11,9.08212
2024-01-12,8.30917
2024-01-13,11.5942
2024-01-14,9.13043
2024-01-15,9.66183
2024-01-16,8.84057
2024-01-17,8.93719
2024-01-18,7.43961
2024-01-19,11.15942
2024-01-20,8.74396
2024-01-21,8.69565
2024-01-22,8.30917
2024-01-23,8.16425
2024-01-24,7.63285
2024-01-25,10.28985
2024-01-26,9.32367
2024-01-27,10.14492
2024-01-28,11.40096
2024-01-29,10.33816
2024-01-30,9.22705
2024-01-31,8.21256
2024-02-01,7.10144
2024-02-02,7.34299
2024-02-03,7.19806
2024-02-04,9.27536
2024-02-05,6.76328
2024-02-06,8.16425
2024-02-07,6.3285
2024-02-08,6.81159
2024-02-09,6.23188
2024-02-10,7.10144
2024-02-11,7.10144
2024-02-12,6.95652
2024-02-13,7.87439
2024-02-14,7.82608
2024-02-15,7.9227
2024-02-16,6.81159
2024-02-17,15.99033
2024-02-18,12.56038
2024-02-19,9.90338
2024-02-20,7.48792
2024-02-21,10.67632
2024-02-22,8.74396
2024-02-23,10.24154
2024-02-24,11.20772
2024-02-25,8.93719
2024-02-26,8.06763
2024-02-27,6.57004
2024-02-28,8.01932
2024-02-29,6.57004
2024-03-01,7.58454
2024-03-02,8.55072
2024-03-03,8.35748
2024-03-04,10.38647
2024-03-05,8.30917
2024-03-06,7.05314
2024-03-07,6.66666
2024-03-08,6.37681
2024-03-09,5.84541
2024-03-10,7.3913
2024-03-11,8.79227
2024-03-12,9.46859
2024-03-13,7.10144
2024-03-14,7.63285
2024-03-15,6.28019
2024-03-16,6.42512
2024-03-17,9.22705
2024-03-18,7.63285
2024-03-19,6.90821
2024-03-20,6.90821
