date,힐스테이트
2020-09-03,20.63476
2020-09-04,19.4032
2020-09-05,13.74677
2020-09-06,12.26208
2020-09-07,18.25439
2020-09-08,18.9797
2020-09-09,15.26554
2020-09-10,17.6021
2020-09-11,15.31908
2020-09-12,10.68977
2020-09-13,10.46098
2020-09-14,14.93939
2020-09-15,15.19252
2020-09-16,15.69391
2020-09-17,13.61047
2020-09-18,12.42759
2020-09-19,11.2593
2020-09-20,10.84554
2020-09-21,14.73981
2020-09-22,13.87333
2020-09-23,12.6369
2020-09-24,15.29474
2020-09-25,13.49851
2020-09-26,12.64177
2020-09-27,12.14038
2020-09-28,14.40393
2020-09-29,12.98252
2020-09-30,8.65014
2020-10-01,9.4582
2020-10-02,9.52149
2020-10-03,9.54583
2020-10-04,11.32745
2020-10-05,20.13337
2020-10-06,19.10139
2020-10-07,24.98661
2020-10-08,23.7161
2020-10-09,14.76902
2020-10-10,13.11882
2020-10-11,12.77807
2020-10-12,20.18205
2020-10-13,17.72379
2020-10-14,17.69945
2020-10-15,16.57498
2020-10-16,15.78153
2020-10-17,12.12091
2020-10-18,13.591
2020-10-19,25.12778
2020-10-20,22.83016
2020-10-21,16.50683
2020-10-22,14.17514
2020-10-23,14.03884
2020-10-24,11.2593
2020-10-25,11.04025
2020-10-26,15.57708
2020-10-27,16.20503
2020-10-28,23.11736
2020-10-29,18.77038
2020-10-30,17.34897
2020-10-31,13.56179
2020-11-01,12.97765
2020-11-02,19.45188
2020-11-03,19.80723
2020-11-04,16.56038
2020-11-05,17.50961
2020-11-06,18.31767
2020-11-07,14.49155
2020-11-08,12.68071
2020-11-09,19.28637
2020-11-10,17.09097
2020-11-11,16.96441
2020-11-12,18.29333
2020-11-13,17.91364
2020-11-14,14.38932
2020-11-15,13.47904
2020-11-16,19.92406
2020-11-17,19.58331
2020-11-18,19.66119
2020-11-19,19.53463
2020-11-20,21.85659
2020-11-21,13.82466
2020-11-22,14.4088
2020-11-23,20.48386
2020-11-24,18.80445
2020-11-25,18.63895
2020-11-26,19.44214
2020-11-27,24.57284
2020-11-28,16.58959
2020-11-29,15.91296
2020-11-30,22.75227
2020-12-01,25.18132
2020-12-02,31.38782
2020-12-03,30.43859
2020-12-04,37.43854
2020-12-05,19.705
2020-12-06,18.30307
2020-12-07,24.48035
2020-12-08,22.32877
2020-12-09,23.27313
2020-12-10,23.9741
2020-12-11,21.6132
2020-12-12,15.77666
2020-12-13,15.44565
2020-12-14,26.91427
2020-12-15,29.31898
2020-12-16,22.47967
2020-12-17,34.68821
2020-12-18,40.82169
2020-12-19,20.17232
2020-12-20,18.59514
2020-12-21,22.28496
2020-12-22,22.29956
2020-12-23,18.09375
2020-12-24,15.56247
2020-12-25,13.0458
2020-12-26,13.36708
2020-12-27,15.52353
2020-12-28,25.41011
2020-12-29,33.56374
2020-12-30,20.36216
2020-12-31,13.94148
2021-01-01,12.07223
2021-01-02,12.35944
2021-01-03,12.54928
2021-01-04,18.34201
2021-01-05,19.06245
2021-01-06,20.18692
2021-01-07,25.23974
2021-01-08,20.11877
2021-01-09,14.75928
2021-01-10,15.48946
2021-01-11,20.36216
2021-01-12,19.55897
2021-01-13,17.7676
2021-01-14,17.74813
2021-01-15,19.93379
2021-01-16,15.09516
2021-01-17,14.45747
2021-01-18,18.15703
2021-01-19,17.88443
2021-01-20,17.93311
2021-01-21,17.98666
2021-01-22,16.52144
2021-01-23,15.81073
2021-01-24,15.68417
2021-01-25,24.94767
2021-01-26,21.42335
2021-01-27,18.7363
2021-01-28,22.63057
2021-01-29,18.51238
2021-01-30,15.37263
2021-01-31,14.95886
2021-02-01,19.25716
2021-02-02,19.10139
2021-02-03,18.45397
2021-02-04,17.8893
2021-02-05,17.7676
2021-02-06,14.23355
2021-02-07,14.01937
2021-02-08,17.28569
2021-02-09,21.82738
2021-02-10,21.11668
2021-02-11,13.36708
2021-02-12,13.51798
2021-02-13,13.40602
2021-02-14,14.20921
2021-02-15,23.81833
2021-02-16,27.61524
2021-02-17,79.34576
2021-02-18,36.70836
2021-02-19,17.23701
2021-02-20,13.29893
2021-02-21,13.73703
2021-02-22,24.12987
2021-02-23,17.77734
2021-02-24,17.22241
2021-02-25,15.4067
2021-02-26,17.4658
2021-02-27,14.33578
2021-02-28,13.76624
2021-03-01,13.73703
2021-03-02,18.20571
2021-03-03,17.46093
2021-03-04,20.69318
2021-03-05,16.54091
2021-03-06,14.09239
2021-03-07,14.05831
2021-03-08,18.64382
2021-03-09,18.3128
2021-03-10,17.26135
2021-03-11,18.39069
2021-03-12,18.35661
2021-03-13,15.1049
2021-03-14,13.33787
2021-03-15,21.29192
2021-03-16,18.68763
2021-03-17,18.00126
2021-03-18,17.18346
2021-03-19,16.21963
2021-03-20,13.05554
2021-03-21,14.38932
2021-03-22,19.95326
2021-03-23,18.71197
2021-03-24,17.45606
2021-03-25,20.0847
2021-03-26,17.82602
2021-03-27,14.44774
2021-03-28,14.79336
2021-03-29,19.57357
2021-03-30,17.38791
2021-03-31,18.34688
2021-04-01,18.40042
2021-04-02,18.06454
2021-04-03,13.60073
2021-04-04,13.7419
2021-04-05,23.1417
2021-04-06,21.08747
2021-04-07,19.35452
2021-04-08,17.91364
2021-04-09,16.65774
2021-04-10,12.92411
2021-04-11,12.81215
2021-04-12,18.31767
2021-04-13,17.6313
2021-04-14,17.93798
2021-04-15,28.2724
2021-04-16,26.72443
2021-04-17,17.02769
2021-04-18,14.86637
2021-04-19,20.14311
2021-04-20,18.49291
2021-04-21,17.7384
2021-04-22,16.58959
2021-04-23,15.63062
2021-04-24,14.04371
2021-04-25,14.61325
2021-04-26,20.62016
2021-04-27,21.67161
2021-04-28,17.35384
2021-04-29,17.57289
2021-04-30,16.55064
2021-05-01,13.27459
2021-05-02,14.60838
2021-05-03,20.29888
2021-05-04,17.12018
2021-05-05,13.45957
2021-05-06,19.35939
2021-05-07,19.37399
2021-05-08,13.80518
2021-05-09,13.76624
2021-05-10,19.81696
2021-05-11,18.25439
2021-05-12,17.55829
2021-05-13,16.88166
2021-05-14,16.15148
2021-05-15,13.52772
2021-05-16,12.25234
2021-05-17,18.38095
2021-05-18,18.66815
2021-05-19,14.43314
2021-05-20,18.44423
2021-05-21,17.26622
2021-05-22,12.80728
2021-05-23,13.57153
2021-05-24,19.61252
2021-05-25,18.7217
2021-05-26,17.80655
2021-05-27,18.64868
2021-05-28,16.75023
2021-05-29,12.77807
2021-05-30,11.56598
2021-05-31,17.62157
2021-06-01,17.98179
2021-06-02,16.82324
2021-06-03,15.92269
2021-06-04,14.696
2021-06-05,11.34693
2021-06-06,11.89212
2021-06-07,17.52908
2021-06-08,16.30239
2021-06-09,14.57917
2021-06-10,18.62434
2021-06-11,16.62853
2021-06-12,11.44428
2021-06-13,11.72662
2021-06-14,17.10071
2021-06-15,16.09307
2021-06-16,18.17163
2021-06-17,17.51934
2021-06-18,16.32186
2021-06-19,12.6223
2021-06-20,12.22314
2021-06-21,20.24047
2021-06-22,22.84476
2021-06-23,19.72448
2021-06-24,20.52767
2021-06-25,22.15353
2021-06-26,16.12228
2021-06-27,15.38236
2021-06-28,24.27104
2021-06-29,21.4769
2021-06-30,21.7495
2021-07-01,26.56866
2021-07-02,22.11458
2021-07-03,17.04716
2021-07-04,16.78917
2021-07-05,25.27381
2021-07-06,26.77311
2021-07-07,23.69663
2021-07-08,24.19802
2021-07-09,19.62712
2021-07-10,16.33159
2021-07-11,15.90322
2021-07-12,22.82042
2021-07-13,25.34196
2021-07-14,23.03947
2021-07-15,23.24392
2021-07-16,23.90108
2021-07-17,16.7989
2021-07-18,16.17582
2021-07-19,23.278
2021-07-20,22.8837
2021-07-21,25.86769
2021-07-22,21.57425
2021-07-23,18.48804
2021-07-24,14.03884
2021-07-25,13.97069
2021-07-26,19.92406
2021-07-27,21.18969
2021-07-28,19.61252
2021-07-29,18.89208
2021-07-30,18.93589
2021-07-31,14.12646
2021-08-01,14.33578
2021-08-02,21.7787
2021-08-03,26.22304
2021-08-04,34.45942
2021-08-05,30.30229
2021-08-06,37.00043
2021-08-07,15.543
2021-08-08,13.41576
2021-08-09,22.12919
2021-08-10,26.52485
2021-08-11,21.65214
2021-08-12,18.21545
2021-08-13,19.21335
2021-08-14,15.06109
2021-08-15,14.81769
2021-08-16,15.84481
2021-08-17,20.02141
2021-08-18,20.32809
2021-08-19,19.01377
2021-08-20,17.52421
2021-08-21,14.43314
2021-08-22,15.49919
2021-08-23,21.54018
2021-08-24,20.96091
2021-08-25,20.65423
2021-08-26,19.6758
2021-08-27,18.69249
2021-08-28,16.57985
2021-08-29,15.65983
2021-08-30,21.58886
2021-08-31,21.37467
2021-09-01,27.29396
2021-09-02,29.01718
2021-09-03,26.89967
2021-09-04,20.56661
2021-09-05,22.12919
2021-09-06,25.35656
2021-09-07,23.4435
2021-09-08,23.19524
2021-09-09,22.29469
2021-09-10,20.89276
2021-09-11,16.95954
2021-09-12,17.53882
2021-09-13,22.04157
2021-09-14,21.13128
2021-09-15,19.21335
2021-09-16,17.11531
2021-09-17,15.29474
2021-09-18,13.44983
2021-09-19,13.52285
2021-09-20,12.09171
2021-09-21,13.7127
2021-09-22,14.72034
2021-09-23,20.20639
2021-09-24,18.25439
2021-09-25,14.75928
2021-09-26,15.00267
2021-09-27,22.35311
2021-09-28,20.26481
2021-09-29,22.16813
2021-09-30,19.77315
2021-10-01,20.03115
2021-10-02,15.34829
2021-10-03,14.2725
2021-10-04,17.33923
2021-10-05,20.25994
2021-10-06,19.34965
2021-10-07,19.57844
2021-10-08,17.63617
2021-10-09,13.72243
2021-10-10,13.60073
2021-10-11,14.87124
2021-10-12,20.35243
2021-10-13,20.16258
2021-10-14,22.13892
2021-10-15,22.60137
2021-10-16,14.72034
2021-10-17,13.96582
2021-10-18,20.28914
2021-10-19,19.78289
2021-10-20,19.75855
2021-10-21,20.07009
2021-10-22,20.15771
2021-10-23,15.3775
2021-10-24,15.15844
2021-10-25,22.37258
2021-10-26,20.61529
2021-10-27,21.97828
2021-10-28,20.68831
2021-10-29,19.51516
2021-10-30,14.93939
2021-10-31,15.49432
2021-11-01,23.30234
2021-11-02,31.0422
2021-11-03,21.92474
2021-11-04,21.33573
2021-11-05,22.78148
2021-11-06,15.48946
2021-11-07,16.04439
2021-11-08,23.53112
2021-11-09,20.97551
2021-11-10,21.40388
2021-11-11,19.31071
2021-11-12,21.13615
2021-11-13,15.82047
2021-11-14,15.91296
2021-11-15,22.60137
2021-11-16,21.44769
2021-11-17,20.43518
2021-11-18,19.51029
2021-11-19,17.73353
2021-11-20,13.80518
2021-11-21,13.55206
2021-11-22,22.44073
2021-11-23,21.09721
2021-11-24,19.07219
2021-11-25,21.57912
2021-11-26,18.67789
2021-11-27,13.58613
2021-11-28,13.60073
2021-11-29,20.01655
2021-11-30,23.13196
2021-12-01,22.59163
2021-12-02,22.81555
2021-12-03,20.58121
2021-12-04,14.20435
2021-12-05,14.09239
2021-12-06,23.25366
2021-12-07,19.70987
2021-12-08,18.3128
2021-12-09,18.85313
2021-12-10,19.50542
2021-12-11,14.37472
2021-12-12,13.33787
2021-12-13,19.88025
2021-12-14,18.6
2021-12-15,21.02906
2021-12-16,20.53254
2021-12-17,26.09161
2021-12-18,16.20503
2021-12-19,14.51589
2021-12-20,19.2669
2021-12-21,15.33855
2021-12-22,17.43172
2021-12-23,14.34551
2021-12-24,12.35944
2021-12-25,9.91578
2021-12-26,11.98461
2021-12-27,21.30652
2021-12-28,22.91291
2021-12-29,14.65706
2021-12-30,14.12646
2021-12-31,12.06737
2022-01-01,10.8212
2022-01-02,11.89212
2022-01-03,19.98734
2022-01-04,18.86287
2022-01-05,24.70427
2022-01-06,18.93102
2022-01-07,15.66957
2022-01-08,12.91437
2022-01-09,13.32814
2022-01-10,18.70223
2022-01-11,38.60682
2022-01-12,81.00569
2022-01-13,62.79024
2022-01-14,43.53794
2022-01-15,33.84607
2022-01-16,35.49627
2022-01-17,42.35019
2022-01-18,50.57197
2022-01-19,35.70072
2022-01-20,45.42179
2022-01-21,43.55741
2022-01-22,30.38991
2022-01-23,28.23832
2022-01-24,27.06031
2022-01-25,22.81555
2022-01-26,22.17787
2022-01-27,21.65701
2022-01-28,22.84963
2022-01-29,17.74327
2022-01-30,16.85245
2022-01-31,16.06386
2022-02-01,17.17373
2022-02-02,17.28082
2022-02-03,22.43586
2022-02-04,21.84685
2022-02-05,16.73562
2022-02-06,15.49919
2022-02-07,21.29192
2022-02-08,18.34688
2022-02-09,18.90668
2022-02-10,17.29542
2022-02-11,19.80236
2022-02-12,15.34342
2022-02-13,15.02701
2022-02-14,19.21822
2022-02-15,20.5374
2022-02-16,20.25994
2022-02-17,20.55688
2022-02-18,19.49569
2022-02-19,15.21199
2022-02-20,14.33091
2022-02-21,19.91919
2022-02-22,18.50265
2022-02-23,16.55551
2022-02-24,15.51866
2022-02-25,15.26067
2022-02-26,12.67098
2022-02-27,13.25025
2022-02-28,16.94981
2022-03-01,15.61602
2022-03-02,20.28428
2022-03-03,17.52421
2022-03-04,16.9206
2022-03-05,13.33787
2022-03-06,13.48391
2022-03-07,21.73002
2022-03-08,18.18624
2022-03-09,11.43455
2022-03-10,16.04439
2022-03-11,20.0993
2022-03-12,15.78639
2022-03-13,17.19807
2022-03-14,19.15981
2022-03-15,17.0423
2022-03-16,18.12782
2022-03-17,16.70642
2022-03-18,17.83089
2022-03-19,14.92965
2022-03-20,16.50197
2022-03-21,22.15839
2022-03-22,20.34756
2022-03-23,20.35243
2022-03-24,21.46716
2022-03-25,35.15552
2022-03-26,17.42686
2022-03-27,17.20294
2022-03-28,23.09789
2022-03-29,20.83434
2022-03-30,20.73699
2022-03-31,19.72448
2022-04-01,20.58121
2022-04-02,17.40738
2022-04-03,16.38514
2022-04-04,23.16604
2022-04-05,24.68967
2022-04-06,27.25015
2022-04-07,41.31821
2022-04-08,47.87032
2022-04-09,24.10553
2022-04-10,22.24602
2022-04-11,28.84194
2022-04-12,26.58813
2022-04-13,37.77442
2022-04-14,20.25994
2022-04-15,20.18692
2022-04-16,16.37053
2022-04-17,18.08401
2022-04-18,26.61733
2022-04-19,29.46015
2022-04-20,20.1139
2022-04-21,17.64104
2022-04-22,15.99084
2022-04-23,13.38168
2022-04-24,12.82675
2022-04-25,16.39001
2022-04-26,17.23701
2022-04-27,24.90386
2022-04-28,17.12992
2022-04-29,15.04648
2022-04-30,13.76624
2022-05-01,12.53468
2022-05-02,16.29752
2022-05-03,15.39697
2022-05-04,17.86496
2022-05-05,13.02633
2022-05-06,15.86915
2022-05-07,12.89003
2022-05-08,12.55902
2022-05-09,17.67512
2022-05-10,16.82324
2022-05-11,15.65496
2022-05-12,15.89349
2022-05-13,14.82256
2022-05-14,11.84831
2022-05-15,12.02356
2022-05-16,19.88025
2022-05-17,17.22241
2022-05-18,15.53813
2022-05-19,20.16745
2022-05-20,17.74327
2022-05-21,13.96582
2022-05-22,15.49432
2022-05-23,16.50683
2022-05-24,16.30239
2022-05-25,15.22173
2022-05-26,16.01518
2022-05-27,17.38305
2022-05-28,13.15289
2022-05-29,12.68558
2022-05-30,17.6021
2022-05-31,19.29611
2022-06-01,13.05554
2022-06-02,15.79613
2022-06-03,15.15844
2022-06-04,13.28433
2022-06-05,11.6536
2022-06-06,12.48113
2022-06-07,15.15844
2022-06-08,16.72589
2022-06-09,16.56038
2022-06-10,18.7071
2022-06-11,13.4693
2022-06-12,12.84135
2022-06-13,16.82324
2022-06-14,14.32604
2022-06-15,15.82047
2022-06-16,15.35802
2022-06-17,15.33855
2022-06-18,12.39351
2022-06-19,12.11118
2022-06-20,16.3462
2022-06-21,14.99294
2022-06-22,13.38168
2022-06-23,13.52285
2022-06-24,13.32327
2022-06-25,11.5027
2022-06-26,11.45889
2022-06-27,15.1341
2022-06-28,14.78849
2022-06-29,15.14871
2022-06-30,15.28987
2022-07-01,14.21408
2022-07-02,11.60492
2022-07-03,11.64386
2022-07-04,16.50197
2022-07-05,16.21476
2022-07-06,14.93939
2022-07-07,15.71824
2022-07-08,15.13897
2022-07-09,14.44774
2022-07-10,12.88029
2022-07-11,15.78639
2022-07-12,16.00545
2022-07-13,16.88166
2022-07-14,16.52631
2022-07-15,15.4067
2022-07-16,12.71966
2022-07-17,11.98948
2022-07-18,16.38027
2022-07-19,16.57498
2022-07-20,14.72521
2022-07-21,14.68626
2022-07-22,14.53536
2022-07-23,13.56179
2022-07-24,12.07223
2022-07-25,15.65009
2022-07-26,15.23146
2022-07-27,14.5451
2022-07-28,15.69391
2022-07-29,15.86428
2022-07-30,12.37891
2022-07-31,12.02842
2022-08-01,15.2412
2022-08-02,14.1654
2022-08-03,14.73007
2022-08-04,15.38723
2022-08-05,15.11463
2022-08-06,13.05554
2022-08-07,11.89212
2022-08-08,16.52144
2022-08-09,15.74258
2022-08-10,14.55483
2022-08-11,13.86847
2022-08-12,13.97556
2022-08-13,19.76342
2022-08-14,15.23633
2022-08-15,14.77875
2022-08-16,20.39624
2022-08-17,17.24188
2022-08-18,16.67721
2022-08-19,16.50683
2022-08-20,12.67098
2022-08-21,21.65214
2022-08-22,20.23073
2022-08-23,17.09584
2022-08-24,16.47276
2022-08-25,20.56661
2022-08-26,19.6904
2022-08-27,13.64941
2022-08-28,13.03607
2022-08-29,16.09307
2022-08-30,14.79822
2022-08-31,15.70851
2022-09-01,18.19597
2022-09-02,15.76206
2022-09-03,14.11673
2022-09-04,12.69532
2022-09-05,15.9665
2022-09-06,18.41989
2022-09-07,14.38446
2022-09-08,11.75096
2022-09-09,10.1251
2022-09-10,10.99157
2022-09-11,10.54373
2022-09-12,11.96027
2022-09-13,15.3775
2022-09-14,16.18069
2022-09-15,17.61183
2022-09-16,14.94426
2022-09-17,12.14525
2022-09-18,11.16682
2022-09-19,15.2412
2022-09-20,15.75719
2022-09-21,14.43314
2022-09-22,13.58126
2022-09-23,14.26276
2022-09-24,10.4123
2022-09-25,10.08616
2022-09-26,13.38168
2022-09-27,12.43732
2022-09-28,13.62994
2022-09-29,12.86082
2022-09-30,12.22314
2022-10-01,11.00131
2022-10-02,10.42204
2022-10-03,11.34693
2022-10-04,14.78362
2022-10-05,13.32327
2022-10-06,12.58822
2022-10-07,11.25444
2022-10-08,9.78435
2022-10-09,9.52149
2022-10-10,10.80173
2022-10-11,12.85109
2022-10-12,12.17446
2022-10-13,12.56875
2022-10-14,11.67307
2022-10-15,10.96237
2022-10-16,10.56807
2022-10-17,13.65428
2022-10-18,12.57849
2022-10-19,12.54928
2022-10-20,12.61743
2022-10-21,12.18419
2022-10-22,10.96237
2022-10-23,9.91578
2022-10-24,13.80032
2022-10-25,13.95609
2022-10-26,13.12369
2022-10-27,12.40325
2022-10-28,12.25234
2022-10-29,11.18142
2022-10-30,9.12232
2022-10-31,12.70018
2022-11-01,13.76137
2022-11-02,13.20644
2022-11-03,13.83926
2022-11-04,13.32327
2022-11-05,11.31285
2022-11-06,10.60215
2022-11-07,14.17027
2022-11-08,13.48877
2022-11-09,13.62507
2022-11-10,13.30866
2022-11-11,12.58336
2022-11-12,11.98461
2022-11-13,11.61466
2022-11-14,14.63272
2022-11-15,15.30935
2022-11-16,13.0458
2022-11-17,12.88516
2022-11-18,13.29893
2022-11-19,11.52217
2022-11-20,11.32259
2022-11-21,13.24538
2022-11-22,13.0604
2022-11-23,12.66611
2022-11-24,11.84345
2022-11-25,14.32117
2022-11-26,11.40534
2022-11-27,10.09102
2022-11-28,13.22591
2022-11-29,12.78781
2022-11-30,12.71479
2022-12-01,12.5006
2022-12-02,13.45957
2022-12-03,8.78644
2022-12-04,9.62858
2022-12-05,12.79267
2022-12-06,11.98948
2022-12-07,12.53955
2022-12-08,12.12091
2022-12-09,13.45957
2022-12-10,11.07433
2022-12-11,10.63135
2022-12-12,15.29474
2022-12-13,11.21549
2022-12-14,11.68767
2022-12-15,11.59519
2022-12-16,11.48809
2022-12-17,10.16404
2022-12-18,9.40953
2022-12-19,11.27391
2022-12-20,12.02842
2022-12-21,11.02078
2022-12-22,10.79686
2022-12-23,9.93038
2022-12-24,9.58477
2022-12-25,8.69882
2022-12-26,12.01382
2022-12-27,11.55138
2022-12-28,11.78503
2022-12-29,10.85041
2022-12-30,10.18838
2022-12-31,9.13206
2023-01-01,8.80105
2023-01-02,12.52981
2023-01-03,13.44496
2023-01-04,12.91924
2023-01-05,12.35457
2023-01-06,12.37404
2023-01-07,10.80173
2023-01-08,10.79199
2023-01-09,14.03397
2023-01-10,13.35734
2023-01-11,13.83926
2023-01-12,13.35248
2023-01-13,12.2134
2023-01-14,11.57571
2023-01-15,10.08616
2023-01-16,13.3184
2023-01-17,12.51034
2023-01-18,15.6793
2023-01-19,12.6223
2023-01-20,13.72243
2023-01-21,9.87197
2023-01-22,10.81633
2023-01-23,10.34415
2023-01-24,10.74331
2023-01-25,13.91714
2023-01-26,13.99503
2023-01-27,13.53745
2023-01-28,12.41298
2023-01-29,12.14038
2023-01-30,15.56734
2023-01-31,14.67653
2023-02-01,14.61325
2023-02-02,13.09448
2023-02-03,13.43523
2023-02-04,11.78016
2023-02-05,11.72175
2023-02-06,14.56457
2023-02-07,14.25303
2023-02-08,14.51589
2023-02-09,13.94635
2023-02-10,14.36499
2023-02-11,12.45679
2023-02-12,12.54441
2023-02-13,14.87124
2023-02-14,14.78362
2023-02-15,14.1362
2023-02-16,12.70992
2023-02-17,12.82188
2023-02-18,11.3956
2023-02-19,11.15221
2023-02-20,13.69809
2023-02-21,12.65637
2023-02-22,12.91437
2023-02-23,14.28223
2023-02-24,14.61811
2023-02-25,12.54928
2023-02-26,11.79963
2023-02-27,13.95609
2023-02-28,14.46721
2023-03-01,12.75373
2023-03-02,13.97069
2023-03-03,12.6369
2023-03-04,11.83371
2023-03-05,11.48323
2023-03-06,14.28223
2023-03-07,14.01937
2023-03-08,12.81215
2023-03-09,13.00686
2023-03-10,11.40534
2023-03-11,11.28364
2023-03-12,12.02842
2023-03-13,14.73007
2023-03-14,14.02424
2023-03-15,13.4693
2023-03-16,12.75373
2023-03-17,12.53955
2023-03-18,11.12787
2023-03-19,11.00618
2023-03-20,14.04371
2023-03-21,13.7273
2023-03-22,12.59796
2023-03-23,13.08961
2023-03-24,12.28642
2023-03-25,11.56111
2023-03-26,11.12787
2023-03-27,14.48181
2023-03-28,19.36426
2023-03-29,14.79822
2023-03-30,14.35525
2023-03-31,13.76137
2023-04-01,11.54164
2023-04-02,11.71201
2023-04-03,15.94703
2023-04-04,13.77111
2023-04-05,13.62507
2023-04-06,12.37891
2023-04-07,12.76347
2023-04-08,11.26904
2023-04-09,11.13274
2023-04-10,14.18488
2023-04-11,13.50825
2023-04-12,12.64664
2023-04-13,12.88029
2023-04-14,13.78084
2023-04-15,10.88448
2023-04-16,10.17864
2023-04-17,14.70573
2023-04-18,13.81979
2023-04-19,12.98252
2023-04-20,12.72939
2023-04-21,12.81701
2023-04-22,13.08961
2023-04-23,12.93384
2023-04-24,15.63549
2023-04-25,13.86847
2023-04-26,13.89281
2023-04-27,13.77111
2023-04-28,15.34829
2023-04-29,14.21895
2023-04-30,16.46789
2023-05-01,14.22869
2023-05-02,16.5117
2023-05-03,15.22173
2023-05-04,14.65219
2023-05-05,10.71897
2023-05-06,10.8066
2023-05-07,11.57571
2023-05-08,15.99084
2023-05-09,14.92965
2023-05-10,13.90741
2023-05-11,14.20435
2023-05-12,13.7127
2023-05-13,11.2593
2023-05-14,11.10353
2023-05-15,15.26554
2023-05-16,15.41157
2023-05-17,13.61047
2023-05-18,13.0312
2023-05-19,12.70992
2023-05-20,11.63413
2023-05-21,10.13483
2023-05-22,14.41366
2023-05-23,14.24816
2023-05-24,13.73217
2023-05-25,13.07501
2023-05-26,12.6369
2023-05-27,10.06182
2023-05-28,10.43664
