date,조세특례제한법
2023-05-30,25.01106
2023-05-31,19.65471
2023-06-01,15.40504
2023-06-02,12.30633
2023-06-03,4.86941
2023-06-04,3.18725
2023-06-05,10.53563
2023-06-06,3.71845
2023-06-07,15.98052
2023-06-08,14.47543
2023-06-09,13.19167
2023-06-10,2.5675
2023-06-11,3.58565
2023-06-12,18.68083
2023-06-13,17.35281
2023-06-14,16.24612
2023-06-15,17.66268
2023-06-16,14.16555
2023-06-17,2.7003
2023-06-18,4.02833
2023-06-19,17.92828
2023-06-20,18.81363
2023-06-21,19.2563
2023-06-22,17.39707
2023-06-23,15.84772
2023-06-24,3.45285
2023-06-25,3.85126
2023-06-26,16.8216
2023-06-27,25.3652
2023-06-28,19.52191
2023-06-29,16.9544
2023-06-30,12.57193
2023-07-01,3.36432
2023-07-02,3.36432
2023-07-03,13.0146
2023-07-04,13.14741
2023-07-05,12.08499
2023-07-06,14.51969
2023-07-07,11.90792
2023-07-08,2.83311
2023-07-09,2.92164
2023-07-10,15.1837
2023-07-11,16.37892
2023-07-12,12.21779
2023-07-13,12.97034
2023-07-14,12.43913
2023-07-15,3.71845
2023-07-16,3.54138
2023-07-17,14.74103
2023-07-18,13.10314
2023-07-19,14.56396
2023-07-20,14.87383
2023-07-21,12.57193
2023-07-22,2.83311
2023-07-23,3.45285
2023-07-24,15.00664
2023-07-25,13.41301
2023-07-26,15.71491
2023-07-27,16.29039
2023-07-28,13.85568
2023-07-29,3.40858
2023-07-30,2.61177
2023-07-31,14.87383
2023-08-01,12.97034
2023-08-02,11.33244
2023-08-03,11.64231
2023-08-04,10.00442
2023-08-05,3.09871
2023-08-06,3.23151
2023-08-07,14.29836
2023-08-08,13.28021
2023-08-09,14.9181
2023-08-10,11.50951
2023-08-11,10.4471
2023-08-12,3.05444
2023-08-13,2.61177
2023-08-14,10.62416
2023-08-15,3.23151
2023-08-16,13.41301
2023-08-17,15.80345
2023-08-18,13.54581
2023-08-19,3.71845
2023-08-20,2.65604
2023-08-21,13.32447
2023-08-22,14.07702
2023-08-23,11.55378
2023-08-24,13.54581
2023-08-25,11.50951
2023-08-26,2.3019
2023-08-27,2.74457
2023-08-28,13.36874
2023-08-29,20.62859
2023-08-30,14.43116
2023-08-31,13.32447
2023-09-01,11.28818
2023-09-02,2.52324
2023-09-03,2.4347
2023-09-04,13.36874
2023-09-05,12.83753
2023-09-06,15.44931
2023-09-07,12.97034
2023-09-08,12.83753
2023-09-09,3.09871
2023-09-10,3.05444
2023-09-11,13.81142
2023-09-12,15.40504
2023-09-13,15.09517
2023-09-14,11.50951
2023-09-15,12.48339
2023-09-16,2.87737
2023-09-17,2.74457
2023-09-18,13.10314
2023-09-19,14.87383
2023-09-20,15.27224
2023-09-21,12.52766
2023-09-22,11.11111
2023-09-23,2.61177
2023-09-24,3.54138
2023-09-25,11.77512
2023-09-26,12.8818
2023-09-27,7.92386
2023-09-28,1.46082
2023-09-29,1.28375
2023-09-30,1.81496
2023-10-01,1.54935
2023-10-02,2.83311
2023-10-03,3.01018
2023-10-04,14.7853
2023-10-05,13.89995
2023-10-06,12.21779
2023-10-07,2.74457
2023-10-08,1.94776
2023-10-09,3.45285
2023-10-10,13.28021
2023-10-11,14.74103
2023-10-12,14.03275
2023-10-13,12.43913
2023-10-14,2.39043
2023-10-15,3.14298
2023-10-16,13.85568
2023-10-17,11.02257
2023-10-18,11.64231
2023-10-19,13.36874
2023-10-20,10.35856
2023-10-21,3.14298
2023-10-22,3.23151
2023-10-23,11.50951
2023-10-24,15.13944
2023-10-25,11.68658
2023-10-26,12.70473
2023-10-27,10.40283
2023-10-28,3.01018
2023-10-29,3.18725
2023-10-30,13.14741
2023-10-31,15.1837
2023-11-01,12.92607
2023-11-02,13.67861
2023-11-03,10.31429
2023-11-04,2.7003
2023-11-05,3.09871
2023-11-06,13.0146
2023-11-07,14.47543
2023-11-08,15.89198
2023-11-09,12.97034
2023-11-10,10.04869
2023-11-11,3.14298
2023-11-12,2.3019
2023-11-13,12.57193
2023-11-14,15.09517
2023-11-15,14.96237
2023-11-16,16.20185
2023-11-17,11.15537
2023-11-18,2.34617
2023-11-19,2.12483
2023-11-20,13.23594
2023-11-21,17.22
2023-11-22,15.84772
2023-11-23,16.37892
2023-11-24,14.56396
2023-11-25,3.14298
2023-11-26,2.87737
2023-11-27,17.66268
2023-11-28,19.56617
2023-11-29,17.70694
2023-11-30,16.42319
2023-12-01,13.94422
2023-12-02,2.92164
2023-12-03,2.83311
2023-12-04,14.96237
2023-12-05,14.47543
2023-12-06,17.97255
2023-12-07,18.14962
2023-12-08,13.05887
2023-12-09,2.47897
2023-12-10,3.14298
2023-12-11,18.32669
2023-12-12,19.56617
2023-12-13,16.73306
2023-12-14,15.93625
2023-12-15,16.55599
2023-12-16,2.39043
2023-12-17,4.07259
2023-12-18,16.20185
2023-12-19,15.75918
2023-12-20,17.26427
2023-12-21,20.8942
2023-12-22,14.47543
2023-12-23,3.09871
2023-12-24,2.52324
2023-12-25,3.67419
2023-12-26,15.36077
2023-12-27,14.7853
2023-12-28,14.47543
2023-12-29,10.4471
2023-12-30,3.23151
2023-12-31,3.01018
2024-01-01,3.36432
2024-01-02,28.19831
2024-01-03,29.83621
2024-01-04,27.57857
2024-01-05,20.67286
2024-01-06,4.07259
2024-01-07,4.86941
2024-01-08,19.47764
2024-01-09,23.10756
2024-01-10,23.81584
2024-01-11,23.77158
2024-01-12,21.46967
2024-01-13,4.7366
2024-01-14,3.89552
2024-01-15,27.1359
2024-01-16,26.42762
2024-01-17,28.28685
2024-01-18,31.42983
2024-01-19,27.84417
2024-01-20,5.84329
2024-01-21,6.72864
2024-01-22,34.21868
2024-01-23,33.82027
2024-01-24,33.20053
2024-01-25,29.65914
2024-01-26,22.84196
2024-01-27,4.69234
2024-01-28,4.95794
2024-01-29,27.2687
2024-01-30,27.75564
2024-01-31,29.03939
2024-02-01,24.16998
2024-02-02,18.63656
2024-02-03,5.22355
2024-02-04,5.09074
2024-02-05,24.87826
2024-02-06,25.67507
2024-02-07,25.40947
2024-02-08,24.56839
2024-02-09,3.80699
2024-02-10,2.65604
2024-02-11,3.98406
2024-02-12,4.91367
2024-02-13,28.33111
2024-02-14,30.94289
2024-02-15,33.02346
2024-02-16,26.20628
2024-02-17,5.04648
2024-02-18,4.51527
2024-02-19,30.05754
2024-02-20,29.74767
2024-02-21,32.31518
2024-02-22,27.00309
2024-02-23,23.55024
2024-02-24,4.3382
2024-02-25,4.91367
2024-02-26,26.56042
2024-02-27,29.1722
2024-02-28,28.68525
2024-02-29,21.91235
2024-03-01,5.13501
2024-03-02,4.69234
2024-03-03,5.97609
2024-03-04,26.16201
2024-03-05,25.80787
2024-03-06,24.30278
2024-03-07,23.10756
2024-03-08,23.3289
2024-03-09,5.79902
2024-03-10,5.97609
2024-03-11,24.25852
2024-03-12,31.91677
2024-03-13,29.48207
2024-03-14,27.49003
2024-03-15,26.20628
2024-03-16,6.99424
2024-03-17,6.06463
2024-03-18,31.25276
2024-03-19,32.31518
2024-03-20,32.09384
