date,FUND
2020-07-10,37.1522
2020-07-11,31.75122
2020-07-12,30.27823
2020-07-13,47.7905
2020-07-14,38.46153
2020-07-15,46.31751
2020-07-16,46.64484
2020-07-17,32.07855
2020-07-18,28.9689
2020-07-19,30.76923
2020-07-20,41.73486
2020-07-21,43.53518
2020-07-22,51.06382
2020-07-23,55.31914
2020-07-24,41.40752
2020-07-25,32.56955
2020-07-26,31.09656
2020-07-27,37.6432
2020-07-28,42.06219
2020-07-29,39.77086
2020-07-30,35.84288
2020-07-31,33.38788
2020-08-01,25.04091
2020-08-02,28.64157
2020-08-03,38.95253
2020-08-04,42.55319
2020-08-05,46.64484
2020-08-06,43.69885
2020-08-07,37.80687
2020-08-08,29.78723
2020-08-09,32.24222
2020-08-10,51.55482
2020-08-11,50.73649
2020-08-12,52.37315
2020-08-13,46.80851
2020-08-14,43.20785
2020-08-15,29.29623
2020-08-16,27.82324
2020-08-17,31.58756
2020-08-18,46.80851
2020-08-19,47.46317
2020-08-20,47.95417
2020-08-21,46.64484
2020-08-22,54.82815
2020-08-23,62.35679
2020-08-24,57.9378
2020-08-25,52.70049
2020-08-26,57.77414
2020-08-27,55.48281
2020-08-28,42.06219
2020-08-29,45.82651
2020-08-30,33.87888
2020-08-31,43.37152
2020-09-01,54.33715
2020-09-02,67.92144
2020-09-03,67.43044
2020-09-04,47.13584
2020-09-05,35.02454
2020-09-06,38.29787
2020-09-07,64.81178
2020-09-08,58.4288
2020-09-09,61.53846
2020-09-10,59.73813
2020-09-11,47.46317
2020-09-12,35.67921
2020-09-13,38.1342
2020-09-14,48.44517
2020-09-15,50.40916
2020-09-16,48.93617
2020-09-17,48.11783
2020-09-18,39.1162
2020-09-19,32.07855
2020-09-20,34.69721
2020-09-21,42.06219
2020-09-22,42.88052
2020-09-23,48.7725
2020-09-24,45.00818
2020-09-25,38.1342
2020-09-26,29.78723
2020-09-27,28.80523
2020-09-28,40.58919
2020-09-29,38.95253
2020-09-30,22.58592
2020-10-01,18.8216
2020-10-02,23.40425
2020-10-03,25.04091
2020-10-04,32.56955
2020-10-05,44.68085
2020-10-06,41.73486
2020-10-07,49.59083
2020-10-08,35.67921
2020-10-09,33.71522
2020-10-10,32.40589
2020-10-11,39.44353
2020-10-12,49.91816
2020-10-13,48.7725
2020-10-14,50.90016
2020-10-15,47.7905
2020-10-16,37.97054
2020-10-17,38.1342
2020-10-18,36.98854
2020-10-19,49.2635
2020-10-20,48.44517
2020-10-21,48.60883
2020-10-22,42.06219
2020-10-23,38.95253
2020-10-24,37.80687
2020-10-25,42.06219
2020-10-26,47.46317
2020-10-27,36.98854
2020-10-28,56.79214
2020-10-29,40.91653
2020-10-30,37.80687
2020-10-31,23.07692
2020-11-01,26.84124
2020-11-02,37.80687
2020-11-03,41.40752
2020-11-04,40.26186
2020-11-05,44.68085
2020-11-06,33.55155
2020-11-07,22.42225
2020-11-08,24.87725
2020-11-09,43.04418
2020-11-10,42.06219
2020-11-11,41.73486
2020-11-12,42.06219
2020-11-13,34.69721
2020-11-14,30.60556
2020-11-15,31.09656
2020-11-16,52.04582
2020-11-17,43.20785
2020-11-18,43.69885
2020-11-19,46.31751
2020-11-20,41.08019
2020-11-21,23.73158
2020-11-22,30.76923
2020-11-23,45.99018
2020-11-24,45.66284
2020-11-25,36.82487
2020-11-26,42.55319
2020-11-27,38.78887
2020-11-28,32.40589
2020-11-29,29.4599
2020-11-30,42.22585
2020-12-01,46.48117
2020-12-02,43.53518
2020-12-03,45.82651
2020-12-04,45.17184
2020-12-05,29.9509
2020-12-06,36.00654
2020-12-07,39.77086
2020-12-08,46.64484
2020-12-09,49.7545
2020-12-10,50.24549
2020-12-11,41.73486
2020-12-12,30.27823
2020-12-13,31.42389
2020-12-14,49.09983
2020-12-15,45.49918
2020-12-16,48.93617
2020-12-17,43.20785
2020-12-18,38.46153
2020-12-19,32.73322
2020-12-20,34.20621
2020-12-21,45.33551
2020-12-22,45.82651
2020-12-23,47.46317
2020-12-24,32.89689
2020-12-25,17.18494
2020-12-26,28.15057
2020-12-27,28.80523
2020-12-28,52.04582
2020-12-29,50.57283
2020-12-30,53.51882
2020-12-31,40.26186
2021-01-01,33.38788
2021-01-02,36.82487
2021-01-03,40.58919
2021-01-04,64.64811
2021-01-05,71.35842
2021-01-06,71.84942
2021-01-07,71.35842
2021-01-08,67.26677
2021-01-09,47.2995
2021-01-10,49.7545
2021-01-11,72.17675
2021-01-12,75.77741
2021-01-13,77.57774
2021-01-14,79.86906
2021-01-15,64.48445
2021-01-16,39.44353
2021-01-17,43.04418
2021-01-18,71.35842
2021-01-19,68.90343
2021-01-20,80.52373
2021-01-21,70.04909
2021-01-22,65.63011
2021-01-23,45.17184
2021-01-24,43.86252
2021-01-25,74.63175
2021-01-26,75.28641
2021-01-27,76.92307
2021-01-28,72.66775
2021-01-29,59.57446
2021-01-30,45.17184
2021-01-31,43.20785
2021-02-01,73.15875
2021-02-02,77.08674
2021-02-03,74.14075
2021-02-04,63.99345
2021-02-05,60.88379
2021-02-06,44.02618
2021-02-07,47.46317
2021-02-08,65.13911
2021-02-09,60.39279
2021-02-10,45.33551
2021-02-11,35.18821
2021-02-12,28.64157
2021-02-13,28.31423
2021-02-14,35.35188
2021-02-15,67.1031
2021-02-16,71.03109
2021-02-17,62.84779
2021-02-18,62.19312
2021-02-19,56.79214
2021-02-20,38.29787
2021-02-21,41.40752
2021-02-22,59.9018
2021-02-23,60.06546
2021-02-24,64.48445
2021-02-25,57.9378
2021-02-26,51.39116
2021-02-27,32.07855
2021-02-28,30.76923
2021-03-01,43.86252
2021-03-02,45.99018
2021-03-03,57.28314
2021-03-04,60.88379
2021-03-05,44.18985
2021-03-06,36.66121
2021-03-07,44.84451
2021-03-08,58.75613
2021-03-09,55.64648
2021-03-10,49.7545
2021-03-11,60.22913
2021-03-12,56.62847
2021-03-13,41.73486
2021-03-14,45.82651
2021-03-15,58.10147
2021-03-16,58.75613
2021-03-17,50.73649
2021-03-18,50.73649
2021-03-19,43.53518
2021-03-20,35.02454
2021-03-21,36.33387
2021-03-22,48.11783
2021-03-23,44.68085
2021-03-24,48.11783
2021-03-25,45.00818
2021-03-26,41.57119
2021-03-27,31.91489
2021-03-28,32.24222
2021-03-29,43.20785
2021-03-30,43.53518
2021-03-31,46.64484
2021-04-01,40.42553
2021-04-02,35.51554
2021-04-03,28.9689
2021-04-04,33.38788
2021-04-05,48.11783
2021-04-06,46.80851
2021-04-07,49.09983
2021-04-08,42.71685
2021-04-09,40.91653
2021-04-10,32.56955
2021-04-11,31.58756
2021-04-12,44.02618
2021-04-13,45.66284
2021-04-14,47.7905
2021-04-15,48.2815
2021-04-16,38.46153
2021-04-17,28.80523
2021-04-18,38.78887
2021-04-19,45.82651
2021-04-20,44.35351
2021-04-21,43.04418
2021-04-22,43.37152
2021-04-23,37.1522
2021-04-24,28.80523
2021-04-25,30.44189
2021-04-26,39.77086
2021-04-27,35.67921
2021-04-28,38.6252
2021-04-29,37.31587
2021-04-30,29.13256
2021-05-01,22.09492
2021-05-02,22.91325
2021-05-03,32.56955
2021-05-04,31.09656
2021-05-05,29.13256
2021-05-06,42.38952
2021-05-07,35.67921
2021-05-08,26.35024
2021-05-09,31.09656
2021-05-10,47.62684
2021-05-11,44.68085
2021-05-12,47.46317
2021-05-13,41.89852
2021-05-14,35.02454
2021-05-15,28.31423
2021-05-16,32.73322
2021-05-17,45.99018
2021-05-18,41.89852
2021-05-19,31.42389
2021-05-20,48.7725
2021-05-21,37.80687
2021-05-22,28.31423
2021-05-23,38.29787
2021-05-24,41.40752
2021-05-25,40.26186
2021-05-26,39.27986
2021-05-27,46.15384
2021-05-28,37.6432
2021-05-29,29.4599
2021-05-30,32.40589
2021-05-31,47.62684
2021-06-01,39.27986
2021-06-02,37.80687
2021-06-03,42.71685
2021-06-04,35.67921
2021-06-05,26.02291
2021-06-06,24.38625
2021-06-07,38.29787
2021-06-08,36.49754
2021-06-09,42.06219
2021-06-10,41.40752
2021-06-11,36.17021
2021-06-12,25.36824
2021-06-13,23.89525
2021-06-14,36.17021
2021-06-15,36.33387
2021-06-16,32.73322
2021-06-17,35.18821
2021-06-18,32.73322
2021-06-19,23.89525
2021-06-20,26.35024
2021-06-21,41.24386
2021-06-22,33.55155
2021-06-23,36.98854
2021-06-24,33.55155
2021-06-25,28.15057
2021-06-26,22.58592
2021-06-27,29.78723
2021-06-28,29.78723
2021-06-29,34.53355
2021-06-30,37.97054
2021-07-01,34.53355
2021-07-02,28.9689
2021-07-03,16.69394
2021-07-04,31.75122
2021-07-05,40.42553
2021-07-06,48.7725
2021-07-07,49.09983
2021-07-08,39.27986
2021-07-09,34.20621
2021-07-10,27.65957
2021-07-11,25.53191
2021-07-12,54.17348
2021-07-13,58.10147
2021-07-14,49.91816
2021-07-15,53.68248
2021-07-16,41.40752
2021-07-17,31.09656
2021-07-18,31.09656
2021-07-19,46.64484
2021-07-20,52.20949
2021-07-21,55.48281
2021-07-22,53.35515
2021-07-23,49.91816
2021-07-24,27.4959
2021-07-25,33.55155
2021-07-26,48.7725
2021-07-27,51.55482
2021-07-28,54.82815
2021-07-29,51.55482
2021-07-30,44.02618
2021-07-31,21.44026
2021-08-01,28.9689
2021-08-02,48.11783
2021-08-03,50.40916
2021-08-04,50.24549
2021-08-05,55.81014
2021-08-06,47.46317
2021-08-07,30.76923
2021-08-08,30.11456
2021-08-09,53.02782
2021-08-10,53.35515
2021-08-11,54.99181
2021-08-12,52.20949
2021-08-13,44.51718
2021-08-14,26.67757
2021-08-15,24.38625
2021-08-16,39.27986
2021-08-17,56.79214
2021-08-18,50.57283
2021-08-19,53.51882
2021-08-20,45.00818
2021-08-21,32.89689
2021-08-22,31.91489
2021-08-23,52.86415
2021-08-24,54.66448
2021-08-25,50.57283
2021-08-26,51.71849
2021-08-27,41.08019
2021-08-28,28.31423
2021-08-29,29.62356
2021-08-30,44.02618
2021-08-31,44.35351
2021-09-01,54.17348
2021-09-02,49.59083
2021-09-03,43.69885
2021-09-04,29.9509
2021-09-05,33.87888
2021-09-06,54.66448
2021-09-07,45.99018
2021-09-08,43.20785
2021-09-09,40.91653
2021-09-10,43.69885
2021-09-11,26.18657
2021-09-12,27.82324
2021-09-13,36.49754
2021-09-14,38.6252
2021-09-15,41.40752
2021-09-16,39.44353
2021-09-17,29.9509
2021-09-18,21.76759
2021-09-19,20.45826
2021-09-20,13.91162
2021-09-21,17.02127
2021-09-22,27.9869
2021-09-23,36.33387
2021-09-24,37.97054
2021-09-25,27.9869
2021-09-26,38.95253
2021-09-27,36.66121
2021-09-28,49.59083
2021-09-29,40.09819
2021-09-30,38.78887
2021-10-01,34.36988
2021-10-02,26.02291
2021-10-03,23.07692
2021-10-04,37.47954
2021-10-05,36.49754
2021-10-06,45.00818
2021-10-07,40.91653
2021-10-08,35.02454
2021-10-09,25.53191
2021-10-10,25.69558
2021-10-11,38.78887
2021-10-12,38.29787
2021-10-13,46.80851
2021-10-14,44.35351
2021-10-15,33.06055
2021-10-16,31.75122
2021-10-17,33.06055
2021-10-18,45.00818
2021-10-19,48.60883
2021-10-20,47.2995
2021-10-21,40.42553
2021-10-22,32.89689
2021-10-23,24.22258
2021-10-24,30.44189
2021-10-25,40.75286
2021-10-26,43.37152
2021-10-27,40.09819
2021-10-28,39.1162
2021-10-29,25.85924
2021-10-30,26.02291
2021-10-31,21.93126
2021-11-01,32.89689
2021-11-02,34.20621
2021-11-03,37.47954
2021-11-04,42.06219
2021-11-05,32.24222
2021-11-06,26.51391
2021-11-07,27.0049
2021-11-08,40.58919
2021-11-09,40.42553
2021-11-10,38.46153
2021-11-11,35.18821
2021-11-12,33.87888
2021-11-13,23.73158
2021-11-14,27.16857
2021-11-15,43.86252
2021-11-16,43.69885
2021-11-17,39.93453
2021-11-18,35.67921
2021-11-19,34.86088
2021-11-20,24.87725
2021-11-21,24.87725
2021-11-22,31.75122
2021-11-23,35.18821
2021-11-24,35.18821
2021-11-25,38.29787
2021-11-26,34.20621
2021-11-27,25.69558
2021-11-28,24.87725
2021-11-29,36.66121
2021-11-30,30.76923
2021-12-01,33.38788
2021-12-02,36.49754
2021-12-03,30.60556
2021-12-04,19.47626
2021-12-05,26.51391
2021-12-06,39.44353
2021-12-07,34.04255
2021-12-08,34.53355
2021-12-09,37.80687
2021-12-10,27.9869
2021-12-11,25.04091
2021-12-12,34.04255
2021-12-13,35.18821
2021-12-14,33.38788
2021-12-15,36.33387
2021-12-16,32.73322
2021-12-17,29.78723
2021-12-18,18.98527
2021-12-19,24.38625
2021-12-20,36.49754
2021-12-21,34.04255
2021-12-22,37.80687
2021-12-23,33.55155
2021-12-24,24.22258
2021-12-25,14.07528
2021-12-26,22.25859
2021-12-27,35.02454
2021-12-28,35.18821
2021-12-29,33.87888
2021-12-30,38.46153
2021-12-31,23.73158
2022-01-01,16.36661
2022-01-02,25.85924
2022-01-03,50.08183
2022-01-04,55.31914
2022-01-05,54.99181
2022-01-06,63.50245
2022-01-07,47.7905
2022-01-08,32.89689
2022-01-09,33.87888
2022-01-10,47.62684
2022-01-11,58.59247
2022-01-12,56.79214
2022-01-13,65.13911
2022-01-14,44.84451
2022-01-15,31.58756
2022-01-16,36.98854
2022-01-17,56.62847
2022-01-18,51.39116
2022-01-19,59.73813
2022-01-20,55.81014
2022-01-21,50.40916
2022-01-22,30.44189
2022-01-23,32.89689
2022-01-24,52.53682
2022-01-25,58.9198
2022-01-26,58.26513
2022-01-27,55.48281
2022-01-28,40.91653
2022-01-29,30.76923
2022-01-30,17.8396
2022-01-31,19.14893
2022-02-01,22.42225
2022-02-02,29.29623
2022-02-03,47.7905
2022-02-04,50.90016
2022-02-05,35.51554
2022-02-06,33.71522
2022-02-07,53.51882
2022-02-08,51.88216
2022-02-09,47.2995
2022-02-10,57.28314
2022-02-11,39.44353
2022-02-12,28.4779
2022-02-13,33.87888
2022-02-14,50.08183
2022-02-15,52.53682
2022-02-16,52.86415
2022-02-17,59.4108
2022-02-18,51.71849
2022-02-19,26.84124
2022-02-20,35.35188
2022-02-21,57.28314
2022-02-22,47.46317
2022-02-23,52.20949
2022-02-24,53.84615
2022-02-25,44.68085
2022-02-26,34.20621
2022-02-27,30.44189
2022-02-28,40.09819
2022-03-01,39.6072
2022-03-02,41.40752
2022-03-03,45.82651
2022-03-04,42.06219
2022-03-05,30.27823
2022-03-06,38.46153
2022-03-07,44.68085
2022-03-08,38.29787
2022-03-09,35.02454
2022-03-10,45.66284
2022-03-11,41.08019
2022-03-12,25.85924
2022-03-13,28.80523
2022-03-14,42.22585
2022-03-15,38.95253
2022-03-16,46.15384
2022-03-17,45.00818
2022-03-18,35.51554
2022-03-19,27.0049
2022-03-20,31.26022
2022-03-21,30.44189
2022-03-22,39.77086
2022-03-23,44.84451
2022-03-24,38.46153
2022-03-25,42.71685
2022-03-26,35.84288
2022-03-27,41.73486
2022-03-28,46.48117
2022-03-29,51.39116
2022-03-30,43.04418
2022-03-31,42.22585
2022-04-01,35.51554
2022-04-02,28.4779
2022-04-03,31.58756
2022-04-04,41.89852
2022-04-05,41.40752
2022-04-06,48.2815
2022-04-07,52.86415
2022-04-08,36.82487
2022-04-09,23.07692
2022-04-10,31.58756
2022-04-11,37.6432
2022-04-12,41.40752
2022-04-13,43.86252
2022-04-14,40.91653
2022-04-15,32.24222
2022-04-16,26.02291
2022-04-17,28.80523
2022-04-18,43.37152
2022-04-19,40.75286
2022-04-20,48.11783
2022-04-21,39.27986
2022-04-22,29.9509
2022-04-23,28.15057
2022-04-24,31.09656
2022-04-25,34.20621
2022-04-26,33.87888
2022-04-27,31.75122
2022-04-28,27.0049
2022-04-29,25.20458
2022-04-30,20.29459
2022-05-01,43.37152
2022-05-02,47.46317
2022-05-03,36.33387
2022-05-04,30.93289
2022-05-05,22.25859
2022-05-06,29.4599
2022-05-07,18.98527
2022-05-08,24.54991
2022-05-09,68.73977
2022-05-10,59.08346
2022-05-11,47.46317
2022-05-12,44.02618
2022-05-13,36.49754
2022-05-14,32.73322
2022-05-15,35.35188
2022-05-16,40.26186
2022-05-17,37.97054
2022-05-18,38.1342
2022-05-19,41.57119
2022-05-20,36.00654
2022-05-21,22.74959
2022-05-22,30.11456
2022-05-23,38.1342
2022-05-24,37.31587
2022-05-25,36.82487
2022-05-26,30.93289
2022-05-27,27.16857
2022-05-28,19.8036
2022-05-29,22.42225
2022-05-30,34.36988
2022-05-31,28.9689
2022-06-01,25.69558
2022-06-02,30.76923
2022-06-03,29.62356
2022-06-04,24.05891
2022-06-05,15.71194
2022-06-06,27.4959
2022-06-07,32.56955
2022-06-08,33.87888
2022-06-09,29.78723
2022-06-10,28.64157
2022-06-11,22.42225
2022-06-12,27.33224
2022-06-13,34.53355
2022-06-14,33.71522
2022-06-15,36.49754
2022-06-16,36.82487
2022-06-17,29.29623
2022-06-18,24.22258
2022-06-19,28.80523
2022-06-20,32.24222
2022-06-21,34.86088
2022-06-22,29.78723
2022-06-23,34.69721
2022-06-24,30.27823
2022-06-25,23.73158
2022-06-26,23.56792
2022-06-27,30.60556
2022-06-28,33.55155
2022-06-29,32.24222
2022-06-30,27.4959
2022-07-01,22.42225
2022-07-02,16.53027
2022-07-03,18.49427
2022-07-04,32.07855
2022-07-05,37.47954
2022-07-06,37.31587
2022-07-07,33.71522
2022-07-08,33.71522
2022-07-09,21.93126
2022-07-10,29.4599
2022-07-11,39.44353
2022-07-12,38.78887
2022-07-13,34.86088
2022-07-14,36.00654
2022-07-15,32.07855
2022-07-16,22.09492
2022-07-17,24.05891
2022-07-18,36.00654
2022-07-19,39.44353
2022-07-20,34.04255
2022-07-21,46.64484
2022-07-22,37.31587
2022-07-23,23.24058
2022-07-24,24.87725
2022-07-25,41.89852
2022-07-26,45.49918
2022-07-27,43.69885
2022-07-28,38.1342
2022-07-29,32.89689
2022-07-30,19.8036
2022-07-31,19.47626
2022-08-01,36.82487
2022-08-02,42.06219
2022-08-03,43.53518
2022-08-04,45.33551
2022-08-05,39.1162
2022-08-06,23.24058
2022-08-07,27.0049
2022-08-08,43.69885
2022-08-09,46.31751
2022-08-10,44.02618
2022-08-11,43.53518
2022-08-12,36.66121
2022-08-13,21.27659
2022-08-14,19.63993
2022-08-15,27.82324
2022-08-16,37.1522
2022-08-17,44.35351
2022-08-18,39.6072
2022-08-19,41.08019
2022-08-20,23.40425
2022-08-21,25.36824
2022-08-22,36.98854
2022-08-23,36.98854
2022-08-24,36.98854
2022-08-25,39.77086
2022-08-26,31.42389
2022-08-27,20.45826
2022-08-28,26.84124
2022-08-29,33.71522
2022-08-30,39.27986
2022-08-31,35.02454
2022-09-01,36.82487
2022-09-02,29.29623
2022-09-03,21.44026
2022-09-04,22.58592
2022-09-05,33.71522
2022-09-06,39.93453
2022-09-07,35.84288
2022-09-08,27.16857
2022-09-09,15.87561
2022-09-10,11.29296
2022-09-11,12.60229
2022-09-12,26.51391
2022-09-13,40.09819
2022-09-14,38.78887
2022-09-15,28.9689
2022-09-16,27.16857
2022-09-17,22.91325
2022-09-18,20.45826
2022-09-19,33.55155
2022-09-20,38.78887
2022-09-21,40.09819
2022-09-22,37.6432
2022-09-23,27.4959
2022-09-24,22.58592
2022-09-25,23.56792
2022-09-26,25.69558
2022-09-27,31.09656
2022-09-28,33.71522
2022-09-29,33.38788
2022-09-30,25.69558
2022-10-01,17.51227
2022-10-02,18.3306
2022-10-03,23.24058
2022-10-04,35.51554
2022-10-05,33.38788
2022-10-06,32.24222
2022-10-07,22.91325
2022-10-08,18.49427
2022-10-09,20.45826
2022-10-10,26.18657
2022-10-11,32.73322
2022-10-12,38.46153
2022-10-13,33.06055
2022-10-14,35.51554
2022-10-15,21.11292
2022-10-16,27.16857
2022-10-17,36.82487
2022-10-18,40.42553
2022-10-19,41.40752
2022-10-20,40.09819
2022-10-21,29.78723
2022-10-22,22.42225
2022-10-23,24.71358
2022-10-24,41.08019
2022-10-25,35.51554
2022-10-26,31.91489
2022-10-27,39.27986
2022-10-28,29.13256
2022-10-29,21.44026
2022-10-30,17.51227
2022-10-31,34.53355
2022-11-01,34.20621
2022-11-02,35.35188
2022-11-03,37.47954
2022-11-04,27.82324
2022-11-05,16.69394
2022-11-06,22.74959
2022-11-07,35.51554
2022-11-08,33.38788
2022-11-09,35.35188
2022-11-10,39.1162
2022-11-11,30.44189
2022-11-12,23.56792
2022-11-13,24.87725
2022-11-14,35.67921
2022-11-15,37.97054
2022-11-16,37.1522
2022-11-17,37.80687
2022-11-18,27.0049
2022-11-19,18.49427
2022-11-20,24.38625
2022-11-21,35.02454
2022-11-22,34.36988
2022-11-23,33.22422
2022-11-24,32.89689
2022-11-25,29.62356
2022-11-26,20.78559
2022-11-27,27.0049
2022-11-28,36.00654
2022-11-29,39.6072
2022-11-30,36.33387
2022-12-01,37.1522
2022-12-02,35.18821
2022-12-03,23.24058
2022-12-04,21.27659
2022-12-05,29.29623
2022-12-06,36.82487
2022-12-07,36.49754
2022-12-08,37.6432
2022-12-09,30.27823
2022-12-10,26.02291
2022-12-11,30.11456
2022-12-12,41.57119
2022-12-13,36.82487
2022-12-14,40.26186
2022-12-15,30.44189
2022-12-16,39.1162
2022-12-17,18.98527
2022-12-18,22.25859
2022-12-19,34.04255
2022-12-20,34.20621
2022-12-21,34.53355
2022-12-22,36.49754
2022-12-23,30.27823
2022-12-24,15.87561
2022-12-25,15.87561
2022-12-26,31.75122
2022-12-27,36.66121
2022-12-28,32.89689
2022-12-29,30.27823
2022-12-30,24.38625
2022-12-31,20.94926
2023-01-01,20.13093
2023-01-02,42.55319
2023-01-03,48.7725
2023-01-04,52.70049
2023-01-05,51.06382
2023-01-06,45.17184
2023-01-07,27.82324
2023-01-08,32.40589
2023-01-09,55.81014
2023-01-10,58.10147
2023-01-11,59.73813
2023-01-12,53.35515
2023-01-13,46.15384
2023-01-14,32.40589
2023-01-15,35.67921
2023-01-16,49.42716
2023-01-17,64.15711
2023-01-18,58.75613
2023-01-19,53.35515
2023-01-20,41.40752
2023-01-21,17.51227
2023-01-22,16.03927
2023-01-23,22.58592
2023-01-24,26.18657
2023-01-25,51.39116
2023-01-26,50.24549
2023-01-27,45.33551
2023-01-28,43.53518
2023-01-29,43.86252
2023-01-30,60.55646
2023-01-31,67.75777
2023-02-01,72.99509
2023-02-02,64.97545
2023-02-03,59.4108
2023-02-04,45.82651
2023-02-05,45.66284
2023-02-06,68.41243
2023-02-07,74.63175
2023-02-08,80.68739
2023-02-09,76.43207
2023-02-10,76.10474
2023-02-11,58.4288
2023-02-12,62.19312
2023-02-13,73.48608
2023-02-14,64.32078
2023-02-15,66.77577
2023-02-16,60.55646
2023-02-17,51.88216
2023-02-18,38.29787
2023-02-19,39.6072
2023-02-20,49.91816
2023-02-21,50.24549
2023-02-22,51.06382
2023-02-23,54.17348
2023-02-24,49.7545
2023-02-25,33.55155
2023-02-26,36.66121
2023-02-27,48.11783
2023-02-28,44.02618
2023-03-01,33.06055
2023-03-02,48.93617
2023-03-03,48.93617
2023-03-04,66.93944
2023-03-05,70.37643
2023-03-06,100.0
2023-03-07,98.19967
2023-03-08,80.03273
2023-03-09,65.30278
2023-03-10,44.84451
2023-03-11,38.6252
2023-03-12,46.80851
2023-03-13,59.57446
2023-03-14,52.53682
2023-03-15,53.84615
2023-03-16,46.80851
2023-03-17,45.99018
2023-03-18,38.1342
2023-03-19,44.35351
2023-03-20,49.2635
2023-03-21,53.35515
2023-03-22,46.48117
2023-03-23,44.84451
2023-03-24,41.57119
2023-03-25,36.00654
2023-03-26,31.09656
2023-03-27,36.33387
2023-03-28,36.00654
2023-03-29,36.98854
2023-03-30,35.51554
2023-03-31,33.55155
2023-04-01,25.53191
2023-04-02,28.9689
2023-04-03,34.86088
2023-04-04,41.57119
2023-04-05,37.80687
2023-04-06,40.26186
2023-04-07,35.67921
2023-04-08,27.16857
2023-04-09,28.4779
2023-04-10,33.87888
2023-04-11,36.66121
2023-04-12,48.60883
2023-04-13,41.08019
2023-04-14,35.84288
2023-04-15,28.80523
2023-04-16,26.84124
2023-04-17,36.49754
2023-04-18,40.91653
2023-04-19,34.53355
2023-04-20,38.6252
2023-04-21,32.73322
2023-04-22,28.31423
2023-04-23,29.29623
2023-04-24,32.07855
2023-04-25,28.4779
2023-04-26,33.06055
2023-04-27,27.0049
2023-04-28,27.9869
2023-04-29,24.05891
2023-04-30,22.09492
2023-05-01,29.29623
2023-05-02,32.24222
2023-05-03,28.80523
2023-05-04,29.9509
2023-05-05,18.98527
2023-05-06,20.13093
2023-05-07,22.74959
2023-05-08,31.42389
2023-05-09,41.57119
2023-05-10,39.93453
2023-05-11,36.82487
2023-05-12,29.13256
2023-05-13,24.71358
2023-05-14,23.56792
2023-05-15,32.56955
2023-05-16,37.47954
2023-05-17,39.1162
2023-05-18,33.87888
2023-05-19,25.36824
2023-05-20,18.98527
2023-05-21,26.18657
2023-05-22,36.98854
2023-05-23,35.18821
2023-05-24,30.76923
2023-05-25,33.38788
2023-05-26,23.73158
2023-05-27,18.16693
2023-05-28,20.62193
