date,퇴직연금담보대출
2020-06-22,13.16839
2020-06-23,12.05107
2020-06-24,9.89624
2020-06-25,10.93375
2020-06-26,7.98084
2020-06-27,4.62889
2020-06-28,5.42697
2020-06-29,14.68475
2020-06-30,13.48762
2020-07-01,14.68475
2020-07-02,11.4126
2020-07-03,11.49241
2020-07-04,3.8308
2020-07-05,4.22984
2020-07-06,11.01356
2020-07-07,11.73184
2020-07-08,9.17797
2020-07-09,7.82122
2020-07-10,7.26256
2020-07-11,4.15003
2020-07-12,2.63367
2020-07-13,9.09816
2020-07-14,8.77893
2020-07-15,7.50199
2020-07-16,7.82122
2020-07-17,6.46448
2020-07-18,2.07501
2020-07-19,2.71348
2020-07-20,8.45969
2020-07-21,8.77893
2020-07-22,6.14525
2020-07-23,6.46448
2020-07-24,5.82601
2020-07-25,2.47406
2020-07-26,2.47406
2020-07-27,9.01835
2020-07-28,6.14525
2020-07-29,6.78371
2020-07-30,6.54429
2020-07-31,6.22505
2020-08-01,3.19233
2020-08-02,4.07023
2020-08-03,7.66161
2020-08-04,7.34237
2020-08-05,7.42218
2020-08-06,7.98084
2020-08-07,7.10295
2020-08-08,3.51157
2020-08-09,3.19233
2020-08-10,7.74142
2020-08-11,7.90103
2020-08-12,9.25778
2020-08-13,5.90582
2020-08-14,5.98563
2020-08-15,3.35195
2020-08-16,2.63367
2020-08-17,4.46927
2020-08-18,8.85873
2020-08-19,8.93854
2020-08-20,13.2482
2020-08-21,8.37988
2020-08-22,4.86831
2020-08-23,3.99042
2020-08-24,9.57701
2020-08-25,9.25778
2020-08-26,7.02314
2020-08-27,7.66161
2020-08-28,6.78371
2020-08-29,3.99042
2020-08-30,2.63367
2020-08-31,9.25778
2020-09-01,9.41739
2020-09-02,5.90582
2020-09-03,7.10295
2020-09-04,4.62889
2020-09-05,2.07501
2020-09-06,2.31444
2020-09-07,6.78371
2020-09-08,5.26735
2020-09-09,8.77893
2020-09-10,8.5395
2020-09-11,7.5818
2020-09-12,2.71348
2020-09-13,3.99042
2020-09-14,8.30007
2020-09-15,7.18276
2020-09-16,7.74142
2020-09-17,7.26256
2020-09-18,6.38467
2020-09-19,2.47406
2020-09-20,3.19233
2020-09-21,7.66161
2020-09-22,6.22505
2020-09-23,7.34237
2020-09-24,5.7462
2020-09-25,6.70391
2020-09-26,3.43176
2020-09-27,2.23463
2020-09-28,5.7462
2020-09-29,4.70869
2020-09-30,2.79329
2020-10-01,1.27693
2020-10-02,1.83559
2020-10-03,1.51636
2020-10-04,2.8731
2020-10-05,7.90103
2020-10-06,8.06065
2020-10-07,7.34237
2020-10-08,4.62889
2020-10-09,1.75578
2020-10-10,2.71348
2020-10-11,2.55387
2020-10-12,8.06065
2020-10-13,7.34237
2020-10-14,6.38467
2020-10-15,6.70391
2020-10-16,6.22505
2020-10-17,4.94812
2020-10-18,3.59138
2020-10-19,7.82122
2020-10-20,8.5395
2020-10-21,6.22505
2020-10-22,5.58659
2020-10-23,6.94333
2020-10-24,2.47406
2020-10-25,2.8731
2020-10-26,10.05586
2020-10-27,11.57222
2020-10-28,12.84916
2020-10-29,8.45969
2020-10-30,7.02314
2020-10-31,2.31444
2020-11-01,4.54908
2020-11-02,10.05586
2020-11-03,12.13088
2020-11-04,11.09337
2020-11-05,8.30007
2020-11-06,6.38467
2020-11-07,5.18754
2020-11-08,4.30965
2020-11-09,7.42218
2020-11-10,8.69912
2020-11-11,9.25778
2020-11-12,7.90103
2020-11-13,7.98084
2020-11-14,4.62889
2020-11-15,4.94812
2020-11-16,8.61931
2020-11-17,10.77414
2020-11-18,9.97605
2020-11-19,8.93854
2020-11-20,8.37988
2020-11-21,3.59138
2020-11-22,4.07023
2020-11-23,9.01835
2020-11-24,7.90103
2020-11-25,8.61931
2020-11-26,6.38467
2020-11-27,5.34716
2020-11-28,2.95291
2020-11-29,4.38946
2020-11-30,7.5818
2020-12-01,8.85873
2020-12-02,7.18276
2020-12-03,6.70391
2020-12-04,7.42218
2020-12-05,4.07023
2020-12-06,4.22984
2020-12-07,11.01356
2020-12-08,7.66161
2020-12-09,6.6241
2020-12-10,6.30486
2020-12-11,5.02793
2020-12-12,3.35195
2020-12-13,2.63367
2020-12-14,6.30486
2020-12-15,6.94333
2020-12-16,7.74142
2020-12-17,5.82601
2020-12-18,4.62889
2020-12-19,3.11252
2020-12-20,4.70869
2020-12-21,7.90103
2020-12-22,7.02314
2020-12-23,7.18276
2020-12-24,6.86352
2020-12-25,4.54908
2020-12-26,4.70869
2020-12-27,4.07023
2020-12-28,11.3328
2020-12-29,11.3328
2020-12-30,9.33758
2020-12-31,8.06065
2021-01-01,4.94812
2021-01-02,3.99042
2021-01-03,4.94812
2021-01-04,10.13567
2021-01-05,10.61452
2021-01-06,10.69433
2021-01-07,8.5395
2021-01-08,6.94333
2021-01-09,4.54908
2021-01-10,5.7462
2021-01-11,12.2905
2021-01-12,10.21548
2021-01-13,7.66161
2021-01-14,6.38467
2021-01-15,9.01835
2021-01-16,3.75099
2021-01-17,3.67118
2021-01-18,9.73663
2021-01-19,6.78371
2021-01-20,5.34716
2021-01-21,7.02314
2021-01-22,5.6664
2021-01-23,2.63367
2021-01-24,4.07023
2021-01-25,9.81644
2021-01-26,6.38467
2021-01-27,6.46448
2021-01-28,6.14525
2021-01-29,4.07023
2021-01-30,5.02793
2021-01-31,2.79329
2021-02-01,7.26256
2021-02-02,7.02314
2021-02-03,5.42697
2021-02-04,7.90103
2021-02-05,5.42697
2021-02-06,2.15482
2021-02-07,2.31444
2021-02-08,7.50199
2021-02-09,5.42697
2021-02-10,3.99042
2021-02-11,2.15482
2021-02-12,1.99521
2021-02-13,2.55387
2021-02-14,2.95291
2021-02-15,9.73663
2021-02-16,6.94333
2021-02-17,5.26735
2021-02-18,7.10295
2021-02-19,5.98563
2021-02-20,2.47406
2021-02-21,2.8731
2021-02-22,8.85873
2021-02-23,7.02314
2021-02-24,6.54429
2021-02-25,5.50678
2021-02-26,4.38946
2021-02-27,1.19712
2021-02-28,2.8731
2021-03-01,3.03272
2021-03-02,6.14525
2021-03-03,6.86352
2021-03-04,6.06544
2021-03-05,4.15003
2021-03-06,2.31444
2021-03-07,3.43176
2021-03-08,5.50678
2021-03-09,5.6664
2021-03-10,6.46448
2021-03-11,5.50678
2021-03-12,5.34716
2021-03-13,3.03272
2021-03-14,3.91061
2021-03-15,8.77893
2021-03-16,7.5818
2021-03-17,4.38946
2021-03-18,5.82601
2021-03-19,5.82601
2021-03-20,3.35195
2021-03-21,2.79329
2021-03-22,6.70391
2021-03-23,6.22505
2021-03-24,6.94333
2021-03-25,5.34716
2021-03-26,6.30486
2021-03-27,2.07501
2021-03-28,1.59616
2021-03-29,4.54908
2021-03-30,6.30486
2021-03-31,5.18754
2021-04-01,7.02314
2021-04-02,4.54908
2021-04-03,3.11252
2021-04-04,3.59138
2021-04-05,5.7462
2021-04-06,5.18754
2021-04-07,4.70869
2021-04-08,5.02793
2021-04-09,4.22984
2021-04-10,2.55387
2021-04-11,3.35195
2021-04-12,6.38467
2021-04-13,5.6664
2021-04-14,4.7885
2021-04-15,4.94812
2021-04-16,4.38946
2021-04-17,2.55387
2021-04-18,3.43176
2021-04-19,9.25778
2021-04-20,6.14525
2021-04-21,6.38467
2021-04-22,5.26735
2021-04-23,5.18754
2021-04-24,3.03272
2021-04-25,3.43176
2021-04-26,6.46448
2021-04-27,7.02314
2021-04-28,6.30486
2021-04-29,7.5818
2021-04-30,5.58659
2021-05-01,3.51157
2021-05-02,4.07023
2021-05-03,7.74142
2021-05-04,6.38467
2021-05-05,5.10774
2021-05-06,7.50199
2021-05-07,5.18754
2021-05-08,2.8731
2021-05-09,4.22984
2021-05-10,8.61931
2021-05-11,6.06544
2021-05-12,6.86352
2021-05-13,5.18754
2021-05-14,5.18754
2021-05-15,2.8731
2021-05-16,3.11252
2021-05-17,7.5818
2021-05-18,7.18276
2021-05-19,4.15003
2021-05-20,7.82122
2021-05-21,5.58659
2021-05-22,2.95291
2021-05-23,3.75099
2021-05-24,7.26256
2021-05-25,7.42218
2021-05-26,7.50199
2021-05-27,6.30486
2021-05-28,5.7462
2021-05-29,1.9154
2021-05-30,3.35195
2021-05-31,7.90103
2021-06-01,8.69912
2021-06-02,5.50678
2021-06-03,4.86831
2021-06-04,5.02793
2021-06-05,1.9154
2021-06-06,2.55387
2021-06-07,5.50678
2021-06-08,5.90582
2021-06-09,5.34716
2021-06-10,6.14525
2021-06-11,5.34716
2021-06-12,2.39425
2021-06-13,2.79329
2021-06-14,5.98563
2021-06-15,6.46448
2021-06-16,5.58659
2021-06-17,5.18754
2021-06-18,3.19233
2021-06-19,1.67597
2021-06-20,3.03272
2021-06-21,6.78371
2021-06-22,5.18754
2021-06-23,4.38946
2021-06-24,4.22984
2021-06-25,4.62889
2021-06-26,2.31444
2021-06-27,3.91061
2021-06-28,6.94333
2021-06-29,5.18754
2021-06-30,5.42697
2021-07-01,4.46927
2021-07-02,3.99042
2021-07-03,2.23463
2021-07-04,2.07501
2021-07-05,6.6241
2021-07-06,5.50678
2021-07-07,3.59138
2021-07-08,4.70869
2021-07-09,3.11252
2021-07-10,2.07501
2021-07-11,1.83559
2021-07-12,6.46448
2021-07-13,5.42697
2021-07-14,4.70869
2021-07-15,6.6241
2021-07-16,4.15003
2021-07-17,1.67597
2021-07-18,1.9154
2021-07-19,6.78371
2021-07-20,4.15003
2021-07-21,5.82601
2021-07-22,4.22984
2021-07-23,4.46927
2021-07-24,2.23463
2021-07-25,2.07501
2021-07-26,5.7462
2021-07-27,6.30486
2021-07-28,5.50678
2021-07-29,4.07023
2021-07-30,3.19233
2021-07-31,1.19712
2021-08-01,2.07501
2021-08-02,4.54908
2021-08-03,6.14525
2021-08-04,4.07023
2021-08-05,7.42218
2021-08-06,4.22984
2021-08-07,2.63367
2021-08-08,2.47406
2021-08-09,5.34716
2021-08-10,5.98563
2021-08-11,5.6664
2021-08-12,5.34716
2021-08-13,5.7462
2021-08-14,2.39425
2021-08-15,1.51636
2021-08-16,3.51157
2021-08-17,6.6241
2021-08-18,5.42697
2021-08-19,6.06544
2021-08-20,6.38467
2021-08-21,3.27214
2021-08-22,1.83559
2021-08-23,7.50199
2021-08-24,7.26256
2021-08-25,6.54429
2021-08-26,6.06544
2021-08-27,5.18754
2021-08-28,2.8731
2021-08-29,3.19233
2021-08-30,7.5818
2021-08-31,5.6664
2021-09-01,6.22505
2021-09-02,6.78371
2021-09-03,6.6241
2021-09-04,2.63367
2021-09-05,1.99521
2021-09-06,6.14525
2021-09-07,3.99042
2021-09-08,5.42697
2021-09-09,4.22984
2021-09-10,3.51157
2021-09-11,2.31444
2021-09-12,2.55387
2021-09-13,5.82601
2021-09-14,6.94333
2021-09-15,5.42697
2021-09-16,4.15003
2021-09-17,4.54908
2021-09-18,1.11731
2021-09-19,1.99521
2021-09-20,1.59616
2021-09-21,1.35674
2021-09-22,1.99521
2021-09-23,5.34716
2021-09-24,7.18276
2021-09-25,1.67597
2021-09-26,2.63367
2021-09-27,6.78371
2021-09-28,8.93854
2021-09-29,7.34237
2021-09-30,5.90582
2021-10-01,5.50678
2021-10-02,2.07501
2021-10-03,4.54908
2021-10-04,1.83559
2021-10-05,7.66161
2021-10-06,8.30007
2021-10-07,6.78371
2021-10-08,5.98563
2021-10-09,2.8731
2021-10-10,3.51157
2021-10-11,2.71348
2021-10-12,7.34237
2021-10-13,6.6241
2021-10-14,4.7885
2021-10-15,6.30486
2021-10-16,2.79329
2021-10-17,3.27214
2021-10-18,5.34716
2021-10-19,4.86831
2021-10-20,4.62889
2021-10-21,4.62889
2021-10-22,5.6664
2021-10-23,2.07501
2021-10-24,1.75578
2021-10-25,5.34716
2021-10-26,6.06544
2021-10-27,4.86831
2021-10-28,7.42218
2021-10-29,4.30965
2021-10-30,2.95291
2021-10-31,1.59616
2021-11-01,7.18276
2021-11-02,5.58659
2021-11-03,7.5818
2021-11-04,4.94812
2021-11-05,5.18754
2021-11-06,2.63367
2021-11-07,2.31444
2021-11-08,6.14525
2021-11-09,5.7462
2021-11-10,5.6664
2021-11-11,6.14525
2021-11-12,3.8308
2021-11-13,1.51636
2021-11-14,2.15482
2021-11-15,5.26735
2021-11-16,5.26735
2021-11-17,3.99042
2021-11-18,4.54908
2021-11-19,5.18754
2021-11-20,1.75578
2021-11-21,1.75578
2021-11-22,5.82601
2021-11-23,4.07023
2021-11-24,4.86831
2021-11-25,4.07023
2021-11-26,4.07023
2021-11-27,1.59616
2021-11-28,1.59616
2021-11-29,6.22505
2021-11-30,5.50678
2021-12-01,4.62889
2021-12-02,5.82601
2021-12-03,4.38946
2021-12-04,1.9154
2021-12-05,2.95291
2021-12-06,6.46448
2021-12-07,5.7462
2021-12-08,6.78371
2021-12-09,4.86831
2021-12-10,3.67118
2021-12-11,2.79329
2021-12-12,3.91061
2021-12-13,7.42218
2021-12-14,4.94812
2021-12-15,4.94812
2021-12-16,6.6241
2021-12-17,4.22984
2021-12-18,1.11731
2021-12-19,2.23463
2021-12-20,8.14046
2021-12-21,7.18276
2021-12-22,5.50678
2021-12-23,3.51157
2021-12-24,3.43176
2021-12-25,2.31444
2021-12-26,1.9154
2021-12-27,4.62889
2021-12-28,4.70869
2021-12-29,7.5818
2021-12-30,7.18276
2021-12-31,5.18754
2022-01-01,2.39425
2022-01-02,3.19233
2022-01-03,6.06544
2022-01-04,6.70391
2022-01-05,6.70391
2022-01-06,5.50678
2022-01-07,3.59138
2022-01-08,2.55387
2022-01-09,1.9154
2022-01-10,7.98084
2022-01-11,5.98563
2022-01-12,5.34716
2022-01-13,5.7462
2022-01-14,4.7885
2022-01-15,3.99042
2022-01-16,3.75099
2022-01-17,5.98563
2022-01-18,6.94333
2022-01-19,5.6664
2022-01-20,5.26735
2022-01-21,4.46927
2022-01-22,3.99042
2022-01-23,3.43176
2022-01-24,7.5818
2022-01-25,8.30007
2022-01-26,5.98563
2022-01-27,5.90582
2022-01-28,3.75099
2022-01-29,2.95291
2022-01-30,1.51636
2022-01-31,0.9577
2022-02-01,1.19712
2022-02-02,1.83559
2022-02-03,6.14525
2022-02-04,5.82601
2022-02-05,2.39425
2022-02-06,1.83559
2022-02-07,5.7462
2022-02-08,5.50678
2022-02-09,5.50678
2022-02-10,5.58659
2022-02-11,5.10774
2022-02-12,3.03272
2022-02-13,3.11252
2022-02-14,6.06544
2022-02-15,6.86352
2022-02-16,5.98563
2022-02-17,4.7885
2022-02-18,4.54908
2022-02-19,2.71348
2022-02-20,3.59138
2022-02-21,10.29529
2022-02-22,15.64245
2022-02-23,17.55786
2022-02-24,14.60494
2022-02-25,18.9146
2022-02-26,16.52035
2022-02-27,18.43575
2022-02-28,22.90502
2022-03-01,16.67996
2022-03-02,15.08379
2022-03-03,5.82601
2022-03-04,5.7462
2022-03-05,2.55387
2022-03-06,2.71348
2022-03-07,6.78371
2022-03-08,5.98563
2022-03-09,1.43655
2022-03-10,5.98563
2022-03-11,5.6664
2022-03-12,2.55387
2022-03-13,3.19233
2022-03-14,7.34237
2022-03-15,6.14525
2022-03-16,5.18754
2022-03-17,5.98563
2022-03-18,3.19233
2022-03-19,2.71348
2022-03-20,1.75578
2022-03-21,5.42697
2022-03-22,6.46448
2022-03-23,7.18276
2022-03-24,4.15003
2022-03-25,4.38946
2022-03-26,1.43655
2022-03-27,3.59138
2022-03-28,7.18276
2022-03-29,6.86352
2022-03-30,4.70869
2022-03-31,6.22505
2022-04-01,4.94812
2022-04-02,1.43655
2022-04-03,9.09816
2022-04-04,8.93854
2022-04-05,7.50199
2022-04-06,8.14046
2022-04-07,6.54429
2022-04-08,6.78371
2022-04-09,3.35195
2022-04-10,3.43176
2022-04-11,7.26256
2022-04-12,6.86352
2022-04-13,5.50678
2022-04-14,6.06544
2022-04-15,7.10295
2022-04-16,3.67118
2022-04-17,3.91061
2022-04-18,7.26256
2022-04-19,7.42218
2022-04-20,7.90103
2022-04-21,6.06544
2022-04-22,5.82601
2022-04-23,2.71348
2022-04-24,2.31444
2022-04-25,6.6241
2022-04-26,7.42218
2022-04-27,7.50199
2022-04-28,5.6664
2022-04-29,5.50678
2022-04-30,2.31444
2022-05-01,2.79329
2022-05-02,8.61931
2022-05-03,6.6241
2022-05-04,5.6664
2022-05-05,3.11252
2022-05-06,7.10295
2022-05-07,3.35195
2022-05-08,3.43176
2022-05-09,8.22027
2022-05-10,8.45969
2022-05-11,7.98084
2022-05-12,7.5818
2022-05-13,4.7885
2022-05-14,2.63367
2022-05-15,2.71348
2022-05-16,8.69912
2022-05-17,6.22505
2022-05-18,5.7462
2022-05-19,5.42697
2022-05-20,4.62889
2022-05-21,1.9154
2022-05-22,2.55387
2022-05-23,7.18276
2022-05-24,6.86352
2022-05-25,6.30486
2022-05-26,5.34716
2022-05-27,4.62889
2022-05-28,1.99521
2022-05-29,3.75099
2022-05-30,5.98563
2022-05-31,6.14525
2022-06-01,2.71348
2022-06-02,6.38467
2022-06-03,3.99042
2022-06-04,1.59616
2022-06-05,1.43655
2022-06-06,2.8731
2022-06-07,6.54429
2022-06-08,6.54429
2022-06-09,6.54429
2022-06-10,5.34716
2022-06-11,2.71348
2022-06-12,3.03272
2022-06-13,7.26256
2022-06-14,8.5395
2022-06-15,7.82122
2022-06-16,9.17797
2022-06-17,4.38946
2022-06-18,2.79329
2022-06-19,3.35195
2022-06-20,6.54429
2022-06-21,4.22984
2022-06-22,6.30486
2022-06-23,5.6664
2022-06-24,6.22505
2022-06-25,2.63367
2022-06-26,2.15482
2022-06-27,6.14525
2022-06-28,5.6664
2022-06-29,6.14525
2022-06-30,5.26735
2022-07-01,4.15003
2022-07-02,2.8731
2022-07-03,2.23463
2022-07-04,6.22505
2022-07-05,6.94333
2022-07-06,5.10774
2022-07-07,5.98563
2022-07-08,3.51157
2022-07-09,2.39425
2022-07-10,1.75578
2022-07-11,8.06065
2022-07-12,4.62889
2022-07-13,4.94812
2022-07-14,4.46927
2022-07-15,4.62889
2022-07-16,1.19712
2022-07-17,2.07501
2022-07-18,5.42697
2022-07-19,3.59138
2022-07-20,4.94812
2022-07-21,3.91061
2022-07-22,2.95291
2022-07-23,0.87789
2022-07-24,1.19712
2022-07-25,4.30965
2022-07-26,4.70869
2022-07-27,3.43176
2022-07-28,4.7885
2022-07-29,1.99521
2022-07-30,0.71827
2022-07-31,1.67597
2022-08-01,5.02793
2022-08-02,5.7462
2022-08-03,4.46927
2022-08-04,3.67118
2022-08-05,5.26735
2022-08-06,1.9154
2022-08-07,2.07501
2022-08-08,5.50678
2022-08-09,3.19233
2022-08-10,3.8308
2022-08-11,4.46927
2022-08-12,4.70869
2022-08-13,1.75578
2022-08-14,1.99521
2022-08-15,1.9154
2022-08-16,4.54908
2022-08-17,4.30965
2022-08-18,3.59138
2022-08-19,4.46927
2022-08-20,1.67597
2022-08-21,1.59616
2022-08-22,5.7462
2022-08-23,5.98563
2022-08-24,4.38946
2022-08-25,5.26735
2022-08-26,5.42697
2022-08-27,1.43655
2022-08-28,1.11731
2022-08-29,4.62889
2022-08-30,3.67118
2022-08-31,5.10774
2022-09-01,3.67118
2022-09-02,3.35195
2022-09-03,2.8731
2022-09-04,1.11731
2022-09-05,5.10774
2022-09-06,4.94812
2022-09-07,5.10774
2022-09-08,3.19233
2022-09-09,0.63846
2022-09-10,1.11731
2022-09-11,2.23463
2022-09-12,1.19712
2022-09-13,5.90582
2022-09-14,5.98563
2022-09-15,6.86352
2022-09-16,5.42697
2022-09-17,2.15482
2022-09-18,2.31444
2022-09-19,6.86352
2022-09-20,7.34237
2022-09-21,5.82601
2022-09-22,6.46448
2022-09-23,4.54908
2022-09-24,1.99521
2022-09-25,1.59616
2022-09-26,6.94333
2022-09-27,7.5818
2022-09-28,7.26256
2022-09-29,6.86352
2022-09-30,4.70869
2022-10-01,1.51636
2022-10-02,1.51636
2022-10-03,2.31444
2022-10-04,5.7462
2022-10-05,7.42218
2022-10-06,5.50678
2022-10-07,4.94812
2022-10-08,2.07501
2022-10-09,1.99521
2022-10-10,2.55387
2022-10-11,9.89624
2022-10-12,7.42218
2022-10-13,8.45969
2022-10-14,6.94333
2022-10-15,2.95291
2022-10-16,2.79329
2022-10-17,7.02314
2022-10-18,5.98563
2022-10-19,7.42218
2022-10-20,7.50199
2022-10-21,7.74142
2022-10-22,2.47406
2022-10-23,3.19233
2022-10-24,6.22505
2022-10-25,7.02314
2022-10-26,8.77893
2022-10-27,5.10774
2022-10-28,5.18754
2022-10-29,2.15482
2022-10-30,1.99521
2022-10-31,5.10774
2022-11-01,7.5818
2022-11-02,6.94333
2022-11-03,6.94333
2022-11-04,6.70391
2022-11-05,2.95291
2022-11-06,2.8731
2022-11-07,8.93854
2022-11-08,7.26256
2022-11-09,7.82122
2022-11-10,6.30486
2022-11-11,5.6664
2022-11-12,2.31444
2022-11-13,1.67597
2022-11-14,7.26256
2022-11-15,6.06544
2022-11-16,5.7462
2022-11-17,7.18276
2022-11-18,4.46927
2022-11-19,1.99521
2022-11-20,1.51636
2022-11-21,7.02314
2022-11-22,8.22027
2022-11-23,6.86352
2022-11-24,7.02314
2022-11-25,5.42697
2022-11-26,3.03272
2022-11-27,2.63367
2022-11-28,7.10295
2022-11-29,5.7462
2022-11-30,7.26256
2022-12-01,6.86352
2022-12-02,4.46927
2022-12-03,1.75578
2022-12-04,2.23463
2022-12-05,6.78371
2022-12-06,6.30486
2022-12-07,5.10774
2022-12-08,6.46448
2022-12-09,4.86831
2022-12-10,1.75578
2022-12-11,2.31444
2022-12-12,7.18276
2022-12-13,6.38467
2022-12-14,4.38946
2022-12-15,5.26735
2022-12-16,5.82601
2022-12-17,2.39425
2022-12-18,2.79329
2022-12-19,10.21548
2022-12-20,8.14046
2022-12-21,6.38467
2022-12-22,5.58659
2022-12-23,5.7462
2022-12-24,3.67118
2022-12-25,1.99521
2022-12-26,7.98084
2022-12-27,7.42218
2022-12-28,8.06065
2022-12-29,7.26256
2022-12-30,5.34716
2022-12-31,2.95291
2023-01-01,2.15482
2023-01-02,7.66161
2023-01-03,8.93854
2023-01-04,8.5395
2023-01-05,8.45969
2023-01-06,5.82601
2023-01-07,2.23463
2023-01-08,3.19233
2023-01-09,6.70391
2023-01-10,7.18276
2023-01-11,8.61931
2023-01-12,6.54429
2023-01-13,5.82601
2023-01-14,3.51157
2023-01-15,2.39425
2023-01-16,6.54429
2023-01-17,5.02793
2023-01-18,5.26735
2023-01-19,6.06544
2023-01-20,3.67118
2023-01-21,1.75578
2023-01-22,1.0375
2023-01-23,1.67597
2023-01-24,2.8731
2023-01-25,5.58659
2023-01-26,5.82601
2023-01-27,5.90582
2023-01-28,2.55387
2023-01-29,3.43176
2023-01-30,8.30007
2023-01-31,6.06544
2023-02-01,6.6241
2023-02-02,5.26735
2023-02-03,5.10774
2023-02-04,3.27214
2023-02-05,1.67597
2023-02-06,6.94333
2023-02-07,6.78371
2023-02-08,7.10295
2023-02-09,6.46448
2023-02-10,5.18754
2023-02-11,1.75578
2023-02-12,3.51157
2023-02-13,6.06544
2023-02-14,5.90582
2023-02-15,6.38467
2023-02-16,5.82601
2023-02-17,4.62889
2023-02-18,2.95291
2023-02-19,2.55387
2023-02-20,6.06544
2023-02-21,5.10774
2023-02-22,5.26735
2023-02-23,6.6241
2023-02-24,5.02793
2023-02-25,2.95291
2023-02-26,1.27693
2023-02-27,6.14525
2023-02-28,4.62889
2023-03-01,3.03272
2023-03-02,7.5818
2023-03-03,4.15003
2023-03-04,2.95291
2023-03-05,2.55387
2023-03-06,7.50199
2023-03-07,6.22505
2023-03-08,6.86352
2023-03-09,5.50678
2023-03-10,4.62889
2023-03-11,2.31444
2023-03-12,2.23463
2023-03-13,6.38467
2023-03-14,7.66161
2023-03-15,7.82122
2023-03-16,7.74142
2023-03-17,4.38946
2023-03-18,1.83559
2023-03-19,2.31444
2023-03-20,8.22027
2023-03-21,6.70391
2023-03-22,5.6664
2023-03-23,6.14525
2023-03-24,4.94812
2023-03-25,1.9154
2023-03-26,1.83559
2023-03-27,7.66161
2023-03-28,6.86352
2023-03-29,6.06544
2023-03-30,5.90582
2023-03-31,5.7462
2023-04-01,1.43655
2023-04-02,3.35195
2023-04-03,6.30486
2023-04-04,6.06544
2023-04-05,6.38467
2023-04-06,5.26735
2023-04-07,4.94812
2023-04-08,2.55387
2023-04-09,1.99521
2023-04-10,6.54429
2023-04-11,6.06544
2023-04-12,5.26735
2023-04-13,6.30486
2023-04-14,4.46927
2023-04-15,2.8731
2023-04-16,3.43176
2023-04-17,5.50678
2023-04-18,5.90582
2023-04-19,5.50678
2023-04-20,5.50678
2023-04-21,5.50678
2023-04-22,3.27214
2023-04-23,2.47406
2023-04-24,7.98084
2023-04-25,7.34237
2023-04-26,9.25778
2023-04-27,9.25778
2023-04-28,6.30486
2023-04-29,2.55387
2023-04-30,1.43655
2023-05-01,2.71348
2023-05-02,5.98563
2023-05-03,5.50678
2023-05-04,5.02793
2023-05-05,3.27214
2023-05-06,2.71348
2023-05-07,3.11252
2023-05-08,5.98563
2023-05-09,6.94333
2023-05-10,7.10295
2023-05-11,7.18276
2023-05-12,6.38467
2023-05-13,2.23463
2023-05-14,2.23463
2023-05-15,8.5395
2023-05-16,8.06065
2023-05-17,7.26256
2023-05-18,5.26735
2023-05-19,5.90582
2023-05-20,1.43655
2023-05-21,2.47406
2023-05-22,6.46448
2023-05-23,6.86352
2023-05-24,8.14046
2023-05-25,6.06544
2023-05-26,5.42697
2023-05-27,1.75578
