date,배당금높은주식
2023-05-30,17.92147
2023-05-31,17.22863
2023-06-01,15.15011
2023-06-02,14.38029
2023-06-03,9.05311
2023-06-04,9.23787
2023-06-05,13.65665
2023-06-06,10.30023
2023-06-07,12.42494
2023-06-08,16.08929
2023-06-09,16.78214
2023-06-10,11.47036
2023-06-11,11.96304
2023-06-12,15.44264
2023-06-13,16.41262
2023-06-14,15.05773
2023-06-15,14.3341
2023-06-16,14.16474
2023-06-17,9.37644
2023-06-18,9.66897
2023-06-19,12.84064
2023-06-20,13.4411
2023-06-21,13.39491
2023-06-22,13.97998
2023-06-23,12.77906
2023-06-24,8.32948
2023-06-25,8.2525
2023-06-26,12.37875
2023-06-27,14.7806
2023-06-28,14.24172
2023-06-29,15.16551
2023-06-30,14.27251
2023-07-01,11.19322
2023-07-02,14.94996
2023-07-03,17.64434
2023-07-04,17.49037
2023-07-05,17.01308
2023-07-06,14.7806
2023-07-07,14.68822
2023-07-08,9.25327
2023-07-09,9.1147
2023-07-10,13.31793
2023-07-11,14.54965
2023-07-12,15.6428
2023-07-13,15.45804
2023-07-14,15.35026
2023-07-15,11.301
2023-07-16,14.21093
2023-07-17,19.29176
2023-07-18,18.07544
2023-07-19,16.88991
2023-07-20,16.32024
2023-07-21,14.50346
2023-07-22,9.88452
2023-07-23,9.73056
2023-07-24,14.3187
2023-07-25,15.16551
2023-07-26,22.27867
2023-07-27,18.6759
2023-07-28,17.13625
2023-07-29,9.9615
2023-07-30,9.05311
2023-07-31,14.7652
2023-08-01,16.12009
2023-08-02,17.50577
2023-08-03,15.16551
2023-08-04,15.71978
2023-08-05,10.46959
2023-08-06,9.57659
2023-08-07,14.47267
2023-08-08,16.04311
2023-08-09,16.67436
2023-08-10,18.04464
2023-08-11,16.5204
2023-08-12,10.4234
2023-08-13,12.31716
2023-08-14,16.25866
2023-08-15,16.96689
2023-08-16,20.56966
2023-08-17,17.44418
2023-08-18,14.81139
2023-08-19,10.17705
2023-08-20,9.80754
2023-08-21,15.24249
2023-08-22,15.82755
2023-08-23,14.51886
2023-08-24,15.6428
2023-08-25,14.34949
2023-08-26,9.5458
2023-08-27,9.05311
2023-08-28,16.08929
2023-08-29,15.91993
2023-08-30,15.6274
2023-08-31,15.25789
2023-09-01,14.10315
2023-09-02,10.31562
2023-09-03,9.20708
2023-09-04,13.24095
2023-09-05,15.70438
2023-09-06,14.10315
2023-09-07,12.67128
2023-09-08,12.62509
2023-09-09,7.88298
2023-09-10,8.97613
2023-09-11,13.4565
2023-09-12,12.91762
2023-09-13,13.67205
2023-09-14,16.98229
2023-09-15,17.7829
2023-09-16,11.03926
2023-09-17,8.83756
2023-09-18,13.74903
2023-09-19,13.48729
2023-09-20,14.02617
2023-09-21,12.1478
2023-09-22,11.56274
2023-09-23,7.17474
2023-09-24,7.28252
2023-09-25,10.96227
2023-09-26,12.44033
2023-09-27,9.76135
2023-09-28,5.6351
2023-09-29,5.37336
2023-09-30,5.97382
2023-10-01,5.97382
2023-10-02,7.71362
2023-10-03,7.3595
2023-10-04,11.65511
2023-10-05,11.51655
2023-10-06,12.36335
2023-10-07,6.4819
2023-10-08,6.57428
2023-10-09,9.59199
2023-10-10,12.51732
2023-10-11,14.01077
2023-10-12,13.19476
2023-10-13,11.53194
2023-10-14,7.49807
2023-10-15,7.7906
2023-10-16,11.57813
2023-10-17,13.94919
2023-10-18,15.82755
2023-10-19,13.07159
2023-10-20,12.25558
2023-10-21,6.54349
2023-10-22,7.29792
2023-10-23,10.63895
2023-10-24,11.39337
2023-10-25,12.00923
2023-10-26,13.31793
2023-10-27,11.17782
2023-10-28,7.19014
2023-10-29,6.60508
2023-10-30,11.25481
2023-10-31,11.99384
2023-11-01,11.65511
2023-11-02,11.85527
2023-11-03,13.4565
2023-11-04,9.89992
2023-11-05,9.28406
2023-11-06,15.58121
2023-11-07,15.78137
2023-11-08,17.04387
2023-11-09,14.56505
2023-11-10,14.7806
2023-11-11,7.72902
2023-11-12,6.83602
2023-11-13,13.33333
2023-11-14,16.64357
2023-11-15,20.27713
2023-11-16,19.75365
2023-11-17,16.68976
2023-11-18,8.83756
2023-11-19,9.88452
2023-11-20,20.75442
2023-11-21,22.38645
2023-11-22,18.2294
2023-11-23,18.99923
2023-11-24,16.62817
2023-11-25,10.3926
2023-11-26,9.94611
2023-11-27,17.45958
2023-11-28,17.92147
2023-11-29,19.44572
2023-11-30,53.4719
2023-12-01,29.40723
2023-12-02,14.18013
2023-12-03,15.35026
2023-12-04,21.43187
2023-12-05,25.83525
2023-12-06,28.05234
2023-12-07,23.74133
2023-12-08,22.78675
2023-12-09,14.08775
2023-12-10,14.58044
2023-12-11,22.81755
2023-12-12,26.18937
2023-12-13,22.90993
2023-12-14,24.41878
2023-12-15,28.49884
2023-12-16,20.81601
2023-12-17,16.81293
2023-12-18,28.88375
2023-12-19,33.14857
2023-12-20,38.6605
2023-12-21,38.10623
2023-12-22,37.21324
2023-12-23,19.23017
2023-12-24,17.02848
2023-12-25,23.0023
2023-12-26,59.01462
2023-12-27,32.76366
2023-12-28,22.49422
2023-12-29,14.39568
2023-12-30,9.17628
2023-12-31,8.17551
2024-01-01,10.31562
2024-01-02,14.54965
2024-01-03,14.98075
2024-01-04,12.64049
2024-01-05,13.51809
2024-01-06,8.60662
2024-01-07,11.62432
2024-01-08,14.19553
2024-01-09,15.16551
2024-01-10,16.505
2024-01-11,15.05773
2024-01-12,13.4565
2024-01-13,9.63818
2024-01-14,9.48421
2024-01-15,13.0254
2024-01-16,14.11855
2024-01-17,13.36412
2024-01-18,14.34949
2024-01-19,12.68668
2024-01-20,9.88452
2024-01-21,9.06851
2024-01-22,12.11701
2024-01-23,11.94765
2024-01-24,13.82602
2024-01-25,16.99769
2024-01-26,18.47575
2024-01-27,11.57813
2024-01-28,11.36258
2024-01-29,15.33487
2024-01-30,17.84449
2024-01-31,16.10469
2024-02-01,18.87605
2024-02-02,20.04618
2024-02-03,13.48729
2024-02-04,13.96458
2024-02-05,20.50808
2024-02-06,20.78521
2024-02-07,22.03233
2024-02-08,21.2933
2024-02-09,15.87374
2024-02-10,13.85681
2024-02-11,13.41031
2024-02-12,18.2448
2024-02-13,25.204
2024-02-14,23.17167
2024-02-15,22.87913
2024-02-16,22.81755
2024-02-17,14.98075
2024-02-18,16.42802
2024-02-19,23.67975
2024-02-20,26.57428
2024-02-21,27.95996
2024-02-22,26.0816
2024-02-23,25.29638
2024-02-24,16.9515
2024-02-25,19.33795
2024-02-26,24.44957
2024-02-27,24.38799
2024-02-28,22.12471
2024-02-29,19.24557
2024-03-01,13.81062
2024-03-02,12.27097
2024-03-03,13.84141
2024-03-04,20.04618
2024-03-05,21.47806
2024-03-06,18.73749
2024-03-07,19.13779
2024-03-08,18.41416
2024-03-09,14.34949
2024-03-10,15.85835
2024-03-11,19.84603
2024-03-12,24.04926
2024-03-13,22.50962
2024-03-14,23.64896
2024-03-15,20.46189
2024-03-16,12.47113
2024-03-17,13.48729
2024-03-18,18.35257
2024-03-19,19.13779
2024-03-20,21.30869
