date,부동산조각투자
2022-07-09,2.02156
2022-07-10,3.90835
2022-07-11,5.66037
2022-07-12,5.5256
2022-07-13,6.60377
2022-07-14,6.469
2022-07-15,4.44743
2022-07-16,2.96495
2022-07-17,1.48247
2022-07-18,4.85175
2022-07-19,6.469
2022-07-20,6.87331
2022-07-21,7.54716
2022-07-22,35.1752
2022-07-23,21.56334
2022-07-24,9.56873
2022-07-25,11.45552
2022-07-26,8.89487
2022-07-27,8.08625
2022-07-28,9.7035
2022-07-29,7.27762
2022-07-30,6.60377
2022-07-31,8.49056
2022-08-01,10.78167
2022-08-02,22.50673
2022-08-03,11.05121
2022-08-04,12.80323
2022-08-05,9.02964
2022-08-06,47.57412
2022-08-07,10.10781
2022-08-08,10.6469
2022-08-09,8.49056
2022-08-10,6.73854
2022-08-11,12.53369
2022-08-12,8.08625
2022-08-13,42.18328
2022-08-14,17.92452
2022-08-15,17.25067
2022-08-16,18.19407
2022-08-17,9.97304
2022-08-18,13.74663
2022-08-19,8.62533
2022-08-20,4.98652
2022-08-21,6.06469
2022-08-22,9.83827
2022-08-23,7.95148
2022-08-24,9.7035
2022-08-25,8.22102
2022-08-26,4.98652
2022-08-27,1.61725
2022-08-28,2.96495
2022-08-29,5.39083
2022-08-30,5.79514
2022-08-31,4.58221
2022-09-01,5.39083
2022-09-02,2.96495
2022-09-03,1.61725
2022-09-04,1.61725
2022-09-05,7.95148
2022-09-06,7.00808
2022-09-07,5.12129
2022-09-08,3.09973
2022-09-09,2.42587
2022-09-10,0.67385
2022-09-11,2.96495
2022-09-12,2.02156
2022-09-13,4.98652
2022-09-14,6.33423
2022-09-15,4.71698
2022-09-16,4.31266
2022-09-17,3.50404
2022-09-18,3.09973
2022-09-19,4.98652
2022-09-20,4.31266
2022-09-21,7.14285
2022-09-22,8.08625
2022-09-23,12.26415
2022-09-24,38.67924
2022-09-25,5.5256
2022-09-26,8.35579
2022-09-27,8.22102
2022-09-28,5.5256
2022-09-29,6.19946
2022-09-30,4.58221
2022-10-01,3.09973
2022-10-02,3.2345
2022-10-03,3.2345
2022-10-04,7.27762
2022-10-05,6.06469
2022-10-06,6.87331
2022-10-07,4.17789
2022-10-08,4.71698
2022-10-09,2.56064
2022-10-10,2.56064
2022-10-11,4.71698
2022-10-12,2.42587
2022-10-13,13.8814
2022-10-14,42.18328
2022-10-15,6.19946
2022-10-16,5.79514
2022-10-17,6.06469
2022-10-18,7.68194
2022-10-19,6.60377
2022-10-20,6.469
2022-10-21,4.58221
2022-10-22,2.02156
2022-10-23,3.36927
2022-10-24,6.06469
2022-10-25,8.22102
2022-10-26,6.19946
2022-10-27,2.96495
2022-10-28,3.77358
2022-10-29,2.96495
2022-10-30,2.02156
2022-10-31,4.98652
2022-11-01,6.60377
2022-11-02,4.85175
2022-11-03,5.39083
2022-11-04,3.90835
2022-11-05,2.15633
2022-11-06,1.88679
2022-11-07,5.92991
2022-11-08,17.78975
2022-11-09,4.31266
2022-11-10,6.19946
2022-11-11,5.66037
2022-11-12,1.61725
2022-11-13,2.56064
2022-11-14,4.98652
2022-11-15,4.71698
2022-11-16,5.25606
2022-11-17,7.41239
2022-11-18,6.19946
2022-11-19,4.17789
2022-11-20,3.50404
2022-11-21,5.25606
2022-11-22,4.58221
2022-11-23,4.85175
2022-11-24,5.92991
2022-11-25,4.98652
2022-11-26,4.17789
2022-11-27,4.31266
2022-11-28,4.85175
2022-11-29,6.06469
2022-11-30,9.56873
2022-12-01,8.49056
2022-12-02,5.12129
2022-12-03,2.96495
2022-12-04,3.63881
2022-12-05,5.92991
2022-12-06,4.17789
2022-12-07,7.14285
2022-12-08,6.19946
2022-12-09,3.90835
2022-12-10,3.2345
2022-12-11,4.98652
2022-12-12,4.85175
2022-12-13,6.06469
2022-12-14,4.17789
2022-12-15,3.77358
2022-12-16,4.98652
2022-12-17,1.07816
2022-12-18,2.02156
2022-12-19,5.12129
2022-12-20,4.71698
2022-12-21,5.79514
2022-12-22,5.92991
2022-12-23,3.09973
2022-12-24,2.83018
2022-12-25,1.3477
2022-12-26,4.85175
2022-12-27,5.25606
2022-12-28,3.09973
2022-12-29,5.79514
2022-12-30,1.21293
2022-12-31,0.67385
2023-01-01,1.3477
2023-01-02,4.17789
2023-01-03,4.85175
2023-01-04,3.50404
2023-01-05,4.58221
2023-01-06,4.44743
2023-01-07,13.74663
2023-01-08,2.83018
2023-01-09,7.14285
2023-01-10,4.44743
2023-01-11,4.44743
2023-01-12,3.77358
2023-01-13,4.04312
2023-01-14,1.88679
2023-01-15,2.2911
2023-01-16,4.71698
2023-01-17,4.31266
2023-01-18,4.98652
2023-01-19,6.19946
2023-01-20,5.39083
2023-01-21,2.96495
2023-01-22,2.02156
2023-01-23,1.88679
2023-01-24,3.63881
2023-01-25,7.41239
2023-01-26,6.19946
2023-01-27,6.60377
2023-01-28,4.31266
2023-01-29,3.77358
2023-01-30,3.90835
2023-01-31,4.31266
2023-02-01,9.97304
2023-02-02,8.7601
2023-02-03,7.41239
2023-02-04,4.58221
2023-02-05,12.26415
2023-02-06,17.52021
2023-02-07,10.51212
2023-02-08,9.43396
2023-02-09,5.79514
2023-02-10,9.02964
2023-02-11,4.71698
2023-02-12,3.63881
2023-02-13,7.41239
2023-02-14,4.85175
2023-02-15,8.49056
2023-02-16,5.25606
2023-02-17,11.72506
2023-02-18,5.12129
2023-02-19,2.69541
2023-02-20,8.7601
2023-02-21,10.78167
2023-02-22,6.60377
2023-02-23,5.5256
2023-02-24,5.66037
2023-02-25,2.56064
2023-02-26,3.77358
2023-02-27,7.54716
2023-02-28,4.58221
2023-03-01,6.73854
2023-03-02,4.58221
2023-03-03,4.31266
2023-03-04,4.31266
2023-03-05,2.56064
2023-03-06,7.14285
2023-03-07,5.66037
2023-03-08,5.39083
2023-03-09,4.58221
2023-03-10,4.85175
2023-03-11,2.42587
2023-03-12,2.42587
2023-03-13,5.39083
2023-03-14,5.66037
2023-03-15,5.12129
2023-03-16,5.66037
2023-03-17,4.31266
2023-03-18,2.15633
2023-03-19,1.88679
2023-03-20,5.66037
2023-03-21,3.90835
2023-03-22,4.71698
2023-03-23,7.14285
2023-03-24,5.25606
2023-03-25,3.09973
2023-03-26,1.48247
2023-03-27,3.90835
2023-03-28,8.08625
2023-03-29,5.66037
2023-03-30,4.85175
2023-03-31,4.04312
2023-04-01,2.69541
2023-04-02,2.42587
2023-04-03,5.12129
2023-04-04,3.90835
2023-04-05,5.5256
2023-04-06,7.41239
2023-04-07,3.63881
2023-04-08,2.42587
2023-04-09,2.42587
2023-04-10,4.85175
2023-04-11,6.33423
2023-04-12,2.69541
2023-04-13,5.92991
2023-04-14,4.98652
2023-04-15,2.83018
2023-04-16,1.61725
2023-04-17,6.06469
2023-04-18,7.00808
2023-04-19,6.87331
2023-04-20,6.60377
2023-04-21,6.06469
2023-04-22,3.36927
2023-04-23,6.19946
2023-04-24,10.24258
2023-04-25,10.78167
2023-04-26,33.82749
2023-04-27,14.28571
2023-04-28,7.68194
2023-04-29,5.79514
2023-04-30,2.83018
2023-05-01,5.39083
2023-05-02,5.5256
2023-05-03,4.58221
2023-05-04,4.44743
2023-05-05,2.56064
2023-05-06,2.83018
2023-05-07,2.96495
2023-05-08,4.98652
2023-05-09,4.31266
2023-05-10,4.31266
2023-05-11,6.60377
2023-05-12,5.39083
2023-05-13,3.50404
2023-05-14,4.71698
2023-05-15,6.87331
2023-05-16,7.14285
2023-05-17,5.25606
2023-05-18,5.66037
2023-05-19,3.77358
2023-05-20,2.69541
2023-05-21,3.2345
2023-05-22,2.83018
2023-05-23,6.19946
2023-05-24,5.12129
2023-05-25,5.79514
2023-05-26,5.79514
2023-05-27,1.07816
2023-05-28,2.96495
2023-05-29,2.2911
2023-05-30,5.39083
2023-05-31,6.19946
2023-06-01,6.06469
2023-06-02,4.04312
2023-06-03,2.42587
2023-06-04,2.83018
2023-06-05,2.96495
2023-06-06,2.96495
2023-06-07,7.95148
2023-06-08,6.33423
2023-06-09,3.90835
2023-06-10,2.15633
2023-06-11,1.88679
2023-06-12,5.5256
2023-06-13,3.2345
2023-06-14,4.17789
2023-06-15,8.08625
2023-06-16,8.49056
2023-06-17,2.56064
2023-06-18,2.02156
2023-06-19,6.33423
2023-06-20,8.62533
2023-06-21,5.12129
2023-06-22,8.22102
2023-06-23,6.19946
2023-06-24,1.07816
2023-06-25,2.15633
2023-06-26,3.63881
2023-06-27,11.85983
2023-06-28,6.33423
2023-06-29,4.17789
2023-06-30,3.2345
2023-07-01,1.3477
2023-07-02,3.50404
2023-07-03,4.44743
2023-07-04,4.85175
2023-07-05,6.19946
2023-07-06,4.98652
2023-07-07,3.2345
2023-07-08,1.61725
2023-07-09,3.09973
2023-07-10,4.04312
2023-07-11,5.66037
2023-07-12,4.31266
2023-07-13,5.39083
2023-07-14,3.63881
2023-07-15,3.36927
2023-07-16,1.61725
2023-07-17,4.31266
2023-07-18,7.41239
2023-07-19,5.25606
2023-07-20,4.98652
2023-07-21,9.29919
2023-07-22,1.07816
2023-07-23,1.75202
2023-07-24,21.02425
2023-07-25,17.52021
2023-07-26,11.05121
2023-07-27,14.82479
2023-07-28,10.10781
2023-07-29,3.77358
2023-07-30,3.36927
2023-07-31,5.12129
2023-08-01,7.27762
2023-08-02,6.33423
2023-08-03,5.12129
2023-08-04,3.63881
2023-08-05,1.61725
2023-08-06,4.04312
2023-08-07,6.469
2023-08-08,4.31266
2023-08-09,4.31266
2023-08-10,4.71698
2023-08-11,9.56873
2023-08-12,4.04312
2023-08-13,2.83018
2023-08-14,6.469
2023-08-15,2.2911
2023-08-16,5.92991
2023-08-17,5.92991
2023-08-18,3.77358
2023-08-19,3.36927
2023-08-20,4.85175
2023-08-21,5.25606
2023-08-22,5.5256
2023-08-23,4.44743
2023-08-24,6.06469
2023-08-25,5.25606
2023-08-26,2.83018
2023-08-27,4.17789
2023-08-28,6.60377
2023-08-29,5.92991
2023-08-30,7.68194
2023-08-31,4.58221
2023-09-01,5.12129
2023-09-02,2.02156
2023-09-03,2.96495
2023-09-04,4.58221
2023-09-05,4.85175
2023-09-06,5.66037
2023-09-07,6.469
2023-09-08,4.04312
2023-09-09,2.2911
2023-09-10,3.09973
2023-09-11,4.44743
2023-09-12,5.12129
2023-09-13,3.77358
2023-09-14,3.50404
2023-09-15,4.44743
2023-09-16,2.69541
2023-09-17,2.42587
2023-09-18,2.69541
2023-09-19,4.71698
2023-09-20,4.71698
2023-09-21,4.04312
2023-09-22,2.15633
2023-09-23,2.56064
2023-09-24,2.42587
2023-09-25,4.98652
2023-09-26,5.25606
2023-09-27,4.71698
2023-09-28,3.50404
2023-09-29,1.48247
2023-09-30,2.96495
2023-10-01,1.3477
2023-10-02,2.83018
2023-10-03,2.42587
2023-10-04,6.19946
2023-10-05,6.19946
2023-10-06,7.41239
2023-10-07,4.71698
2023-10-08,2.69541
2023-10-09,2.2911
2023-10-10,5.25606
2023-10-11,8.22102
2023-10-12,6.33423
2023-10-13,6.87331
2023-10-14,5.25606
2023-10-15,5.25606
2023-10-16,16.98113
2023-10-17,14.01617
2023-10-18,10.10781
2023-10-19,18.59838
2023-10-20,12.53369
2023-10-21,6.33423
2023-10-22,8.22102
2023-10-23,9.83827
2023-10-24,7.95148
2023-10-25,41.37466
2023-10-26,21.56334
2023-10-27,21.15902
2023-10-28,9.43396
2023-10-29,9.16442
2023-10-30,16.57681
2023-10-31,22.77628
2023-11-01,16.71159
2023-11-02,15.09433
2023-11-03,24.5283
2023-11-04,7.27762
2023-11-05,15.49865
2023-11-06,19.00269
2023-11-07,12.938
2023-11-08,12.80323
2023-11-09,17.25067
2023-11-10,12.39892
2023-11-11,8.62533
2023-11-12,11.05121
2023-11-13,12.53369
2023-11-14,17.1159
2023-11-15,19.00269
2023-11-16,11.59029
2023-11-17,3.63881
2023-11-18,3.50404
2023-11-19,2.96495
2023-11-20,4.98652
2023-11-21,5.25606
2023-11-22,5.92991
2023-11-23,6.33423
2023-11-24,5.25606
2023-11-25,3.50404
2023-11-26,4.04312
2023-11-27,4.85175
2023-11-28,4.31266
2023-11-29,5.79514
2023-11-30,5.39083
2023-12-01,4.85175
2023-12-02,2.2911
2023-12-03,1.61725
2023-12-04,5.79514
2023-12-05,6.469
2023-12-06,5.5256
2023-12-07,5.39083
2023-12-08,4.31266
2023-12-09,1.75202
2023-12-10,3.63881
2023-12-11,4.85175
2023-12-12,4.17789
2023-12-13,8.7601
2023-12-14,17.52021
2023-12-15,6.469
2023-12-16,2.96495
2023-12-17,4.31266
2023-12-18,3.90835
2023-12-19,5.12129
2023-12-20,3.63881
2023-12-21,5.92991
2023-12-22,3.77358
2023-12-23,3.90835
2023-12-24,3.50404
2023-12-25,2.83018
2023-12-26,4.85175
2023-12-27,6.06469
2023-12-28,5.66037
2023-12-29,4.71698
2023-12-30,2.96495
2023-12-31,2.83018
2024-01-01,4.58221
2024-01-02,6.06469
2024-01-03,5.25606
2024-01-04,6.06469
2024-01-05,5.5256
2024-01-06,3.09973
2024-01-07,2.96495
2024-01-08,2.83018
2024-01-09,5.66037
2024-01-10,6.06469
2024-01-11,3.36927
2024-01-12,6.33423
2024-01-13,3.90835
2024-01-14,3.50404
2024-01-15,4.17789
2024-01-16,6.87331
2024-01-17,3.63881
2024-01-18,3.63881
2024-01-19,3.09973
2024-01-20,4.85175
2024-01-21,6.33423
2024-01-22,5.12129
2024-01-23,4.71698
2024-01-24,5.12129
2024-01-25,5.12129
2024-01-26,4.85175
2024-01-27,2.69541
2024-01-28,3.36927
2024-01-29,4.85175
2024-01-30,5.5256
2024-01-31,6.06469
2024-02-01,8.62533
2024-02-02,5.39083
2024-02-03,1.3477
2024-02-04,2.83018
2024-02-05,4.04312
2024-02-06,4.71698
2024-02-07,4.44743
2024-02-08,3.63881
2024-02-09,1.48247
2024-02-10,1.61725
2024-02-11,3.2345
2024-02-12,3.63881
2024-02-13,4.44743
2024-02-14,6.33423
2024-02-15,5.12129
2024-02-16,4.85175
2024-02-17,3.90835
2024-02-18,1.88679
2024-02-19,5.5256
2024-02-20,16.57681
2024-02-21,7.95148
2024-02-22,7.81671
2024-02-23,13.20754
2024-02-24,4.17789
2024-02-25,6.33423
2024-02-26,9.56873
2024-02-27,5.79514
2024-02-28,6.19946
2024-02-29,2.96495
2024-03-01,2.83018
2024-03-02,4.17789
2024-03-03,3.2345
2024-03-04,6.19946
2024-03-05,4.71698
2024-03-06,6.87331
2024-03-07,6.19946
2024-03-08,3.90835
2024-03-09,3.50404
2024-03-10,2.2911
2024-03-11,6.19946
2024-03-12,5.5256
2024-03-13,3.09973
2024-03-14,4.17789
2024-03-15,3.90835
2024-03-16,2.56064
2024-03-17,4.17789
2024-03-18,4.17789
2024-03-19,5.5256
2024-03-20,3.90835
