date,오늘상장주
2021-02-18,1.41223
2021-02-19,0.47074
2021-02-22,0.73974
2021-02-23,1.47948
2021-02-24,8.40618
2021-02-25,12.57565
2021-02-26,7.86819
2021-02-27,0.33624
2021-03-02,2.68997
2021-03-03,1.54673
2021-03-04,2.01748
2021-03-05,1.41223
2021-03-08,0.47074
2021-03-09,10.55817
2021-03-10,3.49697
2021-03-11,23.26832
2021-03-12,5.5817
2021-03-15,3.96772
2021-03-16,19.7041
2021-03-17,12.71015
2021-03-18,15.73638
2021-03-19,3.83322
2021-03-22,2.89172
2021-03-23,14.66039
2021-03-24,22.32683
2021-03-25,6.05245
2021-03-26,2.28648
2021-03-29,3.29522
2021-03-30,1.61398
2021-03-31,2.62273
2021-04-01,11.29791
2021-04-02,0.53799
2021-04-05,0.80699
2021-04-06,0.40349
2021-04-07,0.73974
2021-04-08,1.07599
2021-04-09,1.14324
2021-04-12,0.60524
2021-04-13,1.27774
2021-04-14,1.54673
2021-04-15,1.95023
2021-04-16,1.27774
2021-04-19,1.34498
2021-04-20,3.49697
2021-04-21,23.47007
2021-04-22,5.7162
2021-04-23,0.73974
2021-04-26,0.80699
2021-04-27,0.73974
2021-04-28,21.72158
2021-04-29,4.23671
2021-04-30,0.47074
2021-05-03,5.7162
2021-05-04,0.73974
2021-05-06,1.14324
2021-05-07,0.94149
2021-05-10,13.71889
2021-05-11,100.0
2021-05-12,3.63147
2021-05-13,2.75722
2021-05-14,13.58439
2021-05-15,0.47074
2021-05-17,20.44384
2021-05-18,3.16072
2021-05-19,0.33624
2021-05-20,13.24815
2021-05-21,10.55817
2021-05-24,4.64021
2021-05-25,3.83322
2021-05-26,6.72494
2021-05-27,3.56422
2021-05-28,3.16072
2021-05-31,1.07599
2021-06-01,0.53799
2021-06-02,1.41223
2021-06-03,10.82716
2021-06-04,1.41223
2021-06-07,0.80699
2021-06-09,1.07599
2021-06-10,2.62273
2021-06-11,20.51109
2021-06-14,2.28648
2021-06-15,1.41223
2021-06-16,2.28648
2021-06-17,14.52589
2021-06-18,9.95292
2021-06-19,0.33624
2021-06-21,2.35373
2021-06-22,0.87424
2021-06-23,1.34498
2021-06-24,1.00874
2021-06-25,6.72494
2021-06-26,0.33624
2021-06-28,2.21923
2021-06-29,1.07599
2021-06-30,0.60524
2021-07-01,0.80699
2021-07-02,0.33624
2021-07-09,0.53799
2021-07-13,1.74848
2021-07-14,1.34498
2021-07-15,1.00874
2021-07-16,6.45595
2021-07-19,1.21049
2021-07-20,2.62273
2021-07-21,0.60524
2021-07-22,2.75722
2021-07-23,0.33624
2021-07-26,0.87424
2021-07-27,10.75991
2021-07-28,10.55817
2021-07-29,4.84196
2021-07-30,3.69872
2021-08-02,4.16946
2021-08-03,4.43846
2021-08-04,3.29522
2021-08-05,10.15467
2021-08-06,17.01412
2021-08-07,0.60524
2021-08-08,0.40349
2021-08-09,35.03698
2021-08-10,18.62811
2021-08-11,13.24815
2021-08-12,13.24815
2021-08-13,13.3154
2021-08-16,0.53799
2021-08-17,16.00537
2021-08-18,6.92669
2021-08-19,13.98789
2021-08-20,11.09616
2021-08-21,0.33624
2021-08-23,4.03496
2021-08-24,3.83322
2021-08-25,7.86819
2021-08-26,1.88298
2021-08-27,3.56422
2021-08-30,2.28648
2021-08-31,1.74848
2021-09-01,14.12239
2021-09-02,1.81573
2021-09-03,2.28648
2021-09-06,1.81573
2021-09-07,1.34498
2021-09-08,4.64021
2021-09-09,1.54673
2021-09-10,8.54068
2021-09-13,2.48823
2021-09-14,2.89172
2021-09-15,2.48823
2021-09-16,3.36247
2021-09-17,3.22797
2021-09-23,1.95023
2021-09-24,0.40349
2021-09-27,4.77471
2021-09-28,3.63147
2021-09-29,6.2542
2021-09-30,1.41223
2021-10-01,1.00874
2021-10-05,2.08473
2021-10-06,0.47074
2021-10-07,4.84196
2021-10-08,4.70746
2021-10-12,1.00874
2021-10-13,1.54673
2021-10-14,0.33624
2021-10-15,0.53799
2021-10-18,1.14324
2021-10-19,0.80699
2021-10-20,1.47948
2021-10-21,6.79219
2021-10-22,2.68997
2021-10-25,1.81573
2021-10-26,0.73974
2021-10-27,1.34498
2021-10-28,3.49697
2021-10-29,22.25958
2021-11-01,31.47276
2021-11-02,5.91795
2021-11-03,6.59045
2021-11-04,1.74848
2021-11-05,1.61398
2021-11-08,12.7774
2021-11-09,4.37121
2021-11-10,29.79152
2021-11-11,8.06993
2021-11-12,3.29522
2021-11-15,5.11096
2021-11-16,5.51445
2021-11-17,16.07262
2021-11-18,14.59314
2021-11-19,3.09347
2021-11-21,0.33624
2021-11-22,21.58708
2021-11-23,19.1661
2021-11-24,7.12844
2021-11-25,2.55548
2021-11-26,2.28648
2021-11-29,3.09347
2021-11-30,0.73974
2021-12-01,1.00874
2021-12-02,3.02622
2021-12-03,6.6577
2021-12-06,2.28648
2021-12-07,1.81573
2021-12-08,1.61398
2021-12-09,6.5232
2021-12-10,8.87693
2021-12-13,1.41223
2021-12-14,1.07599
2021-12-15,1.88298
2021-12-16,3.42972
2021-12-17,2.55548
2021-12-20,1.14324
2021-12-21,1.41223
2021-12-22,4.23671
2021-12-24,0.47074
2021-12-27,0.47074
2021-12-29,0.53799
2021-12-30,3.76597
2022-01-03,0.87424
2022-01-04,0.40349
2022-01-05,1.34498
2022-01-07,0.53799
2022-01-10,1.61398
2022-01-11,1.14324
2022-01-12,1.34498
2022-01-13,1.41223
2022-01-14,1.74848
2022-01-17,2.62273
2022-01-18,8.47343
2022-01-19,4.16946
2022-01-20,23.40282
2022-01-21,8.20443
2022-01-23,0.33624
2022-01-24,41.69468
2022-01-25,6.6577
2022-01-26,7.39744
2022-01-27,43.98117
2022-01-28,2.42098
2022-02-01,0.33624
2022-02-02,0.47074
2022-02-03,18.62811
2022-02-04,58.17081
2022-02-05,0.73974
2022-02-07,23.40282
2022-02-08,17.21587
2022-02-09,4.57296
2022-02-10,2.42098
2022-02-11,1.74848
2022-02-12,0.40349
2022-02-14,3.09347
2022-02-15,4.77471
2022-02-16,6.59045
2022-02-17,2.62273
2022-02-18,2.21923
2022-02-21,10.08742
2022-02-22,1.88298
2022-02-23,6.1197
2022-02-24,3.02622
2022-02-25,2.89172
2022-02-28,13.44989
2022-03-02,11.36516
2022-03-03,23.87357
2022-03-04,2.48823
2022-03-07,3.63147
2022-03-08,0.53799
2022-03-10,1.27774
2022-03-11,0.94149
2022-03-14,2.15198
2022-03-15,1.74848
2022-03-16,1.14324
2022-03-17,3.63147
2022-03-18,29.92602
2022-03-19,0.47074
2022-03-21,2.75722
2022-03-22,1.61398
2022-03-23,5.91795
2022-03-24,14.79488
2022-03-25,1.41223
2022-03-28,0.40349
2022-03-29,0.40349
2022-03-30,0.87424
2022-03-31,2.21923
2022-04-01,3.16072
2022-04-04,0.80699
2022-04-06,0.87424
2022-04-07,1.00874
2022-04-08,0.80699
2022-04-11,0.33624
2022-04-12,0.40349
2022-04-13,0.53799
2022-04-19,1.00874
2022-04-20,0.33624
2022-04-21,0.80699
2022-04-26,0.40349
2022-04-27,1.54673
2022-04-28,6.3887
2022-04-29,0.94149
2022-05-04,0.33624
2022-05-13,0.73974
2022-05-16,1.47948
2022-05-17,0.40349
2022-05-18,0.33624
2022-05-20,2.95897
2022-05-26,0.53799
2022-05-31,1.34498
2022-06-03,0.67249
2022-06-07,0.33624
2022-06-09,0.53799
2022-06-14,0.33624
2022-06-15,0.53799
2022-06-16,0.60524
2022-06-17,3.96772
2022-06-20,3.02622
2022-06-21,0.47074
2022-06-22,0.40349
2022-06-23,3.49697
2022-06-24,6.59045
2022-06-27,0.94149
2022-06-28,3.29522
2022-06-29,1.47948
2022-06-30,6.99394
2022-07-01,16.87962
2022-07-04,1.54673
2022-07-05,0.67249
2022-07-06,2.68997
2022-07-07,12.2394
2022-07-08,0.94149
2022-07-11,1.68123
2022-07-12,1.34498
2022-07-13,1.47948
2022-07-14,10.28917
2022-07-15,30.12777
2022-07-18,3.76597
2022-07-19,3.42972
2022-07-20,2.82447
2022-07-21,7.33019
2022-07-22,5.51445
2022-07-25,3.90047
2022-07-26,2.42098
2022-07-27,7.33019
2022-07-28,42.09818
2022-07-29,10.75991
2022-08-01,10.89441
2022-08-02,2.42098
2022-08-03,2.75722
2022-08-04,27.97579
2022-08-05,1.81573
2022-08-06,0.33624
2022-08-08,2.42098
2022-08-09,16.27437
2022-08-10,3.63147
2022-08-11,1.81573
2022-08-12,1.14324
2022-08-16,1.68123
2022-08-17,0.80699
2022-08-18,1.34498
2022-08-19,0.80699
2022-08-22,19.4351
2022-08-23,1.54673
2022-08-24,1.27774
2022-08-25,0.47074
2022-08-26,1.81573
2022-08-29,0.47074
2022-08-31,1.34498
2022-09-01,0.40349
2022-09-07,0.47074
2022-09-13,0.47074
2022-09-14,0.33624
2022-09-15,0.33624
2022-09-19,0.33624
2022-09-22,0.67249
2022-09-26,2.15198
2022-09-27,0.33624
2022-09-28,0.60524
2022-09-29,5.51445
2022-09-30,8.00268
2022-10-04,1.21049
2022-10-05,1.61398
2022-10-06,1.07599
2022-10-07,17.48486
2022-10-11,1.88298
2022-10-12,0.87424
2022-10-13,1.68123
2022-10-14,9.41492
2022-10-17,14.99663
2022-10-18,8.94418
2022-10-19,6.72494
2022-10-20,5.4472
2022-10-21,5.24546
2022-10-24,1.27774
2022-10-25,1.21049
2022-10-26,3.49697
2022-10-27,2.82447
2022-10-28,4.43846
2022-10-31,1.61398
2022-11-01,1.14324
2022-11-02,4.97646
2022-11-03,1.88298
2022-11-04,12.97915
2022-11-07,1.34498
2022-11-08,0.60524
2022-11-09,0.60524
2022-11-10,1.14324
2022-11-11,6.45595
2022-11-14,6.32145
2022-11-15,0.87424
2022-11-16,0.94149
2022-11-17,13.0464
2022-11-18,4.77471
2022-11-21,0.73974
2022-11-22,2.75722
2022-11-23,1.41223
2022-11-24,3.76597
2022-11-25,0.67249
2022-11-28,1.61398
2022-11-30,0.33624
2022-12-01,0.67249
2022-12-05,0.73974
2022-12-06,4.43846
2022-12-07,1.34498
2022-12-08,1.34498
2022-12-09,0.33624
2022-12-12,1.00874
2022-12-13,0.73974
2022-12-14,0.40349
2022-12-21,0.47074
2022-12-22,2.68997
2022-12-23,1.41223
2023-01-03,0.40349
2023-01-19,1.81573
2023-01-20,0.40349
2023-01-27,0.67249
2023-01-30,2.35373
2023-01-31,0.60524
2023-02-01,0.33624
2023-02-02,0.60524
2023-02-03,2.95897
2023-02-06,0.87424
2023-02-07,3.69872
2023-02-08,1.61398
2023-02-09,3.76597
2023-02-10,2.28648
2023-02-14,3.90047
2023-02-15,3.16072
2023-02-16,11.49966
2023-02-17,3.09347
2023-02-20,10.49092
2023-02-21,3.02622
2023-02-22,0.73974
2023-02-23,0.80699
2023-02-24,4.97646
2023-02-27,1.74848
2023-02-28,4.37121
2023-03-02,14.86213
2023-03-03,12.44115
2023-03-04,0.40349
2023-03-06,2.08473
2023-03-07,9.01143
2023-03-09,4.03496
2023-03-10,0.53799
2023-03-13,4.77471
2023-03-14,0.53799
2023-03-15,1.74848
2023-03-16,1.68123
2023-03-17,2.89172
2023-03-20,1.00874
2023-03-21,0.67249
2023-03-22,0.87424
2023-03-24,0.40349
2023-03-27,1.27774
2023-03-28,0.67249
2023-03-29,4.37121
2023-03-30,4.57296
2023-03-31,1.61398
2023-04-03,0.40349
2023-04-04,0.60524
2023-04-05,0.67249
2023-04-06,1.14324
2023-04-07,0.94149
2023-04-10,1.81573
2023-04-14,0.33624
2023-04-17,0.87424
2023-04-19,0.47074
2023-04-20,1.34498
2023-04-24,0.60524
2023-04-25,1.54673
2023-04-26,9.54942
2023-04-27,4.50571
2023-04-28,2.89172
2023-05-02,0.47074
2023-05-03,1.21049
2023-05-04,7.33019
2023-05-08,0.67249
2023-05-10,0.53799
2023-05-11,0.47074
2023-05-12,0.33624
2023-05-15,1.74848
2023-05-16,1.74848
2023-05-17,9.75117
2023-05-18,1.95023
2023-05-19,13.11365
2023-05-21,0.33624
2023-05-22,1.81573
2023-05-23,3.29522
2023-05-24,9.34767
2023-05-25,2.01748
2023-05-26,0.87424
2023-05-30,1.27774
2023-05-31,1.41223
2023-06-01,8.27168
2023-06-02,5.51445
2023-06-05,1.27774
2023-06-07,2.55548
2023-06-08,9.14593
2023-06-09,2.48823
2023-06-12,1.34498
2023-06-13,2.01748
2023-06-14,2.01748
2023-06-15,7.06119
2023-06-16,13.0464
2023-06-19,2.08473
2023-06-20,3.02622
2023-06-21,1.88298
2023-06-22,2.35373
2023-06-23,2.48823
2023-06-26,10.49092
2023-06-27,4.37121
2023-06-28,9.68392
2023-06-29,47.20914
2023-06-30,47.41089
2023-07-01,0.73974
2023-07-02,0.40349
2023-07-03,8.67518
2023-07-04,4.23671
2023-07-05,8.13718
2023-07-06,32.078
2023-07-07,8.54068
2023-07-08,0.33624
2023-07-09,0.33624
2023-07-10,5.91795
2023-07-11,3.29522
2023-07-12,10.62542
2023-07-13,11.43241
2023-07-14,25.28581
2023-07-15,0.53799
2023-07-17,6.59045
2023-07-18,4.84196
2023-07-19,22.99932
2023-07-20,18.7626
2023-07-21,14.32414
2023-07-23,0.33624
2023-07-24,11.16341
2023-07-25,5.64895
2023-07-26,14.79488
2023-07-27,30.93476
2023-07-28,5.7162
2023-07-31,4.37121
2023-08-01,4.97646
2023-08-02,4.57296
2023-08-03,14.52589
2023-08-04,14.52589
2023-08-07,10.55817
2023-08-08,2.28648
2023-08-09,2.82447
2023-08-10,16.74512
2023-08-11,8.13718
2023-08-14,4.70746
2023-08-15,0.33624
2023-08-16,2.89172
2023-08-17,8.33893
2023-08-18,3.42972
2023-08-21,4.77471
2023-08-22,5.37995
2023-08-23,1.68123
2023-08-24,5.24546
2023-08-25,2.28648
2023-08-28,2.35373
2023-08-29,1.68123
2023-08-30,4.90921
2023-08-31,3.56422
2023-09-01,3.36247
2023-09-04,2.75722
2023-09-05,1.34498
2023-09-06,0.87424
2023-09-07,3.09347
2023-09-08,1.47948
2023-09-11,1.47948
2023-09-12,2.68997
2023-09-13,0.80699
2023-09-14,1.88298
2023-09-15,1.74848
2023-09-18,3.63147
2023-09-19,2.42098
2023-09-20,2.48823
2023-09-21,1.21049
2023-09-22,0.53799
2023-09-25,13.1809
2023-09-26,3.29522
2023-09-27,5.9852
2023-10-04,19.36785
2023-10-05,8.00268
2023-10-06,8.74243
2023-10-10,7.80094
2023-10-11,1.81573
2023-10-12,0.73974
2023-10-13,4.23671
2023-10-16,3.42972
2023-10-17,2.95897
2023-10-18,8.67518
2023-10-19,8.13718
2023-10-20,8.40618
2023-10-23,2.28648
2023-10-24,1.81573
2023-10-25,2.28648
2023-10-26,7.26294
2023-10-27,9.34767
2023-10-30,2.01748
2023-10-31,2.21923
2023-11-01,2.48823
2023-11-02,9.88567
2023-11-03,7.12844
2023-11-06,3.69872
2023-11-07,6.85944
2023-11-08,4.16946
2023-11-09,20.71284
2023-11-10,4.03496
2023-11-13,15.73638
2023-11-14,5.51445
2023-11-15,9.34767
2023-11-16,10.82716
2023-11-17,21.92333
2023-11-20,14.86213
2023-11-21,22.46133
2023-11-22,10.75991
2023-11-23,9.01143
2023-11-24,32.14525
2023-11-25,1.00874
2023-11-26,0.53799
2023-11-27,18.8971
2023-11-28,37.72696
2023-11-29,16.07262
2023-11-30,6.72494
2023-12-01,23.13382
2023-12-02,0.47074
2023-12-03,0.73974
2023-12-04,13.1809
2023-12-05,19.0316
2023-12-06,24.47881
2023-12-07,10.35642
2023-12-08,3.90047
2023-12-11,8.80968
2023-12-12,27.10154
2023-12-13,27.70679
2023-12-14,9.88567
2023-12-15,3.69872
2023-12-16,0.33624
2023-12-18,4.03496
2023-12-19,3.09347
2023-12-20,3.83322
2023-12-21,6.32145
2023-12-22,41.15669
2023-12-26,1.95023
2023-12-27,0.94149
2023-12-28,0.73974
2024-01-02,1.47948
2024-01-03,0.73974
2024-01-04,1.34498
2024-01-05,0.87424
2024-01-08,2.28648
2024-01-09,1.68123
2024-01-10,2.55548
2024-01-11,1.88298
2024-01-12,2.01748
2024-01-15,2.35373
2024-01-16,3.42972
2024-01-17,2.62273
2024-01-18,1.27774
2024-01-19,1.27774
2024-01-22,2.42098
2024-01-23,4.43846
2024-01-24,16.47612
2024-01-25,17.08137
2024-01-26,10.15467
2024-01-29,10.49092
2024-01-30,2.95897
2024-01-31,1.81573
2024-02-01,8.67518
2024-02-02,1.54673
2024-02-05,3.22797
2024-02-06,6.99394
2024-02-07,1.21049
2024-02-08,0.53799
2024-02-13,1.41223
2024-02-14,1.27774
2024-02-15,2.82447
2024-02-16,2.08473
2024-02-19,4.30396
2024-02-20,2.28648
2024-02-21,1.95023
2024-02-22,11.56691
2024-02-23,19.9731
2024-02-26,14.86213
2024-02-27,47.41089
2024-02-28,2.35373
2024-02-29,8.67518
2024-03-04,8.54068
2024-03-05,9.88567
2024-03-06,2.62273
2024-03-07,17.14862
2024-03-08,2.95897
2024-03-11,2.15198
2024-03-12,2.01748
2024-03-13,10.15467
2024-03-14,4.50571
2024-03-15,2.15198
2024-03-18,2.48823
2024-03-19,2.15198
2024-03-20,2.55548
