date,인덱스펀드뜻
2022-02-17,1.75438
2022-02-18,2.10526
2022-02-19,2.80701
2022-02-20,1.75438
2022-02-21,1.75438
2022-02-22,2.45614
2022-02-23,1.75438
2022-02-25,2.80701
2022-02-26,1.75438
2022-03-05,1.75438
2022-03-07,1.75438
2022-03-10,2.45614
2022-03-15,1.75438
2022-03-22,2.45614
2022-03-26,1.75438
2022-04-03,1.75438
2022-04-04,2.80701
2022-04-05,1.75438
2022-04-06,1.75438
2022-04-07,3.50877
2022-04-08,3.15789
2022-04-09,2.10526
2022-04-10,2.80701
2022-04-11,2.80701
2022-04-12,3.85964
2022-04-14,1.75438
2022-04-15,2.10526
2022-04-19,2.45614
2022-04-21,2.80701
2022-04-29,3.15789
2022-04-30,2.45614
2022-05-02,2.45614
2022-05-03,18.24561
2022-05-04,9.1228
2022-05-05,2.45614
2022-05-06,2.10526
2022-05-12,2.10526
2022-05-13,2.45614
2022-05-16,1.75438
2022-05-20,2.80701
2022-05-25,2.10526
2022-05-26,2.10526
2022-05-27,2.80701
2022-05-28,2.45614
2022-05-29,2.45614
2022-05-30,4.21052
2022-06-01,1.75438
2022-06-02,2.10526
2022-06-03,2.45614
2022-06-04,2.10526
2022-06-05,2.10526
2022-06-06,2.45614
2022-06-07,2.10526
2022-06-08,2.10526
2022-06-12,3.15789
2022-06-14,3.15789
2022-06-15,3.15789
2022-06-16,3.15789
2022-06-17,3.50877
2022-06-18,2.10526
2022-06-19,4.5614
2022-06-20,3.15789
2022-06-21,3.15789
2022-07-03,1.75438
2022-07-05,2.10526
2022-07-06,1.75438
2022-07-08,1.75438
2022-07-11,2.10526
2022-07-12,1.75438
2022-07-19,1.75438
2022-07-20,4.21052
2022-07-21,2.10526
2022-07-26,2.10526
2022-07-29,2.10526
2022-08-16,1.75438
2022-08-31,1.75438
2022-09-01,2.10526
2022-09-07,4.21052
2022-09-13,1.75438
2022-09-16,3.50877
2022-09-17,2.10526
2022-09-19,2.10526
2022-09-20,1.75438
2022-09-22,1.75438
2022-09-28,2.45614
2022-09-29,1.75438
2022-10-03,1.75438
2022-10-04,1.75438
2022-10-06,2.80701
2022-10-11,2.80701
2022-10-14,1.75438
2022-10-17,1.75438
2022-10-21,2.45614
2022-10-25,2.45614
2022-10-27,3.85964
2022-10-28,2.10526
2022-11-03,2.10526
2022-11-14,2.10526
2022-11-15,2.10526
2022-11-17,2.80701
2022-11-20,2.80701
2022-11-22,1.75438
2022-11-24,2.10526
2022-12-20,1.75438
2023-01-07,1.75438
2023-01-13,1.75438
2023-01-25,1.75438
2023-01-29,1.75438
2023-02-03,2.10526
2023-02-04,1.75438
2023-02-07,1.75438
2023-02-08,1.75438
2023-02-09,1.75438
2023-02-11,2.10526
2023-02-14,2.45614
2023-02-20,1.75438
2023-02-21,1.75438
2023-02-22,2.45614
2023-02-24,2.45614
2023-02-25,2.45614
2023-03-04,1.75438
2023-03-05,1.75438
2023-03-06,1.75438
2023-03-23,1.75438
2023-03-24,2.10526
2023-03-26,2.10526
2023-03-28,2.45614
2023-03-29,1.75438
2023-04-02,3.85964
2023-04-04,1.75438
2023-04-05,2.10526
2023-04-06,4.5614
2023-04-07,2.10526
2023-04-08,5.26315
2023-04-09,3.15789
2023-04-10,2.45614
2023-04-11,4.21052
2023-04-12,6.31578
2023-04-13,4.91228
2023-04-14,3.85964
2023-04-15,4.91228
2023-04-16,3.50877
2023-04-17,2.10526
2023-04-18,5.96491
2023-04-19,4.91228
2023-04-20,5.26315
2023-04-21,4.21052
2023-04-22,2.45614
2023-04-23,3.85964
2023-04-24,3.50877
2023-04-25,2.80701
2023-04-26,4.5614
2023-04-27,7.36842
2023-04-28,5.61403
2023-04-29,3.50877
2023-04-30,3.85964
2023-05-01,3.85964
2023-05-02,6.31578
2023-05-03,2.10526
2023-05-04,1.75438
2023-05-05,2.80701
2023-05-06,3.15789
2023-05-07,2.10526
2023-05-08,2.45614
2023-05-10,2.80701
2023-05-11,4.5614
2023-05-12,2.80701
2023-05-13,2.45614
2023-05-14,3.15789
2023-05-15,2.45614
2023-05-16,2.80701
2023-05-17,2.80701
2023-05-18,3.50877
2023-05-20,1.75438
2023-05-21,2.45614
2023-05-22,2.45614
2023-05-23,2.45614
2023-05-24,2.10526
2023-05-25,4.21052
2023-05-26,4.21052
2023-05-27,1.75438
2023-05-28,3.85964
2023-05-29,4.21052
2023-05-30,4.21052
2023-05-31,2.45614
2023-06-01,2.10526
2023-06-02,4.91228
2023-06-03,2.80701
2023-06-04,2.45614
2023-06-05,3.15789
2023-06-06,2.45614
2023-06-07,1.75438
2023-06-09,3.85964
2023-06-10,3.85964
2023-06-11,3.15789
2023-06-12,3.15789
2023-06-13,3.85964
2023-06-14,4.5614
2023-06-15,3.15789
2023-06-16,7.01754
2023-06-17,4.5614
2023-06-18,2.80701
2023-06-20,2.45614
2023-06-21,3.50877
2023-06-22,3.50877
2023-06-23,3.50877
2023-06-24,2.80701
2023-06-25,3.85964
2023-06-26,4.91228
2023-06-27,3.50877
2023-06-28,4.91228
2023-06-29,2.10526
2023-06-30,2.10526
2023-07-01,1.75438
2023-07-02,1.75438
2023-07-04,2.80701
2023-07-06,2.10526
2023-07-07,4.21052
2023-07-08,2.45614
2023-07-09,1.75438
2023-07-11,1.75438
2023-07-12,3.50877
2023-07-14,2.10526
2023-07-15,2.10526
2023-07-16,1.75438
2023-07-17,1.75438
2023-07-18,3.50877
2023-07-19,2.10526
2023-07-20,1.75438
2023-07-21,1.75438
2023-07-22,3.85964
2023-07-23,1.75438
2023-07-24,1.75438
2023-07-25,1.75438
2023-07-26,3.85964
2023-07-27,1.75438
2023-07-28,2.10526
2023-07-29,3.15789
2023-07-30,3.15789
2023-07-31,2.45614
2023-08-01,2.10526
2023-08-02,2.80701
2023-08-03,3.15789
2023-08-04,2.10526
2023-08-05,2.45614
2023-08-06,3.50877
2023-08-07,3.15789
2023-08-08,2.80701
2023-08-09,2.45614
2023-08-10,3.85964
2023-08-11,2.80701
2023-08-12,3.15789
2023-08-13,2.10526
2023-08-16,1.75438
2023-08-17,3.85964
2023-08-18,3.85964
2023-08-19,1.75438
2023-08-20,3.85964
2023-08-21,6.66666
2023-08-22,3.15789
2023-08-23,3.50877
2023-08-24,4.5614
2023-08-25,4.5614
2023-08-26,2.80701
2023-08-27,2.45614
2023-08-28,2.10526
2023-08-29,2.45614
2023-08-30,5.26315
2023-08-31,3.50877
2023-09-01,5.61403
2023-09-02,1.75438
2023-09-03,2.80701
2023-09-04,4.91228
2023-09-05,2.80701
2023-09-06,1.75438
2023-09-07,1.75438
2023-09-08,2.10526
2023-09-12,2.10526
2023-09-13,3.50877
2023-09-14,2.80701
2023-09-16,4.21052
2023-09-17,3.15789
2023-09-19,2.45614
2023-09-20,2.80701
2023-09-21,6.31578
2023-09-22,2.45614
2023-09-24,2.10526
2023-09-25,5.96491
2023-09-26,4.21052
2023-09-27,1.75438
2023-10-04,2.80701
2023-10-05,4.21052
2023-10-06,3.50877
2023-10-07,4.21052
2023-10-08,2.10526
2023-10-09,2.45614
2023-10-10,3.15789
2023-10-11,2.10526
2023-10-12,2.80701
2023-10-13,4.21052
2023-10-14,3.50877
2023-10-17,4.91228
2023-10-18,2.45614
2023-10-19,4.21052
2023-10-20,2.45614
2023-10-21,2.45614
2023-10-23,7.01754
2023-10-24,3.15789
2023-10-25,6.66666
2023-10-26,3.50877
2023-10-27,5.26315
2023-10-28,1.75438
2023-10-30,4.21052
2023-10-31,1.75438
2023-11-01,4.91228
2023-11-02,7.01754
2023-11-03,1.75438
2023-11-04,3.85964
2023-11-05,2.80701
2023-11-06,4.91228
2023-11-07,3.85964
2023-11-08,2.80701
2023-11-09,5.26315
2023-11-10,5.61403
2023-11-11,1.75438
2023-11-12,3.15789
2023-11-13,4.21052
2023-11-14,3.15789
2023-11-15,3.50877
2023-11-17,2.10526
2023-11-18,3.50877
2023-11-19,2.45614
2023-11-20,4.5614
2023-11-21,6.66666
2023-11-22,6.31578
2023-11-23,4.5614
2023-11-24,1.75438
2023-11-25,3.85964
2023-11-27,3.15789
2023-11-28,4.21052
2023-11-29,4.91228
2023-11-30,4.21052
2023-12-01,2.10526
2023-12-02,2.80701
2023-12-03,3.85964
2023-12-04,3.15789
2023-12-05,5.26315
2023-12-06,7.36842
2023-12-07,3.15789
2023-12-08,4.21052
2023-12-09,4.21052
2023-12-10,5.26315
2023-12-11,3.50877
2023-12-12,4.91228
2023-12-13,2.80701
2023-12-14,6.31578
2023-12-15,5.61403
2023-12-16,2.10526
2023-12-17,1.75438
2023-12-18,1.75438
2023-12-19,3.15789
2023-12-20,3.15789
2023-12-21,4.91228
2023-12-22,3.15789
2023-12-23,1.75438
2023-12-25,3.15789
2023-12-26,2.45614
2023-12-27,2.80701
2023-12-28,4.21052
2023-12-29,2.80701
2023-12-31,3.15789
2024-01-01,3.50877
2024-01-02,5.96491
2024-01-03,11.22807
2024-01-04,9.47368
2024-01-05,10.52631
2024-01-06,6.31578
2024-01-07,4.21052
2024-01-08,4.5614
2024-01-09,8.07017
2024-01-10,11.92982
2024-01-11,100.0
2024-01-12,20.0
2024-01-13,8.07017
2024-01-14,9.47368
2024-01-15,16.49122
2024-01-16,9.82456
2024-01-17,6.31578
2024-01-18,8.07017
2024-01-19,12.63157
2024-01-20,6.31578
2024-01-21,7.01754
2024-01-22,11.22807
2024-01-23,9.1228
2024-01-24,10.17543
2024-01-25,8.77192
2024-01-26,11.92982
2024-01-27,9.47368
2024-01-28,7.71929
2024-01-29,13.68421
2024-01-30,14.38596
2024-01-31,27.71929
2024-02-01,19.64912
2024-02-02,18.24561
2024-02-03,15.43859
2024-02-04,18.94736
2024-02-05,27.01754
2024-02-06,20.70175
2024-02-07,18.24561
2024-02-08,8.42105
2024-02-09,12.63157
2024-02-10,11.57894
2024-02-11,13.33333
2024-02-12,14.03508
2024-02-13,27.36842
2024-02-14,22.10526
2024-02-15,27.71929
2024-02-16,20.0
2024-02-17,22.10526
2024-02-18,20.0
2024-02-19,26.31578
2024-02-20,23.15789
2024-02-21,30.52631
2024-02-22,24.5614
2024-02-23,24.21052
2024-02-24,18.24561
2024-02-25,29.1228
2024-02-26,33.68421
2024-02-27,28.42105
2024-02-28,32.98245
2024-02-29,29.47368
2024-03-01,26.31578
2024-03-02,22.80701
2024-03-03,22.80701
2024-03-04,21.75438
2024-03-05,30.17543
2024-03-06,24.21052
2024-03-07,31.92982
2024-03-08,28.77192
2024-03-09,19.29824
2024-03-10,17.19298
2024-03-11,37.54385
2024-03-12,38.24561
2024-03-13,36.14035
2024-03-14,33.68421
2024-03-15,25.61403
2024-03-16,22.10526
2024-03-17,16.8421
2024-03-18,22.10526
2024-03-19,25.96491
2024-03-20,31.22807
