date,바이비트수수료
2020-10-23,4.2394
2020-10-24,5.2369
2020-10-25,6.23441
2020-10-26,5.98503
2020-10-27,5.73566
2020-10-28,4.48877
2020-10-29,4.73815
2020-10-30,4.98753
2020-10-31,4.98753
2020-11-01,5.2369
2020-11-02,4.48877
2020-11-03,5.98503
2020-11-04,5.2369
2020-11-05,5.2369
2020-11-06,4.73815
2020-11-07,4.98753
2020-11-08,6.23441
2020-11-09,8.72817
2020-11-10,6.48379
2020-11-11,8.4788
2020-11-12,6.98254
2020-11-13,11.72069
2020-11-14,8.22942
2020-11-15,7.73067
2020-11-16,7.73067
2020-11-17,5.98503
2020-11-18,7.73067
2020-11-19,8.4788
2020-11-20,8.97755
2020-11-21,4.98753
2020-11-22,3.49127
2020-11-23,4.2394
2020-11-24,7.23192
2020-11-25,5.98503
2020-11-26,1.74563
2020-11-27,1.24688
2020-11-28,1.24688
2020-12-02,1.49625
2020-12-05,3.49127
2020-12-07,1.49625
2020-12-08,3.24189
2020-12-09,2.99251
2020-12-10,3.49127
2020-12-11,3.24189
2020-12-12,3.99002
2020-12-13,1.99501
2020-12-14,2.74314
2020-12-15,1.24688
2020-12-16,1.24688
2020-12-17,1.49625
2020-12-18,3.74064
2020-12-19,2.24438
2020-12-20,3.99002
2020-12-21,3.24189
2020-12-22,1.49625
2020-12-23,1.24688
2020-12-24,3.74064
2020-12-25,3.24189
2020-12-26,3.99002
2020-12-27,6.98254
2020-12-28,4.2394
2020-12-29,5.48628
2020-12-30,7.73067
2020-12-31,4.73815
2021-01-01,6.23441
2021-01-02,6.23441
2021-01-03,13.21695
2021-01-04,12.7182
2021-01-05,14.46384
2021-01-06,11.97007
2021-01-07,12.7182
2021-01-08,7.98004
2021-01-09,10.72319
2021-01-10,10.22443
2021-01-11,13.71571
2021-01-12,10.72319
2021-01-13,12.96758
2021-01-14,11.72069
2021-01-15,14.46384
2021-01-16,11.72069
2021-01-17,15.21197
2021-01-18,13.96508
2021-01-19,13.46633
2021-01-20,11.22194
2021-01-21,21.197
2021-01-22,28.6783
2021-01-23,44.88778
2021-01-24,39.90024
2021-01-25,43.39152
2021-01-26,45.63591
2021-01-27,57.60598
2021-01-28,54.36408
2021-01-29,38.15461
2021-01-30,34.91271
2021-01-31,52.1197
2021-02-01,49.87531
2021-02-02,41.3965
2021-02-03,50.37406
2021-02-04,36.90773
2021-02-05,38.65336
2021-02-06,38.90274
2021-02-07,40.89775
2021-02-08,32.66832
2021-02-09,38.90274
2021-02-10,47.63092
2021-02-11,42.39401
2021-02-12,45.13715
2021-02-13,46.63341
2021-02-14,44.13965
2021-02-15,48.37905
2021-02-16,37.90523
2021-02-17,45.13715
2021-02-18,53.36658
2021-02-19,60.84788
2021-02-20,78.05486
2021-02-21,55.11221
2021-02-22,56.3591
2021-02-23,68.32917
2021-02-24,53.36658
2021-02-25,55.61097
2021-02-26,45.38653
2021-02-27,51.37157
2021-02-28,55.61097
2021-03-01,62.09476
2021-03-02,59.10224
2021-03-03,43.14214
2021-03-04,45.63591
2021-03-05,44.88778
2021-03-06,53.1172
2021-03-07,62.34413
2021-03-08,54.36408
2021-03-09,57.10723
2021-03-10,73.06733
2021-03-11,67.33167
2021-03-12,56.10972
2021-03-13,56.60847
2021-03-14,79.55112
2021-03-15,63.84039
2021-03-16,52.61845
2021-03-17,47.63092
2021-03-18,68.32917
2021-03-19,64.33915
2021-03-20,70.82294
2021-03-21,67.83042
2021-03-22,56.60847
2021-03-23,48.12967
2021-03-24,48.8778
2021-03-25,54.11471
2021-03-26,55.11221
2021-03-27,56.10972
2021-03-28,54.86284
2021-03-29,50.87281
2021-03-30,45.88528
2021-03-31,48.8778
2021-04-01,44.38902
2021-04-02,56.3591
2021-04-03,61.09725
2021-04-04,41.14713
2021-04-05,45.88528
2021-04-06,42.14463
2021-04-07,44.13965
2021-04-08,47.63092
2021-04-09,45.88528
2021-04-10,34.41396
2021-04-11,42.64339
2021-04-12,43.64089
2021-04-13,49.62593
2021-04-14,53.86533
2021-04-15,55.61097
2021-04-16,48.37905
2021-04-17,49.37655
2021-04-18,49.87531
2021-04-19,50.87281
2021-04-20,53.86533
2021-04-21,63.34164
2021-04-22,69.82543
2021-04-23,78.30423
2021-04-24,72.56857
2021-04-25,84.53865
2021-04-26,65.33665
2021-04-27,77.05735
2021-04-28,71.82044
2021-04-29,68.57855
2021-04-30,59.10224
2021-05-01,66.58354
2021-05-02,69.0773
2021-05-03,65.08728
2021-05-04,60.84788
2021-05-05,62.34413
2021-05-06,68.57855
2021-05-07,48.12967
2021-05-08,57.3566
2021-05-09,65.83541
2021-05-10,67.58104
2021-05-11,61.34663
2021-05-12,64.08977
2021-05-13,47.63092
2021-05-14,47.63092
2021-05-15,55.86034
2021-05-16,64.8379
2021-05-17,65.58603
2021-05-18,58.60349
2021-05-19,61.09725
2021-05-20,60.34912
2021-05-21,62.34413
2021-05-22,48.62842
2021-05-23,67.83042
2021-05-24,63.09226
2021-05-25,65.58603
2021-05-26,75.56109
2021-05-27,59.85037
2021-05-28,74.81296
2021-05-29,84.78802
2021-05-30,97.50623
2021-05-31,100.0
2021-06-01,98.00498
2021-06-02,87.03241
2021-06-03,92.01995
2021-06-04,69.57605
2021-06-05,92.76807
2021-06-06,88.2793
2021-06-07,90.77306
2021-06-08,81.79551
2021-06-09,86.53366
2021-06-10,85.28678
2021-06-11,92.01995
2021-06-12,80.29925
2021-06-13,82.54364
2021-06-14,81.29675
2021-06-15,97.50623
2021-06-16,84.28927
2021-06-17,78.55361
2021-06-18,75.31172
2021-06-19,59.60099
2021-06-20,62.84289
2021-06-21,63.59102
2021-06-22,67.08229
2021-06-23,66.33416
2021-06-24,64.8379
2021-06-25,58.60349
2021-06-26,58.60349
2021-06-27,58.60349
2021-06-28,71.82044
2021-06-29,49.62593
2021-06-30,50.62344
2021-07-01,52.86783
2021-07-02,49.87531
2021-07-03,54.36408
2021-07-04,61.34663
2021-07-05,59.10224
2021-07-06,56.85785
2021-07-07,57.3566
2021-07-08,51.87032
2021-07-09,44.6384
2021-07-10,47.38154
2021-07-11,45.38653
2021-07-12,52.36907
2021-07-13,46.63341
2021-07-14,46.13466
2021-07-15,42.14463
2021-07-16,38.15461
2021-07-17,43.39152
2021-07-18,33.41645
2021-07-19,36.90773
2021-07-20,38.15461
2021-07-21,43.14214
2021-07-22,44.6384
2021-07-23,45.88528
2021-07-24,26.68329
2021-07-25,20.69825
2021-07-26,33.66583
2021-07-27,39.15211
2021-07-28,36.1596
2021-07-29,46.38403
2021-07-30,37.40648
2021-07-31,33.16708
2021-08-01,39.90024
2021-08-02,33.91521
2021-08-03,33.66583
2021-08-04,35.66084
2021-08-05,34.91271
2021-08-06,25.4364
2021-08-07,41.3965
2021-08-08,41.89526
2021-08-09,43.14214
2021-08-10,58.85286
2021-08-11,53.1172
2021-08-12,46.63341
2021-08-13,55.61097
2021-08-14,63.09226
2021-08-15,59.35162
2021-08-16,71.57107
2021-08-17,60.34912
2021-08-18,57.10723
2021-08-19,74.81296
2021-08-20,87.28179
2021-08-21,78.30423
2021-08-22,85.0374
2021-08-23,94.76309
2021-08-24,81.54613
2021-08-25,66.08478
2021-08-26,82.79301
2021-08-27,68.82793
2021-08-28,86.28428
2021-08-29,78.55361
2021-08-30,74.06483
2021-08-31,62.09476
2021-09-01,58.10473
2021-09-02,62.59351
2021-09-03,60.34912
2021-09-04,62.84289
2021-09-05,54.36408
2021-09-06,60.34912
2021-09-07,64.8379
2021-09-08,77.30673
2021-09-09,71.57107
2021-09-10,62.59351
2021-09-11,63.34164
2021-09-12,58.60349
2021-09-13,62.34413
2021-09-14,63.84039
2021-09-15,57.3566
2021-09-16,54.36408
2021-09-17,45.63591
2021-09-18,44.13965
2021-09-19,46.38403
2021-09-20,45.63591
2021-09-21,43.64089
2021-09-22,51.37157
2021-09-23,44.38902
2021-09-24,48.62842
2021-09-25,52.61845
2021-09-26,44.38902
2021-09-27,43.64089
2021-09-28,40.89775
2021-09-29,48.62842
2021-09-30,42.39401
2021-10-01,40.399
2021-10-02,32.66832
2021-10-03,40.399
2021-10-04,33.41645
2021-10-05,35.91022
2021-10-06,31.67082
2021-10-07,36.40897
2021-10-08,34.66334
2021-10-09,35.16209
2021-10-10,32.41895
2021-10-11,34.91271
2021-10-12,35.41147
2021-10-13,25.93516
2021-10-14,27.18204
2021-10-15,33.16708
2021-10-16,31.17206
2021-10-17,25.4364
2021-10-18,32.41895
2021-10-19,32.66832
2021-10-20,41.64588
2021-10-21,37.65586
2021-10-22,31.42144
2021-10-23,33.66583
2021-10-24,29.92518
2021-10-25,43.39152
2021-10-26,33.41645
2021-10-27,36.1596
2021-10-28,32.41895
2021-10-29,31.92019
2021-10-30,28.6783
2021-10-31,27.68079
2021-11-01,28.92768
2021-11-02,31.42144
2021-11-03,31.17206
2021-11-04,28.92768
2021-11-05,31.17206
2021-11-06,22.94264
2021-11-07,25.68578
2021-11-08,28.6783
2021-11-09,34.91271
2021-11-10,32.66832
2021-11-11,26.93266
2021-11-12,22.69326
2021-11-13,25.93516
2021-11-14,25.93516
2021-11-15,26.43391
2021-11-16,23.44139
2021-11-17,19.95012
2021-11-18,21.69576
2021-11-19,21.94513
2021-11-20,24.4389
2021-11-21,17.95511
2021-11-22,17.20698
2021-11-23,25.4364
2021-11-24,22.19451
2021-11-25,19.20199
2021-11-26,23.44139
2021-11-27,18.95261
2021-11-28,20.94763
2021-11-29,25.68578
2021-11-30,26.93266
2021-12-01,26.43391
2021-12-02,27.93017
2021-12-03,26.93266
2021-12-04,23.69077
2021-12-05,28.92768
2021-12-06,32.9177
2021-12-07,34.91271
2021-12-08,31.42144
2021-12-09,32.9177
2021-12-10,26.43391
2021-12-11,35.91022
2021-12-12,37.40648
2021-12-13,36.90773
2021-12-14,32.9177
2021-12-15,35.66084
2021-12-16,33.16708
2021-12-17,31.67082
2021-12-18,24.68827
2021-12-19,27.93017
2021-12-20,30.92269
2021-12-21,26.93266
2021-12-22,33.16708
2021-12-23,36.65835
2021-12-24,43.39152
2021-12-25,27.68079
2021-12-26,30.17456
2021-12-27,29.67581
2021-12-28,30.42394
2021-12-29,30.92269
2021-12-30,32.16957
2021-12-31,28.17955
2022-01-01,26.18453
2022-01-02,28.42892
2022-01-03,28.6783
2022-01-04,31.67082
2022-01-05,35.66084
2022-01-06,33.41645
2022-01-07,31.17206
2022-01-08,32.16957
2022-01-09,35.16209
2022-01-10,33.16708
2022-01-11,41.89526
2022-01-12,45.38653
2022-01-13,41.89526
2022-01-14,30.67331
2022-01-15,31.67082
2022-01-16,34.66334
2022-01-17,31.92019
2022-01-18,41.3965
2022-01-19,32.16957
2022-01-20,38.15461
2022-01-21,34.41396
2022-01-22,37.1571
2022-01-23,30.92269
2022-01-24,41.14713
2022-01-25,40.14962
2022-01-26,40.64837
2022-01-27,42.14463
2022-01-28,36.90773
2022-01-29,33.16708
2022-01-30,34.41396
2022-01-31,31.92019
2022-02-01,24.18952
2022-02-02,32.9177
2022-02-03,32.16957
2022-02-04,28.92768
2022-02-05,42.14463
2022-02-06,40.399
2022-02-07,29.92518
2022-02-08,39.65087
2022-02-09,41.64588
2022-02-10,38.40399
2022-02-11,33.41645
2022-02-12,40.64837
2022-02-13,36.40897
2022-02-14,33.91521
2022-02-15,31.42144
2022-02-16,34.91271
2022-02-17,31.42144
2022-02-18,42.39401
2022-02-19,35.91022
2022-02-20,33.66583
2022-02-21,32.16957
2022-02-22,39.90024
2022-02-23,39.15211
2022-02-24,44.38902
2022-02-25,39.65087
2022-02-26,32.9177
2022-02-27,30.67331
2022-02-28,31.17206
2022-03-01,40.399
2022-03-02,50.37406
2022-03-03,65.83541
2022-03-04,62.59351
2022-03-05,52.86783
2022-03-06,53.36658
2022-03-07,46.38403
2022-03-08,48.12967
2022-03-09,45.63591
2022-03-10,47.13216
2022-03-11,42.14463
2022-03-12,60.84788
2022-03-13,51.87032
2022-03-14,53.1172
2022-03-15,49.12718
2022-03-16,54.11471
2022-03-17,59.35162
2022-03-18,98.00498
2022-03-19,98.50374
2022-03-20,82.79301
2022-03-21,74.06483
2022-03-22,73.81546
2022-03-23,62.34413
2022-03-24,57.3566
2022-03-25,51.87032
2022-03-26,48.12967
2022-03-27,45.88528
2022-03-28,55.11221
2022-03-29,41.3965
2022-03-30,42.14463
2022-03-31,41.3965
2022-04-01,37.65586
2022-04-02,40.399
2022-04-03,35.41147
2022-04-04,39.65087
2022-04-05,39.40149
2022-04-06,38.65336
2022-04-07,43.39152
2022-04-08,44.88778
2022-04-09,44.13965
2022-04-10,29.42643
2022-04-11,42.14463
2022-04-12,39.40149
2022-04-13,39.40149
2022-04-14,39.40149
2022-04-15,37.90523
2022-04-16,39.40149
2022-04-17,28.17955
2022-04-18,35.91022
2022-04-19,32.16957
2022-04-20,30.67331
2022-04-21,31.42144
2022-04-22,25.93516
2022-04-23,35.41147
2022-04-24,28.6783
2022-04-25,28.42892
2022-04-26,31.17206
2022-04-27,29.92518
2022-04-28,34.66334
2022-04-29,31.42144
2022-04-30,29.42643
2022-05-01,28.92768
2022-05-02,30.17456
2022-05-03,29.42643
2022-05-04,31.67082
2022-05-05,26.18453
2022-05-06,29.17705
2022-05-07,29.42643
2022-05-08,29.92518
2022-05-09,32.16957
2022-05-10,30.92269
2022-05-11,31.67082
2022-05-12,39.15211
2022-05-13,30.42394
2022-05-14,24.68827
2022-05-15,29.92518
2022-05-16,30.42394
2022-05-17,29.17705
2022-05-18,32.16957
2022-05-19,31.17206
2022-05-20,24.68827
2022-05-21,28.42892
2022-05-22,23.19201
2022-05-23,20.44887
2022-05-24,25.93516
2022-05-25,25.93516
2022-05-26,23.44139
2022-05-27,21.69576
2022-05-28,22.44389
2022-05-29,27.68079
2022-05-30,20.69825
2022-05-31,21.197
2022-06-01,20.1995
2022-06-02,20.44887
2022-06-03,21.197
2022-06-04,18.20448
2022-06-05,14.21446
2022-06-06,12.96758
2022-06-07,18.45386
2022-06-08,23.69077
2022-06-09,19.45137
2022-06-10,19.70074
2022-06-11,14.96259
2022-06-12,15.71072
2022-06-13,26.43391
2022-06-14,27.43142
2022-06-15,33.41645
2022-06-16,33.91521
2022-06-17,29.42643
2022-06-18,19.20199
2022-06-19,20.69825
2022-06-20,20.44887
2022-06-21,24.4389
2022-06-22,22.19451
2022-06-23,26.18453
2022-06-24,19.20199
2022-06-25,20.94763
2022-06-26,17.45635
2022-06-27,22.69326
2022-06-28,24.68827
2022-06-29,23.19201
2022-06-30,22.44389
2022-07-01,23.19201
2022-07-02,17.20698
2022-07-03,15.71072
2022-07-04,22.19451
2022-07-05,18.70324
2022-07-06,24.4389
2022-07-07,21.44638
2022-07-08,18.70324
2022-07-09,18.95261
2022-07-10,18.95261
2022-07-11,20.94763
2022-07-12,22.44389
2022-07-13,18.70324
2022-07-14,24.4389
2022-07-15,18.45386
2022-07-16,20.1995
2022-07-17,13.46633
2022-07-18,23.94014
2022-07-19,25.4364
2022-07-20,22.69326
2022-07-21,25.93516
2022-07-22,26.18453
2022-07-23,16.45885
2022-07-24,19.45137
2022-07-25,23.19201
2022-07-26,20.69825
2022-07-27,23.44139
2022-07-28,21.197
2022-07-29,13.96508
2022-07-30,15.96009
2022-07-31,15.71072
2022-08-01,17.95511
2022-08-02,15.71072
2022-08-03,18.20448
2022-08-04,22.94264
2022-08-05,19.20199
2022-08-06,15.71072
2022-08-07,17.45635
2022-08-08,17.20698
2022-08-09,18.45386
2022-08-10,15.96009
2022-08-11,20.44887
2022-08-12,19.95012
2022-08-13,19.20199
2022-08-14,17.20698
2022-08-15,17.95511
2022-08-16,20.94763
2022-08-17,25.18703
2022-08-18,24.68827
2022-08-19,26.68329
2022-08-20,23.44139
2022-08-21,16.9576
2022-08-22,19.95012
2022-08-23,21.94513
2022-08-24,19.45137
2022-08-25,15.21197
2022-08-26,19.45137
2022-08-27,20.44887
2022-08-28,16.70822
2022-08-29,19.95012
2022-08-30,22.94264
2022-08-31,20.1995
2022-09-01,20.44887
2022-09-02,16.70822
2022-09-03,17.20698
2022-09-04,15.46134
2022-09-05,19.70074
2022-09-06,20.69825
2022-09-07,15.71072
2022-09-08,15.46134
2022-09-09,10.47381
2022-09-10,11.97007
2022-09-11,12.96758
2022-09-12,13.96508
2022-09-13,22.44389
2022-09-14,18.45386
2022-09-15,19.95012
2022-09-16,15.96009
2022-09-17,14.46384
2022-09-18,16.45885
2022-09-19,18.45386
2022-09-20,17.70573
2022-09-21,20.44887
2022-09-22,12.96758
2022-09-23,13.71571
2022-09-24,14.71321
2022-09-25,13.96508
2022-09-26,15.71072
2022-09-27,15.71072
2022-09-28,16.45885
2022-09-29,15.21197
2022-09-30,20.1995
2022-10-01,14.46384
2022-10-02,9.97506
2022-10-03,16.45885
2022-10-04,18.70324
2022-10-05,17.20698
2022-10-06,15.71072
2022-10-07,16.70822
2022-10-08,10.97256
2022-10-09,19.70074
2022-10-10,15.96009
2022-10-11,17.20698
2022-10-12,15.46134
2022-10-13,18.70324
2022-10-14,13.46633
2022-10-15,15.21197
2022-10-16,11.97007
2022-10-17,13.21695
2022-10-18,19.70074
2022-10-19,14.96259
2022-10-20,15.96009
2022-10-21,15.21197
2022-10-22,11.72069
2022-10-23,13.46633
2022-10-24,10.22443
2022-10-25,15.71072
2022-10-26,16.70822
2022-10-27,16.20947
2022-10-28,13.46633
2022-10-29,9.97506
2022-10-30,13.46633
2022-10-31,12.21945
2022-11-01,11.72069
2022-11-02,14.96259
2022-11-03,11.97007
2022-11-04,14.71321
2022-11-05,14.71321
2022-11-06,10.47381
2022-11-07,12.7182
2022-11-08,16.9576
2022-11-09,13.46633
2022-11-10,19.45137
2022-11-11,17.70573
2022-11-12,18.70324
2022-11-13,13.21695
2022-11-14,16.45885
2022-11-15,17.95511
2022-11-16,17.95511
2022-11-17,16.20947
2022-11-18,14.71321
2022-11-19,10.72319
2022-11-20,9.22693
2022-11-21,8.22942
2022-11-22,10.72319
2022-11-23,11.97007
2022-11-24,8.97755
2022-11-25,10.72319
2022-11-26,10.47381
2022-11-27,9.4763
2022-11-28,8.72817
2022-11-29,10.47381
2022-11-30,11.22194
2022-12-01,7.98004
2022-12-02,11.47132
2022-12-03,5.98503
2022-12-04,5.73566
2022-12-05,6.48379
2022-12-06,10.97256
2022-12-07,11.47132
2022-12-08,12.21945
2022-12-09,12.96758
2022-12-10,6.73316
2022-12-11,5.48628
2022-12-12,10.22443
2022-12-13,14.46384
2022-12-14,10.22443
2022-12-15,8.97755
2022-12-16,9.4763
2022-12-17,7.73067
2022-12-18,12.96758
2022-12-19,7.73067
2022-12-20,7.23192
2022-12-21,12.46882
2022-12-22,11.22194
2022-12-23,7.23192
2022-12-24,8.97755
2022-12-25,6.98254
2022-12-26,7.98004
2022-12-27,7.73067
2022-12-28,6.98254
2022-12-29,9.97506
2022-12-30,8.4788
2022-12-31,4.73815
2023-01-01,7.73067
2023-01-02,13.46633
2023-01-03,9.4763
2023-01-04,8.97755
2023-01-05,7.73067
2023-01-06,8.4788
2023-01-07,5.73566
2023-01-08,8.4788
2023-01-09,8.22942
2023-01-10,9.97506
2023-01-11,8.72817
2023-01-12,9.4763
2023-01-13,8.22942
2023-01-14,12.21945
2023-01-15,11.22194
2023-01-16,10.72319
2023-01-17,10.72319
2023-01-18,12.21945
2023-01-19,14.71321
2023-01-20,11.97007
2023-01-21,12.46882
2023-01-22,11.72069
2023-01-23,12.96758
2023-01-24,13.21695
2023-01-25,12.7182
2023-01-26,17.45635
2023-01-27,12.46882
2023-01-28,14.46384
2023-01-29,13.21695
2023-01-30,9.72568
2023-01-31,18.20448
2023-02-01,13.96508
2023-02-02,14.21446
2023-02-03,17.20698
2023-02-04,14.71321
2023-02-05,16.9576
2023-02-06,13.71571
2023-02-07,14.21446
2023-02-08,13.71571
2023-02-09,9.97506
2023-02-10,15.71072
2023-02-11,10.97256
2023-02-12,13.21695
2023-02-13,12.46882
2023-02-14,18.70324
2023-02-15,13.96508
2023-02-16,15.46134
2023-02-17,19.70074
2023-02-18,14.96259
2023-02-19,17.95511
2023-02-20,13.71571
2023-02-21,16.20947
2023-02-22,12.21945
2023-02-23,20.44887
2023-02-24,16.20947
2023-02-25,13.71571
2023-02-26,15.71072
2023-02-27,17.45635
2023-02-28,14.46384
2023-03-01,14.71321
2023-03-02,17.95511
2023-03-03,13.96508
2023-03-04,12.46882
2023-03-05,15.71072
2023-03-06,13.96508
2023-03-07,10.97256
2023-03-08,11.47132
2023-03-09,13.71571
2023-03-10,12.7182
2023-03-11,14.46384
2023-03-12,11.72069
2023-03-13,16.70822
2023-03-14,18.20448
2023-03-15,17.95511
2023-03-16,19.70074
2023-03-17,20.1995
2023-03-18,23.19201
2023-03-19,14.21446
2023-03-20,17.70573
2023-03-21,15.46134
2023-03-22,15.21197
2023-03-23,19.20199
2023-03-24,22.94264
2023-03-25,17.95511
2023-03-26,15.46134
2023-03-27,19.70074
2023-03-28,16.9576
2023-03-29,20.69825
2023-03-30,15.21197
2023-03-31,13.71571
2023-04-01,14.21446
2023-04-02,18.95261
2023-04-03,19.45137
2023-04-04,18.45386
2023-04-05,17.20698
2023-04-06,12.7182
2023-04-07,16.45885
2023-04-08,12.96758
2023-04-09,14.21446
2023-04-10,16.9576
2023-04-11,22.94264
2023-04-12,14.96259
2023-04-13,18.45386
2023-04-14,19.45137
2023-04-15,20.44887
2023-04-16,15.96009
2023-04-17,14.21446
2023-04-18,18.70324
2023-04-19,16.20947
2023-04-20,15.46134
2023-04-21,14.21446
2023-04-22,20.69825
2023-04-23,18.20448
2023-04-24,22.44389
2023-04-25,24.18952
2023-04-26,16.20947
2023-04-27,18.95261
2023-04-28,20.94763
2023-04-29,16.70822
2023-04-30,14.71321
2023-05-01,18.20448
2023-05-02,20.1995
2023-05-03,12.96758
2023-05-04,19.45137
2023-05-05,11.97007
2023-05-06,14.96259
2023-05-07,14.71321
2023-05-08,20.69825
2023-05-09,19.45137
2023-05-10,16.9576
2023-05-11,19.70074
2023-05-12,14.46384
2023-05-13,11.22194
2023-05-14,15.71072
2023-05-15,16.20947
2023-05-16,12.7182
2023-05-17,13.96508
2023-05-18,16.70822
2023-05-19,11.72069
2023-05-20,8.72817
2023-05-21,11.97007
2023-05-22,12.7182
2023-05-23,11.22194
2023-05-24,9.4763
2023-05-25,11.22194
2023-05-26,11.22194
2023-05-27,8.4788
2023-05-28,11.47132
2023-05-29,14.46384
2023-05-30,13.96508
2023-05-31,15.96009
2023-06-01,14.71321
2023-06-02,11.47132
2023-06-03,8.72817
2023-06-04,10.22443
2023-06-05,9.22693
2023-06-06,8.4788
2023-06-07,11.72069
2023-06-08,12.21945
2023-06-09,14.46384
2023-06-10,11.97007
2023-06-11,11.97007
2023-06-12,14.46384
2023-06-13,12.46882
2023-06-14,13.71571
2023-06-15,12.21945
2023-06-16,14.46384
2023-06-17,10.47381
2023-06-18,8.72817
2023-06-19,9.97506
2023-06-20,8.22942
2023-06-21,15.46134
2023-06-22,9.97506
2023-06-23,11.22194
2023-06-24,10.97256
2023-06-25,13.96508
2023-06-26,19.20199
2023-06-27,15.71072
2023-06-28,16.9576
2023-06-29,15.21197
2023-06-30,11.97007
2023-07-01,15.46134
2023-07-02,10.47381
2023-07-03,14.21446
2023-07-04,14.71321
2023-07-05,13.96508
2023-07-06,11.22194
2023-07-07,10.97256
2023-07-08,12.7182
2023-07-09,8.97755
2023-07-10,14.21446
2023-07-11,13.46633
2023-07-12,11.97007
2023-07-13,12.46882
2023-07-14,14.46384
2023-07-15,9.22693
2023-07-16,5.73566
2023-07-17,11.47132
2023-07-18,11.22194
2023-07-19,12.46882
2023-07-20,12.96758
2023-07-21,14.46384
2023-07-22,12.21945
2023-07-23,12.46882
2023-07-24,20.44887
2023-07-25,20.69825
2023-07-26,14.21446
2023-07-27,12.96758
2023-07-28,15.71072
2023-07-29,18.45386
2023-07-30,9.72568
2023-07-31,13.46633
2023-08-01,12.21945
2023-08-02,14.46384
2023-08-03,12.7182
2023-08-04,16.45885
2023-08-05,14.71321
2023-08-06,12.96758
2023-08-07,23.69077
2023-08-08,22.19451
2023-08-09,19.95012
2023-08-10,15.46134
2023-08-11,17.70573
2023-08-12,11.72069
2023-08-13,14.21446
2023-08-14,14.46384
2023-08-15,12.46882
2023-08-16,15.96009
2023-08-17,19.45137
2023-08-18,15.71072
2023-08-19,11.47132
2023-08-20,15.46134
2023-08-21,10.72319
2023-08-22,9.22693
2023-08-23,15.46134
2023-08-24,13.96508
2023-08-25,13.71571
2023-08-26,12.7182
2023-08-27,6.98254
2023-08-28,12.21945
2023-08-29,13.46633
2023-08-30,12.21945
2023-08-31,11.97007
2023-09-01,15.71072
2023-09-02,13.71571
2023-09-03,10.22443
2023-09-04,10.47381
2023-09-05,14.96259
2023-09-06,15.46134
2023-09-07,13.46633
2023-09-08,10.97256
2023-09-09,8.97755
2023-09-10,11.47132
2023-09-11,14.21446
2023-09-12,11.22194
2023-09-13,10.22443
2023-09-14,11.97007
2023-09-15,12.46882
2023-09-16,10.22443
2023-09-17,9.72568
2023-09-18,11.97007
2023-09-19,15.46134
2023-09-20,11.97007
2023-09-21,8.4788
2023-09-22,10.47381
2023-09-23,6.48379
2023-09-24,10.97256
2023-09-25,11.72069
2023-09-26,8.97755
2023-09-27,14.46384
2023-09-28,7.98004
2023-09-29,5.48628
2023-09-30,11.72069
2023-10-01,7.98004
2023-10-02,6.98254
2023-10-03,8.22942
2023-10-04,11.72069
2023-10-05,15.21197
2023-10-06,7.73067
2023-10-07,8.22942
2023-10-08,6.48379
2023-10-09,9.72568
2023-10-10,8.4788
2023-10-11,10.72319
2023-10-12,8.72817
