date,이율높은적금
2020-06-28,12.06225
2020-06-29,23.44357
2020-06-30,24.90272
2020-07-01,23.05447
2020-07-02,21.20622
2020-07-03,20.81712
2020-07-04,11.08949
2020-07-05,12.54863
2020-07-06,23.83268
2020-07-07,21.98443
2020-07-08,21.40077
2020-07-09,21.01167
2020-07-10,18.77431
2020-07-11,12.54863
2020-07-12,11.8677
2020-07-13,24.22178
2020-07-14,20.03891
2020-07-15,26.26459
2020-07-16,20.13618
2020-07-17,16.43968
2020-07-18,8.65758
2020-07-19,12.84046
2020-07-20,22.95719
2020-07-21,21.01167
2020-07-22,19.94163
2020-07-23,16.53696
2020-07-24,20.13618
2020-07-25,13.9105
2020-07-26,16.73151
2020-07-27,25.48638
2020-07-28,22.47081
2020-07-29,22.85992
2020-07-30,19.6498
2020-07-31,19.2607
2020-08-01,13.5214
2020-08-02,11.77042
2020-08-03,17.89883
2020-08-04,18.57976
2020-08-05,21.88715
2020-08-06,21.6926
2020-08-07,18.38521
2020-08-08,9.04669
2020-08-09,11.38132
2020-08-10,23.24902
2020-08-11,23.92996
2020-08-12,21.88715
2020-08-13,21.10894
2020-08-14,17.21789
2020-08-15,10.79766
2020-08-16,8.65758
2020-08-17,14.20233
2020-08-18,17.50972
2020-08-19,20.62256
2020-08-20,15.75875
2020-08-21,17.41245
2020-08-22,13.03501
2020-08-23,12.64591
2020-08-24,19.45525
2020-08-25,23.63813
2020-08-26,23.83268
2020-08-27,22.08171
2020-08-28,21.3035
2020-08-29,12.64591
2020-08-30,14.29961
2020-08-31,25.19455
2020-09-01,26.07003
2020-09-02,21.59533
2020-09-03,23.44357
2020-09-04,19.55252
2020-09-05,11.18677
2020-09-06,14.39688
2020-09-07,21.59533
2020-09-08,21.6926
2020-09-09,19.06614
2020-09-10,22.27626
2020-09-11,18.67704
2020-09-12,11.08949
2020-09-13,11.67315
2020-09-14,16.05058
2020-09-15,24.31906
2020-09-16,23.83268
2020-09-17,16.24513
2020-09-18,18.96887
2020-09-19,11.67315
2020-09-20,9.14396
2020-09-21,20.62256
2020-09-22,17.89883
2020-09-23,20.03891
2020-09-24,16.34241
2020-09-25,19.45525
2020-09-26,12.35408
2020-09-27,12.93774
2020-09-28,18.09338
2020-09-29,21.98443
2020-09-30,10.70038
2020-10-01,9.8249
2020-10-02,11.67315
2020-10-03,13.71595
2020-10-04,15.5642
2020-10-05,27.52918
2020-10-06,23.7354
2020-10-07,21.10894
2020-10-08,18.38521
2020-10-09,14.39688
2020-10-10,11.28404
2020-10-11,11.38132
2020-10-12,18.19066
2020-10-13,19.6498
2020-10-14,22.08171
2020-10-15,18.19066
2020-10-16,17.607
2020-10-17,9.14396
2020-10-18,10.11673
2020-10-19,18.19066
2020-10-20,19.94163
2020-10-21,20.52529
2020-10-22,19.35797
2020-10-23,18.96887
2020-10-24,10.40856
2020-10-25,12.74319
2020-10-26,21.98443
2020-10-27,21.01167
2020-10-28,16.63424
2020-10-29,17.70428
2020-10-30,15.9533
2020-10-31,10.214
2020-11-01,12.84046
2020-11-02,16.92607
2020-11-03,18.48249
2020-11-04,18.28793
2020-11-05,19.6498
2020-11-06,19.74708
2020-11-07,9.24124
2020-11-08,9.63035
2020-11-09,14.78599
2020-11-10,19.06614
2020-11-11,20.91439
2020-11-12,18.28793
2020-11-13,18.57976
2020-11-14,13.22957
2020-11-15,10.50583
2020-11-16,17.9961
2020-11-17,18.48249
2020-11-18,20.81712
2020-11-19,19.2607
2020-11-20,17.9961
2020-11-21,13.61867
2020-11-22,9.92217
2020-11-23,21.10894
2020-11-24,18.48249
2020-11-25,20.33073
2020-11-26,17.02334
2020-11-27,14.88326
2020-11-28,12.2568
2020-11-29,13.13229
2020-11-30,18.77431
2020-12-01,20.81712
2020-12-02,19.35797
2020-12-03,22.27626
2020-12-04,17.89883
2020-12-05,9.63035
2020-12-06,13.22957
2020-12-07,19.45525
2020-12-08,18.48249
2020-12-09,20.52529
2020-12-10,22.27626
2020-12-11,22.27626
2020-12-12,11.77042
2020-12-13,10.79766
2020-12-14,21.10894
2020-12-15,24.02723
2020-12-16,20.23346
2020-12-17,19.84435
2020-12-18,16.24513
2020-12-19,14.00778
2020-12-20,15.66147
2020-12-21,23.44357
2020-12-22,21.78988
2020-12-23,20.71984
2020-12-24,17.80155
2020-12-25,14.98054
2020-12-26,17.12062
2020-12-27,17.80155
2020-12-28,29.96108
2020-12-29,25.48638
2020-12-30,26.16731
2020-12-31,24.41634
2021-01-01,19.45525
2021-01-02,21.10894
2021-01-03,29.76653
2021-01-04,36.38132
2021-01-05,33.46303
2021-01-06,27.23735
2021-01-07,21.78988
2021-01-08,21.78988
2021-01-09,15.27237
2021-01-10,20.33073
2021-01-11,31.32295
2021-01-12,28.50194
2021-01-13,23.15175
2021-01-14,30.73929
2021-01-15,22.27626
2021-01-16,14.98054
2021-01-17,18.19066
2021-01-18,28.21011
2021-01-19,28.01556
2021-01-20,28.30739
2021-01-21,29.66926
2021-01-22,26.07003
2021-01-23,19.2607
2021-01-24,14.59143
2021-01-25,37.64591
2021-01-26,32.58754
2021-01-27,30.15564
2021-01-28,26.94552
2021-01-29,28.21011
2021-01-30,17.50972
2021-01-31,18.87159
2021-02-01,28.40466
2021-02-02,29.76653
2021-02-03,35.01945
2021-02-04,31.90661
2021-02-05,28.30739
2021-02-06,19.2607
2021-02-07,17.12062
2021-02-08,26.07003
2021-02-09,23.05447
2021-02-10,27.52918
2021-02-11,14.88326
2021-02-12,11.8677
2021-02-13,22.37354
2021-02-14,22.17898
2021-02-15,35.40856
2021-02-16,37.06225
2021-02-17,30.54474
2021-02-18,24.80544
2021-02-19,20.62256
2021-02-20,13.9105
2021-02-21,14.20233
2021-02-22,24.02723
2021-02-23,24.90272
2021-02-24,21.20622
2021-02-25,28.89105
2021-02-26,21.59533
2021-02-27,14.88326
2021-02-28,17.31517
2021-03-01,17.89883
2021-03-02,26.26459
2021-03-03,21.78988
2021-03-04,21.3035
2021-03-05,17.80155
2021-03-06,9.63035
2021-03-07,14.59143
2021-03-08,20.33073
2021-03-09,19.6498
2021-03-10,26.55642
2021-03-11,19.74708
2021-03-12,17.31517
2021-03-13,12.06225
2021-03-14,13.03501
2021-03-15,21.01167
2021-03-16,20.42801
2021-03-17,18.87159
2021-03-18,17.12062
2021-03-19,18.48249
2021-03-20,12.84046
2021-03-21,14.49416
2021-03-22,18.48249
2021-03-23,18.87159
2021-03-24,18.38521
2021-03-25,18.57976
2021-03-26,16.43968
2021-03-27,12.93774
2021-03-28,11.57587
2021-03-29,17.31517
2021-03-30,19.45525
2021-03-31,21.6926
2021-04-01,16.92607
2021-04-02,13.03501
2021-04-03,11.96498
2021-04-04,11.08949
2021-04-05,19.84435
2021-04-06,15.27237
2021-04-07,17.02334
2021-04-08,17.89883
2021-04-09,17.41245
2021-04-10,8.65758
2021-04-11,11.8677
2021-04-12,17.9961
2021-04-13,14.39688
2021-04-14,16.43968
2021-04-15,15.85603
2021-04-16,16.73151
2021-04-17,8.36575
2021-04-18,11.96498
2021-04-19,16.34241
2021-04-20,14.20233
2021-04-21,16.14785
2021-04-22,13.13229
2021-04-23,14.49416
2021-04-24,10.89494
2021-04-25,12.54863
2021-04-26,19.6498
2021-04-27,17.80155
2021-04-28,14.29961
2021-04-29,15.07782
2021-04-30,14.29961
2021-05-01,10.214
2021-05-02,9.43579
2021-05-03,17.31517
2021-05-04,14.78599
2021-05-05,10.70038
2021-05-06,13.5214
2021-05-07,15.46692
2021-05-08,9.33852
2021-05-09,8.85214
2021-05-10,20.91439
2021-05-11,15.36964
2021-05-12,14.10505
2021-05-13,12.06225
2021-05-14,11.47859
2021-05-15,6.5175
2021-05-16,7.49027
2021-05-17,18.48249
2021-05-18,14.39688
2021-05-19,9.72762
2021-05-20,13.42412
2021-05-21,11.77042
2021-05-22,7.10116
2021-05-23,8.85214
2021-05-24,16.43968
2021-05-25,22.76264
2021-05-26,17.607
2021-05-27,15.66147
2021-05-28,15.9533
2021-05-29,8.36575
2021-05-30,11.18677
2021-05-31,14.98054
2021-06-01,14.20233
2021-06-02,10.99221
2021-06-03,11.47859
2021-06-04,11.77042
2021-06-05,7.29571
2021-06-06,9.53307
2021-06-07,16.73151
2021-06-08,12.45136
2021-06-09,12.84046
2021-06-10,12.35408
2021-06-11,11.18677
2021-06-12,7.97665
2021-06-13,8.26848
2021-06-14,12.2568
2021-06-15,12.54863
2021-06-16,10.50583
2021-06-17,10.99221
2021-06-18,13.22957
2021-06-19,7.00389
2021-06-20,6.5175
2021-06-21,13.13229
2021-06-22,11.38132
2021-06-23,11.47859
2021-06-24,11.28404
2021-06-25,13.5214
2021-06-26,9.14396
2021-06-27,6.22568
2021-06-28,17.12062
2021-06-29,13.42412
2021-06-30,16.43968
2021-07-01,16.82879
2021-07-02,10.99221
2021-07-03,9.33852
2021-07-04,7.7821
2021-07-05,14.98054
2021-07-06,13.32684
2021-07-07,14.78599
2021-07-08,13.03501
2021-07-09,10.31128
2021-07-10,8.85214
2021-07-11,9.63035
2021-07-12,15.75875
2021-07-13,10.31128
2021-07-14,13.71595
2021-07-15,9.24124
2021-07-16,10.60311
2021-07-17,6.71206
2021-07-18,6.80933
2021-07-19,13.22957
2021-07-20,16.05058
2021-07-21,12.54863
2021-07-22,14.78599
2021-07-23,12.2568
2021-07-24,8.26848
2021-07-25,11.08949
2021-07-26,14.49416
2021-07-27,16.43968
2021-07-28,13.13229
2021-07-29,14.29961
2021-07-30,16.24513
2021-07-31,9.43579
2021-08-01,10.11673
2021-08-02,21.10894
2021-08-03,17.41245
2021-08-04,14.59143
2021-08-05,16.14785
2021-08-06,14.20233
2021-08-07,9.24124
2021-08-08,8.94941
2021-08-09,17.02334
2021-08-10,20.91439
2021-08-11,17.80155
2021-08-12,16.63424
2021-08-13,15.5642
2021-08-14,8.46303
2021-08-15,10.70038
2021-08-16,17.21789
2021-08-17,21.88715
2021-08-18,17.607
2021-08-19,20.81712
2021-08-20,20.23346
2021-08-21,9.8249
2021-08-22,13.32684
2021-08-23,19.74708
2021-08-24,20.33073
2021-08-25,21.3035
2021-08-26,20.42801
2021-08-27,17.02334
2021-08-28,10.50583
2021-08-29,10.99221
2021-08-30,20.62256
2021-08-31,20.71984
2021-09-01,25.0
2021-09-02,16.92607
2021-09-03,17.41245
2021-09-04,11.28404
2021-09-05,10.79766
2021-09-06,20.71984
2021-09-07,17.41245
2021-09-08,13.81322
2021-09-09,20.03891
2021-09-10,17.12062
2021-09-11,12.93774
2021-09-12,15.17509
2021-09-13,20.52529
2021-09-14,16.63424
2021-09-15,18.38521
2021-09-16,17.02334
2021-09-17,21.98443
2021-09-18,11.47859
2021-09-19,11.38132
2021-09-20,11.8677
2021-09-21,9.33852
2021-09-22,18.77431
2021-09-23,31.90661
2021-09-24,27.82101
2021-09-25,17.70428
2021-09-26,14.59143
2021-09-27,22.17898
2021-09-28,24.02723
2021-09-29,21.49805
2021-09-30,19.2607
2021-10-01,20.81712
2021-10-02,11.8677
2021-10-03,10.11673
2021-10-04,14.88326
2021-10-05,24.22178
2021-10-06,19.74708
2021-10-07,16.82879
2021-10-08,17.02334
2021-10-09,11.28404
2021-10-10,11.28404
2021-10-11,13.81322
2021-10-12,25.3891
2021-10-13,19.94163
2021-10-14,19.35797
2021-10-15,18.09338
2021-10-16,9.8249
2021-10-17,10.70038
2021-10-18,16.73151
2021-10-19,18.19066
2021-10-20,19.06614
2021-10-21,18.19066
2021-10-22,16.14785
2021-10-23,8.1712
2021-10-24,12.06225
2021-10-25,21.59533
2021-10-26,20.03891
2021-10-27,16.63424
2021-10-28,19.84435
2021-10-29,17.80155
2021-10-30,11.47859
2021-10-31,11.18677
2021-11-01,22.08171
2021-11-02,18.77431
2021-11-03,18.96887
2021-11-04,18.87159
2021-11-05,13.61867
2021-11-06,8.07392
2021-11-07,11.57587
2021-11-08,16.73151
2021-11-09,16.92607
2021-11-10,23.92996
2021-11-11,17.70428
2021-11-12,19.06614
2021-11-13,9.72762
2021-11-14,14.98054
2021-11-15,16.43968
2021-11-16,20.52529
2021-11-17,16.43968
2021-11-18,15.27237
2021-11-19,17.607
2021-11-20,7.29571
2021-11-21,14.00778
2021-11-22,18.48249
2021-11-23,15.46692
2021-11-24,16.05058
2021-11-25,21.59533
2021-11-26,17.89883
2021-11-27,8.75486
2021-11-28,14.20233
2021-11-29,19.45525
2021-11-30,29.57198
2021-12-01,21.10894
2021-12-02,22.56809
2021-12-03,19.45525
2021-12-04,17.31517
2021-12-05,15.85603
2021-12-06,19.94163
2021-12-07,24.70817
2021-12-08,23.15175
2021-12-09,21.59533
2021-12-10,20.81712
2021-12-11,17.607
2021-12-12,20.03891
2021-12-13,23.92996
2021-12-14,22.37354
2021-12-15,23.7354
2021-12-16,20.42801
2021-12-17,14.49416
2021-12-18,13.03501
2021-12-19,12.2568
2021-12-20,21.40077
2021-12-21,22.47081
2021-12-22,22.85992
2021-12-23,23.83268
2021-12-24,19.16342
2021-12-25,17.50972
2021-12-26,16.34241
2021-12-27,25.97276
2021-12-28,27.0428
2021-12-29,28.21011
2021-12-30,26.26459
2021-12-31,24.80544
2022-01-01,20.62256
2022-01-02,21.6926
2022-01-03,36.77042
2022-01-04,35.50583
2022-01-05,31.1284
2022-01-06,31.80933
2022-01-07,26.16731
2022-01-08,16.92607
2022-01-09,20.33073
2022-01-10,34.92217
2022-01-11,30.44747
2022-01-12,26.94552
2022-01-13,25.3891
2022-01-14,26.45914
2022-01-15,19.55252
2022-01-16,20.23346
2022-01-17,41.82879
2022-01-18,34.92217
2022-01-19,39.78599
2022-01-20,38.13229
2022-01-21,35.70038
2022-01-22,19.45525
2022-01-23,20.71984
2022-01-24,33.75486
2022-01-25,42.31517
2022-01-26,35.31128
2022-01-27,31.71206
2022-01-28,34.8249
2022-01-29,22.27626
2022-01-30,18.96887
2022-01-31,18.96887
2022-02-01,32.68482
2022-02-02,33.36575
2022-02-03,50.0
2022-02-04,44.2607
2022-02-05,27.14007
2022-02-06,28.40466
2022-02-07,42.12062
2022-02-08,37.93774
2022-02-09,31.1284
2022-02-10,39.29961
2022-02-11,28.21011
2022-02-12,20.23346
2022-02-13,22.47081
2022-02-14,33.46303
2022-02-15,35.01945
2022-02-16,30.64202
2022-02-17,32.00389
2022-02-18,28.59922
2022-02-19,23.24902
2022-02-20,24.80544
2022-02-21,53.40466
2022-02-22,52.23735
2022-02-23,47.08171
2022-02-24,47.95719
2022-02-25,41.43968
2022-02-26,22.76264
2022-02-27,24.61089
2022-02-28,44.74708
2022-03-01,30.54474
2022-03-02,37.45136
2022-03-03,34.33852
2022-03-04,35.60311
2022-03-05,22.27626
2022-03-06,22.17898
2022-03-07,32.19844
2022-03-08,27.52918
2022-03-09,18.48249
2022-03-10,27.0428
2022-03-11,26.94552
2022-03-12,16.92607
2022-03-13,18.96887
2022-03-14,24.61089
2022-03-15,33.26848
2022-03-16,25.48638
2022-03-17,27.82101
2022-03-18,23.83268
2022-03-19,19.74708
2022-03-20,18.48249
2022-03-21,26.45914
2022-03-22,27.14007
2022-03-23,24.70817
2022-03-24,26.45914
2022-03-25,31.22568
2022-03-26,17.70428
2022-03-27,18.57976
2022-03-28,26.84824
2022-03-29,26.26459
2022-03-30,26.94552
2022-03-31,26.07003
2022-04-01,24.90272
2022-04-02,12.45136
2022-04-03,17.607
2022-04-04,24.12451
2022-04-05,26.16731
2022-04-06,23.24902
2022-04-07,20.23346
2022-04-08,20.81712
2022-04-09,14.88326
2022-04-10,16.53696
2022-04-11,21.59533
2022-04-12,19.55252
2022-04-13,28.50194
2022-04-14,23.92996
2022-04-15,22.37354
2022-04-16,14.49416
2022-04-17,18.19066
2022-04-18,25.87548
2022-04-19,28.40466
2022-04-20,26.45914
2022-04-21,25.19455
2022-04-22,22.47081
2022-04-23,14.20233
2022-04-24,17.21789
2022-04-25,34.33852
2022-04-26,31.22568
2022-04-27,24.90272
2022-04-28,24.70817
2022-04-29,23.44357
2022-04-30,13.9105
2022-05-01,16.05058
2022-05-02,24.31906
2022-05-03,26.75097
2022-05-04,21.78988
2022-05-05,15.9533
2022-05-06,24.51361
2022-05-07,14.49416
2022-05-08,17.41245
2022-05-09,29.0856
2022-05-10,28.98832
2022-05-11,24.02723
2022-05-12,25.87548
2022-05-13,20.62256
2022-05-14,12.35408
2022-05-15,13.22957
2022-05-16,22.85992
2022-05-17,23.05447
2022-05-18,18.77431
2022-05-19,20.52529
2022-05-20,21.20622
2022-05-21,9.04669
2022-05-22,18.19066
2022-05-23,27.62645
2022-05-24,25.0
2022-05-25,23.7354
2022-05-26,26.75097
2022-05-27,26.55642
2022-05-28,13.81322
2022-05-29,17.70428
2022-05-30,28.89105
2022-05-31,29.66926
2022-06-01,23.7354
2022-06-02,28.30739
2022-06-03,28.79377
2022-06-04,19.2607
2022-06-05,20.13618
2022-06-06,19.2607
2022-06-07,28.79377
2022-06-08,28.11284
2022-06-09,28.01556
2022-06-10,30.05836
2022-06-11,18.57976
2022-06-12,18.09338
2022-06-13,26.55642
2022-06-14,30.93385
2022-06-15,31.32295
2022-06-16,32.39299
2022-06-17,27.23735
2022-06-18,22.27626
2022-06-19,21.49805
2022-06-20,35.11673
2022-06-21,29.96108
2022-06-22,26.84824
2022-06-23,26.16731
2022-06-24,28.79377
2022-06-25,16.24513
2022-06-26,17.41245
2022-06-27,33.1712
2022-06-28,31.90661
2022-06-29,32.39299
2022-06-30,30.73929
2022-07-01,27.82101
2022-07-02,18.09338
2022-07-03,19.6498
2022-07-04,33.1712
2022-07-05,32.97665
2022-07-06,27.72373
2022-07-07,25.77821
2022-07-08,23.05447
2022-07-09,17.50972
2022-07-10,14.98054
2022-07-11,26.75097
2022-07-12,26.36186
2022-07-13,39.39688
2022-07-14,40.9533
2022-07-15,37.06225
2022-07-16,26.84824
2022-07-17,22.76264
2022-07-18,39.49416
2022-07-19,38.13229
2022-07-20,39.20233
2022-07-21,34.8249
2022-07-22,32.00389
2022-07-23,19.16342
2022-07-24,18.67704
2022-07-25,41.73151
2022-07-26,41.73151
2022-07-27,40.75875
2022-07-28,34.14396
2022-07-29,28.50194
2022-07-30,21.98443
2022-07-31,19.06614
2022-08-01,41.43968
2022-08-02,34.72762
2022-08-03,34.33852
2022-08-04,29.66926
2022-08-05,27.4319
2022-08-06,18.77431
2022-08-07,24.02723
2022-08-08,35.01945
2022-08-09,29.0856
2022-08-10,33.56031
2022-08-11,32.10116
2022-08-12,27.0428
2022-08-13,16.53696
2022-08-14,21.20622
2022-08-15,21.98443
2022-08-16,33.56031
2022-08-17,35.31128
2022-08-18,30.35019
2022-08-19,28.79377
2022-08-20,19.2607
2022-08-21,22.27626
2022-08-22,27.62645
2022-08-23,35.79766
2022-08-24,31.5175
2022-08-25,39.20233
2022-08-26,31.80933
2022-08-27,15.9533
2022-08-28,19.16342
2022-08-29,32.68482
2022-08-30,33.75486
2022-08-31,34.04669
2022-09-01,31.80933
2022-09-02,21.78988
2022-09-03,17.70428
2022-09-04,19.45525
2022-09-05,30.05836
2022-09-06,28.89105
2022-09-07,25.77821
2022-09-08,25.77821
2022-09-09,14.10505
2022-09-10,14.49416
2022-09-11,21.59533
2022-09-12,26.07003
2022-09-13,51.75097
2022-09-14,42.21789
2022-09-15,43.87159
2022-09-16,34.8249
2022-09-17,24.12451
2022-09-18,24.22178
2022-09-19,37.64591
2022-09-20,40.07782
2022-09-21,34.72762
2022-09-22,38.22957
2022-09-23,37.93774
2022-09-24,20.62256
2022-09-25,23.44357
2022-09-26,38.81322
2022-09-27,36.28404
2022-09-28,35.50583
2022-09-29,33.56031
2022-09-30,34.72762
2022-10-01,27.4319
2022-10-02,21.98443
2022-10-03,33.07392
2022-10-04,44.45525
2022-10-05,51.07003
2022-10-06,46.6926
2022-10-07,40.9533
2022-10-08,23.44357
2022-10-09,23.92996
2022-10-10,37.2568
2022-10-11,53.30739
2022-10-12,66.24513
2022-10-13,71.49805
2022-10-14,68.87159
2022-10-15,47.17898
2022-10-16,54.4747
2022-10-17,89.29961
2022-10-18,88.5214
2022-10-19,100.0
2022-10-20,89.59143
2022-10-21,64.49416
2022-10-22,39.59143
2022-10-23,43.96887
2022-10-24,79.28015
2022-10-25,87.64591
2022-10-26,82.00389
2022-10-27,79.86381
2022-10-28,66.92607
2022-10-29,39.68871
2022-10-30,38.32684
2022-10-31,76.26459
2022-11-01,85.40856
2022-11-02,69.55252
2022-11-03,62.45136
2022-11-04,52.33463
2022-11-05,32.87937
2022-11-06,34.92217
2022-11-07,65.17509
2022-11-08,56.61478
2022-11-09,55.05836
2022-11-10,61.57587
2022-11-11,51.26459
2022-11-12,27.0428
2022-11-13,30.73929
2022-11-14,59.33852
2022-11-15,50.97276
2022-11-16,50.87548
2022-11-17,45.23346
2022-11-18,41.63424
2022-11-19,25.09727
2022-11-20,26.94552
2022-11-21,50.3891
2022-11-22,46.78988
2022-11-23,42.70428
2022-11-24,43.87159
2022-11-25,43.57976
2022-11-26,26.07003
2022-11-27,28.79377
2022-11-28,40.07782
2022-11-29,42.31517
2022-11-30,41.73151
2022-12-01,42.21789
2022-12-02,34.33852
2022-12-03,16.82879
2022-12-04,20.23346
2022-12-05,39.20233
2022-12-06,35.40856
2022-12-07,31.61478
2022-12-08,39.78599
2022-12-09,34.43579
2022-12-10,18.09338
2022-12-11,19.35797
2022-12-12,29.28015
2022-12-13,30.25291
2022-12-14,23.54085
2022-12-15,28.89105
2022-12-16,21.78988
2022-12-17,12.93774
2022-12-18,15.07782
2022-12-19,28.11284
2022-12-20,29.4747
2022-12-21,27.62645
2022-12-22,22.66536
2022-12-23,25.0
2022-12-24,13.61867
2022-12-25,18.96887
2022-12-26,27.4319
2022-12-27,28.21011
2022-12-28,25.58365
2022-12-29,28.59922
2022-12-30,26.65369
2022-12-31,17.9961
2023-01-01,21.20622
2023-01-02,33.65758
2023-01-03,35.01945
2023-01-04,26.16731
2023-01-05,30.54474
2023-01-06,25.87548
2023-01-07,16.53696
2023-01-08,20.03891
2023-01-09,28.89105
2023-01-10,33.46303
2023-01-11,27.0428
2023-01-12,19.94163
2023-01-13,27.23735
2023-01-14,13.9105
2023-01-15,18.67704
2023-01-16,27.14007
2023-01-17,23.92996
2023-01-18,26.07003
2023-01-19,22.56809
2023-01-20,23.24902
2023-01-21,11.38132
2023-01-22,13.9105
2023-01-23,15.07782
2023-01-24,22.47081
2023-01-25,39.98054
2023-01-26,34.53307
2023-01-27,25.48638
2023-01-28,17.70428
2023-01-29,18.67704
2023-01-30,29.37743
2023-01-31,30.93385
2023-02-01,25.48638
2023-02-02,23.15175
2023-02-03,19.35797
2023-02-04,12.45136
2023-02-05,12.45136
2023-02-06,22.76264
2023-02-07,21.98443
2023-02-08,22.56809
2023-02-09,17.89883
2023-02-10,23.7354
2023-02-11,11.8677
2023-02-12,13.13229
2023-02-13,18.67704
2023-02-14,20.71984
2023-02-15,19.35797
2023-02-16,18.57976
2023-02-17,13.42412
2023-02-18,8.1712
2023-02-19,12.45136
2023-02-20,23.15175
2023-02-21,19.55252
2023-02-22,17.41245
2023-02-23,16.43968
2023-02-24,20.52529
2023-02-25,12.35408
2023-02-26,11.96498
2023-02-27,22.08171
2023-02-28,18.87159
2023-03-01,16.53696
2023-03-02,18.09338
2023-03-03,20.03891
2023-03-04,10.60311
2023-03-05,12.74319
2023-03-06,18.19066
2023-03-07,15.66147
2023-03-08,17.21789
2023-03-09,16.05058
2023-03-10,16.73151
2023-03-11,10.99221
2023-03-12,10.60311
2023-03-13,17.41245
2023-03-14,17.02334
2023-03-15,16.34241
2023-03-16,14.10505
2023-03-17,17.70428
2023-03-18,8.75486
2023-03-19,12.64591
2023-03-20,19.94163
2023-03-21,16.24513
2023-03-22,13.03501
2023-03-23,15.36964
2023-03-24,16.73151
2023-03-25,10.99221
2023-03-26,12.35408
2023-03-27,19.16342
2023-03-28,15.07782
2023-03-29,15.75875
2023-03-30,12.93774
2023-03-31,12.15953
2023-04-01,10.40856
2023-04-02,9.63035
2023-04-03,12.45136
2023-04-04,12.84046
2023-04-05,16.05058
2023-04-06,15.5642
2023-04-07,13.32684
2023-04-08,6.1284
2023-04-09,7.58754
2023-04-10,15.46692
2023-04-11,16.34241
2023-04-12,13.32684
2023-04-13,13.61867
2023-04-14,11.8677
2023-04-15,6.22568
2023-04-16,8.26848
2023-04-17,10.89494
2023-04-18,14.59143
2023-04-19,13.13229
2023-04-20,14.49416
2023-04-21,13.32684
2023-04-22,5.35019
2023-04-23,9.14396
2023-04-24,14.68871
2023-04-25,17.80155
2023-04-26,15.9533
2023-04-27,12.45136
2023-04-28,13.22957
2023-04-29,8.07392
2023-04-30,8.1712
2023-05-01,11.96498
2023-05-02,13.42412
2023-05-03,13.13229
2023-05-04,15.66147
2023-05-05,8.1712
2023-05-06,7.29571
2023-05-07,9.14396
2023-05-08,13.9105
2023-05-09,14.39688
2023-05-10,16.05058
2023-05-11,14.29961
2023-05-12,11.38132
2023-05-13,7.00389
2023-05-14,7.00389
2023-05-15,16.05058
2023-05-16,14.88326
2023-05-17,13.32684
2023-05-18,15.07782
2023-05-19,14.00778
2023-05-20,6.42023
2023-05-21,7.87937
2023-05-22,14.68871
2023-05-23,17.12062
2023-05-24,17.607
2023-05-25,16.82879
2023-05-26,14.00778
2023-05-27,6.80933
2023-05-28,8.07392
2023-05-29,9.53307
