date,대신증권배당금
2020-08-10,11.78033
2020-08-11,11.16031
2020-08-12,12.31178
2020-08-13,12.31178
2020-08-14,12.40035
2020-08-15,6.20017
2020-08-16,6.1116
2020-08-17,6.73162
2020-08-18,9.65456
2020-08-19,10.62887
2020-08-20,15.05757
2020-08-21,14.08325
2020-08-22,8.5031
2020-08-23,9.92028
2020-08-24,8.76882
2020-08-25,11.86891
2020-08-26,13.28609
2020-08-27,16.91762
2020-08-28,13.19751
2020-08-29,10.36315
2020-08-30,11.42604
2020-08-31,15.94331
2020-09-01,13.55181
2020-09-02,19.13197
2020-09-03,15.05757
2020-09-04,15.85473
2020-09-05,12.40035
2020-09-06,12.40035
2020-09-07,16.74047
2020-09-08,15.50044
2020-09-09,19.39769
2020-09-10,16.20903
2020-09-11,16.6519
2020-09-12,11.60318
2020-09-13,11.69176
2020-09-14,13.81753
2020-09-15,15.05757
2020-09-16,14.88042
2020-09-17,15.41186
2020-09-18,11.42604
2020-09-19,10.00885
2020-09-20,15.14614
2020-09-21,14.70327
2020-09-22,14.88042
2020-09-23,23.64924
2020-09-24,13.19751
2020-09-25,13.64038
2020-09-26,10.186
2020-09-27,11.33746
2020-09-28,10.80602
2020-09-29,9.47741
2020-09-30,9.12311
2020-10-01,10.36315
2020-10-02,7.17449
2020-10-03,5.13728
2020-10-04,9.65456
2020-10-05,10.80602
2020-10-06,8.94596
2020-10-07,7.52878
2020-10-08,7.52878
2020-10-09,5.22586
2020-10-10,4.25155
2020-10-11,5.04871
2020-10-12,6.28875
2020-10-13,5.7573
2020-10-14,5.31443
2020-10-15,3.7201
2020-10-16,3.80868
2020-10-17,2.83436
2020-10-18,3.7201
2020-10-19,3.01151
2020-10-20,4.34012
2020-10-21,5.58015
2020-10-22,7.7945
2020-10-23,8.68024
2020-10-24,3.36581
2020-10-25,3.27723
2020-10-26,5.04871
2020-10-27,3.45438
2020-10-28,3.27723
2020-10-29,3.80868
2020-10-30,3.89725
2020-10-31,1.06288
2020-11-01,1.6829
2020-11-02,4.16297
2020-11-03,6.82019
2020-11-04,4.0744
2020-11-05,7.35163
2020-11-06,6.20017
2020-11-07,2.92294
2020-11-08,1.41718
2020-11-09,3.18866
2020-11-10,4.78299
2020-11-11,4.60584
2020-11-12,3.45438
2020-11-13,6.64304
2020-11-14,4.34012
2020-11-15,3.89725
2020-11-16,8.59167
2020-11-17,10.71744
2020-11-18,14.17183
2020-11-19,11.78033
2020-11-20,11.69176
2020-11-21,7.88308
2020-11-22,4.96014
2020-11-23,7.44021
2020-11-24,5.84588
2020-11-25,8.68024
2020-11-26,10.98317
2020-11-27,10.36315
2020-11-28,6.02302
2020-11-29,5.66873
2020-11-30,8.32595
2020-12-01,8.76882
2020-12-02,10.89459
2020-12-03,9.92028
2020-12-04,9.8317
2020-12-05,8.23737
2020-12-06,12.04605
2020-12-07,12.40035
2020-12-08,11.69176
2020-12-09,11.60318
2020-12-10,14.96899
2020-12-11,16.20903
2020-12-12,9.92028
2020-12-13,10.186
2020-12-14,12.75465
2020-12-15,12.31178
2020-12-16,15.05757
2020-12-17,17.36049
2020-12-18,15.67759
2020-12-19,12.66607
2020-12-20,10.71744
2020-12-21,16.82905
2020-12-22,17.0062
2020-12-23,19.57484
2020-12-24,28.16651
2020-12-25,14.34898
2020-12-26,14.70327
2020-12-27,16.03188
2020-12-28,47.20992
2020-12-29,52.3472
2020-12-30,26.21789
2020-12-31,11.42604
2021-01-01,7.52878
2021-01-02,6.99734
2021-01-03,6.73162
2021-01-04,21.25775
2021-01-05,17.98051
2021-01-06,12.75465
2021-01-07,11.51461
2021-01-08,10.5403
2021-01-09,7.52878
2021-01-10,5.13728
2021-01-11,8.1488
2021-01-12,10.5403
2021-01-13,9.12311
2021-01-14,8.5031
2021-01-15,10.45172
2021-01-16,5.93445
2021-01-17,4.42869
2021-01-18,6.73162
2021-01-19,7.70593
2021-01-20,8.68024
2021-01-21,10.71744
2021-01-22,10.36315
2021-01-23,6.28875
2021-01-24,6.37732
2021-01-25,10.71744
2021-01-26,9.74313
2021-01-27,10.27457
2021-01-28,21.34632
2021-01-29,15.14614
2021-01-30,6.90876
2021-01-31,5.93445
2021-02-01,10.36315
2021-02-02,13.28609
2021-02-03,13.28609
2021-02-04,16.03188
2021-02-05,17.27192
2021-02-06,9.30026
2021-02-07,9.65456
2021-02-08,20.54915
2021-02-09,20.90345
2021-02-10,25.59787
2021-02-11,10.5403
2021-02-12,8.06023
2021-02-13,9.74313
2021-02-14,9.12311
2021-02-15,21.25775
2021-02-16,21.34632
2021-02-17,19.0434
2021-02-18,17.44906
2021-02-19,13.28609
2021-02-20,12.04605
2021-02-21,13.19751
2021-02-22,15.58901
2021-02-23,14.6147
2021-02-24,20.19486
2021-02-25,24.53498
2021-02-26,17.62621
2021-02-27,10.89459
2021-02-28,19.39769
2021-03-01,17.89193
2021-03-02,45.08414
2021-03-03,70.062
2021-03-04,42.24977
2021-03-05,26.21789
2021-03-06,14.52612
2021-03-07,11.95748
2021-03-08,18.6891
2021-03-09,18.6891
2021-03-10,17.62621
2021-03-11,19.39769
2021-03-12,23.73782
2021-03-13,12.04605
2021-03-14,12.40035
2021-03-15,19.39769
2021-03-16,20.7263
2021-03-17,18.42338
2021-03-18,19.22054
2021-03-19,20.01771
2021-03-20,13.46324
2021-03-21,12.5775
2021-03-22,16.38618
2021-03-23,31.97519
2021-03-24,17.89193
2021-03-25,15.41186
2021-03-26,15.94331
2021-03-27,9.65456
2021-03-28,9.47741
2021-03-29,21.34632
2021-03-30,30.20372
2021-03-31,28.78653
2021-04-01,29.49512
2021-04-02,34.63241
2021-04-03,19.22054
2021-04-04,14.17183
2021-04-05,21.25775
2021-04-06,16.6519
2021-04-07,18.6891
2021-04-08,15.05757
2021-04-09,16.2976
2021-04-10,10.00885
2021-04-11,10.45172
2021-04-12,16.91762
2021-04-13,15.58901
2021-04-14,13.99468
2021-04-15,15.94331
2021-04-16,29.2294
2021-04-17,13.02037
2021-04-18,12.5775
2021-04-19,16.47475
2021-04-20,16.38618
2021-04-21,19.92914
2021-04-22,17.71479
2021-04-23,25.95217
2021-04-24,11.60318
2021-04-25,9.21169
2021-04-26,14.96899
2021-04-27,16.03188
2021-04-28,14.70327
2021-04-29,10.36315
2021-04-30,15.67759
2021-05-01,7.08591
2021-05-02,4.87156
2021-05-03,8.5031
2021-05-04,6.1116
2021-05-05,6.20017
2021-05-06,8.85739
2021-05-07,5.58015
2021-05-08,4.69441
2021-05-09,2.56864
2021-05-10,5.84588
2021-05-11,6.73162
2021-05-12,6.82019
2021-05-13,6.1116
2021-05-14,5.66873
2021-05-15,4.87156
2021-05-16,4.69441
2021-05-17,6.28875
2021-05-18,10.71744
2021-05-19,9.30026
2021-05-20,10.45172
2021-05-21,8.76882
2021-05-22,6.90876
2021-05-23,9.92028
2021-05-24,8.68024
2021-05-25,12.93179
2021-05-26,13.10894
2021-05-27,12.48892
2021-05-28,13.64038
2021-05-29,9.65456
2021-05-30,8.68024
2021-05-31,12.75465
2021-06-01,10.98317
2021-06-02,11.33746
2021-06-03,15.23472
2021-06-04,17.71479
2021-06-05,7.97165
2021-06-06,9.65456
2021-06-07,13.10894
2021-06-08,12.48892
2021-06-09,15.05757
2021-06-10,14.2604
2021-06-11,16.82905
2021-06-12,13.46324
2021-06-13,11.24889
2021-06-14,16.91762
2021-06-15,15.76616
2021-06-16,18.77767
2021-06-17,17.27192
2021-06-18,14.6147
2021-06-19,9.47741
2021-06-20,8.59167
2021-06-21,14.2604
2021-06-22,13.02037
2021-06-23,17.53764
2021-06-24,16.2976
2021-06-25,16.47475
2021-06-26,9.56598
2021-06-27,11.07174
2021-06-28,36.13817
2021-06-29,17.09477
2021-06-30,12.93179
2021-07-01,12.2232
2021-07-02,8.76882
2021-07-03,11.42604
2021-07-04,10.80602
2021-07-05,12.2232
2021-07-06,11.51461
2021-07-07,10.80602
2021-07-08,7.97165
2021-07-09,8.1488
2021-07-10,6.1116
2021-07-11,8.5031
2021-07-12,13.64038
2021-07-13,15.32329
2021-07-14,11.78033
2021-07-15,10.62887
2021-07-16,8.68024
2021-07-17,7.08591
2021-07-18,4.96014
2021-07-19,7.7945
2021-07-20,9.92028
2021-07-21,10.80602
2021-07-22,10.89459
2021-07-23,10.186
2021-07-24,7.35163
2021-07-25,6.1116
2021-07-26,12.13463
2021-07-27,7.17449
2021-07-28,7.61736
2021-07-29,9.21169
2021-07-30,9.38883
2021-07-31,5.93445
2021-08-01,4.51727
2021-08-02,7.7945
2021-08-03,7.97165
2021-08-04,6.28875
2021-08-05,7.97165
2021-08-06,8.32595
2021-08-07,5.13728
2021-08-08,3.45438
2021-08-09,7.61736
2021-08-10,8.23737
2021-08-11,8.68024
2021-08-12,8.59167
2021-08-13,10.00885
2021-08-14,5.22586
2021-08-15,6.55447
2021-08-16,7.08591
2021-08-17,10.186
2021-08-18,15.32329
2021-08-19,11.60318
2021-08-20,8.06023
2021-08-21,5.49158
2021-08-22,9.8317
2021-08-23,8.32595
2021-08-24,8.85739
2021-08-25,11.51461
2021-08-26,13.28609
2021-08-27,9.8317
2021-08-28,6.46589
2021-08-29,8.5031
2021-08-30,12.40035
2021-08-31,11.51461
2021-09-01,10.89459
2021-09-02,10.5403
2021-09-03,10.36315
2021-09-04,6.73162
2021-09-05,6.37732
2021-09-06,10.36315
2021-09-07,9.74313
2021-09-08,10.36315
2021-09-09,10.186
2021-09-10,14.08325
2021-09-11,6.02302
2021-09-12,5.66873
2021-09-13,10.71744
2021-09-14,16.12046
2021-09-15,13.46324
2021-09-16,14.34898
2021-09-17,11.95748
2021-09-18,5.84588
2021-09-19,5.04871
2021-09-20,5.66873
2021-09-21,3.98582
2021-09-22,6.20017
2021-09-23,9.74313
2021-09-24,9.03454
2021-09-25,6.46589
2021-09-26,5.93445
2021-09-27,13.02037
2021-09-28,11.42604
2021-09-29,12.5775
2021-09-30,9.30026
2021-10-01,8.59167
2021-10-02,5.93445
2021-10-03,7.17449
2021-10-04,7.35163
2021-10-05,9.74313
2021-10-06,13.28609
2021-10-07,10.62887
2021-10-08,11.69176
2021-10-09,5.66873
2021-10-10,5.31443
2021-10-11,5.13728
2021-10-12,9.65456
2021-10-13,10.186
2021-10-14,14.70327
2021-10-15,15.14614
2021-10-16,6.55447
2021-10-17,8.1488
2021-10-18,12.75465
2021-10-19,14.70327
2021-10-20,12.66607
2021-10-21,13.55181
2021-10-22,11.33746
2021-10-23,5.49158
2021-10-24,7.17449
2021-10-25,10.09743
2021-10-26,13.81753
2021-10-27,13.72896
2021-10-28,10.71744
2021-10-29,9.8317
2021-10-30,5.58015
2021-10-31,3.89725
2021-11-01,7.97165
2021-11-02,9.30026
2021-11-03,9.8317
2021-11-04,9.38883
2021-11-05,11.07174
2021-11-06,4.25155
2021-11-07,5.84588
2021-11-08,9.30026
2021-11-09,7.97165
2021-11-10,8.85739
2021-11-11,9.03454
2021-11-12,9.12311
2021-11-13,6.20017
2021-11-14,6.1116
2021-11-15,9.65456
2021-11-16,12.48892
2021-11-17,15.85473
2021-11-18,12.48892
2021-11-19,10.36315
2021-11-20,5.93445
2021-11-21,4.87156
2021-11-22,16.12046
2021-11-23,14.79185
2021-11-24,14.52612
2021-11-25,12.40035
2021-11-26,12.48892
2021-11-27,4.87156
2021-11-28,6.28875
2021-11-29,12.40035
2021-11-30,12.66607
2021-12-01,10.80602
2021-12-02,14.17183
2021-12-03,20.90345
2021-12-04,9.74313
2021-12-05,6.73162
2021-12-06,18.95482
2021-12-07,15.14614
2021-12-08,18.95482
2021-12-09,13.64038
2021-12-10,13.90611
2021-12-11,6.99734
2021-12-12,5.7573
2021-12-13,19.75199
2021-12-14,13.46324
2021-12-15,14.79185
2021-12-16,14.88042
2021-12-17,11.69176
2021-12-18,5.93445
2021-12-19,5.7573
2021-12-20,12.75465
2021-12-21,18.6891
2021-12-22,18.24623
2021-12-23,20.28343
2021-12-24,19.57484
2021-12-25,9.65456
2021-12-26,11.95748
2021-12-27,35.6953
2021-12-28,60.85031
2021-12-29,60.05314
2021-12-30,29.5837
2021-12-31,11.51461
2022-01-01,7.70593
2022-01-02,8.32595
2022-01-03,24.53498
2022-01-04,20.46058
2022-01-05,13.90611
2022-01-06,14.52612
2022-01-07,14.88042
2022-01-08,8.1488
2022-01-09,7.35163
2022-01-10,11.33746
2022-01-11,16.03188
2022-01-12,12.93179
2022-01-13,16.56333
2022-01-14,12.5775
2022-01-15,5.93445
2022-01-16,6.73162
2022-01-17,15.50044
2022-01-18,12.93179
2022-01-19,13.90611
2022-01-20,17.89193
2022-01-21,12.31178
2022-01-22,6.37732
2022-01-23,5.93445
2022-01-24,10.89459
2022-01-25,13.46324
2022-01-26,13.55181
2022-01-27,18.60053
2022-01-28,18.42338
2022-01-29,10.00885
2022-01-30,10.5403
2022-01-31,8.41452
2022-02-01,7.35163
2022-02-02,8.1488
2022-02-03,22.40921
2022-02-04,23.47209
2022-02-05,9.8317
2022-02-06,13.81753
2022-02-07,17.89193
2022-02-08,21.25775
2022-02-09,27.90079
2022-02-10,24.26926
2022-02-11,22.7635
2022-02-12,13.81753
2022-02-13,11.69176
2022-02-14,20.10628
2022-02-15,18.6891
2022-02-16,23.02922
2022-02-17,25.33215
2022-02-18,20.01771
2022-02-19,9.65456
2022-02-20,9.47741
2022-02-21,23.02922
2022-02-22,20.10628
2022-02-23,22.14348
2022-02-24,22.67493
2022-02-25,31.00088
2022-02-26,13.28609
2022-02-27,10.36315
2022-02-28,39.50398
2022-03-01,20.90345
2022-03-02,38.97254
2022-03-03,20.81488
2022-03-04,15.50044
2022-03-05,9.03454
2022-03-06,7.70593
2022-03-07,15.50044
2022-03-08,12.66607
2022-03-09,7.61736
2022-03-10,14.88042
2022-03-11,16.56333
2022-03-12,8.94596
2022-03-13,7.70593
2022-03-14,16.91762
2022-03-15,16.2976
2022-03-16,14.43755
2022-03-17,18.24623
2022-03-18,21.96634
2022-03-19,13.28609
2022-03-20,12.84322
2022-03-21,20.28343
2022-03-22,19.57484
2022-03-23,19.84056
2022-03-24,15.32329
2022-03-25,22.32063
2022-03-26,16.91762
2022-03-27,11.86891
2022-03-28,23.38352
2022-03-29,28.78653
2022-03-30,28.52081
2022-03-31,25.77502
2022-04-01,42.78122
2022-04-02,12.40035
2022-04-03,8.68024
2022-04-04,14.43755
2022-04-05,16.82905
2022-04-06,12.5775
2022-04-07,10.27457
2022-04-08,14.88042
2022-04-09,8.06023
2022-04-10,7.61736
2022-04-11,12.04605
2022-04-12,11.69176
2022-04-13,14.08325
2022-04-14,12.40035
2022-04-15,15.05757
2022-04-16,7.52878
2022-04-17,5.13728
2022-04-18,9.03454
2022-04-19,9.30026
2022-04-20,11.07174
2022-04-21,16.03188
2022-04-22,15.14614
2022-04-23,6.46589
2022-04-24,5.22586
2022-04-25,7.70593
2022-04-26,8.76882
2022-04-27,12.5775
2022-04-28,11.24889
2022-04-29,9.38883
2022-04-30,4.96014
2022-05-01,5.31443
2022-05-02,6.1116
2022-05-03,9.47741
2022-05-04,6.73162
2022-05-05,2.48007
2022-05-06,6.02302
2022-05-07,3.98582
2022-05-08,3.18866
2022-05-09,6.55447
2022-05-10,5.49158
2022-05-11,5.58015
2022-05-12,6.20017
2022-05-13,6.82019
2022-05-14,3.36581
2022-05-15,2.56864
2022-05-16,4.25155
2022-05-17,6.99734
2022-05-18,7.7945
2022-05-19,4.87156
2022-05-20,6.46589
2022-05-21,3.7201
2022-05-22,3.27723
2022-05-23,5.93445
2022-05-24,4.34012
2022-05-25,6.20017
2022-05-26,5.93445
2022-05-27,4.16297
2022-05-28,2.83436
2022-05-29,3.01151
2022-05-30,3.7201
2022-05-31,7.17449
2022-06-01,2.48007
2022-06-02,5.04871
2022-06-03,5.22586
2022-06-04,3.80868
2022-06-05,3.10008
2022-06-06,1.6829
2022-06-07,4.42869
2022-06-08,4.96014
2022-06-09,8.68024
2022-06-10,11.24889
2022-06-11,3.89725
2022-06-12,2.74579
2022-06-13,7.52878
2022-06-14,6.37732
2022-06-15,5.49158
2022-06-16,5.58015
2022-06-17,8.32595
2022-06-18,1.77147
2022-06-19,2.12577
2022-06-20,7.70593
2022-06-21,5.84588
2022-06-22,6.46589
2022-06-23,5.66873
2022-06-24,6.90876
2022-06-25,1.50575
2022-06-26,2.65721
2022-06-27,3.45438
2022-06-28,6.37732
2022-06-29,6.37732
2022-06-30,4.87156
2022-07-01,4.96014
2022-07-02,1.59433
2022-07-03,1.86005
2022-07-04,4.51727
2022-07-05,4.51727
2022-07-06,3.98582
2022-07-07,5.04871
2022-07-08,1.50575
2022-07-09,1.41718
2022-07-10,1.15146
2022-07-11,2.12577
2022-07-12,1.59433
2022-07-13,2.12577
2022-07-14,2.65721
2022-07-15,1.86005
2022-07-16,1.15146
2022-07-17,1.41718
2022-07-18,1.94862
2022-07-19,2.30292
2022-07-20,1.06288
2022-07-21,1.59433
2022-07-22,1.6829
2022-07-23,0.88573
2022-07-24,0.44286
2022-07-25,2.74579
2022-07-26,2.12577
2022-07-27,0.79716
2022-07-28,1.06288
2022-07-29,1.15146
2022-07-30,0.44286
2022-07-31,1.50575
2022-08-01,1.24003
2022-08-02,2.21434
2022-08-03,3.10008
2022-08-04,2.92294
2022-08-05,2.83436
2022-08-06,0.97431
2022-08-07,0.88573
2022-08-08,2.30292
2022-08-09,2.0372
2022-08-10,3.54295
2022-08-11,1.77147
2022-08-12,2.48007
2022-08-13,1.77147
2022-08-14,1.24003
2022-08-15,1.06288
2022-08-16,3.89725
2022-08-17,2.83436
2022-08-18,3.10008
2022-08-19,3.18866
2022-08-20,2.0372
2022-08-21,2.0372
2022-08-22,2.21434
2022-08-23,2.74579
2022-08-24,1.86005
2022-08-25,3.7201
2022-08-26,4.34012
2022-08-27,0.79716
2022-08-28,1.94862
2022-08-29,2.83436
2022-08-30,4.42869
2022-08-31,4.0744
2022-09-01,2.83436
2022-09-02,2.92294
2022-09-03,2.30292
2022-09-04,2.21434
2022-09-05,2.48007
2022-09-06,4.87156
2022-09-07,4.25155
2022-09-08,2.83436
2022-09-09,1.86005
2022-09-10,1.86005
2022-09-11,2.92294
2022-09-12,1.50575
2022-09-13,2.92294
2022-09-14,3.7201
2022-09-15,4.16297
2022-09-16,5.13728
2022-09-17,3.27723
2022-09-18,2.65721
2022-09-19,6.20017
2022-09-20,2.65721
2022-09-21,1.3286
2022-09-22,1.86005
2022-09-23,1.77147
2022-09-24,0.79716
2022-09-25,1.24003
2022-09-26,2.83436
2022-09-27,4.51727
2022-09-28,5.40301
2022-09-29,4.78299
2022-09-30,3.89725
2022-10-01,2.0372
2022-10-02,1.86005
2022-10-03,2.21434
2022-10-04,6.02302
2022-10-05,4.25155
2022-10-06,3.54295
2022-10-07,4.16297
2022-10-08,1.41718
2022-10-09,1.41718
2022-10-10,0.88573
2022-10-11,4.42869
2022-10-12,5.7573
2022-10-13,5.66873
2022-10-14,3.10008
2022-10-15,2.48007
2022-10-16,1.50575
2022-10-17,5.66873
2022-10-18,5.7573
2022-10-19,6.73162
2022-10-20,4.96014
2022-10-21,7.52878
2022-10-22,3.54295
2022-10-23,2.65721
2022-10-24,5.84588
2022-10-25,3.27723
2022-10-26,6.46589
2022-10-27,4.42869
2022-10-28,4.34012
2022-10-29,2.56864
2022-10-30,1.77147
2022-10-31,2.65721
2022-11-01,3.54295
2022-11-02,7.88308
2022-11-03,3.63153
2022-11-04,6.02302
2022-11-05,3.36581
2022-11-06,2.30292
2022-11-07,5.31443
2022-11-08,8.76882
2022-11-09,6.64304
2022-11-10,5.49158
2022-11-11,6.1116
2022-11-12,2.74579
2022-11-13,3.27723
2022-11-14,4.25155
2022-11-15,10.36315
2022-11-16,7.97165
2022-11-17,6.64304
2022-11-18,5.40301
2022-11-19,3.01151
2022-11-20,2.65721
2022-11-21,4.16297
2022-11-22,5.58015
2022-11-23,6.73162
2022-11-24,6.64304
2022-11-25,5.13728
2022-11-26,1.59433
2022-11-27,2.0372
2022-11-28,2.83436
2022-11-29,5.31443
2022-11-30,6.46589
2022-12-01,8.1488
2022-12-02,7.7945
2022-12-03,2.92294
2022-12-04,3.36581
2022-12-05,6.46589
2022-12-06,7.08591
2022-12-07,7.7945
2022-12-08,7.17449
2022-12-09,7.35163
2022-12-10,4.60584
2022-12-11,4.25155
2022-12-12,7.70593
2022-12-13,7.7945
2022-12-14,9.38883
2022-12-15,7.97165
2022-12-16,9.21169
2022-12-17,3.10008
2022-12-18,3.80868
2022-12-19,7.17449
2022-12-20,9.56598
2022-12-21,11.95748
2022-12-22,13.02037
2022-12-23,8.32595
2022-12-24,5.13728
2022-12-25,6.55447
2022-12-26,18.6891
2022-12-27,28.69796
2022-12-28,36.31532
2022-12-29,15.85473
2022-12-30,8.68024
2022-12-31,4.0744
2023-01-01,4.25155
2023-01-02,21.0806
2023-01-03,13.72896
2023-01-04,13.90611
2023-01-05,12.13463
2023-01-06,10.62887
2023-01-07,7.44021
2023-01-08,5.66873
2023-01-09,14.6147
2023-01-10,12.04605
2023-01-11,11.78033
2023-01-12,9.8317
2023-01-13,12.13463
2023-01-14,4.69441
2023-01-15,7.70593
2023-01-16,13.90611
2023-01-17,7.97165
2023-01-18,9.47741
2023-01-19,8.32595
2023-01-20,8.68024
2023-01-21,4.60584
2023-01-22,6.37732
2023-01-23,4.51727
2023-01-24,6.02302
2023-01-25,15.85473
2023-01-26,20.99202
2023-01-27,23.29495
2023-01-28,8.85739
2023-01-29,8.59167
2023-01-30,18.3348
2023-01-31,18.86625
2023-02-01,26.21789
2023-02-02,19.48627
2023-02-03,20.54915
2023-02-04,9.47741
2023-02-05,8.32595
2023-02-06,22.32063
2023-02-07,23.73782
2023-02-08,24.71213
2023-02-09,32.24092
2023-02-10,21.78919
2023-02-11,12.48892
2023-02-12,9.74313
2023-02-13,20.54915
2023-02-14,26.04074
2023-02-15,17.36049
2023-02-16,17.62621
2023-02-17,16.56333
2023-02-18,11.16031
2023-02-19,8.1488
2023-02-20,21.16917
2023-02-21,21.96634
2023-02-22,19.13197
2023-02-23,22.94065
2023-02-24,21.87776
2023-02-25,10.36315
2023-02-26,12.31178
2023-02-27,22.58635
2023-02-28,43.40124
2023-03-01,20.54915
2023-03-02,35.60673
2023-03-03,31.08945
2023-03-04,12.48892
2023-03-05,13.46324
2023-03-06,42.07263
2023-03-07,36.66961
2023-03-08,16.47475
2023-03-09,13.55181
2023-03-10,11.33746
2023-03-11,5.58015
2023-03-12,6.1116
2023-03-13,13.64038
2023-03-14,10.89459
2023-03-15,10.80602
2023-03-16,12.31178
2023-03-17,13.90611
2023-03-18,4.51727
2023-03-19,7.26306
2023-03-20,11.95748
2023-03-21,12.93179
2023-03-22,11.78033
2023-03-23,13.37466
2023-03-24,14.6147
2023-03-25,6.20017
2023-03-26,6.46589
2023-03-27,13.19751
2023-03-28,13.99468
2023-03-29,14.96899
2023-03-30,16.03188
2023-03-31,14.6147
2023-04-01,9.56598
2023-04-02,8.41452
2023-04-03,25.42072
2023-04-04,22.49778
2023-04-05,20.54915
2023-04-06,20.46058
2023-04-07,41.00974
2023-04-08,11.95748
2023-04-09,9.30026
2023-04-10,16.91762
2023-04-11,15.76616
2023-04-12,12.75465
2023-04-13,13.19751
2023-04-14,17.44906
2023-04-15,8.32595
2023-04-16,6.28875
2023-04-17,10.00885
2023-04-18,10.98317
2023-04-19,10.27457
2023-04-20,9.56598
2023-04-21,11.24889
2023-04-22,6.82019
2023-04-23,5.58015
2023-04-24,8.59167
2023-04-25,7.44021
2023-04-26,6.90876
2023-04-27,10.89459
2023-04-28,8.59167
2023-04-29,5.40301
2023-04-30,3.01151
2023-05-01,3.80868
2023-05-02,5.84588
2023-05-03,6.20017
2023-05-04,6.28875
2023-05-05,4.16297
2023-05-06,4.69441
2023-05-07,5.13728
2023-05-08,7.70593
2023-05-09,5.04871
2023-05-10,6.1116
2023-05-11,4.78299
2023-05-12,4.51727
2023-05-13,2.65721
2023-05-14,3.18866
2023-05-15,5.66873
2023-05-16,5.66873
2023-05-17,9.21169
2023-05-18,7.52878
2023-05-19,5.7573
2023-05-20,9.65456
2023-05-21,5.04871
2023-05-22,10.09743
2023-05-23,8.5031
2023-05-24,8.41452
2023-05-25,7.44021
2023-05-26,7.35163
2023-05-27,9.38883
2023-05-28,7.97165
