date,성우하이텍주가
2020-08-20,0.74109
2020-08-21,0.62463
2020-08-22,0.0741
2020-08-23,0.03705
2020-08-24,0.53993
2020-08-25,0.72521
2020-08-26,0.61404
2020-08-27,0.67227
2020-08-28,0.78873
2020-08-29,0.06352
2020-08-30,0.08998
2020-08-31,0.87872
2020-09-01,1.0587
2020-09-02,0.70403
2020-09-03,0.7358
2020-09-04,0.79932
2020-09-05,0.11116
2020-09-06,0.06881
2020-09-07,0.72521
2020-09-08,0.57699
2020-09-09,0.66169
2020-09-10,0.66169
2020-09-11,0.62463
2020-09-12,0.08469
2020-09-14,0.82579
2020-09-15,1.43454
2020-09-16,1.10634
2020-09-17,1.31279
2020-09-18,1.68863
2020-09-19,0.53464
2020-09-20,0.5664
2020-09-21,2.56206
2020-09-22,2.46678
2020-09-23,1.83685
2020-09-24,1.3075
2020-09-25,1.51924
2020-09-26,0.17468
2020-09-27,0.15351
2020-09-28,1.58805
2020-09-29,1.78391
2020-09-30,0.34407
2020-10-01,0.22762
2020-10-02,0.21703
2020-10-03,0.15351
2020-10-04,0.19056
2020-10-05,2.90085
2020-10-06,2.84791
2020-10-07,4.86475
2020-10-08,5.09237
2020-10-09,0.79402
2020-10-10,0.5717
2020-10-11,0.50817
2020-10-12,3.46725
2020-10-13,2.7738
2020-10-14,5.46821
2020-10-15,2.95378
2020-10-16,2.86379
2020-10-17,0.33878
2020-10-18,0.25408
2020-10-19,2.86379
2020-10-20,2.83203
2020-10-21,2.37679
2020-10-22,2.13329
2020-10-23,2.3662
2020-10-24,0.25408
2020-10-25,0.20644
2020-10-26,2.13329
2020-10-27,2.27621
2020-10-28,2.6097
2020-10-29,1.75745
2020-10-30,1.61981
2020-10-31,0.20115
2020-11-01,0.12704
2020-11-02,1.89508
2020-11-03,1.67275
2020-11-04,1.90037
2020-11-05,2.47737
2020-11-06,1.80509
2020-11-07,0.11645
2020-11-08,0.19586
2020-11-09,1.97448
2020-11-10,1.85273
2020-11-11,1.88449
2020-11-12,1.81038
2020-11-13,3.16023
2020-11-14,0.42877
2020-11-15,0.41818
2020-11-16,3.15494
2020-11-17,4.0813
2020-11-18,3.46196
2020-11-19,2.85321
2020-11-20,2.38738
2020-11-21,0.34407
2020-11-22,0.19586
2020-11-23,2.74204
2020-11-24,2.25504
2020-11-25,2.2868
2020-11-26,2.4456
2020-11-27,2.41914
2020-11-28,0.38642
2020-11-29,0.42348
2020-11-30,2.9379
2020-12-01,2.23386
2020-12-02,1.90566
2020-12-03,2.70499
2020-12-04,2.36091
2020-12-05,0.44465
2020-12-06,0.25938
2020-12-07,1.97448
2020-12-08,2.02212
2020-12-09,2.37149
2020-12-10,2.49854
2020-12-11,2.5303
2020-12-12,0.34407
2020-12-13,0.25938
2020-12-14,2.038
2020-12-15,2.06976
2020-12-16,2.22857
2020-12-17,2.04859
2020-12-18,2.46148
2020-12-19,0.34407
2020-12-20,0.21703
2020-12-21,1.97977
2020-12-22,1.7945
2020-12-23,2.22857
2020-12-24,10.08416
2020-12-25,2.98554
2020-12-26,2.63088
2020-12-27,2.54618
2020-12-28,13.22322
2020-12-29,10.19533
2020-12-30,12.77857
2020-12-31,3.22905
2021-01-01,2.21269
2021-01-02,2.49854
2021-01-03,2.90614
2021-01-04,17.70684
2021-01-05,16.88105
2021-01-06,18.87142
2021-01-07,14.77952
2021-01-08,23.72558
2021-01-09,4.88063
2021-01-10,4.4095
2021-01-11,21.35408
2021-01-12,17.10867
2021-01-13,16.33052
2021-01-14,18.26795
2021-01-15,17.16161
2021-01-16,3.14964
2021-01-17,2.615
2021-01-18,19.68662
2021-01-19,20.08363
2021-01-20,19.89836
2021-01-21,18.65967
2021-01-22,40.98777
2021-01-23,7.62797
2021-01-24,6.5375
2021-01-25,34.31263
2021-01-26,23.49796
2021-01-27,21.84638
2021-01-28,20.23185
2021-01-29,17.4951
2021-01-30,2.615
2021-01-31,2.51442
2021-02-01,20.28479
2021-02-02,22.4816
2021-02-03,20.62887
2021-02-04,21.49171
2021-02-05,17.46863
2021-02-06,2.40326
2021-02-07,1.95331
2021-02-08,15.00714
2021-02-09,13.18617
2021-02-10,10.77232
2021-02-11,1.52982
2021-02-12,1.31279
2021-02-13,1.39749
2021-02-14,1.39749
2021-02-15,12.76269
2021-02-16,11.43401
2021-02-17,9.93065
2021-02-18,10.08946
2021-02-19,9.48599
2021-02-20,1.4663
2021-02-21,1.34984
2021-02-22,8.8243
2021-02-23,8.57021
2021-02-24,9.98888
2021-02-25,10.17415
2021-02-26,9.04134
2021-02-27,1.42395
2021-02-28,1.09046
2021-03-01,1.31279
2021-03-02,8.95664
2021-03-03,7.79207
2021-03-04,6.98216
2021-03-05,6.35752
2021-03-06,1.17516
2021-03-07,1.01635
2021-03-08,6.47398
2021-03-09,6.2887
2021-03-10,6.65396
2021-03-11,9.78772
2021-03-12,7.77618
2021-03-13,1.39749
2021-03-14,1.1434
2021-03-15,6.71748
2021-03-16,6.63808
2021-03-17,5.91286
2021-03-18,6.39457
2021-03-19,6.16166
2021-03-20,0.94224
2021-03-21,0.93695
2021-03-22,8.72373
2021-03-23,8.64432
2021-03-24,6.81806
2021-03-25,6.89217
2021-03-26,6.54279
2021-03-27,1.25985
2021-03-28,0.95283
2021-03-29,6.54809
2021-03-30,7.17272
2021-03-31,6.76512
2021-04-01,6.62749
2021-04-02,9.61833
2021-04-03,1.43454
2021-04-04,1.05341
2021-04-05,7.88735
2021-04-06,6.16166
2021-04-07,6.51103
2021-04-08,6.93981
2021-04-09,5.48409
2021-04-10,0.8099
2021-04-11,0.487
2021-04-12,6.38399
2021-04-13,6.32047
2021-04-14,6.46868
2021-04-15,6.00285
2021-04-16,6.15107
2021-04-17,0.68815
2021-04-18,0.50817
2021-04-19,5.82817
2021-04-20,7.49033
2021-04-21,6.56926
2021-04-22,5.78053
2021-04-23,5.4735
2021-04-24,0.78344
2021-04-25,0.55052
2021-04-26,6.11931
2021-04-27,5.21941
2021-04-28,5.4735
2021-04-29,5.60584
2021-04-30,5.66936
2021-05-01,0.68286
2021-05-02,0.48171
2021-05-03,6.18813
2021-05-04,5.10295
2021-05-05,0.79932
2021-05-06,4.78534
2021-05-07,4.67418
2021-05-08,0.65639
2021-05-09,0.49759
2021-05-10,5.28293
2021-05-11,4.37774
2021-05-12,5.11883
2021-05-13,4.49949
2021-05-14,5.51056
2021-05-15,0.72521
2021-05-16,0.62992
2021-05-17,5.52644
2021-05-18,6.80218
2021-05-19,1.94272
2021-05-20,7.47975
2021-05-21,8.30024
2021-05-22,1.31279
2021-05-23,0.86813
2021-05-24,6.8657
2021-05-25,6.67513
2021-05-26,7.80795
2021-05-27,6.23048
2021-05-28,10.80408
2021-05-29,1.8792
2021-05-30,2.26033
2021-05-31,9.57598
2021-06-01,11.86808
2021-06-02,12.00571
2021-06-03,10.56587
2021-06-04,13.32909
2021-06-05,2.65735
2021-06-06,2.41914
2021-06-07,14.52543
2021-06-08,11.51341
2021-06-09,13.41379
2021-06-10,12.87914
2021-06-11,12.75739
2021-06-12,1.8739
2021-06-13,1.3022
2021-06-14,9.83537
2021-06-15,8.6655
2021-06-16,8.57021
2021-06-17,7.5221
2021-06-18,7.16214
2021-06-19,1.27044
2021-06-20,0.91578
2021-06-21,7.04038
2021-06-22,9.08898
2021-06-23,7.69149
2021-06-24,16.12408
2021-06-25,11.8522
2021-06-26,2.05388
2021-06-27,2.56206
2021-06-28,12.51389
2021-06-29,9.47011
2021-06-30,9.74008
2021-07-01,10.00476
2021-07-02,7.98263
2021-07-03,1.03753
2021-07-04,0.75697
2021-07-05,8.27907
2021-07-06,7.98793
2021-07-07,6.97157
2021-07-08,6.75983
2021-07-09,6.36281
2021-07-10,1.36572
2021-07-11,0.82579
2021-07-12,8.26848
2021-07-13,7.46387
2021-07-14,6.35223
2021-07-15,6.69101
2021-07-16,5.62172
2021-07-17,0.93166
2021-07-18,0.74638
2021-07-19,5.1453
2021-07-20,5.23529
2021-07-21,7.04568
2021-07-22,6.91863
2021-07-23,5.48409
2021-07-24,0.74109
2021-07-25,0.47112
2021-07-26,5.4735
2021-07-27,5.54761
2021-07-28,4.36186
2021-07-29,4.5789
2021-07-30,5.02884
2021-07-31,0.64051
2021-08-01,0.54523
2021-08-02,5.73818
2021-08-03,5.00767
2021-08-04,4.93885
2021-08-05,5.00238
2021-08-06,7.38976
2021-08-07,1.00047
2021-08-08,0.96342
2021-08-09,6.781
2021-08-10,5.20882
2021-08-11,5.33058
2021-08-12,6.31517
2021-08-13,5.05531
2021-08-14,0.77814
2021-08-15,0.50817
2021-08-16,1.06929
2021-08-17,4.97591
2021-08-18,5.717
2021-08-19,5.74876
2021-08-20,5.11883
2021-08-21,0.74638
2021-08-22,0.42348
2021-08-23,5.42057
2021-08-24,5.65348
2021-08-25,5.5582
2021-08-26,5.56878
2021-08-27,5.34646
2021-08-28,0.86813
2021-08-29,0.64051
2021-08-30,5.17177
2021-08-31,4.69006
2021-09-01,4.79064
2021-09-02,4.74829
2021-09-03,5.01296
2021-09-04,0.61404
2021-09-05,0.36525
2021-09-06,4.96532
2021-09-07,4.19776
2021-09-08,6.10343
2021-09-09,4.28775
2021-09-10,4.46244
2021-09-11,0.39172
2021-09-12,0.38642
2021-09-13,4.19776
2021-09-14,3.73193
2021-09-15,3.34021
2021-09-16,3.35609
2021-09-17,3.4302
2021-09-18,0.37584
2021-09-19,0.23291
2021-09-20,0.28055
2021-09-21,0.21174
2021-09-22,0.26467
2021-09-23,3.70017
2021-09-24,3.7584
2021-09-25,0.4076
2021-09-26,0.33878
2021-09-27,3.49372
2021-09-28,3.58371
2021-09-29,3.57842
2021-09-30,3.72664
2021-10-01,3.27139
2021-10-02,0.65639
2021-10-03,0.38113
2021-10-04,0.84167
2021-10-05,3.55195
2021-10-06,3.44608
2021-10-07,3.88544
2021-10-08,4.72711
2021-10-09,0.47112
2021-10-10,0.33349
2021-10-11,0.76226
2021-10-12,3.9225
2021-10-13,4.85416
2021-10-14,4.86475
2021-10-15,3.81663
2021-10-16,0.44994
2021-10-17,0.3229
2021-10-18,4.18188
2021-10-19,4.06013
2021-10-20,3.55195
2021-10-21,3.77957
2021-10-22,3.28198
2021-10-23,0.35995
2021-10-24,0.25408
2021-10-25,3.5943
2021-10-26,3.90132
2021-10-27,3.32433
2021-10-28,3.14435
2021-10-29,3.17611
2021-10-30,0.36525
2021-10-31,0.20644
2021-11-01,3.42491
2021-11-02,3.2661
2021-11-03,3.04377
2021-11-04,3.7584
2021-11-05,3.66312
2021-11-06,0.35466
2021-11-07,0.30702
2021-11-08,3.31904
2021-11-09,2.81086
2021-11-10,3.64723
2021-11-11,3.79016
2021-11-12,3.49902
2021-11-13,0.35995
2021-11-14,0.31231
2021-11-15,3.70017
2021-11-16,3.76369
2021-11-17,3.55724
2021-11-18,3.4302
2021-11-19,3.34021
2021-11-20,0.33878
2021-11-21,0.3229
2021-11-22,4.48361
2021-11-23,3.70017
2021-11-24,3.37726
2021-11-25,3.00142
2021-11-26,2.87967
2021-11-27,0.37054
2021-11-28,0.31231
2021-11-29,3.29257
2021-11-30,3.38256
2021-12-01,3.57313
2021-12-02,3.77428
2021-12-03,3.63665
2021-12-04,0.41289
2021-12-05,0.2382
2021-12-06,3.44079
2021-12-07,3.42491
2021-12-08,3.25551
2021-12-09,3.25551
2021-12-10,2.87438
2021-12-11,0.34937
2021-12-12,0.42348
2021-12-13,3.679
2021-12-14,3.19728
2021-12-15,2.91143
2021-12-16,2.89555
2021-12-17,3.46725
2021-12-18,0.52935
2021-12-19,0.35995
2021-12-20,2.83203
2021-12-21,3.14964
2021-12-22,3.8378
2021-12-23,3.73722
2021-12-24,3.56254
2021-12-25,0.49759
2021-12-26,0.70403
2021-12-27,3.14435
2021-12-28,3.88015
2021-12-29,3.12318
2021-12-30,2.96966
2021-12-31,0.91048
2022-01-01,0.30702
2022-01-02,0.30173
2022-01-03,2.93261
2022-01-04,4.69006
2022-01-05,4.37774
2022-01-06,3.85368
2022-01-07,3.74781
2022-01-08,0.47641
2022-01-09,0.34407
2022-01-10,3.47255
2022-01-11,3.0226
2022-01-12,3.59959
2022-01-13,3.46196
2022-01-14,2.71028
2022-01-15,0.42348
2022-01-16,0.22232
2022-01-17,2.89026
2022-01-18,3.17082
2022-01-19,3.08083
2022-01-20,3.00142
2022-01-21,2.6097
2022-01-22,0.29643
2022-01-23,0.34407
2022-01-24,2.44031
2022-01-25,2.58853
2022-01-26,2.58853
2022-01-27,2.81086
2022-01-28,3.13906
2022-01-29,0.50288
2022-01-30,0.26467
2022-01-31,0.22762
2022-02-01,0.25408
2022-02-02,0.31231
2022-02-03,2.98554
2022-02-04,2.89026
2022-02-05,0.41818
2022-02-06,0.31761
2022-02-07,2.56206
2022-02-08,2.51971
2022-02-09,2.82144
2022-02-10,2.76322
2022-02-11,2.27621
2022-02-12,0.28055
2022-02-13,0.25938
2022-02-14,2.21269
2022-02-15,2.27621
2022-02-16,2.67852
2022-02-17,2.6944
2022-02-18,2.33973
2022-02-19,0.26467
2022-02-20,0.23291
2022-02-21,2.615
2022-02-22,2.42443
2022-02-23,2.40855
2022-02-24,2.31856
2022-02-25,2.70499
2022-02-26,0.30173
2022-02-27,0.20115
2022-02-28,2.2868
2022-03-01,0.30173
2022-03-02,2.27621
2022-03-03,2.96437
2022-03-04,2.32915
2022-03-05,0.25938
2022-03-06,0.16939
2022-03-07,2.06447
2022-03-08,1.97977
2022-03-09,0.26996
2022-03-10,2.49325
2022-03-11,2.38738
2022-03-12,0.28055
2022-03-13,0.15351
2022-03-14,2.31856
2022-03-15,2.02212
2022-03-16,2.45619
2022-03-17,2.70499
2022-03-18,2.31856
2022-03-19,0.33349
2022-03-20,0.33878
2022-03-21,2.40855
2022-03-22,2.33973
2022-03-23,2.44031
2022-03-24,2.18622
2022-03-25,1.90566
2022-03-26,0.25938
2022-03-27,0.17468
2022-03-28,2.02212
2022-03-29,2.98554
2022-03-30,3.16552
2022-03-31,2.44031
2022-04-01,1.96389
2022-04-02,0.28055
2022-04-03,0.2382
2022-04-04,2.72616
2022-04-05,2.2815
2022-04-06,2.06976
2022-04-07,1.93213
2022-04-08,1.91096
2022-04-09,0.31761
2022-04-10,0.20644
2022-04-11,2.13329
2022-04-12,1.8792
2022-04-13,2.49325
2022-04-14,2.2815
2022-04-15,1.95331
2022-04-16,0.30173
2022-04-17,0.23291
2022-04-18,2.40326
2022-04-19,2.65205
2022-04-20,2.90085
2022-04-21,2.78439
2022-04-22,2.38208
2022-04-23,0.79932
2022-04-24,0.4023
2022-04-25,2.58324
2022-04-26,3.39315
2022-04-27,2.78439
2022-04-28,2.79498
2022-04-29,2.65205
2022-04-30,0.3229
2022-05-01,0.26467
2022-05-02,2.51971
2022-05-03,2.54618
2022-05-04,2.38738
2022-05-05,0.35995
2022-05-06,1.94272
2022-05-07,0.33878
2022-05-08,0.2435
2022-05-09,2.01683
2022-05-10,2.02212
2022-05-11,2.41384
2022-05-12,2.49854
2022-05-13,2.41914
2022-05-14,0.29643
2022-05-15,0.21174
2022-05-16,2.50383
2022-05-17,3.40903
2022-05-18,2.7791
2022-05-19,2.69969
2022-05-20,2.92202
2022-05-21,0.4023
2022-05-22,0.31231
2022-05-23,2.4509
2022-05-24,2.48266
2022-05-25,3.14964
2022-05-26,2.65735
2022-05-27,2.40326
2022-05-28,0.26996
2022-05-29,0.30173
2022-05-30,2.79498
2022-05-31,4.46244
2022-06-01,0.83637
2022-06-02,4.15541
2022-06-03,3.41961
2022-06-04,0.43406
2022-06-05,0.38642
2022-06-06,0.47112
2022-06-07,2.93261
2022-06-08,3.63665
2022-06-09,3.71076
2022-06-10,3.06495
2022-06-11,0.52935
2022-06-12,0.51876
2022-06-13,2.6944
2022-06-14,2.54618
2022-06-15,2.49325
2022-06-16,2.58324
2022-06-17,2.35561
2022-06-18,0.35995
2022-06-19,0.22762
2022-06-20,2.22328
2022-06-21,2.02742
2022-06-22,1.96919
2022-06-23,2.10682
2022-06-24,1.99036
2022-06-25,0.38113
2022-06-26,0.32819
2022-06-27,2.58853
2022-06-28,2.24445
2022-06-29,1.80509
2022-06-30,2.13858
2022-07-01,1.99565
2022-07-02,0.27526
2022-07-03,0.12704
2022-07-04,1.81567
2022-07-05,2.27092
2022-07-06,2.02212
2022-07-07,2.11741
2022-07-08,2.06447
2022-07-09,0.25408
2022-07-10,0.20115
2022-07-11,2.09623
2022-07-12,1.77333
2022-07-13,3.10729
2022-07-14,2.22857
2022-07-15,1.98507
2022-07-16,0.36525
2022-07-17,0.29114
2022-07-18,2.89555
2022-07-19,3.17611
2022-07-20,2.68381
2022-07-21,2.68911
2022-07-22,2.33973
2022-07-23,0.53464
2022-07-24,0.5717
2022-07-25,9.16309
2022-07-26,6.16166
2022-07-27,4.44126
2022-07-28,4.92297
2022-07-29,4.30893
2022-07-30,1.11164
2022-07-31,0.94754
2022-08-01,3.74781
2022-08-02,3.49372
2022-08-03,4.61595
2022-08-04,4.15541
2022-08-05,3.21846
2022-08-06,0.88401
2022-08-07,0.69345
2022-08-08,3.62606
2022-08-09,3.47255
2022-08-10,2.87438
2022-08-11,3.77957
2022-08-12,3.83251
2022-08-13,0.58758
2022-08-14,0.47641
2022-08-15,0.56111
2022-08-16,5.21941
2022-08-17,3.39315
2022-08-18,3.44608
2022-08-19,3.84309
2022-08-20,0.68815
2022-08-21,0.52405
2022-08-22,2.92731
2022-08-23,3.1867
2022-08-24,4.56831
2022-08-25,3.91191
2022-08-26,3.08083
2022-08-27,0.51876
2022-08-28,0.36525
2022-08-29,2.56736
2022-08-30,3.40903
2022-08-31,3.19728
2022-09-01,2.81086
2022-09-02,3.92779
2022-09-03,0.67227
2022-09-04,0.64051
2022-09-05,5.31999
2022-09-06,7.41093
2022-09-07,7.66502
2022-09-08,6.4581
2022-09-09,0.74638
2022-09-10,0.51876
2022-09-11,0.62992
2022-09-12,1.15928
2022-09-13,6.6169
2022-09-14,4.55772
2022-09-15,5.92874
2022-09-16,4.84357
2022-09-17,1.00576
2022-09-18,0.92636
2022-09-19,3.76899
2022-09-20,6.63278
2022-09-21,5.21412
2022-09-22,4.0019
2022-09-23,3.32962
2022-09-24,0.58758
2022-09-25,0.57699
2022-09-26,2.87438
2022-09-27,3.11788
2022-09-28,3.32962
2022-09-29,3.19199
2022-09-30,2.6944
2022-10-01,0.44994
2022-10-02,0.29114
2022-10-03,0.44994
2022-10-04,3.29257
2022-10-05,2.67852
2022-10-06,2.45619
2022-10-07,2.21269
2022-10-08,0.32819
2022-10-09,0.19056
2022-10-10,0.42877
2022-10-11,1.94272
2022-10-12,2.06447
2022-10-13,2.11211
2022-10-14,9.04134
2022-10-15,2.82674
2022-10-16,2.02742
2022-10-17,10.12122
2022-10-18,27.7963
2022-10-19,15.33005
2022-10-20,9.26367
2022-10-21,7.90323
2022-10-22,1.77333
2022-10-23,2.13858
2022-10-24,11.98454
2022-10-25,9.81949
2022-10-26,8.16791
2022-10-27,7.64914
2022-10-28,6.72277
2022-10-29,1.33926
2022-10-30,0.98459
2022-10-31,6.37869
2022-11-01,6.36811
2022-11-02,5.57408
2022-11-03,4.64242
2022-11-04,5.31999
2022-11-05,1.41866
2022-11-06,1.14869
2022-11-07,6.96098
2022-11-08,7.95616
2022-11-09,10.02593
2022-11-10,9.2372
2022-11-11,8.87724
2022-11-12,2.43502
2022-11-13,3.39844
2022-11-14,24.27611
2022-11-15,15.18183
2022-11-16,11.524
2022-11-17,10.23238
2022-11-18,9.94124
2022-11-19,2.14917
2022-11-20,1.91625
2022-11-21,8.23672
2022-11-22,6.9451
2022-11-23,7.74972
2022-11-24,7.56444
2022-11-25,6.06638
2022-11-26,1.50865
2022-11-27,1.15928
2022-11-28,7.31565
2022-11-29,7.91911
2022-11-30,9.90948
2022-12-01,8.10438
2022-12-02,6.35752
2022-12-03,1.06399
2022-12-04,1.41337
2022-12-05,5.58996
2022-12-06,4.75887
2022-12-07,4.53125
2022-12-08,4.26128
2022-12-09,4.95474
2022-12-10,1.01635
2022-12-11,0.87872
2022-12-12,4.07072
2022-12-13,4.34069
2022-12-14,4.28775
2022-12-15,3.62606
2022-12-16,3.04377
2022-12-17,0.7358
2022-12-18,0.57699
2022-12-19,3.29786
2022-12-20,3.31374
2022-12-21,3.29786
2022-12-22,3.29786
2022-12-23,3.04907
2022-12-24,0.67757
2022-12-25,0.60346
2022-12-26,3.32962
2022-12-27,3.17082
2022-12-28,3.21317
2022-12-29,2.74734
2022-12-30,1.23868
2022-12-31,0.28585
2023-01-01,0.41289
2023-01-02,3.81663
2023-01-03,3.46196
2023-01-04,3.1814
2023-01-05,3.16023
2023-01-06,3.50431
2023-01-07,0.79932
2023-01-08,0.68815
2023-01-09,3.92779
2023-01-10,3.21317
2023-01-11,3.61018
2023-01-12,3.73722
2023-01-13,3.66312
2023-01-14,0.49759
2023-01-15,0.47112
2023-01-16,2.93261
2023-01-17,2.81615
2023-01-18,2.51442
2023-01-19,2.64146
2023-01-20,2.14917
2023-01-21,0.33878
2023-01-22,0.37054
2023-01-23,0.3229
2023-01-24,0.29114
2023-01-25,3.07553
2023-01-26,3.85368
2023-01-27,3.80075
2023-01-28,0.74638
2023-01-29,0.58228
2023-01-30,3.40903
2023-01-31,3.46725
2023-02-01,3.62077
2023-02-02,4.03896
2023-02-03,3.27669
2023-02-04,0.58228
2023-02-05,0.52405
2023-02-06,3.88544
2023-02-07,3.55724
2023-02-08,4.0019
2023-02-09,3.55724
2023-02-10,3.59959
2023-02-11,0.59287
2023-02-12,0.50817
2023-02-13,3.1867
2023-02-14,4.20835
2023-02-15,4.10248
2023-02-16,10.37001
2023-02-17,17.38393
2023-02-18,3.06495
2023-02-19,2.97496
2023-02-20,16.9234
2023-02-21,18.64909
2023-02-22,11.91572
2023-02-23,10.7088
2023-02-24,11.73045
2023-02-25,2.65735
2023-02-26,3.23963
2023-02-27,11.26462
2023-02-28,8.80313
2023-03-01,2.80027
2023-03-02,13.49319
2023-03-03,11.98454
2023-03-04,3.14435
2023-03-05,2.27092
2023-03-06,13.93256
2023-03-07,12.07453
2023-03-08,10.32237
2023-03-09,14.03313
2023-03-10,9.26367
2023-03-11,1.93743
2023-03-12,1.8739
2023-03-13,15.17653
2023-03-14,12.32332
2023-03-15,14.9595
2023-03-16,11.74104
2023-03-17,10.96818
2023-03-18,2.51442
2023-03-19,2.13858
2023-03-20,9.48599
2023-03-21,8.01439
2023-03-22,8.59139
2023-03-23,8.14144
2023-03-24,7.358
2023-03-25,1.12222
2023-03-26,0.87872
2023-03-27,10.61881
2023-03-28,11.74104
2023-03-29,19.1308
2023-03-30,14.56249
2023-03-31,11.32285
2023-04-01,2.37679
2023-04-02,2.06976
2023-04-03,17.67508
2023-04-04,16.87046
2023-04-05,18.19384
2023-04-06,20.23714
2023-04-07,17.1669
2023-04-08,3.7531
2023-04-09,3.12847
2023-04-10,18.73378
2023-04-11,21.65581
2023-04-12,72.33073
2023-04-13,34.55084
2023-04-14,27.62691
2023-04-15,6.17225
2023-04-16,6.58514
2023-04-17,30.67068
2023-04-18,25.98591
2023-04-19,21.99989
2023-04-20,17.14043
2023-04-21,15.39357
2023-04-22,4.02307
2023-04-23,3.62606
2023-04-24,17.32041
2023-04-25,27.12402
2023-04-26,21.70875
2023-04-27,19.81366
2023-04-28,16.20877
2023-04-29,3.00142
2023-04-30,2.33444
2023-05-01,3.65782
2023-05-02,20.72415
2023-05-03,16.49992
2023-05-04,14.22899
2023-05-05,3.13376
2023-05-06,2.30797
2023-05-07,1.7945
2023-05-08,18.99317
2023-05-09,19.90365
2023-05-10,21.43878
2023-05-11,30.2472
2023-05-12,28.72267
2023-05-13,4.66888
2023-05-14,3.71605
2023-05-15,22.34397
2023-05-16,21.37525
2023-05-17,41.87179
2023-05-18,31.62881
2023-05-19,22.82568
2023-05-20,3.23434
2023-05-21,3.47784
2023-05-22,20.48594
2023-05-23,17.92387
2023-05-24,19.57016
2023-05-25,15.6159
2023-05-26,14.08607
2023-05-27,1.99036
2023-05-28,2.19681
2023-05-29,2.62558
