date,미국배당ETF
2020-07-13,4.80769
2020-07-14,13.78205
2020-07-15,12.17948
2020-07-16,12.17948
2020-07-17,11.85897
2020-07-18,3.52564
2020-07-19,5.44871
2020-07-20,9.93589
2020-07-21,12.82051
2020-07-22,13.14102
2020-07-23,9.29487
2020-07-24,7.37179
2020-07-25,9.61538
2020-07-26,5.44871
2020-07-27,8.01282
2020-07-28,11.53846
2020-07-29,9.93589
2020-07-30,12.5
2020-07-31,10.57692
2020-08-01,6.73076
2020-08-02,8.01282
2020-08-03,11.21794
2020-08-04,18.58974
2020-08-05,15.38461
2020-08-06,13.14102
2020-08-07,13.14102
2020-08-08,11.85897
2020-08-09,14.74358
2020-08-10,13.14102
2020-08-11,20.1923
2020-08-12,14.42307
2020-08-13,15.38461
2020-08-14,14.10256
2020-08-15,8.01282
2020-08-16,5.1282
2020-08-17,10.89743
2020-08-18,11.21794
2020-08-19,16.34615
2020-08-20,13.46153
2020-08-21,15.38461
2020-08-22,13.14102
2020-08-23,8.65384
2020-08-24,19.23076
2020-08-25,21.79487
2020-08-26,25.96153
2020-08-27,19.55128
2020-08-28,16.66666
2020-08-29,20.51282
2020-08-30,18.26923
2020-08-31,15.0641
2020-09-01,17.94871
2020-09-02,17.94871
2020-09-03,21.15384
2020-09-04,14.74358
2020-09-05,15.38461
2020-09-06,9.29487
2020-09-07,12.5
2020-09-08,13.46153
2020-09-09,13.78205
2020-09-10,13.46153
2020-09-11,13.78205
2020-09-12,12.82051
2020-09-13,12.82051
2020-09-14,13.78205
2020-09-15,14.42307
2020-09-16,11.85897
2020-09-17,11.53846
2020-09-18,14.74358
2020-09-19,6.41025
2020-09-20,14.10256
2020-09-21,14.10256
2020-09-22,18.58974
2020-09-23,11.85897
2020-09-24,12.5
2020-09-25,8.97435
2020-09-26,10.57692
2020-09-27,10.25641
2020-09-28,9.61538
2020-09-29,33.33333
2020-09-30,34.61538
2020-10-01,16.02564
2020-10-02,21.79487
2020-10-03,15.0641
2020-10-04,17.30769
2020-10-05,21.79487
2020-10-06,22.11538
2020-10-07,17.30769
2020-10-08,14.10256
2020-10-09,20.51282
2020-10-10,13.46153
2020-10-11,23.71794
2020-10-12,19.23076
2020-10-13,25.0
2020-10-14,15.0641
2020-10-15,13.78205
2020-10-16,16.66666
2020-10-17,9.61538
2020-10-18,15.38461
2020-10-19,26.60256
2020-10-20,17.94871
2020-10-21,18.58974
2020-10-22,12.82051
2020-10-23,14.42307
2020-10-24,10.25641
2020-10-25,11.53846
2020-10-26,13.78205
2020-10-27,16.02564
2020-10-28,13.78205
2020-10-29,14.42307
2020-10-30,12.5
2020-10-31,8.65384
2020-11-01,5.1282
2020-11-02,11.21794
2020-11-03,13.14102
2020-11-04,7.37179
2020-11-05,11.53846
2020-11-06,13.14102
2020-11-07,16.34615
2020-11-08,15.38461
2020-11-09,16.02564
2020-11-10,17.94871
2020-11-11,20.51282
2020-11-12,18.26923
2020-11-13,15.0641
2020-11-14,14.74358
2020-11-15,7.6923
2020-11-16,19.87179
2020-11-17,16.98717
2020-11-18,16.34615
2020-11-19,15.38461
2020-11-20,16.34615
2020-11-21,15.0641
2020-11-22,12.5
2020-11-23,11.85897
2020-11-24,18.26923
2020-11-25,24.67948
2020-11-26,18.91025
2020-11-27,18.91025
2020-11-28,19.55128
2020-11-29,16.02564
2020-11-30,16.98717
2020-12-01,16.98717
2020-12-02,23.07692
2020-12-03,21.79487
2020-12-04,18.26923
2020-12-05,20.1923
2020-12-06,21.15384
2020-12-07,21.47435
2020-12-08,21.47435
2020-12-09,19.23076
2020-12-10,16.98717
2020-12-11,16.34615
2020-12-12,15.0641
2020-12-13,16.66666
2020-12-14,14.10256
2020-12-15,16.98717
2020-12-16,20.1923
2020-12-17,24.35897
2020-12-18,20.51282
2020-12-19,18.26923
2020-12-20,18.91025
2020-12-21,20.51282
2020-12-22,18.58974
2020-12-23,19.55128
2020-12-24,21.47435
2020-12-25,18.26923
2020-12-26,17.6282
2020-12-27,22.11538
2020-12-28,25.96153
2020-12-29,23.71794
2020-12-30,26.60256
2020-12-31,17.94871
2021-01-01,17.94871
2021-01-02,16.98717
2021-01-03,29.16666
2021-01-04,26.28205
2021-01-05,26.92307
2021-01-06,22.43589
2021-01-07,27.5641
2021-01-08,24.67948
2021-01-09,27.88461
2021-01-10,32.37179
2021-01-11,29.16666
2021-01-12,26.28205
2021-01-13,25.0
2021-01-14,20.83333
2021-01-15,27.5641
2021-01-16,21.47435
2021-01-17,23.07692
2021-01-18,18.91025
2021-01-19,19.87179
2021-01-20,19.55128
2021-01-21,30.1282
2021-01-22,32.37179
2021-01-23,36.53846
2021-01-24,30.44871
2021-01-25,30.1282
2021-01-26,29.48717
2021-01-27,28.52564
2021-01-28,68.26923
2021-01-29,28.84615
2021-01-30,29.48717
2021-01-31,38.14102
2021-02-01,31.73076
2021-02-02,33.65384
2021-02-03,43.58974
2021-02-04,34.93589
2021-02-05,33.33333
2021-02-06,26.92307
2021-02-07,32.37179
2021-02-08,31.73076
2021-02-09,36.85897
2021-02-10,56.41025
2021-02-11,43.26923
2021-02-12,42.6282
2021-02-13,38.14102
2021-02-14,46.15384
2021-02-15,52.5641
2021-02-16,55.44871
2021-02-17,44.23076
2021-02-18,37.5
2021-02-19,36.21794
2021-02-20,30.1282
2021-02-21,39.10256
2021-02-22,41.98717
2021-02-23,33.33333
2021-02-24,45.1923
2021-02-25,53.20512
2021-02-26,33.65384
2021-02-27,36.21794
2021-02-28,27.24358
2021-03-01,34.29487
2021-03-02,38.46153
2021-03-03,33.65384
2021-03-04,39.74358
2021-03-05,37.17948
2021-03-06,27.88461
2021-03-07,35.57692
2021-03-08,36.21794
2021-03-09,34.61538
2021-03-10,31.41025
2021-03-11,45.51282
2021-03-12,41.66666
2021-03-13,40.38461
2021-03-14,39.10256
2021-03-15,31.41025
2021-03-16,53.20512
2021-03-17,42.30769
2021-03-18,47.43589
2021-03-19,34.93589
2021-03-20,33.01282
2021-03-21,23.07692
2021-03-22,27.24358
2021-03-23,36.53846
2021-03-24,34.61538
2021-03-25,35.25641
2021-03-26,47.75641
2021-03-27,27.88461
2021-03-28,35.89743
2021-03-29,37.82051
2021-03-30,42.6282
2021-03-31,61.21794
2021-04-01,53.84615
2021-04-02,38.14102
2021-04-03,38.46153
2021-04-04,35.57692
2021-04-05,41.98717
2021-04-06,41.66666
2021-04-07,32.37179
2021-04-08,30.1282
2021-04-09,27.5641
2021-04-10,26.28205
2021-04-11,25.0
2021-04-12,34.93589
2021-04-13,34.29487
2021-04-14,23.71794
2021-04-15,21.79487
2021-04-16,31.73076
2021-04-17,27.5641
2021-04-18,17.30769
2021-04-19,21.79487
2021-04-20,24.03846
2021-04-21,19.23076
2021-04-22,20.1923
2021-04-23,16.98717
2021-04-24,19.87179
2021-04-25,16.66666
2021-04-26,19.87179
2021-04-27,29.16666
2021-04-28,30.76923
2021-04-29,22.11538
2021-04-30,27.24358
2021-05-01,17.6282
2021-05-02,25.0
2021-05-03,25.0
2021-05-04,37.17948
2021-05-05,28.52564
2021-05-06,23.39743
2021-05-07,26.92307
2021-05-08,30.44871
2021-05-09,32.37179
2021-05-10,36.53846
2021-05-11,29.80769
2021-05-12,34.29487
2021-05-13,23.39743
2021-05-14,26.28205
2021-05-15,24.03846
2021-05-16,22.11538
2021-05-17,26.60256
2021-05-18,32.6923
2021-05-19,27.5641
2021-05-20,27.88461
2021-05-21,31.08974
2021-05-22,21.47435
2021-05-23,15.38461
2021-05-24,24.35897
2021-05-25,31.41025
2021-05-26,37.82051
2021-05-27,27.24358
2021-05-28,27.24358
2021-05-29,29.80769
2021-05-30,22.75641
2021-05-31,25.32051
2021-06-01,30.1282
2021-06-02,23.71794
2021-06-03,28.20512
2021-06-04,23.71794
2021-06-05,18.91025
2021-06-06,19.55128
2021-06-07,14.74358
2021-06-08,28.84615
2021-06-09,24.03846
2021-06-10,23.71794
2021-06-11,18.91025
2021-06-12,18.58974
2021-06-13,20.1923
2021-06-14,24.03846
2021-06-15,25.64102
2021-06-16,25.96153
2021-06-17,22.75641
2021-06-18,24.03846
2021-06-19,10.89743
2021-06-20,20.51282
2021-06-21,22.43589
2021-06-22,29.16666
2021-06-23,24.35897
2021-06-24,28.52564
2021-06-25,28.52564
2021-06-26,18.91025
2021-06-27,22.11538
2021-06-28,21.79487
2021-06-29,29.16666
2021-06-30,21.79487
2021-07-01,23.71794
2021-07-02,28.84615
2021-07-03,21.47435
2021-07-04,22.11538
2021-07-05,24.67948
2021-07-06,27.88461
2021-07-07,30.76923
2021-07-08,24.35897
2021-07-09,28.84615
2021-07-10,19.55128
2021-07-11,26.28205
2021-07-12,31.41025
2021-07-13,25.64102
2021-07-14,22.43589
2021-07-15,24.03846
2021-07-16,23.07692
2021-07-17,31.73076
2021-07-18,28.84615
2021-07-19,30.76923
2021-07-20,26.92307
2021-07-21,24.67948
2021-07-22,25.32051
2021-07-23,25.96153
2021-07-24,19.87179
2021-07-25,20.51282
2021-07-26,27.5641
2021-07-27,25.64102
2021-07-28,38.46153
2021-07-29,32.6923
2021-07-30,24.03846
2021-07-31,22.11538
2021-08-01,17.6282
2021-08-02,25.0
2021-08-03,32.6923
2021-08-04,27.5641
2021-08-05,35.57692
2021-08-06,30.76923
2021-08-07,23.07692
2021-08-08,28.84615
2021-08-09,37.5
2021-08-10,37.17948
2021-08-11,37.82051
2021-08-12,42.94871
2021-08-13,33.33333
2021-08-14,29.80769
2021-08-15,25.96153
2021-08-16,28.20512
2021-08-17,35.89743
2021-08-18,34.29487
2021-08-19,42.30769
2021-08-20,24.67948
2021-08-21,37.5
2021-08-22,26.92307
2021-08-23,28.52564
2021-08-24,36.53846
2021-08-25,40.38461
2021-08-26,37.17948
2021-08-27,40.38461
2021-08-28,33.01282
2021-08-29,28.20512
2021-08-30,38.46153
2021-08-31,42.94871
2021-09-01,39.10256
2021-09-02,37.17948
2021-09-03,38.14102
2021-09-04,31.41025
2021-09-05,36.53846
2021-09-06,34.29487
2021-09-07,40.0641
2021-09-08,33.97435
2021-09-09,33.33333
2021-09-10,31.41025
2021-09-11,26.28205
2021-09-12,31.41025
2021-09-13,28.20512
2021-09-14,33.33333
2021-09-15,27.24358
2021-09-16,32.37179
2021-09-17,30.1282
2021-09-18,33.97435
2021-09-19,24.35897
2021-09-20,21.47435
2021-09-21,23.07692
2021-09-22,31.08974
2021-09-23,39.74358
2021-09-24,41.98717
2021-09-25,33.97435
2021-09-26,25.96153
2021-09-27,34.29487
2021-09-28,29.80769
2021-09-29,20.51282
2021-09-30,23.71794
2021-10-01,23.07692
2021-10-02,14.42307
2021-10-03,41.98717
2021-10-04,25.32051
2021-10-05,33.33333
2021-10-06,27.24358
2021-10-07,40.70512
2021-10-08,27.5641
2021-10-09,22.43589
2021-10-10,21.79487
2021-10-11,30.1282
2021-10-12,29.80769
2021-10-13,29.16666
2021-10-14,33.65384
2021-10-15,36.85897
2021-10-16,24.67948
2021-10-17,28.84615
2021-10-18,31.41025
2021-10-19,38.14102
2021-10-20,26.92307
2021-10-21,32.6923
2021-10-22,25.96153
2021-10-23,16.34615
2021-10-24,29.16666
2021-10-25,31.41025
2021-10-26,33.97435
2021-10-27,31.08974
2021-10-28,32.37179
2021-10-29,29.16666
2021-10-30,27.24358
2021-10-31,23.71794
2021-11-01,28.52564
2021-11-02,27.88461
2021-11-03,33.65384
2021-11-04,33.97435
2021-11-05,33.65384
2021-11-06,29.80769
2021-11-07,22.43589
2021-11-08,30.1282
2021-11-09,30.1282
2021-11-10,16.98717
2021-11-11,25.64102
2021-11-12,25.96153
2021-11-13,23.71794
2021-11-14,21.47435
2021-11-15,22.43589
2021-11-16,38.78205
2021-11-17,63.78205
2021-11-18,33.01282
2021-11-19,27.5641
2021-11-20,23.39743
2021-11-21,24.67948
2021-11-22,32.05128
2021-11-23,28.52564
2021-11-24,33.33333
2021-11-25,34.29487
2021-11-26,21.15384
2021-11-27,17.94871
2021-11-28,18.58974
2021-11-29,33.65384
2021-11-30,35.25641
2021-12-01,29.80769
2021-12-02,29.48717
2021-12-03,22.75641
2021-12-04,22.11538
2021-12-05,22.43589
2021-12-06,16.66666
2021-12-07,36.21794
2021-12-08,41.34615
2021-12-09,28.52564
2021-12-10,30.76923
2021-12-11,23.39743
2021-12-12,22.75641
2021-12-13,25.64102
2021-12-14,28.20512
2021-12-15,22.43589
2021-12-16,20.83333
2021-12-17,29.48717
2021-12-18,15.38461
2021-12-19,21.47435
2021-12-20,23.71794
2021-12-21,31.73076
2021-12-22,29.48717
2021-12-23,30.76923
2021-12-24,24.35897
2021-12-25,18.26923
2021-12-26,23.39743
2021-12-27,27.88461
2021-12-28,31.08974
2021-12-29,32.05128
2021-12-30,28.84615
2021-12-31,16.98717
2022-01-01,23.71794
2022-01-02,26.60256
2022-01-03,30.76923
2022-01-04,39.10256
2022-01-05,36.21794
2022-01-06,31.73076
2022-01-07,32.37179
2022-01-08,37.82051
2022-01-09,35.57692
2022-01-10,27.88461
2022-01-11,40.70512
2022-01-12,39.42307
2022-01-13,49.67948
2022-01-14,34.93589
2022-01-15,33.33333
2022-01-16,29.16666
2022-01-17,25.64102
2022-01-18,30.1282
2022-01-19,21.47435
2022-01-20,36.53846
2022-01-21,32.05128
2022-01-22,30.1282
2022-01-23,27.88461
2022-01-24,22.11538
2022-01-25,32.05128
2022-01-26,42.30769
2022-01-27,36.53846
2022-01-28,37.5
2022-01-29,30.44871
2022-01-30,26.60256
2022-01-31,27.88461
2022-02-01,33.01282
2022-02-02,41.98717
2022-02-03,40.0641
2022-02-04,53.20512
2022-02-05,43.91025
2022-02-06,32.05128
2022-02-07,37.82051
2022-02-08,33.01282
2022-02-09,34.93589
2022-02-10,44.55128
2022-02-11,39.10256
2022-02-12,35.57692
2022-02-13,29.16666
2022-02-14,27.24358
2022-02-15,28.52564
2022-02-16,29.80769
2022-02-17,37.5
2022-02-18,29.48717
2022-02-19,29.16666
2022-02-20,27.24358
2022-02-21,26.60256
2022-02-22,25.0
2022-02-23,33.97435
2022-02-24,28.20512
2022-02-25,23.71794
2022-02-26,26.60256
2022-02-27,24.35897
2022-02-28,23.39743
2022-03-01,32.05128
2022-03-02,28.84615
2022-03-03,29.48717
2022-03-04,35.25641
2022-03-05,20.51282
2022-03-06,25.0
2022-03-07,20.51282
2022-03-08,25.32051
2022-03-09,15.70512
2022-03-10,26.60256
2022-03-11,25.0
2022-03-12,26.60256
2022-03-13,28.52564
2022-03-14,24.35897
2022-03-15,22.75641
2022-03-16,22.75641
2022-03-17,33.01282
2022-03-18,36.85897
2022-03-19,31.41025
2022-03-20,30.44871
2022-03-21,34.61538
2022-03-22,24.03846
2022-03-23,34.29487
2022-03-24,34.93589
2022-03-25,35.25641
2022-03-26,35.25641
2022-03-27,31.41025
2022-03-28,32.6923
2022-03-29,41.66666
2022-03-30,51.92307
2022-03-31,30.1282
2022-04-01,37.17948
2022-04-02,33.01282
2022-04-03,37.5
2022-04-04,34.93589
2022-04-05,35.89743
2022-04-06,43.58974
2022-04-07,33.01282
2022-04-08,37.82051
2022-04-09,30.44871
2022-04-10,29.16666
2022-04-11,25.32051
2022-04-12,26.28205
2022-04-13,30.44871
2022-04-14,37.5
2022-04-15,26.92307
2022-04-16,23.39743
2022-04-17,19.87179
2022-04-18,33.01282
2022-04-19,30.1282
2022-04-20,38.46153
2022-04-21,38.46153
2022-04-22,34.29487
2022-04-23,16.66666
2022-04-24,18.91025
2022-04-25,25.0
2022-04-26,26.92307
2022-04-27,23.71794
2022-04-28,23.07692
2022-04-29,16.66666
2022-04-30,19.23076
2022-05-01,16.98717
2022-05-02,22.11538
2022-05-03,22.75641
2022-05-04,20.83333
2022-05-05,32.05128
2022-05-06,23.71794
2022-05-07,16.66666
2022-05-08,15.38461
2022-05-09,22.11538
2022-05-10,17.6282
2022-05-11,23.71794
2022-05-12,21.79487
2022-05-13,21.79487
2022-05-14,17.94871
2022-05-15,18.91025
2022-05-16,19.87179
2022-05-17,25.96153
2022-05-18,16.66666
2022-05-19,21.47435
2022-05-20,19.55128
2022-05-21,19.23076
2022-05-22,20.83333
2022-05-23,17.6282
2022-05-24,16.66666
2022-05-25,25.64102
2022-05-26,22.43589
2022-05-27,15.70512
2022-05-28,21.15384
2022-05-29,19.23076
2022-05-30,20.83333
2022-05-31,20.1923
2022-06-01,23.39743
2022-06-02,20.51282
2022-06-03,15.70512
2022-06-04,20.51282
2022-06-05,16.98717
2022-06-06,17.94871
2022-06-07,23.39743
2022-06-08,25.32051
2022-06-09,21.47435
2022-06-10,14.10256
2022-06-11,21.47435
2022-06-12,12.5
2022-06-13,17.30769
2022-06-14,22.43589
2022-06-15,25.96153
2022-06-16,23.07692
2022-06-17,18.58974
2022-06-18,16.98717
2022-06-19,16.34615
2022-06-20,16.34615
2022-06-21,17.6282
2022-06-22,22.43589
2022-06-23,16.98717
2022-06-24,18.58974
2022-06-25,18.91025
2022-06-26,17.94871
2022-06-27,19.55128
2022-06-28,22.43589
2022-06-29,22.11538
2022-06-30,17.94871
2022-07-01,14.42307
2022-07-02,11.85897
2022-07-03,13.46153
2022-07-04,13.78205
2022-07-05,21.47435
2022-07-06,18.58974
2022-07-07,16.66666
2022-07-08,23.71794
2022-07-09,17.6282
2022-07-10,16.98717
2022-07-11,26.60256
2022-07-12,18.26923
2022-07-13,10.89743
2022-07-14,16.02564
2022-07-15,14.74358
2022-07-16,12.82051
2022-07-17,16.02564
2022-07-18,13.14102
2022-07-19,15.70512
2022-07-20,17.94871
2022-07-21,16.66666
2022-07-22,18.26923
2022-07-23,20.1923
2022-07-24,16.98717
2022-07-25,15.38461
2022-07-26,18.26923
2022-07-27,15.38461
2022-07-28,21.79487
2022-07-29,20.51282
2022-07-30,16.34615
2022-07-31,11.21794
2022-08-01,15.38461
2022-08-02,24.03846
2022-08-03,22.11538
2022-08-04,20.83333
2022-08-05,15.38461
2022-08-06,21.15384
2022-08-07,18.58974
2022-08-08,17.94871
2022-08-09,29.16666
2022-08-10,21.47435
2022-08-11,25.96153
2022-08-12,22.11538
2022-08-13,16.66666
2022-08-14,23.39743
2022-08-15,22.11538
2022-08-16,35.25641
2022-08-17,32.6923
2022-08-18,26.92307
2022-08-19,26.28205
2022-08-20,20.83333
2022-08-21,22.43589
2022-08-22,26.60256
2022-08-23,19.55128
2022-08-24,25.32051
2022-08-25,26.60256
2022-08-26,27.5641
2022-08-27,14.42307
2022-08-28,19.55128
2022-08-29,23.07692
2022-08-30,22.11538
2022-08-31,21.47435
2022-09-01,18.58974
2022-09-02,18.58974
2022-09-03,13.78205
2022-09-04,15.38461
2022-09-05,17.94871
2022-09-06,15.0641
2022-09-07,16.66666
2022-09-08,16.98717
2022-09-09,14.10256
2022-09-10,15.38461
2022-09-11,10.57692
2022-09-12,16.34615
2022-09-13,31.08974
2022-09-14,25.96153
2022-09-15,19.55128
2022-09-16,14.74358
2022-09-17,11.85897
2022-09-18,9.29487
2022-09-19,22.43589
2022-09-20,18.91025
2022-09-21,19.55128
2022-09-22,12.82051
2022-09-23,12.17948
2022-09-24,11.85897
2022-09-25,12.5
2022-09-26,14.10256
2022-09-27,22.43589
2022-09-28,26.92307
2022-09-29,20.1923
2022-09-30,13.46153
2022-10-01,12.5
2022-10-02,8.33333
2022-10-03,16.34615
2022-10-04,16.34615
2022-10-05,11.85897
2022-10-06,19.23076
2022-10-07,18.58974
2022-10-08,11.85897
2022-10-09,14.42307
2022-10-10,17.30769
2022-10-11,16.34615
2022-10-12,13.14102
2022-10-13,14.10256
2022-10-14,17.30769
2022-10-15,15.38461
2022-10-16,9.61538
2022-10-17,17.30769
2022-10-18,15.38461
2022-10-19,13.78205
2022-10-20,9.61538
2022-10-21,14.74358
2022-10-22,13.78205
2022-10-23,5.44871
2022-10-24,12.5
2022-10-25,11.21794
2022-10-26,11.85897
2022-10-27,18.26923
2022-10-28,10.25641
2022-10-29,13.46153
2022-10-30,11.53846
2022-10-31,13.46153
2022-11-01,12.5
2022-11-02,12.17948
2022-11-03,14.74358
2022-11-04,9.61538
2022-11-05,10.25641
2022-11-06,11.21794
2022-11-07,15.38461
2022-11-08,15.38461
2022-11-09,11.53846
2022-11-10,14.74358
2022-11-11,14.42307
2022-11-12,16.34615
2022-11-13,17.6282
2022-11-14,15.0641
2022-11-15,23.07692
2022-11-16,15.0641
2022-11-17,15.70512
2022-11-18,13.46153
2022-11-19,11.21794
2022-11-20,14.74358
2022-11-21,14.42307
2022-11-22,13.14102
2022-11-23,14.42307
2022-11-24,13.46153
2022-11-25,14.74358
2022-11-26,8.33333
2022-11-27,9.93589
2022-11-28,9.93589
2022-11-29,10.57692
2022-11-30,10.89743
2022-12-01,16.34615
2022-12-02,10.89743
2022-12-03,11.53846
2022-12-04,10.25641
2022-12-05,16.66666
2022-12-06,16.66666
2022-12-07,12.82051
2022-12-08,14.10256
2022-12-09,11.85897
2022-12-10,9.29487
2022-12-11,8.97435
2022-12-12,16.02564
2022-12-13,16.34615
2022-12-14,9.29487
2022-12-15,11.85897
2022-12-16,12.17948
2022-12-17,8.65384
2022-12-18,8.97435
2022-12-19,12.17948
2022-12-20,12.82051
2022-12-21,14.74358
2022-12-22,20.51282
2022-12-23,16.98717
2022-12-24,9.61538
2022-12-25,15.0641
2022-12-26,16.02564
2022-12-27,13.46153
2022-12-28,17.6282
2022-12-29,14.74358
2022-12-30,13.78205
2022-12-31,9.93589
2023-01-01,15.70512
2023-01-02,12.17948
2023-01-03,16.66666
2023-01-04,20.51282
2023-01-05,19.23076
2023-01-06,15.70512
2023-01-07,12.82051
2023-01-08,16.34615
2023-01-09,16.02564
2023-01-10,19.87179
2023-01-11,18.26923
2023-01-12,17.6282
2023-01-13,17.6282
2023-01-14,14.10256
2023-01-15,14.42307
2023-01-16,16.66666
2023-01-17,18.58974
2023-01-18,15.38461
2023-01-19,17.6282
2023-01-20,17.94871
2023-01-21,16.02564
2023-01-22,10.57692
2023-01-23,18.58974
2023-01-24,25.64102
2023-01-25,20.83333
2023-01-26,27.24358
2023-01-27,22.43589
2023-01-28,22.75641
2023-01-29,16.02564
2023-01-30,27.5641
2023-01-31,23.39743
2023-02-01,28.52564
2023-02-02,34.29487
2023-02-03,31.41025
2023-02-04,29.80769
2023-02-05,32.6923
2023-02-06,34.61538
2023-02-07,25.64102
2023-02-08,35.57692
2023-02-09,35.57692
2023-02-10,28.52564
2023-02-11,22.43589
2023-02-12,23.71794
2023-02-13,21.47435
2023-02-14,33.97435
2023-02-15,29.80769
2023-02-16,22.43589
2023-02-17,23.07692
2023-02-18,22.11538
2023-02-19,31.41025
2023-02-20,26.92307
2023-02-21,31.08974
2023-02-22,16.98717
2023-02-23,20.1923
2023-02-24,21.79487
2023-02-25,22.75641
2023-02-26,22.75641
2023-02-27,20.83333
2023-02-28,21.79487
2023-03-01,30.44871
2023-03-02,30.1282
2023-03-03,29.48717
2023-03-04,24.67948
2023-03-05,25.96153
2023-03-06,27.5641
2023-03-07,28.20512
2023-03-08,30.44871
2023-03-09,27.24358
2023-03-10,17.6282
2023-03-11,15.70512
2023-03-12,14.74358
2023-03-13,17.30769
2023-03-14,15.38461
2023-03-15,20.1923
2023-03-16,20.51282
2023-03-17,16.66666
2023-03-18,17.6282
2023-03-19,15.38461
2023-03-20,20.83333
2023-03-21,24.67948
2023-03-22,19.23076
2023-03-23,21.15384
2023-03-24,22.43589
2023-03-25,19.87179
2023-03-26,13.78205
2023-03-27,20.1923
2023-03-28,27.88461
2023-03-29,26.92307
2023-03-30,24.35897
2023-03-31,30.1282
2023-04-01,24.03846
2023-04-02,22.43589
2023-04-03,24.67948
2023-04-04,25.32051
2023-04-05,30.44871
2023-04-06,27.88461
2023-04-07,27.5641
2023-04-08,13.46153
2023-04-09,18.26923
2023-04-10,19.23076
2023-04-11,22.43589
2023-04-12,19.55128
2023-04-13,23.71794
2023-04-14,28.52564
2023-04-15,15.0641
2023-04-16,18.91025
2023-04-17,18.58974
2023-04-18,23.39743
2023-04-19,21.79487
2023-04-20,17.6282
2023-04-21,21.47435
2023-04-22,12.17948
2023-04-23,17.6282
2023-04-24,25.0
2023-04-25,26.92307
2023-04-26,22.11538
2023-04-27,17.94871
2023-04-28,23.07692
2023-04-29,12.82051
2023-04-30,14.74358
2023-05-01,12.17948
2023-05-02,21.15384
2023-05-03,22.11538
2023-05-04,24.35897
2023-05-05,23.07692
2023-05-06,18.91025
2023-05-07,17.94871
2023-05-08,23.71794
2023-05-09,18.91025
2023-05-10,19.23076
2023-05-11,19.23076
2023-05-12,20.1923
2023-05-13,25.0
2023-05-14,17.94871
2023-05-15,27.24358
2023-05-16,26.28205
2023-05-17,25.96153
2023-05-18,31.73076
2023-05-19,34.93589
2023-05-20,16.66666
2023-05-21,23.39743
2023-05-22,30.44871
2023-05-23,34.29487
2023-05-24,25.96153
2023-05-25,34.29487
2023-05-26,32.37179
2023-05-27,21.47435
2023-05-28,27.5641
2023-05-29,28.52564
2023-05-30,32.05128
