date,저축성보험
2021-01-30,9.6423
2021-01-31,14.93001
2021-02-01,17.41835
2021-02-02,20.21772
2021-02-03,18.35147
2021-02-04,20.99533
2021-02-05,19.59564
2021-02-06,10.26438
2021-02-07,13.99688
2021-02-08,18.97356
2021-02-09,13.99688
2021-02-10,14.30793
2021-02-11,10.4199
2021-02-12,8.70917
2021-02-13,9.02021
2021-02-14,11.66407
2021-02-15,17.26283
2021-02-16,20.37325
2021-02-17,25.34992
2021-02-18,21.92846
2021-02-19,23.95023
2021-02-20,14.15241
2021-02-21,16.48522
2021-02-22,16.79626
2021-02-23,20.0622
2021-02-24,21.30637
2021-02-25,22.08398
2021-02-26,19.12908
2021-02-27,12.90824
2021-02-28,10.10886
2021-03-01,10.73094
2021-03-02,15.08553
2021-03-03,17.72939
2021-03-04,17.1073
2021-03-05,11.35303
2021-03-06,7.62052
2021-03-07,10.57542
2021-03-08,11.97511
2021-03-09,18.04043
2021-03-10,20.37325
2021-03-11,22.2395
2021-03-12,16.64074
2021-03-13,10.4199
2021-03-14,8.39813
2021-03-15,16.95178
2021-03-16,17.88491
2021-03-17,17.26283
2021-03-18,15.86314
2021-03-19,17.72939
2021-03-20,8.24261
2021-03-21,10.26438
2021-03-22,17.72939
2021-03-23,19.44012
2021-03-24,17.57387
2021-03-25,21.46189
2021-03-26,11.97511
2021-03-27,8.55365
2021-03-28,11.19751
2021-03-29,18.35147
2021-03-30,19.90668
2021-03-31,20.21772
2021-04-01,15.39657
2021-04-02,13.3748
2021-04-03,9.17573
2021-04-04,9.33125
2021-04-05,20.21772
2021-04-06,20.99533
2021-04-07,16.3297
2021-04-08,16.3297
2021-04-09,14.30793
2021-04-10,8.86469
2021-04-11,7.30948
2021-04-12,12.90824
2021-04-13,17.26283
2021-04-14,17.57387
2021-04-15,16.01866
2021-04-16,14.61897
2021-04-17,8.55365
2021-04-18,5.90979
2021-04-19,12.5972
2021-04-20,13.06376
2021-04-21,16.17418
2021-04-22,16.17418
2021-04-23,16.3297
2021-04-24,9.79782
2021-04-25,6.84292
2021-04-26,19.75116
2021-04-27,20.0622
2021-04-28,18.50699
2021-04-29,16.01866
2021-04-30,19.44012
2021-05-01,16.79626
2021-05-02,11.50855
2021-05-03,16.95178
2021-05-04,13.53032
2021-05-05,12.44167
2021-05-06,19.12908
2021-05-07,17.72939
2021-05-08,10.4199
2021-05-09,7.77604
2021-05-10,13.06376
2021-05-11,15.55209
2021-05-12,15.39657
2021-05-13,16.3297
2021-05-14,11.81959
2021-05-15,9.48678
2021-05-16,11.19751
2021-05-17,13.99688
2021-05-18,12.44167
2021-05-19,9.17573
2021-05-20,15.39657
2021-05-21,14.77449
2021-05-22,11.19751
2021-05-23,10.4199
2021-05-24,17.88491
2021-05-25,23.48367
2021-05-26,18.97356
2021-05-27,18.97356
2021-05-28,18.35147
2021-05-29,7.465
2021-05-30,7.77604
2021-05-31,14.46345
2021-06-01,16.17418
2021-06-02,14.46345
2021-06-03,16.48522
2021-06-04,13.06376
2021-06-05,10.26438
2021-06-06,58.63141
2021-06-07,45.10108
2021-06-08,50.85536
2021-06-09,34.21461
2021-06-10,25.03888
2021-06-11,22.55054
2021-06-12,14.15241
2021-06-13,9.48678
2021-06-14,16.79626
2021-06-15,17.72939
2021-06-16,21.15085
2021-06-17,22.08398
2021-06-18,16.79626
2021-06-19,14.77449
2021-06-20,12.44167
2021-06-21,17.72939
2021-06-22,18.50699
2021-06-23,16.3297
2021-06-24,14.46345
2021-06-25,13.3748
2021-06-26,7.30948
2021-06-27,9.95334
2021-06-28,15.70762
2021-06-29,18.35147
2021-06-30,11.19751
2021-07-01,14.77449
2021-07-02,13.84136
2021-07-03,6.06531
2021-07-04,9.79782
2021-07-05,13.06376
2021-07-06,15.08553
2021-07-07,15.86314
2021-07-08,10.4199
2021-07-09,13.21928
2021-07-10,6.6874
2021-07-11,6.06531
2021-07-12,11.66407
2021-07-13,13.99688
2021-07-14,11.04199
2021-07-15,11.97511
2021-07-16,11.66407
2021-07-17,9.6423
2021-07-18,11.19751
2021-07-19,13.53032
2021-07-20,16.48522
2021-07-21,18.35147
2021-07-22,12.90824
2021-07-23,12.13063
2021-07-24,7.77604
2021-07-25,6.22083
2021-07-26,12.13063
2021-07-27,17.1073
2021-07-28,11.97511
2021-07-29,9.95334
2021-07-30,13.21928
2021-07-31,8.39813
2021-08-01,5.90979
2021-08-02,12.75272
2021-08-03,12.5972
2021-08-04,11.35303
2021-08-05,11.19751
2021-08-06,9.48678
2021-08-07,7.93157
2021-08-08,8.08709
2021-08-09,14.93001
2021-08-10,14.93001
2021-08-11,16.01866
2021-08-12,14.61897
2021-08-13,11.50855
2021-08-14,7.62052
2021-08-15,4.66562
2021-08-16,9.17573
2021-08-17,14.61897
2021-08-18,14.46345
2021-08-19,15.24105
2021-08-20,12.13063
2021-08-21,6.99844
2021-08-22,7.465
2021-08-23,13.06376
2021-08-24,13.84136
2021-08-25,13.84136
2021-08-26,14.30793
2021-08-27,14.61897
2021-08-28,10.10886
2021-08-29,7.465
2021-08-30,13.21928
2021-08-31,15.08553
2021-09-01,14.30793
2021-09-02,13.21928
2021-09-03,14.61897
2021-09-04,7.15396
2021-09-05,8.39813
2021-09-06,14.77449
2021-09-07,13.84136
2021-09-08,13.3748
2021-09-09,14.61897
2021-09-10,12.44167
2021-09-11,8.39813
2021-09-12,10.10886
2021-09-13,16.17418
2021-09-14,15.39657
2021-09-15,14.77449
2021-09-16,14.46345
2021-09-17,8.55365
2021-09-18,4.66562
2021-09-19,5.75427
2021-09-20,6.6874
2021-09-21,4.19906
2021-09-22,7.93157
2021-09-23,12.90824
2021-09-24,16.3297
2021-09-25,12.5972
2021-09-26,7.93157
2021-09-27,16.3297
2021-09-28,13.68584
2021-09-29,13.06376
2021-09-30,13.99688
2021-10-01,9.6423
2021-10-02,6.37636
2021-10-03,5.75427
2021-10-04,11.04199
2021-10-05,13.21928
2021-10-06,13.53032
2021-10-07,15.55209
2021-10-08,13.3748
2021-10-09,9.48678
2021-10-10,7.15396
2021-10-11,9.6423
2021-10-12,13.84136
2021-10-13,11.97511
2021-10-14,15.24105
2021-10-15,17.26283
2021-10-16,8.24261
2021-10-17,6.99844
2021-10-18,11.19751
2021-10-19,16.95178
2021-10-20,13.68584
2021-10-21,13.99688
2021-10-22,14.15241
2021-10-23,6.53188
2021-10-24,11.35303
2021-10-25,14.61897
2021-10-26,18.35147
2021-10-27,19.12908
2021-10-28,18.81804
2021-10-29,15.24105
2021-10-30,11.66407
2021-10-31,9.48678
2021-11-01,15.86314
2021-11-02,20.83981
2021-11-03,21.30637
2021-11-04,20.0622
2021-11-05,15.39657
2021-11-06,10.4199
2021-11-07,10.26438
2021-11-08,14.93001
2021-11-09,13.68584
2021-11-10,13.21928
2021-11-11,18.04043
2021-11-12,15.39657
2021-11-13,8.55365
2021-11-14,12.90824
2021-11-15,14.93001
2021-11-16,16.17418
2021-11-17,18.97356
2021-11-18,17.88491
2021-11-19,16.48522
2021-11-20,13.53032
2021-11-21,9.33125
2021-11-22,13.99688
2021-11-23,20.21772
2021-11-24,19.59564
2021-11-25,16.95178
2021-11-26,14.46345
2021-11-27,8.86469
2021-11-28,9.6423
2021-11-29,13.06376
2021-11-30,15.55209
2021-12-01,12.44167
2021-12-02,13.99688
2021-12-03,9.17573
2021-12-04,10.88646
2021-12-05,10.4199
2021-12-06,16.64074
2021-12-07,11.50855
2021-12-08,16.79626
2021-12-09,15.08553
2021-12-10,13.84136
2021-12-11,6.53188
2021-12-12,8.08709
2021-12-13,11.50855
2021-12-14,11.66407
2021-12-15,18.50699
2021-12-16,12.75272
2021-12-17,11.50855
2021-12-18,8.86469
2021-12-19,6.84292
2021-12-20,17.26283
2021-12-21,15.55209
2021-12-22,10.73094
2021-12-23,11.19751
2021-12-24,12.28615
2021-12-25,4.5101
2021-12-26,8.08709
2021-12-27,13.06376
2021-12-28,15.86314
2021-12-29,17.1073
2021-12-30,18.04043
2021-12-31,11.19751
2022-01-01,7.30948
2022-01-02,10.57542
2022-01-03,12.44167
2022-01-04,16.79626
2022-01-05,15.08553
2022-01-06,12.5972
2022-01-07,14.30793
2022-01-08,9.48678
2022-01-09,8.39813
2022-01-10,16.64074
2022-01-11,20.37325
2022-01-12,16.48522
2022-01-13,11.04199
2022-01-14,10.88646
2022-01-15,6.84292
2022-01-16,9.17573
2022-01-17,17.88491
2022-01-18,19.59564
2022-01-19,19.2846
2022-01-20,22.08398
2022-01-21,18.19595
2022-01-22,12.75272
2022-01-23,9.17573
2022-01-24,13.53032
2022-01-25,13.99688
2022-01-26,17.26283
2022-01-27,18.04043
2022-01-28,14.77449
2022-01-29,10.10886
2022-01-30,6.6874
2022-01-31,6.53188
2022-02-01,11.97511
2022-02-02,10.57542
2022-02-03,18.97356
2022-02-04,14.30793
2022-02-05,9.33125
2022-02-06,13.21928
2022-02-07,16.01866
2022-02-08,17.88491
2022-02-09,15.24105
2022-02-10,17.26283
2022-02-11,15.55209
2022-02-12,8.55365
2022-02-13,5.59875
2022-02-14,14.93001
2022-02-15,15.70762
2022-02-16,13.06376
2022-02-17,15.86314
2022-02-18,9.79782
2022-02-19,12.28615
2022-02-20,9.02021
2022-02-21,16.01866
2022-02-22,15.86314
2022-02-23,15.24105
2022-02-24,15.55209
2022-02-25,16.95178
2022-02-26,12.5972
2022-02-27,10.10886
2022-02-28,13.53032
2022-03-01,8.39813
2022-03-02,12.44167
2022-03-03,13.3748
2022-03-04,12.75272
2022-03-05,7.93157
2022-03-06,7.30948
2022-03-07,11.04199
2022-03-08,14.46345
2022-03-09,8.86469
2022-03-10,13.06376
2022-03-11,13.21928
2022-03-12,8.24261
2022-03-13,13.68584
2022-03-14,15.39657
2022-03-15,16.95178
2022-03-16,23.63919
2022-03-17,21.61741
2022-03-18,18.97356
2022-03-19,11.04199
2022-03-20,9.79782
2022-03-21,22.39502
2022-03-22,16.3297
2022-03-23,20.83981
2022-03-24,18.81804
2022-03-25,15.24105
2022-03-26,11.19751
2022-03-27,9.17573
2022-03-28,16.3297
2022-03-29,16.95178
2022-03-30,16.79626
2022-03-31,17.72939
2022-04-01,11.50855
2022-04-02,10.4199
2022-04-03,9.17573
2022-04-04,11.66407
2022-04-05,14.15241
2022-04-06,14.77449
2022-04-07,16.17418
2022-04-08,11.19751
2022-04-09,6.53188
2022-04-10,10.10886
2022-04-11,13.99688
2022-04-12,13.68584
2022-04-13,15.55209
2022-04-14,16.17418
2022-04-15,11.81959
2022-04-16,9.17573
2022-04-17,8.70917
2022-04-18,13.68584
2022-04-19,16.17418
2022-04-20,13.84136
2022-04-21,15.08553
2022-04-22,14.30793
2022-04-23,12.13063
2022-04-24,9.48678
2022-04-25,11.81959
2022-04-26,13.21928
2022-04-27,13.99688
2022-04-28,11.50855
2022-04-29,7.93157
2022-04-30,4.97667
2022-05-01,8.24261
2022-05-02,12.44167
2022-05-03,9.48678
2022-05-04,11.97511
2022-05-05,6.53188
2022-05-06,8.08709
2022-05-07,7.93157
2022-05-08,6.84292
2022-05-09,12.13063
2022-05-10,12.13063
2022-05-11,20.0622
2022-05-12,20.21772
2022-05-13,15.08553
2022-05-14,14.61897
2022-05-15,12.75272
2022-05-16,19.90668
2022-05-17,16.17418
2022-05-18,20.99533
2022-05-19,17.41835
2022-05-20,20.0622
2022-05-21,10.26438
2022-05-22,12.90824
2022-05-23,19.2846
2022-05-24,16.79626
2022-05-25,17.88491
2022-05-26,15.55209
2022-05-27,16.01866
2022-05-28,6.84292
2022-05-29,6.99844
2022-05-30,13.21928
2022-05-31,17.57387
2022-06-01,7.77604
2022-06-02,10.88646
2022-06-03,17.1073
2022-06-04,8.70917
2022-06-05,9.95334
2022-06-06,10.4199
2022-06-07,13.06376
2022-06-08,13.3748
2022-06-09,15.24105
2022-06-10,13.68584
2022-06-11,8.24261
2022-06-12,10.57542
2022-06-13,15.70762
2022-06-14,13.3748
2022-06-15,13.68584
2022-06-16,16.01866
2022-06-17,13.06376
2022-06-18,6.6874
2022-06-19,7.30948
2022-06-20,12.28615
2022-06-21,13.3748
2022-06-22,12.5972
2022-06-23,9.48678
2022-06-24,9.79782
2022-06-25,8.55365
2022-06-26,8.39813
2022-06-27,11.19751
2022-06-28,13.06376
2022-06-29,10.26438
2022-06-30,10.26438
2022-07-01,11.81959
2022-07-02,6.37636
2022-07-03,8.70917
2022-07-04,12.28615
2022-07-05,13.3748
2022-07-06,11.35303
2022-07-07,11.04199
2022-07-08,11.19751
2022-07-09,4.66562
2022-07-10,5.59875
2022-07-11,9.48678
2022-07-12,10.73094
2022-07-13,11.04199
2022-07-14,11.50855
2022-07-15,11.50855
2022-07-16,7.30948
2022-07-17,6.37636
2022-07-18,9.02021
2022-07-19,12.75272
2022-07-20,15.08553
2022-07-21,14.77449
2022-07-22,11.97511
2022-07-23,7.15396
2022-07-24,6.6874
2022-07-25,13.53032
2022-07-26,14.77449
2022-07-27,15.08553
2022-07-28,14.46345
2022-07-29,12.90824
2022-07-30,6.37636
2022-07-31,5.28771
2022-08-01,10.73094
2022-08-02,9.6423
2022-08-03,11.81959
2022-08-04,11.66407
2022-08-05,12.75272
2022-08-06,6.53188
2022-08-07,3.26594
2022-08-08,11.19751
2022-08-09,11.35303
2022-08-10,15.86314
2022-08-11,12.44167
2022-08-12,11.66407
2022-08-13,7.93157
2022-08-14,6.37636
2022-08-15,5.59875
2022-08-16,12.13063
2022-08-17,11.97511
2022-08-18,11.19751
2022-08-19,11.81959
2022-08-20,9.6423
2022-08-21,4.97667
2022-08-22,10.57542
2022-08-23,15.08553
2022-08-24,15.08553
2022-08-25,12.90824
2022-08-26,15.39657
2022-08-27,7.30948
2022-08-28,8.08709
2022-08-29,14.77449
2022-08-30,16.95178
2022-08-31,17.41835
2022-09-01,16.17418
2022-09-02,16.01866
2022-09-03,11.35303
2022-09-04,11.35303
2022-09-05,17.1073
2022-09-06,14.46345
2022-09-07,17.41835
2022-09-08,10.73094
2022-09-09,3.88802
2022-09-10,6.22083
2022-09-11,6.06531
2022-09-12,8.70917
2022-09-13,21.92846
2022-09-14,16.01866
2022-09-15,19.12908
2022-09-16,12.5972
2022-09-17,19.75116
2022-09-18,12.44167
2022-09-19,36.39191
2022-09-20,21.77293
2022-09-21,19.2846
2022-09-22,22.08398
2022-09-23,16.17418
2022-09-24,12.13063
2022-09-25,10.73094
2022-09-26,16.17418
2022-09-27,21.46189
2022-09-28,16.17418
2022-09-29,20.99533
2022-09-30,16.01866
2022-10-01,8.08709
2022-10-02,6.84292
2022-10-03,9.17573
2022-10-04,16.64074
2022-10-05,16.64074
2022-10-06,23.0171
2022-10-07,21.15085
2022-10-08,9.17573
2022-10-09,8.55365
2022-10-10,7.465
2022-10-11,14.93001
2022-10-12,15.86314
2022-10-13,28.77138
2022-10-14,16.95178
2022-10-15,16.79626
2022-10-16,14.93001
2022-10-17,15.86314
2022-10-18,18.66251
2022-10-19,19.2846
2022-10-20,18.50699
2022-10-21,17.72939
2022-10-22,11.19751
2022-10-23,16.01866
2022-10-24,20.68429
2022-10-25,25.50544
2022-10-26,20.83981
2022-10-27,18.66251
2022-10-28,20.99533
2022-10-29,10.73094
2022-10-30,10.73094
2022-10-31,31.8818
2022-11-01,25.972
2022-11-02,86.78071
2022-11-03,44.16796
2022-11-04,21.77293
2022-11-05,19.44012
2022-11-06,13.21928
2022-11-07,34.68118
2022-11-08,31.10419
2022-11-09,25.50544
2022-11-10,20.52877
2022-11-11,17.72939
2022-11-12,11.97511
2022-11-13,13.3748
2022-11-14,24.57231
2022-11-15,74.33903
2022-11-16,85.84758
2022-11-17,60.34214
2022-11-18,34.05909
2022-11-19,24.10575
2022-11-20,23.95023
2022-11-21,39.34681
2022-11-22,76.04976
2022-11-23,56.14307
2022-11-24,52.41057
2022-11-25,100.0
2022-11-26,51.1664
2022-11-27,35.76982
2022-11-28,48.05598
2022-11-29,71.53965
2022-11-30,77.29393
2022-12-01,73.56143
2022-12-02,60.0311
2022-12-03,27.52721
2022-12-04,24.41679
2022-12-05,52.56609
2022-12-06,44.32348
2022-12-07,55.05443
2022-12-08,41.5241
2022-12-09,41.67962
2022-12-10,20.68429
2022-12-11,19.59564
2022-12-12,37.94712
2022-12-13,32.50388
2022-12-14,34.37013
2022-12-15,35.6143
2022-12-16,28.46034
2022-12-17,13.99688
2022-12-18,17.57387
2022-12-19,29.70451
2022-12-20,26.12752
2022-12-21,31.41524
2022-12-22,27.52721
2022-12-23,26.74961
2022-12-24,13.06376
2022-12-25,16.48522
2022-12-26,26.43856
2022-12-27,25.66096
2022-12-28,23.48367
2022-12-29,34.8367
2022-12-30,21.92846
2022-12-31,9.79782
2023-01-01,13.84136
2023-01-02,18.19595
2023-01-03,22.39502
2023-01-04,31.10419
2023-01-05,34.21461
2023-01-06,50.3888
2023-01-07,39.50233
2023-01-08,21.61741
2023-01-09,28.77138
2023-01-10,28.9269
2023-01-11,23.79471
2023-01-12,22.86158
2023-01-13,21.92846
2023-01-14,15.24105
2023-01-15,17.1073
2023-01-16,25.03888
2023-01-17,24.57231
2023-01-18,18.19595
2023-01-19,24.10575
2023-01-20,27.21617
2023-01-21,11.97511
2023-01-22,15.08553
2023-01-23,15.39657
2023-01-24,16.64074
2023-01-25,31.25972
2023-01-26,30.48211
2023-01-27,23.17262
2023-01-28,12.75272
2023-01-29,15.70762
2023-01-30,21.77293
2023-01-31,24.72783
2023-02-01,25.66096
2023-02-02,21.46189
2023-02-03,19.44012
2023-02-04,12.28615
2023-02-05,10.4199
2023-02-06,16.79626
2023-02-07,19.12908
2023-02-08,20.37325
2023-02-09,20.37325
2023-02-10,17.41835
2023-02-11,12.5972
2023-02-12,11.04199
2023-02-13,20.0622
2023-02-14,23.0171
2023-02-15,16.17418
2023-02-16,15.24105
2023-02-17,19.90668
2023-02-18,9.6423
2023-02-19,8.70917
2023-02-20,14.61897
2023-02-21,16.48522
2023-02-22,16.64074
2023-02-23,20.0622
2023-02-24,15.86314
2023-02-25,9.33125
2023-02-26,11.19751
2023-02-27,19.12908
2023-02-28,19.2846
2023-03-01,11.19751
2023-03-02,18.97356
2023-03-03,16.17418
2023-03-04,10.4199
2023-03-05,10.4199
2023-03-06,14.46345
2023-03-07,15.55209
2023-03-08,13.53032
2023-03-09,14.30793
2023-03-10,16.01866
2023-03-11,7.77604
2023-03-12,10.88646
2023-03-13,15.70762
2023-03-14,15.39657
2023-03-15,13.21928
2023-03-16,15.70762
2023-03-17,14.61897
2023-03-18,9.6423
2023-03-19,17.57387
2023-03-20,21.77293
2023-03-21,23.17262
2023-03-22,20.99533
2023-03-23,21.61741
2023-03-24,15.55209
2023-03-25,9.33125
2023-03-26,7.62052
2023-03-27,18.19595
2023-03-28,17.41835
2023-03-29,21.61741
2023-03-30,14.61897
2023-03-31,12.5972
2023-04-01,7.93157
2023-04-02,7.30948
2023-04-03,13.99688
2023-04-04,13.84136
2023-04-05,16.48522
2023-04-06,14.77449
2023-04-07,13.68584
2023-04-08,6.22083
2023-04-09,6.99844
2023-04-10,13.68584
2023-04-11,20.21772
2023-04-12,15.08553
2023-04-13,16.79626
2023-04-14,16.01866
2023-04-15,6.37636
2023-04-16,7.93157
2023-04-17,11.97511
2023-04-18,19.44012
2023-04-19,17.72939
2023-04-20,15.24105
2023-04-21,13.21928
2023-04-22,5.28771
2023-04-23,8.39813
2023-04-24,15.70762
2023-04-25,14.61897
2023-04-26,17.57387
2023-04-27,15.70762
2023-04-28,12.28615
2023-04-29,7.15396
2023-04-30,6.6874
2023-05-01,9.02021
2023-05-02,16.01866
2023-05-03,12.28615
2023-05-04,11.97511
2023-05-05,7.77604
2023-05-06,7.30948
2023-05-07,7.62052
2023-05-08,15.08553
2023-05-09,14.15241
2023-05-10,18.50699
2023-05-11,19.12908
2023-05-12,14.77449
2023-05-13,7.62052
2023-05-14,6.6874
2023-05-15,17.26283
2023-05-16,15.24105
2023-05-17,17.72939
2023-05-18,15.70762
2023-05-19,15.08553
2023-05-20,6.6874
2023-05-21,7.93157
2023-05-22,15.39657
2023-05-23,17.1073
2023-05-24,16.17418
2023-05-25,17.41835
2023-05-26,17.1073
2023-05-27,6.6874
2023-05-28,6.99844
2023-05-29,7.15396
