date,TMF주가
2022-12-29,9.63244
2022-12-30,7.05534
2022-12-31,5.40768
2023-01-01,0.8027
2023-01-02,2.28136
2023-01-03,5.83016
2023-01-04,7.60456
2023-01-05,7.22433
2023-01-06,7.60456
2023-01-07,6.08365
2023-01-08,1.52091
2023-01-09,5.1542
2023-01-10,8.32277
2023-01-11,8.11153
2023-01-12,8.11153
2023-01-13,8.23827
2023-01-14,4.47824
2023-01-15,1.35192
2023-01-16,1.98563
2023-01-17,5.61892
2023-01-18,11.02661
2023-01-19,9.92817
2023-01-20,6.8441
2023-01-21,3.88677
2023-01-22,1.01394
2023-01-23,3.50654
2023-01-24,6.16814
2023-01-25,7.60456
2023-01-26,7.05534
2023-01-27,5.9569
2023-01-28,3.3798
2023-01-29,0.84495
2023-01-30,3.16856
2023-01-31,5.49218
2023-02-01,5.9569
2023-02-02,7.8158
2023-02-03,7.05534
2023-02-04,3.71778
2023-02-05,0.88719
2023-02-06,3.71778
2023-02-07,5.78791
2023-02-08,8.11153
2023-02-09,7.47782
2023-02-10,8.49176
2023-02-11,7.09759
2023-02-12,2.02788
2023-02-13,5.70342
2023-02-14,8.6185
2023-02-15,10.3084
2023-02-16,14.15293
2023-02-17,16.77228
2023-02-18,8.534
2023-02-19,2.83058
2023-02-20,5.70342
2023-02-21,7.7313
2023-02-22,18.71567
2023-02-23,16.47655
2023-02-24,13.51922
2023-02-25,9.4212
2023-02-26,3.21081
2023-02-27,8.87198
2023-02-28,14.61765
2023-03-01,13.98394
2023-03-02,21.96873
2023-03-03,18.03971
2023-03-04,11.74482
2023-03-05,4.14026
2023-03-06,9.75918
2023-03-07,13.81495
2023-03-08,14.11068
2023-03-09,17.237
2023-03-10,18.63117
2023-03-11,17.19476
2023-03-12,4.47824
2023-03-13,18.96915
2023-03-14,24.41909
2023-03-15,24.88381
2023-03-16,20.91254
2023-03-17,21.75749
2023-03-18,12.8855
2023-03-19,6.42163
2023-03-20,13.18124
2023-03-21,20.57456
2023-03-22,24.37684
2023-03-23,29.91128
2023-03-24,29.4043
2023-03-25,12.75876
2023-03-26,5.28094
2023-03-27,14.36417
2023-03-28,25.17955
2023-03-29,22.81368
2023-03-30,23.15166
2023-03-31,21.37727
2023-04-01,15.58935
2023-04-02,4.60498
2023-04-03,15.25137
2023-04-04,24.12336
2023-04-05,28.01013
2023-04-06,26.86945
2023-04-07,17.15251
2023-04-08,4.90071
2023-04-09,3.42205
2023-04-10,14.11068
2023-04-11,19.94085
2023-04-12,21.25052
2023-04-13,25.26404
2023-04-14,24.50359
2023-04-15,14.06844
2023-04-16,5.70342
2023-04-17,19.8986
2023-04-18,33.0376
2023-04-19,27.62991
2023-04-20,25.0528
2023-04-21,22.72919
2023-04-22,12.25179
2023-04-23,4.47824
2023-04-24,12.33629
2023-04-25,24.46134
2023-04-26,26.48922
2023-04-27,22.17997
2023-04-28,20.99704
2023-04-29,11.78707
2023-04-30,3.4643
2023-05-01,12.33629
2023-05-02,34.09378
2023-05-03,26.61596
2023-05-04,28.05238
2023-05-05,23.19391
2023-05-06,15.08238
2023-05-07,3.12632
2023-05-08,17.78622
2023-05-09,27.62991
2023-05-10,29.86903
2023-05-11,26.78495
2023-05-12,23.48964
2023-05-13,9.67469
2023-05-14,2.78833
2023-05-15,14.02619
2023-05-16,33.20659
2023-05-17,31.05196
2023-05-18,33.54457
2023-05-19,39.71271
2023-05-20,22.43346
2023-05-21,8.11153
2023-05-22,27.84114
2023-05-23,45.71187
2023-05-24,35.69919
2023-05-25,39.8817
2023-05-26,41.74059
2023-05-27,25.47528
2023-05-28,10.64638
2023-05-29,13.89945
2023-05-30,34.76975
2023-05-31,48.28897
2023-06-01,47.27503
2023-06-02,45.28939
2023-06-03,22.05323
2023-06-04,6.12589
2023-06-05,26.9117
2023-06-06,34.17828
2023-06-07,38.95226
2023-06-08,42.4588
2023-06-09,35.40346
2023-06-10,17.49049
2023-06-11,5.49218
2023-06-12,23.15166
2023-06-13,44.82467
2023-06-14,40.81115
2023-06-15,46.13434
2023-06-16,42.12082
2023-06-17,19.34938
2023-06-18,5.91465
2023-06-19,9.04098
2023-06-20,26.48922
2023-06-21,35.91043
2023-06-22,35.65694
2023-06-23,35.19222
2023-06-24,15.75834
2023-06-25,4.267
2023-06-26,23.86987
2023-06-27,31.2632
2023-06-28,29.31981
2023-06-29,35.95268
2023-06-30,41.82509
2023-07-01,20.36332
2023-07-02,5.91465
2023-07-03,20.53231
2023-07-04,20.49007
2023-07-05,21.20828
2023-07-06,42.41656
2023-07-07,50.99281
2023-07-08,28.72834
2023-07-09,9.80143
2023-07-10,29.4043
2023-07-11,38.06506
2023-07-12,39.41698
2023-07-13,43.68398
2023-07-14,43.09252
2023-07-15,22.72919
2023-07-16,6.12589
2023-07-17,22.98267
2023-07-18,36.79763
2023-07-19,36.83988
2023-07-20,40.93789
2023-07-21,31.38994
2023-07-22,14.91339
2023-07-23,5.0697
2023-07-24,17.49049
2023-07-25,29.10857
2023-07-26,32.57287
2023-07-27,37.76932
2023-07-28,52.1335
2023-07-29,23.06717
2023-07-30,7.7313
2023-07-31,26.99619
2023-08-01,46.04985
2023-08-02,78.91846
2023-08-03,84.24165
2023-08-04,84.53738
2023-08-05,39.75496
2023-08-06,12.63202
2023-08-07,36.16392
2023-08-08,53.78115
2023-08-09,47.90874
2023-08-10,47.6975
2023-08-11,50.48584
2023-08-12,28.05238
2023-08-13,7.90029
2023-08-14,30.376
2023-08-15,53.99239
2023-08-16,47.02154
2023-08-17,67.30038
2023-08-18,59.48457
2023-08-19,23.99662
2023-08-20,7.77355
2023-08-21,37.93831
2023-08-22,56.52724
2023-08-23,45.9231
2023-08-24,55.68229
2023-08-25,40.00844
2023-08-26,23.06717
2023-08-27,6.75961
2023-08-28,23.40515
2023-08-29,35.5302
2023-08-30,42.67004
2023-08-31,39.62822
2023-09-01,39.16349
2023-09-02,21.50401
2023-09-03,5.66117
2023-09-04,13.05449
2023-09-05,29.65779
2023-09-06,39.079
2023-09-07,33.67131
2023-09-08,31.98141
2023-09-09,17.44824
2023-09-10,5.36544
2023-09-11,22.01098
2023-09-12,29.4043
2023-09-13,31.05196
2023-09-14,34.7275
2023-09-15,38.1073
2023-09-16,16.47655
2023-09-17,4.68948
2023-09-18,18.80016
2023-09-19,29.15082
2023-09-20,31.85466
2023-09-21,52.72496
2023-09-22,47.95099
2023-09-23,22.26446
2023-09-24,7.13983
2023-09-25,30.50274
2023-09-26,57.79467
2023-09-27,42.88128
2023-09-28,46.26108
2023-09-29,38.65652
2023-09-30,20.36332
2023-10-01,6.97084
2023-10-02,23.4474
2023-10-03,55.38656
2023-10-04,78.07351
2023-10-05,42.79678
2023-10-06,43.55724
2023-10-07,27.75665
2023-10-08,8.15378
2023-10-09,23.65863
2023-10-10,41.5716
2023-10-11,50.2746
2023-10-12,56.06252
2023-10-13,45.28939
2023-10-14,21.25052
2023-10-15,6.16814
2023-10-16,23.57414
2023-10-17,42.4588
2023-10-18,43.4305
2023-10-19,62.18842
2023-10-20,65.188
2023-10-21,28.85509
2023-10-22,9.37896
2023-10-23,37.34685
2023-10-24,48.41571
2023-10-25,45.37389
2023-10-26,51.11956
2023-10-27,41.69835
2023-10-28,20.57456
2023-10-29,5.99915
2023-10-30,23.91212
2023-10-31,40.09294
2023-11-01,43.51499
2023-11-02,62.82213
2023-11-03,60.70975
2023-11-04,43.38825
2023-11-05,11.44909
2023-11-06,38.78326
2023-11-07,44.95141
2023-11-08,54.54161
2023-11-09,56.78073
2023-11-10,48.07773
2023-11-11,26.19349
2023-11-12,6.67511
2023-11-13,21.46176
2023-11-14,41.31812
2023-11-15,60.11829
2023-11-16,48.54245
2023-11-17,49.85213
2023-11-18,24.96831
2023-11-19,7.39332
2023-11-20,27.84114
2023-11-21,51.62653
2023-11-22,48.20447
2023-11-23,29.99577
2023-11-24,21.16603
2023-11-25,16.30756
2023-11-26,5.66117
2023-11-27,24.12336
2023-11-28,41.95183
2023-11-29,56.14702
2023-11-30,52.00675
2023-12-01,41.10688
2023-12-02,38.86776
2023-12-03,11.44909
2023-12-04,51.79552
2023-12-05,59.99155
2023-12-06,69.455
2023-12-07,69.96197
2023-12-08,54.33037
2023-12-09,29.57329
2023-12-10,5.91465
2023-12-11,26.15124
2023-12-12,47.48626
2023-12-13,45.50063
2023-12-14,100.0
2023-12-15,84.91761
2023-12-16,47.44402
2023-12-17,15.37811
2023-12-18,40.47317
2023-12-19,66.92015
2023-12-20,58.47063
2023-12-21,64.2163
2023-12-22,56.44275
2023-12-23,30.41825
2023-12-24,8.78749
2023-12-25,8.91423
2023-12-26,28.72834
2023-12-27,52.64047
2023-12-28,61.21673
2023-12-29,47.61301
2023-12-30,27.12294
2023-12-31,6.59062
2024-01-01,7.60456
2024-01-02,41.48711
2024-01-03,52.42923
2024-01-04,51.20405
2024-01-05,47.65525
2024-01-06,29.65779
2024-01-07,8.15378
2024-01-08,25.64427
2024-01-09,41.36037
2024-01-10,36.75538
2024-01-11,42.28981
2024-01-12,38.27629
2024-01-13,22.4757
2024-01-14,6.42163
2024-01-15,11.02661
2024-01-16,25.17955
2024-01-17,43.17701
2024-01-18,39.41698
2024-01-19,43.85297
2024-01-20,26.44697
2024-01-21,7.8158
2024-01-22,27.16518
2024-01-23,40.21968
2024-01-24,38.86776
2024-01-25,42.12082
2024-01-26,34.89649
2024-01-27,23.48964
2024-01-28,8.28052
2024-01-29,24.79932
2024-01-30,47.73975
2024-01-31,47.14828
2024-02-01,62.01943
2024-02-02,65.52598
2024-02-03,33.88255
2024-02-04,9.29446
2024-02-05,32.02365
2024-02-06,47.14828
2024-02-07,44.90916
2024-02-08,38.65652
2024-02-09,39.03675
2024-02-10,25.64427
2024-02-11,7.94254
2024-02-12,19.81411
2024-02-13,45.58512
2024-02-14,50.10561
2024-02-15,43.346
2024-02-16,47.31727
2024-02-17,25.09505
2024-02-18,8.23827
2024-02-19,14.91339
2024-02-20,25.34854
2024-02-21,35.57245
2024-02-22,44.99366
2024-02-23,40.55766
2024-02-24,28.89733
2024-02-25,8.82974
2024-02-26,28.01013
2024-02-27,39.71271
2024-02-28,41.48711
2024-02-29,39.41698
2024-03-01,42.41656
2024-03-02,32.48838
2024-03-03,8.534
2024-03-04,28.93958
2024-03-05,45.07815
2024-03-06,50.57034
2024-03-07,57.96366
2024-03-08,54.03464
2024-03-09,30.62948
2024-03-10,9.92817
2024-03-11,30.24926
2024-03-12,43.346
2024-03-13,37.89607
2024-03-14,39.41698
2024-03-15,43.4305
2024-03-16,22.43346
2024-03-17,7.77355
2024-03-18,22.98267
2024-03-19,35.36121
2024-03-20,34.60076
