date,외환은행환율조회
2020-12-09,29.33864
2020-12-10,30.82071
2020-12-11,29.19521
2020-12-12,5.22709
2020-12-13,4.46215
2020-12-14,31.56972
2020-12-15,29.94422
2020-12-16,26.82071
2020-12-17,25.30677
2020-12-18,27.6494
2020-12-19,5.73705
2020-12-20,3.88844
2020-12-21,31.44223
2020-12-22,30.61354
2020-12-23,31.01195
2020-12-24,24.46215
2020-12-25,6.13545
2020-12-26,4.78087
2020-12-27,4.0
2020-12-28,28.55776
2020-12-29,24.81274
2020-12-30,23.53784
2020-12-31,20.30278
2021-01-01,5.29083
2021-01-02,4.43027
2021-01-03,4.47808
2021-01-04,31.69721
2021-01-05,29.99203
2021-01-06,26.13545
2021-01-07,26.91633
2021-01-08,28.30278
2021-01-09,6.39043
2021-01-10,3.8725
2021-01-11,30.47011
2021-01-12,27.34661
2021-01-13,27.61752
2021-01-14,28.79681
2021-01-15,25.19521
2021-01-16,6.62948
2021-01-17,4.94023
2021-01-18,28.70119
2021-01-19,27.52191
2021-01-20,25.19521
2021-01-21,26.58167
2021-01-22,25.89641
2021-01-23,5.75298
2021-01-24,4.3984
2021-01-25,27.4741
2021-01-26,28.14342
2021-01-27,26.47011
2021-01-28,34.5976
2021-01-29,33.00398
2021-01-30,5.97609
2021-01-31,4.47808
2021-02-01,30.64541
2021-02-02,28.78087
2021-02-03,26.16733
2021-02-04,27.02788
2021-02-05,27.56972
2021-02-06,5.43426
2021-02-07,4.15936
2021-02-08,26.40637
2021-02-09,24.95617
2021-02-10,21.33864
2021-02-11,5.45019
2021-02-12,3.74501
2021-02-13,3.71314
2021-02-14,3.36254
2021-02-15,22.7729
2021-02-16,24.3984
2021-02-17,24.23904
2021-02-18,22.70916
2021-02-19,22.58167
2021-02-20,5.2749
2021-02-21,4.03187
2021-02-22,25.00398
2021-02-23,25.76892
2021-02-24,22.78884
2021-02-25,21.06772
2021-02-26,31.66533
2021-02-27,5.76892
2021-02-28,4.11155
2021-03-01,7.34661
2021-03-02,30.51792
2021-03-03,21.72111
2021-03-04,24.14342
2021-03-05,26.34262
2021-03-06,5.59362
2021-03-07,3.61752
2021-03-08,28.58964
2021-03-09,30.69322
2021-03-10,28.98804
2021-03-11,26.0239
2021-03-12,26.98007
2021-03-13,5.2749
2021-03-14,3.36254
2021-03-15,24.97211
2021-03-16,24.01593
2021-03-17,25.35458
2021-03-18,25.17928
2021-03-19,21.57768
2021-03-20,4.95617
2021-03-21,3.55378
2021-03-22,22.83665
2021-03-23,21.43426
2021-03-24,20.03187
2021-03-25,20.65338
2021-03-26,18.31075
2021-03-27,4.2231
2021-03-28,3.33067
2021-03-29,20.01593
2021-03-30,18.69322
2021-03-31,19.41035
2021-04-01,20.55776
2021-04-02,19.15537
2021-04-03,3.76095
2021-04-04,3.13944
2021-04-05,19.21912
2021-04-06,20.70119
2021-04-07,20.95617
2021-04-08,20.19123
2021-04-09,19.61752
2021-04-10,4.03187
2021-04-11,3.15537
2021-04-12,20.2231
2021-04-13,19.85657
2021-04-14,19.68127
2021-04-15,21.2749
2021-04-16,19.17131
2021-04-17,4.35059
2021-04-18,3.23505
2021-04-19,20.20717
2021-04-20,21.30677
2021-04-21,20.82868
2021-04-22,18.93227
2021-04-23,18.34262
2021-04-24,3.80876
2021-04-25,3.09163
2021-04-26,21.68924
2021-04-27,21.46613
2021-04-28,20.01593
2021-04-29,21.00398
2021-04-30,19.56972
2021-05-01,3.8247
2021-05-02,2.90039
2021-05-03,21.94422
2021-05-04,20.27091
2021-05-05,6.39043
2021-05-06,21.88047
2021-05-07,18.24701
2021-05-08,4.19123
2021-05-09,2.82071
2021-05-10,19.63346
2021-05-11,20.94023
2021-05-12,22.07171
2021-05-13,24.0478
2021-05-14,20.49402
2021-05-15,4.38247
2021-05-16,3.26693
2021-05-17,24.68525
2021-05-18,22.91633
2021-05-19,5.80079
2021-05-20,24.84462
2021-05-21,18.27888
2021-05-22,4.35059
2021-05-23,3.41035
2021-05-24,22.27888
2021-05-25,19.42629
2021-05-26,21.01992
2021-05-27,20.0478
2021-05-28,19.69721
2021-05-29,4.14342
2021-05-30,2.72509
2021-05-31,23.52191
2021-06-01,23.98406
2021-06-02,21.2749
2021-06-03,19.13944
2021-06-04,17.51394
2021-06-05,3.36254
2021-06-06,2.9482
2021-06-07,19.55378
2021-06-08,19.28286
2021-06-09,19.17131
2021-06-10,16.68525
2021-06-11,16.58964
2021-06-12,3.93625
2021-06-13,2.83665
2021-06-14,16.73306
2021-06-15,16.79681
2021-06-16,15.80876
2021-06-17,24.44621
2021-06-18,20.2231
2021-06-19,4.87649
2021-06-20,3.37848
2021-06-21,21.81673
2021-06-22,21.80079
2021-06-23,20.27091
2021-06-24,19.68127
2021-06-25,19.25099
2021-06-26,4.01593
2021-06-27,2.86852
2021-06-28,20.06374
2021-06-29,18.15139
2021-06-30,27.49003
2021-07-01,19.84063
2021-07-02,16.86055
2021-07-03,3.90438
2021-07-04,3.01195
2021-07-05,16.3984
2021-07-06,16.73306
2021-07-07,17.89641
2021-07-08,22.74103
2021-07-09,22.7729
2021-07-10,5.38645
2021-07-11,2.78884
2021-07-12,19.34661
2021-07-13,19.34661
2021-07-14,20.27091
2021-07-15,20.79681
2021-07-16,17.40239
2021-07-17,4.33466
2021-07-18,3.33067
2021-07-19,21.00398
2021-07-20,23.79282
2021-07-21,19.71314
2021-07-22,19.80876
2021-07-23,18.48605
2021-07-24,3.60159
2021-07-25,3.21912
2021-07-26,22.88446
2021-07-27,20.17529
2021-07-28,20.749
2021-07-29,20.03187
2021-07-30,20.38247
2021-07-31,4.44621
2021-08-01,3.23505
2021-08-02,17.80079
2021-08-03,16.17529
2021-08-04,16.43027
2021-08-05,17.86454
2021-08-06,15.45816
2021-08-07,4.46215
2021-08-08,3.09163
2021-08-09,19.04382
2021-08-10,18.26294
2021-08-11,20.58964
2021-08-12,22.3745
2021-08-13,23.68127
2021-08-14,5.51394
2021-08-15,3.33067
2021-08-16,7.71314
2021-08-17,28.79681
2021-08-18,24.749
2021-08-19,26.05577
2021-08-20,29.54581
2021-08-21,5.54581
2021-08-22,3.90438
2021-08-23,26.48605
2021-08-24,22.11952
2021-08-25,24.09561
2021-08-26,22.53386
2021-08-27,19.34661
2021-08-28,5.22709
2021-08-29,3.13944
2021-08-30,21.78486
2021-08-31,24.11155
2021-09-01,23.77689
2021-09-02,23.09163
2021-09-03,20.17529
2021-09-04,4.47808
2021-09-05,3.33067
2021-09-06,20.97211
2021-09-07,18.47011
2021-09-08,19.8247
2021-09-09,19.66533
2021-09-10,21.14741
2021-09-11,4.65338
2021-09-12,3.66533
2021-09-13,22.62948
2021-09-14,21.46613
2021-09-15,19.42629
2021-09-16,20.11155
2021-09-17,21.43426
2021-09-18,4.68525
2021-09-19,3.20318
2021-09-20,4.81274
2021-09-21,5.14741
2021-09-22,6.67729
2021-09-23,28.0478
2021-09-24,24.14342
2021-09-25,4.76494
2021-09-26,3.53784
2021-09-27,21.73705
2021-09-28,25.29083
2021-09-29,25.13147
2021-09-30,24.27091
2021-10-01,23.25099
2021-10-02,4.76494
2021-10-03,3.71314
2021-10-04,8.23904
2021-10-05,25.35458
2021-10-06,25.94422
2021-10-07,22.61354
2021-10-08,22.61354
2021-10-09,5.06772
2021-10-10,3.01195
2021-10-11,8.0478
2021-10-12,29.72111
2021-10-13,23.21912
2021-10-14,22.82071
2021-10-15,23.44223
2021-10-16,4.5737
2021-10-17,3.26693
2021-10-18,23.68127
2021-10-19,20.73306
2021-10-20,24.38247
2021-10-21,21.40239
2021-10-22,18.26294
2021-10-23,3.63346
2021-10-24,2.74103
2021-10-25,22.29482
2021-10-26,20.20717
2021-10-27,19.10756
2021-10-28,18.47011
2021-10-29,20.35059
2021-10-30,5.05179
2021-10-31,4.06374
2021-11-01,23.45816
2021-11-02,21.19521
2021-11-03,20.30278
2021-11-04,20.49402
2021-11-05,19.55378
2021-11-06,4.12749
2021-11-07,3.15537
2021-11-08,19.55378
2021-11-09,23.49003
2021-11-10,20.33466
2021-11-11,17.81673
2021-11-12,16.87649
2021-11-13,3.84063
2021-11-14,3.07569
2021-11-15,18.56573
2021-11-16,18.86852
2021-11-17,20.35059
2021-11-18,19.58565
2021-11-19,17.54581
2021-11-20,4.44621
2021-11-21,3.55378
2021-11-22,21.45019
2021-11-23,21.54581
2021-11-24,20.76494
2021-11-25,20.81274
2021-11-26,21.0996
2021-11-27,5.33864
2021-11-28,3.6494
2021-11-29,22.96414
2021-11-30,25.46613
2021-12-01,24.28685
2021-12-02,23.41035
2021-12-03,20.41434
2021-12-04,4.58964
2021-12-05,3.23505
2021-12-06,21.00398
2021-12-07,19.85657
2021-12-08,18.56573
2021-12-09,18.3745
2021-12-10,19.60159
2021-12-11,4.70119
2021-12-12,3.1235
2021-12-13,18.51792
2021-12-14,18.9482
2021-12-15,20.19123
2021-12-16,18.13545
2021-12-17,18.64541
2021-12-18,4.46215
2021-12-19,3.10756
2021-12-20,23.71314
2021-12-21,21.96015
2021-12-22,19.60159
2021-12-23,19.39442
2021-12-24,16.86055
2021-12-25,4.0478
2021-12-26,2.98007
2021-12-27,18.5976
2021-12-28,17.01992
2021-12-29,18.00796
2021-12-30,17.29083
2021-12-31,14.82071
2022-01-01,3.79282
2022-01-02,4.0478
2022-01-03,21.78486
2022-01-04,21.75298
2022-01-05,24.19123
2022-01-06,27.8725
2022-01-07,25.48207
2022-01-08,5.97609
2022-01-09,4.30278
2022-01-10,24.46215
2022-01-11,21.97609
2022-01-12,20.70119
2022-01-13,21.08366
2022-01-14,19.69721
2022-01-15,5.45019
2022-01-16,3.74501
2022-01-17,24.20717
2022-01-18,21.54581
2022-01-19,21.97609
2022-01-20,21.29083
2022-01-21,20.44621
2022-01-22,5.73705
2022-01-23,4.01593
2022-01-24,24.82868
2022-01-25,27.77689
2022-01-26,21.94422
2022-01-27,25.3227
2022-01-28,25.33864
2022-01-29,6.10358
2022-01-30,3.58565
2022-01-31,4.73306
2022-02-01,5.46613
2022-02-02,6.80478
2022-02-03,26.29482
2022-02-04,21.16334
2022-02-05,4.79681
2022-02-06,4.06374
2022-02-07,22.5976
2022-02-08,20.97211
2022-02-09,19.26693
2022-02-10,19.98406
2022-02-11,18.78884
2022-02-12,5.14741
2022-02-13,4.03187
2022-02-14,21.6733
2022-02-15,21.13147
2022-02-16,20.07968
2022-02-17,18.11952
2022-02-18,18.78884
2022-02-19,4.17529
2022-02-20,3.25099
2022-02-21,20.89243
2022-02-22,21.70517
2022-02-23,18.47011
2022-02-24,27.4741
2022-02-25,26.00796
2022-02-26,5.88047
2022-02-27,3.74501
2022-02-28,28.07968
2022-03-01,9.59362
2022-03-02,23.80876
2022-03-03,22.15139
2022-03-04,23.6494
2022-03-05,6.69322
2022-03-06,4.55776
2022-03-07,33.46613
2022-03-08,33.56175
2022-03-09,10.40637
2022-03-10,27.36254
2022-03-11,24.52589
2022-03-12,6.80478
2022-03-13,4.70119
2022-03-14,28.70119
2022-03-15,27.05976
2022-03-16,25.57768
2022-03-17,29.72111
2022-03-18,25.86454
2022-03-19,6.64541
2022-03-20,4.41434
2022-03-21,25.05179
2022-03-22,23.53784
2022-03-23,23.84063
2022-03-24,23.53784
2022-03-25,20.9243
2022-03-26,5.46613
2022-03-27,4.52589
2022-03-28,23.4741
2022-03-29,24.82868
2022-03-30,26.15139
2022-03-31,24.78087
2022-04-01,22.39043
2022-04-02,5.30677
2022-04-03,3.53784
2022-04-04,22.75697
2022-04-05,21.72111
2022-04-06,22.9482
2022-04-07,22.82071
2022-04-08,19.95219
2022-04-09,4.89243
2022-04-10,3.56972
2022-04-11,26.64541
2022-04-12,25.13147
2022-04-13,25.40239
2022-04-14,23.79282
2022-04-15,22.78884
2022-04-16,4.63745
2022-04-17,3.50597
2022-04-18,24.79681
2022-04-19,25.2749
2022-04-20,25.91235
2022-04-21,24.14342
2022-04-22,24.71713
2022-04-23,6.21513
2022-04-24,3.98406
2022-04-25,28.33466
2022-04-26,29.33864
2022-04-27,33.73705
2022-04-28,33.52988
2022-04-29,32.3984
2022-04-30,7.55378
2022-05-01,5.14741
2022-05-02,33.22709
2022-05-03,27.26693
2022-05-04,24.36653
2022-05-05,8.86055
2022-05-06,25.3227
2022-05-07,5.92828
2022-05-08,4.35059
2022-05-09,29.30677
2022-05-10,28.36653
2022-05-11,25.0996
2022-05-12,32.76494
2022-05-13,27.66533
2022-05-14,6.08764
2022-05-15,3.95219
2022-05-16,28.68525
2022-05-17,26.66135
2022-05-18,24.62151
2022-05-19,27.02788
2022-05-20,24.27091
2022-05-21,6.80478
2022-05-22,4.30278
2022-05-23,25.19521
2022-05-24,26.56573
2022-05-25,23.61752
2022-05-26,22.67729
2022-05-27,24.0478
2022-05-28,5.21115
2022-05-29,3.93625
2022-05-30,27.09163
2022-05-31,30.61354
2022-06-01,8.66932
2022-06-02,28.43027
2022-06-03,22.96414
2022-06-04,5.30677
2022-06-05,3.66533
2022-06-06,7.28286
2022-06-07,26.26294
2022-06-08,25.94422
2022-06-09,26.53386
2022-06-10,27.52191
2022-06-11,7.88844
2022-06-12,4.78087
2022-06-13,36.35059
2022-06-14,34.29482
2022-06-15,32.11155
2022-06-16,30.58167
2022-06-17,30.07171
2022-06-18,7.13944
2022-06-19,4.87649
2022-06-20,28.70119
2022-06-21,27.8247
2022-06-22,30.62948
2022-06-23,33.48207
2022-06-24,27.1235
2022-06-25,6.18326
2022-06-26,5.08366
2022-06-27,29.17928
2022-06-28,25.72111
2022-06-29,27.52191
2022-06-30,29.89641
2022-07-01,28.28685
2022-07-02,5.89641
2022-07-03,3.88844
2022-07-04,28.46215
2022-07-05,28.68525
2022-07-06,32.58964
2022-07-07,28.98804
2022-07-08,26.51792
2022-07-09,5.75298
2022-07-10,4.66932
2022-07-11,28.3984
2022-07-12,31.66533
2022-07-13,28.54183
2022-07-14,29.59362
2022-07-15,31.01195
2022-07-16,7.04382
2022-07-17,5.0996
2022-07-18,29.99203
2022-07-19,28.12749
2022-07-20,25.19521
2022-07-21,26.45418
2022-07-22,24.73306
2022-07-23,5.6733
2022-07-24,4.11155
2022-07-25,22.93227
2022-07-26,22.74103
2022-07-27,21.11553
2022-07-28,26.07171
2022-07-29,24.81274
2022-07-30,6.69322
2022-07-31,3.95219
2022-08-01,25.05179
2022-08-02,24.65338
2022-08-03,26.31075
2022-08-04,23.10756
2022-08-05,20.87649
2022-08-06,6.00796
2022-08-07,4.27091
2022-08-08,24.46215
2022-08-09,22.83665
2022-08-10,22.66135
2022-08-11,25.00398
2022-08-12,19.95219
2022-08-13,5.3227
2022-08-14,3.74501
2022-08-15,6.0239
2022-08-16,23.88844
2022-08-17,21.51394
2022-08-18,24.9243
2022-08-19,25.96015
2022-08-20,7.01195
2022-08-21,4.06374
2022-08-22,33.51394
2022-08-23,30.56573
2022-08-24,26.13545
2022-08-25,25.59362
2022-08-26,21.25896
2022-08-27,6.7729
2022-08-28,4.35059
2022-08-29,32.19123
2022-08-30,27.60159
2022-08-31,30.88446
2022-09-01,29.45019
2022-09-02,27.61752
2022-09-03,6.5976
2022-09-04,5.13147
2022-09-05,34.34262
2022-09-06,30.24701
2022-09-07,34.00796
2022-09-08,28.94023
2022-09-09,9.45019
2022-09-10,5.73705
2022-09-11,4.87649
2022-09-12,7.61752
2022-09-13,30.62948
2022-09-14,38.39043
2022-09-15,36.07968
2022-09-16,32.73306
2022-09-17,7.8247
2022-09-18,5.52988
2022-09-19,31.60159
2022-09-20,27.09163
2022-09-21,28.41434
2022-09-22,39.28286
2022-09-23,36.54183
2022-09-24,11.52191
2022-09-25,7.01195
2022-09-26,47.96812
2022-09-27,40.71713
2022-09-28,47.20318
2022-09-29,40.71713
2022-09-30,40.84462
2022-10-01,9.65737
2022-10-02,7.1235
2022-10-03,10.45418
2022-10-04,37.89641
2022-10-05,34.43824
2022-10-06,37.22709
2022-10-07,32.49402
2022-10-08,8.5737
2022-10-09,5.83266
2022-10-10,10.26294
2022-10-11,34.98007
2022-10-12,33.91235
2022-10-13,32.33466
2022-10-14,29.41832
2022-10-15,10.07171
2022-10-16,6.80478
2022-10-17,34.86852
2022-10-18,32.73306
2022-10-19,35.01195
2022-10-20,33.08366
2022-10-21,34.03984
2022-10-22,10.31075
2022-10-23,6.13545
2022-10-24,36.71713
2022-10-25,32.3984
2022-10-26,31.23505
2022-10-27,31.34661
2022-10-28,27.45816
2022-10-29,6.48605
2022-10-30,4.73306
2022-10-31,30.62948
2022-11-01,31.44223
2022-11-02,30.80478
2022-11-03,32.95617
2022-11-04,26.29482
2022-11-05,7.93625
2022-11-06,5.06772
2022-11-07,30.9482
2022-11-08,35.02788
2022-11-09,37.94422
2022-11-10,38.18326
2022-11-11,47.07569
2022-11-12,11.04382
2022-11-13,7.10756
2022-11-14,44.47808
2022-11-15,37.73705
2022-11-16,36.31872
2022-11-17,34.91633
2022-11-18,30.61354
2022-11-19,8.09561
2022-11-20,5.64143
2022-11-21,33.88047
2022-11-22,32.20717
2022-11-23,32.12749
2022-11-24,33.24302
2022-11-25,30.96414
2022-11-26,7.44223
2022-11-27,4.84462
2022-11-28,34.5498
2022-11-29,31.15537
2022-11-30,33.33864
2022-12-01,34.43824
2022-12-02,31.37848
2022-12-03,6.90039
2022-12-04,5.13147
2022-12-05,33.21115
2022-12-06,33.37051
2022-12-07,30.42231
2022-12-08,27.85657
2022-12-09,26.64541
2022-12-10,6.98007
2022-12-11,4.79681
2022-12-12,28.749
2022-12-13,27.95219
2022-12-14,28.03187
2022-12-15,27.80876
2022-12-16,27.55378
2022-12-17,6.61354
2022-12-18,5.43426
2022-12-19,27.1235
2022-12-20,28.89243
2022-12-21,32.20717
2022-12-22,29.13147
2022-12-23,25.88047
2022-12-24,6.42231
2022-12-25,4.76494
2022-12-26,28.98804
2022-12-27,26.88446
2022-12-28,29.68924
2022-12-29,27.85657
2022-12-30,21.45019
2022-12-31,6.40637
2023-01-01,4.98804
2023-01-02,30.27888
2023-01-03,31.17131
2023-01-04,28.30278
2023-01-05,27.18725
2023-01-06,25.62549
2023-01-07,7.80876
2023-01-08,5.14741
2023-01-09,30.69322
2023-01-10,32.01593
2023-01-11,26.72509
2023-01-12,25.86454
2023-01-13,28.81274
2023-01-14,8.14342
2023-01-15,5.43426
2023-01-16,28.25498
2023-01-17,26.56573
2023-01-18,27.66533
2023-01-19,29.43426
2023-01-20,21.91235
2023-01-21,6.03984
2023-01-22,4.01593
2023-01-23,6.05577
2023-01-24,7.8247
2023-01-25,25.21115
2023-01-26,25.3227
2023-01-27,23.90438
2023-01-28,7.33067
2023-01-29,4.63745
2023-01-30,26.80478
2023-01-31,27.71314
2023-02-01,25.46613
2023-02-02,27.69721
2023-02-03,22.93227
2023-02-04,7.2988
2023-02-05,5.68924
2023-02-06,31.04382
2023-02-07,27.84063
2023-02-08,27.71314
2023-02-09,28.09561
2023-02-10,24.78087
2023-02-11,7.71314
2023-02-12,5.70517
2023-02-13,26.93227
2023-02-14,26.15139
2023-02-15,28.12749
2023-02-16,28.12749
2023-02-17,30.42231
2023-02-18,8.82868
2023-02-19,5.78486
2023-02-20,30.91633
2023-02-21,27.84063
2023-02-22,31.13944
2023-02-23,31.52191
2023-02-24,28.12749
2023-02-25,9.00398
2023-02-26,6.1992
2023-02-27,31.6494
2023-02-28,31.77689
2023-03-01,13.03585
2023-03-02,32.31872
2023-03-03,28.28685
2023-03-04,7.77689
2023-03-05,5.91235
2023-03-06,29.29083
2023-03-07,28.15936
2023-03-08,30.62948
2023-03-09,30.85258
2023-03-10,29.46613
2023-03-11,8.70119
2023-03-12,5.37051
2023-03-13,35.66533
2023-03-14,33.86454
2023-03-15,29.0996
2023-03-16,32.52589
2023-03-17,29.56175
2023-03-18,8.03187
2023-03-19,5.29083
2023-03-20,31.96812
2023-03-21,28.15936
2023-03-22,25.57768
2023-03-23,34.56573
2023-03-24,32.81274
2023-03-25,8.50996
2023-03-26,6.23107
2023-03-27,30.5498
2023-03-28,26.10358
2023-03-29,26.99601
2023-03-30,28.81274
2023-03-31,30.35856
2023-04-01,7.41035
2023-04-02,5.498
2023-04-03,34.39043
2023-04-04,29.22709
2023-04-05,29.8486
2023-04-06,30.85258
2023-04-07,27.09163
2023-04-08,7.04382
2023-04-09,4.79681
2023-04-10,29.57768
2023-04-11,29.56175
2023-04-12,28.2231
2023-04-13,30.27888
2023-04-14,30.72509
2023-04-15,7.90438
2023-04-16,5.33864
2023-04-17,30.69322
2023-04-18,30.26294
2023-04-19,28.31872
2023-04-20,30.62948
2023-04-21,27.52191
2023-04-22,7.4741
2023-04-23,5.64143
2023-04-24,30.35856
2023-04-25,30.03984
2023-04-26,30.82071
2023-04-27,28.30278
2023-04-28,29.05179
2023-04-29,6.5976
2023-04-30,5.0996
2023-05-01,9.73705
2023-05-02,28.73306
2023-05-03,28.66932
2023-05-04,30.39043
2023-05-05,9.45019
2023-05-06,8.63745
2023-05-07,4.15936
2023-05-08,25.6733
2023-05-09,24.81274
2023-05-10,25.57768
2023-05-11,24.98804
2023-05-12,25.78486
2023-05-13,6.62948
2023-05-14,5.29083
2023-05-15,28.27091
2023-05-16,26.10358
2023-05-17,25.3227
2023-05-18,29.22709
2023-05-19,25.64143
2023-05-20,6.48605
2023-05-21,4.97211
2023-05-22,29.73705
2023-05-23,29.99203
2023-05-24,29.41832
2023-05-25,30.90039
2023-05-26,26.11952
2023-05-27,6.16733
2023-05-28,5.52988
