date,주식차트사이트
2023-11-27,10.63829
2023-11-28,10.63829
2023-11-29,17.73049
2023-11-30,9.21985
2023-12-01,6.38297
2023-12-02,16.31205
2023-12-03,7.09219
2023-12-04,7.80141
2023-12-05,17.02127
2023-12-06,14.18439
2023-12-07,8.51063
2023-12-08,7.09219
2023-12-09,7.09219
2023-12-10,12.76595
2023-12-11,12.05673
2023-12-12,4.25531
2023-12-13,7.80141
2023-12-14,20.56737
2023-12-15,12.05673
2023-12-16,6.38297
2023-12-17,11.34751
2023-12-18,14.89361
2023-12-19,9.21985
2023-12-20,7.09219
2023-12-21,7.80141
2023-12-22,9.21985
2023-12-23,8.51063
2023-12-25,3.54609
2023-12-26,7.80141
2023-12-27,12.76595
2023-12-28,10.63829
2023-12-29,10.63829
2023-12-30,11.34751
2023-12-31,7.09219
2024-01-02,12.05673
2024-01-03,13.47517
2024-01-04,14.89361
2024-01-05,6.38297
2024-01-06,8.51063
2024-01-07,10.63829
2024-01-08,14.89361
2024-01-09,17.73049
2024-01-10,18.43971
2024-01-11,14.89361
2024-01-12,16.31205
2024-01-13,8.51063
2024-01-14,4.25531
2024-01-15,21.98581
2024-01-16,21.27659
2024-01-17,12.76595
2024-01-18,17.73049
2024-01-19,10.63829
2024-01-20,17.73049
2024-01-21,9.92907
2024-01-22,18.43971
2024-01-23,9.92907
2024-01-24,19.14893
2024-01-25,22.69503
2024-01-26,14.89361
2024-01-27,18.43971
2024-01-28,7.09219
2024-01-29,23.40425
2024-01-30,14.18439
2024-01-31,12.76595
2024-02-01,21.27659
2024-02-02,10.63829
2024-02-03,7.09219
2024-02-04,6.38297
2024-02-05,8.51063
2024-02-06,12.05673
2024-02-07,5.67375
2024-02-08,8.51063
2024-02-09,4.25531
2024-02-10,10.63829
2024-02-11,11.34751
2024-02-12,10.63829
2024-02-13,24.11347
2024-02-14,15.60283
2024-02-15,22.69503
2024-02-16,21.98581
2024-02-17,12.05673
2024-02-18,7.80141
2024-02-19,18.43971
2024-02-20,18.43971
2024-02-21,12.05673
2024-02-22,26.24113
2024-02-23,14.89361
2024-02-24,15.60283
2024-02-25,18.43971
2024-02-26,26.24113
2024-02-27,21.98581
2024-02-28,24.11347
2024-02-29,26.95035
2024-03-01,12.05673
2024-03-02,17.73049
2024-03-03,10.63829
2024-03-04,15.60283
2024-03-05,19.85815
2024-03-06,20.56737
2024-03-07,5.67375
2024-03-08,14.18439
2024-03-09,9.21985
2024-03-10,13.47517
2024-03-11,17.02127
2024-03-12,19.85815
2024-03-13,14.18439
2024-03-14,22.69503
2024-03-15,21.27659
2024-03-16,9.92907
2024-03-17,4.96453
2024-03-18,19.85815
2024-03-19,21.98581
2024-03-20,16.31205
