date,스마트스토어창업
2020-07-12,3.04621
2020-07-13,5.67226
2020-07-14,5.67226
2020-07-15,5.67226
2020-07-16,5.88235
2020-07-17,5.04201
2020-07-18,3.57142
2020-07-19,3.46638
2020-07-20,5.14705
2020-07-21,4.20168
2020-07-22,6.61764
2020-07-23,7.56302
2020-07-24,5.04201
2020-07-25,4.41176
2020-07-26,3.15126
2020-07-27,6.82773
2020-07-28,6.93277
2020-07-29,8.08823
2020-07-30,7.03781
2020-07-31,6.09243
2020-08-01,3.78151
2020-08-02,5.35714
2020-08-03,5.2521
2020-08-04,6.40756
2020-08-05,5.98739
2020-08-06,4.5168
2020-08-07,4.5168
2020-08-08,3.67647
2020-08-09,5.88235
2020-08-10,6.09243
2020-08-11,6.09243
2020-08-12,6.72268
2020-08-13,6.09243
2020-08-14,3.2563
2020-08-15,2.10084
2020-08-16,5.35714
2020-08-17,6.09243
2020-08-18,7.7731
2020-08-19,7.87815
2020-08-20,5.2521
2020-08-21,4.83193
2020-08-22,3.04621
2020-08-23,5.67226
2020-08-24,8.40336
2020-08-25,8.40336
2020-08-26,8.82352
2020-08-27,7.24789
2020-08-28,5.35714
2020-08-29,4.09663
2020-08-30,4.09663
2020-08-31,8.40336
2020-09-01,7.24789
2020-09-02,4.41176
2020-09-03,4.93697
2020-09-04,5.35714
2020-09-05,4.20168
2020-09-06,4.62184
2020-09-07,9.34873
2020-09-08,9.87394
2020-09-09,5.98739
2020-09-10,5.35714
2020-09-11,5.46218
2020-09-12,3.36134
2020-09-13,5.88235
2020-09-14,11.44957
2020-09-15,5.2521
2020-09-16,7.14285
2020-09-17,7.35294
2020-09-18,4.30672
2020-09-19,3.88655
2020-09-20,5.14705
2020-09-21,9.13865
2020-09-22,7.03781
2020-09-23,6.19747
2020-09-24,6.72268
2020-09-25,6.30252
2020-09-26,3.36134
2020-09-27,4.20168
2020-09-28,5.77731
2020-09-29,4.83193
2020-09-30,2.41596
2020-10-01,2.83613
2020-10-02,3.2563
2020-10-03,3.04621
2020-10-04,4.09663
2020-10-05,9.24369
2020-10-06,6.93277
2020-10-07,8.29831
2020-10-08,6.09243
2020-10-09,5.77731
2020-10-10,3.15126
2020-10-11,3.99159
2020-10-12,6.5126
2020-10-13,3.46638
2020-10-14,5.04201
2020-10-15,5.46218
2020-10-16,4.93697
2020-10-17,3.46638
2020-10-18,2.62605
2020-10-19,6.5126
2020-10-20,7.56302
2020-10-21,6.5126
2020-10-22,7.03781
2020-10-23,5.14705
2020-10-24,2.94117
2020-10-25,3.2563
2020-10-26,8.08823
2020-10-27,5.98739
2020-10-28,6.5126
2020-10-29,8.29831
2020-10-30,5.35714
2020-10-31,3.67647
2020-11-01,3.46638
2020-11-02,5.98739
2020-11-03,4.93697
2020-11-04,8.29831
2020-11-05,4.72689
2020-11-06,6.09243
2020-11-07,3.15126
2020-11-08,4.20168
2020-11-09,5.56722
2020-11-10,5.46218
2020-11-11,6.09243
2020-11-12,6.40756
2020-11-13,5.14705
2020-11-14,1.57563
2020-11-15,2.41596
2020-11-16,6.40756
2020-11-17,8.82352
2020-11-18,8.40336
2020-11-19,4.83193
2020-11-20,4.20168
2020-11-21,2.94117
2020-11-22,3.88655
2020-11-23,6.82773
2020-11-24,6.19747
2020-11-25,7.03781
2020-11-26,5.98739
2020-11-27,5.04201
2020-11-28,2.10084
2020-11-29,3.15126
2020-11-30,5.67226
2020-12-01,6.19747
2020-12-02,6.82773
2020-12-03,4.93697
2020-12-04,4.5168
2020-12-05,2.73109
2020-12-06,5.14705
2020-12-07,7.24789
2020-12-08,6.40756
2020-12-09,5.88235
2020-12-10,5.56722
2020-12-11,6.30252
2020-12-12,2.83613
2020-12-13,3.88655
2020-12-14,6.19747
2020-12-15,5.98739
2020-12-16,5.46218
2020-12-17,5.2521
2020-12-18,6.19747
2020-12-19,6.30252
2020-12-20,6.82773
2020-12-21,9.55882
2020-12-22,7.45798
2020-12-23,7.66806
2020-12-24,7.14285
2020-12-25,3.99159
2020-12-26,5.98739
2020-12-27,10.18907
2020-12-28,22.37394
2020-12-29,21.95378
2020-12-30,21.42857
2020-12-31,13.65546
2021-01-01,13.23529
2021-01-02,19.0126
2021-01-03,28.04621
2021-01-04,37.71008
2021-01-05,38.55042
2021-01-06,41.49159
2021-01-07,32.24789
2021-01-08,33.71848
2021-01-09,32.45798
2021-01-10,41.70168
2021-01-11,52.94117
2021-01-12,54.83193
2021-01-13,57.35294
2021-01-14,51.57563
2021-01-15,49.05462
2021-01-16,46.74369
2021-01-17,53.2563
2021-01-18,67.7521
2021-01-19,67.12184
2021-01-20,68.38235
2021-01-21,62.92016
2021-01-22,62.92016
2021-01-23,52.10084
2021-01-24,62.60504
2021-01-25,71.95378
2021-01-26,69.0126
2021-01-27,64.81092
2021-01-28,59.45378
2021-01-29,66.07142
2021-01-30,52.31092
2021-01-31,57.56302
2021-02-01,66.07142
2021-02-02,66.07142
2021-02-03,61.7647
2021-02-04,72.2689
2021-02-05,67.12184
2021-02-06,51.78571
2021-02-07,55.14705
2021-02-08,65.33613
2021-02-09,60.5042
2021-02-10,54.30672
2021-02-11,39.81092
2021-02-12,42.54201
2021-02-13,43.80252
2021-02-14,70.06302
2021-02-15,99.57983
2021-02-16,87.92016
2021-02-17,81.09243
2021-02-18,69.74789
2021-02-19,64.81092
2021-02-20,45.58823
2021-02-21,55.77731
2021-02-22,64.60084
2021-02-23,67.43697
2021-02-24,72.2689
2021-02-25,69.64285
2021-02-26,55.46218
2021-02-27,45.90336
2021-02-28,49.78991
2021-03-01,59.66386
2021-03-02,72.16386
2021-03-03,66.59663
2021-03-04,76.47058
2021-03-05,87.71008
2021-03-06,64.70588
2021-03-07,69.22268
2021-03-08,82.24789
2021-03-09,73.63445
2021-03-10,74.05462
2021-03-11,71.11344
2021-03-12,63.86554
2021-03-13,40.44117
2021-03-14,44.95798
2021-03-15,71.42857
2021-03-16,67.96218
2021-03-17,65.65126
2021-03-18,65.65126
2021-03-19,54.72689
2021-03-20,43.06722
2021-03-21,52.10084
2021-03-22,72.05882
2021-03-23,63.55042
2021-03-24,63.55042
2021-03-25,61.97478
2021-03-26,48.42436
2021-03-27,41.91176
2021-03-28,49.57983
2021-03-29,73.0042
2021-03-30,60.92436
2021-03-31,64.39075
2021-04-01,56.30252
2021-04-02,52.73109
2021-04-03,42.33193
2021-04-04,50.21008
2021-04-05,60.60924
2021-04-06,59.34873
2021-04-07,51.78571
2021-04-08,64.49579
2021-04-09,55.2521
2021-04-10,38.44537
2021-04-11,48.31932
2021-04-12,66.38655
2021-04-13,66.59663
2021-04-14,59.13865
2021-04-15,57.56302
2021-04-16,53.46638
2021-04-17,37.92016
2021-04-18,42.85714
2021-04-19,57.66806
2021-04-20,60.60924
2021-04-21,51.99579
2021-04-22,53.46638
2021-04-23,43.17226
2021-04-24,33.29831
2021-04-25,45.48319
2021-04-26,64.39075
2021-04-27,56.72268
2021-04-28,58.71848
2021-04-29,63.44537
2021-04-30,49.05462
2021-05-01,40.44117
2021-05-02,44.74789
2021-05-03,61.13445
2021-05-04,53.36134
2021-05-05,40.96638
2021-05-06,51.68067
2021-05-07,42.96218
2021-05-08,30.98739
2021-05-09,40.86134
2021-05-10,54.20168
2021-05-11,54.30672
2021-05-12,57.03781
2021-05-13,48.0042
2021-05-14,44.85294
2021-05-15,35.81932
2021-05-16,47.16386
2021-05-17,63.97058
2021-05-18,56.93277
2021-05-19,46.95378
2021-05-20,62.92016
2021-05-21,57.14285
2021-05-22,35.60924
2021-05-23,45.06302
2021-05-24,64.91596
2021-05-25,61.02941
2021-05-26,55.67226
2021-05-27,60.60924
2021-05-28,49.57983
2021-05-29,37.81512
2021-05-30,46.0084
2021-05-31,64.28571
2021-06-01,58.61344
2021-06-02,58.08823
2021-06-03,55.98739
2021-06-04,45.79831
2021-06-05,36.86974
2021-06-06,42.33193
2021-06-07,63.55042
2021-06-08,54.62184
2021-06-09,53.99159
2021-06-10,50.84033
2021-06-11,41.07142
2021-06-12,31.93277
2021-06-13,39.07563
2021-06-14,54.93697
2021-06-15,59.7689
2021-06-16,55.14705
2021-06-17,54.62184
2021-06-18,50.73529
2021-06-19,34.66386
2021-06-20,42.33193
2021-06-21,62.60504
2021-06-22,54.93697
2021-06-23,55.46218
2021-06-24,52.521
2021-06-25,40.021
2021-06-26,29.20168
2021-06-27,34.7689
2021-06-28,60.60924
2021-06-29,57.24789
2021-06-30,54.20168
2021-07-01,52.73109
2021-07-02,42.96218
2021-07-03,31.61764
2021-07-04,38.34033
2021-07-05,57.87815
2021-07-06,56.40756
2021-07-07,49.68487
2021-07-08,48.63445
2021-07-09,45.48319
2021-07-10,34.55882
2021-07-11,43.59243
2021-07-12,58.08823
2021-07-13,61.02941
2021-07-14,50.0
2021-07-15,50.73529
2021-07-16,45.06302
2021-07-17,34.7689
2021-07-18,40.96638
2021-07-19,65.54621
2021-07-20,55.2521
2021-07-21,53.78151
2021-07-22,50.73529
2021-07-23,43.38235
2021-07-24,30.56722
2021-07-25,37.92016
2021-07-26,56.5126
2021-07-27,47.58403
2021-07-28,55.46218
2021-07-29,59.24369
2021-07-30,42.12184
2021-07-31,34.13865
2021-08-01,43.06722
2021-08-02,51.99579
2021-08-03,52.31092
2021-08-04,51.15546
2021-08-05,53.88655
2021-08-06,44.43277
2021-08-07,36.23949
2021-08-08,38.97058
2021-08-09,62.18487
2021-08-10,54.83193
2021-08-11,60.92436
2021-08-12,53.04621
2021-08-13,43.17226
2021-08-14,36.97478
2021-08-15,35.5042
2021-08-16,46.74369
2021-08-17,63.13025
2021-08-18,62.60504
2021-08-19,57.45798
2021-08-20,52.521
2021-08-21,39.18067
2021-08-22,45.37815
2021-08-23,63.34033
2021-08-24,60.81932
2021-08-25,76.15546
2021-08-26,64.60084
2021-08-27,54.62184
2021-08-28,40.44117
2021-08-29,57.66806
2021-08-30,73.31932
2021-08-31,65.44117
2021-09-01,65.12605
2021-09-02,57.14285
2021-09-03,49.89495
2021-09-04,32.98319
2021-09-05,38.97058
2021-09-06,61.97478
2021-09-07,64.18067
2021-09-08,58.61344
2021-09-09,60.81932
2021-09-10,50.63025
2021-09-11,33.92857
2021-09-12,43.48739
2021-09-13,54.09663
2021-09-14,58.29831
2021-09-15,53.88655
2021-09-16,50.52521
2021-09-17,34.7689
2021-09-18,29.72689
2021-09-19,29.20168
2021-09-20,27.94117
2021-09-21,31.19747
2021-09-22,47.05882
2021-09-23,66.17647
2021-09-24,64.70588
2021-09-25,53.57142
2021-09-26,63.02521
2021-09-27,80.14705
2021-09-28,77.31092
2021-09-29,70.90336
2021-09-30,64.28571
2021-10-01,55.2521
2021-10-02,40.7563
2021-10-03,43.27731
2021-10-04,59.97899
2021-10-05,69.85294
2021-10-06,73.0042
2021-10-07,70.16806
2021-10-08,62.81512
2021-10-09,40.86134
2021-10-10,52.73109
2021-10-11,70.79831
2021-10-12,81.19747
2021-10-13,69.64285
2021-10-14,70.90336
2021-10-15,67.22689
2021-10-16,46.42857
2021-10-17,50.52521
2021-10-18,67.33193
2021-10-19,71.74369
2021-10-20,63.13025
2021-10-21,62.07983
2021-10-22,52.94117
2021-10-23,35.18907
2021-10-24,61.13445
2021-10-25,72.79411
2021-10-26,68.59243
2021-10-27,62.71008
2021-10-28,61.86974
2021-10-29,46.95378
2021-10-30,40.12605
2021-10-31,42.7521
2021-11-01,62.39495
2021-11-02,58.08823
2021-11-03,59.13865
2021-11-04,56.40756
2021-11-05,44.53781
2021-11-06,37.39495
2021-11-07,44.11764
2021-11-08,62.71008
2021-11-09,58.71848
2021-11-10,56.82773
2021-11-11,53.78151
2021-11-12,47.37394
2021-11-13,32.66806
2021-11-14,43.69747
2021-11-15,64.49579
2021-11-16,63.23529
2021-11-17,54.83193
2021-11-18,63.86554
2021-11-19,63.7605
2021-11-20,46.42857
2021-11-21,58.29831
2021-11-22,69.85294
2021-11-23,64.39075
2021-11-24,66.38655
2021-11-25,65.33613
2021-11-26,57.7731
2021-11-27,41.80672
2021-11-28,46.84873
2021-11-29,66.80672
2021-11-30,63.13025
2021-12-01,60.81932
2021-12-02,58.08823
2021-12-03,53.88655
2021-12-04,34.87394
2021-12-05,42.0168
2021-12-06,64.18067
2021-12-07,57.87815
2021-12-08,51.57563
2021-12-09,54.83193
2021-12-10,46.95378
2021-12-11,38.55042
2021-12-12,40.65126
2021-12-13,61.02941
2021-12-14,57.98319
2021-12-15,59.87394
2021-12-16,57.14285
2021-12-17,45.79831
2021-12-18,37.92016
2021-12-19,48.42436
2021-12-20,60.18907
2021-12-21,55.56722
2021-12-22,57.35294
2021-12-23,53.78151
2021-12-24,36.13445
2021-12-25,32.24789
2021-12-26,37.39495
2021-12-27,61.02941
2021-12-28,57.7731
2021-12-29,57.24789
2021-12-30,54.5168
2021-12-31,38.97058
2022-01-01,40.7563
2022-01-02,55.2521
2022-01-03,68.17226
2022-01-04,65.96638
2022-01-05,67.22689
2022-01-06,66.91176
2022-01-07,55.67226
2022-01-08,49.68487
2022-01-09,53.67647
2022-01-10,71.74369
2022-01-11,68.27731
2022-01-12,69.11764
2022-01-13,72.79411
2022-01-14,58.40336
2022-01-15,46.84873
2022-01-16,50.42016
2022-01-17,75.84033
2022-01-18,71.21848
2022-01-19,61.44957
2022-01-20,63.44537
2022-01-21,61.02941
2022-01-22,45.37815
2022-01-23,55.2521
2022-01-24,76.15546
2022-01-25,67.7521
2022-01-26,67.33193
2022-01-27,63.55042
2022-01-28,53.2563
2022-01-29,37.81512
2022-01-30,41.07142
2022-01-31,35.5042
2022-02-01,41.28151
2022-02-02,63.65546
2022-02-03,75.73529
2022-02-04,63.97058
2022-02-05,50.84033
2022-02-06,64.39075
2022-02-07,81.09243
2022-02-08,71.21848
2022-02-09,71.21848
2022-02-10,65.7563
2022-02-11,52.83613
2022-02-12,46.84873
2022-02-13,45.90336
2022-02-14,69.64285
2022-02-15,72.37394
2022-02-16,69.32773
2022-02-17,70.2731
2022-02-18,60.08403
2022-02-19,46.63865
2022-02-20,55.98739
2022-02-21,80.77731
2022-02-22,70.37815
2022-02-23,65.54621
2022-02-24,60.5042
2022-02-25,51.89075
2022-02-26,42.54201
2022-02-27,48.94957
2022-02-28,59.66386
2022-03-01,55.14705
2022-03-02,67.96218
2022-03-03,58.82352
2022-03-04,47.37394
2022-03-05,34.24369
2022-03-06,51.68067
2022-03-07,61.55462
2022-03-08,53.78151
2022-03-09,34.03361
2022-03-10,57.24789
2022-03-11,50.94537
2022-03-12,38.55042
2022-03-13,52.20588
2022-03-14,66.17647
2022-03-15,61.65966
2022-03-16,62.18487
2022-03-17,63.13025
2022-03-18,57.56302
2022-03-19,47.16386
2022-03-20,46.21848
2022-03-21,71.84873
2022-03-22,63.23529
2022-03-23,62.39495
2022-03-24,62.60504
2022-03-25,54.62184
2022-03-26,42.33193
2022-03-27,40.96638
2022-03-28,62.18487
2022-03-29,63.55042
2022-03-30,62.39495
2022-03-31,55.46218
2022-04-01,46.11344
2022-04-02,41.28151
2022-04-03,41.28151
2022-04-04,67.22689
2022-04-05,61.34453
2022-04-06,58.08823
2022-04-07,62.71008
2022-04-08,50.63025
2022-04-09,35.92436
2022-04-10,38.97058
2022-04-11,66.17647
2022-04-12,60.60924
2022-04-13,59.45378
2022-04-14,56.09243
2022-04-15,50.0
2022-04-16,35.18907
2022-04-17,45.37815
2022-04-18,63.44537
2022-04-19,57.45798
2022-04-20,57.24789
2022-04-21,60.18907
2022-04-22,52.83613
2022-04-23,35.39915
2022-04-24,42.96218
2022-04-25,64.91596
2022-04-26,58.29831
2022-04-27,61.02941
2022-04-28,56.40756
2022-04-29,50.52521
2022-04-30,36.86974
2022-05-01,37.07983
2022-05-02,60.18907
2022-05-03,59.7689
2022-05-04,42.54201
2022-05-05,31.82773
2022-05-06,43.38235
2022-05-07,31.72268
2022-05-08,48.63445
2022-05-09,64.18067
2022-05-10,57.98319
2022-05-11,54.5168
2022-05-12,55.77731
2022-05-13,48.10924
2022-05-14,36.02941
2022-05-15,39.39075
2022-05-16,67.7521
2022-05-17,66.91176
2022-05-18,61.7647
2022-05-19,61.23949
2022-05-20,52.20588
2022-05-21,40.96638
2022-05-22,50.73529
2022-05-23,72.37394
2022-05-24,73.10924
2022-05-25,65.7563
2022-05-26,67.12184
2022-05-27,53.99159
2022-05-28,40.65126
2022-05-29,50.84033
2022-05-30,70.37815
2022-05-31,58.08823
2022-06-01,45.58823
2022-06-02,58.29831
2022-06-03,50.73529
2022-06-04,80.2521
2022-06-05,71.63865
2022-06-06,88.55042
2022-06-07,100.0
2022-06-08,85.08403
2022-06-09,79.09663
2022-06-10,62.60504
2022-06-11,55.35714
2022-06-12,60.5042
2022-06-13,79.30672
2022-06-14,84.66386
2022-06-15,77.83613
2022-06-16,80.67226
2022-06-17,65.33613
2022-06-18,52.521
2022-06-19,61.02941
2022-06-20,97.2689
2022-06-21,87.92016
2022-06-22,79.72689
2022-06-23,77.31092
2022-06-24,57.98319
2022-06-25,48.0042
2022-06-26,60.92436
2022-06-27,74.68487
2022-06-28,79.41176
2022-06-29,76.89075
2022-06-30,71.53361
2022-07-01,60.08403
2022-07-02,47.05882
2022-07-03,60.08403
2022-07-04,87.18487
2022-07-05,77.31092
2022-07-06,73.10924
2022-07-07,64.91596
2022-07-08,54.41176
2022-07-09,42.85714
2022-07-10,49.2647
2022-07-11,71.21848
2022-07-12,63.97058
2022-07-13,71.74369
2022-07-14,71.42857
2022-07-15,56.82773
2022-07-16,42.64705
2022-07-17,49.05462
2022-07-18,68.38235
2022-07-19,73.0042
2022-07-20,72.89915
2022-07-21,66.80672
2022-07-22,51.78571
2022-07-23,44.74789
2022-07-24,48.63445
2022-07-25,78.46638
2022-07-26,68.38235
2022-07-27,69.22268
2022-07-28,63.44537
2022-07-29,51.47058
2022-07-30,39.49579
2022-07-31,46.21848
2022-08-01,66.28151
2022-08-02,71.32352
2022-08-03,74.89495
2022-08-04,65.86134
2022-08-05,57.66806
2022-08-06,49.05462
2022-08-07,58.19327
2022-08-08,76.47058
2022-08-09,72.58403
2022-08-10,71.32352
2022-08-11,69.74789
2022-08-12,62.92016
2022-08-13,48.42436
2022-08-14,47.58403
2022-08-15,58.82352
2022-08-16,71.95378
2022-08-17,77.94117
2022-08-18,66.80672
2022-08-19,63.34033
2022-08-20,50.42016
2022-08-21,54.41176
2022-08-22,90.7563
2022-08-23,83.08823
2022-08-24,91.80672
2022-08-25,85.60924
2022-08-26,67.85714
2022-08-27,52.20588
2022-08-28,56.19747
2022-08-29,83.5084
2022-08-30,78.46638
2022-08-31,88.55042
2022-09-01,81.61764
2022-09-02,73.73949
2022-09-03,48.73949
2022-09-04,60.92436
2022-09-05,71.53361
2022-09-06,67.12184
2022-09-07,59.34873
2022-09-08,39.07563
2022-09-09,28.57142
2022-09-10,29.30672
2022-09-11,35.71428
2022-09-12,48.21428
2022-09-13,74.78991
2022-09-14,73.63445
2022-09-15,67.54201
2022-09-16,55.77731
2022-09-17,45.06302
2022-09-18,48.94957
2022-09-19,74.05462
2022-09-20,65.23109
2022-09-21,73.0042
2022-09-22,63.23529
2022-09-23,55.46218
2022-09-24,37.71008
2022-09-25,46.95378
2022-09-26,71.11344
2022-09-27,64.91596
2022-09-28,73.21428
2022-09-29,65.65126
2022-09-30,58.08823
2022-10-01,37.18487
2022-10-02,46.42857
2022-10-03,62.60504
2022-10-04,73.63445
2022-10-05,65.96638
2022-10-06,61.65966
2022-10-07,51.36554
2022-10-08,30.46218
2022-10-09,40.86134
2022-10-10,45.58823
2022-10-11,72.47899
2022-10-12,65.23109
2022-10-13,53.04621
2022-10-14,48.73949
2022-10-15,41.59663
2022-10-16,41.91176
2022-10-17,66.80672
2022-10-18,65.33613
2022-10-19,67.22689
2022-10-20,61.44957
2022-10-21,53.36134
2022-10-22,35.92436
2022-10-23,39.70588
2022-10-24,68.06722
2022-10-25,70.37815
2022-10-26,60.29411
2022-10-27,57.56302
2022-10-28,47.58403
2022-10-29,29.5168
2022-10-30,32.03781
2022-10-31,57.14285
2022-11-01,56.72268
2022-11-02,62.07983
2022-11-03,55.77731
2022-11-04,45.16806
2022-11-05,36.23949
2022-11-06,40.33613
2022-11-07,67.54201
2022-11-08,63.13025
2022-11-09,65.86134
2022-11-10,65.12605
2022-11-11,51.36554
2022-11-12,38.23529
2022-11-13,49.47478
2022-11-14,69.0126
2022-11-15,62.39495
2022-11-16,61.13445
2022-11-17,60.18907
2022-11-18,50.0
2022-11-19,34.55882
2022-11-20,38.7605
2022-11-21,69.0126
2022-11-22,57.14285
2022-11-23,59.24369
2022-11-24,54.20168
2022-11-25,48.94957
2022-11-26,33.19327
2022-11-27,47.79411
2022-11-28,62.39495
2022-11-29,58.08823
2022-11-30,51.89075
2022-12-01,58.61344
2022-12-02,47.2689
2022-12-03,25.0
2022-12-04,36.86974
2022-12-05,54.41176
2022-12-06,51.57563
2022-12-07,57.87815
2022-12-08,57.98319
2022-12-09,48.10924
2022-12-10,35.92436
2022-12-11,49.68487
2022-12-12,65.54621
2022-12-13,65.54621
2022-12-14,62.92016
2022-12-15,57.66806
2022-12-16,50.84033
2022-12-17,42.54201
2022-12-18,45.69327
2022-12-19,60.92436
2022-12-20,57.35294
2022-12-21,62.39495
2022-12-22,60.08403
2022-12-23,44.11764
2022-12-24,33.61344
2022-12-25,43.27731
2022-12-26,72.37394
2022-12-27,69.11764
2022-12-28,62.81512
2022-12-29,63.34033
2022-12-30,59.45378
2022-12-31,50.21008
2023-01-01,48.63445
2023-01-02,81.40756
2023-01-03,78.99159
2023-01-04,75.0
2023-01-05,71.0084
2023-01-06,59.03361
2023-01-07,47.2689
2023-01-08,57.7731
2023-01-09,76.15546
2023-01-10,69.22268
2023-01-11,67.43697
2023-01-12,65.44117
2023-01-13,58.71848
2023-01-14,44.11764
2023-01-15,50.84033
2023-01-16,68.59243
2023-01-17,66.70168
2023-01-18,64.91596
2023-01-19,54.20168
2023-01-20,43.06722
2023-01-21,35.81932
2023-01-22,35.5042
2023-01-23,42.85714
2023-01-24,52.73109
2023-01-25,72.16386
2023-01-26,66.28151
2023-01-27,61.44957
2023-01-28,45.48319
2023-01-29,51.15546
2023-01-30,73.73949
2023-01-31,71.63865
2023-02-01,68.38235
2023-02-02,62.18487
2023-02-03,54.93697
2023-02-04,39.39075
2023-02-05,47.79411
2023-02-06,75.10504
2023-02-07,71.0084
2023-02-08,71.21848
2023-02-09,62.28991
2023-02-10,57.45798
2023-02-11,39.49579
2023-02-12,47.16386
2023-02-13,70.06302
2023-02-14,59.7689
2023-02-15,55.56722
2023-02-16,57.35294
2023-02-17,53.57142
2023-02-18,37.28991
2023-02-19,46.84873
2023-02-20,67.12184
2023-02-21,72.2689
2023-02-22,62.81512
2023-02-23,68.38235
2023-02-24,54.62184
2023-02-25,44.53781
2023-02-26,47.37394
2023-02-27,67.64705
2023-02-28,55.2521
2023-03-01,52.10084
2023-03-02,57.87815
2023-03-03,56.5126
2023-03-04,40.33613
2023-03-05,52.73109
2023-03-06,65.96638
2023-03-07,57.24789
2023-03-08,59.34873
2023-03-09,56.09243
2023-03-10,42.85714
2023-03-11,26.47058
2023-03-12,36.55462
2023-03-13,56.19747
2023-03-14,56.30252
2023-03-15,52.521
2023-03-16,57.98319
2023-03-17,47.2689
2023-03-18,32.45798
2023-03-19,38.7605
2023-03-20,58.19327
2023-03-21,62.39495
2023-03-22,54.41176
2023-03-23,54.72689
2023-03-24,41.91176
2023-03-25,29.72689
2023-03-26,40.23109
2023-03-27,55.77731
2023-03-28,54.5168
2023-03-29,53.46638
2023-03-30,59.45378
2023-03-31,43.17226
2023-04-01,30.88235
2023-04-02,33.5084
2023-04-03,53.67647
2023-04-04,51.89075
2023-04-05,47.68907
2023-04-06,57.98319
2023-04-07,50.94537
2023-04-08,34.55882
2023-04-09,34.13865
2023-04-10,56.72268
2023-04-11,62.5
2023-04-12,58.29831
2023-04-13,54.83193
2023-04-14,47.2689
2023-04-15,33.29831
2023-04-16,41.70168
2023-04-17,67.54201
2023-04-18,60.18907
2023-04-19,49.68487
2023-04-20,54.41176
2023-04-21,51.47058
2023-04-22,33.29831
2023-04-23,37.39495
2023-04-24,55.2521
2023-04-25,57.03781
2023-04-26,52.83613
2023-04-27,56.61764
2023-04-28,43.17226
2023-04-29,25.94537
2023-04-30,31.09243
2023-05-01,41.80672
2023-05-02,55.35714
2023-05-03,45.90336
2023-05-04,44.43277
2023-05-05,29.93697
2023-05-06,35.29411
2023-05-07,36.44957
2023-05-08,55.35714
2023-05-09,53.04621
2023-05-10,55.77731
2023-05-11,49.15966
2023-05-12,35.92436
2023-05-13,26.15546
2023-05-14,32.98319
2023-05-15,52.94117
2023-05-16,50.94537
2023-05-17,50.10504
2023-05-18,48.10924
2023-05-19,38.44537
2023-05-20,26.78571
2023-05-21,31.82773
2023-05-22,54.83193
2023-05-23,51.57563
2023-05-24,50.63025
2023-05-25,47.2689
2023-05-26,37.07983
2023-05-27,28.15126
2023-05-28,34.7689
