date,60대실비보험
2023-06-07,28.40909
2023-06-08,42.61363
2023-06-09,18.75
2023-06-10,18.18181
2023-06-11,25.56818
2023-06-12,29.54545
2023-06-13,28.40909
2023-06-14,40.3409
2023-06-15,35.22727
2023-06-16,33.52272
2023-06-17,15.90909
2023-06-18,21.5909
2023-06-19,26.70454
2023-06-20,27.8409
2023-06-21,36.36363
2023-06-22,28.40909
2023-06-23,33.52272
2023-06-24,17.61363
2023-06-25,21.02272
2023-06-26,22.15909
2023-06-27,25.56818
2023-06-28,29.54545
2023-06-29,39.77272
2023-06-30,27.8409
2023-07-01,13.63636
2023-07-02,17.04545
2023-07-03,31.81818
2023-07-04,23.86363
2023-07-05,26.13636
2023-07-06,22.72727
2023-07-07,17.04545
2023-07-08,18.18181
2023-07-09,16.47727
2023-07-10,25.56818
2023-07-11,32.38636
2023-07-12,26.13636
2023-07-13,34.65909
2023-07-14,31.81818
2023-07-15,13.63636
2023-07-16,20.45454
2023-07-17,35.22727
2023-07-18,25.0
2023-07-19,27.8409
2023-07-20,26.13636
2023-07-21,23.29545
2023-07-22,20.45454
2023-07-23,14.20454
2023-07-24,23.86363
2023-07-25,24.43181
2023-07-26,22.72727
2023-07-27,27.27272
2023-07-28,29.54545
2023-07-29,27.8409
2023-07-30,17.04545
2023-07-31,26.70454
2023-08-01,33.52272
2023-08-02,23.29545
2023-08-03,34.0909
2023-08-04,25.0
2023-08-05,17.04545
2023-08-06,21.5909
2023-08-07,39.77272
2023-08-08,26.13636
2023-08-09,26.70454
2023-08-10,27.8409
2023-08-11,26.13636
2023-08-12,17.04545
2023-08-13,18.18181
2023-08-14,39.20454
2023-08-15,15.90909
2023-08-16,36.36363
2023-08-17,44.31818
2023-08-18,38.06818
2023-08-19,20.45454
2023-08-20,19.31818
2023-08-21,36.36363
2023-08-22,34.0909
2023-08-23,35.79545
2023-08-24,33.52272
2023-08-25,34.0909
2023-08-26,18.18181
2023-08-27,23.86363
2023-08-28,40.90909
2023-08-29,43.18181
2023-08-30,38.63636
2023-08-31,31.81818
2023-09-01,28.97727
2023-09-02,23.86363
2023-09-03,10.22727
2023-09-04,24.43181
2023-09-05,22.72727
2023-09-06,32.95454
2023-09-07,28.97727
2023-09-08,30.11363
2023-09-09,17.61363
2023-09-10,13.06818
2023-09-11,34.0909
2023-09-12,27.8409
2023-09-13,31.25
2023-09-14,22.15909
2023-09-15,31.81818
2023-09-16,22.15909
2023-09-17,13.63636
2023-09-18,19.31818
2023-09-19,32.38636
2023-09-20,23.29545
2023-09-21,32.95454
2023-09-22,13.63636
2023-09-23,13.06818
2023-09-24,17.04545
2023-09-25,37.5
2023-09-26,29.54545
2023-09-27,23.29545
2023-09-28,23.29545
2023-09-29,21.5909
2023-09-30,11.93181
2023-10-01,22.72727
2023-10-02,27.27272
2023-10-03,15.90909
2023-10-04,32.38636
2023-10-05,32.95454
2023-10-06,26.13636
2023-10-07,17.04545
2023-10-08,12.5
2023-10-09,19.88636
2023-10-10,32.95454
2023-10-11,35.79545
2023-10-12,32.38636
2023-10-13,36.93181
2023-10-14,26.70454
2023-10-15,11.93181
2023-10-16,32.38636
2023-10-17,44.88636
2023-10-18,31.81818
2023-10-19,30.11363
2023-10-20,38.63636
2023-10-21,19.88636
2023-10-22,16.47727
2023-10-23,32.95454
2023-10-24,35.22727
2023-10-25,38.63636
2023-10-26,26.13636
2023-10-27,26.70454
2023-10-28,22.15909
2023-10-29,19.88636
2023-10-30,38.06818
2023-10-31,38.63636
2023-11-01,22.15909
2023-11-02,27.8409
2023-11-03,21.5909
2023-11-04,15.90909
2023-11-05,11.93181
2023-11-06,36.93181
2023-11-07,42.04545
2023-11-08,27.27272
2023-11-09,27.8409
2023-11-10,27.27272
2023-11-11,23.29545
2023-11-12,11.36363
2023-11-13,32.38636
2023-11-14,30.68181
2023-11-15,49.43181
2023-11-16,31.25
2023-11-17,21.5909
2023-11-18,20.45454
2023-11-19,22.15909
2023-11-20,36.36363
2023-11-21,30.11363
2023-11-22,36.93181
2023-11-23,25.0
2023-11-24,17.04545
2023-11-25,19.31818
2023-11-26,17.04545
2023-11-27,40.90909
2023-11-28,42.04545
2023-11-29,34.65909
2023-11-30,35.79545
2023-12-01,25.56818
2023-12-02,17.61363
2023-12-03,25.0
2023-12-04,22.72727
2023-12-05,37.5
2023-12-06,38.06818
2023-12-07,39.77272
2023-12-08,30.11363
2023-12-09,25.56818
2023-12-10,27.8409
2023-12-11,32.95454
2023-12-12,53.97727
2023-12-13,33.52272
2023-12-14,38.06818
2023-12-15,38.06818
2023-12-16,22.15909
2023-12-17,24.43181
2023-12-18,38.06818
2023-12-19,44.31818
2023-12-20,38.06818
2023-12-21,36.36363
2023-12-22,30.11363
2023-12-23,22.72727
2023-12-24,11.93181
2023-12-25,18.18181
2023-12-26,44.88636
2023-12-27,44.31818
2023-12-28,34.0909
2023-12-29,31.25
2023-12-30,26.70454
2023-12-31,17.04545
2024-01-01,22.15909
2024-01-02,32.38636
2024-01-03,37.5
2024-01-04,41.47727
2024-01-05,40.3409
2024-01-06,27.27272
2024-01-07,28.40909
2024-01-08,42.04545
2024-01-09,28.40909
2024-01-10,31.25
2024-01-11,24.43181
2024-01-12,39.77272
2024-01-13,23.29545
2024-01-14,20.45454
2024-01-15,40.90909
2024-01-16,29.54545
2024-01-17,32.38636
2024-01-18,30.68181
2024-01-19,40.3409
2024-01-20,34.0909
2024-01-21,22.72727
2024-01-22,42.04545
2024-01-23,42.61363
2024-01-24,39.77272
2024-01-25,30.68181
2024-01-26,33.52272
2024-01-27,36.93181
2024-01-28,29.54545
2024-01-29,39.20454
2024-01-30,36.36363
2024-01-31,33.52272
2024-02-01,43.75
2024-02-02,35.79545
2024-02-03,19.88636
2024-02-04,20.45454
2024-02-05,36.36363
2024-02-06,43.75
2024-02-07,37.5
2024-02-08,28.97727
2024-02-09,15.90909
2024-02-10,28.40909
2024-02-11,25.56818
2024-02-12,26.13636
2024-02-13,47.15909
2024-02-14,39.77272
2024-02-15,46.5909
2024-02-16,30.68181
2024-02-17,24.43181
2024-02-18,18.75
2024-02-19,34.65909
2024-02-20,31.81818
2024-02-21,45.45454
2024-02-22,30.68181
2024-02-23,31.25
2024-02-24,25.56818
2024-02-25,19.88636
2024-02-26,35.22727
2024-02-27,35.79545
2024-02-28,40.3409
2024-02-29,31.81818
2024-03-01,9.65909
2024-03-02,24.43181
2024-03-03,32.38636
2024-03-04,29.54545
2024-03-05,39.20454
2024-03-06,35.22727
2024-03-07,25.56818
2024-03-08,32.95454
2024-03-09,18.75
2024-03-10,21.02272
2024-03-11,43.18181
2024-03-12,29.54545
2024-03-13,29.54545
2024-03-14,49.43181
2024-03-15,32.95454
2024-03-16,30.68181
2024-03-17,23.29545
2024-03-18,36.36363
2024-03-19,39.77272
2024-03-20,41.47727
