date,유로스톡스50
2020-07-17,5.97555
2020-07-18,2.06356
2020-07-19,0.75305
2020-07-20,5.85819
2020-07-21,7.28606
2020-07-22,7.19804
2020-07-23,7.19804
2020-07-24,6.64058
2020-07-25,2.31784
2020-07-26,0.81173
2020-07-27,6.42542
2020-07-28,8.42053
2020-07-29,7.11002
2020-07-30,6.64058
2020-07-31,5.68215
2020-08-01,2.22982
2020-08-02,0.90953
2020-08-03,5.21271
2020-08-04,6.1907
2020-08-05,6.42542
2020-08-06,6.01466
2020-08-07,5.35941
2020-08-08,2.06356
2020-08-09,0.67481
2020-08-10,4.90953
2020-08-11,6.8264
2020-08-12,6.1907
2020-08-13,6.39608
2020-08-14,5.80929
2020-08-15,1.95599
2020-08-16,0.86063
2020-08-17,3.23716
2020-08-18,5.83863
2020-08-19,5.11491
2020-08-20,5.47677
2020-08-21,4.65525
2020-08-22,1.81907
2020-08-23,0.73349
2020-08-24,4.83129
2020-08-25,5.58435
2020-08-26,5.59413
2020-08-27,5.22249
2020-08-28,4.88019
2020-08-29,1.80929
2020-08-30,0.73349
2020-08-31,4.19559
2020-09-01,5.44743
2020-09-02,5.58435
2020-09-03,5.41809
2020-09-04,6.1418
2020-09-05,1.99511
2020-09-06,0.77261
2020-09-07,4.96821
2020-09-08,5.94621
2020-09-09,6.11246
2020-09-10,5.79951
2020-09-11,5.70171
2020-09-12,2.08312
2020-09-13,0.76283
2020-09-14,4.87041
2020-09-15,5.18337
2020-09-16,5.64303
2020-09-17,6.50366
2020-09-18,5.22249
2020-09-19,2.22004
2020-09-20,0.78239
2020-09-21,6.41564
2020-09-22,9.56479
2020-09-23,8.27383
2020-09-24,9.57457
2020-09-25,7.03178
2020-09-26,2.6308
2020-09-27,1.05623
2020-09-28,5.05623
2020-09-29,5.09535
2020-09-30,3.99022
2020-10-01,3.23716
2020-10-02,3.9511
2020-10-03,2.11246
2020-10-04,0.90953
2020-10-05,5.91687
2020-10-06,6.34718
2020-10-07,5.86797
2020-10-08,6.00488
2020-10-09,4.57701
2020-10-10,2.17114
2020-10-11,0.98777
2020-10-12,4.80195
2020-10-13,5.86797
2020-10-14,6.1907
2020-10-15,5.90709
2020-10-16,5.82885
2020-10-17,2.49388
2020-10-18,1.06601
2020-10-19,4.44009
2020-10-20,5.78973
2020-10-21,5.93643
2020-10-22,5.54523
2020-10-23,5.06601
2020-10-24,1.97555
2020-10-25,0.86063
2020-10-26,4.67481
2020-10-27,5.68215
2020-10-28,6.60146
2020-10-29,7.45232
2020-10-30,6.57212
2020-10-31,2.56234
2020-11-01,1.00733
2020-11-02,6.62102
2020-11-03,7.2176
2020-11-04,8.22493
2020-11-05,8.0
2020-11-06,7.37408
2020-11-07,3.22738
2020-11-08,1.11491
2020-11-09,8.15647
2020-11-10,11.89242
2020-11-11,8.31295
2020-11-12,7.76528
2020-11-13,6.533
2020-11-14,2.89486
2020-11-15,1.22249
2020-11-16,5.62347
2020-11-17,6.61124
2020-11-18,6.22982
2020-11-19,6.01466
2020-11-20,5.40831
2020-11-21,2.30806
2020-11-22,0.85085
2020-11-23,4.20537
2020-11-24,5.74083
2020-11-25,5.51589
2020-11-26,4.74327
2020-11-27,4.35207
2020-11-28,1.95599
2020-11-29,0.76283
2020-11-30,3.62836
2020-12-01,4.37163
2020-12-02,4.67481
2020-12-03,4.67481
2020-12-04,4.21515
2020-12-05,1.68215
2020-12-06,0.88997
2020-12-07,3.68704
2020-12-08,4.21515
2020-12-09,5.21271
2020-12-10,3.99022
2020-12-11,4.32273
2020-12-12,1.91687
2020-12-13,0.91931
2020-12-14,4.07823
2020-12-15,5.22249
2020-12-16,4.84107
2020-12-17,4.13691
2020-12-18,3.72616
2020-12-19,1.65281
2020-12-20,0.81173
2020-12-21,5.43765
2020-12-22,6.39608
2020-12-23,5.13447
2020-12-24,3.53056
2020-12-25,1.99511
2020-12-26,0.94865
2020-12-27,0.74327
2020-12-28,3.13936
2020-12-29,3.42298
2020-12-30,3.56968
2020-12-31,2.37652
2021-01-01,1.45721
2021-01-02,0.69437
2021-01-03,0.65525
2021-01-04,3.6577
2021-01-05,3.98044
2021-01-06,3.6088
2021-01-07,3.64792
2021-01-08,3.24694
2021-01-09,1.50611
2021-01-10,0.73349
2021-01-11,3.15892
2021-01-12,4.03911
2021-01-13,3.48166
2021-01-14,3.18826
2021-01-15,3.10024
2021-01-16,1.40831
2021-01-17,0.54767
2021-01-18,2.86552
2021-01-19,3.18826
2021-01-20,2.89486
2021-01-21,3.2665
2021-01-22,3.03178
2021-01-23,1.15403
2021-01-24,0.50855
2021-01-25,2.6308
2021-01-26,3.52078
2021-01-27,3.27628
2021-01-28,3.84352
2021-01-29,3.6577
2021-01-30,2.1418
2021-01-31,0.63569
2021-02-01,3.47188
2021-02-02,4.01955
2021-02-03,3.23716
2021-02-04,3.27628
2021-02-05,3.2665
2021-02-06,1.43765
2021-02-07,0.37163
2021-02-08,2.03422
2021-02-09,2.71882
2021-02-10,2.20048
2021-02-11,1.47677
2021-02-12,1.46699
2021-02-13,1.06601
2021-02-14,0.54767
2021-02-15,2.12224
2021-02-16,2.86552
2021-02-17,2.69926
2021-02-18,2.49388
2021-02-19,2.533
2021-02-20,1.10513
2021-02-21,0.43031
2021-02-22,1.83863
2021-02-23,2.59168
2021-02-24,2.81662
2021-02-25,2.4352
2021-02-26,2.88508
2021-02-27,1.48655
2021-02-28,0.50855
2021-03-01,1.35941
2021-03-02,3.08068
2021-03-03,3.79462
2021-03-04,3.20782
2021-03-05,3.45232
2021-03-06,1.66259
2021-03-07,0.45965
2021-03-08,2.74816
2021-03-09,3.20782
2021-03-10,2.70904
2021-03-11,3.09046
2021-03-12,2.84596
2021-03-13,1.28117
2021-03-14,0.54767
2021-03-15,2.13202
2021-03-16,2.68948
2021-03-17,2.70904
2021-03-18,2.86552
2021-03-19,2.51344
2021-03-20,1.01711
2021-03-21,0.45965
2021-03-22,2.32762
2021-03-23,2.66992
2021-03-24,2.64058
2021-03-25,3.1687
2021-03-26,2.83618
2021-03-27,1.19315
2021-03-28,0.46943
2021-03-29,1.80929
2021-03-30,2.4352
2021-03-31,2.27872
2021-04-01,2.15158
2021-04-02,2.08312
2021-04-03,1.37897
2021-04-04,0.67481
2021-04-05,1.73105
2021-04-06,2.16136
2021-04-07,2.32762
2021-04-08,2.40586
2021-04-09,2.17114
2021-04-10,0.80195
2021-04-11,0.41075
2021-04-12,1.72127
2021-04-13,2.06356
2021-04-14,2.36674
2021-04-15,1.97555
2021-04-16,2.05378
2021-04-17,0.94865
2021-04-18,0.27383
2021-04-19,1.70171
2021-04-20,2.35696
2021-04-21,2.6797
2021-04-22,2.27872
2021-04-23,1.94621
2021-04-24,0.71393
2021-04-25,0.36185
2021-04-26,1.70171
2021-04-27,2.17114
2021-04-28,1.98533
2021-04-29,1.57457
2021-04-30,1.71149
2021-05-01,0.78239
2021-05-02,0.30317
2021-05-03,1.40831
2021-05-04,1.90709
2021-05-05,1.44743
2021-05-06,1.64303
2021-05-07,2.02444
2021-05-08,0.51833
2021-05-09,0.31295
2021-05-10,1.43765
2021-05-11,1.92665
2021-05-12,2.31784
2021-05-13,3.33496
2021-05-14,2.34718
2021-05-15,0.83129
2021-05-16,0.23471
2021-05-17,1.65281
2021-05-18,1.70171
2021-05-19,1.50611
2021-05-20,1.93643
2021-05-21,1.83863
2021-05-22,0.62591
2021-05-23,0.34229
2021-05-24,1.40831
2021-05-25,1.95599
2021-05-26,2.11246
2021-05-27,2.044
2021-05-28,1.77995
2021-05-29,0.73349
2021-05-30,0.44987
2021-05-31,1.65281
2021-06-01,2.12224
2021-06-02,2.02444
2021-06-03,2.21026
2021-06-04,1.69193
2021-06-05,0.57701
2021-06-06,0.34229
2021-06-07,1.40831
2021-06-08,1.55501
2021-06-09,1.50611
2021-06-10,1.72127
2021-06-11,1.62347
2021-06-12,0.60635
2021-06-13,0.20537
2021-06-14,1.31051
2021-06-15,1.78973
2021-06-16,1.93643
2021-06-17,1.72127
2021-06-18,1.70171
2021-06-19,0.82151
2021-06-20,0.27383
2021-06-21,1.70171
2021-06-22,1.82885
2021-06-23,1.80929
2021-06-24,1.60391
2021-06-25,1.58435
2021-06-26,0.58679
2021-06-27,0.29339
2021-06-28,1.43765
2021-06-29,1.77995
2021-06-30,2.18092
2021-07-01,1.95599
2021-07-02,2.03422
2021-07-03,0.62591
2021-07-04,0.25427
2021-07-05,1.32029
2021-07-06,1.77995
2021-07-07,2.2396
2021-07-08,2.54278
2021-07-09,2.88508
2021-07-10,1.06601
2021-07-11,0.39119
2021-07-12,1.68215
2021-07-13,2.40586
2021-07-14,2.0929
2021-07-15,2.16136
2021-07-16,1.83863
2021-07-17,0.73349
2021-07-18,0.18581
2021-07-19,1.65281
2021-07-20,2.29828
2021-07-21,2.15158
2021-07-22,2.07334
2021-07-23,1.64303
2021-07-24,0.66503
2021-07-25,0.27383
2021-07-26,1.20293
2021-07-27,1.64303
2021-07-28,1.85819
2021-07-29,1.69193
2021-07-30,1.44743
2021-07-31,0.62591
2021-08-01,0.25427
2021-08-02,1.19315
2021-08-03,1.52567
2021-08-04,1.77995
2021-08-05,1.60391
2021-08-06,1.44743
2021-08-07,0.49877
2021-08-08,0.16625
2021-08-09,1.01711
2021-08-10,1.36919
2021-08-11,1.26161
2021-08-12,1.45721
2021-08-13,1.39853
2021-08-14,0.58679
2021-08-15,0.12713
2021-08-16,0.71393
2021-08-17,1.31051
2021-08-18,1.35941
2021-08-19,1.69193
2021-08-20,1.73105
2021-08-21,0.62591
2021-08-22,0.20537
2021-08-23,1.32029
2021-08-24,1.99511
2021-08-25,1.75061
2021-08-26,1.74083
2021-08-27,1.82885
2021-08-28,0.75305
2021-08-29,0.23471
2021-08-30,1.06601
2021-08-31,1.64303
2021-09-01,1.91687
2021-09-02,1.99511
2021-09-03,1.53545
2021-09-04,0.64547
2021-09-05,0.19559
2021-09-06,1.33007
2021-09-07,1.71149
2021-09-08,1.50611
2021-09-09,1.70171
2021-09-10,1.68215
2021-09-11,0.67481
2021-09-12,0.24449
2021-09-13,1.15403
2021-09-14,1.65281
2021-09-15,1.46699
2021-09-16,1.61369
2021-09-17,1.39853
2021-09-18,0.45965
2021-09-19,0.33251
2021-09-20,0.54767
2021-09-21,1.38875
2021-09-22,1.62347
2021-09-23,2.18092
2021-09-24,1.99511
2021-09-25,0.77261
2021-09-26,0.33251
2021-09-27,1.44743
2021-09-28,1.95599
2021-09-29,2.1907
2021-09-30,2.11246
2021-10-01,2.56234
2021-10-02,0.85085
2021-10-03,0.28361
2021-10-04,1.34963
2021-10-05,2.74816
2021-10-06,2.78728
2021-10-07,2.60146
2021-10-08,2.34718
2021-10-09,0.85085
2021-10-10,0.30317
2021-10-11,1.33985
2021-10-12,2.73838
2021-10-13,2.25916
2021-10-14,2.0929
2021-10-15,2.08312
2021-10-16,0.87041
2021-10-17,0.23471
2021-10-18,1.67237
2021-10-19,2.0929
2021-10-20,1.91687
2021-10-21,2.08312
2021-10-22,2.18092
2021-10-23,0.66503
2021-10-24,0.25427
2021-10-25,1.46699
2021-10-26,2.00488
2021-10-27,1.69193
2021-10-28,1.88753
2021-10-29,2.44498
2021-10-30,0.88019
2021-10-31,0.28361
2021-11-01,2.34718
2021-11-02,11.6577
2021-11-03,11.79462
2021-11-04,11.91198
2021-11-05,10.35696
2021-11-06,3.511
2021-11-07,0.88019
2021-11-08,9.27139
2021-11-09,11.7555
2021-11-10,11.3643
2021-11-11,10.35696
2021-11-12,7.87286
2021-11-13,3.03178
2021-11-14,0.87041
2021-11-15,7.71638
2021-11-16,10.83618
2021-11-17,8.92909
2021-11-18,10.10268
2021-11-19,11.58924
2021-11-20,3.64792
2021-11-21,0.64547
2021-11-22,9.88753
2021-11-23,15.72616
2021-11-24,14.83618
2021-11-25,11.00244
2021-11-26,41.51589
2021-11-27,16.13691
2021-11-28,3.27628
2021-11-29,27.73594
2021-11-30,38.94376
2021-12-01,27.59902
2021-12-02,35.14914
2021-12-03,19.86308
2021-12-04,7.04156
2021-12-05,1.05623
2021-12-06,19.29584
2021-12-07,26.36674
2021-12-08,24.76283
2021-12-09,20.33251
2021-12-10,16.16625
2021-12-11,4.72371
2021-12-12,1.04645
2021-12-13,14.37652
2021-12-14,20.98777
2021-12-15,18.62102
2021-12-16,18.1907
2021-12-17,17.69193
2021-12-18,6.51344
2021-12-19,1.13447
2021-12-20,32.00977
2021-12-21,22.94376
2021-12-22,18.68948
2021-12-23,17.58435
2021-12-24,17.33007
2021-12-25,6.10268
2021-12-26,1.26161
2021-12-27,12.17603
2021-12-28,14.2396
2021-12-29,14.15158
2021-12-30,11.1687
2021-12-31,8.13691
2022-01-01,2.22004
2022-01-02,0.89975
2022-01-03,11.22738
2022-01-04,16.85085
2022-01-05,16.55745
2022-01-06,21.42787
2022-01-07,15.34474
2022-01-08,4.89975
2022-01-09,1.21271
2022-01-10,16.53789
2022-01-11,21.32029
2022-01-12,18.40586
2022-01-13,15.38386
2022-01-14,17.62347
2022-01-15,5.11491
2022-01-16,0.95843
2022-01-17,14.40586
2022-01-18,28.77261
2022-01-19,22.9242
2022-01-20,20.13691
2022-01-21,24.68459
2022-01-22,8.83129
2022-01-23,1.78973
2022-01-24,49.25183
2022-01-25,60.75305
2022-01-26,41.80929
2022-01-27,48.33251
2022-01-28,36.38141
2022-01-29,8.73349
2022-01-30,1.59413
2022-01-31,16.55745
2022-02-01,24.60635
2022-02-02,30.69926
2022-02-03,34.00488
2022-02-04,30.02444
2022-02-05,8.42053
2022-02-06,1.82885
2022-02-07,18.51344
2022-02-08,21.74083
2022-02-09,21.50611
2022-02-10,21.65281
2022-02-11,19.23716
2022-02-12,7.14914
2022-02-13,1.57457
2022-02-14,46.65036
2022-02-15,36.71393
2022-02-16,33.11491
2022-02-17,33.17359
2022-02-18,29.09535
2022-02-19,7.98044
2022-02-20,1.69193
2022-02-21,53.68215
2022-02-22,87.03178
2022-02-23,39.88264
2022-02-24,100.0
2022-02-25,55.96088
2022-02-26,15.17848
2022-02-27,3.34474
2022-02-28,46.1907
2022-03-01,63.87286
2022-03-02,59.1687
2022-03-03,40.86063
2022-03-04,62.40586
2022-03-05,27.32518
2022-03-06,5.35941
2022-03-07,98.60146
2022-03-08,61.46699
2022-03-09,60.0
2022-03-10,70.22004
2022-03-11,56.01955
2022-03-12,14.42542
2022-03-13,3.0709
2022-03-14,45.46699
2022-03-15,59.511
2022-03-16,57.12469
2022-03-17,53.39853
2022-03-18,37.03667
2022-03-19,12.02933
2022-03-20,2.18092
2022-03-21,28.57701
2022-03-22,30.81662
2022-03-23,40.09779
2022-03-24,36.82151
2022-03-25,26.86552
2022-03-26,7.98044
2022-03-27,1.59413
2022-03-28,26.25916
2022-03-29,41.54523
2022-03-30,34.41564
2022-03-31,31.33496
2022-04-01,25.78973
2022-04-02,6.7286
2022-04-03,1.56479
2022-04-04,22.79706
2022-04-05,28.22493
2022-04-06,39.92176
2022-04-07,40.01955
2022-04-08,28.99755
2022-04-09,7.38386
2022-04-10,1.73105
2022-04-11,25.47677
2022-04-12,35.27628
2022-04-13,30.42542
2022-04-14,23.48166
2022-04-15,15.44254
2022-04-16,5.24205
2022-04-17,1.77017
2022-04-18,12.88997
2022-04-19,24.65525
2022-04-20,24.35207
2022-04-21,25.10513
2022-04-22,22.88508
2022-04-23,8.81173
2022-04-24,2.2885
2022-04-25,34.6308
2022-04-26,29.10513
2022-04-27,33.77995
2022-04-28,27.39364
2022-04-29,22.8264
2022-04-30,7.5599
2022-05-01,1.75061
2022-05-02,27.98044
2022-05-03,26.45476
2022-05-04,19.48166
2022-05-05,25.32029
2022-05-06,33.22249
2022-05-07,8.99755
2022-05-08,1.84841
2022-05-09,36.40097
2022-05-10,35.99022
2022-05-11,44.92909
2022-05-12,43.63814
2022-05-13,28.36185
2022-05-14,8.41075
2022-05-15,1.76039
2022-05-16,21.43765
2022-05-17,24.43031
2022-05-18,25.44743
2022-05-19,36.23471
2022-05-20,23.022
2022-05-21,8.83129
2022-05-22,1.59413
2022-05-23,21.61369
2022-05-24,28.11735
2022-05-25,26.71882
2022-05-26,23.20782
2022-05-27,22.0929
2022-05-28,7.22738
2022-05-29,1.53545
2022-05-30,21.21271
2022-05-31,26.70904
2022-06-01,22.54278
2022-06-02,22.99266
2022-06-03,19.64792
2022-06-04,5.34963
2022-06-05,1.41809
2022-06-06,18.51344
2022-06-07,22.7286
2022-06-08,23.27628
2022-06-09,26.18092
2022-06-10,32.26405
2022-06-11,11.74572
2022-06-12,2.2396
2022-06-13,43.48166
2022-06-14,45.69193
2022-06-15,42.66992
2022-06-16,51.39364
2022-06-17,35.29584
2022-06-18,8.46943
2022-06-19,1.96577
2022-06-20,31.1687
2022-06-21,38.05378
2022-06-22,37.31051
2022-06-23,42.00488
2022-06-24,27.9022
2022-06-25,9.71149
2022-06-26,1.82885
2022-06-27,27.94132
2022-06-28,30.55256
2022-06-29,32.56723
2022-06-30,39.5599
2022-07-01,32.32273
2022-07-02,7.1687
2022-07-03,1.54523
2022-07-04,26.78728
2022-07-05,52.09779
2022-07-06,43.54034
2022-07-07,35.53056
2022-07-08,32.10757
2022-07-09,7.92176
2022-07-10,1.33007
2022-07-11,26.88508
2022-07-12,33.99511
2022-07-13,40.55745
2022-07-14,39.32518
2022-07-15,27.91198
2022-07-16,8.98777
2022-07-17,1.77995
2022-07-18,25.64303
2022-07-19,32.92909
2022-07-20,36.07823
2022-07-21,38.1907
2022-07-22,26.68948
2022-07-23,6.90464
2022-07-24,1.47677
2022-07-25,21.59413
2022-07-26,27.1687
2022-07-27,25.47677
2022-07-28,27.05134
2022-07-29,24.20537
2022-07-30,7.7555
2022-07-31,1.68215
2022-08-01,20.66503
2022-08-02,25.74083
2022-08-03,24.24449
2022-08-04,26.56234
2022-08-05,23.2665
2022-08-06,5.89731
2022-08-07,1.35941
2022-08-08,19.511
2022-08-09,25.16381
2022-08-10,27.50122
2022-08-11,25.39853
2022-08-12,19.8044
2022-08-13,5.96577
2022-08-14,1.60391
2022-08-15,19.48166
2022-08-16,23.49144
2022-08-17,27.1687
2022-08-18,25.70171
2022-08-19,21.35941
2022-08-20,5.61369
2022-08-21,1.02689
2022-08-22,26.62102
2022-08-23,29.84841
2022-08-24,26.52322
2022-08-25,25.37897
2022-08-26,22.98288
2022-08-27,8.02933
2022-08-28,1.43765
2022-08-29,32.22493
2022-08-30,29.42787
2022-08-31,32.46943
2022-09-01,37.10513
2022-09-02,28.09779
2022-09-03,10.4352
2022-09-04,1.93643
2022-09-05,35.25672
2022-09-06,31.55012
2022-09-07,30.62102
2022-09-08,22.88508
2022-09-09,18.55256
2022-09-10,6.6308
2022-09-11,2.12224
2022-09-12,23.64792
2022-09-13,47.98044
2022-09-14,41.12469
2022-09-15,30.57212
2022-09-16,29.59413
2022-09-17,7.29584
2022-09-18,1.40831
2022-09-19,28.15647
2022-09-20,35.08068
2022-09-21,33.26161
2022-09-22,33.26161
2022-09-23,43.18826
2022-09-24,10.12224
2022-09-25,1.66259
2022-09-26,49.90709
2022-09-27,42.76772
2022-09-28,61.03667
2022-09-29,52.78239
2022-09-30,35.92176
2022-10-01,10.79706
2022-10-02,2.57212
2022-10-03,45.81907
2022-10-04,43.68704
2022-10-05,45.90709
2022-10-06,39.8044
2022-10-07,33.10513
2022-10-08,8.40097
2022-10-09,1.81907
2022-10-10,44.20537
2022-10-11,49.51589
2022-10-12,41.10513
2022-10-13,63.9511
2022-10-14,45.30073
2022-10-15,11.43276
2022-10-16,1.98533
2022-10-17,30.75794
2022-10-18,39.99022
2022-10-19,37.95599
2022-10-20,36.47921
2022-10-21,33.86797
2022-10-22,8.35207
2022-10-23,1.43765
2022-10-24,33.30073
2022-10-25,34.39608
2022-10-26,32.43031
2022-10-27,34.36674
2022-10-28,27.08068
2022-10-29,7.59902
2022-10-30,1.17359
2022-10-31,25.53545
2022-11-01,29.90709
2022-11-02,31.68704
2022-11-03,30.02444
2022-11-04,30.69926
2022-11-05,10.34718
2022-11-06,2.49388
2022-11-07,32.28361
2022-11-08,27.05134
2022-11-09,28.06845
2022-11-10,37.45721
2022-11-11,34.54278
2022-11-12,8.70415
2022-11-13,1.66259
2022-11-14,24.65525
2022-11-15,30.41564
2022-11-16,27.4621
2022-11-17,28.62591
2022-11-18,26.31784
2022-11-19,8.10757
2022-11-20,1.28117
2022-11-21,18.64058
2022-11-22,24.41075
2022-11-23,23.022
2022-11-24,22.75794
2022-11-25,20.90953
2022-11-26,5.29095
2022-11-27,1.07579
2022-11-28,15.8533
2022-11-29,21.07579
2022-11-30,20.98777
2022-12-01,23.20782
2022-12-02,22.17114
2022-12-03,5.38875
2022-12-04,1.12469
2022-12-05,16.02933
2022-12-06,21.70171
2022-12-07,23.7066
2022-12-08,23.64792
2022-12-09,22.1418
2022-12-10,6.20048
2022-12-11,1.08557
2022-12-12,17.09535
2022-12-13,28.46943
2022-12-14,26.37652
2022-12-15,26.39608
2022-12-16,29.46699
2022-12-17,7.2176
2022-12-18,1.27139
2022-12-19,18.12224
2022-12-20,28.44009
2022-12-21,26.44498
2022-12-22,26.25916
2022-12-23,27.64792
2022-12-24,6.55256
2022-12-25,0.88997
2022-12-26,8.75305
2022-12-27,17.57457
2022-12-28,21.93643
2022-12-29,19.4621
2022-12-30,18.61124
2022-12-31,6.74816
2023-01-01,1.45721
2023-01-02,26.02444
2023-01-03,38.2885
2023-01-04,38.98288
2023-01-05,32.42053
2023-01-06,27.88264
2023-01-07,10.0929
2023-01-08,1.56479
2023-01-09,24.69437
2023-01-10,28.06845
2023-01-11,29.87775
2023-01-12,37.88753
2023-01-13,29.32029
2023-01-14,8.97799
2023-01-15,2.03422
2023-01-16,23.03178
2023-01-17,30.29828
2023-01-18,28.01955
2023-01-19,41.16381
2023-01-20,35.2665
2023-01-21,13.75061
2023-01-22,3.27628
2023-01-23,21.85819
2023-01-24,39.22738
2023-01-25,33.51589
2023-01-26,26.89486
2023-01-27,20.28361
2023-01-28,6.66992
2023-01-29,1.94621
2023-01-30,16.06845
2023-01-31,19.49144
2023-02-01,15.55012
2023-02-02,18.17114
2023-02-03,15.43276
2023-02-04,5.72127
2023-02-05,2.02444
2023-02-06,14.50366
2023-02-07,13.72127
2023-02-08,12.49877
2023-02-09,15.45232
2023-02-10,13.22249
2023-02-11,4.56723
2023-02-12,1.08557
2023-02-13,10.55256
2023-02-14,22.31784
2023-02-15,20.65525
2023-02-16,20.32273
2023-02-17,16.17603
2023-02-18,4.55745
2023-02-19,1.07579
2023-02-20,12.07823
2023-02-21,21.29095
2023-02-22,20.74327
2023-02-23,16.61613
2023-02-24,16.46943
2023-02-25,6.61124
2023-02-26,0.99755
2023-02-27,20.99755
2023-02-28,17.72127
2023-03-01,19.2176
2023-03-02,22.59168
2023-03-03,17.21271
2023-03-04,5.80929
2023-03-05,1.48655
2023-03-06,14.10268
2023-03-07,16.94865
2023-03-08,19.05134
2023-03-09,18.20048
2023-03-10,20.01955
2023-03-11,7.19804
2023-03-12,1.57457
2023-03-13,43.81418
2023-03-14,46.6308
2023-03-15,76.60635
2023-03-16,54.13202
2023-03-17,37.61369
2023-03-18,9.91687
2023-03-19,1.33007
2023-03-20,37.38875
2023-03-21,33.21271
2023-03-22,27.8044
2023-03-23,25.68215
2023-03-24,34.32762
2023-03-25,8.90953
2023-03-26,1.50611
2023-03-27,21.40831
2023-03-28,24.82151
2023-03-29,22.22004
2023-03-30,25.03667
2023-03-31,20.44009
2023-04-01,5.67237
2023-04-02,1.25183
2023-04-03,15.7555
2023-04-04,21.30073
2023-04-05,20.58679
2023-04-06,21.25183
2023-04-07,15.87286
2023-04-08,4.08801
2023-04-09,1.23227
2023-04-10,16.02933
2023-04-11,16.83129
2023-04-12,18.83618
2023-04-13,17.61369
2023-04-14,15.61858
2023-04-15,5.15403
2023-04-16,1.14425
2023-04-17,14.55256
2023-04-18,19.34474
2023-04-19,17.33985
2023-04-20,18.07334
2023-04-21,15.55012
2023-04-22,5.01711
2023-04-23,0.93887
2023-04-24,15.84352
2023-04-25,17.74083
2023-04-26,21.42787
2023-04-27,16.79217
2023-04-28,13.98533
2023-04-29,3.98044
2023-04-30,0.69437
2023-05-01,5.33007
2023-05-02,16.11735
2023-05-03,17.68215
2023-05-04,14.1907
2023-05-05,12.87041
2023-05-06,5.37897
2023-05-07,0.91931
2023-05-08,12.77261
2023-05-09,16.72371
2023-05-10,18.57212
2023-05-11,16.33251
2023-05-12,11.83374
2023-05-13,3.68704
2023-05-14,0.78239
2023-05-15,11.99022
2023-05-16,12.97799
2023-05-17,13.16381
2023-05-18,14.80684
2023-05-19,14.31784
2023-05-20,4.22493
2023-05-21,0.97799
2023-05-22,12.75305
2023-05-23,15.12958
2023-05-24,22.80684
2023-05-25,18.22982
2023-05-26,13.15403
2023-05-27,5.25183
2023-05-28,1.30073
2023-05-29,15.18826
