date,GCT상장
2024-02-14,0.48586
2024-02-15,0.5742
2024-02-16,1.23674
2024-02-17,0.35335
2024-02-18,0.39752
2024-02-19,0.70671
2024-02-20,0.83922
2024-02-21,0.39752
2024-02-22,0.83922
2024-02-23,0.39752
2024-02-25,0.26501
2024-02-26,0.66254
2024-02-27,0.92756
2024-02-28,1.89929
2024-02-29,1.63427
2024-03-01,0.66254
2024-03-02,1.06007
2024-03-03,0.88339
2024-03-04,2.16431
2024-03-05,1.41342
2024-03-06,1.19257
2024-03-07,0.92756
2024-03-08,1.19257
2024-03-09,0.39752
2024-03-10,0.30918
2024-03-11,1.28091
2024-03-12,1.32508
2024-03-13,2.07597
2024-03-14,1.41342
2024-03-15,2.12014
2024-03-16,1.06007
2024-03-17,0.79505
2024-03-18,2.20848
2024-03-19,3.0477
2024-03-20,3.13604
