date,카카오배당금
2020-07-10,6.59276
2020-07-11,3.11162
2020-07-12,1.90587
2020-07-13,3.88953
2020-07-14,3.11162
2020-07-15,4.14235
2020-07-16,4.76468
2020-07-17,3.22831
2020-07-18,1.26409
2020-07-19,1.73084
2020-07-20,3.73395
2020-07-21,4.14235
2020-07-22,3.18942
2020-07-23,3.52003
2020-07-24,2.43096
2020-07-25,1.1863
2020-07-26,2.0809
2020-07-27,3.59782
2020-07-28,4.18125
2020-07-29,3.07273
2020-07-30,4.00622
2020-07-31,4.02567
2020-08-01,2.74212
2020-08-02,2.29482
2020-08-03,6.84558
2020-08-04,4.84247
2020-08-05,5.07584
2020-08-06,7.15674
2020-08-07,5.46479
2020-08-08,2.31427
2020-08-09,2.60598
2020-08-10,4.10346
2020-08-11,5.03695
2020-08-12,4.5702
2020-08-13,4.86192
2020-08-14,5.13418
2020-08-15,3.20886
2020-08-16,2.13924
2020-08-17,3.22831
2020-08-18,6.82613
2020-08-19,7.37067
2020-08-20,5.50369
2020-08-21,5.27032
2020-08-22,2.9366
2020-08-23,2.60598
2020-08-24,5.89264
2020-08-25,6.20381
2020-08-26,7.83741
2020-08-27,10.67677
2020-08-28,6.32049
2020-08-29,3.01439
2020-08-30,3.65616
2020-08-31,6.82613
2020-09-01,5.67872
2020-09-02,6.18436
2020-09-03,5.79541
2020-09-04,4.95915
2020-09-05,2.68378
2020-09-06,3.28665
2020-09-07,5.69817
2020-09-08,5.8732
2020-09-09,5.23142
2020-09-10,5.50369
2020-09-11,6.88448
2020-09-12,2.43096
2020-09-13,2.60598
2020-09-14,5.25087
2020-09-15,6.02878
2020-09-16,4.90081
2020-09-17,5.25087
2020-09-18,4.62854
2020-09-19,2.4893
2020-09-20,2.58654
2020-09-21,5.05639
2020-09-22,4.78413
2020-09-23,5.27032
2020-09-24,5.07584
2020-09-25,4.25904
2020-09-26,1.90587
2020-09-27,2.31427
2020-09-28,4.14235
2020-09-29,3.55892
2020-09-30,2.06145
2020-10-01,1.65305
2020-10-02,1.75029
2020-10-03,1.90587
2020-10-04,1.80863
2020-10-05,2.8977
2020-10-06,4.66744
2020-10-07,3.90898
2020-10-08,3.26721
2020-10-09,1.51691
2020-10-10,2.13924
2020-10-11,2.00311
2020-10-12,3.36444
2020-10-13,2.99494
2020-10-14,3.63671
2020-10-15,3.92843
2020-10-16,3.52003
2020-10-17,1.6336
2020-10-18,2.0809
2020-10-19,4.23959
2020-10-20,5.0175
2020-10-21,3.44224
2020-10-22,4.10346
2020-10-23,4.99805
2020-10-24,2.19758
2020-10-25,1.6725
2020-10-26,4.80357
2020-10-27,4.51186
2020-10-28,4.10346
2020-10-29,3.40334
2020-10-30,3.03383
2020-10-31,1.38078
2020-11-01,1.34189
2020-11-02,2.41151
2020-11-03,2.78101
2020-11-04,4.99805
2020-11-05,6.61221
2020-11-06,5.95099
2020-11-07,2.62543
2020-11-08,2.27537
2020-11-09,4.18125
2020-11-10,5.50369
2020-11-11,4.68689
2020-11-12,4.2007
2020-11-13,5.09529
2020-11-14,2.74212
2020-11-15,2.54764
2020-11-16,5.63982
2020-11-17,4.78413
2020-11-18,7.19564
2020-11-19,5.93154
2020-11-20,4.51186
2020-11-21,2.19758
2020-11-22,2.91715
2020-11-23,4.99805
2020-11-24,5.8732
2020-11-25,5.67872
2020-11-26,7.37067
2020-11-27,6.06767
2020-11-28,2.78101
2020-11-29,2.66433
2020-11-30,6.12602
2020-12-01,6.30105
2020-12-02,6.90392
2020-12-03,6.94282
2020-12-04,11.08518
2020-12-05,4.51186
2020-12-06,4.39517
2020-12-07,6.33994
2020-12-08,7.62349
2020-12-09,6.98171
2020-12-10,8.18747
2020-12-11,8.61532
2020-12-12,4.2007
2020-12-13,4.25904
2020-12-14,9.84052
2020-12-15,8.12913
2020-12-16,10.09334
2020-12-17,10.54064
2020-12-18,10.035
2020-12-19,4.37572
2020-12-20,4.64799
2020-12-21,13.7884
2020-12-22,14.08012
2020-12-23,14.6441
2020-12-24,23.99844
2020-12-25,12.42707
2020-12-26,8.86814
2020-12-27,11.86308
2020-12-28,41.87086
2020-12-29,39.28432
2020-12-30,25.47646
2020-12-31,8.73201
2021-01-01,5.98988
2021-01-02,4.29793
2021-01-03,5.71761
2021-01-04,8.59587
2021-01-05,6.2427
2021-01-06,7.9152
2021-01-07,6.16491
2021-01-08,8.7709
2021-01-09,5.40645
2021-01-10,4.88136
2021-01-11,6.69
2021-01-12,6.37884
2021-01-13,6.72889
2021-01-14,5.48424
2021-01-15,4.37572
2021-01-16,2.23648
2021-01-17,2.8977
2021-01-18,3.13107
2021-01-19,5.48424
2021-01-20,5.79541
2021-01-21,5.67872
2021-01-22,6.51497
2021-01-23,4.00622
2021-01-24,3.53947
2021-01-25,6.32049
2021-01-26,7.48735
2021-01-27,5.8343
2021-01-28,19.17541
2021-01-29,12.25204
2021-01-30,4.47296
2021-01-31,4.27849
2021-02-01,5.48424
2021-02-02,6.14546
2021-02-03,6.18436
2021-02-04,5.05639
2021-02-05,5.32866
2021-02-06,3.40334
2021-02-07,3.22831
2021-02-08,8.07078
2021-02-09,17.25009
2021-02-10,19.21431
2021-02-11,8.12913
2021-02-12,7.40956
2021-02-13,5.50369
2021-02-14,5.77596
2021-02-15,11.49358
2021-02-16,12.75768
2021-02-17,7.46791
2021-02-18,6.08712
2021-02-19,6.33994
2021-02-20,4.06456
2021-02-21,4.9786
2021-02-22,6.45663
2021-02-23,5.44535
2021-02-24,4.76468
2021-02-25,18.57253
2021-02-26,18.55309
2021-02-27,9.72384
2021-02-28,7.19564
2021-03-01,7.70128
2021-03-02,10.13224
2021-03-03,8.01244
2021-03-04,9.49047
2021-03-05,8.88759
2021-03-06,7.35122
2021-03-07,6.49552
2021-03-08,9.00427
2021-03-09,9.80163
2021-03-10,9.39323
2021-03-11,11.64916
2021-03-12,9.41267
2021-03-13,6.74834
2021-03-14,7.31232
2021-03-15,9.82108
2021-03-16,10.21003
2021-03-17,9.95721
2021-03-18,12.85492
2021-03-19,8.67366
2021-03-20,6.06767
2021-03-21,5.65927
2021-03-22,7.75962
2021-03-23,8.49863
2021-03-24,7.56514
2021-03-25,7.40956
2021-03-26,8.73201
2021-03-27,6.2816
2021-03-28,5.91209
2021-03-29,11.99922
2021-03-30,11.12407
2021-03-31,11.61026
2021-04-01,10.71567
2021-04-02,11.64916
2021-04-03,8.24581
2021-04-04,8.38195
2021-04-05,10.83236
2021-04-06,23.06495
2021-04-07,16.18047
2021-04-08,23.20108
2021-04-09,28.47141
2021-04-10,16.18047
2021-04-11,14.08012
2021-04-12,23.23998
2021-04-13,27.07117
2021-04-14,33.78063
2021-04-15,87.12563
2021-04-16,100.0
2021-04-17,41.85141
2021-04-18,32.08868
2021-04-19,48.38584
2021-04-20,43.93232
2021-04-21,47.80241
2021-04-22,43.40723
2021-04-23,40.60676
2021-04-24,20.57565
2021-04-25,18.63088
2021-04-26,29.01594
2021-04-27,88.79813
2021-04-28,33.68339
2021-04-29,28.39362
2021-04-30,26.66277
2021-05-01,11.06573
2021-05-02,8.7709
2021-05-03,15.36367
2021-05-04,18.94204
2021-05-05,12.09646
2021-05-06,19.03928
2021-05-07,14.62465
2021-05-08,8.98483
2021-05-09,9.84052
2021-05-10,13.39945
2021-05-11,15.79152
2021-05-12,14.97471
2021-05-13,17.23064
2021-05-14,16.68611
2021-05-15,7.37067
2021-05-16,8.24581
2021-05-17,11.51302
2021-05-18,23.99844
2021-05-19,13.67172
2021-05-20,17.42512
2021-05-21,19.40879
2021-05-22,8.24581
2021-05-23,5.8343
2021-05-24,10.40451
2021-05-25,12.6021
2021-05-26,13.69117
2021-05-27,20.5173
2021-05-28,14.15791
2021-05-29,7.23453
2021-05-30,6.22325
2021-05-31,10.34616
2021-06-01,15.88875
2021-06-02,14.35239
2021-06-03,12.87436
2021-06-04,9.80163
2021-06-05,6.57331
2021-06-06,5.85375
2021-06-07,9.91831
2021-06-08,13.04939
2021-06-09,13.59393
2021-06-10,22.24815
2021-06-11,19.31155
2021-06-12,10.54064
2021-06-13,8.16802
2021-06-14,24.07623
2021-06-15,25.59315
2021-06-16,19.87553
2021-06-17,27.61571
2021-06-18,35.06417
2021-06-19,11.90198
2021-06-20,9.76273
2021-06-21,18.24192
2021-06-22,23.31777
2021-06-23,42.29871
2021-06-24,30.92182
2021-06-25,21.47024
2021-06-26,10.92959
2021-06-27,7.97355
2021-06-28,32.57487
2021-06-29,17.79463
2021-06-30,15.75262
2021-07-01,10.035
2021-07-02,10.17113
2021-07-03,5.34811
2021-07-04,4.23959
2021-07-05,8.28471
2021-07-06,7.56514
2021-07-07,8.79035
2021-07-08,8.10968
2021-07-09,6.47607
2021-07-10,2.99494
2021-07-11,3.345
2021-07-12,7.21509
2021-07-13,6.49552
2021-07-14,5.97043
2021-07-15,6.67055
2021-07-16,6.35939
2021-07-17,2.62543
2021-07-18,2.21703
2021-07-19,5.69817
2021-07-20,6.41773
2021-07-21,10.73512
2021-07-22,7.5457
2021-07-23,7.58459
2021-07-24,3.7534
2021-07-25,3.15052
2021-07-26,5.95099
2021-07-27,5.54259
2021-07-28,4.62854
2021-07-29,7.33177
2021-07-30,6.26215
2021-07-31,4.18125
2021-08-01,2.4893
2021-08-02,5.62038
2021-08-03,7.87631
2021-08-04,7.77907
2021-08-05,7.52625
2021-08-06,14.70245
2021-08-07,5.44535
2021-08-08,4.27849
2021-08-09,10.4434
2021-08-10,10.15169
2021-08-11,9.76273
2021-08-12,8.4014
2021-08-13,7.52625
2021-08-14,4.23959
2021-08-15,3.345
2021-08-16,4.31738
2021-08-17,9.47102
2021-08-18,16.68611
2021-08-19,11.39634
2021-08-20,7.48735
2021-08-21,4.47296
2021-08-22,4.10346
2021-08-23,6.6511
2021-08-24,7.79852
2021-08-25,7.77907
2021-08-26,6.84558
2021-08-27,6.2816
2021-08-28,3.63671
2021-08-29,3.38389
2021-08-30,6.92337
2021-08-31,8.12913
2021-09-01,6.61221
2021-09-02,7.1373
2021-09-03,7.29288
2021-09-04,3.18942
2021-09-05,3.09218
2021-09-06,5.27032
2021-09-07,4.76468
2021-09-08,15.65538
2021-09-09,20.61454
2021-09-10,12.5632
2021-09-11,4.72578
2021-09-12,4.53131
2021-09-13,12.91326
2021-09-14,16.39439
2021-09-15,9.43212
2021-09-16,8.47919
2021-09-17,9.93776
2021-09-18,4.2007
2021-09-19,2.13924
2021-09-20,2.68378
2021-09-21,2.87825
2021-09-22,3.40334
2021-09-23,11.27965
2021-09-24,9.45157
2021-09-25,4.49241
2021-09-26,3.50058
2021-09-27,8.26526
2021-09-28,8.4014
2021-09-29,7.79852
2021-09-30,6.18436
2021-10-01,5.32866
2021-10-02,2.97549
2021-10-03,3.22831
2021-10-04,3.28665
2021-10-05,7.44846
2021-10-06,6.43718
2021-10-07,6.67055
2021-10-08,5.58148
2021-10-09,2.25593
2021-10-10,2.02255
2021-10-11,2.62543
2021-10-12,5.21197
2021-10-13,4.64799
2021-10-14,5.387
2021-10-15,5.8343
2021-10-16,2.8977
2021-10-17,2.58654
2021-10-18,5.15363
2021-10-19,7.44846
2021-10-20,6.10657
2021-10-21,5.11474
2021-10-22,4.00622
2021-10-23,2.00311
2021-10-24,2.17814
2021-10-25,4.70633
2021-10-26,5.98988
2021-10-27,5.11474
2021-10-28,6.74834
2021-10-29,4.62854
2021-10-30,2.41151
2021-10-31,2.25593
2021-11-01,4.06456
2021-11-02,5.56203
2021-11-03,5.48424
2021-11-04,10.98794
2021-11-05,6.2816
2021-11-06,2.66433
2021-11-07,2.31427
2021-11-08,5.54259
2021-11-09,5.79541
2021-11-10,7.46791
2021-11-11,5.58148
2021-11-12,5.4259
2021-11-13,2.37261
2021-11-14,2.4504
2021-11-15,6.47607
2021-11-16,6.51497
2021-11-17,13.26332
2021-11-18,8.98483
2021-11-19,7.48735
2021-11-20,3.59782
2021-11-21,2.58654
2021-11-22,7.68183
2021-11-23,6.98171
2021-11-24,6.14546
2021-11-25,7.07895
2021-11-26,4.74523
2021-11-27,1.84753
2021-11-28,2.19758
2021-11-29,5.71761
2021-11-30,5.58148
2021-12-01,5.8732
2021-12-02,8.57642
2021-12-03,6.80669
2021-12-04,4.41462
2021-12-05,4.35628
2021-12-06,10.11279
2021-12-07,17.26954
2021-12-08,12.44651
2021-12-09,12.07701
2021-12-10,7.89576
2021-12-11,3.36444
2021-12-12,3.96732
2021-12-13,13.0105
2021-12-14,13.18553
2021-12-15,11.82419
2021-12-16,10.71567
2021-12-17,13.26332
2021-12-18,5.34811
2021-12-19,5.15363
2021-12-20,18.59198
2021-12-21,15.77207
2021-12-22,16.06378
2021-12-23,21.76196
2021-12-24,23.64838
2021-12-25,8.3236
2021-12-26,8.96538
2021-12-27,39.18708
2021-12-28,54.92026
2021-12-29,40.3345
2021-12-30,21.54803
2021-12-31,10.56009
2022-01-01,5.89264
2022-01-02,6.10657
2022-01-03,13.49669
2022-01-04,12.5243
2022-01-05,15.71373
2022-01-06,13.24387
2022-01-07,10.42395
2022-01-08,4.43407
2022-01-09,4.18125
2022-01-10,12.13535
2022-01-11,8.94593
2022-01-12,8.42084
2022-01-13,6.06767
2022-01-14,7.04006
2022-01-15,3.15052
2022-01-16,3.24776
2022-01-17,5.67872
2022-01-18,5.05639
2022-01-19,7.79852
2022-01-20,5.46479
2022-01-21,3.92843
2022-01-22,2.4893
2022-01-23,2.39206
2022-01-24,4.70633
2022-01-25,6.08712
2022-01-26,7.42901
2022-01-27,11.51302
2022-01-28,10.52119
2022-01-29,4.53131
2022-01-30,2.76157
2022-01-31,3.50058
2022-02-01,3.79229
2022-02-02,4.58965
2022-02-03,7.0984
2022-02-04,7.60404
2022-02-05,3.98677
2022-02-06,3.48113
2022-02-07,7.75962
2022-02-08,8.67366
2022-02-09,11.18241
2022-02-10,12.81602
2022-02-11,60.8907
2022-02-12,16.08323
2022-02-13,7.77907
2022-02-14,10.50175
2022-02-15,9.15985
2022-02-16,9.50991
2022-02-17,10.035
2022-02-18,7.19564
2022-02-19,3.42279
2022-02-20,3.94788
2022-02-21,7.99299
2022-02-22,5.75651
2022-02-23,7.1373
2022-02-24,5.387
2022-02-25,12.73823
2022-02-26,5.21197
2022-02-27,4.35628
2022-02-28,7.1373
2022-03-01,3.81174
2022-03-02,6.80669
2022-03-03,9.25709
2022-03-04,7.62349
2022-03-05,3.98677
2022-03-06,3.94788
2022-03-07,6.32049
2022-03-08,8.01244
2022-03-09,4.47296
2022-03-10,11.49358
2022-03-11,13.0105
2022-03-12,6.18436
2022-03-13,6.41773
2022-03-14,11.68805
2022-03-15,10.28782
2022-03-16,9.54881
2022-03-17,14.52742
2022-03-18,14.19681
2022-03-19,7.15674
2022-03-20,5.52314
2022-03-21,6.90392
2022-03-22,7.87631
2022-03-23,14.97471
2022-03-24,9.31544
2022-03-25,8.30416
2022-03-26,5.23142
2022-03-27,4.31738
2022-03-28,8.03189
2022-03-29,11.14352
2022-03-30,9.45157
2022-03-31,9.47102
2022-04-01,7.72073
2022-04-02,4.35628
2022-04-03,3.77285
2022-04-04,13.55503
2022-04-05,14.33294
2022-04-06,9.89887
2022-04-07,10.75457
2022-04-08,14.89692
2022-04-09,5.97043
2022-04-10,4.55075
2022-04-11,10.26837
2022-04-12,10.52119
2022-04-13,11.338
2022-04-14,14.99416
2022-04-15,22.38428
2022-04-16,7.21509
2022-04-17,5.63982
2022-04-18,12.95215
2022-04-19,14.60521
2022-04-20,16.84169
2022-04-21,21.21742
2022-04-22,26.76001
2022-04-23,8.16802
2022-04-24,6.10657
2022-04-25,14.74134
2022-04-26,14.87747
2022-04-27,98.15246
2022-04-28,30.669
2022-04-29,15.98599
2022-04-30,3.69506
2022-05-01,2.74212
2022-05-02,5.85375
2022-05-03,4.5702
2022-05-04,4.22014
2022-05-05,2.15869
2022-05-06,4.70633
2022-05-07,1.78918
2022-05-08,1.78918
2022-05-09,2.62543
2022-05-10,3.22831
2022-05-11,2.39206
2022-05-12,4.18125
2022-05-13,3.11162
2022-05-14,1.57526
2022-05-15,1.30299
2022-05-16,2.52819
2022-05-17,6.55387
2022-05-18,3.88953
2022-05-19,3.77285
2022-05-20,3.32555
2022-05-21,1.45857
2022-05-22,1.20575
2022-05-23,2.19758
2022-05-24,2.80046
2022-05-25,2.29482
2022-05-26,2.10035
2022-05-27,1.65305
2022-05-28,0.89459
2022-05-29,0.93348
2022-05-30,2.35316
2022-05-31,2.19758
2022-06-01,1.34189
2022-06-02,1.75029
2022-06-03,2.10035
2022-06-04,1.12796
2022-06-05,1.2252
2022-06-06,1.34189
2022-06-07,1.84753
2022-06-08,1.69194
2022-06-09,1.86697
2022-06-10,1.88642
2022-06-11,1.43912
2022-06-12,1.14741
2022-06-13,2.97549
2022-06-14,2.78101
2022-06-15,3.50058
2022-06-16,2.76157
2022-06-17,2.23648
2022-06-18,1.20575
2022-06-19,1.05017
2022-06-20,3.20886
2022-06-21,2.4504
2022-06-22,2.46985
2022-06-23,2.56709
2022-06-24,2.042
2022-06-25,1.30299
2022-06-26,0.85569
2022-06-27,1.96421
2022-06-28,2.0809
2022-06-29,1.6725
2022-06-30,1.55581
2022-07-01,2.27537
2022-07-02,1.08907
2022-07-03,0.58343
2022-07-04,1.16686
2022-07-05,3.345
2022-07-06,2.35316
2022-07-07,1.90587
2022-07-08,1.45857
2022-07-09,0.66122
2022-07-10,0.50563
2022-07-11,1.41968
2022-07-12,1.26409
2022-07-13,0.93348
2022-07-14,1.01127
2022-07-15,1.6336
2022-07-16,0.89459
2022-07-17,0.83625
2022-07-18,1.45857
2022-07-19,1.40023
2022-07-20,1.43912
2022-07-21,1.43912
2022-07-22,1.82808
2022-07-23,0.54453
2022-07-24,0.64177
2022-07-25,1.59471
2022-07-26,1.36133
2022-07-27,1.12796
2022-07-28,1.43912
2022-07-29,1.49747
2022-07-30,0.75845
2022-07-31,0.68066
2022-08-01,1.57526
2022-08-02,2.0809
2022-08-03,2.95604
2022-08-04,5.58148
2022-08-05,2.37261
2022-08-06,1.96421
2022-08-07,2.46985
2022-08-08,2.9366
2022-08-09,4.02567
2022-08-10,2.60598
2022-08-11,3.79229
2022-08-12,2.52819
2022-08-13,1.88642
2022-08-14,0.95293
2022-08-15,1.49747
2022-08-16,8.05134
2022-08-17,5.25087
2022-08-18,3.53947
2022-08-19,2.9366
2022-08-20,1.34189
2022-08-21,1.08907
2022-08-22,2.43096
2022-08-23,2.33372
2022-08-24,2.13924
2022-08-25,1.78918
2022-08-26,2.25593
2022-08-27,0.71956
2022-08-28,0.73901
2022-08-29,2.58654
2022-08-30,1.86697
2022-08-31,1.69194
2022-09-01,2.042
2022-09-02,1.86697
2022-09-03,1.10851
2022-09-04,0.89459
2022-09-05,1.53636
2022-09-06,2.27537
2022-09-07,2.91715
2022-09-08,1.57526
2022-09-09,1.05017
2022-09-10,0.60287
2022-09-11,0.89459
2022-09-12,1.45857
2022-09-13,2.43096
2022-09-14,2.68378
2022-09-15,2.042
2022-09-16,1.69194
2022-09-17,1.28354
2022-09-18,0.87514
2022-09-19,2.29482
2022-09-20,2.56709
2022-09-21,2.25593
2022-09-22,2.8588
2022-09-23,1.98366
2022-09-24,0.99183
2022-09-25,0.75845
2022-09-26,1.94476
2022-09-27,2.80046
2022-09-28,2.9366
2022-09-29,2.8977
2022-09-30,2.23648
2022-10-01,0.79735
2022-10-02,0.99183
2022-10-03,1.26409
2022-10-04,2.8977
2022-10-05,2.97549
2022-10-06,2.17814
2022-10-07,4.90081
2022-10-08,1.45857
2022-10-09,1.06962
2022-10-10,1.2252
2022-10-11,3.7534
2022-10-12,2.9366
2022-10-13,3.16997
2022-10-14,2.06145
2022-10-15,2.58654
2022-10-16,3.67561
2022-10-17,9.5877
2022-10-18,4.9786
2022-10-19,4.2007
2022-10-20,4.1229
2022-10-21,2.9366
2022-10-22,1.41968
2022-10-23,1.36133
2022-10-24,2.39206
2022-10-25,2.95604
2022-10-26,2.54764
2022-10-27,2.91715
2022-10-28,2.31427
2022-10-29,0.97238
2022-10-30,0.62232
2022-10-31,2.31427
2022-11-01,2.80046
2022-11-02,4.55075
2022-11-03,3.28665
2022-11-04,3.26721
2022-11-05,1.1863
2022-11-06,0.70011
2022-11-07,2.78101
2022-11-08,3.57837
2022-11-09,3.16997
2022-11-10,2.68378
2022-11-11,6.2816
2022-11-12,2.62543
2022-11-13,2.10035
2022-11-14,3.59782
2022-11-15,12.93271
2022-11-16,5.23142
2022-11-17,3.87008
2022-11-18,3.87008
2022-11-19,1.41968
2022-11-20,1.24465
2022-11-21,2.52819
2022-11-22,3.20886
2022-11-23,3.20886
2022-11-24,2.9366
2022-11-25,2.62543
2022-11-26,1.08907
2022-11-27,1.2252
2022-11-28,2.33372
2022-11-29,3.55892
2022-11-30,3.3061
2022-12-01,3.87008
2022-12-02,2.60598
2022-12-03,1.32244
2022-12-04,1.03072
2022-12-05,3.61726
2022-12-06,2.52819
2022-12-07,2.74212
2022-12-08,2.23648
2022-12-09,3.44224
2022-12-10,1.51691
2022-12-11,1.45857
2022-12-12,3.345
2022-12-13,3.77285
2022-12-14,4.76468
2022-12-15,4.43407
2022-12-16,4.04511
2022-12-17,1.71139
2022-12-18,1.34189
2022-12-19,5.19253
2022-12-20,3.67561
2022-12-21,4.43407
2022-12-22,4.72578
2022-12-23,4.95915
2022-12-24,2.46985
2022-12-25,2.0809
2022-12-26,7.39012
2022-12-27,14.60521
2022-12-28,11.00739
2022-12-29,5.95099
2022-12-30,4.02567
2022-12-31,1.94476
2023-01-01,2.58654
2023-01-02,4.66744
2023-01-03,3.13107
2023-01-04,4.41462
2023-01-05,5.21197
2023-01-06,3.96732
2023-01-07,1.92532
2023-01-08,1.88642
2023-01-09,6.96227
2023-01-10,4.25904
2023-01-11,4.92026
2023-01-12,3.55892
2023-01-13,3.67561
2023-01-14,1.90587
2023-01-15,1.90587
2023-01-16,5.52314
2023-01-17,2.87825
2023-01-18,2.042
2023-01-19,2.17814
2023-01-20,1.92532
2023-01-21,1.14741
2023-01-22,1.2252
2023-01-23,1.16686
2023-01-24,1.49747
2023-01-25,3.50058
2023-01-26,8.14858
2023-01-27,7.48735
2023-01-28,3.53947
2023-01-29,2.68378
2023-01-30,4.29793
2023-01-31,4.55075
2023-02-01,4.82302
2023-02-02,5.71761
2023-02-03,6.08712
2023-02-04,2.46985
2023-02-05,2.39206
2023-02-06,4.35628
2023-02-07,6.37884
2023-02-08,7.40956
2023-02-09,6.74834
2023-02-10,8.44029
2023-02-11,3.13107
2023-02-12,2.13924
2023-02-13,4.95915
2023-02-14,6.6511
2023-02-15,4.95915
2023-02-16,4.86192
2023-02-17,4.41462
2023-02-18,1.90587
2023-02-19,2.00311
2023-02-20,5.03695
2023-02-21,5.50369
2023-02-22,19.11707
2023-02-23,8.94593
2023-02-24,4.43407
2023-02-25,2.31427
2023-02-26,2.68378
2023-02-27,3.18942
2023-02-28,3.96732
2023-03-01,3.07273
2023-03-02,3.69506
2023-03-03,3.3061
2023-03-04,1.57526
2023-03-05,1.6725
2023-03-06,5.34811
2023-03-07,4.23959
2023-03-08,4.43407
2023-03-09,4.2007
2023-03-10,3.92843
2023-03-11,1.51691
2023-03-12,1.82808
2023-03-13,6.76779
2023-03-14,4.49241
2023-03-15,4.90081
2023-03-16,4.76468
2023-03-17,5.81485
2023-03-18,2.23648
2023-03-19,2.0809
2023-03-20,4.45352
2023-03-21,4.66744
2023-03-22,6.2427
2023-03-23,4.78413
2023-03-24,3.83119
2023-03-25,1.73084
2023-03-26,1.84753
2023-03-27,4.29793
2023-03-28,5.46479
2023-03-29,6.18436
2023-03-30,6.80669
2023-03-31,7.40956
2023-04-01,3.38389
2023-04-02,2.8977
2023-04-03,5.19253
2023-04-04,6.72889
2023-04-05,6.86503
2023-04-06,7.0984
2023-04-07,8.59587
2023-04-08,3.26721
2023-04-09,3.345
2023-04-10,7.85686
2023-04-11,9.54881
2023-04-12,8.14858
2023-04-13,8.26526
2023-04-14,14.76079
2023-04-15,4.74523
2023-04-16,3.69506
2023-04-17,10.40451
2023-04-18,7.74017
2023-04-19,7.17619
2023-04-20,23.00661
2023-04-21,17.54181
2023-04-22,5.93154
2023-04-23,4.08401
2023-04-24,8.3625
2023-04-25,59.19875
2023-04-26,13.69117
2023-04-27,7.1373
2023-04-28,6.2816
2023-04-29,2.29482
2023-04-30,1.80863
2023-05-01,1.28354
2023-05-02,2.8588
2023-05-03,2.58654
2023-05-04,2.8588
2023-05-05,0.91404
2023-05-06,0.93348
2023-05-07,0.62232
2023-05-08,2.27537
2023-05-09,1.73084
2023-05-10,2.02255
2023-05-11,1.94476
2023-05-12,1.20575
2023-05-13,0.60287
2023-05-14,0.48619
2023-05-15,1.43912
2023-05-16,1.47802
2023-05-17,2.9366
2023-05-18,2.19758
2023-05-19,2.02255
2023-05-20,0.79735
2023-05-21,1.05017
2023-05-22,2.23648
2023-05-23,1.6725
2023-05-24,2.11979
2023-05-25,1.86697
2023-05-26,2.37261
2023-05-27,1.82808
2023-05-28,0.85569
2023-05-29,1.12796
