date,실손의료비보험
2023-06-02,7.0028
2023-06-03,3.36134
2023-06-04,1.40056
2023-06-05,7.0028
2023-06-06,5.04201
2023-06-07,13.16526
2023-06-08,9.5238
2023-06-09,7.0028
2023-06-10,3.92156
2023-06-11,2.80112
2023-06-12,10.36414
2023-06-13,8.40336
2023-06-14,10.36414
2023-06-15,10.36414
2023-06-16,11.7647
2023-06-17,3.36134
2023-06-18,2.521
2023-06-19,9.24369
2023-06-20,10.36414
2023-06-21,10.08403
2023-06-22,10.36414
2023-06-23,10.92436
2023-06-24,2.521
2023-06-25,3.64145
2023-06-26,12.60504
2023-06-27,10.64425
2023-06-28,10.64425
2023-06-29,15.12605
2023-06-30,10.92436
2023-07-01,2.80112
2023-07-02,1.68067
2023-07-03,6.72268
2023-07-04,8.68347
2023-07-05,12.32492
2023-07-06,6.44257
2023-07-07,7.56302
2023-07-08,2.80112
2023-07-09,3.64145
2023-07-10,11.20448
2023-07-11,9.24369
2023-07-12,9.24369
2023-07-13,18.20728
2023-07-14,10.64425
2023-07-15,4.48179
2023-07-16,3.92156
2023-07-17,11.7647
2023-07-18,13.44537
2023-07-19,9.5238
2023-07-20,8.96358
2023-07-21,9.80392
2023-07-22,3.36134
2023-07-23,1.68067
2023-07-24,9.80392
2023-07-25,10.08403
2023-07-26,10.92436
2023-07-27,12.32492
2023-07-28,7.84313
2023-07-29,5.32212
2023-07-30,2.521
2023-07-31,9.24369
2023-08-01,10.36414
2023-08-02,8.12324
2023-08-03,7.28291
2023-08-04,8.40336
2023-08-05,4.20168
2023-08-06,3.08123
2023-08-07,9.5238
2023-08-08,10.64425
2023-08-09,10.64425
2023-08-10,13.44537
2023-08-11,5.60224
2023-08-12,2.80112
2023-08-13,1.68067
2023-08-14,8.40336
2023-08-15,3.92156
2023-08-16,10.36414
2023-08-17,12.60504
2023-08-18,11.7647
2023-08-19,1.40056
2023-08-20,1.40056
2023-08-21,8.96358
2023-08-22,11.20448
2023-08-23,12.60504
2023-08-24,8.96358
2023-08-25,11.20448
2023-08-26,3.08123
2023-08-27,4.20168
2023-08-28,9.24369
2023-08-29,11.7647
2023-08-30,9.80392
2023-08-31,9.5238
2023-09-01,11.48459
2023-09-02,5.88235
2023-09-03,2.24089
2023-09-04,10.36414
2023-09-05,7.56302
2023-09-06,13.44537
2023-09-07,7.56302
2023-09-08,7.28291
2023-09-09,6.16246
2023-09-10,3.36134
2023-09-11,10.64425
2023-09-12,12.04481
2023-09-13,8.12324
2023-09-14,10.36414
2023-09-15,11.7647
2023-09-16,4.20168
2023-09-17,5.60224
2023-09-18,12.04481
2023-09-19,16.24649
2023-09-20,11.7647
2023-09-21,12.60504
2023-09-22,8.40336
2023-09-23,4.7619
2023-09-24,2.80112
2023-09-25,13.72549
2023-09-26,15.68627
2023-09-27,12.32492
2023-09-28,5.88235
2023-09-29,6.16246
2023-09-30,4.20168
2023-10-01,4.7619
2023-10-02,4.7619
2023-10-03,7.84313
2023-10-04,15.40616
2023-10-05,18.48739
2023-10-06,12.88515
2023-10-07,6.44257
2023-10-08,3.36134
2023-10-09,7.84313
2023-10-10,19.60784
2023-10-11,18.20728
2023-10-12,19.60784
2023-10-13,21.28851
2023-10-14,6.44257
2023-10-15,6.44257
2023-10-16,13.16526
2023-10-17,12.32492
2023-10-18,13.72549
2023-10-19,12.88515
2023-10-20,12.04481
2023-10-21,4.48179
2023-10-22,5.04201
2023-10-23,14.28571
2023-10-24,17.08683
2023-10-25,17.36694
2023-10-26,13.44537
2023-10-27,12.60504
2023-10-28,3.92156
2023-10-29,7.28291
2023-10-30,14.84593
2023-10-31,17.36694
2023-11-01,19.60784
2023-11-02,14.84593
2023-11-03,11.7647
2023-11-04,4.48179
2023-11-05,5.32212
2023-11-06,13.16526
2023-11-07,14.0056
2023-11-08,11.7647
2023-11-09,12.32492
2023-11-10,10.36414
2023-11-11,7.28291
2023-11-12,6.44257
2023-11-13,13.16526
2023-11-14,11.20448
2023-11-15,21.56862
2023-11-16,18.7675
2023-11-17,16.52661
2023-11-18,13.44537
2023-11-19,9.24369
2023-11-20,26.05042
2023-11-21,26.05042
2023-11-22,18.7675
2023-11-23,29.13165
2023-11-24,23.24929
2023-11-25,11.48459
2023-11-26,10.08403
2023-11-27,33.89355
2023-11-28,29.13165
2023-11-29,28.57142
2023-11-30,24.36974
2023-12-01,16.80672
2023-12-02,12.04481
2023-12-03,11.7647
2023-12-04,29.69187
2023-12-05,24.08963
2023-12-06,22.12885
2023-12-07,25.21008
2023-12-08,24.36974
2023-12-09,13.44537
2023-12-10,13.72549
2023-12-11,24.64985
2023-12-12,27.45098
2023-12-13,28.29131
2023-12-14,25.21008
2023-12-15,19.60784
2023-12-16,12.32492
2023-12-17,12.32492
2023-12-18,27.73109
2023-12-19,35.29411
2023-12-20,28.29131
2023-12-21,27.45098
2023-12-22,20.72829
2023-12-23,11.7647
2023-12-24,8.12324
2023-12-25,9.5238
2023-12-26,24.36974
2023-12-27,33.89355
2023-12-28,28.85154
2023-12-29,21.84873
2023-12-30,12.88515
2023-12-31,12.32492
2024-01-01,10.08403
2024-01-02,23.24929
2024-01-03,30.2521
2024-01-04,22.68907
2024-01-05,21.28851
2024-01-06,13.72549
2024-01-07,10.92436
2024-01-08,24.92997
2024-01-09,23.24929
2024-01-10,24.36974
2024-01-11,26.89075
2024-01-12,26.33053
2024-01-13,8.12324
2024-01-14,11.7647
2024-01-15,29.97198
2024-01-16,29.41176
2024-01-17,27.45098
2024-01-18,28.29131
2024-01-19,33.61344
2024-01-20,9.5238
2024-01-21,10.36414
2024-01-22,43.13725
2024-01-23,36.41456
2024-01-24,45.93837
2024-01-25,42.29691
2024-01-26,29.97198
2024-01-27,11.20448
2024-01-28,9.5238
2024-01-29,33.05322
2024-01-30,36.13445
2024-01-31,29.13165
2024-02-01,26.89075
2024-02-02,33.05322
2024-02-03,6.72268
2024-02-04,10.92436
2024-02-05,35.85434
2024-02-06,23.80952
2024-02-07,19.88795
2024-02-08,22.40896
2024-02-09,6.44257
2024-02-10,6.16246
2024-02-11,7.0028
2024-02-12,9.80392
2024-02-13,31.93277
2024-02-14,37.81512
2024-02-15,29.97198
2024-02-16,29.69187
2024-02-17,10.36414
2024-02-18,7.84313
2024-02-19,30.2521
2024-02-20,25.49019
2024-02-21,32.49299
2024-02-22,25.7703
2024-02-23,25.21008
2024-02-24,6.72268
2024-02-25,12.32492
2024-02-26,21.28851
2024-02-27,29.97198
2024-02-28,25.7703
2024-02-29,22.96918
2024-03-01,6.16246
2024-03-02,7.84313
2024-03-03,8.68347
2024-03-04,23.52941
2024-03-05,29.13165
2024-03-06,35.85434
2024-03-07,31.93277
2024-03-08,22.68907
2024-03-09,9.24369
2024-03-10,9.80392
2024-03-11,25.49019
2024-03-12,24.08963
2024-03-13,21.84873
2024-03-14,28.29131
2024-03-15,24.92997
2024-03-16,6.44257
2024-03-17,6.72268
2024-03-18,28.0112
2024-03-19,28.0112
2024-03-20,28.0112
