date,비트코인선물
2023-06-02,7.42574
2023-06-03,7.17821
2023-06-04,6.93069
2023-06-05,10.64356
2023-06-06,12.37623
2023-06-07,11.5099
2023-06-08,10.64356
2023-06-09,7.42574
2023-06-10,13.24257
2023-06-11,10.02475
2023-06-12,11.38613
2023-06-13,11.01485
2023-06-14,8.66336
2023-06-15,12.00495
2023-06-16,9.77722
2023-06-17,9.03465
2023-06-18,4.82673
2023-06-19,8.16831
2023-06-20,8.91089
2023-06-21,11.63366
2023-06-22,18.56435
2023-06-23,9.65346
2023-06-24,14.48019
2023-06-25,9.40594
2023-06-26,10.76732
2023-06-27,12.5
2023-06-28,13.11881
2023-06-29,8.66336
2023-06-30,12.12871
2023-07-01,8.91089
2023-07-02,8.16831
2023-07-03,10.89108
2023-07-04,10.64356
2023-07-05,10.39603
2023-07-06,12.12871
2023-07-07,10.5198
2023-07-08,8.41584
2023-07-09,8.5396
2023-07-10,9.77722
2023-07-11,9.40594
2023-07-12,9.5297
2023-07-13,11.75742
2023-07-14,13.49009
2023-07-15,8.16831
2023-07-16,9.15841
2023-07-17,10.14851
2023-07-18,15.71782
2023-07-19,9.77722
2023-07-20,9.03465
2023-07-21,7.30198
2023-07-22,6.18811
2023-07-23,6.93069
2023-07-24,12.74752
2023-07-25,10.14851
2023-07-26,8.04455
2023-07-27,7.67326
2023-07-28,6.68316
2023-07-29,6.68316
2023-07-30,6.31188
2023-07-31,8.5396
2023-08-01,7.79702
2023-08-02,9.65346
2023-08-03,10.27227
2023-08-04,8.78712
2023-08-05,6.5594
2023-08-06,7.42574
2023-08-07,7.92079
2023-08-08,9.28217
2023-08-09,10.89108
2023-08-10,10.27227
2023-08-11,8.5396
2023-08-12,7.5495
2023-08-13,6.68316
2023-08-14,6.68316
2023-08-15,9.90099
2023-08-16,8.91089
2023-08-17,12.62376
2023-08-18,18.93564
2023-08-19,10.76732
2023-08-20,8.16831
2023-08-21,10.76732
2023-08-22,9.65346
2023-08-23,10.64356
2023-08-24,9.40594
2023-08-25,9.28217
2023-08-26,7.05445
2023-08-27,7.05445
2023-08-28,8.91089
2023-08-29,13.24257
2023-08-30,12.25247
2023-08-31,6.68316
2023-09-01,7.92079
2023-09-02,8.91089
2023-09-03,7.79702
2023-09-04,8.29207
2023-09-05,8.29207
2023-09-06,6.31188
2023-09-07,8.66336
2023-09-08,8.78712
2023-09-09,6.68316
2023-09-10,5.81683
2023-09-11,7.92079
2023-09-12,9.28217
2023-09-13,7.92079
2023-09-14,7.30198
2023-09-15,7.92079
2023-09-16,5.44554
2023-09-17,4.33168
2023-09-18,12.37623
2023-09-19,8.16831
2023-09-20,11.38613
2023-09-21,8.91089
2023-09-22,8.78712
2023-09-23,6.5594
2023-09-24,9.03465
2023-09-25,8.78712
2023-09-26,7.17821
2023-09-27,5.44554
2023-09-28,5.07425
2023-09-29,8.16831
2023-09-30,6.06435
2023-10-01,5.94059
2023-10-02,7.42574
2023-10-03,8.66336
2023-10-04,11.26237
2023-10-05,8.29207
2023-10-06,9.90099
2023-10-07,7.05445
2023-10-08,7.67326
2023-10-09,8.41584
2023-10-10,8.91089
2023-10-11,10.02475
2023-10-12,7.17821
2023-10-13,6.31188
2023-10-14,5.44554
2023-10-15,5.69306
2023-10-16,9.65346
2023-10-17,9.40594
2023-10-18,12.62376
2023-10-19,10.64356
2023-10-20,11.26237
2023-10-21,7.30198
2023-10-22,9.65346
2023-10-23,15.96534
2023-10-24,38.86138
2023-10-25,21.41089
2023-10-26,16.21287
2023-10-27,12.87128
2023-10-28,12.00495
2023-10-29,10.64356
2023-10-30,15.47029
2023-10-31,15.96534
2023-11-01,13.98514
2023-11-02,15.71782
2023-11-03,12.25247
2023-11-04,10.14851
2023-11-05,8.91089
2023-11-06,15.71782
2023-11-07,13.36633
2023-11-08,12.00495
2023-11-09,18.31683
2023-11-10,17.94554
2023-11-11,12.62376
2023-11-12,12.74752
2023-11-13,14.48019
2023-11-14,16.0891
2023-11-15,16.21287
2023-11-16,20.42079
2023-11-17,17.45049
2023-11-18,11.26237
2023-11-19,10.39603
2023-11-20,11.88118
2023-11-21,16.95544
2023-11-22,14.10891
2023-11-23,13.49009
2023-11-24,9.77722
2023-11-25,10.39603
2023-11-26,10.39603
2023-11-27,12.99504
2023-11-28,11.26237
2023-11-29,11.88118
2023-11-30,10.64356
2023-12-01,10.76732
2023-12-02,8.41584
2023-12-03,12.37623
2023-12-04,24.50495
2023-12-05,23.39108
2023-12-06,29.08415
2023-12-07,21.65841
2023-12-08,18.93564
2023-12-09,17.69801
2023-12-10,12.62376
2023-12-11,20.54455
2023-12-12,20.0495
2023-12-13,14.10891
2023-12-14,18.0693
2023-12-15,10.89108
2023-12-16,10.14851
2023-12-17,8.78712
2023-12-18,12.87128
2023-12-19,10.76732
2023-12-20,9.90099
2023-12-21,9.15841
2023-12-22,10.14851
2023-12-23,5.94059
2023-12-24,7.79702
2023-12-25,10.27227
2023-12-26,10.27227
2023-12-27,10.89108
2023-12-28,12.25247
2023-12-29,13.49009
2023-12-30,12.99504
2023-12-31,9.03465
2024-01-01,9.28217
2024-01-02,16.46039
2024-01-03,19.18316
2024-01-04,18.81188
2024-01-05,16.58415
2024-01-06,12.5
2024-01-07,12.37623
2024-01-08,16.83168
2024-01-09,19.92574
2024-01-10,31.80693
2024-01-11,45.17326
2024-01-12,29.45544
2024-01-13,22.52475
2024-01-14,17.57425
2024-01-15,19.0594
2024-01-16,15.59405
2024-01-17,14.35643
2024-01-18,11.75742
2024-01-19,14.85148
2024-01-20,8.41584
2024-01-21,9.65346
2024-01-22,13.61386
2024-01-23,15.22277
2024-01-24,14.23267
2024-01-25,11.5099
2024-01-26,13.61386
2024-01-27,11.13861
2024-01-28,10.76732
2024-01-29,10.14851
2024-01-30,13.11881
2024-01-31,10.5198
2024-02-01,11.01485
2024-02-02,9.77722
2024-02-03,7.05445
2024-02-04,7.05445
2024-02-05,7.79702
2024-02-06,9.28217
2024-02-07,7.05445
2024-02-08,8.91089
2024-02-09,10.27227
2024-02-10,9.90099
2024-02-11,10.02475
2024-02-12,12.12871
2024-02-13,18.81188
2024-02-14,16.0891
2024-02-15,21.90594
2024-02-16,14.10891
2024-02-17,18.93564
2024-02-18,13.36633
2024-02-19,17.45049
2024-02-20,15.59405
2024-02-21,17.32673
2024-02-22,13.49009
2024-02-23,11.26237
2024-02-24,8.78712
2024-02-25,8.5396
2024-02-26,11.01485
2024-02-27,26.85643
2024-02-28,29.5792
2024-02-29,54.33168
2024-03-01,26.48514
2024-03-02,23.39108
2024-03-03,25.61881
2024-03-04,35.27227
2024-03-05,58.29207
2024-03-06,54.33168
2024-03-07,32.67326
2024-03-08,28.71287
2024-03-09,27.10396
2024-03-10,27.72277
2024-03-11,53.83663
2024-03-12,56.31188
2024-03-13,59.90099
2024-03-14,72.89603
2024-03-15,71.65841
2024-03-16,34.28217
2024-03-17,39.10891
2024-03-18,39.10891
2024-03-19,41.83168
2024-03-20,57.05445
