date,자동차보험가격비교
2020-10-17,3.51648
2020-10-18,3.2967
2020-10-19,3.07692
2020-10-20,4.83516
2020-10-21,3.2967
2020-10-22,6.5934
2020-10-23,4.17582
2020-10-24,1.0989
2020-10-25,1.75824
2020-10-26,4.83516
2020-10-27,5.05494
2020-10-28,9.01098
2020-10-29,4.3956
2020-10-30,3.73626
2020-10-31,1.75824
2020-11-01,3.2967
2020-11-02,6.5934
2020-11-03,4.17582
2020-11-04,5.71428
2020-11-05,5.71428
2020-11-06,3.2967
2020-11-07,4.17582
2020-11-08,3.2967
2020-11-09,5.05494
2020-11-10,5.71428
2020-11-11,4.61538
2020-11-12,3.07692
2020-11-13,3.07692
2020-11-14,1.97802
2020-11-15,3.2967
2020-11-16,5.05494
2020-11-17,4.17582
2020-11-18,5.93406
2020-11-19,1.53846
2020-11-20,3.73626
2020-11-21,1.75824
2020-11-22,1.53846
2020-11-23,7.25274
2020-11-24,3.51648
2020-11-25,3.73626
2020-11-26,6.37362
2020-11-27,4.61538
2020-11-28,3.2967
2020-11-29,3.73626
2020-11-30,3.2967
2020-12-01,4.61538
2020-12-02,5.27472
2020-12-03,4.3956
2020-12-04,4.3956
2020-12-05,2.85714
2020-12-06,2.85714
2020-12-07,7.6923
2020-12-08,6.81318
2020-12-09,6.81318
2020-12-10,5.27472
2020-12-11,3.73626
2020-12-12,1.31868
2020-12-13,1.31868
2020-12-14,5.05494
2020-12-15,3.2967
2020-12-16,5.27472
2020-12-17,5.4945
2020-12-18,3.95604
2020-12-19,1.0989
2020-12-20,2.85714
2020-12-21,5.05494
2020-12-22,5.05494
2020-12-23,3.07692
2020-12-24,4.17582
2020-12-25,2.63736
2020-12-26,2.41758
2020-12-27,1.53846
2020-12-28,5.27472
2020-12-29,4.61538
2020-12-30,1.75824
2020-12-31,3.73626
2021-01-01,1.0989
2021-01-02,1.97802
2021-01-03,1.53846
2021-01-04,6.5934
2021-01-05,7.47252
2021-01-06,4.3956
2021-01-07,3.73626
2021-01-08,2.41758
2021-01-09,2.85714
2021-01-10,1.31868
2021-01-11,5.71428
2021-01-12,5.27472
2021-01-13,5.27472
2021-01-14,3.73626
2021-01-15,4.3956
2021-01-16,2.41758
2021-01-17,3.07692
2021-01-18,3.51648
2021-01-19,3.95604
2021-01-20,2.85714
2021-01-21,3.2967
2021-01-22,2.1978
2021-01-24,1.0989
2021-01-25,3.51648
2021-01-26,6.81318
2021-01-27,1.0989
2021-01-28,4.83516
2021-01-29,2.63736
2021-01-30,1.53846
2021-01-31,1.31868
2021-02-01,2.85714
2021-02-02,4.83516
2021-02-03,4.83516
2021-02-04,4.17582
2021-02-05,3.51648
2021-02-07,2.1978
2021-02-08,2.63736
2021-02-09,3.95604
2021-02-10,3.2967
2021-02-11,1.0989
2021-02-12,1.31868
2021-02-14,3.51648
2021-02-15,6.15384
2021-02-16,3.95604
2021-02-17,6.81318
2021-02-18,6.5934
2021-02-19,3.07692
2021-02-20,3.95604
2021-02-21,4.17582
2021-02-22,5.27472
2021-02-23,4.3956
2021-02-24,5.27472
2021-02-25,5.05494
2021-02-26,3.2967
2021-02-27,1.0989
2021-02-28,2.41758
2021-03-01,1.53846
2021-03-02,4.61538
2021-03-03,3.73626
2021-03-04,3.73626
2021-03-05,4.17582
2021-03-06,1.31868
2021-03-07,1.75824
2021-03-08,5.71428
2021-03-09,3.95604
2021-03-10,5.71428
2021-03-11,3.2967
2021-03-12,3.73626
2021-03-13,1.31868
2021-03-14,2.1978
2021-03-15,3.07692
2021-03-16,4.3956
2021-03-17,5.05494
2021-03-18,1.53846
2021-03-19,2.85714
2021-03-21,4.17582
2021-03-22,6.15384
2021-03-23,3.73626
2021-03-24,3.73626
2021-03-25,3.95604
2021-03-26,3.07692
2021-03-29,4.3956
2021-03-30,3.73626
2021-03-31,3.2967
2021-04-01,3.73626
2021-04-02,1.97802
2021-04-03,2.63736
2021-04-04,2.1978
2021-04-05,5.05494
2021-04-06,4.3956
2021-04-07,1.0989
2021-04-08,3.51648
2021-04-09,4.61538
2021-04-11,3.07692
2021-04-12,4.61538
2021-04-13,5.05494
2021-04-14,3.51648
2021-04-15,2.1978
2021-04-16,3.73626
2021-04-19,3.73626
2021-04-20,6.5934
2021-04-21,3.07692
2021-04-22,3.51648
2021-04-23,4.3956
2021-04-24,2.1978
2021-04-25,3.51648
2021-04-26,7.91208
2021-04-27,3.95604
2021-04-28,3.95604
2021-04-29,6.37362
2021-04-30,5.71428
2021-05-01,8.35164
2021-05-02,11.86813
2021-05-03,14.94505
2021-05-04,12.30769
2021-05-05,7.25274
2021-05-06,8.57142
2021-05-07,6.81318
2021-05-08,5.05494
2021-05-09,4.17582
2021-05-10,3.95604
2021-05-11,5.27472
2021-05-12,5.4945
2021-05-13,7.47252
2021-05-14,5.27472
2021-05-15,1.53846
2021-05-16,1.97802
2021-05-17,5.27472
2021-05-18,5.71428
2021-05-19,2.85714
2021-05-20,5.4945
2021-05-21,9.8901
2021-05-22,5.05494
2021-05-23,7.91208
2021-05-24,11.86813
2021-05-25,9.01098
2021-05-26,9.67032
2021-05-27,9.23076
2021-05-28,10.32967
2021-05-29,3.95604
2021-05-30,2.1978
2021-05-31,7.47252
2021-06-01,8.7912
2021-06-02,6.15384
2021-06-03,7.6923
2021-06-04,7.91208
2021-06-06,6.5934
2021-06-07,9.67032
2021-06-08,9.67032
2021-06-09,10.10989
2021-06-10,7.6923
2021-06-11,9.8901
2021-06-12,7.6923
2021-06-13,5.93406
2021-06-14,5.93406
2021-06-15,4.3956
2021-06-16,4.3956
2021-06-17,7.03296
2021-06-18,10.76923
2021-06-19,9.8901
2021-06-20,8.13186
2021-06-21,11.86813
2021-06-22,12.30769
2021-06-23,5.05494
2021-06-24,3.07692
2021-06-25,2.41758
2021-06-26,3.51648
2021-06-27,1.0989
2021-06-28,2.1978
2021-06-29,1.75824
2021-06-30,5.4945
2021-07-01,6.81318
2021-07-02,5.4945
2021-07-03,4.61538
2021-07-04,3.95604
2021-07-05,5.4945
2021-07-06,6.5934
2021-07-07,5.4945
2021-07-08,6.37362
2021-07-09,6.15384
2021-07-10,2.1978
2021-07-11,2.63736
2021-07-12,5.05494
2021-07-13,3.73626
2021-07-14,3.73626
2021-07-15,6.37362
2021-07-16,1.75824
2021-07-17,4.3956
2021-07-18,2.41758
2021-07-19,8.35164
2021-07-20,5.93406
2021-07-21,6.5934
2021-07-22,7.25274
2021-07-23,4.17582
2021-07-24,4.61538
2021-07-25,5.05494
2021-07-26,8.13186
2021-07-27,4.83516
2021-07-28,5.4945
2021-07-29,4.17582
2021-07-30,5.05494
2021-07-31,2.85714
2021-08-01,3.95604
2021-08-02,5.27472
2021-08-03,7.25274
2021-08-04,6.37362
2021-08-05,4.83516
2021-08-06,3.51648
2021-08-07,1.97802
2021-08-08,5.05494
2021-08-09,7.25274
2021-08-10,6.15384
2021-08-11,7.25274
2021-08-12,7.03296
2021-08-13,5.71428
2021-08-14,4.17582
2021-08-15,3.51648
2021-08-16,2.63736
2021-08-17,9.67032
2021-08-18,7.03296
2021-08-19,7.6923
2021-08-20,4.3956
2021-08-21,4.17582
2021-08-22,3.95604
2021-08-23,2.85714
2021-08-24,5.27472
2021-08-25,6.5934
2021-08-26,6.37362
2021-08-27,4.17582
2021-08-28,1.53846
2021-08-29,3.2967
2021-08-30,4.3956
2021-08-31,7.03296
2021-09-01,7.91208
2021-09-02,5.27472
2021-09-03,6.5934
2021-09-04,2.85714
2021-09-05,3.51648
2021-09-06,7.6923
2021-09-07,8.13186
2021-09-08,5.4945
2021-09-09,4.17582
2021-09-10,7.91208
2021-09-11,3.73626
2021-09-12,6.37362
2021-09-13,5.27472
2021-09-14,9.45054
2021-09-15,11.42857
2021-09-16,5.4945
2021-09-17,5.93406
2021-09-18,2.41758
2021-09-19,1.97802
2021-09-20,2.1978
2021-09-21,1.97802
2021-09-22,1.75824
2021-09-23,5.27472
2021-09-24,6.5934
2021-09-25,5.4945
2021-09-26,2.41758
2021-09-27,5.4945
2021-09-28,3.51648
2021-09-29,3.51648
2021-09-30,4.17582
2021-10-01,2.85714
2021-10-02,2.85714
2021-10-03,4.3956
2021-10-04,5.27472
2021-10-05,9.23076
2021-10-06,7.03296
2021-10-07,4.61538
2021-10-08,1.75824
2021-10-09,1.53846
2021-10-10,2.1978
2021-10-11,1.97802
2021-10-12,5.93406
2021-10-13,5.27472
2021-10-14,5.71428
2021-10-15,4.17582
2021-10-16,1.0989
2021-10-17,1.0989
2021-10-18,4.17582
2021-10-19,7.25274
2021-10-20,5.4945
2021-10-21,3.51648
2021-10-22,4.17582
2021-10-23,1.31868
2021-10-24,1.0989
2021-10-25,6.81318
2021-10-26,7.25274
2021-10-27,8.7912
2021-10-28,8.35164
2021-10-29,5.93406
2021-10-30,6.15384
2021-10-31,8.13186
2021-11-01,10.98901
2021-11-02,9.67032
2021-11-03,6.81318
2021-11-04,9.01098
2021-11-05,11.20879
2021-11-06,7.25274
2021-11-07,7.47252
2021-11-08,7.25274
2021-11-09,8.35164
2021-11-10,10.10989
2021-11-11,9.45054
2021-11-12,10.32967
2021-11-13,8.35164
2021-11-14,6.5934
2021-11-15,10.10989
2021-11-16,10.76923
2021-11-17,7.6923
2021-11-18,8.13186
2021-11-19,6.5934
2021-11-20,6.15384
2021-11-21,5.71428
2021-11-22,9.45054
2021-11-23,4.83516
2021-11-24,5.27472
2021-11-25,10.76923
2021-11-26,5.93406
2021-11-27,8.35164
2021-11-28,6.81318
2021-11-29,8.7912
2021-11-30,6.15384
2021-12-01,4.17582
2021-12-02,4.83516
2021-12-03,7.6923
2021-12-04,5.4945
2021-12-05,7.25274
2021-12-06,7.25274
2021-12-07,9.8901
2021-12-08,9.8901
2021-12-09,8.7912
2021-12-10,6.15384
2021-12-11,7.25274
2021-12-12,2.63736
2021-12-13,6.37362
2021-12-14,9.67032
2021-12-15,7.47252
2021-12-16,6.81318
2021-12-17,5.4945
2021-12-18,5.05494
2021-12-19,2.63736
2021-12-20,7.47252
2021-12-21,5.05494
2021-12-22,5.4945
2021-12-23,5.05494
2021-12-24,1.97802
2021-12-25,1.97802
2021-12-26,2.85714
2021-12-27,9.45054
2021-12-28,7.91208
2021-12-29,5.93406
2021-12-30,6.37362
2021-12-31,2.85714
2022-01-01,4.3956
2022-01-02,6.81318
2022-01-03,10.10989
2022-01-04,6.37362
2022-01-05,5.93406
2022-01-06,5.05494
2022-01-07,9.8901
2022-01-08,4.17582
2022-01-09,2.41758
2022-01-10,11.42857
2022-01-11,8.35164
2022-01-12,9.8901
2022-01-13,7.91208
2022-01-14,5.4945
2022-01-15,2.41758
2022-01-16,6.5934
2022-01-17,10.98901
2022-01-18,7.6923
2022-01-19,6.81318
2022-01-20,6.81318
2022-01-21,5.93406
2022-01-22,7.6923
2022-01-23,7.6923
2022-01-24,9.45054
2022-01-25,10.10989
2022-01-26,7.47252
2022-01-27,4.83516
2022-01-28,4.83516
2022-01-29,7.03296
2022-01-30,3.95604
2022-01-31,4.3956
2022-02-01,3.73626
2022-02-02,5.4945
2022-02-03,8.13186
2022-02-04,9.01098
2022-02-05,5.71428
2022-02-06,4.17582
2022-02-07,5.27472
2022-02-08,3.73626
2022-02-09,7.03296
2022-02-10,6.81318
2022-02-11,4.3956
2022-02-12,4.83516
2022-02-13,5.71428
2022-02-14,5.05494
2022-02-15,6.5934
2022-02-16,4.3956
2022-02-17,10.10989
2022-02-18,7.25274
2022-02-19,7.6923
2022-02-20,6.81318
2022-02-21,8.13186
2022-02-22,6.5934
2022-02-23,5.71428
2022-02-24,6.15384
2022-02-25,9.23076
2022-02-26,4.83516
2022-02-27,4.3956
2022-02-28,6.37362
2022-03-01,3.51648
2022-03-02,9.8901
2022-03-03,7.25274
2022-03-04,2.85714
2022-03-05,3.95604
2022-03-06,1.97802
2022-03-07,5.4945
2022-03-08,7.03296
2022-03-09,2.41758
2022-03-10,5.05494
2022-03-11,9.23076
2022-03-12,5.05494
2022-03-13,7.25274
2022-03-14,7.6923
2022-03-15,7.6923
2022-03-16,8.7912
2022-03-17,5.4945
2022-03-18,7.91208
2022-03-19,7.25274
2022-03-20,9.23076
2022-03-21,9.45054
2022-03-22,9.45054
2022-03-23,5.71428
2022-03-24,10.54945
2022-03-25,10.10989
2022-03-26,5.05494
2022-03-27,5.4945
2022-03-28,13.84615
2022-03-29,6.81318
2022-03-30,6.15384
2022-03-31,6.81318
2022-04-01,5.27472
2022-04-02,4.83516
2022-04-03,5.27472
2022-04-04,7.25274
2022-04-05,9.01098
2022-04-06,8.13186
2022-04-07,8.57142
2022-04-08,5.93406
2022-04-09,4.3956
2022-04-10,7.03296
2022-04-11,8.57142
2022-04-12,10.76923
2022-04-13,8.13186
2022-04-14,9.8901
2022-04-15,6.81318
2022-04-16,4.83516
2022-04-17,7.25274
2022-04-18,9.23076
2022-04-19,9.01098
2022-04-20,8.57142
2022-04-21,8.35164
2022-04-22,10.10989
2022-04-23,8.35164
2022-04-24,5.93406
2022-04-25,9.23076
2022-04-26,7.47252
2022-04-27,6.81318
2022-04-28,3.2967
2022-04-29,3.07692
2022-04-30,1.53846
2022-05-01,4.17582
2022-05-02,3.51648
2022-05-03,5.93406
2022-05-04,4.17582
2022-05-05,2.1978
2022-05-06,2.41758
2022-05-07,1.53846
2022-05-08,1.0989
2022-05-09,6.5934
2022-05-10,9.01098
2022-05-11,13.40659
2022-05-12,12.74725
2022-05-13,11.42857
2022-05-14,14.72527
2022-05-15,7.6923
2022-05-16,14.50549
2022-05-17,10.98901
2022-05-18,13.40659
2022-05-19,14.28571
2022-05-20,14.28571
2022-05-21,8.13186
2022-05-22,11.86813
2022-05-23,12.96703
2022-05-24,13.62637
2022-05-25,10.54945
2022-05-26,8.13186
2022-05-27,7.6923
2022-05-28,4.83516
2022-05-29,5.27472
2022-05-30,10.76923
2022-05-31,8.57142
2022-06-01,5.71428
2022-06-02,7.47252
2022-06-03,9.67032
2022-06-04,7.47252
2022-06-05,5.4945
2022-06-06,6.81318
2022-06-07,10.76923
2022-06-08,7.91208
2022-06-09,6.81318
2022-06-10,5.27472
2022-06-11,3.73626
2022-06-12,3.51648
2022-06-13,11.64835
2022-06-14,10.32967
2022-06-15,6.81318
2022-06-16,7.6923
2022-06-17,5.93406
2022-06-18,2.63736
2022-06-19,5.4945
2022-06-20,8.7912
2022-06-21,7.6923
2022-06-22,7.03296
2022-06-23,3.73626
2022-06-24,3.2967
2022-06-25,2.63736
2022-06-26,1.0989
2022-06-27,6.5934
2022-06-28,3.2967
2022-06-29,4.3956
2022-06-30,5.71428
2022-07-01,5.27472
2022-07-02,3.73626
2022-07-03,2.85714
2022-07-04,6.15384
2022-07-05,4.83516
2022-07-06,7.6923
2022-07-07,5.71428
2022-07-08,4.3956
2022-07-09,1.97802
2022-07-10,3.2967
2022-07-11,5.27472
2022-07-12,6.15384
2022-07-13,6.15384
2022-07-14,5.05494
2022-07-15,5.71428
2022-07-16,4.83516
2022-07-17,2.63736
2022-07-18,5.71428
2022-07-19,7.91208
2022-07-20,6.81318
2022-07-21,6.15384
2022-07-22,9.23076
2022-07-23,3.73626
2022-07-24,4.17582
2022-07-25,5.71428
2022-07-26,7.25274
2022-07-27,6.81318
2022-07-28,6.5934
2022-07-29,4.83516
2022-07-30,3.2967
2022-07-31,5.71428
2022-08-01,5.93406
2022-08-02,5.71428
2022-08-03,7.03296
2022-08-04,5.05494
2022-08-05,4.61538
2022-08-06,2.1978
2022-08-07,2.41758
2022-08-08,7.25274
2022-08-09,6.81318
2022-08-10,6.37362
2022-08-11,9.67032
2022-08-12,3.07692
2022-08-13,2.63736
2022-08-14,2.1978
2022-08-15,2.41758
2022-08-16,5.93406
2022-08-17,9.45054
2022-08-18,7.6923
2022-08-19,5.4945
2022-08-20,3.51648
2022-08-21,4.3956
2022-08-22,5.05494
2022-08-23,5.93406
2022-08-24,5.4945
2022-08-25,7.03296
2022-08-26,7.25274
2022-08-27,2.63736
2022-08-28,4.61538
2022-08-29,5.05494
2022-08-30,4.61538
2022-08-31,4.61538
2022-09-01,5.71428
2022-09-02,7.25274
2022-09-03,4.3956
2022-09-04,3.2967
2022-09-05,5.71428
2022-09-06,6.15384
2022-09-07,6.81318
2022-09-08,5.27472
2022-09-09,3.95604
2022-09-10,5.05494
2022-09-11,4.61538
2022-09-12,2.85714
2022-09-13,10.54945
2022-09-14,8.35164
2022-09-15,4.83516
2022-09-16,9.01098
2022-09-17,4.61538
2022-09-18,2.41758
2022-09-19,6.81318
2022-09-20,9.67032
2022-09-21,6.5934
2022-09-22,7.25274
2022-09-23,3.51648
2022-09-24,2.85714
2022-09-25,4.17582
2022-09-26,7.25274
2022-09-27,4.83516
2022-09-28,4.3956
2022-09-29,5.71428
2022-09-30,3.73626
2022-10-01,1.97802
2022-10-02,2.1978
2022-10-03,1.97802
2022-10-04,4.17582
2022-10-05,6.15384
2022-10-06,4.3956
2022-10-07,5.4945
2022-10-08,1.31868
2022-10-09,3.2967
2022-10-10,3.07692
2022-10-11,5.71428
2022-10-12,5.05494
2022-10-13,3.95604
2022-10-14,3.07692
2022-10-15,1.0989
2022-10-16,2.85714
2022-10-17,6.15384
2022-10-18,6.37362
2022-10-19,6.5934
2022-10-20,6.81318
2022-10-21,4.61538
2022-10-22,5.71428
2022-10-23,3.51648
2022-10-24,6.81318
2022-10-25,7.47252
2022-10-26,5.71428
2022-10-27,6.81318
2022-10-28,3.2967
2022-10-29,2.63736
2022-10-31,4.61538
2022-11-01,6.81318
2022-11-02,3.51648
2022-11-03,4.3956
2022-11-04,7.03296
2022-11-05,1.75824
2022-11-06,1.75824
2022-11-07,4.3956
2022-11-08,5.93406
2022-11-09,6.37362
2022-11-10,5.27472
2022-11-11,3.51648
2022-11-12,1.97802
2022-11-13,1.97802
2022-11-14,4.17582
2022-11-15,6.81318
2022-11-16,4.83516
2022-11-17,3.51648
2022-11-18,3.73626
2022-11-19,1.53846
2022-11-20,2.41758
2022-11-21,7.47252
2022-11-22,3.2967
2022-11-23,6.81318
2022-11-24,4.17582
2022-11-25,6.37362
2022-11-26,1.53846
2022-11-27,3.95604
2022-11-28,5.05494
2022-11-29,5.05494
2022-11-30,9.01098
2022-12-01,5.71428
2022-12-02,6.15384
2022-12-03,3.2967
2022-12-04,6.5934
2022-12-05,7.91208
2022-12-06,5.27472
2022-12-07,6.81318
2022-12-08,5.05494
2022-12-09,3.73626
2022-12-10,2.63736
2022-12-11,3.07692
2022-12-12,7.25274
2022-12-13,8.57142
2022-12-14,4.17582
2022-12-15,9.45054
2022-12-16,8.57142
2022-12-17,3.73626
2022-12-18,1.53846
2022-12-19,7.25274
2022-12-20,8.35164
2022-12-21,7.6923
2022-12-22,7.25274
2022-12-23,5.93406
2022-12-24,3.51648
2022-12-25,6.5934
2022-12-26,10.76923
2022-12-27,7.25274
2022-12-28,4.83516
2022-12-29,4.3956
2022-12-30,5.93406
2022-12-31,3.07692
2023-01-01,3.07692
2023-01-02,9.01098
2023-01-03,6.81318
2023-01-04,5.05494
2023-01-05,5.4945
2023-01-06,5.71428
2023-01-07,1.0989
2023-01-08,2.85714
2023-01-09,6.81318
2023-01-10,6.37362
2023-01-11,6.37362
2023-01-12,5.4945
2023-01-13,4.61538
2023-01-14,3.51648
2023-01-15,6.15384
2023-01-16,5.4945
2023-01-17,6.81318
2023-01-18,6.15384
2023-01-19,6.15384
2023-01-20,4.3956
2023-01-21,3.07692
2023-01-22,2.85714
2023-01-23,3.07692
2023-01-24,3.73626
2023-01-25,6.81318
2023-01-26,7.47252
2023-01-27,5.05494
2023-01-28,2.85714
2023-01-29,1.53846
2023-01-30,5.27472
2023-01-31,3.51648
2023-02-01,4.61538
2023-02-02,3.2967
2023-02-03,6.15384
2023-02-04,3.2967
2023-02-05,5.05494
2023-02-06,3.95604
2023-02-07,3.95604
2023-02-08,7.03296
2023-02-09,2.63736
2023-02-10,3.51648
2023-02-11,1.97802
2023-02-12,1.53846
2023-02-13,5.27472
2023-02-14,5.4945
2023-02-15,6.37362
2023-02-16,4.61538
2023-02-17,3.51648
2023-02-18,1.97802
2023-02-19,2.1978
2023-02-20,6.37362
2023-02-21,5.05494
2023-02-22,4.17582
2023-02-23,5.05494
2023-02-24,3.73626
2023-02-25,1.75824
2023-02-26,4.83516
2023-02-27,6.5934
2023-02-28,4.3956
2023-03-01,2.85714
2023-03-02,3.73626
2023-03-03,5.27472
2023-03-04,8.13186
2023-03-05,2.85714
2023-03-06,5.93406
2023-03-07,5.4945
2023-03-08,5.4945
2023-03-09,5.4945
2023-03-10,4.83516
2023-03-12,3.51648
2023-03-13,4.3956
2023-03-14,5.71428
2023-03-15,4.17582
2023-03-16,6.37362
2023-03-17,4.61538
2023-03-19,4.17582
2023-03-20,6.37362
2023-03-21,7.25274
2023-03-22,5.27472
2023-03-23,3.95604
2023-03-24,4.17582
2023-03-26,1.0989
2023-03-27,3.73626
2023-03-28,4.3956
2023-03-29,6.81318
2023-03-30,5.4945
2023-03-31,4.3956
2023-04-01,2.1978
2023-04-02,1.53846
2023-04-03,5.4945
2023-04-04,3.2967
2023-04-05,5.4945
2023-04-06,5.27472
2023-04-07,4.83516
2023-04-08,1.31868
2023-04-09,3.73626
2023-04-10,5.4945
2023-04-11,6.15384
2023-04-12,5.4945
2023-04-13,3.95604
2023-04-14,4.17582
2023-04-15,2.85714
2023-04-16,3.07692
2023-04-17,7.47252
2023-04-18,6.5934
2023-04-19,6.15384
2023-04-20,6.15384
2023-04-21,4.3956
2023-04-22,3.95604
2023-04-23,1.31868
2023-04-24,5.27472
2023-04-25,6.15384
2023-04-26,7.03296
2023-04-27,5.93406
2023-04-28,4.3956
2023-04-29,1.53846
2023-04-30,2.41758
2023-05-01,4.61538
2023-05-02,3.07692
2023-05-03,5.27472
2023-05-04,3.73626
2023-05-05,3.95604
2023-05-06,2.85714
2023-05-07,1.0989
2023-05-08,7.47252
2023-05-09,4.83516
2023-05-10,4.61538
2023-05-11,1.97802
2023-05-12,3.73626
2023-05-13,1.53846
2023-05-14,1.31868
2023-05-15,4.61538
2023-05-16,4.61538
2023-05-17,3.51648
2023-05-18,3.95604
2023-05-19,3.73626
2023-05-21,2.41758
2023-05-22,5.05494
2023-05-23,4.3956
2023-05-24,1.75824
2023-05-25,7.03296
2023-05-26,4.3956
2023-05-27,1.97802
2023-05-28,1.0989
2023-05-29,1.0989
2023-05-30,7.03296
2023-05-31,6.15384
2023-06-01,7.91208
2023-06-02,9.01098
2023-06-03,7.91208
2023-06-04,6.81318
2023-06-05,8.35164
2023-06-06,4.61538
2023-06-07,5.71428
2023-06-08,7.25274
2023-06-09,5.71428
2023-06-10,1.75824
2023-06-11,2.85714
2023-06-12,4.17582
2023-06-13,5.71428
2023-06-14,4.61538
2023-06-15,4.83516
2023-06-16,5.71428
