date,부동산PF
2021-02-04,1.20719
2021-02-05,1.50283
2021-02-06,0.91155
2021-02-07,0.61591
2021-02-08,1.33037
2021-02-09,1.03473
2021-02-10,0.83764
2021-02-11,0.73909
2021-02-12,0.49273
2021-02-13,0.34491
2021-02-14,0.813
2021-02-15,1.25646
2021-02-16,2.04483
2021-02-17,1.65065
2021-02-18,1.47819
2021-02-19,1.72456
2021-02-20,0.96082
2021-02-21,1.2811
2021-02-22,1.60137
2021-02-23,1.40428
2021-02-24,1.40428
2021-02-25,1.45355
2021-02-26,0.76373
2021-02-27,0.66518
2021-02-28,0.64055
2021-03-01,0.36954
2021-03-02,1.15792
2021-03-03,1.18255
2021-03-04,1.2811
2021-03-05,1.25646
2021-03-06,0.49273
2021-03-07,0.68982
2021-03-08,1.15792
2021-03-09,1.05937
2021-03-10,1.40428
2021-03-11,1.40428
2021-03-12,1.25646
2021-03-13,0.51736
2021-03-14,0.76373
2021-03-15,1.23183
2021-03-16,0.91155
2021-03-17,1.18255
2021-03-18,0.98546
2021-03-19,0.49273
2021-03-20,0.61591
2021-03-21,0.29563
2021-03-22,1.33037
2021-03-23,0.813
2021-03-24,1.60137
2021-03-25,1.18255
2021-03-26,0.78837
2021-03-27,0.24636
2021-03-28,0.66518
2021-03-29,1.10864
2021-03-30,0.68982
2021-03-31,1.03473
2021-04-01,0.813
2021-04-02,0.83764
2021-04-03,0.68982
2021-04-04,0.64055
2021-04-05,1.67528
2021-04-06,1.18255
2021-04-07,0.88691
2021-04-08,1.18255
2021-04-09,1.0101
2021-04-10,0.71446
2021-04-11,0.78837
2021-04-12,1.33037
2021-04-13,1.15792
2021-04-14,1.05937
2021-04-15,1.23183
2021-04-16,1.47819
2021-04-17,0.64055
2021-04-18,0.68982
2021-04-19,1.03473
2021-04-20,1.08401
2021-04-21,0.98546
2021-04-22,1.30574
2021-04-23,1.5521
2021-04-24,0.44345
2021-04-25,0.86228
2021-04-26,1.18255
2021-04-27,1.50283
2021-04-28,1.03473
2021-04-29,1.50283
2021-04-30,0.91155
2021-05-01,0.56664
2021-05-02,0.46809
2021-05-03,1.20719
2021-05-04,0.91155
2021-05-05,0.813
2021-05-06,1.08401
2021-05-07,1.18255
2021-05-08,0.68982
2021-05-09,0.51736
2021-05-10,0.83764
2021-05-11,1.08401
2021-05-12,1.33037
2021-05-13,1.35501
2021-05-14,1.05937
2021-05-15,0.34491
2021-05-16,0.39418
2021-05-17,0.76373
2021-05-18,1.10864
2021-05-19,0.64055
2021-05-20,1.35501
2021-05-21,1.2811
2021-05-22,0.66518
2021-05-23,0.76373
2021-05-24,1.10864
2021-05-25,1.15792
2021-05-26,1.47819
2021-05-27,1.33037
2021-05-28,1.15792
2021-05-29,0.51736
2021-05-31,1.33037
2021-06-01,1.05937
2021-06-02,1.33037
2021-06-03,1.05937
2021-06-04,0.86228
2021-06-05,0.86228
2021-06-06,0.66518
2021-06-07,1.0101
2021-06-08,0.98546
2021-06-09,1.45355
2021-06-10,1.35501
2021-06-11,1.10864
2021-06-12,0.91155
2021-06-13,0.36954
2021-06-14,1.2811
2021-06-15,1.23183
2021-06-16,1.03473
2021-06-17,1.45355
2021-06-18,1.08401
2021-06-19,0.24636
2021-06-20,0.51736
2021-06-21,0.98546
2021-06-22,1.35501
2021-06-23,0.98546
2021-06-24,1.05937
2021-06-25,1.15792
2021-06-26,0.71446
2021-06-27,0.56664
2021-06-28,1.15792
2021-06-29,1.2811
2021-06-30,1.20719
2021-07-01,1.18255
2021-07-02,1.20719
2021-07-03,0.61591
2021-07-04,0.813
2021-07-05,1.30574
2021-07-06,1.30574
2021-07-07,1.20719
2021-07-08,0.71446
2021-07-09,0.83764
2021-07-10,0.46809
2021-07-11,0.39418
2021-07-12,1.03473
2021-07-13,1.0101
2021-07-14,0.93619
2021-07-15,1.37965
2021-07-16,1.15792
2021-07-17,0.44345
2021-07-18,0.98546
2021-07-19,1.77383
2021-07-20,1.5521
2021-07-21,1.33037
2021-07-22,1.42892
2021-07-23,0.813
2021-07-24,0.71446
2021-07-25,0.51736
2021-07-26,1.45355
2021-07-27,1.92165
2021-07-28,1.69992
2021-07-29,1.35501
2021-07-30,1.0101
2021-07-31,0.44345
2021-08-01,0.271
2021-08-02,1.23183
2021-08-03,1.25646
2021-08-04,1.15792
2021-08-05,1.57674
2021-08-06,1.20719
2021-08-07,0.46809
2021-08-08,0.71446
2021-08-09,1.35501
2021-08-10,1.37965
2021-08-11,1.08401
2021-08-12,1.23183
2021-08-13,1.25646
2021-08-14,0.73909
2021-08-15,0.64055
2021-08-16,0.64055
2021-08-17,1.08401
2021-08-18,0.96082
2021-08-19,1.20719
2021-08-20,1.25646
2021-08-21,0.73909
2021-08-22,0.41882
2021-08-23,1.08401
2021-08-24,1.67528
2021-08-25,1.52746
2021-08-26,1.72456
2021-08-27,1.15792
2021-08-28,1.23183
2021-08-29,0.59127
2021-08-30,2.04483
2021-08-31,1.2811
2021-09-01,1.35501
2021-09-02,1.62601
2021-09-03,1.47819
2021-09-04,0.76373
2021-09-05,0.96082
2021-09-06,1.57674
2021-09-07,1.45355
2021-09-08,1.45355
2021-09-09,1.03473
2021-09-10,1.15792
2021-09-11,0.86228
2021-09-12,0.76373
2021-09-13,1.10864
2021-09-14,1.08401
2021-09-15,1.35501
2021-09-16,1.42892
2021-09-17,1.33037
2021-09-18,0.71446
2021-09-19,0.542
2021-09-20,0.73909
2021-09-21,0.76373
2021-09-22,0.59127
2021-09-23,1.35501
2021-09-24,1.50283
2021-09-25,0.93619
2021-09-26,0.73909
2021-09-27,1.65065
2021-09-28,1.74919
2021-09-29,2.06947
2021-09-30,1.2811
2021-10-01,1.33037
2021-10-02,0.91155
2021-10-03,0.56664
2021-10-04,0.91155
2021-10-05,1.40428
2021-10-06,1.35501
2021-10-07,1.67528
2021-10-08,1.2811
2021-10-09,0.36954
2021-10-10,0.46809
2021-10-11,0.61591
2021-10-12,1.45355
2021-10-13,1.33037
2021-10-14,1.37965
2021-10-15,1.13328
2021-10-16,0.88691
2021-10-17,0.93619
2021-10-18,2.09411
2021-10-19,1.52746
2021-10-20,1.33037
2021-10-21,1.08401
2021-10-22,1.47819
2021-10-23,1.08401
2021-10-24,0.71446
2021-10-25,1.60137
2021-10-26,1.89701
2021-10-27,1.37965
2021-10-28,1.25646
2021-10-29,1.10864
2021-10-30,0.93619
2021-10-31,1.47819
2021-11-01,1.37965
2021-11-02,1.99556
2021-11-03,1.5521
2021-11-04,1.33037
2021-11-05,1.30574
2021-11-06,0.93619
2021-11-07,0.56664
2021-11-08,1.67528
2021-11-09,1.30574
2021-11-10,1.13328
2021-11-11,1.60137
2021-11-12,1.57674
2021-11-13,0.64055
2021-11-14,0.86228
2021-11-15,1.60137
2021-11-16,1.69992
2021-11-17,1.67528
2021-11-18,1.77383
2021-11-19,1.57674
2021-11-20,0.83764
2021-11-21,0.83764
2021-11-22,1.42892
2021-11-23,1.8231
2021-11-24,1.5521
2021-11-25,1.72456
2021-11-26,1.25646
2021-11-27,0.71446
2021-11-28,1.0101
2021-11-29,1.23183
2021-11-30,1.60137
2021-12-01,1.0101
2021-12-02,1.69992
2021-12-03,1.08401
2021-12-04,0.64055
2021-12-05,0.64055
2021-12-06,1.2811
2021-12-07,1.67528
2021-12-08,1.30574
2021-12-09,1.60137
2021-12-10,1.47819
2021-12-11,0.76373
2021-12-12,0.66518
2021-12-13,1.37965
2021-12-14,1.47819
2021-12-15,1.42892
2021-12-16,1.52746
2021-12-17,1.25646
2021-12-18,0.71446
2021-12-19,1.10864
2021-12-20,1.52746
2021-12-21,1.20719
2021-12-22,1.52746
2021-12-23,1.33037
2021-12-24,0.83764
2021-12-25,0.29563
2021-12-26,0.542
2021-12-27,1.50283
2021-12-28,1.25646
2021-12-29,1.13328
2021-12-30,1.08401
2021-12-31,0.73909
2022-01-01,0.49273
2022-01-02,0.83764
2022-01-03,1.47819
2022-01-04,1.37965
2022-01-05,1.20719
2022-01-06,1.5521
2022-01-07,1.50283
2022-01-08,0.64055
2022-01-09,0.98546
2022-01-10,1.2811
2022-01-11,1.62601
2022-01-12,1.23183
2022-01-13,1.5521
2022-01-14,1.20719
2022-01-15,1.10864
2022-01-16,0.98546
2022-01-17,1.13328
2022-01-18,1.74919
2022-01-19,1.25646
2022-01-20,1.50283
2022-01-21,1.15792
2022-01-22,0.59127
2022-01-23,0.83764
2022-01-24,1.03473
2022-01-25,1.18255
2022-01-26,0.93619
2022-01-27,0.98546
2022-01-28,1.05937
2022-01-29,1.0101
2022-01-30,0.41882
2022-01-31,0.542
2022-02-01,0.41882
2022-02-02,1.0101
2022-02-03,1.25646
2022-02-04,0.98546
2022-02-05,0.56664
2022-02-06,0.66518
2022-02-07,1.89701
2022-02-08,1.47819
2022-02-09,1.5521
2022-02-10,1.42892
2022-02-11,1.52746
2022-02-12,0.86228
2022-02-13,0.78837
2022-02-14,1.2811
2022-02-15,1.47819
2022-02-16,1.60137
2022-02-17,1.60137
2022-02-18,1.35501
2022-02-19,0.93619
2022-02-20,0.83764
2022-02-21,1.60137
2022-02-22,1.52746
2022-02-23,1.60137
2022-02-24,1.60137
2022-02-25,1.65065
2022-02-26,0.41882
2022-02-27,0.76373
2022-02-28,1.08401
2022-03-01,0.813
2022-03-02,1.87238
2022-03-03,1.15792
2022-03-04,0.78837
2022-03-05,0.98546
2022-03-06,1.05937
2022-03-07,1.45355
2022-03-08,1.10864
2022-03-09,0.76373
2022-03-10,1.37965
2022-03-11,1.10864
2022-03-12,0.813
2022-03-13,1.05937
2022-03-14,1.15792
2022-03-15,1.33037
2022-03-16,1.69992
2022-03-17,1.35501
2022-03-18,1.42892
2022-03-19,0.86228
2022-03-20,0.61591
2022-03-21,1.0101
2022-03-22,1.25646
2022-03-23,1.25646
2022-03-24,1.18255
2022-03-25,1.0101
2022-03-26,0.96082
2022-03-27,0.73909
2022-03-28,1.37965
2022-03-29,1.69992
2022-03-30,1.60137
2022-03-31,1.74919
2022-04-01,1.42892
2022-04-02,1.03473
2022-04-03,0.61591
2022-04-04,1.60137
2022-04-05,2.11874
2022-04-06,2.19265
2022-04-07,1.57674
2022-04-08,1.15792
2022-04-09,0.49273
2022-04-10,0.56664
2022-04-11,1.5521
2022-04-12,1.33037
2022-04-13,1.77383
2022-04-14,1.69992
2022-04-15,1.72456
2022-04-16,1.35501
2022-04-17,1.33037
2022-04-18,2.43902
2022-04-19,2.06947
2022-04-20,1.79847
2022-04-21,1.45355
2022-04-22,1.62601
2022-04-23,0.78837
2022-04-24,0.71446
2022-04-25,1.89701
2022-04-26,1.8231
2022-04-27,1.94629
2022-04-28,1.40428
2022-04-29,1.60137
2022-04-30,0.813
2022-05-01,0.59127
2022-05-02,1.35501
2022-05-03,1.18255
2022-05-04,1.20719
2022-05-05,0.813
2022-05-06,1.72456
2022-05-07,0.73909
2022-05-08,0.83764
2022-05-09,1.25646
2022-05-10,1.87238
2022-05-11,1.57674
2022-05-12,1.37965
2022-05-13,1.57674
2022-05-14,0.66518
2022-05-15,0.68982
2022-05-16,1.77383
2022-05-17,1.87238
2022-05-18,1.23183
2022-05-19,2.09411
2022-05-20,1.65065
2022-05-21,0.56664
2022-05-22,0.86228
2022-05-23,1.52746
2022-05-24,2.21729
2022-05-25,1.8231
2022-05-26,1.74919
2022-05-27,1.89701
2022-05-28,0.813
2022-05-29,0.61591
2022-05-30,2.48829
2022-05-31,1.67528
2022-06-01,0.61591
2022-06-02,1.99556
2022-06-03,1.60137
2022-06-04,0.56664
2022-06-05,0.71446
2022-06-06,1.33037
2022-06-07,1.77383
2022-06-08,1.92165
2022-06-09,2.2912
2022-06-10,3.00566
2022-06-11,0.96082
2022-06-12,0.86228
2022-06-13,2.66075
2022-06-14,2.46366
2022-06-15,1.97092
2022-06-16,1.92165
2022-06-17,2.06947
2022-06-18,1.0101
2022-06-19,1.25646
2022-06-20,2.73466
2022-06-21,2.14338
2022-06-22,3.17812
2022-06-23,2.31584
2022-06-24,2.04483
2022-06-25,1.10864
2022-06-26,1.67528
2022-06-27,3.44912
2022-06-28,2.61148
2022-06-29,2.24193
2022-06-30,2.26656
2022-07-01,2.7593
2022-07-02,1.25646
2022-07-03,1.20719
2022-07-04,3.25203
2022-07-05,3.5723
2022-07-06,4.82877
2022-07-07,3.69549
2022-07-08,3.79403
2022-07-09,2.46366
2022-07-10,1.84774
2022-07-11,5.09977
2022-07-12,3.89258
2022-07-13,4.01576
2022-07-14,3.59694
2022-07-15,2.71002
2022-07-16,1.15792
2022-07-17,1.30574
2022-07-18,2.73466
2022-07-19,3.10421
2022-07-20,2.80857
2022-07-21,4.33604
2022-07-22,2.7593
2022-07-23,0.96082
2022-07-24,1.42892
2022-07-25,4.50849
2022-07-26,3.49839
2022-07-27,8.52426
2022-07-28,5.07514
2022-07-29,3.7694
2022-07-30,2.11874
2022-07-31,1.62601
2022-08-01,4.48386
2022-08-02,4.08967
2022-08-03,4.48386
2022-08-04,4.60704
2022-08-05,3.62158
2022-08-06,1.57674
2022-08-07,1.52746
2022-08-08,4.43458
2022-08-09,3.07957
2022-08-10,3.7694
2022-08-11,4.0404
2022-08-12,3.12884
2022-08-13,1.05937
2022-08-14,0.93619
2022-08-15,1.62601
2022-08-16,4.21286
2022-08-17,2.95639
2022-08-18,3.67085
2022-08-19,6.94752
2022-08-20,1.92165
2022-08-21,1.94629
2022-08-22,7.71125
2022-08-23,5.34614
2022-08-24,3.49839
2022-08-25,2.98102
2022-08-26,2.83321
2022-08-27,1.42892
2022-08-28,1.30574
2022-08-29,4.08967
2022-08-30,6.89825
2022-08-31,5.64178
2022-09-01,5.19832
2022-09-02,4.85341
2022-09-03,1.74919
2022-09-04,1.8231
2022-09-05,4.45922
2022-09-06,3.79403
2022-09-07,5.98669
2022-09-08,3.62158
2022-09-09,1.50283
2022-09-10,1.89701
2022-09-11,2.21729
2022-09-12,2.5622
2022-09-13,8.47499
2022-09-14,8.52426
2022-09-15,5.91278
2022-09-16,4.53313
2022-09-17,1.97092
2022-09-18,2.58684
2022-09-19,6.03596
2022-09-20,8.2779
2022-09-21,14.38778
2022-09-22,16.06306
2022-09-23,9.31263
2022-09-24,3.59694
2022-09-25,3.81867
2022-09-26,9.73146
2022-09-27,8.62281
2022-09-28,7.76053
2022-09-29,6.67652
2022-09-30,5.76496
2022-10-01,2.36511
2022-10-02,3.84331
2022-10-03,3.79403
2022-10-04,6.92288
2022-10-05,6.50406
2022-10-06,8.52426
2022-10-07,10.39664
2022-10-08,4.16358
2022-10-09,3.62158
2022-10-10,5.76496
2022-10-11,9.63291
2022-10-12,8.03153
2022-10-13,9.53436
2022-10-14,9.0909
2022-10-15,7.88371
2022-10-16,7.5388
2022-10-17,13.52549
2022-10-18,17.71372
2022-10-19,26.18871
2022-10-20,43.45898
2022-10-21,40.77358
2022-10-22,21.55703
2022-10-23,37.6201
2022-10-24,54.96427
2022-10-25,71.88962
2022-10-26,84.65139
2022-10-27,55.03818
2022-10-28,26.70608
2022-10-29,16.72825
2022-10-30,10.0271
2022-10-31,37.86646
2022-11-01,22.04976
2022-11-02,23.55259
2022-11-03,20.12811
2022-11-04,19.09337
2022-11-05,11.80093
2022-11-06,11.23429
2022-11-07,15.17615
2022-11-08,18.305
2022-11-09,16.92535
2022-11-10,16.33407
2022-11-11,11.35747
2022-11-12,5.81423
2022-11-13,6.43015
2022-11-14,15.66888
2022-11-15,11.13574
2022-11-16,10.81547
2022-11-17,9.23872
2022-11-18,7.83444
2022-11-19,4.68095
2022-11-20,5.19832
2022-11-21,9.73146
2022-11-22,9.01699
2022-11-23,8.86917
2022-11-24,7.5388
2022-11-25,7.11998
2022-11-26,3.39985
2022-11-27,4.80413
2022-11-28,10.27346
2022-11-29,7.63734
2022-11-30,8.35181
2022-12-01,7.71125
2022-12-02,5.74033
2022-12-03,3.12884
2022-12-04,5.00123
2022-12-05,7.29243
2022-12-06,7.85907
2022-12-07,7.36634
2022-12-08,8.8199
2022-12-09,7.04607
2022-12-10,6.50406
2022-12-11,7.41561
2022-12-12,11.16038
2022-12-13,10.05173
2022-12-14,7.93298
2022-12-15,8.59817
2022-12-16,7.39098
2022-12-17,4.38531
2022-12-18,4.55777
2022-12-19,8.2779
2022-12-20,7.26779
2022-12-21,7.83444
2022-12-22,8.22862
2022-12-23,7.76053
2022-12-24,4.65631
2022-12-25,4.33604
2022-12-26,9.73146
2022-12-27,8.67208
2022-12-28,7.16925
2022-12-29,6.87361
2022-12-30,5.09977
2022-12-31,2.93175
2023-01-01,3.79403
2023-01-02,8.94308
2023-01-03,10.96329
2023-01-04,7.73589
2023-01-05,7.88371
2023-01-06,7.44025
2023-01-07,3.20275
2023-01-08,3.47376
2023-01-09,6.89825
2023-01-10,7.26779
2023-01-11,8.22862
2023-01-12,7.76053
2023-01-13,6.75043
2023-01-14,2.7593
2023-01-15,3.25203
2023-01-16,8.30253
2023-01-17,6.67652
2023-01-18,7.71125
2023-01-19,11.06183
2023-01-20,7.0707
2023-01-21,4.0404
2023-01-22,3.47376
2023-01-23,3.0303
2023-01-24,3.44912
2023-01-25,6.77506
2023-01-26,6.89825
2023-01-27,7.8098
2023-01-28,3.62158
2023-01-29,3.47376
2023-01-30,7.66198
2023-01-31,15.02833
2023-02-01,8.99236
2023-02-02,7.48952
2023-02-03,6.3316
2023-02-04,4.70559
2023-02-05,3.59694
2023-02-06,8.77063
2023-02-07,9.01699
2023-02-08,6.87361
2023-02-09,24.5627
2023-02-10,10.42128
2023-02-11,5.3215
2023-02-12,7.5388
2023-02-13,13.47622
2023-02-14,12.26903
2023-02-15,11.52993
2023-02-16,10.59374
2023-02-17,8.03153
2023-02-18,6.40551
2023-02-19,6.55333
2023-02-20,10.8401
2023-02-21,15.44715
2023-02-22,7.36634
2023-02-23,8.5489
2023-02-24,7.14461
2023-02-25,4.45922
2023-02-26,8.2779
2023-02-27,8.2779
2023-02-28,7.19389
2023-03-01,3.7694
2023-03-02,8.10544
2023-03-03,6.43015
2023-03-04,4.38531
2023-03-05,4.75486
2023-03-06,14.36314
2023-03-07,14.36314
2023-03-08,7.90835
2023-03-09,7.51416
2023-03-10,11.11111
2023-03-11,5.24759
2023-03-12,6.3316
2023-03-13,9.26336
2023-03-14,11.99802
2023-03-15,8.13008
2023-03-16,8.45035
2023-03-17,6.99679
2023-03-18,5.37078
2023-03-19,16.45725
2023-03-20,22.44395
2023-03-21,19.41364
2023-03-22,18.28036
2023-03-23,18.32963
2023-03-24,33.57969
2023-03-25,21.77876
2023-03-26,40.82286
2023-03-27,32.44641
2023-03-28,20.8672
2023-03-29,19.16728
2023-03-30,17.22099
2023-03-31,12.17048
2023-04-01,6.62724
2023-04-02,6.40551
2023-04-03,15.02833
2023-04-04,21.08893
2023-04-05,21.90194
2023-04-06,14.95442
2023-04-07,17.34417
2023-04-08,10.15028
2023-04-09,10.19955
2023-04-10,27.66691
2023-04-11,17.51662
2023-04-12,16.94998
2023-04-13,20.30056
2023-04-14,17.27026
2023-04-15,10.61837
2023-04-16,13.20522
2023-04-17,22.54249
2023-04-18,14.43705
2023-04-19,12.95885
2023-04-20,11.75166
2023-04-21,10.34737
2023-04-22,5.88814
2023-04-23,8.20399
2023-04-24,11.77629
2023-04-25,10.00246
2023-04-26,9.90391
2023-04-27,10.71692
2023-04-28,8.49963
2023-04-29,4.85341
2023-04-30,5.19832
2023-05-01,5.74033
2023-05-02,8.96772
2023-05-03,9.78073
2023-05-04,8.0808
2023-05-05,4.87804
2023-05-06,5.07514
2023-05-07,4.26213
2023-05-08,9.85464
2023-05-09,9.38654
2023-05-10,11.8502
2023-05-11,10.19955
2023-05-12,7.3417
2023-05-13,4.70559
2023-05-14,5.37078
2023-05-15,10.66765
2023-05-16,7.71125
2023-05-17,11.60384
2023-05-18,10.22419
2023-05-19,7.58807
2023-05-20,3.89258
2023-05-21,3.59694
2023-05-22,8.2779
2023-05-23,7.44025
2023-05-24,9.18945
2023-05-25,7.68662
2023-05-26,5.12441
2023-05-27,3.0303
2023-05-28,3.27666
2023-05-29,3.35057
2023-05-30,6.43015
2023-05-31,5.76496
