date,만보기어플추천
2023-10-18,37.96296
2023-10-19,28.7037
2023-10-20,17.59259
2023-10-21,18.51851
2023-10-22,19.44444
2023-10-23,16.66666
2023-10-24,36.11111
2023-10-25,20.37037
2023-10-26,21.29629
2023-10-27,15.74074
2023-10-28,18.51851
2023-10-29,27.77777
2023-10-30,15.74074
2023-10-31,9.25925
2023-11-01,15.74074
2023-11-02,19.44444
2023-11-03,16.66666
2023-11-04,18.51851
2023-11-05,25.92592
2023-11-06,13.88888
2023-11-07,12.03703
2023-11-08,17.59259
2023-11-09,17.59259
2023-11-10,12.96296
2023-11-11,23.14814
2023-11-12,25.92592
2023-11-13,14.81481
2023-11-14,18.51851
2023-11-15,10.18518
2023-11-16,18.51851
2023-11-17,20.37037
2023-11-18,25.92592
2023-11-19,24.07407
2023-11-20,22.22222
2023-11-21,42.59259
2023-11-22,24.07407
2023-11-23,18.51851
2023-11-24,41.66666
2023-11-25,21.29629
2023-11-26,25.92592
2023-11-27,18.51851
2023-11-28,19.44444
2023-11-29,17.59259
2023-11-30,14.81481
2023-12-01,28.7037
2023-12-02,19.44444
2023-12-03,10.18518
2023-12-04,16.66666
2023-12-05,12.03703
2023-12-06,18.51851
2023-12-07,20.37037
2023-12-08,23.14814
2023-12-09,28.7037
2023-12-10,17.59259
2023-12-11,18.51851
2023-12-12,20.37037
2023-12-13,31.48148
2023-12-14,20.37037
2023-12-15,9.25925
2023-12-16,15.74074
2023-12-17,24.07407
2023-12-18,6.48148
2023-12-19,23.14814
2023-12-20,9.25925
2023-12-21,11.11111
2023-12-22,4.62962
2023-12-23,18.51851
2023-12-24,11.11111
2023-12-25,16.66666
2023-12-26,18.51851
2023-12-27,18.51851
2023-12-28,12.96296
2023-12-29,25.0
2023-12-30,26.85185
2023-12-31,7.4074
2024-01-01,24.07407
2024-01-02,25.0
2024-01-03,16.66666
2024-01-04,35.18518
2024-01-05,24.07407
2024-01-06,19.44444
2024-01-07,22.22222
2024-01-08,25.92592
2024-01-09,23.14814
2024-01-10,18.51851
2024-01-11,18.51851
2024-01-12,18.51851
2024-01-13,27.77777
2024-01-14,38.88888
2024-01-15,31.48148
2024-01-16,24.07407
2024-01-17,23.14814
2024-01-18,27.77777
2024-01-19,25.0
2024-01-20,19.44444
2024-01-21,32.4074
2024-01-22,34.25925
2024-01-23,27.77777
2024-01-24,15.74074
2024-01-25,17.59259
2024-01-26,26.85185
2024-01-27,7.4074
2024-01-28,17.59259
2024-01-29,21.29629
2024-01-30,29.62962
2024-01-31,37.96296
2024-02-01,39.81481
2024-02-02,40.74074
2024-02-03,25.92592
2024-02-04,41.66666
2024-02-05,25.92592
2024-02-06,21.29629
2024-02-07,32.4074
2024-02-08,36.11111
2024-02-09,47.22222
2024-02-10,42.59259
2024-02-11,40.74074
2024-02-12,48.14814
2024-02-13,43.51851
2024-02-14,50.92592
2024-02-15,48.14814
2024-02-16,60.18518
2024-02-17,50.92592
2024-02-18,50.92592
2024-02-19,47.22222
2024-02-20,42.59259
2024-02-21,27.77777
2024-02-22,41.66666
2024-02-23,49.07407
2024-02-24,40.74074
2024-02-25,45.37037
2024-02-26,61.11111
2024-02-27,66.66666
2024-02-28,66.66666
2024-02-29,61.11111
2024-03-01,89.81481
2024-03-02,41.66666
2024-03-03,78.7037
2024-03-04,63.88888
2024-03-05,60.18518
2024-03-06,63.88888
2024-03-07,70.37037
2024-03-08,75.92592
2024-03-09,47.22222
2024-03-10,73.14814
2024-03-11,72.22222
2024-03-12,74.07407
2024-03-13,75.0
2024-03-14,90.74074
2024-03-15,82.4074
2024-03-16,100.0
2024-03-17,91.66666
2024-03-18,93.51851
2024-03-19,78.7037
2024-03-20,61.11111
