date,연말정산기간
2020-06-15,0.09294
2020-06-16,0.06488
2020-06-17,0.06313
2020-06-18,0.07014
2020-06-19,0.07891
2020-06-20,0.02455
2020-06-21,0.04384
2020-06-22,0.05261
2020-06-23,0.06839
2020-06-24,0.06313
2020-06-25,0.04208
2020-06-26,0.05611
2020-06-27,0.03156
2020-06-28,0.03507
2020-06-29,0.0719
2020-06-30,0.07014
2020-07-01,0.06137
2020-07-02,0.04559
2020-07-03,0.06137
2020-07-04,0.02104
2020-07-05,0.03156
2020-07-06,0.06488
2020-07-07,0.06313
2020-07-08,0.04384
2020-07-09,0.03507
2020-07-10,0.03858
2020-07-11,0.00876
2020-07-12,0.01929
2020-07-13,0.06664
2020-07-14,0.0491
2020-07-15,0.04033
2020-07-16,0.06488
2020-07-17,0.03332
2020-07-18,0.01929
2020-07-20,0.03858
2020-07-21,0.07716
2020-07-22,0.0491
2020-07-23,0.05436
2020-07-24,0.05261
2020-07-25,0.03858
2020-07-26,0.02455
2020-07-27,0.06313
2020-07-28,0.08067
2020-07-29,0.07014
2020-07-30,0.08768
2020-07-31,0.06313
2020-08-01,0.03682
2020-08-02,0.03682
2020-08-03,0.05611
2020-08-04,0.04384
2020-08-05,0.04735
2020-08-06,0.04735
2020-08-07,0.05261
2020-08-08,0.05085
2020-08-09,0.02805
2020-08-10,0.06839
2020-08-11,0.06839
2020-08-12,0.07716
2020-08-13,0.05787
2020-08-14,0.05085
2020-08-15,0.04033
2020-08-16,0.03332
2020-08-17,0.02981
2020-08-18,0.06137
2020-08-19,0.11048
2020-08-20,0.08417
2020-08-21,0.05261
2020-08-22,0.03156
2020-08-23,0.02981
2020-08-24,0.09645
2020-08-25,0.09996
2020-08-26,0.0754
2020-08-27,0.0719
2020-08-28,0.05787
2020-08-29,0.02279
2020-08-30,0.0491
2020-08-31,0.12977
2020-09-01,0.10171
2020-09-02,0.10171
2020-09-03,0.10171
2020-09-04,0.08417
2020-09-05,0.05261
2020-09-06,0.03332
2020-09-07,0.0754
2020-09-08,0.07365
2020-09-09,0.10171
2020-09-10,0.08593
2020-09-11,0.11048
2020-09-12,0.04384
2020-09-13,0.0719
2020-09-14,0.10171
2020-09-15,0.0982
2020-09-16,0.08943
2020-09-17,0.11223
2020-09-18,0.10522
2020-09-19,0.05962
2020-09-20,0.05962
2020-09-21,0.08943
2020-09-22,0.0947
2020-09-23,0.13152
2020-09-24,0.121
2020-09-25,0.08242
2020-09-26,0.07014
2020-09-27,0.0754
2020-09-28,0.09119
2020-09-29,0.09996
2020-09-30,0.09996
2020-10-01,0.06137
2020-10-02,0.04384
2020-10-03,0.06839
2020-10-04,0.06839
2020-10-05,0.14731
2020-10-06,0.1701
2020-10-07,0.15783
2020-10-08,0.12977
2020-10-09,0.07014
2020-10-10,0.0947
2020-10-11,0.09645
2020-10-12,0.18063
2020-10-13,0.1666
2020-10-14,0.20518
2020-10-15,0.13854
2020-10-16,0.16835
2020-10-17,0.08242
2020-10-18,0.07891
2020-10-19,0.1929
2020-10-20,0.2157
2020-10-21,0.1701
2020-10-22,0.18589
2020-10-23,0.20343
2020-10-24,0.10346
2020-10-25,0.16134
2020-10-26,0.25428
2020-10-27,0.29637
2020-10-28,0.2876
2020-10-29,0.21044
2020-10-30,0.58398
2020-10-31,0.24902
2020-11-01,0.30339
2020-11-02,0.45947
2020-11-03,0.38055
2020-11-04,0.33145
2020-11-05,0.36652
2020-11-06,0.38406
2020-11-07,0.23675
2020-11-08,0.27357
2020-11-09,0.37178
2020-11-10,0.44193
2020-11-11,0.39984
2020-11-12,0.38932
2020-11-13,0.38406
2020-11-14,0.20869
2020-11-15,0.32092
2020-11-16,0.5454
2020-11-17,0.54715
2020-11-18,0.52786
2020-11-19,0.63133
2020-11-20,0.66991
2020-11-21,0.5226
2020-11-22,0.62958
2020-11-23,1.19427
2020-11-24,1.66426
2020-11-25,1.51345
2020-11-26,1.46083
2020-11-27,1.36087
2020-11-28,1.04871
2020-11-29,1.19602
2020-11-30,1.9431
2020-12-01,2.6025
2020-12-02,2.93746
2020-12-03,2.55515
2020-12-04,2.51832
2020-12-05,1.8221
2020-12-06,1.90102
2020-12-07,4.11946
2020-12-08,4.08263
2020-12-09,5.11556
2020-12-10,5.81003
2020-12-11,3.95812
2020-12-12,2.33944
2020-12-13,3.15843
2020-12-14,6.06081
2020-12-15,7.46203
2020-12-16,5.88544
2020-12-17,6.4817
2020-12-18,5.52418
2020-12-19,3.98793
2020-12-20,4.92616
2020-12-21,12.38995
2020-12-22,9.91722
2020-12-23,12.37767
2020-12-24,10.52926
2020-12-25,6.36596
2020-12-26,7.21125
2020-12-27,10.00841
2020-12-28,19.27326
2020-12-29,18.3473
2020-12-30,17.98779
2020-12-31,19.11893
2021-01-01,16.94082
2021-01-02,18.33502
2021-01-03,21.72319
2021-01-04,47.54129
2021-01-05,49.60716
2021-01-06,44.85111
2021-01-07,37.54165
2021-01-08,41.68917
2021-01-09,28.15755
2021-01-10,34.40426
2021-01-11,98.26207
2021-01-12,66.38665
2021-01-13,76.36701
2021-01-14,77.48412
2021-01-15,70.02385
2021-01-16,16.15166
2021-01-17,17.46869
2021-01-18,48.90919
2021-01-19,46.20321
2021-01-20,42.9834
2021-01-21,35.90894
2021-01-22,25.49191
2021-01-23,11.57448
2021-01-24,12.81435
2021-01-25,30.25498
2021-01-26,24.25204
2021-01-27,20.24657
2021-01-28,19.07684
2021-01-29,18.11932
2021-01-30,8.74399
2021-01-31,10.1224
2021-02-01,17.38451
2021-02-02,13.91392
2021-02-03,11.59201
2021-02-04,10.45912
2021-02-05,9.55771
2021-02-06,4.61751
2021-02-07,5.1559
2021-02-08,10.80986
2021-02-09,9.54368
2021-02-10,8.15825
2021-02-11,2.96727
2021-02-12,2.2956
2021-02-13,2.47623
2021-02-14,3.62667
2021-02-15,10.20658
2021-02-16,8.90358
2021-02-17,7.50587
2021-02-18,6.79562
2021-02-19,5.69955
2021-02-20,2.52534
2021-02-21,2.46045
2021-02-22,6.09238
2021-02-23,5.675
2021-02-24,5.31549
2021-02-25,5.71358
2021-02-26,4.90863
2021-02-27,2.05534
2021-02-28,2.23247
2021-03-01,2.29209
2021-03-02,4.55087
2021-03-03,3.5495
2021-03-04,2.97253
2021-03-05,2.76209
2021-03-06,1.24864
2021-03-07,1.14341
2021-03-08,2.80242
2021-03-09,2.79716
2021-03-10,3.15316
2021-03-11,1.89751
2021-03-12,1.19427
2021-03-13,0.61905
2021-03-14,0.63133
2021-03-15,1.47486
2021-03-16,1.16972
2021-03-17,0.89088
2021-03-18,0.76637
2021-03-19,0.73831
2021-03-20,0.33846
2021-03-21,0.4051
2021-03-22,0.62432
2021-03-23,0.66114
2021-03-24,0.6401
2021-03-25,0.64887
2021-03-26,0.45771
2021-03-27,0.28059
2021-03-28,0.16835
2021-03-29,0.37178
2021-03-30,0.32092
2021-03-31,0.33671
2021-04-01,0.24201
2021-04-02,0.21921
2021-04-03,0.10346
2021-04-04,0.12626
2021-04-05,0.15958
2021-04-06,0.17186
2021-04-07,0.11925
2021-04-08,0.0947
2021-04-09,0.08593
2021-04-10,0.0491
2021-04-11,0.06664
2021-04-12,0.11399
2021-04-13,0.0719
2021-04-14,0.08242
2021-04-15,0.08417
2021-04-16,0.04208
2021-04-17,0.04735
2021-04-18,0.0491
2021-04-19,0.07891
2021-04-20,0.08067
2021-04-21,0.07716
2021-04-22,0.05085
2021-04-23,0.0719
2021-04-24,0.02981
2021-04-25,0.03156
2021-04-26,0.06839
2021-04-27,0.0947
2021-04-28,0.06664
2021-04-29,0.06664
2021-04-30,0.06137
2021-05-01,0.08943
2021-05-02,0.09294
2021-05-03,0.15257
2021-05-04,0.15608
2021-05-05,0.0947
2021-05-06,0.1438
2021-05-07,0.10346
2021-05-08,0.04735
2021-05-09,0.05787
2021-05-10,0.17887
2021-05-11,0.15081
2021-05-12,0.11749
2021-05-13,0.10697
2021-05-14,0.09996
2021-05-15,0.05611
2021-05-16,0.0719
2021-05-17,0.14029
2021-05-18,0.09996
2021-05-19,0.07716
2021-05-20,0.09294
2021-05-21,0.11399
2021-05-22,0.0491
2021-05-23,0.07716
2021-05-24,0.15257
2021-05-25,0.14906
2021-05-26,0.11399
2021-05-27,0.10346
2021-05-28,0.1438
2021-05-29,0.05962
2021-05-30,0.11574
2021-05-31,0.31216
2021-06-01,0.19992
2021-06-02,0.10522
2021-06-03,0.08593
2021-06-04,0.0491
2021-06-05,0.05261
2021-06-06,0.02805
2021-06-07,0.06137
2021-06-08,0.04559
2021-06-09,0.06313
2021-06-10,0.05085
2021-06-11,0.04033
2021-06-12,0.03332
2021-06-13,0.03332
2021-06-14,0.04559
2021-06-15,0.05261
2021-06-16,0.05436
2021-06-17,0.06488
2021-06-18,0.05085
2021-06-19,0.01402
2021-06-20,0.01402
2021-06-21,0.06313
2021-06-22,0.04208
2021-06-23,0.04559
2021-06-24,0.04735
2021-06-25,0.05085
2021-06-26,0.04384
2021-06-27,0.02805
2021-06-28,0.03858
2021-06-29,0.05787
2021-06-30,0.07365
2021-07-01,0.05611
2021-07-02,0.04208
2021-07-03,0.01929
2021-07-04,0.01402
2021-07-05,0.03507
2021-07-06,0.05085
2021-07-07,0.04033
2021-07-08,0.04735
2021-07-09,0.05611
2021-07-10,0.02279
2021-07-11,0.04033
2021-07-12,0.04735
2021-07-13,0.05611
2021-07-14,0.03858
2021-07-15,0.04033
2021-07-16,0.04559
2021-07-17,0.00876
2021-07-18,0.03858
2021-07-19,0.05611
2021-07-20,0.05787
2021-07-21,0.04559
2021-07-22,0.05261
2021-07-23,0.04208
2021-07-24,0.03332
2021-07-25,0.05085
2021-07-26,0.04559
2021-07-27,0.05085
2021-07-28,0.09119
2021-07-29,0.06839
2021-07-30,0.05962
2021-07-31,0.03682
2021-08-01,0.02104
2021-08-02,0.0491
2021-08-03,0.05611
2021-08-04,0.06137
2021-08-05,0.06664
2021-08-06,0.05436
2021-08-07,0.04033
2021-08-08,0.05436
2021-08-09,0.07891
2021-08-10,0.06488
2021-08-11,0.06839
2021-08-12,0.05962
2021-08-13,0.07014
2021-08-14,0.03156
2021-08-15,0.03682
2021-08-16,0.05436
2021-08-17,0.08242
2021-08-18,0.08067
2021-08-19,0.09996
2021-08-20,0.08067
2021-08-21,0.04559
2021-08-22,0.06488
2021-08-23,0.09119
2021-08-24,0.11749
2021-08-25,0.11223
2021-08-26,0.11574
2021-08-27,0.08593
2021-08-28,0.05962
2021-08-29,0.04208
2021-08-30,0.08067
2021-08-31,0.10522
2021-09-01,0.12275
2021-09-02,0.10171
2021-09-03,0.0982
2021-09-04,0.06839
2021-09-05,0.07891
2021-09-06,0.07891
2021-09-07,0.09996
2021-09-08,0.09119
2021-09-09,0.0947
2021-09-10,0.09294
2021-09-11,0.03682
2021-09-12,0.03156
2021-09-13,0.0719
2021-09-14,0.10346
2021-09-15,0.07365
2021-09-16,0.07716
2021-09-17,0.08768
2021-09-18,0.06839
2021-09-19,0.0263
2021-09-20,0.04033
2021-09-21,0.02104
2021-09-22,0.06137
2021-09-23,0.0947
2021-09-24,0.13503
2021-09-25,0.08593
2021-09-26,0.07716
2021-09-27,0.10697
2021-09-28,0.11925
2021-09-29,0.14906
2021-09-30,0.11223
2021-10-01,0.10522
2021-10-02,0.06839
2021-10-03,0.05787
2021-10-04,0.08768
2021-10-05,0.14906
2021-10-06,0.09996
2021-10-07,0.14029
2021-10-08,0.14205
2021-10-09,0.04384
2021-10-10,0.06839
2021-10-11,0.13152
2021-10-12,0.20869
2021-10-13,0.18063
2021-10-14,0.1438
2021-10-15,0.15608
2021-10-16,0.0947
2021-10-17,0.11048
2021-10-18,0.1894
2021-10-19,0.18413
2021-10-20,0.1666
2021-10-21,0.16134
2021-10-22,0.15608
2021-10-23,0.121
2021-10-24,0.14731
2021-10-25,0.22798
2021-10-26,0.21921
2021-10-27,0.19466
2021-10-28,0.22798
2021-10-29,0.29813
2021-10-30,0.15257
2021-10-31,0.1438
2021-11-01,0.36652
2021-11-02,0.31566
2021-11-03,0.29286
2021-11-04,0.32268
2021-11-05,0.29111
2021-11-06,0.17537
2021-11-07,0.20343
2021-11-08,0.42965
2021-11-09,0.37704
2021-11-10,0.4507
2021-11-11,0.4279
2021-11-12,0.41036
2021-11-13,0.26831
2021-11-14,0.2876
2021-11-15,0.59976
2021-11-16,0.60327
2021-11-17,0.56118
2021-11-18,0.5682
2021-11-19,0.58398
2021-11-20,0.41036
2021-11-21,0.44368
2021-11-22,0.79618
2021-11-23,0.82775
2021-11-24,0.93297
2021-11-25,0.93472
2021-11-26,0.67868
2021-11-27,0.46122
2021-11-28,0.71375
2021-11-29,1.31002
2021-11-30,1.50468
2021-12-01,1.63796
2021-12-02,1.99572
2021-12-03,2.84451
2021-12-04,1.43979
2021-12-05,1.8484
2021-12-06,3.72137
2021-12-07,3.65823
2021-12-08,3.86517
2021-12-09,3.82133
2021-12-10,3.81256
2021-12-11,2.13777
2021-12-12,2.88835
2021-12-13,4.67714
2021-12-14,4.85777
2021-12-15,4.89635
2021-12-16,4.82796
2021-12-17,4.43688
2021-12-18,2.66563
2021-12-19,3.76696
2021-12-20,7.28315
2021-12-21,7.02185
2021-12-22,7.03763
2021-12-23,7.81102
2021-12-24,6.72372
2021-12-25,3.45656
2021-12-26,5.14012
2021-12-27,10.12416
2021-12-28,10.07155
2021-12-29,8.6791
2021-12-30,9.74886
2021-12-31,9.60331
2022-01-01,7.29542
2022-01-02,9.92248
2022-01-03,22.11427
2022-01-04,25.86545
2022-01-05,25.90579
2022-01-06,24.75535
2022-01-07,22.54393
2022-01-08,11.53414
2022-01-09,15.02928
2022-01-10,45.78232
2022-01-11,40.72112
2022-01-12,40.18624
2022-01-13,41.21216
2022-01-14,37.52586
2022-01-15,24.20118
2022-01-16,19.29255
2022-01-17,54.23871
2022-01-18,46.81
2022-01-19,39.72326
2022-01-20,40.71937
2022-01-21,34.90582
2022-01-22,15.83599
2022-01-23,17.36873
2022-01-24,43.99354
2022-01-25,41.22619
2022-01-26,29.63417
2022-01-27,29.62014
2022-01-28,23.58212
2022-01-29,10.3083
2022-01-30,8.13896
2022-01-31,7.64792
2022-02-01,7.12005
2022-02-02,10.10136
2022-02-03,23.34712
2022-02-04,18.24032
2022-02-05,8.23015
2022-02-06,8.11791
2022-02-07,16.85139
2022-02-08,13.57195
2022-02-09,12.13566
2022-02-10,12.70562
2022-02-11,8.83343
2022-02-12,3.85465
2022-02-13,4.02651
2022-02-14,9.28238
2022-02-15,8.85447
2022-02-16,7.60057
2022-02-17,6.6448
2022-02-18,5.88194
2022-02-19,2.75683
2022-02-20,2.61302
2022-02-21,6.97976
2022-02-22,6.5764
2022-02-23,6.26249
2022-02-24,5.57679
2022-02-25,5.71183
2022-02-26,2.94623
2022-02-27,2.4622
2022-02-28,5.94682
2022-03-01,2.71123
2022-03-02,4.48248
2022-03-03,3.60387
2022-03-04,3.08477
2022-03-05,1.80982
2022-03-06,1.56606
2022-03-07,2.80067
2022-03-08,2.39205
2022-03-09,1.40647
2022-03-10,3.43726
2022-03-11,2.0606
2022-03-12,0.96454
2022-03-13,0.88737
2022-03-14,1.46785
2022-03-15,1.56781
2022-03-16,1.14517
2022-03-17,0.89614
2022-03-18,0.7611
2022-03-19,0.44368
2022-03-20,0.46473
2022-03-21,0.77513
2022-03-22,0.70323
2022-03-23,0.71726
2022-03-24,0.74883
2022-03-25,0.72603
2022-03-26,0.38932
2022-03-27,0.35249
2022-03-28,0.68219
2022-03-29,0.6629
2022-03-30,0.62432
2022-03-31,0.71551
2022-04-01,0.5454
2022-04-02,0.29111
2022-04-03,0.33145
2022-04-04,0.61029
2022-04-05,0.6629
2022-04-06,0.62256
2022-04-07,0.52611
2022-04-08,0.52085
2022-04-09,0.36301
2022-04-10,0.32794
2022-04-11,0.55241
2022-04-12,0.51559
2022-04-13,0.58398
2022-04-14,0.51032
2022-04-15,0.44544
2022-04-16,0.24201
2022-04-17,0.356
2022-04-18,0.62081
2022-04-19,0.50331
2022-04-20,0.55417
2022-04-21,0.57521
2022-04-22,0.56469
2022-04-23,0.36652
2022-04-24,0.34372
2022-04-25,0.60678
2022-04-26,0.48577
2022-04-27,0.4279
2022-04-28,0.41212
2022-04-29,0.43842
2022-04-30,0.24551
2022-05-01,0.60327
2022-05-02,1.3258
2022-05-03,0.95226
2022-05-04,0.58749
2022-05-05,0.25253
2022-05-06,0.41738
2022-05-07,0.23499
2022-05-08,0.34372
2022-05-09,0.48928
2022-05-10,0.45245
2022-05-11,0.32443
2022-05-12,0.29462
2022-05-13,0.24551
2022-05-14,0.15432
2022-05-15,0.1438
2022-05-16,0.22272
2022-05-17,0.24376
2022-05-18,0.22798
2022-05-19,0.34723
2022-05-20,0.26656
2022-05-21,0.15081
2022-05-22,0.14906
2022-05-23,0.27182
2022-05-24,0.19466
2022-05-25,0.24376
2022-05-26,0.16835
2022-05-27,0.20343
2022-05-28,0.10697
2022-05-29,0.11399
2022-05-30,0.23324
2022-05-31,0.28059
2022-06-01,0.09645
2022-06-02,0.07365
2022-06-03,0.07365
2022-06-04,0.04033
2022-06-05,0.02981
2022-06-06,0.05085
2022-06-07,0.05436
2022-06-08,0.08242
2022-06-09,0.04559
2022-06-10,0.05787
2022-06-11,0.0263
2022-06-12,0.03858
2022-06-13,0.08067
2022-06-14,0.0719
2022-06-15,0.04735
2022-06-16,0.07014
2022-06-17,0.0491
2022-06-18,0.0263
2022-06-19,0.04208
2022-06-20,0.09119
2022-06-21,0.07365
2022-06-22,0.08242
2022-06-23,0.05787
2022-06-24,0.06313
2022-06-25,0.02805
2022-06-26,0.02805
2022-06-27,0.06313
2022-06-28,0.06137
2022-06-29,0.0491
2022-06-30,0.08067
2022-07-01,0.04208
2022-07-02,0.01402
2022-07-03,0.01227
2022-07-04,0.05085
2022-07-05,0.08417
2022-07-06,0.05085
2022-07-07,0.05085
2022-07-08,0.03682
2022-07-09,0.01052
2022-07-10,0.0263
2022-07-11,0.03507
2022-07-12,0.04033
2022-07-13,0.06488
2022-07-14,0.03858
2022-07-15,0.03332
2022-07-16,0.02104
2022-07-17,0.02805
2022-07-18,0.06839
2022-07-19,0.04033
2022-07-20,0.0754
2022-07-21,0.05611
2022-07-22,0.06137
2022-07-23,0.02981
2022-07-24,0.05085
2022-07-25,0.04559
2022-07-26,0.04208
2022-07-27,0.05611
2022-07-28,0.05261
2022-07-29,0.04384
2022-07-30,0.02455
2022-07-31,0.03507
2022-08-01,0.05611
2022-08-02,0.06488
2022-08-03,0.05261
2022-08-04,0.07891
2022-08-05,0.05962
2022-08-06,0.03332
2022-08-07,0.05436
2022-08-08,0.05611
2022-08-09,0.05261
2022-08-10,0.08593
2022-08-11,0.07014
2022-08-12,0.08067
2022-08-13,0.03507
2022-08-14,0.04559
2022-08-15,0.07014
2022-08-16,0.06839
2022-08-17,0.08593
2022-08-18,0.0947
2022-08-19,0.06839
2022-08-20,0.06488
2022-08-21,0.03332
2022-08-22,0.08242
2022-08-23,0.121
2022-08-24,0.10872
2022-08-25,0.12802
2022-08-26,0.09645
2022-08-27,0.09294
2022-08-28,0.08768
2022-08-29,0.10872
2022-08-30,0.08943
2022-08-31,0.12802
2022-09-01,0.13328
2022-09-02,0.11925
2022-09-03,0.06664
2022-09-04,0.0982
2022-09-05,0.10697
2022-09-06,0.13854
2022-09-07,0.14029
2022-09-08,0.08943
2022-09-09,0.0491
2022-09-10,0.03156
2022-09-11,0.04559
2022-09-12,0.0719
2022-09-13,0.16309
2022-09-14,0.17537
2022-09-15,0.1701
2022-09-16,0.13152
2022-09-17,0.09294
2022-09-18,0.12275
2022-09-19,0.16835
2022-09-20,0.16134
2022-09-21,0.15958
2022-09-22,0.14731
2022-09-23,0.14731
2022-09-24,0.10522
2022-09-25,0.11223
2022-09-26,0.17537
2022-09-27,0.18764
2022-09-28,0.23324
2022-09-29,0.22973
2022-09-30,0.17537
2022-10-01,0.13152
2022-10-02,0.10522
2022-10-03,0.16835
2022-10-04,0.25253
2022-10-05,0.27708
2022-10-06,0.24551
2022-10-07,0.20693
2022-10-08,0.17887
2022-10-09,0.14731
2022-10-10,0.22447
2022-10-11,0.34372
2022-10-12,0.30865
2022-10-13,0.2841
2022-10-14,0.31216
2022-10-15,0.19641
2022-10-16,0.20693
2022-10-17,0.28936
2022-10-18,0.3823
2022-10-19,0.35951
2022-10-20,0.37003
2022-10-21,0.29111
2022-10-22,0.22622
2022-10-23,0.23148
2022-10-24,0.4279
2022-10-25,0.49103
2022-10-26,0.46297
2022-10-27,0.69797
2022-10-28,0.45421
2022-10-29,0.25428
2022-10-30,0.24025
2022-10-31,0.51383
2022-11-01,0.65062
2022-11-02,0.70323
2022-11-03,0.55066
2022-11-04,0.62256
2022-11-05,0.4051
2022-11-06,0.47174
2022-11-07,0.76812
2022-11-08,0.83301
2022-11-09,0.82599
2022-11-10,0.87685
2022-11-11,0.72778
2022-11-12,0.46297
2022-11-13,0.56294
2022-11-14,1.03644
2022-11-15,0.95401
2022-11-16,0.95051
2022-11-17,0.99259
2022-11-18,1.00487
2022-11-19,0.60678
2022-11-20,0.95051
2022-11-21,1.34158
2022-11-22,1.47837
2022-11-23,1.4205
2022-11-24,1.34334
2022-11-25,1.38718
2022-11-26,0.77338
2022-11-27,0.99259
2022-11-28,1.83964
2022-11-29,1.95889
2022-11-30,2.29735
2022-12-01,2.83399
2022-12-02,2.30262
2022-12-03,1.59236
2022-12-04,1.85367
2022-12-05,3.61439
2022-12-06,4.08088
2022-12-07,4.01774
2022-12-08,3.86868
2022-12-09,8.00568
2022-12-10,2.69545
2022-12-11,5.32952
2022-12-12,7.54445
2022-12-13,6.64831
2022-12-14,6.15201
2022-12-15,5.67149
2022-12-16,5.32601
2022-12-17,3.12335
2022-12-18,3.90375
2022-12-19,7.1674
2022-12-20,8.26698
2022-12-21,7.45326
2022-12-22,7.06394
2022-12-23,6.47118
2022-12-24,3.78099
2022-12-25,4.61926
2022-12-26,10.61344
2022-12-27,10.78355
2022-12-28,9.65416
2022-12-29,10.56785
2022-12-30,9.82427
2022-12-31,7.41468
2023-01-01,10.06979
2023-01-02,24.42566
2023-01-03,26.50555
2023-01-04,30.90386
2023-01-05,32.07884
2023-01-06,25.43404
2023-01-07,14.0437
2023-01-08,18.91024
2023-01-09,41.65935
2023-01-10,43.91462
2023-01-11,44.35305
2023-01-12,42.63266
2023-01-13,43.15351
2023-01-14,26.65462
2023-01-15,39.96176
2023-01-16,72.71228
2023-01-17,52.00098
2023-01-18,45.1545
2023-01-19,36.36491
2023-01-20,28.75206
2023-01-21,11.64287
2023-01-22,10.07505
2023-01-23,16.40419
2023-01-24,18.93304
2023-01-25,54.72273
2023-01-26,44.09701
2023-01-27,35.35652
2023-01-28,14.24713
2023-01-29,14.43302
2023-01-30,37.57146
2023-01-31,32.98551
2023-02-01,20.76917
2023-02-02,16.86542
2023-02-03,13.95075
2023-02-04,6.20813
2023-02-05,6.52029
2023-02-06,14.53649
2023-02-07,13.21069
2023-02-08,11.4903
2023-02-09,10.3346
2023-02-10,9.99438
2023-02-11,4.16505
2023-02-12,3.86517
2023-02-13,9.1982
2023-02-14,8.24769
2023-02-15,7.79523
2023-02-16,6.43961
2023-02-17,5.27866
2023-02-18,2.37452
2023-02-19,2.55515
2023-02-20,6.32738
2023-02-21,5.42772
2023-02-22,4.69117
2023-02-23,4.43688
2023-02-24,4.13875
2023-02-25,1.80982
2023-02-26,1.7537
2023-02-27,4.46669
2023-02-28,4.93669
2023-03-01,2.21493
2023-03-02,3.40921
2023-03-03,2.90238
2023-03-04,1.40647
2023-03-05,1.24864
2023-03-06,2.46922
2023-03-07,2.35172
2023-03-08,1.97116
2023-03-09,2.19739
2023-03-10,2.87432
2023-03-11,0.91543
2023-03-12,0.7576
2023-03-13,1.43278
2023-03-14,1.25916
2023-03-15,1.15569
2023-03-16,0.73129
2023-03-17,0.65237
2023-03-18,0.46122
2023-03-19,0.32618
2023-03-20,0.62782
2023-03-21,0.6401
2023-03-22,0.58749
2023-03-23,0.51734
2023-03-24,0.51734
2023-03-25,0.27708
2023-03-26,0.30865
2023-03-27,0.4507
2023-03-28,0.46824
2023-03-29,0.42615
2023-03-30,0.54189
2023-03-31,0.41387
2023-04-01,0.24201
2023-04-02,0.22272
2023-04-03,0.42439
2023-04-04,0.40861
2023-04-05,0.52435
2023-04-06,0.31391
2023-04-07,0.30689
2023-04-08,0.19816
2023-04-09,0.2157
2023-04-10,0.48402
2023-04-11,0.4051
2023-04-12,0.37529
2023-04-13,0.36652
2023-04-14,0.31391
2023-04-15,0.1701
2023-04-16,0.2841
2023-04-17,0.33846
2023-04-18,0.30514
2023-04-19,0.33846
2023-04-20,0.38406
2023-04-21,0.31742
2023-04-22,0.19466
2023-04-23,0.17537
2023-04-24,0.29462
2023-04-25,0.3104
2023-04-26,0.2876
2023-04-27,0.24551
2023-04-28,0.27007
2023-04-29,0.16134
2023-04-30,0.1894
2023-05-01,0.4735
2023-05-02,0.68394
2023-05-03,0.60502
2023-05-04,0.52962
2023-05-05,0.25428
2023-05-06,0.17887
2023-05-07,0.22973
2023-05-08,0.35951
2023-05-09,0.31742
2023-05-10,0.32969
2023-05-11,0.30163
2023-05-12,0.21921
2023-05-13,0.12451
2023-05-14,0.11925
2023-05-15,0.20167
2023-05-16,0.24201
2023-05-17,0.23499
2023-05-18,0.21745
2023-05-19,0.1701
2023-05-20,0.08417
2023-05-21,0.11223
2023-05-22,0.19992
2023-05-23,0.19466
2023-05-24,0.22272
2023-05-25,0.18238
2023-05-26,0.14731
2023-05-27,0.07365
2023-05-28,0.07365
2023-05-29,0.14029
