date,SOFR
2023-12-23,3.18584
2023-12-24,3.24483
2023-12-25,4.07079
2023-12-26,21.17994
2023-12-27,35.04424
2023-12-28,21.41592
2023-12-29,21.47492
2023-12-30,17.75811
2023-12-31,12.15339
2024-01-01,17.05014
2024-01-02,20.88495
2024-01-03,18.87905
2024-01-04,15.10324
2024-01-05,12.62536
2024-01-06,16.81415
2024-01-07,25.19174
2024-01-08,16.04719
2024-01-09,18.58407
2024-01-10,14.27728
2024-01-11,13.9233
2024-01-12,10.08849
2024-01-13,8.31858
2024-01-14,9.73451
2024-01-15,13.68731
2024-01-16,13.51032
2024-01-17,15.57522
2024-01-18,11.15044
2024-01-19,9.73451
2024-01-20,6.07669
2024-01-21,6.37168
2024-01-22,11.9174
2024-01-23,11.50442
2024-01-24,10.14749
2024-01-25,9.49852
2024-01-26,9.43952
2024-01-27,4.30678
2024-01-28,5.72271
2024-01-29,10.26548
2024-01-30,10.02949
2024-01-31,7.72861
2024-02-01,9.20353
2024-02-02,8.73156
2024-02-03,4.12979
2024-02-04,6.01769
2024-02-05,8.49557
2024-02-06,7.8466
2024-02-07,9.43952
2024-02-08,7.13864
2024-02-09,3.24483
2024-02-10,4.07079
2024-02-11,7.43362
2024-02-12,7.78761
2024-02-13,9.79351
2024-02-14,15.63421
2024-02-15,17.46312
2024-02-16,11.03244
2024-02-17,5.8997
2024-02-18,6.37168
2024-02-19,10.79646
2024-02-20,15.51622
2024-02-21,15.75221
2024-02-22,14.04129
2024-02-23,11.74041
2024-02-24,5.19174
2024-02-25,5.66371
2024-02-26,9.9115
2024-02-27,9.49852
2024-02-28,6.37168
2024-02-29,6.60766
2024-03-01,4.71976
2024-03-02,5.30973
2024-03-03,5.60471
2024-03-04,8.02359
2024-03-05,16.51917
2024-03-06,25.19174
2024-03-07,14.27728
2024-03-08,12.33038
2024-03-09,10.26548
2024-03-10,9.32153
2024-03-11,20.0
2024-03-12,15.33923
2024-03-13,13.62831
2024-03-14,10.91445
2024-03-15,12.38938
2024-03-16,7.19764
2024-03-17,10.32448
2024-03-18,13.15634
2024-03-19,12.74336
2024-03-20,11.15044
