date,CMARP
2020-06-30,2.71807
2020-07-01,3.4134
2020-07-02,2.52844
2020-07-03,3.22376
2020-07-04,2.02275
2020-07-05,0.94816
2020-07-06,3.66624
2020-07-07,2.8445
2020-07-08,3.28697
2020-07-09,3.72945
2020-07-10,3.9823
2020-07-11,1.7067
2020-07-12,1.07458
2020-07-13,4.42477
2020-07-14,4.04551
2020-07-15,3.91908
2020-07-16,3.16055
2020-07-17,2.90771
2020-07-18,1.07458
2020-07-19,1.32743
2020-07-20,3.09734
2020-07-21,4.42477
2020-07-22,3.03413
2020-07-23,4.48798
2020-07-24,4.04551
2020-07-25,1.7067
2020-07-26,1.76991
2020-07-27,3.79266
2020-07-28,3.16055
2020-07-29,3.28697
2020-07-30,3.28697
2020-07-31,2.71807
2020-08-01,1.83312
2020-08-02,1.39064
2020-08-03,2.8445
2020-08-04,4.67762
2020-08-05,4.42477
2020-08-06,5.24652
2020-08-07,5.43615
2020-08-08,2.40202
2020-08-09,1.51706
2020-08-10,4.67762
2020-08-11,5.05689
2020-08-12,3.79266
2020-08-13,5.62579
2020-08-14,3.91908
2020-08-15,1.95954
2020-08-16,1.51706
2020-08-17,2.46523
2020-08-18,3.4134
2020-08-19,4.61441
2020-08-20,4.93046
2020-08-21,4.86725
2020-08-22,2.33881
2020-08-23,1.7067
2020-08-24,5.689
2020-08-25,5.1201
2020-08-26,5.49936
2020-08-27,4.93046
2020-08-28,4.67762
2020-08-29,3.09734
2020-08-30,3.16055
2020-08-31,6.51074
2020-09-01,6.44753
2020-09-02,6.06826
2020-09-03,5.87863
2020-09-04,6.95322
2020-09-05,1.76991
2020-09-06,1.89633
2020-09-07,5.18331
2020-09-08,5.37294
2020-09-09,4.42477
2020-09-10,6.19469
2020-09-11,4.93046
2020-09-12,2.02275
2020-09-13,1.45385
2020-09-14,4.48798
2020-09-15,5.75221
2020-09-16,5.37294
2020-09-17,4.99367
2020-09-18,4.29835
2020-09-19,1.76991
2020-09-20,1.83312
2020-09-21,4.93046
2020-09-22,3.79266
2020-09-23,3.16055
2020-09-24,7.01643
2020-09-25,4.48798
2020-09-26,1.58027
2020-09-27,1.58027
2020-09-28,4.61441
2020-09-29,5.1201
2020-09-30,2.90771
2020-10-01,1.76991
2020-10-02,2.02275
2020-10-03,1.83312
2020-10-04,2.40202
2020-10-05,6.13147
2020-10-06,5.18331
2020-10-07,4.42477
2020-10-08,5.81542
2020-10-09,2.52844
2020-10-10,1.01137
2020-10-11,2.40202
2020-10-12,4.99367
2020-10-13,3.91908
2020-10-14,5.37294
2020-10-15,3.66624
2020-10-16,3.91908
2020-10-17,1.95954
2020-10-18,2.8445
2020-10-19,3.60303
2020-10-20,4.04551
2020-10-21,3.28697
2020-10-22,3.9823
2020-10-23,2.90771
2020-10-24,1.76991
2020-10-25,1.83312
2020-10-26,3.91908
2020-10-27,4.17193
2020-10-28,2.71807
2020-10-29,4.61441
2020-10-30,3.35018
2020-10-31,1.20101
2020-11-01,1.95954
2020-11-02,4.04551
2020-11-03,3.79266
2020-11-04,2.97092
2020-11-05,4.23514
2020-11-06,2.21238
2020-11-07,0.63211
2020-11-08,1.58027
2020-11-09,4.29835
2020-11-10,4.17193
2020-11-11,3.22376
2020-11-12,3.60303
2020-11-13,4.48798
2020-11-14,1.07458
2020-11-15,1.32743
2020-11-16,5.49936
2020-11-17,4.99367
2020-11-18,3.91908
2020-11-19,3.16055
2020-11-20,3.53982
2020-11-21,2.21238
2020-11-22,2.40202
2020-11-23,4.42477
2020-11-24,4.42477
2020-11-25,5.05689
2020-11-26,5.30973
2020-11-27,4.29835
2020-11-28,2.02275
2020-11-29,2.90771
2020-11-30,4.99367
2020-12-01,7.20606
2020-12-02,5.05689
2020-12-03,6.51074
2020-12-04,6.44753
2020-12-05,2.59165
2020-12-06,2.8445
2020-12-07,8.59671
2020-12-08,7.26927
2020-12-09,7.52212
2020-12-10,6.95322
2020-12-11,7.26927
2020-12-12,2.78128
2020-12-13,3.47661
2020-12-14,5.18331
2020-12-15,5.30973
2020-12-16,5.18331
2020-12-17,5.05689
2020-12-18,5.1201
2020-12-19,3.91908
2020-12-20,3.16055
2020-12-21,5.62579
2020-12-22,5.94184
2020-12-23,7.26927
2020-12-24,5.87863
2020-12-25,3.9823
2020-12-26,1.76991
2020-12-27,3.4134
2020-12-28,7.20606
2020-12-29,9.41845
2020-12-30,8.91276
2020-12-31,6.19469
2021-01-01,3.72945
2021-01-02,4.04551
2021-01-03,4.67762
2021-01-04,11.18836
2021-01-05,12.5158
2021-01-06,11.31479
2021-01-07,10.36662
2021-01-08,13.14791
2021-01-09,7.9646
2021-01-10,6.8268
2021-01-11,13.52718
2021-01-12,14.47534
2021-01-13,12.64222
2021-01-14,12.13653
2021-01-15,10.30341
2021-01-16,5.18331
2021-01-17,4.80404
2021-01-18,10.30341
2021-01-19,10.17699
2021-01-20,11.06194
2021-01-21,11.69405
2021-01-22,11.50442
2021-01-23,6.38432
2021-01-24,5.18331
2021-01-25,12.01011
2021-01-26,10.8091
2021-01-27,10.2402
2021-01-28,11.44121
2021-01-29,8.84955
2021-01-30,5.05689
2021-01-31,3.28697
2021-02-01,8.15423
2021-02-02,7.90139
2021-02-03,9.22882
2021-02-04,8.21744
2021-02-05,6.13147
2021-02-06,4.61441
2021-02-07,4.04551
2021-02-08,7.45891
2021-02-09,8.09102
2021-02-10,6.51074
2021-02-11,4.67762
2021-02-12,3.9823
2021-02-13,3.03413
2021-02-14,4.10872
2021-02-15,12.5158
2021-02-16,11.56763
2021-02-17,10.87231
2021-02-18,9.48166
2021-02-19,8.84955
2021-02-20,5.24652
2021-02-21,3.91908
2021-02-22,7.83817
2021-02-23,7.26927
2021-02-24,6.8268
2021-02-25,9.03919
2021-02-26,6.32111
2021-02-27,4.42477
2021-02-28,2.65486
2021-03-01,3.35018
2021-03-02,5.62579
2021-03-03,5.49936
2021-03-04,6.2579
2021-03-05,5.30973
2021-03-06,2.71807
2021-03-07,2.52844
2021-03-08,5.05689
2021-03-09,6.38432
2021-03-10,6.57395
2021-03-11,5.87863
2021-03-12,11.88369
2021-03-13,5.18331
2021-03-14,4.04551
2021-03-15,8.15423
2021-03-16,7.14285
2021-03-17,8.5335
2021-03-18,7.20606
2021-03-19,7.20606
2021-03-20,2.97092
2021-03-21,3.60303
2021-03-22,7.64854
2021-03-23,7.3957
2021-03-24,7.3957
2021-03-25,6.51074
2021-03-26,6.63716
2021-03-27,2.8445
2021-03-28,3.16055
2021-03-29,5.94184
2021-03-30,5.18331
2021-03-31,5.18331
2021-04-01,6.2579
2021-04-02,6.38432
2021-04-03,2.8445
2021-04-04,1.76991
2021-04-05,7.07964
2021-04-06,7.01643
2021-04-07,7.20606
2021-04-08,5.62579
2021-04-09,6.95322
2021-04-10,4.86725
2021-04-11,5.56257
2021-04-12,8.97597
2021-04-13,8.47029
2021-04-14,7.07964
2021-04-15,6.63716
2021-04-16,6.76359
2021-04-17,5.81542
2021-04-18,3.47661
2021-04-19,8.02781
2021-04-20,7.71175
2021-04-21,6.2579
2021-04-22,10.55625
2021-04-23,6.70037
2021-04-24,3.85587
2021-04-25,4.61441
2021-04-26,8.84955
2021-04-27,10.17699
2021-04-28,10.87231
2021-04-29,8.65992
2021-04-30,6.8268
2021-05-01,3.72945
2021-05-02,3.47661
2021-05-03,16.56131
2021-05-04,12.70543
2021-05-05,5.1201
2021-05-06,6.38432
2021-05-07,6.19469
2021-05-08,3.47661
2021-05-09,3.35018
2021-05-10,8.47029
2021-05-11,10.2402
2021-05-12,7.33249
2021-05-13,6.19469
2021-05-14,4.93046
2021-05-15,2.90771
2021-05-16,2.02275
2021-05-17,7.14285
2021-05-18,6.76359
2021-05-19,3.66624
2021-05-20,5.1201
2021-05-21,5.24652
2021-05-22,3.09734
2021-05-23,2.78128
2021-05-24,5.43615
2021-05-25,6.13147
2021-05-26,4.36156
2021-05-27,6.44753
2021-05-28,6.06826
2021-05-29,3.16055
2021-05-30,2.14917
2021-05-31,6.00505
2021-06-01,5.43615
2021-06-02,4.80404
2021-06-03,5.75221
2021-06-04,5.30973
2021-06-05,2.21238
2021-06-06,1.76991
2021-06-07,5.05689
2021-06-08,5.81542
2021-06-09,5.75221
2021-06-10,5.30973
2021-06-11,5.05689
2021-06-12,2.78128
2021-06-13,2.59165
2021-06-14,5.87863
2021-06-15,7.14285
2021-06-16,5.689
2021-06-17,5.87863
2021-06-18,4.48798
2021-06-19,3.60303
2021-06-20,3.16055
2021-06-21,5.87863
2021-06-22,5.18331
2021-06-23,6.44753
2021-06-24,5.05689
2021-06-25,4.80404
2021-06-26,2.8445
2021-06-27,2.52844
2021-06-28,5.05689
2021-06-29,6.00505
2021-06-30,6.32111
2021-07-01,6.89001
2021-07-02,5.37294
2021-07-03,2.21238
2021-07-04,1.95954
2021-07-05,4.67762
2021-07-06,5.81542
2021-07-07,4.23514
2021-07-08,3.79266
2021-07-09,3.60303
2021-07-10,1.89633
2021-07-11,2.08596
2021-07-12,2.65486
2021-07-13,6.38432
2021-07-14,5.62579
2021-07-15,5.30973
2021-07-16,5.37294
2021-07-17,2.46523
2021-07-18,2.21238
2021-07-19,4.04551
2021-07-20,3.9823
2021-07-21,3.79266
2021-07-22,3.85587
2021-07-23,4.23514
2021-07-24,2.71807
2021-07-25,1.89633
2021-07-26,5.1201
2021-07-27,10.93552
2021-07-28,6.76359
2021-07-29,6.19469
2021-07-30,6.76359
2021-07-31,4.17193
2021-08-01,2.97092
2021-08-02,7.20606
2021-08-03,7.90139
2021-08-04,7.07964
2021-08-05,7.33249
2021-08-06,6.2579
2021-08-07,4.5512
2021-08-08,4.5512
2021-08-09,9.54487
2021-08-10,9.73451
2021-08-11,10.55625
2021-08-12,11.31479
2021-08-13,10.30341
2021-08-14,4.80404
2021-08-15,6.13147
2021-08-16,7.58533
2021-08-17,10.93552
2021-08-18,9.54487
2021-08-19,11.12515
2021-08-20,8.78634
2021-08-21,6.95322
2021-08-22,3.47661
2021-08-23,9.60809
2021-08-24,12.5158
2021-08-25,10.99873
2021-08-26,10.74589
2021-08-27,20.03792
2021-08-28,8.72313
2021-08-29,5.87863
2021-08-30,12.19974
2021-08-31,11.18836
2021-09-01,10.99873
2021-09-02,10.74589
2021-09-03,10.68268
2021-09-04,5.24652
2021-09-05,6.57395
2021-09-06,9.79772
2021-09-07,11.378
2021-09-08,8.5335
2021-09-09,8.72313
2021-09-10,13.90644
2021-09-11,5.30973
2021-09-12,5.18331
2021-09-13,11.25158
2021-09-14,10.17699
2021-09-15,6.89001
2021-09-16,7.9646
2021-09-17,10.36662
2021-09-18,4.29835
2021-09-19,3.47661
2021-09-20,3.66624
2021-09-21,3.03413
2021-09-22,4.86725
2021-09-23,10.11378
2021-09-24,9.16561
2021-09-25,6.06826
2021-09-26,4.99367
2021-09-27,8.78634
2021-09-28,8.97597
2021-09-29,8.84955
2021-09-30,7.52212
2021-10-01,7.9646
2021-10-02,4.42477
2021-10-03,3.79266
2021-10-04,3.9823
2021-10-05,8.15423
2021-10-06,7.9646
2021-10-07,6.51074
2021-10-08,7.58533
2021-10-09,4.80404
2021-10-10,3.09734
2021-10-11,4.80404
2021-10-12,8.28065
2021-10-13,7.77496
2021-10-14,7.52212
2021-10-15,7.01643
2021-10-16,4.42477
2021-10-17,3.47661
2021-10-18,5.56257
2021-10-19,5.81542
2021-10-20,8.15423
2021-10-21,11.378
2021-10-22,11.9469
2021-10-23,4.74083
2021-10-24,5.81542
2021-10-25,10.99873
2021-10-26,15.80278
2021-10-27,7.45891
2021-10-28,18.58407
2021-10-29,8.65992
2021-10-30,6.2579
2021-10-31,3.60303
2021-11-01,10.11378
2021-11-02,10.11378
2021-11-03,9.41845
2021-11-04,7.14285
2021-11-05,19.84829
2021-11-06,23.26169
2021-11-07,36.91529
2021-11-08,27.3072
2021-11-09,24.71554
2021-11-10,11.06194
2021-11-11,15.9292
2021-11-12,16.81415
2021-11-13,7.3957
2021-11-14,6.2579
2021-11-15,9.48166
2021-11-16,10.61946
2021-11-17,11.31479
2021-11-18,9.98735
2021-11-19,8.78634
2021-11-20,5.24652
2021-11-21,4.93046
2021-11-22,9.6713
2021-11-23,8.40707
2021-11-24,7.20606
2021-11-25,24.4627
2021-11-26,11.25158
2021-11-27,4.86725
2021-11-28,4.61441
2021-11-29,7.71175
2021-11-30,8.72313
2021-12-01,7.52212
2021-12-02,6.57395
2021-12-03,6.95322
2021-12-04,3.85587
2021-12-05,3.9823
2021-12-06,7.64854
2021-12-07,7.52212
2021-12-08,6.76359
2021-12-09,7.01643
2021-12-10,7.20606
2021-12-11,4.5512
2021-12-12,4.17193
2021-12-13,7.58533
2021-12-14,7.26927
2021-12-15,6.00505
2021-12-16,6.95322
2021-12-17,6.8268
2021-12-18,3.53982
2021-12-19,3.35018
2021-12-20,7.58533
2021-12-21,7.83817
2021-12-22,7.45891
2021-12-23,9.03919
2021-12-24,7.64854
2021-12-25,4.99367
2021-12-26,5.62579
2021-12-27,9.35524
2021-12-28,11.88369
2021-12-29,8.97597
2021-12-30,10.2402
2021-12-31,8.15423
2022-01-01,6.00505
2022-01-02,4.74083
2022-01-03,12.07332
2022-01-04,13.40075
2022-01-05,9.54487
2022-01-06,9.86093
2022-01-07,10.36662
2022-01-08,6.89001
2022-01-09,7.26927
2022-01-10,11.18836
2022-01-11,12.70543
2022-01-12,13.84323
2022-01-13,16.43489
2022-01-14,19.9115
2022-01-15,15.48672
2022-01-16,28.12895
2022-01-17,76.48546
2022-01-18,100.0
2022-01-19,67.95195
2022-01-20,18.83691
2022-01-21,23.26169
2022-01-22,9.03919
2022-01-23,8.47029
2022-01-24,11.06194
2022-01-25,14.03286
2022-01-26,14.03286
2022-01-27,16.05562
2022-01-28,14.28571
2022-01-29,7.20606
2022-01-30,6.63716
2022-01-31,7.26927
2022-02-01,7.77496
2022-02-02,7.90139
2022-02-03,14.98103
2022-02-04,13.02149
2022-02-05,8.40707
2022-02-06,6.51074
2022-02-07,10.8091
2022-02-08,10.8091
2022-02-09,8.84955
2022-02-10,10.68268
2022-02-11,7.64854
2022-02-12,6.32111
2022-02-13,7.77496
2022-02-14,13.84323
2022-02-15,19.72187
2022-02-16,9.29203
2022-02-17,10.93552
2022-02-18,8.15423
2022-02-19,4.5512
2022-02-20,4.5512
2022-02-21,9.1024
2022-02-22,8.65992
2022-02-23,7.58533
2022-02-24,8.97597
2022-02-25,8.09102
2022-02-26,5.49936
2022-02-27,3.9823
2022-02-28,7.52212
2022-03-01,6.06826
2022-03-02,7.20606
2022-03-03,9.1024
2022-03-04,7.83817
2022-03-05,4.5512
2022-03-06,3.22376
2022-03-07,7.83817
2022-03-08,7.45891
2022-03-09,5.56257
2022-03-10,7.20606
2022-03-11,5.49936
2022-03-12,3.66624
2022-03-13,4.04551
2022-03-14,6.89001
2022-03-15,9.16561
2022-03-16,8.91276
2022-03-17,6.8268
2022-03-18,6.32111
2022-03-19,4.5512
2022-03-20,4.99367
2022-03-21,7.71175
2022-03-22,7.07964
2022-03-23,6.76359
2022-03-24,6.76359
2022-03-25,8.02781
2022-03-26,4.48798
2022-03-27,3.79266
2022-03-28,6.63716
2022-03-29,6.57395
2022-03-30,7.90139
2022-03-31,7.58533
2022-04-01,5.87863
2022-04-02,4.48798
2022-04-03,2.71807
2022-04-04,6.38432
2022-04-05,6.70037
2022-04-06,6.00505
2022-04-07,6.06826
2022-04-08,6.2579
2022-04-09,2.08596
2022-04-10,3.03413
2022-04-11,5.94184
2022-04-12,4.48798
2022-04-13,5.24652
2022-04-14,9.03919
2022-04-15,7.26927
2022-04-16,2.40202
2022-04-17,3.72945
2022-04-18,6.44753
2022-04-19,6.51074
2022-04-20,6.57395
2022-04-21,7.07964
2022-04-22,7.01643
2022-04-23,3.53982
2022-04-24,3.03413
2022-04-25,9.03919
2022-04-26,7.14285
2022-04-27,5.18331
2022-04-28,4.5512
2022-04-29,5.689
2022-04-30,3.16055
2022-05-01,4.04551
2022-05-02,6.57395
2022-05-03,5.1201
2022-05-04,4.36156
2022-05-05,2.97092
2022-05-06,5.05689
2022-05-07,2.8445
2022-05-08,2.71807
2022-05-09,4.61441
2022-05-10,6.44753
2022-05-11,5.87863
2022-05-12,5.689
2022-05-13,4.23514
2022-05-14,3.22376
2022-05-15,3.22376
2022-05-16,4.48798
2022-05-17,5.1201
2022-05-18,5.62579
2022-05-19,4.99367
2022-05-20,4.80404
2022-05-21,2.8445
2022-05-22,1.83312
2022-05-23,4.93046
2022-05-24,4.80404
2022-05-25,4.5512
2022-05-26,7.77496
2022-05-27,5.43615
2022-05-28,2.71807
2022-05-29,3.16055
2022-05-30,6.8268
2022-05-31,5.75221
2022-06-01,4.04551
2022-06-02,6.2579
2022-06-03,4.17193
2022-06-04,3.35018
2022-06-05,1.7067
2022-06-06,1.89633
2022-06-07,4.48798
2022-06-08,4.86725
2022-06-09,4.42477
2022-06-10,5.24652
2022-06-11,3.22376
2022-06-12,2.97092
2022-06-13,4.74083
2022-06-14,6.06826
2022-06-15,5.62579
2022-06-16,5.81542
2022-06-17,6.32111
2022-06-18,2.52844
2022-06-19,2.21238
2022-06-20,5.30973
2022-06-21,5.75221
2022-06-22,4.17193
2022-06-23,5.689
2022-06-24,5.56257
2022-06-25,3.53982
2022-06-26,2.2756
2022-06-27,4.23514
2022-06-28,4.61441
2022-06-29,5.24652
2022-06-30,4.61441
2022-07-01,3.22376
2022-07-02,2.8445
2022-07-03,2.21238
2022-07-04,3.53982
2022-07-05,4.99367
2022-07-06,5.43615
2022-07-07,4.04551
2022-07-08,3.03413
2022-07-09,1.95954
2022-07-10,0.82174
2022-07-11,4.10872
2022-07-12,3.79266
2022-07-13,8.47029
2022-07-14,7.14285
2022-07-15,5.75221
2022-07-16,2.90771
2022-07-17,2.33881
2022-07-18,4.5512
2022-07-19,6.32111
2022-07-20,6.13147
2022-07-21,6.95322
2022-07-22,4.86725
2022-07-23,3.16055
2022-07-24,2.40202
2022-07-25,6.00505
2022-07-26,7.20606
2022-07-27,5.94184
2022-07-28,8.40707
2022-07-29,6.00505
2022-07-30,2.90771
2022-07-31,2.46523
2022-08-01,3.72945
2022-08-02,7.01643
2022-08-03,4.61441
2022-08-04,4.42477
2022-08-05,3.9823
2022-08-06,2.02275
2022-08-07,2.40202
2022-08-08,5.62579
2022-08-09,7.07964
2022-08-10,7.45891
2022-08-11,6.51074
2022-08-12,4.93046
2022-08-13,2.33881
2022-08-14,2.90771
2022-08-15,3.72945
2022-08-16,6.8268
2022-08-17,5.87863
2022-08-18,4.29835
2022-08-19,3.79266
2022-08-20,2.78128
2022-08-21,2.78128
2022-08-22,4.74083
2022-08-23,3.16055
2022-08-24,4.10872
2022-08-25,9.79772
2022-08-26,7.77496
2022-08-27,3.4134
2022-08-28,2.46523
2022-08-29,6.32111
2022-08-30,7.64854
2022-08-31,5.75221
2022-09-01,6.44753
2022-09-02,5.30973
2022-09-03,3.09734
2022-09-04,2.14917
2022-09-05,5.1201
2022-09-06,4.17193
2022-09-07,5.30973
2022-09-08,4.5512
2022-09-09,2.40202
2022-09-10,1.95954
2022-09-11,3.28697
2022-09-12,2.52844
2022-09-13,4.5512
2022-09-14,6.70037
2022-09-15,6.06826
2022-09-16,4.48798
2022-09-17,2.52844
2022-09-18,2.59165
2022-09-19,4.23514
2022-09-20,3.47661
2022-09-21,5.62579
2022-09-22,4.48798
2022-09-23,4.80404
2022-09-24,1.7067
2022-09-25,1.89633
2022-09-26,5.30973
2022-09-27,4.23514
2022-09-28,5.49936
2022-09-29,5.1201
2022-09-30,5.05689
2022-10-01,1.95954
2022-10-02,2.33881
2022-10-03,3.28697
2022-10-04,5.05689
2022-10-05,4.10872
2022-10-06,3.60303
2022-10-07,4.5512
2022-10-08,2.33881
2022-10-09,2.08596
2022-10-10,2.02275
2022-10-11,4.86725
2022-10-12,9.79772
2022-10-13,5.05689
2022-10-14,8.40707
2022-10-15,5.56257
2022-10-16,3.85587
2022-10-17,7.64854
2022-10-18,7.14285
2022-10-19,7.33249
2022-10-20,7.07964
2022-10-21,5.87863
2022-10-22,4.29835
2022-10-23,3.91908
2022-10-24,7.33249
2022-10-25,7.64854
2022-10-26,6.89001
2022-10-27,8.84955
2022-10-28,7.20606
2022-10-29,3.47661
2022-10-30,3.47661
2022-10-31,7.71175
2022-11-01,6.00505
2022-11-02,5.49936
2022-11-03,7.33249
2022-11-04,6.19469
2022-11-05,3.09734
2022-11-06,3.03413
2022-11-07,7.33249
2022-11-08,6.63716
2022-11-09,6.32111
2022-11-10,6.06826
2022-11-11,5.37294
2022-11-12,3.9823
2022-11-13,3.60303
2022-11-14,6.32111
2022-11-15,6.95322
2022-11-16,7.3957
2022-11-17,6.44753
2022-11-18,4.42477
2022-11-19,2.71807
2022-11-20,2.71807
2022-11-21,7.01643
2022-11-22,5.43615
2022-11-23,4.36156
2022-11-24,8.97597
2022-11-25,6.44753
2022-11-26,3.72945
2022-11-27,2.2756
2022-11-28,7.26927
2022-11-29,5.75221
2022-11-30,7.33249
2022-12-01,5.56257
2022-12-02,3.9823
2022-12-03,2.59165
2022-12-04,1.45385
2022-12-05,3.9823
2022-12-06,4.86725
2022-12-07,5.75221
2022-12-08,3.9823
2022-12-09,4.36156
2022-12-10,2.21238
2022-12-11,2.59165
2022-12-12,4.99367
2022-12-13,5.75221
2022-12-14,4.93046
2022-12-15,5.30973
2022-12-16,4.23514
2022-12-17,3.16055
2022-12-18,2.71807
2022-12-19,4.99367
2022-12-20,4.42477
2022-12-21,5.1201
2022-12-22,5.05689
2022-12-23,6.57395
2022-12-24,2.90771
2022-12-25,3.28697
2022-12-26,5.18331
2022-12-27,6.13147
2022-12-28,6.32111
2022-12-29,5.30973
2022-12-30,5.1201
2022-12-31,1.76991
2023-01-01,3.22376
2023-01-02,4.99367
2023-01-03,4.5512
2023-01-04,4.36156
2023-01-05,4.80404
2023-01-06,4.17193
2023-01-07,2.71807
2023-01-08,2.71807
2023-01-09,4.93046
2023-01-10,5.81542
2023-01-11,6.19469
2023-01-12,4.48798
2023-01-13,10.74589
2023-01-14,5.18331
2023-01-15,4.17193
2023-01-16,11.44121
2023-01-17,13.52718
2023-01-18,6.44753
2023-01-19,7.14285
2023-01-20,7.01643
2023-01-21,4.36156
2023-01-22,3.53982
2023-01-23,4.23514
2023-01-24,3.4134
2023-01-25,8.97597
2023-01-26,9.03919
2023-01-27,9.29203
2023-01-28,5.56257
2023-01-29,5.24652
2023-01-30,8.15423
2023-01-31,10.8091
2023-02-01,7.64854
2023-02-02,8.5335
2023-02-03,6.95322
2023-02-04,3.9823
2023-02-05,5.24652
2023-02-06,7.3957
2023-02-07,7.3957
2023-02-08,6.70037
2023-02-09,6.57395
2023-02-10,7.3957
2023-02-11,5.18331
2023-02-12,3.35018
2023-02-13,7.01643
2023-02-14,7.52212
2023-02-15,5.87863
2023-02-16,7.3957
2023-02-17,6.06826
2023-02-18,4.36156
2023-02-19,3.9823
2023-02-20,7.58533
2023-02-21,7.07964
2023-02-22,5.75221
2023-02-23,5.49936
2023-02-24,7.83817
2023-02-25,3.66624
2023-02-26,4.29835
2023-02-27,7.3957
2023-02-28,7.77496
2023-03-01,4.86725
2023-03-02,6.95322
2023-03-03,6.32111
2023-03-04,4.74083
2023-03-05,4.04551
2023-03-06,6.2579
2023-03-07,7.52212
2023-03-08,6.76359
2023-03-09,6.70037
2023-03-10,7.52212
2023-03-11,4.93046
2023-03-12,4.10872
2023-03-13,7.01643
2023-03-14,6.13147
2023-03-15,7.9646
2023-03-16,4.23514
2023-03-17,6.06826
2023-03-18,3.28697
2023-03-19,4.17193
2023-03-20,8.21744
2023-03-21,5.94184
2023-03-22,7.33249
2023-03-23,5.75221
2023-03-24,6.70037
2023-03-25,3.85587
2023-03-26,4.42477
2023-03-27,8.21744
2023-03-28,7.90139
2023-03-29,7.26927
2023-03-30,7.71175
2023-03-31,7.3957
2023-04-01,5.24652
2023-04-02,4.99367
2023-04-03,5.94184
2023-04-04,7.07964
2023-04-05,8.47029
2023-04-06,7.52212
2023-04-07,6.06826
2023-04-08,2.14917
2023-04-09,3.35018
2023-04-10,7.45891
2023-04-11,7.71175
2023-04-12,8.72313
2023-04-13,7.71175
2023-04-14,8.84955
2023-04-15,4.5512
2023-04-16,4.74083
2023-04-17,8.84955
2023-04-18,9.92414
2023-04-19,9.41845
2023-04-20,6.38432
2023-04-21,8.47029
2023-04-22,3.91908
2023-04-23,4.10872
2023-04-24,6.06826
2023-04-25,10.17699
2023-04-26,8.09102
2023-04-27,7.14285
2023-04-28,6.32111
2023-04-29,3.28697
2023-04-30,3.4134
2023-05-01,7.14285
2023-05-02,8.5335
2023-05-03,6.2579
2023-05-04,6.89001
2023-05-05,4.36156
2023-05-06,3.16055
2023-05-07,3.9823
2023-05-08,8.15423
2023-05-09,7.3957
2023-05-10,6.32111
2023-05-11,6.19469
2023-05-12,6.51074
2023-05-13,3.60303
2023-05-14,3.72945
2023-05-15,6.13147
2023-05-16,6.8268
2023-05-17,6.76359
2023-05-18,8.09102
2023-05-19,6.95322
2023-05-20,4.93046
2023-05-21,6.63716
2023-05-22,8.09102
2023-05-23,7.26927
2023-05-24,6.57395
2023-05-25,8.28065
2023-05-26,7.26927
2023-05-27,3.79266
2023-05-28,2.40202
2023-05-29,5.49936
