date,광고사
2024-01-09,29.16666
2024-01-10,29.16666
2024-01-12,45.83333
2024-01-14,12.5
2024-01-15,31.25
2024-01-16,14.58333
2024-01-17,10.41666
2024-01-19,20.83333
2024-01-22,22.91666
2024-01-23,18.75
2024-01-24,33.33333
2024-01-25,14.58333
2024-01-26,16.66666
2024-01-27,16.66666
2024-01-28,10.41666
2024-01-29,41.66666
2024-01-30,16.66666
2024-01-31,16.66666
2024-02-01,25.0
2024-02-02,18.75
2024-02-03,14.58333
2024-02-05,45.83333
2024-02-06,31.25
2024-02-07,39.58333
2024-02-08,31.25
2024-02-12,18.75
2024-02-13,35.41666
2024-02-14,25.0
2024-02-15,41.66666
2024-02-16,31.25
2024-02-17,18.75
2024-02-19,33.33333
2024-02-20,41.66666
2024-02-21,10.41666
2024-02-22,35.41666
2024-02-23,14.58333
2024-02-24,14.58333
2024-02-26,14.58333
2024-02-27,52.08333
2024-02-28,37.5
2024-02-29,37.5
2024-03-01,22.91666
2024-03-02,10.41666
2024-03-04,25.0
2024-03-05,22.91666
2024-03-06,52.08333
2024-03-07,52.08333
2024-03-08,33.33333
2024-03-09,20.83333
2024-03-11,43.75
2024-03-12,58.33333
2024-03-13,27.08333
2024-03-14,14.58333
2024-03-15,35.41666
2024-03-16,12.5
2024-03-18,27.08333
2024-03-19,27.08333
2024-03-20,54.16666
