date,프랜차이즈
2020-07-29,15.46413
2020-07-30,15.9595
2020-07-31,13.09498
2020-08-01,8.7228
2020-08-02,8.67973
2020-08-03,13.95649
2020-08-04,14.30109
2020-08-05,15.65797
2020-08-06,15.22722
2020-08-07,12.92267
2020-08-08,9.71354
2020-08-09,10.76889
2020-08-10,15.24876
2020-08-11,17.2087
2020-08-12,15.80874
2020-08-13,15.07645
2020-08-14,14.40878
2020-08-15,10.27353
2020-08-16,9.13202
2020-08-17,12.49192
2020-08-18,13.76265
2020-08-19,13.76265
2020-08-20,14.4734
2020-08-21,12.83652
2020-08-22,9.5197
2020-08-23,10.61813
2020-08-24,16.13181
2020-08-25,14.45186
2020-08-26,15.05492
2020-08-27,15.42106
2020-08-28,100.0
2020-08-29,59.98276
2020-08-30,47.77083
2020-08-31,46.22011
2020-09-01,27.9776
2020-09-02,22.91621
2020-09-03,21.60241
2020-09-04,28.75296
2020-09-05,24.98384
2020-09-06,23.26082
2020-09-07,27.82683
2020-09-08,20.05169
2020-09-09,19.12556
2020-09-10,19.44863
2020-09-11,16.7564
2020-09-12,13.15959
2020-09-13,14.68877
2020-09-14,18.6948
2020-09-15,16.15334
2020-09-16,14.75339
2020-09-17,15.46413
2020-09-18,13.8488
2020-09-19,9.1751
2020-09-20,11.19965
2020-09-21,13.09498
2020-09-22,13.00883
2020-09-23,15.24876
2020-09-24,15.39952
2020-09-25,14.15033
2020-09-26,10.03661
2020-09-27,9.95046
2020-09-28,14.08572
2020-09-29,12.4273
2020-09-30,8.27051
2020-10-01,7.9259
2020-10-02,8.46435
2020-10-03,9.26125
2020-10-04,11.9104
2020-10-05,15.93797
2020-10-06,19.01787
2020-10-07,16.82102
2020-10-08,14.04264
2020-10-09,11.67348
2020-10-10,12.0827
2020-10-11,16.19642
2020-10-12,21.51626
2020-10-13,18.9748
2020-10-14,18.30712
2020-10-15,17.03639
2020-10-16,17.42407
2020-10-17,13.52573
2020-10-18,13.18113
2020-10-19,17.98406
2020-10-20,19.01787
2020-10-21,18.02713
2020-10-22,19.77169
2020-10-23,15.98104
2020-10-24,11.17811
2020-10-25,14.75339
2020-10-26,19.21171
2020-10-27,18.22097
2020-10-28,18.82403
2020-10-29,17.2087
2020-10-30,15.39952
2020-10-31,10.27353
2020-11-01,12.85806
2020-11-02,17.27331
2020-11-03,16.28257
2020-11-04,15.89489
2020-11-05,16.02412
2020-11-06,15.80874
2020-11-07,12.4273
2020-11-08,11.58733
2020-11-09,16.43334
2020-11-10,16.19642
2020-11-11,14.62416
2020-11-12,15.35645
2020-11-13,16.28257
2020-11-14,14.30109
2020-11-15,12.40577
2020-11-16,20.76243
2020-11-17,16.95024
2020-11-18,17.23023
2020-11-19,17.2087
2020-11-20,15.74413
2020-11-21,11.09196
2020-11-22,13.46112
2020-11-23,18.60865
2020-11-24,18.93172
2020-11-25,17.10101
2020-11-26,17.51023
2020-11-27,14.62416
2020-11-28,10.66121
2020-11-29,11.02735
2020-11-30,15.20568
2020-12-01,17.07947
2020-12-02,20.35321
2020-12-03,16.67025
2020-12-04,13.37497
2020-12-05,9.86431
2020-12-06,11.04889
2020-12-07,15.57182
2020-12-08,16.82102
2020-12-09,15.87335
2020-12-10,16.00258
2020-12-11,13.87034
2020-12-12,10.63967
2020-12-13,11.56579
2020-12-14,15.09799
2020-12-15,15.31337
2020-12-16,14.77493
2020-12-17,16.39026
2020-12-18,11.52272
2020-12-19,9.23971
2020-12-20,14.17187
2020-12-21,14.49493
2020-12-22,14.21494
2020-12-23,13.93495
2020-12-24,13.09498
2020-12-25,8.85203
2020-12-26,8.89511
2020-12-27,9.79969
2020-12-28,14.77493
2020-12-29,15.4426
2020-12-30,13.2242
2020-12-31,11.7381
2021-01-01,8.2059
2021-01-02,9.47663
2021-01-03,11.4581
2021-01-04,14.4734
2021-01-05,14.45186
2021-01-06,15.42106
2021-01-07,15.35645
2021-01-08,13.97803
2021-01-09,10.33814
2021-01-10,9.60585
2021-01-11,13.61188
2021-01-12,13.87034
2021-01-13,15.18414
2021-01-14,14.36571
2021-01-15,12.47038
2021-01-16,9.77816
2021-01-17,9.92892
2021-01-18,14.68877
2021-01-19,15.07645
2021-01-20,14.94723
2021-01-21,15.70105
2021-01-22,14.30109
2021-01-23,10.87658
2021-01-24,10.03661
2021-01-25,14.36571
2021-01-26,15.63644
2021-01-27,14.30109
2021-01-28,14.79646
2021-01-29,13.97803
2021-01-30,10.18737
2021-01-31,9.23971
2021-02-01,14.73185
2021-02-02,13.99956
2021-02-03,12.21193
2021-02-04,12.83652
2021-02-05,12.12578
2021-02-06,9.1751
2021-02-07,9.54124
2021-02-08,14.88261
2021-02-09,13.37497
2021-02-10,11.39349
2021-02-11,7.32285
2021-02-12,8.50743
2021-02-13,9.43355
2021-02-14,9.73508
2021-02-15,15.72259
2021-02-16,16.2395
2021-02-17,13.93495
2021-02-18,14.4734
2021-02-19,11.32888
2021-02-20,8.31359
2021-02-21,9.64893
2021-02-22,14.1934
2021-02-23,14.27956
2021-02-24,14.83954
2021-02-25,13.97803
2021-02-26,12.8796
2021-02-27,10.63967
2021-02-28,9.64893
2021-03-01,11.54426
2021-03-02,15.65797
2021-03-03,15.37798
2021-03-04,15.46413
2021-03-05,15.39952
2021-03-06,11.07042
2021-03-07,11.58733
2021-03-08,14.40878
2021-03-09,15.48567
2021-03-10,16.54102
2021-03-11,16.34718
2021-03-12,14.06418
2021-03-13,9.19664
2021-03-14,11.65194
2021-03-15,15.6149
2021-03-16,15.87335
2021-03-17,16.51949
2021-03-18,15.98104
2021-03-19,13.71957
2021-03-20,10.76889
2021-03-21,11.63041
2021-03-22,16.45487
2021-03-23,15.67951
2021-03-24,14.68877
2021-03-25,15.07645
2021-03-26,13.61188
2021-03-27,9.36894
2021-03-28,10.27353
2021-03-29,14.77493
2021-03-30,15.01184
2021-03-31,15.27029
2021-04-01,14.23648
2021-04-02,12.75037
2021-04-03,10.79043
2021-04-04,10.61813
2021-04-05,15.57182
2021-04-06,17.381
2021-04-07,14.4734
2021-04-08,14.4734
2021-04-09,13.82726
2021-04-10,9.62739
2021-04-11,9.47663
2021-04-12,15.80874
2021-04-13,16.02412
2021-04-14,14.83954
2021-04-15,15.52875
2021-04-16,13.54727
2021-04-17,9.58432
2021-04-18,10.23045
2021-04-19,15.57182
2021-04-20,15.05492
2021-04-21,17.57484
2021-04-22,14.21494
2021-04-23,14.34417
2021-04-24,9.692
2021-04-25,11.07042
2021-04-26,15.35645
2021-04-27,15.98104
2021-04-28,14.30109
2021-04-29,13.74111
2021-04-30,13.2242
2021-05-01,8.98126
2021-05-02,10.61813
2021-05-03,13.39651
2021-05-04,14.25802
2021-05-05,10.12276
2021-05-06,16.26103
2021-05-07,15.31337
2021-05-08,8.7228
2021-05-09,10.66121
2021-05-10,15.59336
2021-05-11,14.818
2021-05-12,14.79646
2021-05-13,14.17187
2021-05-14,12.92267
2021-05-15,9.77816
2021-05-16,10.89812
2021-05-17,14.4734
2021-05-18,13.11651
2021-05-19,10.23045
2021-05-20,15.01184
2021-05-21,14.4734
2021-05-22,10.89812
2021-05-23,10.16584
2021-05-24,17.07947
2021-05-25,15.35645
2021-05-26,15.37798
2021-05-27,14.1934
2021-05-28,13.6765
2021-05-29,9.3474
2021-05-30,9.62739
2021-05-31,15.37798
2021-06-01,14.83954
2021-06-02,14.71031
2021-06-03,14.10725
2021-06-04,14.4734
2021-06-05,10.05815
2021-06-06,10.29506
2021-06-07,15.83028
2021-06-08,18.19944
2021-06-09,15.93797
2021-06-10,20.1163
2021-06-11,19.44863
2021-06-12,10.89812
2021-06-13,10.89812
2021-06-14,16.9287
2021-06-15,16.49795
2021-06-16,14.0211
2021-06-17,14.68877
2021-06-18,11.93194
2021-06-19,9.19664
2021-06-20,10.01507
2021-06-21,14.92569
2021-06-22,16.04566
2021-06-23,15.80874
2021-06-24,13.76265
2021-06-25,12.92267
2021-06-26,10.40275
2021-06-27,10.53198
2021-06-28,13.97803
2021-06-29,11.97501
2021-06-30,13.8488
2021-07-01,16.43334
2021-07-02,13.80572
2021-07-03,11.2858
2021-07-04,10.07968
2021-07-05,14.1934
2021-07-06,14.08572
2021-07-07,14.04264
2021-07-08,14.51647
2021-07-09,11.97501
2021-07-10,10.18737
2021-07-11,10.16584
2021-07-12,14.30109
2021-07-13,13.89188
2021-07-14,15.18414
2021-07-15,14.06418
2021-07-16,13.2242
2021-07-17,9.23971
2021-07-18,9.86431
2021-07-19,14.73185
2021-07-20,14.27956
2021-07-21,13.74111
2021-07-22,13.82726
2021-07-23,12.23346
2021-07-24,10.10122
2021-07-25,9.13202
2021-07-26,12.96575
2021-07-27,13.26728
2021-07-28,13.26728
2021-07-29,11.97501
2021-07-30,12.06116
2021-07-31,8.24897
2021-08-01,7.7536
2021-08-02,12.06116
2021-08-03,14.49493
2021-08-04,14.43032
2021-08-05,16.11027
2021-08-06,11.58733
2021-08-07,9.41201
2021-08-08,10.96273
2021-08-09,15.01184
2021-08-10,13.95649
2021-08-11,15.65797
2021-08-12,14.36571
2021-08-13,12.57807
2021-08-14,9.90738
2021-08-15,9.1751
2021-08-16,10.98427
2021-08-17,14.66724
2021-08-18,13.93495
2021-08-19,14.60262
2021-08-20,13.69804
2021-08-21,10.16584
2021-08-22,9.15356
2021-08-23,14.21494
2021-08-24,14.40878
2021-08-25,13.78419
2021-08-26,15.29183
2021-08-27,13.35343
2021-08-28,9.58432
2021-08-29,9.67047
2021-08-30,15.98104
2021-08-31,14.92569
2021-09-01,14.818
2021-09-02,15.11953
2021-09-03,13.63342
2021-09-04,9.11048
2021-09-05,10.63967
2021-09-06,17.27331
2021-09-07,17.40254
2021-09-08,16.2395
2021-09-09,16.06719
2021-09-10,15.76566
2021-09-11,10.87658
2021-09-12,11.13504
2021-09-13,16.02412
2021-09-14,14.818
2021-09-15,13.74111
2021-09-16,13.78419
2021-09-17,11.13504
2021-09-18,8.11975
2021-09-19,9.00279
2021-09-20,7.68899
2021-09-21,8.2059
2021-09-22,9.43355
2021-09-23,14.1934
2021-09-24,13.54727
2021-09-25,9.49816
2021-09-26,10.18737
2021-09-27,16.13181
2021-09-28,16.21796
2021-09-29,14.94723
2021-09-30,14.55955
2021-10-01,13.78419
2021-10-02,9.67047
2021-10-03,10.66121
2021-10-04,13.0519
2021-10-05,16.36872
2021-10-06,14.9903
2021-10-07,15.7872
2021-10-08,13.15959
2021-10-09,9.88584
2021-10-10,10.83351
2021-10-11,12.14731
2021-10-12,15.01184
2021-10-13,15.39952
2021-10-14,16.15334
2021-10-15,13.54727
2021-10-16,9.56278
2021-10-17,10.12276
2021-10-18,14.30109
2021-10-19,14.88261
2021-10-20,14.15033
2021-10-21,14.0211
2021-10-22,13.2242
2021-10-23,8.78742
2021-10-24,10.10122
2021-10-25,14.27956
2021-10-26,15.35645
2021-10-27,17.59638
2021-10-28,14.06418
2021-10-29,13.31035
2021-10-30,9.49816
2021-10-31,10.10122
2021-11-01,14.43032
2021-11-02,14.45186
2021-11-03,15.01184
2021-11-04,13.71957
2021-11-05,12.23346
2021-11-06,10.63967
2021-11-07,10.40275
2021-11-08,14.4734
2021-11-09,14.08572
2021-11-10,14.34417
2021-11-11,13.74111
2021-11-12,12.75037
2021-11-13,8.52896
2021-11-14,9.13202
2021-11-15,13.15959
2021-11-16,14.75339
2021-11-17,14.32263
2021-11-18,15.48567
2021-11-19,13.24574
2021-11-20,9.64893
2021-11-21,10.23045
2021-11-22,14.1934
2021-11-23,14.86108
2021-11-24,13.95649
2021-11-25,13.39651
2021-11-26,13.74111
2021-11-27,9.39048
2021-11-28,9.71354
2021-11-29,15.98104
2021-11-30,14.53801
2021-12-01,13.80572
2021-12-02,13.61188
2021-12-03,12.49192
2021-12-04,7.77514
2021-12-05,9.21817
2021-12-06,14.1934
2021-12-07,13.97803
2021-12-08,13.99956
2021-12-09,14.36571
2021-12-10,13.54727
2021-12-11,10.18737
2021-12-12,10.1443
2021-12-13,15.98104
2021-12-14,15.87335
2021-12-15,15.09799
2021-12-16,15.74413
2021-12-17,14.49493
2021-12-18,8.65819
2021-12-19,8.87357
2021-12-20,13.20267
2021-12-21,15.76566
2021-12-22,13.39651
2021-12-23,13.74111
2021-12-24,14.15033
2021-12-25,8.70127
2021-12-26,8.85203
2021-12-27,16.36872
2021-12-28,16.30411
2021-12-29,18.78096
2021-12-30,14.51647
2021-12-31,11.67348
2022-01-01,8.80895
2022-01-02,10.27353
2022-01-03,13.97803
2022-01-04,13.78419
2022-01-05,15.29183
2022-01-06,15.4426
2022-01-07,15.05492
2022-01-08,10.91966
2022-01-09,11.07042
2022-01-10,15.70105
2022-01-11,13.59035
2022-01-12,14.96877
2022-01-13,14.15033
2022-01-14,13.28882
2022-01-15,10.63967
2022-01-16,8.83049
2022-01-17,14.6457
2022-01-18,15.20568
2022-01-19,13.8488
2022-01-20,14.86108
2022-01-21,12.85806
2022-01-22,8.89511
2022-01-23,10.10122
2022-01-24,16.00258
2022-01-25,14.04264
2022-01-26,13.00883
2022-01-27,12.68576
2022-01-28,10.38121
2022-01-29,7.43054
2022-01-30,8.44281
2022-01-31,8.03359
2022-02-01,9.43355
2022-02-02,10.29506
2022-02-03,14.15033
2022-02-04,13.71957
2022-02-05,9.972
2022-02-06,9.67047
2022-02-07,13.50419
2022-02-08,14.40878
2022-02-09,13.99956
2022-02-10,13.48266
2022-02-11,11.88886
2022-02-12,9.3474
2022-02-13,9.64893
2022-02-14,13.20267
2022-02-15,14.71031
2022-02-16,15.4426
2022-02-17,15.83028
2022-02-18,13.24574
2022-02-19,9.86431
2022-02-20,10.40275
2022-02-21,14.51647
2022-02-22,14.45186
2022-02-23,15.7872
2022-02-24,15.05492
2022-02-25,12.57807
2022-02-26,8.48589
2022-02-27,9.64893
2022-02-28,13.20267
2022-03-01,10.12276
2022-03-02,12.90114
2022-03-03,13.33189
2022-03-04,12.75037
2022-03-05,9.5197
2022-03-06,9.82123
2022-03-07,13.26728
2022-03-08,14.6457
2022-03-09,9.79969
2022-03-10,12.79345
2022-03-11,13.39651
2022-03-12,9.36894
2022-03-13,10.96273
2022-03-14,15.46413
2022-03-15,15.24876
2022-03-16,15.57182
2022-03-17,14.38724
2022-03-18,14.38724
2022-03-19,11.84578
2022-03-20,11.24273
2022-03-21,15.14107
2022-03-22,17.23023
2022-03-23,15.22722
2022-03-24,15.59336
2022-03-25,14.58108
2022-03-26,11.47964
2022-03-27,11.30734
2022-03-28,14.92569
2022-03-29,15.70105
2022-03-30,15.57182
2022-03-31,13.95649
2022-04-01,13.20267
2022-04-02,21.40857
2022-04-03,11.47964
2022-04-04,13.39651
2022-04-05,15.24876
2022-04-06,15.57182
2022-04-07,17.33792
2022-04-08,12.34115
2022-04-09,10.33814
2022-04-10,10.27353
2022-04-11,15.09799
2022-04-12,16.34718
2022-04-13,15.31337
2022-04-14,16.13181
2022-04-15,13.69804
2022-04-16,9.73508
2022-04-17,9.99353
2022-04-18,15.65797
2022-04-19,14.10725
2022-04-20,16.34718
2022-04-21,16.32565
2022-04-22,13.35343
2022-04-23,9.92892
2022-04-24,11.24273
2022-04-25,17.18716
2022-04-26,16.34718
2022-04-27,15.55029
2022-04-28,14.17187
2022-04-29,12.59961
2022-04-30,10.16584
2022-05-01,9.86431
2022-05-02,14.6457
2022-05-03,14.77493
2022-05-04,12.90114
2022-05-05,9.972
2022-05-06,12.0827
2022-05-07,10.16584
2022-05-08,10.16584
2022-05-09,16.08873
2022-05-10,15.05492
2022-05-11,16.36872
2022-05-12,14.818
2022-05-13,15.18414
2022-05-14,12.53499
2022-05-15,12.83652
2022-05-16,16.86409
2022-05-17,16.7564
2022-05-18,17.74714
2022-05-19,16.97178
2022-05-20,13.71957
2022-05-21,9.692
2022-05-22,11.2858
2022-05-23,15.65797
2022-05-24,16.71333
2022-05-25,15.89489
2022-05-26,15.72259
2022-05-27,14.60262
2022-05-28,10.18737
2022-05-29,10.4889
2022-05-30,15.11953
2022-05-31,16.56256
2022-06-01,11.75963
2022-06-02,15.4426
2022-06-03,14.1934
2022-06-04,10.63967
2022-06-05,10.35968
2022-06-06,11.67348
2022-06-07,15.70105
2022-06-08,16.62718
2022-06-09,14.15033
2022-06-10,14.15033
2022-06-11,10.59659
2022-06-12,10.70428
2022-06-13,16.60564
2022-06-14,16.64871
2022-06-15,15.93797
2022-06-16,15.72259
2022-06-17,14.06418
2022-06-18,10.20891
2022-06-19,11.43657
2022-06-20,16.15334
2022-06-21,14.12879
2022-06-22,15.03338
2022-06-23,15.01184
2022-06-24,13.54727
2022-06-25,9.71354
2022-06-26,9.60585
2022-06-27,14.36571
2022-06-28,14.92569
2022-06-29,14.88261
2022-06-30,13.87034
2022-07-01,13.52573
2022-07-02,9.45509
2022-07-03,10.89812
2022-07-04,14.71031
2022-07-05,15.03338
2022-07-06,14.818
2022-07-07,14.53801
2022-07-08,13.2242
2022-07-09,9.5197
2022-07-10,9.15356
2022-07-11,14.94723
2022-07-12,14.43032
2022-07-13,14.51647
2022-07-14,14.51647
2022-07-15,12.10424
2022-07-16,7.99052
2022-07-17,9.45509
2022-07-18,15.46413
2022-07-19,14.49493
2022-07-20,15.7872
2022-07-21,14.23648
2022-07-22,13.31035
2022-07-23,10.59659
2022-07-24,9.49816
2022-07-25,15.37798
2022-07-26,14.32263
2022-07-27,15.05492
2022-07-28,14.92569
2022-07-29,12.06116
2022-07-30,8.59358
2022-07-31,9.13202
2022-08-01,14.43032
2022-08-02,15.05492
2022-08-03,15.4426
2022-08-04,16.56256
2022-08-05,15.18414
2022-08-06,10.79043
2022-08-07,11.22119
2022-08-08,13.82726
2022-08-09,14.86108
2022-08-10,16.02412
2022-08-11,17.83329
2022-08-12,14.10725
2022-08-13,10.72582
2022-08-14,12.19039
2022-08-15,12.8796
2022-08-16,15.91643
2022-08-17,16.17488
2022-08-18,16.67025
2022-08-19,16.00258
2022-08-20,11.32888
2022-08-21,11.41503
2022-08-22,16.84255
2022-08-23,17.59638
2022-08-24,14.88261
2022-08-25,16.39026
2022-08-26,14.79646
2022-08-27,10.72582
2022-08-28,10.33814
2022-08-29,15.67951
2022-08-30,16.73486
2022-08-31,15.52875
2022-09-01,15.09799
2022-09-02,13.07344
2022-09-03,9.30432
2022-09-04,10.61813
2022-09-05,13.37497
2022-09-06,13.8488
2022-09-07,13.52573
2022-09-08,11.43657
2022-09-09,6.84902
2022-09-10,8.29205
2022-09-11,9.86431
2022-09-12,10.87658
2022-09-13,15.07645
2022-09-14,15.67951
2022-09-15,14.71031
2022-09-16,14.75339
2022-09-17,9.77816
2022-09-18,10.38121
2022-09-19,15.16261
2022-09-20,15.11953
2022-09-21,16.15334
2022-09-22,15.37798
2022-09-23,12.75037
2022-09-24,9.86431
2022-09-25,10.10122
2022-09-26,14.96877
2022-09-27,16.49795
2022-09-28,15.11953
2022-09-29,14.36571
2022-09-30,13.41804
2022-10-01,8.44281
2022-10-02,9.26125
2022-10-03,9.692
2022-10-04,14.15033
2022-10-05,13.93495
2022-10-06,16.99332
2022-10-07,14.23648
2022-10-08,8.67973
2022-10-09,9.41201
2022-10-10,9.64893
2022-10-11,16.45487
2022-10-12,14.818
2022-10-13,14.73185
2022-10-14,12.36269
2022-10-15,9.13202
2022-10-16,10.55352
2022-10-17,14.62416
2022-10-18,15.98104
2022-10-19,15.20568
2022-10-20,15.05492
2022-10-21,16.62718
2022-10-22,9.99353
2022-10-23,11.00581
2022-10-24,14.77493
2022-10-25,16.00258
2022-10-26,15.14107
2022-10-27,15.89489
2022-10-28,12.7073
2022-10-29,10.42429
2022-10-30,8.44281
2022-10-31,14.38724
2022-11-01,13.76265
2022-11-02,15.91643
2022-11-03,14.38724
2022-11-04,12.75037
2022-11-05,8.61511
2022-11-06,8.67973
2022-11-07,15.33491
2022-11-08,15.07645
2022-11-09,14.73185
2022-11-10,15.29183
2022-11-11,13.24574
2022-11-12,9.5197
2022-11-13,10.66121
2022-11-14,14.83954
2022-11-15,15.6149
2022-11-16,14.49493
2022-11-17,15.07645
2022-11-18,14.40878
2022-11-19,9.41201
2022-11-20,10.33814
2022-11-21,13.71957
2022-11-22,14.96877
2022-11-23,15.33491
2022-11-24,14.75339
2022-11-25,12.53499
2022-11-26,8.29205
2022-11-27,9.11048
2022-11-28,13.54727
2022-11-29,14.4734
2022-11-30,13.50419
2022-12-01,13.0519
2022-12-02,12.81499
2022-12-03,7.5813
2022-12-04,9.23971
2022-12-05,14.0211
2022-12-06,14.10725
2022-12-07,13.76265
2022-12-08,14.06418
2022-12-09,11.93194
2022-12-10,8.52896
2022-12-11,8.7228
2022-12-12,15.05492
2022-12-13,14.10725
2022-12-14,13.28882
2022-12-15,13.13805
2022-12-16,12.4273
2022-12-17,9.26125
2022-12-18,8.44281
2022-12-19,13.82726
2022-12-20,14.49493
2022-12-21,13.78419
2022-12-22,12.98729
2022-12-23,12.40577
2022-12-24,7.08593
2022-12-25,8.27051
2022-12-26,14.73185
2022-12-27,14.62416
2022-12-28,13.18113
2022-12-29,12.68576
2022-12-30,10.42429
2022-12-31,6.99978
2023-01-01,8.27051
2023-01-02,14.9903
2023-01-03,14.40878
2023-01-04,14.86108
2023-01-05,15.35645
2023-01-06,14.62416
2023-01-07,9.86431
2023-01-08,10.81197
2023-01-09,14.51647
2023-01-10,14.43032
2023-01-11,14.92569
2023-01-12,14.88261
2023-01-13,12.77191
2023-01-14,9.08895
2023-01-15,10.07968
2023-01-16,14.6457
2023-01-17,16.02412
2023-01-18,13.8488
2023-01-19,13.71957
2023-01-20,11.2858
2023-01-21,8.01206
2023-01-22,7.02132
2023-01-23,8.3782
2023-01-24,11.60887
2023-01-25,15.09799
2023-01-26,14.90415
2023-01-27,14.38724
2023-01-28,10.46737
2023-01-29,10.55352
2023-01-30,14.58108
2023-01-31,15.42106
2023-02-01,14.94723
2023-02-02,15.16261
2023-02-03,14.12879
2023-02-04,9.3474
2023-02-05,9.92892
2023-02-06,14.62416
2023-02-07,15.18414
2023-02-08,15.20568
2023-02-09,13.82726
2023-02-10,13.6765
2023-02-11,9.75662
2023-02-12,10.9412
2023-02-13,15.67951
2023-02-14,13.80572
2023-02-15,13.33189
2023-02-16,13.43958
2023-02-17,14.32263
2023-02-18,8.83049
2023-02-19,8.70127
2023-02-20,13.09498
2023-02-21,15.16261
2023-02-22,13.99956
2023-02-23,14.38724
2023-02-24,11.95347
2023-02-25,8.59358
2023-02-26,8.29205
2023-02-27,12.36269
2023-02-28,12.79345
2023-03-01,9.86431
2023-03-02,12.27654
2023-03-03,13.24574
2023-03-04,8.46435
2023-03-05,8.46435
2023-03-06,13.46112
2023-03-07,14.77493
2023-03-08,14.71031
2023-03-09,15.83028
2023-03-10,13.03036
2023-03-11,9.32586
2023-03-12,8.22743
2023-03-13,14.23648
2023-03-14,15.52875
2023-03-15,15.07645
2023-03-16,14.77493
2023-03-17,14.77493
2023-03-18,8.57204
2023-03-19,9.36894
2023-03-20,15.83028
2023-03-21,16.77794
2023-03-22,15.16261
2023-03-23,14.73185
2023-03-24,13.43958
2023-03-25,9.56278
2023-03-26,9.49816
2023-03-27,15.27029
2023-03-28,15.22722
2023-03-29,15.57182
2023-03-30,17.14408
2023-03-31,13.41804
2023-04-01,10.07968
2023-04-02,11.47964
2023-04-03,15.33491
2023-04-04,15.63644
2023-04-05,16.64871
2023-04-06,16.26103
2023-04-07,13.13805
2023-04-08,9.21817
2023-04-09,9.19664
2023-04-10,16.79948
2023-04-11,16.43334
2023-04-12,16.36872
2023-04-13,15.52875
2023-04-14,14.73185
2023-04-15,12.47038
2023-04-16,10.91966
2023-04-17,15.52875
2023-04-18,16.49795
2023-04-19,15.91643
2023-04-20,15.18414
2023-04-21,14.94723
2023-04-22,11.1135
2023-04-23,10.9412
2023-04-24,17.40254
2023-04-25,15.76566
2023-04-26,16.71333
2023-04-27,15.18414
2023-04-28,14.4734
2023-04-29,10.68274
2023-04-30,9.88584
2023-05-01,11.65194
2023-05-02,15.22722
2023-05-03,15.50721
2023-05-04,12.83652
2023-05-05,10.38121
2023-05-06,9.88584
2023-05-07,10.12276
2023-05-08,15.85181
2023-05-09,17.01486
2023-05-10,14.6457
2023-05-11,15.35645
2023-05-12,15.9595
2023-05-13,9.56278
2023-05-14,10.12276
2023-05-15,16.77794
2023-05-16,16.30411
2023-05-17,16.49795
2023-05-18,15.42106
2023-05-19,13.91341
2023-05-20,9.47663
2023-05-21,10.40275
2023-05-22,15.52875
2023-05-23,16.67025
2023-05-24,15.93797
2023-05-25,14.45186
2023-05-26,12.12578
2023-05-27,9.21817
2023-05-28,9.692
2023-05-29,11.09196
