date,S&P500
2020-09-18,7.38228
2020-09-19,5.02349
2020-09-20,2.41642
2020-09-21,7.22709
2020-09-22,10.85838
2020-09-23,9.10259
2020-09-24,10.39726
2020-09-25,7.81679
2020-09-26,4.76633
2020-09-27,2.04398
2020-09-28,4.81511
2020-09-29,6.296
2020-09-30,4.39389
2020-10-01,4.16777
2020-10-02,7.0054
2020-10-03,5.47574
2020-10-04,2.81103
2020-10-05,5.38263
2020-10-06,6.73938
2020-10-07,7.18719
2020-10-08,6.04327
2020-10-09,4.39833
2020-10-10,3.31205
2020-10-11,2.13709
2020-10-12,5.10774
2020-10-13,6.98767
2020-10-14,6.76598
2020-10-15,6.87239
2020-10-16,6.03884
2020-10-17,3.64902
2020-10-18,2.26567
2020-10-19,4.85944
2020-10-20,7.87886
2020-10-21,7.75915
2020-10-22,7.00984
2020-10-23,6.47335
2020-10-24,3.73769
2020-10-25,2.16369
2020-10-26,5.12991
2020-10-27,9.00062
2020-10-28,9.812
2020-10-29,11.86042
2020-10-30,8.8942
2020-10-31,5.28509
2020-11-01,2.47406
2020-11-02,5.97676
2020-11-03,9.11589
2020-11-04,8.34885
2020-11-05,9.01835
2020-11-06,7.46209
2020-11-07,5.00576
2020-11-08,2.62481
2020-11-09,7.41331
2020-11-10,11.23525
2020-11-11,8.841
2020-11-12,7.63057
2020-11-13,6.79258
2020-11-14,4.69539
2020-11-15,2.73122
2020-11-16,5.98563
2020-11-17,27.78221
2020-11-18,12.91566
2020-11-19,10.48151
2020-11-20,8.45969
2020-11-21,5.12991
2020-11-22,3.7776
2020-11-23,6.6374
2020-11-24,8.98288
2020-11-25,10.45047
2020-11-26,9.06269
2020-11-27,6.95663
2020-11-28,5.38263
2020-11-29,4.22098
2020-11-30,6.91673
2020-12-01,9.4839
2020-12-02,9.11589
2020-12-03,8.34441
2020-12-04,8.56167
2020-12-05,5.63536
2020-12-06,4.43823
2020-12-07,7.47539
2020-12-08,11.61656
2020-12-09,10.67659
2020-12-10,12.37031
2020-12-11,10.7697
2020-12-12,7.00097
2020-12-13,6.40241
2020-12-14,10.11793
2020-12-15,12.56983
2020-12-16,10.7165
2020-12-17,9.94945
2020-12-18,12.32153
2020-12-19,11.88702
2020-12-20,6.19845
2020-12-21,17.25636
2020-12-22,20.98962
2020-12-23,14.10392
2020-12-24,10.56131
2020-12-25,7.26256
2020-12-26,5.27622
2020-12-27,6.10978
2020-12-28,10.14454
2020-12-29,12.27276
2020-12-30,11.45251
2020-12-31,8.77893
2021-01-01,7.91433
2021-01-02,6.30043
2021-01-03,7.2803
2021-01-04,13.48319
2021-01-05,20.53294
2021-01-06,17.83275
2021-01-07,18.90573
2021-01-08,19.16733
2021-01-09,11.82495
2021-01-10,7.59953
2021-01-11,14.68032
2021-01-12,18.25396
2021-01-13,16.6844
2021-01-14,14.44089
2021-01-15,14.1793
2021-01-16,9.66125
2021-01-17,6.31816
2021-01-18,10.32632
2021-01-19,13.29254
2021-01-20,13.66941
2021-01-21,16.47157
2021-01-22,14.96408
2021-01-23,9.86077
2021-01-24,6.42458
2021-01-25,11.17318
2021-01-26,17.47805
2021-01-27,15.65132
2021-01-28,20.47086
2021-01-29,20.00532
2021-01-30,13.2482
2021-01-31,6.52212
2021-02-01,10.88942
2021-02-02,15.15473
2021-02-03,13.5896
2021-02-04,12.66737
2021-02-05,15.47397
2021-02-06,8.02518
2021-02-07,4.87274
2021-02-08,8.24687
2021-02-09,11.32836
2021-02-10,11.53232
2021-02-11,9.67012
2021-02-12,9.56371
2021-02-13,7.82122
2021-02-14,6.061
2021-02-15,10.17114
2021-02-16,11.47024
2021-02-17,14.09506
2021-02-18,12.9733
2021-02-19,12.50775
2021-02-20,8.23357
2021-02-21,4.55794
2021-02-22,8.33555
2021-02-23,15.98386
2021-02-24,16.6844
2021-02-25,14.70692
2021-02-26,17.43371
2021-02-27,11.06233
2021-02-28,4.84171
2021-03-01,7.28473
2021-03-02,12.80039
2021-03-03,12.357
2021-03-04,14.22364
2021-03-05,15.81537
2021-03-06,11.11111
2021-03-07,4.65992
2021-03-08,9.00948
2021-03-09,16.38733
2021-03-10,13.65611
2021-03-11,14.09062
2021-03-12,12.6053
2021-03-13,9.26664
2021-03-14,5.63536
2021-03-15,9.24891
2021-03-16,13.37678
2021-03-17,12.21956
2021-03-18,12.60973
2021-03-19,12.00673
2021-03-20,7.86113
2021-03-21,4.15447
2021-03-22,8.27791
2021-03-23,10.65442
2021-03-24,10.49037
2021-03-25,11.20422
2021-03-26,9.87851
2021-03-27,7.71481
2021-03-28,5.20528
2021-03-29,8.10942
2021-03-30,11.0313
2021-03-31,10.0736
2021-04-01,10.99583
2021-04-02,14.91974
2021-04-03,5.52451
2021-04-04,4.03476
2021-04-05,9.48833
2021-04-06,11.80278
2021-04-07,10.82291
2021-04-08,10.38396
2021-04-09,10.01596
2021-04-10,6.28713
2021-04-11,3.79976
2021-04-12,8.06952
2021-04-13,10.40613
2021-04-14,11.64316
2021-04-15,10.29085
2021-04-16,10.23765
2021-04-17,6.60193
2021-04-18,4.31409
2021-04-19,7.54189
2021-04-20,10.33076
2021-04-21,11.24855
2021-04-22,10.58348
2021-04-23,12.24616
2021-04-24,6.94333
2021-04-25,4.11013
2021-04-26,8.14933
2021-04-27,12.84029
2021-04-28,12.69397
2021-04-29,12.38804
2021-04-30,13.9044
2021-05-01,7.42662
2021-05-02,4.70869
2021-05-03,9.54597
2021-05-04,14.31675
2021-05-05,12.82255
2021-05-06,13.68271
2021-05-07,12.13531
2021-05-08,7.73698
2021-05-09,5.12104
2021-05-10,12.3171
2021-05-11,22.0493
2021-05-12,21.24678
2021-05-13,23.69867
2021-05-14,17.3672
2021-05-15,8.89864
2021-05-16,5.38707
2021-05-17,10.4682
2021-05-18,13.57187
2021-05-19,13.07528
2021-05-20,16.18781
2021-05-21,12.95557
2021-05-22,8.14933
2021-05-23,4.56238
2021-05-24,9.46617
2021-05-25,14.61381
2021-05-26,14.26354
2021-05-27,13.26593
2021-05-28,12.05994
2021-05-29,8.07838
2021-05-30,5.16538
2021-05-31,8.74346
2021-06-01,11.65646
2021-06-02,12.9201
2021-06-03,12.54322
2021-06-04,11.86485
2021-06-05,7.10295
2021-06-06,5.32943
2021-06-07,8.8942
2021-06-08,12.84029
2021-06-09,11.73627
2021-06-10,11.90919
2021-06-11,15.25671
2021-06-12,8.62374
2021-06-13,4.72643
2021-06-14,8.55724
2021-06-15,13.44772
2021-06-16,12.19739
2021-06-17,13.23046
2021-06-18,13.97978
2021-06-19,9.06712
2021-06-20,4.34956
2021-06-21,10.92489
2021-06-22,13.9044
2021-06-23,13.19499
2021-06-24,13.2083
2021-06-25,12.39691
2021-06-26,8.87647
2021-06-27,4.38059
2021-06-28,9.37749
2021-06-29,12.47228
2021-06-30,12.76491
2021-07-01,13.48762
2021-07-02,13.45215
2021-07-03,8.50403
2021-07-04,4.722
2021-07-05,8.99175
2021-07-06,11.15544
2021-07-07,14.50297
2021-07-08,17.314
2021-07-09,16.53808
2021-07-10,10.4283
2021-07-11,5.44914
2021-07-12,9.73219
2021-07-13,15.01729
2021-07-14,14.8355
2021-07-15,15.25228
2021-07-16,14.94635
2021-07-17,9.7854
2021-07-18,5.18754
2021-07-19,14.19703
2021-07-20,22.73654
2021-07-21,17.79728
2021-07-22,14.7823
2021-07-23,13.08858
2021-07-24,9.11146
2021-07-25,4.66436
2021-07-26,10.50368
2021-07-27,14.37439
2021-07-28,14.02411
2021-07-29,13.5763
2021-07-30,13.67384
2021-07-31,10.37066
2021-08-01,6.78815
2021-08-02,10.56131
2021-08-03,14.08175
2021-08-04,14.44976
2021-08-05,14.64485
2021-08-06,14.95078
2021-08-07,9.59475
2021-08-08,6.01223
2021-08-09,10.92932
2021-08-10,14.98625
2021-08-11,16.58685
2021-08-12,18.71064
2021-08-13,17.23419
2021-08-14,11.10224
2021-08-15,6.81032
2021-08-16,10.41943
2021-08-17,22.64343
2021-08-18,20.4487
2021-08-19,23.2952
2021-08-20,21.3931
2021-08-21,11.61656
2021-08-22,6.81475
2021-08-23,12.6053
2021-08-24,20.42653
2021-08-25,19.32251
2021-08-26,21.19801
2021-08-27,17.87709
2021-08-28,13.07971
2021-08-29,7.52859
2021-08-30,14.05072
2021-08-31,21.10933
2021-09-01,20.80783
2021-09-02,18.36037
2021-09-03,17.53125
2021-09-04,10.96479
2021-09-05,7.17832
2021-09-06,11.61213
2021-09-07,15.45623
2021-09-08,17.3672
2021-09-09,16.61789
2021-09-10,16.31639
2021-09-11,11.15544
2021-09-12,6.40684
2021-09-13,12.53436
2021-09-14,16.84845
2021-09-15,18.13425
2021-09-16,16.47157
2021-09-17,14.45863
2021-09-18,9.64352
2021-09-19,5.48018
2021-09-20,11.15544
2021-09-21,23.39274
2021-09-22,21.35763
2021-09-23,22.6656
2021-09-24,18.59093
2021-09-25,10.84508
2021-09-26,6.49552
2021-09-27,12.8935
2021-09-28,18.97667
2021-09-29,26.758
2021-09-30,21.02952
2021-10-01,25.51653
2021-10-02,13.32357
2021-10-03,6.46448
2021-10-04,12.62747
2021-10-05,27.62259
2021-10-06,23.75188
2021-10-07,20.58171
2021-10-08,17.56229
2021-10-09,10.18001
2021-10-10,5.22302
2021-10-11,9.70559
2021-10-12,19.35798
2021-10-13,17.682
2021-10-14,16.78194
2021-10-15,15.77547
2021-10-16,9.90068
2021-10-17,5.71073
2021-10-18,11.47468
2021-10-19,16.91495
2021-10-20,16.02819
2021-10-21,16.05923
2021-10-22,19.21166
2021-10-23,9.88738
2021-10-24,5.66196
2021-10-25,11.81165
2021-10-26,20.02748
2021-10-27,17.59333
2021-10-28,17.0125
2021-10-29,15.48284
2021-10-30,10.33962
2021-10-31,5.85262
2021-11-01,11.69637
2021-11-02,24.45685
2021-11-03,35.35958
2021-11-04,38.21938
2021-11-05,37.72723
2021-11-06,23.52576
2021-11-07,9.07156
2021-11-08,20.26691
2021-11-09,36.36162
2021-11-10,36.32615
2021-11-11,39.76234
2021-11-12,34.43735
2021-11-13,22.0626
2021-11-14,8.32668
2021-11-15,15.81537
2021-11-16,32.72146
2021-11-17,32.93872
2021-11-18,30.63758
2021-11-19,32.93872
2021-11-20,22.81191
2021-11-21,9.15137
2021-11-22,16.86175
2021-11-23,39.05293
2021-11-24,36.71189
2021-11-25,32.37119
2021-11-26,25.33475
2021-11-27,35.87833
2021-11-28,12.36144
2021-11-29,23.86272
2021-11-30,45.85882
2021-12-01,48.10233
2021-12-02,50.44338
2021-12-03,43.97446
2021-12-04,38.57852
2021-12-05,10.54801
2021-12-06,21.33102
2021-12-07,46.36871
2021-12-08,44.13851
2021-12-09,39.37217
2021-12-10,37.47007
2021-12-11,32.03422
2021-12-12,10.25982
2021-12-13,18.71064
2021-12-14,38.43664
2021-12-15,39.49188
2021-12-16,44.4001
2021-12-17,43.12317
2021-12-18,32.82787
2021-12-19,8.39318
2021-12-20,20.75463
2021-12-21,44.96763
2021-12-22,36.55227
2021-12-23,36.53453
2021-12-24,35.64334
2021-12-25,14.29014
2021-12-26,8.50846
2021-12-27,16.33413
2021-12-28,43.95229
2021-12-29,40.46288
2021-12-30,41.68661
2021-12-31,26.59395
2022-01-01,17.57559
2022-01-02,10.37509
2022-01-03,19.30477
2022-01-04,42.26744
2022-01-05,45.26026
2022-01-06,55.05896
2022-01-07,49.21521
2022-01-08,33.42644
2022-01-09,12.05551
2022-01-10,24.8559
2022-01-11,53.54704
2022-01-12,43.58872
2022-01-13,39.17265
2022-01-14,47.35745
2022-01-15,33.66143
2022-01-16,17.78841
2022-01-17,21.87195
2022-01-18,32.21601
2022-01-19,54.11013
2022-01-20,56.15411
2022-01-21,64.72022
2022-01-22,63.47876
2022-01-23,19.34911
2022-01-24,41.10579
2022-01-25,100.0
2022-01-26,87.75383
2022-01-27,86.13993
2022-01-28,78.82858
2022-01-29,46.92737
2022-01-30,13.74922
2022-01-31,18.5599
2022-02-01,49.47681
2022-02-02,58.71242
2022-02-03,71.30885
2022-02-04,64.04185
2022-02-05,44.39123
2022-02-06,15.51831
2022-02-07,29.67544
2022-02-08,51.2991
2022-02-09,47.02048
2022-02-10,47.22887
2022-02-11,50.73157
2022-02-12,42.64432
2022-02-13,13.8911
2022-02-14,29.14782
2022-02-15,61.23969
2022-02-16,49.4635
2022-02-17,54.01259
2022-02-18,49.20634
2022-02-19,37.69619
2022-02-20,11.60769
2022-02-21,21.50837
2022-02-22,37.40356
2022-02-23,56.49995
2022-02-24,76.8112
2022-02-25,73.3351
2022-02-26,44.24935
2022-02-27,11.99787
2022-02-28,23.22869
2022-03-01,44.35133
2022-03-02,49.91132
2022-03-03,46.41748
2022-03-04,47.43726
2022-03-05,33.422
2022-03-06,10.83621
2022-03-07,23.9913
2022-03-08,56.83249
2022-03-09,41.44275
2022-03-10,40.9107
2022-03-11,40.83089
2022-03-12,36.32171
2022-03-13,11.91806
2022-03-14,27.95512
2022-03-15,59.25334
2022-03-16,52.72235
2022-03-17,60.55245
2022-03-18,51.9686
2022-03-19,35.8872
2022-03-20,12.12645
2022-03-21,27.6891
2022-03-22,49.51671
2022-03-23,51.35231
2022-03-24,47.21557
2022-03-25,46.60814
2022-03-26,33.94519
2022-03-27,10.98253
2022-03-28,26.53631
2022-03-29,49.53001
2022-03-30,48.57674
2022-03-31,42.94581
2022-04-01,42.36055
2022-04-02,29.02811
2022-04-03,11.20422
2022-04-04,23.67207
2022-04-05,44.12077
2022-04-06,45.08734
2022-04-07,49.80491
2022-04-08,47.33528
2022-04-09,32.10516
2022-04-10,9.09373
2022-04-11,23.79622
2022-04-12,49.09107
2022-04-13,46.6303
2022-04-14,40.81315
2022-04-15,36.18426
2022-04-16,13.14179
2022-04-17,7.29804
2022-04-18,21.32659
2022-04-19,40.64467
2022-04-20,39.0086
2022-04-21,44.50208
2022-04-22,43.86361
2022-04-23,37.09763
2022-04-24,10.82734
2022-04-25,32.07856
2022-04-26,54.33182
2022-04-27,67.30956
2022-04-28,56.061
2022-04-29,47.15793
2022-04-30,44.20058
2022-05-01,11.76731
2022-05-02,28.50935
2022-05-03,62.49445
2022-05-04,53.72439
2022-05-05,52.75782
2022-05-06,71.76554
2022-05-07,40.63137
2022-05-08,12.53436
2022-05-09,37.27055
2022-05-10,90.95947
2022-05-11,76.07076
2022-05-12,89.41651
2022-05-13,67.6288
2022-05-14,35.27977
2022-05-15,11.00026
2022-05-16,29.67101
2022-05-17,56.9389
2022-05-18,49.51228
2022-05-19,86.23304
2022-05-20,62.28163
2022-05-21,47.72102
2022-05-22,12.03777
2022-05-23,32.21601
2022-05-24,62.37917
2022-05-25,62.23729
2022-05-26,50.02216
2022-05-27,46.08495
2022-05-28,31.88347
2022-05-29,9.812
2022-05-30,20.99849
2022-05-31,34.27773
2022-06-01,39.63376
2022-06-02,44.80358
2022-06-03,41.91717
2022-06-04,26.34122
2022-06-05,7.87
2022-06-06,18.78159
2022-06-07,43.86805
2022-06-08,45.28243
2022-06-09,44.52868
2022-06-10,50.40347
2022-06-11,40.17025
2022-06-12,16.1213
2022-06-13,49.40143
2022-06-14,91.17229
2022-06-15,70.47086
2022-06-16,71.49064
2022-06-17,76.60725
2022-06-18,40.20129
2022-06-19,15.62472
2022-06-20,31.96772
2022-06-21,37.96222
2022-06-22,56.75268
2022-06-23,56.24279
2022-06-24,49.19304
2022-06-25,34.92506
2022-06-26,10.79187
2022-06-27,31.65292
2022-06-28,52.75339
2022-06-29,56.36694
2022-06-30,54.119
2022-07-01,54.68209
2022-07-02,33.44861
2022-07-03,10.43717
2022-07-04,18.61754
2022-07-05,37.7361
2022-07-06,58.92081
2022-07-07,45.3179
2022-07-08,43.7173
2022-07-09,26.26141
2022-07-10,11.0446
2022-07-11,23.76518
2022-07-12,45.85882
2022-07-13,50.6562
2022-07-14,49.62312
2022-07-15,44.79471
2022-07-16,26.06189
2022-07-17,6.71277
2022-07-18,22.45721
2022-07-19,44.0454
2022-07-20,49.60095
2022-07-21,47.73876
2022-07-22,45.90316
2022-07-23,24.63864
2022-07-24,6.80588
2022-07-25,22.55919
2022-07-26,43.37146
2022-07-27,40.38308
2022-07-28,48.33288
2022-07-29,45.043
2022-07-30,29.77298
2022-07-31,8.62374
2022-08-01,23.64547
2022-08-02,44.02323
2022-08-03,44.46217
2022-08-04,47.13132
2022-08-05,40.38308
2022-08-06,24.39921
2022-08-07,7.39558
2022-08-08,22.0759
2022-08-09,40.78655
2022-08-10,40.89296
2022-08-11,46.14702
2022-08-12,39.44311
2022-08-13,27.90192
2022-08-14,7.9099
2022-08-15,18.18746
2022-08-16,43.34929
2022-08-17,48.84721
2022-08-18,42.01915
2022-08-19,40.71561
2022-08-20,24.11989
2022-08-21,7.40445
2022-08-22,23.51689
2022-08-23,45.87212
2022-08-24,43.29608
2022-08-25,38.72927
2022-08-26,39.71357
2022-08-27,38.80464
2022-08-28,8.85873
2022-08-29,29.28527
2022-08-30,51.80012
2022-08-31,50.12414
2022-09-01,53.93278
2022-09-02,53.2278
2022-09-03,33.14267
2022-09-04,7.99858
2022-09-05,14.46306
2022-09-06,30.43362
2022-09-07,51.32127
2022-09-08,40.73335
2022-09-09,30.5223
2022-09-10,23.61443
2022-09-11,9.25334
2022-09-12,21.29112
2022-09-13,56.6108
2022-09-14,74.16866
2022-09-15,55.01906
2022-09-16,54.15003
2022-09-17,34.0383
2022-09-18,9.55484
2022-09-19,29.80845
2022-09-20,50.24829
2022-09-21,51.35231
2022-09-22,69.85457
2022-09-23,62.92453
2022-09-24,47.07368
2022-09-25,11.7141
2022-09-26,45.6726
2022-09-27,80.03901
2022-09-28,83.657
2022-09-29,69.34025
2022-09-30,66.53808
2022-10-01,44.00106
2022-10-02,10.33962
2022-10-03,29.9459
2022-10-04,62.11315
2022-10-05,58.04735
2022-10-06,56.81918
2022-10-07,48.84277
2022-10-08,38.25042
2022-10-09,8.73902
2022-10-10,31.63075
2022-10-11,71.54828
2022-10-12,73.68094
2022-10-13,73.37501
2022-10-14,76.67376
2022-10-15,48.24864
2022-10-16,10.64112
2022-10-17,31.75489
2022-10-18,62.80925
2022-10-19,64.54287
2022-10-20,54.93038
2022-10-21,54.21211
2022-10-22,34.47725
2022-10-23,8.44639
2022-10-24,34.06934
2022-10-25,57.39115
2022-10-26,57.36011
2022-10-27,59.20457
2022-10-28,53.45836
2022-10-29,35.48816
2022-10-30,7.84783
2022-10-31,25.94218
2022-11-01,51.91096
2022-11-02,49.16644
2022-11-03,66.52035
2022-11-04,52.38981
2022-11-05,35.50589
2022-11-06,9.33315
2022-11-07,28.19898
2022-11-08,52.34991
2022-11-09,53.39185
2022-11-10,55.99893
2022-11-11,77.16147
2022-11-12,47.58357
2022-11-13,10.28642
2022-11-14,24.94014
2022-11-15,55.55555
2022-11-16,55.77281
2022-11-17,46.66577
2022-11-18,45.14498
2022-11-19,35.04034
2022-11-20,7.67491
2022-11-21,18.37368
2022-11-22,42.74186
2022-11-23,46.06278
2022-11-24,40.83089
2022-11-25,22.12911
2022-11-26,22.96266
2022-11-27,6.9655
2022-11-28,15.99272
2022-11-29,38.51201
2022-11-30,38.7204
2022-12-01,52.30557
2022-12-02,39.35887
2022-12-03,25.35248
2022-12-04,6.90343
2022-12-05,15.66019
2022-12-06,41.93491
2022-12-07,44.04983
2022-12-08,44.90555
2022-12-09,40.41411
2022-12-10,31.57754
2022-12-11,7.87443
2022-12-12,18.30274
2022-12-13,50.19508
2022-12-14,54.53578
2022-12-15,53.94608
2022-12-16,50.15961
2022-12-17,35.87833
2022-12-18,8.76562
2022-12-19,19.03875
2022-12-20,53.92834
2022-12-21,52.07058
2022-12-22,45.22922
2022-12-23,57.35124
2022-12-24,38.7337
2022-12-25,8.44639
2022-12-26,13.89997
2022-12-27,26.79347
2022-12-28,53.42732
2022-12-29,52.10605
2022-12-30,38.65389
2022-12-31,27.75117
2023-01-01,8.4996
2023-01-02,15.07493
2023-01-03,28.34087
2023-01-04,56.84579
2023-01-05,55.70187
2023-01-06,48.71863
2023-01-07,39.42094
2023-01-08,8.95628
2023-01-09,22.59909
2023-01-10,60.28642
2023-01-11,51.39664
2023-01-12,54.29635
2023-01-13,57.5552
2023-01-14,40.75995
2023-01-15,9.11589
2023-01-16,15.55378
2023-01-17,28.81972
2023-01-18,52.5716
2023-01-19,52.89527
2023-01-20,44.86122
2023-01-21,33.12494
2023-01-22,8.16706
2023-01-23,13.84676
2023-01-24,48.44816
2023-01-25,52.68688
2023-01-26,54.70869
2023-01-27,55.3649
2023-01-28,40.15695
2023-01-29,9.99379
2023-01-30,21.7212
2023-01-31,46.67908
2023-02-01,49.52114
2023-02-02,66.79524
2023-02-03,62.70728
2023-02-04,36.75179
2023-02-05,9.42183
2023-02-06,20.85661
2023-02-07,47.46386
2023-02-08,55.18754
2023-02-09,48.74079
2023-02-10,50.7094
2023-02-11,40.0195
2023-02-12,8.67251
2023-02-13,19.26487
2023-02-14,52.42529
2023-02-15,61.43477
2023-02-16,53.21894
2023-02-17,49.79161
2023-02-18,37.73166
2023-02-19,8.14933
2023-02-20,14.10392
2023-02-21,25.71605
2023-02-22,54.04806
2023-02-23,56.79258
2023-02-24,49.94236
2023-02-25,34.69451
2023-02-26,7.68378
2023-02-27,17.24749
2023-02-28,43.42023
2023-03-01,40.76882
2023-03-02,49.0689
2023-03-03,45.93863
2023-03-04,32.89438
2023-03-05,7.85226
2023-03-06,17.3805
2023-03-07,46.06278
2023-03-08,50.98873
2023-03-09,49.85811
2023-03-10,51.70258
2023-03-11,44.19171
2023-03-12,10.29972
2023-03-13,32.53524
2023-03-14,64.01081
2023-03-15,62.01117
2023-03-16,64.85324
2023-03-17,53.58251
2023-03-18,36.13106
2023-03-19,8.79666
2023-03-20,28.62463
2023-03-21,55.17424
2023-03-22,54.01702
2023-03-23,64.29014
2023-03-24,52.64254
2023-03-25,34.71224
2023-03-26,8.91194
2023-03-27,24.5677
2023-03-28,56.30043
2023-03-29,45.12281
2023-03-30,45.80118
2023-03-31,42.00585
2023-04-01,31.56867
2023-04-02,7.50642
2023-04-03,27.33883
2023-04-04,52.96178
2023-04-05,46.82539
2023-04-06,48.53241
2023-04-07,39.52735
2023-04-08,12.09541
2023-04-09,6.19402
2023-04-10,22.39514
2023-04-11,47.50376
2023-04-12,53.21894
2023-04-13,49.27285
2023-04-14,43.99219
2023-04-15,24.9224
2023-04-16,7.13842
2023-04-17,21.52168
2023-04-18,47.17566
2023-04-19,44.24492
2023-04-20,45.90759
2023-04-21,42.88374
2023-04-22,26.18604
2023-04-23,6.21175
2023-04-24,21.04283
2023-04-25,45.15385
2023-04-26,56.18072
2023-04-27,61.64316
2023-04-28,40.90183
2023-04-29,25.36578
2023-04-30,6.60636
2023-05-01,17.22532
2023-05-02,41.17673
2023-05-03,45.42431
2023-05-04,45.0563
2023-05-05,34.77875
2023-05-06,29.52913
2023-05-07,7.3202
2023-05-08,20.29795
2023-05-09,41.29644
2023-05-10,41.5802
2023-05-11,44.33359
2023-05-12,36.92471
2023-05-13,23.37501
2023-05-14,5.80384
2023-05-15,18.67074
2023-05-16,38.24598
2023-05-17,40.01064
2023-05-18,41.34964
2023-05-19,43.02562
2023-05-20,23.61
2023-05-21,6.3093
2023-05-22,20.16493
2023-05-23,40.62693
2023-05-24,39.06624
2023-05-25,43.53108
2023-05-26,42.78176
2023-05-27,28.70887
2023-05-28,7.44878
2023-05-29,12.46342
2023-05-30,30.66861
